assay_id,description,src_assay_id,assay_cell_type,cell_id,assay_tissue,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_subcellular_fraction
1458,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,,,,15086,B,,,,,,
1459,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,14909,B,,,,,,
1460,The compound was tested for binding affinity on [3H]8-OH-DPAT as specific ligand on 5-hydroxytryptamine 1A receptor in rat hippocampus,,,,Hippocampus,14949,B,,,,,,
1461,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]8-OH-DPAT,,,,Hippocampus,2309,B,,,Rattus norvegicus,10116.0,,
1462,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,4170,B,,,,,,
1463,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 from rat hippocampus,,,,Hippocampus,11642,B,,,Rattus norvegicus,10116.0,,
1464,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1A receptor by displacing [3H]WB-4101 radioligand in rat hippocampus,,,,Hippocampus,11642,B,,,,,,
1465,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]-8-OH-DPAT as radioligand,,,,Hippocampus,12953,B,,,,,,
1466,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand.,,,,Hippocampus,12953,B,,,,,,
1467,Binding affinity for 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as radioligand,,,,Hippocampus,12953,B,,,,,,
1468,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1A receptor expressed in CHO cells, by using [3H]8-OH-DPAT as radioligand.",,CHO,449.0,,12903,B,,,,,,
1469,Displacement of the radioligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,12536,B,,,,,,
1470,The inhibition activity of 5-HT1A at 1 uM,,,,,10058,B,,,,,,
1471,"Binding affinity against 5-hydroxytryptamine 1A receptor from CHO-K1 cells, using [3H]8-OH-DPAT as the radioligand.",,CHO-K1,485.0,,12902,B,,,,,,
1472,Binding affinities against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat cerebral cortex membrane,,,,,14057,B,,,,,,
1473,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-HT 1A receptor site.,,,,,11296,B,,,,,,
1474,Compound was evaluated for its ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,Hippocampus,11296,B,,,,,,
1475,Ability to displace the protonated form of [3H]8-hydroxy-2-(di-n-propylamino)tetralin binding from labeled 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,,,,Hippocampus,11296,B,,,,,,
1476,Antagonist activity to stimulate binding of [35S]-GTP-gamma S binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes,,,,,16616,F,,,Rattus norvegicus,10116.0,,Membranes
1477,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",,,,Hippocampus,16616,F,,,Rattus norvegicus,10116.0,,Membranes
1478,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not -determined.,,,,,16567,B,,,,,,
1479,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not defined.,,,,,16567,B,,,,,,
1480,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is defined as not determined.,,,,,16567,B,,,,,,
1481,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND means not determined.,,,,,16567,B,,,,,,
1482,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; No data,,,,,17136,B,,,,,,
1483,Binding affinity towards 5-hydroxytryptamine 1A receptor was determined in rat cortex membranes using [3H]8-OH-DPAT as radioligand; Not determined,,,,,17136,B,,,,,,
1484,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenates; ND means No data,,,,,16616,B,,,Rattus norvegicus,10116.0,,
1485,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes,,,,Hippocampus,17331,B,,,,,,
1486,Binding affinity against 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT from rat hippocampus mambranes; Not tested,,,,Hippocampus,17331,B,,,,,,
1487,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding; Not tested,,,,Hippocampus,17167,B,,,Rattus norvegicus,10116.0,,
1488,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,15740,F,,,,,,
1489,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; not tested,,,,,15740,F,,,,,,
1490,Ratio of binding affinity to 5-HT 1A and D2 receptor,,,,,4671,B,,,,,,
1491,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,Hippocampus,10058,B,,,,,,
1492,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus at 1 uM,,,,Hippocampus,10058,B,,,,,,
1493,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.,,,,Hippocampus,10058,B,,,,,,
1494,Percentage inhibition against 5-hydroxytryptamine 1A receptor,,,,,12073,B,,,,,,
1495,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,2759,B,,,,,,
1496,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 1),,,,,2759,F,,,,,,
1497,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,2759,B,,,,,,
1498,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes (experiment 2),,,,,2759,F,,,,,,
1499,Compound was tested for its potency against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,2759,F,,,,,,
1500,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,Brain,9737,B,,,,,,
1501,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat frontal cortex using [3H]8-OH-DPAT as a radioligand,,,,,9737,B,,,,,,
1502,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]-8-OH-DPAT as radioligand.,,,,,5717,F,,,,,,
1503,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,Hippocampus,12253,B,,,,,,
1504,Affinity pKi for 5-hydroxytryptamine 1A receptor was measured in rat cortex homogenates.,,,,,14025,B,,,,,,
1505,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cerebral cortical membrane using [3H]-8-OH-DPAT as radioligand.,,,,,10425,B,,,,,,
1506,Binding affinity against 5-hydroxytryptamine 1A receptor in rat cortex homogenates.,,,,,14998,B,,,,,,
1507,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]- 8-hydri\oxy-2-(di-n-propylamino)tetraline) binding assay,,,,Hippocampus,13694,B,,,,,,
1508,Binding affinity against native 5-HT1A-receptors from rat hippocampus using radioligand ([3H]8-hydroxy-2-(di-n-propylamino)-tetraline) binding assay,,,,Hippocampus,13694,B,,,,,,
1509,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined,,,,,4342,B,,,,,,
1510,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,,,,12936,B,,,Rattus norvegicus,10116.0,,
1511,Inhibition of [3H]2-(di-N-propylamino)-8-hydroxytetralin binding to 5-HT1A receptor of rat frontal cortex homogenates,,,,,13144,B,,,Rattus norvegicus,10116.0,,
1512,Binding affinity of a compound to rat brain 5-hydroxytryptamine 1A (serotonin) receptor assayed by radiolabeled [3H]-8-OH-DPAT ligand displacement,,,,,13343,B,,,,,,
1513,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,12132,B,,,,,,
1514,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat cortex using [3H]8-OH-DPAT as a radioligand,,,,,15419,B,,,,,,
1515,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in rat hippocampus,,,,Hippocampus,1479,B,,,,,,
1516,In vitro by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor on rat cortical membrane,,,,,14287,B,,,,,,
1517,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,13116,B,,,,,,
1518,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat frontal cortex membranes,,,,,2759,B,,,Rattus norvegicus,10116.0,,Membranes
1519,Compound was tested for inhibition constant against 5-hydroxytryptamine 1A receptor in rat frontal cortex membranes.,,,,,2759,B,,,,,,
1520,"Binding affinity for rat cortex 5-hydroxytryptamine 1A receptor, by displacement of 0.2 nM [3H]8-OH-DPAT radioligand",,,,,14748,B,,,,,,
1521,In vitro ability to inhibit binding of radioligand [3H]8-OH-DPAT to 5-hydroxytryptamine 1A receptor in rat cerebral cortex,,,,,12304,B,,,,,,
1522,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus using [3H]8-OH-DPAT,,,,Hippocampus,12409,B,,,Rattus norvegicus,10116.0,,
1523,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hippocampus with [3H]8-OH-DPAT,,,,Hippocampus,12409,B,,,Rattus norvegicus,10116.0,,
1524,The binding affinity (pKi) was measured against 5-hydroxytryptamine 4 receptor of piglet hippocampus using [125I]-SB 207710 as radioligand,,,,Hippocampus,13267,B,,,,,,
1525,The compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand.,,,,,15194,B,,,,,,
1526,pKi value against rat 5-hydroxytryptamine 1A receptor.,,,,,14256,B,,,,,,
1527,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane;ND is define as non-determined.,,,,,16567,B,,,,,,
1528,Evaluated for the 5-hydroxytryptamine 1A receptor agonist activity in LY-293284 trained rats; Not tested,,,,,15740,F,,,,,,
1529,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,,,,13278,B,,,Rattus norvegicus,10116.0,,
1530,Inhibition of specific [3H]OH-DPAT binding at 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,,,,,1970,B,,,,,,Membranes
1531,Concentration of compound required to inhibit cortical 5-hydroxytryptamine 1A receptor binding sites in rat brain was evaluated,,,,Brain,10034,B,,,,,,
1532,Inhibitory activity against 5-hydroxytryptamine 1A receptor isolated from rat hippocampus membranes membrane using [3H]5-HT as radioligand in the presence of 10e-6 M ketanserin as 5-HT2 blocker,,,,,13348,B,,,Rattus norvegicus,10116.0,,
1533,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,,,,,13630,F,,,,,,
1534,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,,,Brain,10862,B,,,,,,
1535,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,,,,12058,B,,,,,,
1536,Compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor,,,,,4639,B,,,,,,
1537,Percent decrease in 5-hydroxytryptamine 1A receptor binding using 8-OH-DPAT,,,,,15453,B,,,,,,
1538,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,4820,B,,,,,,
1539,Tested for binding affinity for 5-hydroxytryptamine 1A receptor,,,,,1089,B,,,,,,
1540,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,,,,,386,B,,,,,,Brain membranes
1541,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,,,,,6011,B,,,,,,
1542,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,,,,,5014,B,,,,,,
1543,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,,,,,4402,B,,,,,,
1544,Binding affinity towards 5-hydroxytryptamine 1A receptor,,,,,17066,B,,,,,,
1545,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,,,,,17515,B,,,,,,
1546,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,2474,B,,,,,,
1547,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,,,,,4775,B,,,,,,
1548,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,,,,,14294,B,,,Homo sapiens,9606.0,,
1549,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,,,,,14294,B,,,Homo sapiens,9606.0,,
1550,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,CHO,449.0,,12249,B,,,,,,
1551,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,,,,,11376,B,,,,,,
1552,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,,,,2474,B,In vivo,,,,,
1553,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,,,Hippocampus,13311,B,,,,,,
1554,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,,,,,4373,B,,,,,,
1555,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,,,,,1633,B,,,,,,
1556,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,11866,B,,,,,,
1557,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,,,,4373,B,,,,,,
1558,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,,,,,4687,B,,,,,,
1559,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,,,,16946,B,,,,,,
1560,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,,,,,13291,B,,,,,,
1561,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,,,,,14159,B,,,,,,
1562,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,,,,,10812,B,,,,,,
1563,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,,CHO,449.0,,3032,B,,,Mus musculus,10090.0,,
1564,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,,,,16655,B,,,,,,
1565,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,,,,,14532,B,,,,,,
1566,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,13944,B,,,,,,
1567,Binding affinity against serotonergic 5-HT1a receptor,,,,,13033,B,,,,,,
1568,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,,,,,10321,B,,,,,,
1569,Binding affinity for 5-hydroxytryptamine 1A receptor,,,,,2968,B,,,Mus musculus,10090.0,,
1570,Binding affinity at 5-hydroxytryptamine 1A receptor,,,,,13964,B,,,,,,
1571,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",,,,,15527,B,,,,,,
1572,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,CHO,449.0,,12248,B,,,,,,
1573,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,CHO,449.0,,12249,B,,,,,,
1574,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,,,,,15120,B,,,,,,
1575,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,,,,,13313,B,,,,,,
1576,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,,,,,2613,B,,,,,,
1577,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,,,,,16700,B,,,,,,
1578,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,,,,,2201,B,,,,,,
1579,Binding affinity against 5-hydroxytryptamine 1A receptor,,,,,1274,B,,,Mus musculus,10090.0,,
1580,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,,,,,1317,B,,,,,,
1581,Tested against 5-hydroxytryptamine 1A receptor,,,,,12146,B,,,,,,
1582,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,,,,,14059,B,,,,,,
1583,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,,,,,14025,B,,,Oryctolagus cuniculus,9986.0,,
1584,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,,,,,14025,B,,,Oryctolagus cuniculus,9986.0,,
1585,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,,HEK293,722.0,,14447,B,,,Gorilla gorilla,9593.0,,
1586,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,,,,3025,F,In vivo,,Cavia porcellus,10141.0,,
1587,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,,,,3025,F,In vivo,,Cavia porcellus,10141.0,,
1588,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,,,,,15329,F,,,Cavia porcellus,10141.0,,
1589,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,,,,,15329,F,,,Cavia porcellus,10141.0,,
1590,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,,,,,15847,F,,,Cavia porcellus,10141.0,,
