assay_id,assay_organism,tissue_id,chembl_id,description,assay_test_type,doc_id,assay_tissue,tid,variant_id,assay_category,bao_format,src_assay_id,curated_by,assay_subcellular_fraction,assay_tax_id,assay_type,assay_strain,assay_cell_type
2074,,,CHEMBL616718,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",,17085,,279,,,BAO_0000019,,Expert,,,F,,
2075,,,CHEMBL875905,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,,16209,,279,,,BAO_0000019,,Autocuration,,,F,,
2076,,,CHEMBL616719,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,,16209,,279,,,BAO_0000019,,Autocuration,,,F,,
2077,,,CHEMBL616720,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",,17085,,279,,,BAO_0000019,,Expert,,,F,,
2078,,,CHEMBL616721,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,,14159,,279,,,BAO_0000357,,Autocuration,,,B,,
2079,,,CHEMBL616722,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,,15250,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2080,,,CHEMBL616723,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,3805,,279,,,BAO_0000357,,Autocuration,,,B,,
2081,,,CHEMBL616724,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,,16190,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2082,,,CHEMBL616725,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,16190,,279,,,BAO_0000357,,Autocuration,,,B,,
2083,,,CHEMBL616726,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,16209,,279,,,BAO_0000357,,Autocuration,,,B,,
2084,,,CHEMBL616727,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,16209,,279,,,BAO_0000357,,Autocuration,,,B,,
2085,,,CHEMBL616728,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,16209,,279,,,BAO_0000357,,Autocuration,,,B,,
2086,,,CHEMBL616729,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,6866,,279,,,BAO_0000357,,Autocuration,,,B,,
2087,,,CHEMBL616730,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,17085,,279,,,BAO_0000019,,Expert,,,B,,
2088,,,CHEMBL617125,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,16312,,279,,,BAO_0000357,,Autocuration,,,B,,
2089,,,CHEMBL857977,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,6166,,279,,,BAO_0000357,,Autocuration,,,B,,
2090,,,CHEMBL617126,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,15779,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2091,,,CHEMBL617127,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,,4199,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2092,,,CHEMBL617128,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,14875,,279,,,BAO_0000357,,Autocuration,,,B,,
2093,,,CHEMBL617129,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,,15146,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2094,,,CHEMBL617130,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,5213,,279,,,BAO_0000357,,Autocuration,,,B,,
2095,,,CHEMBL617131,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,14818,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2096,,,CHEMBL617132,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,4829,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2097,,,CHEMBL617133,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,4829,,279,,,BAO_0000219,,Autocuration,,,B,,CHO
2098,,,CHEMBL617134,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,4373,,279,,,BAO_0000357,,Autocuration,,,B,,
2099,,,CHEMBL617135,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,4373,,279,,,BAO_0000357,,Autocuration,,,B,,
2100,,,CHEMBL617136,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,5014,,279,,,BAO_0000357,,Autocuration,,,B,,
2101,,,CHEMBL617137,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,11662,,104686,,,BAO_0000019,,Autocuration,,,B,,
2102,,,CHEMBL617138,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,11662,,104686,,,BAO_0000019,,Autocuration,,,B,,
2103,,,CHEMBL617139,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,11662,,104686,,,BAO_0000019,,Autocuration,,,B,,
2104,,,CHEMBL617140,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,14093,,12687,,,BAO_0000019,,Autocuration,,,B,,
2105,,,CHEMBL617141,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",In vivo,11200,,104686,,,BAO_0000218,,Autocuration,,,F,,
2106,,,CHEMBL858112,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2107,,,CHEMBL617142,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,12352,,17005,,,BAO_0000019,,Intermediate,,,B,,
2108,Bos taurus,,CHEMBL617143,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,13657,,22226,,,BAO_0000019,,Autocuration,,9913.0,B,,
2109,Bos taurus,,CHEMBL617144,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,14331,,22226,,,BAO_0000019,,Autocuration,,9913.0,B,,
2110,Bos taurus,,CHEMBL617145,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,14331,,22226,,,BAO_0000019,,Autocuration,,9913.0,B,,
2111,,,CHEMBL617146,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,14331,,22226,,,BAO_0000019,,Autocuration,,,B,,
2112,Cavia porcellus,,CHEMBL617147,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,12685,,104784,,,BAO_0000019,,Autocuration,,10141.0,B,,
2113,Cavia porcellus,,CHEMBL617148,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,14389,,104784,,,BAO_0000019,,Autocuration,,10141.0,B,,
2114,Cavia porcellus,,CHEMBL617149,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,14386,,104784,,,BAO_0000019,,Autocuration,,10141.0,B,,
2115,,,CHEMBL617150,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,5732,,104784,,,BAO_0000224,,Autocuration,,,B,,
2116,,,CHEMBL617151,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,16293,,104784,,,BAO_0000224,,Autocuration,,,B,,
2117,,,CHEMBL617201,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,2078,,104784,,,BAO_0000224,,Autocuration,,,B,,
2118,,,CHEMBL617202,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,5486,,10209,,,BAO_0000357,,Autocuration,,,B,,
2119,,,CHEMBL617203,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,11820,,104826,,,BAO_0000218,,Autocuration,,,B,,
2120,,,CHEMBL617204,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,10297,,104826,,,BAO_0000019,,Autocuration,,,B,,
2121,,,CHEMBL617205,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,13704,,104826,,,BAO_0000224,,Autocuration,,,B,,
2122,Mus musculus,,CHEMBL617206,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,10297,,104826,,,BAO_0000019,,Autocuration,,10090.0,B,,
2123,,,CHEMBL617207,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,11820,,104826,,,BAO_0000218,,Autocuration,,,B,,
2124,Mus musculus,,CHEMBL617208,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,10297,,104826,,,BAO_0000019,,Autocuration,,10090.0,B,,
2125,,,CHEMBL617209,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,11555,,104826,,,BAO_0000224,,Autocuration,,,B,,
2126,,,CHEMBL617210,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,11555,,104826,,,BAO_0000224,,Autocuration,,,B,,
2127,,,CHEMBL617211,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,11555,,104826,,,BAO_0000224,,Autocuration,,,B,,
2128,Mus musculus,,CHEMBL617212,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,10297,,104826,,,BAO_0000019,,Autocuration,,10090.0,B,,
2129,Sus scrofa,,CHEMBL617213,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,16688,,104784,,,BAO_0000224,,Autocuration,,9823.0,B,,
2130,Sus scrofa,,CHEMBL617214,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,16688,,104784,,,BAO_0000224,,Autocuration,,9823.0,B,,
2131,,,CHEMBL617215,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,5333,,22226,,,BAO_0000221,,Autocuration,,,B,,
2132,,,CHEMBL617216,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,4437,,22226,,,BAO_0000221,,Autocuration,,,B,,
2133,Sus scrofa,,CHEMBL617217,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,5033,,17005,,,BAO_0000357,,Autocuration,,9823.0,B,,
2134,,,CHEMBL617218,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,15267,,104686,,,BAO_0000019,,Autocuration,,,B,,
2135,,,CHEMBL872913,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,15267,,104686,,,BAO_0000019,,Autocuration,,,B,,
2136,,,CHEMBL617219,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,11820,,104826,,,BAO_0000019,,Autocuration,,,B,,
2137,,,CHEMBL873482,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,9069,,104686,,,BAO_0000224,,Autocuration,,,B,,
2138,Rattus norvegicus,,CHEMBL617220,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,9162,,104686,,,BAO_0000019,,Autocuration,,10116.0,B,,
2139,,,CHEMBL617221,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,9162,,104686,,,BAO_0000019,,Autocuration,,,B,,
2140,,,CHEMBL617222,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,9162,,104686,,,BAO_0000019,,Autocuration,,,B,,
2141,,,CHEMBL875906,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,10428,,104686,,,BAO_0000019,,Autocuration,,,F,,
2142,,,CHEMBL617223,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,9628,,104686,,,BAO_0000019,,Autocuration,,,B,,
2143,,,CHEMBL617224,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,12704,,104686,,,BAO_0000224,,Autocuration,,,B,,
2144,Rattus norvegicus,,CHEMBL617225,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,15453,,104686,,,BAO_0000224,,Autocuration,,10116.0,B,,
2145,,,CHEMBL617226,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,188,,104686,,,BAO_0000224,,Autocuration,,,B,,
2146,,,CHEMBL617227,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,10349,,104686,,,BAO_0000224,,Autocuration,,,B,,
2147,,,CHEMBL617228,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,10349,,104686,,,BAO_0000224,,Autocuration,,,B,,
2148,,,CHEMBL617229,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,8868,,104686,,,BAO_0000224,,Autocuration,,,B,,
2149,,,CHEMBL617230,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,10025,,104686,,,BAO_0000224,,Autocuration,,,B,,
2150,,,CHEMBL617231,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,10025,,104686,,,BAO_0000224,,Autocuration,,,B,,
2151,,,CHEMBL617232,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,11702,,104686,,,BAO_0000224,,Autocuration,,,B,,
2152,,,CHEMBL617233,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,11702,,104686,,,BAO_0000224,,Autocuration,,,B,,
2153,,,CHEMBL617234,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,11702,,104686,,,BAO_0000224,,Autocuration,,,B,,
2154,,,CHEMBL617235,Compound was tested for the inhibition of quipazine induced head twitches in rats,,11702,,104686,,,BAO_0000019,,Autocuration,,,F,,
2155,,,CHEMBL617236,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,11702,,104686,,,BAO_0000019,,Autocuration,,,F,,
2156,,10000000.0,CHEMBL617237,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,10085,Hippocampus,104686,,,BAO_0000221,,Autocuration,,,B,,
2157,,10000000.0,CHEMBL617238,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,10085,Hippocampus,104686,,,BAO_0000221,,Autocuration,,,B,,
2158,Rattus norvegicus,955.0,CHEMBL617239,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,9630,Brain,104686,,,BAO_0000221,,Autocuration,,10116.0,B,,
2159,,,CHEMBL617240,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,11070,,104686,,,BAO_0000019,,Autocuration,,,B,,
2160,,,CHEMBL617241,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,9841,,104686,,,BAO_0000249,,Autocuration,Membranes,,B,,
2161,,,CHEMBL875907,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,9841,,104686,,,BAO_0000249,,Autocuration,Membranes,,B,,
2162,,,CHEMBL617242,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,13291,,104686,,,BAO_0000019,,Autocuration,,,B,,
2163,,,CHEMBL617152,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,10590,,104686,,,BAO_0000019,,Autocuration,,,F,,
2164,Rattus norvegicus,955.0,CHEMBL617153,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,9064,Brain,104686,,,BAO_0000221,,Autocuration,,10116.0,B,,
2165,Rattus norvegicus,,CHEMBL617154,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,12268,,104686,,,BAO_0000249,,Autocuration,Membranes,10116.0,B,,
2166,,955.0,CHEMBL617155,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,13508,Brain,104686,,,BAO_0000221,,Autocuration,,,B,,
2167,,,CHEMBL617156,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,11279,,104686,,,BAO_0000019,,Autocuration,,,F,,
2168,,,CHEMBL617157,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2169,,,CHEMBL617158,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2170,,,CHEMBL617159,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2171,,,CHEMBL617160,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2172,,,CHEMBL858113,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,11200,,104686,,,BAO_0000019,,Autocuration,,,F,,
2173,,955.0,CHEMBL617247,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,9231,Brain,104686,,,BAO_0000220,,Autocuration,,,B,,
