assays_ASI,assays_Desc,assays_CUB,assays_ASSTI,assays_SASI,assays_ASSTY,assays_ASSSTR,assays_BFOR,assays_DI,assays_ASSUBCFRAC,assays_CI,assays_SI,assays_CHEI,assays_ASSCT,assays_ASSCA,assays_ASORG,assays_RELTY,assays_CONFISCO,assays_TII,assays_VARII
3883,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO),",Autocuration,,,B,,BAO_0000357,9138,,,1,CHEMBL619398,,,,H,8,,
3884,"Inhibition of rat neutrophil 5- Lipoxygenase (5-LO), (at a concentration of 0.2 nM ),",Autocuration,,,B,,BAO_0000357,9138,,,1,CHEMBL619399,,,,H,8,,
3885,5-LO inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,Autocuration,,,B,,BAO_0000357,14427,,,1,CHEMBL619400,,,,H,8,,
3886,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using 5-HETE.",Autocuration,,,B,,BAO_0000019,13329,,,1,CHEMBL619401,,,,H,8,,
3887,"5-lipoxygenase inhibitory activity against rat polymorphonuclear leucocytes from female wistar rat, by using LTB4. ",Autocuration,,,B,,BAO_0000019,13329,,,1,CHEMBL619402,,,,H,8,,
3888,Inhibition of 5-lipoxygenase mediated conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cells,Expert,10116.0,,B,,BAO_0000219,14427,,663.0,1,CHEMBL619403,RBL-2H3,,Rattus norvegicus,D,9,,
3889,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography; Not determined,Autocuration,,,B,,BAO_0000357,14427,,,1,CHEMBL619404,,,,H,8,,
3890,5-lipoxygenase inhibitory activity determined by measuring the conversion of [14C]arachidonic acid to leukotrienes in RBL-2H3 cell using thin-layer chromatography.,Autocuration,,,B,,BAO_0000357,14427,,,1,CHEMBL619405,,,,H,8,,
3891,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line,Expert,,,B,,BAO_0000219,10293,,702.0,1,CHEMBL619406,RBL-1,,,H,8,,
3892,Inhibition of 5-Lipoxygenase of rat basophilic leukemia cells,Expert,10116.0,,B,,BAO_0000219,338,,702.0,1,CHEMBL619407,RBL-1,,Rattus norvegicus,D,9,,
3893,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase),Autocuration,,,B,,BAO_0000357,303,,,1,CHEMBL619408,,,,H,8,,
3894,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) in intact RBL-1 cell line assay,Autocuration,,,B,,BAO_0000219,303,,702.0,1,CHEMBL619409,RBL-1,,,H,8,,
3895,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-lipoxygenase,Expert,,,B,,BAO_0000219,9247,,702.0,1,CHEMBL619410,RBL-1,,,H,8,,
3896,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity,Autocuration,,,B,,BAO_0000219,9247,,702.0,1,CHEMBL619753,RBL-1,,,H,8,,
3897,Compound was evaluated in an intact RBL-1 cell line for inhibition of 5-lipoxygenase,Autocuration,,,B,,BAO_0000219,137,,702.0,1,CHEMBL619754,RBL-1,,,H,8,,
3898,Evaluated in vitro for its inhibitory activity against 5-lipoxygenase,Expert,,,B,,BAO_0000357,11481,,,1,CHEMBL619903,,,,H,8,,
3899,"Evaluated in vitro for its inhibitory activity against 5-lipoxygenase; N=Inactive, <50% inhibition at 10 uM concentration",Expert,,,B,,BAO_0000357,11481,,,1,CHEMBL619904,,,,H,8,,
3900,Inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase in vitro,Expert,,,B,,BAO_0000357,9029,,,1,CHEMBL619905,,,,H,8,,
3901,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells,Autocuration,,,B,,BAO_0000019,1701,,,1,CHEMBL619906,,,,H,8,,
3902,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 32 uM; Not active,Autocuration,,,B,,BAO_0000019,1701,,,1,CHEMBL619907,,,,H,8,,
3903,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells at concentration of 50 uM; Not active,Autocuration,,,B,,BAO_0000019,1701,,,1,CHEMBL619908,,,,H,8,,
3904,Compound was tested for inhibition of 5-lipoxygenase activity in a broken cell supernatant rat basophilic leukemia cells; No data,Autocuration,,,B,,BAO_0000019,1701,,,1,CHEMBL619909,,,,H,8,,
3905,Inhibition of 5-lipoxygenase by measuring 5-HETE levels in RBL-1 cell-free supernatant,Expert,,,F,,BAO_0000219,13358,,702.0,1,CHEMBL619910,RBL-1,,,H,8,,
3906,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells,Expert,,,B,,BAO_0000219,1175,,702.0,1,CHEMBL882929,RBL-1,,,H,8,,
3907,Ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells.,Expert,,,B,,BAO_0000219,8797,,702.0,1,CHEMBL619911,RBL-1,,,H,8,,
3908,Compound was tested for its ability to inhibit 5-lipoxygenase in rat basophilic leukemia cells; No data,Autocuration,,,B,,BAO_0000019,8797,,,1,CHEMBL619912,,,,H,8,,
3909,Inhibition of rat basophilic leukemia cell 5-lipoxygenase,Expert,10116.0,,B,,BAO_0000357,577,,,1,CHEMBL619913,,,Rattus norvegicus,D,9,,
3910,In vitro inhibitory activity against RBL-1 5-LO,Expert,,,B,,BAO_0000219,9295,,702.0,1,CHEMBL619914,RBL-1,,,H,8,,
3911,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (insoluble above 45 uM),Autocuration,,,B,,BAO_0000219,9295,,702.0,1,CHEMBL619915,RBL-1,,,H,8,,
3912,Compound was tested for its in vitro inhibitory activity against RBL-1 5-LO (time dependent),Autocuration,,,B,,BAO_0000219,9295,,702.0,1,CHEMBL619916,RBL-1,,,H,8,,
3913,Compound was tested for its inhibition activity against 5-LO of the whole cell in vitro in rat.,Autocuration,,,B,,BAO_0000218,9295,,,1,CHEMBL619917,,,,H,8,,
3914,Compound was tested for its inhibition activity against the 5-LO in isolated enzyme,Autocuration,,,B,,BAO_0000357,9295,,,1,CHEMBL619918,,,,H,8,,
3915,Compound was tested for its inhibitory activity against 5-lipoxygenase in rat.,Autocuration,,,B,,BAO_0000218,216,,,1,CHEMBL619919,,,,H,8,,
3916,Compound was tested for the inhibition of 5-lipoxygenase (5-LPO) in rat basophilic leukemia (RBL) cells.,Autocuration,,,B,,BAO_0000219,11090,,702.0,1,CHEMBL883710,RBL-1,,,H,8,,
3917,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in rat whole blood.,Autocuration,,,B,,BAO_0000019,11090,,,1,CHEMBL619920,,,,H,8,178.0,
3918,Concentration required for 50 % inhibition of arachidonic acid oxidation by rat 5-lipoxygenase,Expert,,,B,,BAO_0000357,10091,,,1,CHEMBL619921,,,,H,8,,
3919,Concentration that produces 50% inhibition of A-23187-stimulated radiolabeled 5-HETE and TXB2 synthesis by PMN 5-lipoxygenase.,Autocuration,,,F,,BAO_0000019,10274,,,1,CHEMBL619922,,,,H,8,,
3920,In vitro 5-lipoxygenase inhibitory activity against calcium ionophore (A23187) induced LTB4 formation in rat polymorphonuclear leukocytes,Autocuration,,,F,,BAO_0000219,13622,,,1,CHEMBL619923,,,,H,8,,
3921,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined,Expert,,,B,,BAO_0000219,12118,,702.0,1,CHEMBL619924,RBL-1,,,H,8,,
3922,In vitro inhibition of 5-lipoxygenase (5-HETE) derived from the 9000xg supernatant of RBL broken cell assay,Expert,,,B,,BAO_0000357,12576,,,1,CHEMBL619925,,,,H,8,,
3923,In vitro inhibition of 5-lipoxygenase from RBL-1 cells,Expert,,,B,,BAO_0000219,9546,,702.0,1,CHEMBL619926,RBL-1,,,H,8,,
3924,In vitro inhibition of 5-lipoxygenase in RBL-1 cells,Autocuration,,,B,,BAO_0000219,9521,,702.0,1,CHEMBL619927,RBL-1,,,H,8,,
3925,In vitro inhibition of 5-lipoxygenase pathway in rat basophilic leukemia (RBL-1) cells,Expert,,,B,,BAO_0000219,10626,,702.0,1,CHEMBL619928,RBL-1,,,H,8,,
3926,In vitro inhibition of RBL-1 5-lipoxygenase,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619929,RBL-1,,,H,8,,
3927,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.18-0.31,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL875089,RBL-1,,,H,8,,
3928,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.3-1.6,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619930,RBL-1,,,H,8,,
3929,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.4-2.2,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619931,RBL-1,,,H,8,,
3930,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.72-1.07,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619932,RBL-1,,,H,8,,
3931,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 0.9-4.0,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619933,RBL-1,,,H,8,,
3932,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.5,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619934,RBL-1,,,H,8,,
3933,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-1.7,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619935,RBL-1,,,H,8,,
3934,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.0-2.4,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619936,RBL-1,,,H,8,,
3935,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.07-5.54,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619937,RBL-1,,,H,8,,
3936,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.1-1.6,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619938,RBL-1,,,H,8,,
3937,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.3-2.8,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619939,RBL-1,,,H,8,,
3938,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.4-3.2,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619940,RBL-1,,,H,8,,
3939,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.7-2.6,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL875090,RBL-1,,,H,8,,
3940,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-2.8,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619941,RBL-1,,,H,8,,
3941,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.8-5.7,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619942,RBL-1,,,H,8,,
3942,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 1.9-2.4,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL883711,RBL-1,,,H,8,,
3943,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.3-.8,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619943,RBL-1,,,H,8,,
3944,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 2.46-2.63,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619944,RBL-1,,,H,8,,
3945,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.3-3.5,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619945,RBL-1,,,H,8,,
3946,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 3.8-7.1,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619946,RBL-1,,,H,8,,
3947,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.0-6.4,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619947,RBL-1,,,H,8,,
3948,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 4.9-11.6,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619948,RBL-1,,,H,8,,
3949,In vitro inhibition of RBL-1 5-lipoxygenase; Value ranges from 7.5-11.8,Autocuration,,,B,,BAO_0000219,9225,,702.0,1,CHEMBL619949,RBL-1,,,H,8,,
3950,In vitro inhibitory activity against 5-lipoxygenase from rat basophilic leukemia cells.,Expert,,,B,,BAO_0000019,9401,,,1,CHEMBL619950,,,,H,8,,
3951,In vitro inhibitory activity against 5-Lipoxygenase in rat by Peritoneal 5-lipoxygenase assay,Autocuration,,,B,,BAO_0000019,10325,,,1,CHEMBL618050,,,,H,8,,
3952,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells.,Expert,,,F,,BAO_0000219,1556,,663.0,1,CHEMBL875091,RBL-2H3,,,H,8,,
3953,In vitro inhibition of 5-lipoxygenase in RBL-2H3 (Rat basophilic leukemia) cells; Not tested,Expert,,,F,,BAO_0000219,1556,,663.0,1,CHEMBL618051,RBL-2H3,,,H,8,,
3954,Inhibition of 5-lipoxygenase from rat basophilic leukemia(RBL-1) cells,Expert,10116.0,,B,,BAO_0000219,961,,702.0,1,CHEMBL618052,RBL-1,,Rattus norvegicus,D,9,,
3955,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,Autocuration,,,B,,BAO_0000019,6838,,,1,CHEMBL618053,,,,H,8,,
3956,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),Expert,,,B,,BAO_0000019,10325,,,1,CHEMBL618054,,,,H,8,,
3957,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,Expert,10116.0,,B,,BAO_0000219,9209,,702.0,1,CHEMBL618055,RBL-1,,Rattus norvegicus,D,9,,
3958,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,Expert,,,B,,BAO_0000219,11520,,702.0,1,CHEMBL618056,RBL-1,,,H,8,,
3959,In vitro inhibitory activity against 5-lipoxygenase was determined,Autocuration,,,B,,BAO_0000357,137,,,1,CHEMBL618057,,,,H,8,,
3960,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,Autocuration,,,B,,BAO_0000219,4717,,702.0,1,CHEMBL618058,RBL-1,,,H,8,,
3961,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,Expert,,,B,,BAO_0000219,10636,,702.0,1,CHEMBL618059,RBL-1,,,H,8,,
3962,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,Expert,10116.0,,F,,BAO_0000019,14312,,,1,CHEMBL618060,,,Rattus norvegicus,D,9,,
3963,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,Autocuration,,,B,,BAO_0000219,1203,,702.0,1,CHEMBL618061,RBL-1,,,H,8,,
3964,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,Autocuration,,,B,,BAO_0000019,1203,,,1,CHEMBL618062,,,,H,8,,
3965,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,Expert,,,B,,BAO_0000219,13622,,702.0,1,CHEMBL618063,RBL-1,,,H,8,,
3966,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,Autocuration,,,B,,BAO_0000357,9793,,,1,CHEMBL618064,,,,H,8,,
3967,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,Expert,10116.0,,B,,BAO_0000219,1143,,702.0,1,CHEMBL618065,RBL-1,,Rattus norvegicus,D,9,,
3968,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,Expert,10116.0,,B,,BAO_0000219,11854,,702.0,1,CHEMBL618066,RBL-1,,Rattus norvegicus,D,9,,
3969,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),Autocuration,,,B,,BAO_0000219,3595,,702.0,1,CHEMBL618067,RBL-1,,,H,8,,
3970,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),Autocuration,,,B,,BAO_0000219,3595,,702.0,1,CHEMBL618068,RBL-1,,,H,8,,
3971,Inhibition of 5-lipoxygenase in rat RBL-1 cells,Expert,10116.0,,B,,BAO_0000219,10501,,702.0,1,CHEMBL618069,RBL-1,,Rattus norvegicus,D,9,,
3972,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,Expert,,,B,,BAO_0000219,12526,,702.0,1,CHEMBL618070,RBL-1,,,H,8,,
3973,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,Autocuration,,,F,,BAO_0000019,10034,,,1,CHEMBL618071,,,,H,8,349.0,
3974,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,Autocuration,,,F,,BAO_0000019,10034,,,1,CHEMBL619247,,,,H,8,349.0,
3975,Approximate dose levels for a half maximal reduction of 5-HTP levels,Autocuration,,,F,,BAO_0000019,10034,,,1,CHEMBL619248,,,,H,8,,
3976,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Autocuration,,,B,,BAO_0000221,10046,,,1,CHEMBL619249,,,,H,8,10000000.0,
3977,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Autocuration,,,B,,BAO_0000221,10046,,,1,CHEMBL619250,,,,H,8,10000000.0,
3978,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,Autocuration,,,B,,BAO_0000019,10046,,,1,CHEMBL619251,,,,H,8,,
3979,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,Autocuration,9615.0,,F,,BAO_0000019,12079,,,1,CHEMBL619252,,,Canis lupus familiaris,H,8,178.0,
3980,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,Autocuration,,,F,,BAO_0000019,12079,,,1,CHEMBL619253,,,,H,8,178.0,
3981,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],Autocuration,,,B,,BAO_0000219,11311,,,1,CHEMBL619254,,,,H,8,,
3982,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,Expert,,,B,,BAO_0000219,12338,,,1,CHEMBL619255,,,,H,8,,
3983,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,Expert,,,B,,BAO_0000219,12143,,,1,CHEMBL619256,,,,H,8,,
3984,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),Autocuration,,,B,,BAO_0000219,12143,,,1,CHEMBL875418,,,,H,8,,
3985,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,Expert,,,B,,BAO_0000219,12143,,,1,CHEMBL619257,,,,H,8,,
3986,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,Autocuration,,,B,,BAO_0000219,12143,,,1,CHEMBL619258,,,,H,8,,
3987,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,Expert,,,B,,BAO_0000357,12365,,,1,CHEMBL619259,,,,H,8,,
3988,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,Expert,,,B,,BAO_0000357,13500,,,1,CHEMBL619260,,,,H,8,,
3989,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619261,,,Canis lupus familiaris,H,8,178.0,
3990,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619263,,,Canis lupus familiaris,H,8,178.0,
3991,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619264,,,Canis lupus familiaris,H,8,178.0,
3992,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619265,,,Canis lupus familiaris,H,8,178.0,
3993,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619266,,,Canis lupus familiaris,H,8,178.0,
3994,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL619902,,,Canis lupus familiaris,H,8,178.0,
3995,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL620058,,,Canis lupus familiaris,H,8,178.0,
3996,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL620059,,,Canis lupus familiaris,H,8,178.0,
3997,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,9615.0,,F,,BAO_0000218,12832,,,1,CHEMBL620060,,,Canis lupus familiaris,H,8,178.0,
