rating,length,release_year,description,title,rental_duration,replacement_cost,film_id,language_id,rental_rate,original_language_id
PG,171,2006,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,TRAMP OTHERS,4,27.99,906,1,0.99,
PG-13,168,2006,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,TRANSLATION SUMMER,4,10.99,907,1,0.99,
G,110,2006,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,TRAP GUYS,3,11.99,908,1,4.99,
PG-13,102,2006,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,TREASURE COMMAND,3,28.99,909,1,0.99,
PG,87,2006,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,TREATMENT JEKYLL,3,19.99,910,1,0.99,
PG-13,64,2006,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,TRIP NEWTON,7,14.99,911,1,4.99,
PG,52,2006,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,TROJAN TOMORROW,3,9.99,912,1,2.99,
R,115,2006,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,TROOPERS METAL,3,20.99,913,1,0.99,
PG,61,2006,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,TROUBLE DATE,6,13.99,914,1,2.99,
G,92,2006,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,TRUMAN CRAZY,7,9.99,915,1,4.99,
G,80,2006,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,TURN STAR,3,10.99,916,1,2.99,
R,152,2006,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,TUXEDO MILE,3,24.99,917,1,2.99,
PG,152,2006,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,TWISTED PIRATES,4,23.99,918,1,4.99,
G,82,2006,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,TYCOON GATHERING,3,17.99,919,1,4.99,
G,62,2006,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,UNBREAKABLE KARATE,3,16.99,920,1,0.99,
PG-13,172,2006,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,UNCUT SUICIDES,7,29.99,921,1,2.99,
PG-13,107,2006,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,UNDEFEATED DALMATIONS,7,22.99,922,1,4.99,
R,78,2006,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,UNFAITHFUL KILL,7,12.99,923,1,2.99,
PG,129,2006,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,UNFORGIVEN ZOOLANDER,7,15.99,924,1,0.99,
R,164,2006,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,UNITED PILOT,3,27.99,925,1,0.99,
NC-17,120,2006,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,UNTOUCHABLES SUNRISE,5,11.99,926,1,2.99,
NC-17,174,2006,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,UPRISING UPTOWN,6,16.99,927,1,2.99,
PG,84,2006,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,UPTOWN YOUNG,5,16.99,928,1,2.99,
PG-13,128,2006,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,USUAL UNTOUCHABLES,5,21.99,929,1,4.99,
R,145,2006,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,VACATION BOONDOCK,4,23.99,930,1,2.99,
PG-13,48,2006,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,VALENTINE VANISHING,7,9.99,931,1,0.99,
G,73,2006,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,VALLEY PACKER,3,21.99,932,1,0.99,
NC-17,126,2006,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,VAMPIRE WHALE,4,11.99,933,1,4.99,
NC-17,122,2006,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,VANILLA DAY,7,20.99,934,1,4.99,
R,142,2006,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,VANISHED GARDEN,5,17.99,935,1,0.99,
NC-17,123,2006,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,VANISHING ROCKY,3,21.99,936,1,2.99,
NC-17,85,2006,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,VARSITY TRIP,7,14.99,937,1,2.99,
R,173,2006,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,VELVET TERMINATOR,3,14.99,938,1,4.99,
R,90,2006,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,VERTIGO NORTHWEST,4,17.99,939,1,2.99,
PG-13,64,2006,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,VICTORY ACADEMY,6,19.99,940,1,0.99,
NC-17,145,2006,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,VIDEOTAPE ARSENIC,4,10.99,941,1,4.99,
PG-13,174,2006,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,VIETNAM SMOOCHY,7,27.99,942,1,0.99,
PG-13,76,2006,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,VILLAIN DESPERATE,4,27.99,943,1,4.99,
PG-13,179,2006,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,VIRGIN DAISY,6,29.99,944,1,4.99,
R,164,2006,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,VIRGINIAN PLUTO,5,22.99,945,1,0.99,
NC-17,144,2006,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,VIRTUAL SPOILERS,3,14.99,946,1,4.99,
PG-13,59,2006,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,VISION TORQUE,5,16.99,947,1,0.99,
PG-13,139,2006,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,VOICE PEACH,6,22.99,948,1,0.99,
NC-17,157,2006,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,VOLCANO TEXAS,6,27.99,949,1,0.99,
PG,132,2006,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,VOLUME HOUSE,7,12.99,950,1,4.99,
PG-13,78,2006,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,VOYAGE LEGALLY,6,28.99,951,1,0.99,
PG,152,2006,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,WAGON JAWS,7,17.99,952,1,2.99,
PG-13,112,2006,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,WAIT CIDER,3,9.99,953,1,0.99,
G,73,2006,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,WAKE JAWS,7,18.99,954,1,4.99,
PG,135,2006,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,WALLS ARTIST,7,19.99,955,1,4.99,
PG-13,107,2006,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,WANDA CHAMBER,7,23.99,956,1,4.99,
G,80,2006,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,WAR NOTTING,7,26.99,957,1,4.99,
G,178,2006,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,WARDROBE PHANTOM,6,19.99,958,1,2.99,
G,83,2006,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,WARLOCK WEREWOLF,6,10.99,959,1,2.99,
G,128,2006,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,WARS PLUTO,5,15.99,960,1,2.99,
R,161,2006,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,WASH HEAVENLY,7,22.99,961,1,4.99,
PG,85,2006,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,WASTELAND DIVINE,7,18.99,962,1,2.99,
PG,78,2006,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,WATCH TRACY,5,12.99,963,1,0.99,
G,61,2006,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,WATERFRONT DELIVERANCE,4,17.99,964,1,4.99,
G,112,2006,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,WATERSHIP FRONTIER,6,28.99,965,1,0.99,
PG,70,2006,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,WEDDING APOLLO,3,14.99,966,1,0.99,
R,134,2006,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,WEEKEND PERSONAL,5,26.99,967,1,2.99,
G,79,2006,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,WEREWOLF LOLA,6,19.99,968,1,4.99,
G,159,2006,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,WEST LION,4,29.99,969,1,4.99,
NC-17,52,2006,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,WESTWARD SEABISCUIT,7,11.99,970,1,0.99,
PG-13,109,2006,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,WHALE BIKINI,4,11.99,971,1,4.99,
PG-13,59,2006,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,WHISPERER GIANT,4,24.99,972,1,4.99,
NC-17,183,2006,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,WIFE TURN,3,27.99,973,1,4.99,
R,181,2006,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,WILD APOLLO,4,24.99,974,1,0.99,
R,137,2006,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,WILLOW TRACY,6,22.99,975,1,2.99,
R,111,2006,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,WIND PHANTOM,6,12.99,976,1,0.99,
R,85,2006,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,WINDOW SIDE,3,25.99,977,1,2.99,
R,98,2006,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,WISDOM WORKER,3,12.99,978,1,0.99,
NC-17,100,2006,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,WITCHES PANIC,6,10.99,979,1,4.99,
PG,75,2006,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,WIZARD COLDBLOODED,4,12.99,980,1,4.99,
NC-17,55,2006,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,WOLVES DESIRE,7,13.99,981,1,0.99,
R,126,2006,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,WOMEN DORADO,4,23.99,982,1,0.99,
PG,105,2006,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,WON DARES,7,18.99,983,1,2.99,
NC-17,126,2006,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,WONDERFUL DROP,3,20.99,984,1,2.99,
PG,111,2006,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,WONDERLAND CHRISTMAS,4,19.99,985,1,4.99,
NC-17,85,2006,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,WONKA SEA,6,24.99,986,1,2.99,
PG,116,2006,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,WORDS HUNTER,3,13.99,987,1,2.99,
R,139,2006,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,WORKER TARZAN,7,26.99,988,1,2.99,
R,74,2006,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,WORKING MICROCOSMOS,4,22.99,989,1,4.99,
PG-13,171,2006,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,WORLD LEATHERNECKS,3,13.99,990,1,0.99,
PG,185,2006,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,WORST BANGER,4,26.99,991,1,2.99,
NC-17,176,2006,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,WRATH MILE,5,17.99,992,1,0.99,
PG-13,178,2006,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,WRONG BEHAVIOR,6,10.99,993,1,2.99,
PG-13,100,2006,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,WYOMING STORM,6,29.99,994,1,4.99,
R,86,2006,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,YENTL IDAHO,5,11.99,995,1,4.99,
G,183,2006,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,YOUNG LANGUAGE,6,9.99,996,1,0.99,
NC-17,179,2006,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,YOUTH KICK,4,14.99,997,1,0.99,
NC-17,105,2006,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,ZHIVAGO CORE,6,10.99,998,1,0.99,
R,101,2006,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,ZOOLANDER FICTION,5,28.99,999,1,2.99,
NC-17,50,2006,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,ZORRO ARK,3,18.99,1000,1,4.99,
