assay_id,assay_organism,bao_format,tissue_id,variant_id,confidence_score,assay_tissue,chembl_id,assay_category,curated_by,assay_test_type,doc_id,src_assay_id,relationship_type,tid,src_id,description,assay_type,assay_tax_id
1923,,BAO_0000224,,,4,,CHEMBL616977,,Autocuration,,13276,,H,104686,1,In vitro binding affinity measured on serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand.,B,
1924,,BAO_0000224,,,4,,CHEMBL616978,,Autocuration,,11825,,H,104686,1,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,
1925,,BAO_0000224,,,4,,CHEMBL616979,,Autocuration,,12443,,H,104686,1,In vitro binding affinity was measured on serotonergic 5-hydroxytryptamine 2 receptor by displacement of [3H]- ketanserin,B,
1926,,BAO_0000224,,,4,,CHEMBL616980,,Autocuration,,13830,,H,104686,1,In vitro inhibitory activity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor,B,
1927,,BAO_0000249,,,4,,CHEMBL616981,,Autocuration,,9592,,H,104686,1,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes,B,
1928,,BAO_0000249,,,4,,CHEMBL616982,,Autocuration,,9592,,H,104686,1,Inhibition of [3H]spiperone binding to 5-hydroxytryptamine 2 receptor from rat cortical membranes; Not tested,B,
1929,,BAO_0000224,,,4,,CHEMBL616983,,Autocuration,,10881,,H,104686,1,Inhibitory activity against 5-hydroxytryptamine 2 receptor by 3H ligand binding experiments.,B,
1930,,BAO_0000019,,,4,,CHEMBL616984,,Autocuration,,13605,,H,104686,1,Inhibitory activity against [3H]spiroperidol binding to 5-HT2 receptor in rat cortex,B,
1931,Rattus norvegicus,BAO_0000224,,,5,,CHEMBL616985,,Autocuration,,11624,,D,104686,1,Inhibitory activity against 5-hydroxytryptamine 2 receptor,B,10116.0
1932,,BAO_0000224,,,4,,CHEMBL616986,,Autocuration,,4101,,H,104686,1,Inhibitory concentration against 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,
1933,,BAO_0000224,,,4,,CHEMBL616987,,Autocuration,,4101,,H,104686,1,Inhibitory concentration against binding of 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]-ketanserin,B,
1934,,BAO_0000019,,,4,,CHEMBL616988,,Autocuration,,15360,,H,104686,1,Inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat,B,
1935,,BAO_0000019,,,4,,CHEMBL617243,,Autocuration,,11576,,H,104686,1,Inhibitory concentration against radioligand [3H]spiperone binding to 5-hydroxytryptamine 2 receptor in rat cortex,B,
1936,,BAO_0000019,,,4,,CHEMBL617244,,Autocuration,,5834,,H,104686,1,Inhibitory concentration required against 5-hydroxytryptamine 2 receptor in rat cortex using [3H]spiperone,B,
1937,Rattus norvegicus,BAO_0000219,,,5,,CHEMBL617245,,Autocuration,,2395,,D,104686,1,Inhibitory concentration against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,10116.0
1938,,BAO_0000249,,,4,,CHEMBL617246,,Autocuration,,11965,,H,104686,1,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,
1939,,BAO_0000224,,,4,,CHEMBL617546,,Autocuration,,3967,,H,104686,1,The compound was evaluated for the ability to displace [3H]ketanserin from 5-hydroxytryptamine 2 receptor ( striata of male wistar rats),B,
1940,,BAO_0000249,,,4,,CHEMBL617547,,Autocuration,,11130,,H,104686,1,The concentration required to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat brain membranes (in vitro),B,
1941,,BAO_0000219,,,4,,CHEMBL617548,,Autocuration,In vitro,13427,,H,104686,1,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,
1942,,BAO_0000224,,,4,,CHEMBL617549,,Autocuration,,9443,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,
1943,,BAO_0000224,,,4,,CHEMBL617550,,Autocuration,,9443,,H,104686,1,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,
1944,,BAO_0000224,,,4,,CHEMBL617551,,Autocuration,,11825,,H,104686,1,In vitro binding affinity towards the 5-hydroxytryptamine 2 receptor at 10 e-6 M,B,
1945,,BAO_0000249,,,4,,CHEMBL617552,,Autocuration,,12120,,H,104686,1,Percent inhibition of binding of 1.0 nM [3H]ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e -5 M,B,
1946,,BAO_0000249,,,4,,CHEMBL617553,,Autocuration,,12120,,H,104686,1,Percent inhibition of binding of 1.0 nM [3H]-ketanserin to 5-hydroxytryptamine 2 receptor in rat cortical membranes at 10 e-5 M.,B,
1947,,BAO_0000019,1515.0,,4,Thoracic aorta,CHEMBL617554,,Autocuration,,11963,,H,104686,1,Tested for antagonistic activity against 5-hydroxytryptamine 2 receptor from rat thoracic aorta,F,
1948,,BAO_0000019,,,4,,CHEMBL617555,,Autocuration,,9069,,H,104686,1,Binding affinity for membrane-bound 5-hydroxytryptamine 2 receptor,B,
1949,,BAO_0000224,,,4,,CHEMBL617556,,Autocuration,,8868,,H,104686,1,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,
1950,,BAO_0000357,,,8,,CHEMBL617557,,Autocuration,,17200,,H,10624,1,Inhibitory constant against human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,
1951,,BAO_0000357,,,8,,CHEMBL617558,,Autocuration,,17200,,H,10624,1,Inhibitory constant against human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,
1952,,BAO_0000357,,,8,,CHEMBL617559,,Expert,,13969,,H,17106,1,Binding affinity against 5-hydroxytryptamine 1D receptor was measured using [3H]5-HT as radioligand,B,
1953,,BAO_0000357,,,9,,CHEMBL617560,,Expert,,13392,,D,17106,1,Binding affinity for 5-hydroxytryptamine 1D receptor,B,
1954,,BAO_0000249,,,8,,CHEMBL617561,,Autocuration,,1742,,H,17106,1,Compound was tested for its ability to displace [125I]GTI binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,
1955,,BAO_0000249,,,8,,CHEMBL617562,,Autocuration,,1742,,H,17106,1,Compound was tested for its ability to displace [3H]-5-HT binding to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,
1956,,BAO_0000357,2435.0,,8,Striatum,CHEMBL617563,,Autocuration,,14331,,H,17106,1,Binding affinity against 5-hydroxytryptamine 1D receptor using [3H]5-HT in pig striatum + frontalCortex,B,
1957,,BAO_0000019,,,8,,CHEMBL617564,,Autocuration,,12861,,H,17106,1,Relative agonist efficacy against 1 uM 5-hydroxytryptamine 1D receptor,F,
1958,,BAO_0000019,,,8,,CHEMBL617565,,Expert,,12861,,H,17106,1,Binding activity against 5-hydroxytryptamine 1D receptor from pig caudate membrane using [3H]5-HT as radioligand,B,
1959,,BAO_0000357,,,8,,CHEMBL856076,,Autocuration,,12861,,H,17106,1,Binding activity radioligand.,B,
1960,,BAO_0000019,,,8,,CHEMBL617566,,Autocuration,,12861,,H,17106,1,Binding activity against 5-hydroxytryptamine 2C receptor from human brain cortex using [3H]mesulergine as radioligand.,B,
1961,,BAO_0000019,,,8,,CHEMBL875911,,Expert,,12861,,H,17106,1,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,
1962,,BAO_0000019,,,8,,CHEMBL617567,,Autocuration,,12861,,H,17106,1,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand; NA Not Available,B,
1963,,BAO_0000249,,,8,,CHEMBL617568,,Autocuration,,675,,H,17106,1,Compound was tested for the displacement of [3H]-5-HT to 5-hydroxytryptamine 1D receptor recognition sites in pig caudate membranes,B,
1964,,BAO_0000019,,,8,,CHEMBL617569,,Expert,,12490,,H,17106,1,Displacement of [3H]5-HT binding to 5-hydroxytryptamine 1D receptor from pig caudate membrane,B,
1965,,BAO_0000249,,,8,,CHEMBL617570,,Expert,,11828,,H,17106,1,Displacement of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1D receptor in pig caudate membrane,B,
1966,,BAO_0000357,,,8,,CHEMBL617571,,Autocuration,,11866,,H,17106,1,Binding affinity for 5-hydroxytryptamine 1D receptor in piglet caudate using [3H]5-HT,B,
1967,Sus scrofa,BAO_0000357,,,8,,CHEMBL617572,,Autocuration,,773,,H,105,1,In Vitro Binding affinity againist 5-hydroxytryptamine 1D receptor by displacing [125I]GTI from pig caudate,B,9823.0
1968,Oryctolagus cuniculus,BAO_0000357,,,8,,CHEMBL617573,,Expert,,13047,,H,105,1,The compound was tested for intrinsic activity against 5-HT1D receptor,B,9986.0
1969,Oryctolagus cuniculus,BAO_0000019,,,8,,CHEMBL617574,,Autocuration,,13047,,H,105,1,Intrinsic activity against 5-hydroxytryptamine 1 receptor using rabbit saphenous vein assay.,B,9986.0
1970,Oryctolagus cuniculus,BAO_0000357,,,8,,CHEMBL617575,,Expert,,13047,,H,105,1,The compound was tested for binding affinity against 5-HT1D receptor,B,9986.0
1971,,BAO_0000357,,,8,,CHEMBL617576,,Autocuration,,188,,H,10578,1,Tested for the effect on binding at 5-hydroxytryptamine 1D receptor; No activity,B,
1972,,BAO_0000019,,,8,,CHEMBL617577,,Autocuration,,10639,,H,10578,1,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of rat substantia nigra,F,
1973,,BAO_0000019,,,8,,CHEMBL617578,,Autocuration,,12438,,H,10578,1,Inhibition of forskolin stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor,F,
1974,,BAO_0000357,,,8,,CHEMBL617579,,Autocuration,,12438,,H,10578,1,Binding affinity was measured against serotonin 5-hydroxytryptamine 1D receptor,B,
1975,,BAO_0000019,,,8,,CHEMBL617580,,Expert,,15854,,H,10578,1,Binding affinity towards 5-hydroxytryptamine 1D receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,
1976,,BAO_0000249,,,8,,CHEMBL617581,,Autocuration,,10394,,H,10578,1,Inhibitory activity against 5-hydroxytryptamine 1D receptor in rat cortical membranes using [3H]5-HT as a radioligand,B,
1977,,BAO_0000357,,,8,,CHEMBL617582,,Autocuration,,12092,,H,10578,1,The binding affinity was measured on 5-hydroxytryptamine 1D receptor using [3H]- serotonin as radioligand.,B,
1978,,BAO_0000019,,,8,,CHEMBL617583,,Expert,,3389,,H,10578,1,Binding affinity to 5-hydroxytryptamine 1D receptor in the rat forebrain by [3H]- SB-204269 displacement.,B,
1979,,BAO_0000357,,,8,,CHEMBL617584,,Autocuration,,6011,,H,105,1,Inhibition of binding towards 5-hydroxytryptamine 1D receptor at 100 nM concentration,B,
1980,,BAO_0000357,,,8,,CHEMBL617585,,Autocuration,,4639,,H,105,1,Compound was tested for binding affinity against 5-hydroxytryptamine 1D receptor,B,
1981,,BAO_0000357,,,8,,CHEMBL875912,,Autocuration,,2474,,H,105,1,Compound was measured for its binding affinity at 5-hydroxytryptamine 1D receptor at a concentration of 10 uM using [3H]5-HT as radioligand,B,
1982,,BAO_0000357,,,8,,CHEMBL617586,,Autocuration,,5014,,H,105,1,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1D receptor,B,
1983,,BAO_0000357,,,8,,CHEMBL617587,,Autocuration,,17515,,H,105,1,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1D receptor; inactive at 10 uM,B,
1984,,BAO_0000357,,,8,,CHEMBL617588,,Autocuration,,11866,,H,105,1,Binding affinity for 5-hydroxytryptamine 1D receptor was determined,B,
1985,,BAO_0000357,,,8,,CHEMBL857980,,Autocuration,,4687,,H,105,1,Evaluated for the binding affinity against 5-hydroxytryptamine 1D receptor,B,
1986,,BAO_0000357,,,8,,CHEMBL617589,,Autocuration,,12146,,H,105,1,Tested against 5-hydroxytryptamine 1D receptor,B,
1987,,BAO_0000357,,,8,,CHEMBL617590,,Autocuration,,10321,,H,105,1,Binding affinity for 5-hydroxytryptamine 1D receptor was determined by using [3H]5-HT as radioligand,B,
1988,,BAO_0000219,,,8,,CHEMBL617591,,Autocuration,,13267,,H,105,1,Antagonistic binding affinity measured against 5-hydroxytryptamine 2A receptor (human clone expressed in 293 cells) using [3H]ketanserin as radioligand,B,
1989,Homo sapiens,BAO_0000357,,,9,,CHEMBL617592,,Expert,,1274,,D,105,1,Binding affinity against 5-Hydroxytryptamine 1D receptor,B,9606.0
1990,,BAO_0000357,,,8,,CHEMBL617593,,Autocuration,,15250,,H,105,1,,B,
1991,,BAO_0000219,,,8,,CHEMBL617594,,Autocuration,,13706,,H,106,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,
1992,,BAO_0000219,,,8,,CHEMBL617595,,Autocuration,,13706,,H,105,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,
1993,,BAO_0000219,,,8,,CHEMBL617596,,Autocuration,,13706,,H,105,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line.,B,
1994,,BAO_0000219,,,8,,CHEMBL617597,,Autocuration,,13706,,H,105,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor alpha clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,
1995,,BAO_0000019,,,8,,CHEMBL617598,,Autocuration,,13047,,H,105,1,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,
1996,,BAO_0000357,,,8,,CHEMBL872916,,Autocuration,,13366,,H,105,1,Binding affinity of compound against 5-HT1Dalpha Binding affinity of compound against 5-HT1D alpha receptors in human,B,
1997,,BAO_0000357,,,8,,CHEMBL617599,,Expert,,13366,,H,105,1,In vitro affinity human cloned 5-hydroxytryptamine 1D receptor alpha by [3H]5-HT displacement.,B,
1998,,BAO_0000357,,,8,,CHEMBL617091,,Autocuration,,1558,,H,105,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor alpha was determined,B,
1999,,BAO_0000219,,,8,,CHEMBL617092,,Expert,,12902,,H,105,1,"Binding affinity against 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells, using [3H]-5-HT as the radioligand.",B,
2000,,BAO_0000219,,,8,,CHEMBL617093,,Autocuration,,13706,,H,105,1,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor alpha expressed in CHO-K1 cells.,B,
2001,,BAO_0000019,,,8,,CHEMBL617094,,Autocuration,,13706,,H,105,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor alpha measured as the reduction of forskolin-stimulated cAMP.,F,
2002,,BAO_0000019,,,8,,CHEMBL617095,,Autocuration,,13706,,H,105,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,
2003,,BAO_0000019,,,8,,CHEMBL617096,,Autocuration,,14251,,H,105,1,Compound was tested for its agonist activity against human 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,
2004,,BAO_0000019,,,8,,CHEMBL617097,,Autocuration,,14251,,H,105,1,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,
2005,,BAO_0000019,,,8,,CHEMBL617098,,Autocuration,,14251,,H,105,1,Compound was tested for its agonist activity against human recombinant 5-hydroxytryptamine 1D receptor alpha for comparison purpose.,F,
2006,,BAO_0000357,,,8,,CHEMBL617301,,Autocuration,,13313,,H,105,1,In vitro binding affinity towards 5-HT1D alpha receptor by using [3H]5-HT as radioligand,B,
2007,,BAO_0000357,,,8,,CHEMBL617302,,Autocuration,,13313,,H,105,1,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor alpha by using [3H]5-HT as radioligand,B,
2008,,BAO_0000357,,,8,,CHEMBL617303,,Autocuration,,13366,,H,105,1,Selectivity towards 5-hydroxytryptamine 1D receptor beta to that of 5-hydroxytryptamine 1D receptor alpha,B,
2009,,BAO_0000357,,,8,,CHEMBL617304,,Expert,,13051,,H,105,1,Binding affinity to recombinant human 5-hydroxytryptamine 1D receptor alpha,B,
2010,,BAO_0000219,,,8,,CHEMBL617305,,Expert,,12903,,H,105,1,"In vitro binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor alpha expressed in CHO cells, by using [3H]5-HT as radioligand",B,
2011,Homo sapiens,BAO_0000219,,,9,,CHEMBL617306,,Autocuration,,12469,,D,105,1,Binding affinity was measured on 5-hydroxytryptamine 1D receptor alpha in COS cells transfected with human 5-HT1D alpha gene labeled with [3H]5-HT,B,9606.0
2012,,BAO_0000357,,,8,,CHEMBL617307,,Autocuration,,5619,,H,17106,1,Binding affinity (in vitro) against 5-hydroxytryptamine 1D receptor alpha using radio-ligand binding assay,B,
2013,Oryctolagus cuniculus,BAO_0000019,,,8,,CHEMBL617308,,Autocuration,,13047,,H,105,1,Binding affinity against 5-hydroxytryptamine 4 receptor using rabbit saphenous vein assay.,B,9986.0
2014,,BAO_0000357,,,8,,CHEMBL617309,,Autocuration,,16633,,H,105,1,Binding affinities against 5-hydroxytryptamine 1D receptor alpha,B,
2015,,BAO_0000357,,,8,,CHEMBL617310,,Autocuration,,16633,,H,105,1,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,
2016,,BAO_0000357,,,8,,CHEMBL617311,,Autocuration,,16633,,H,105,1,Binding affinities towards 5-hydroxytryptamine 1D receptor alpha,B,
2017,,BAO_0000357,,,8,,CHEMBL617312,,Autocuration,,16633,,H,105,1,Binding affinity towards 5-hydroxytryptamine 1D receptor alpha using [3H]8-OH-DPAT as radioligand,B,
2018,,BAO_0000357,,,8,,CHEMBL617313,,Autocuration,,3269,,H,105,1,Affinity against 5-hydroxytryptamine 1D receptor alpha,B,
2019,,BAO_0000357,,,8,,CHEMBL617314,,Expert,,12409,,H,105,1,Binding affinity against 5-hydroxytryptamine 1D receptor alpha,B,
2020,,BAO_0000019,,,8,,CHEMBL617315,,Autocuration,,13706,,H,106,1,Compound was tested for intrinsic efficacy against human 5-hydroxytryptamine 1D receptor beta measured as the reduction of forskolin-stimulated cAMP.,F,
2021,,BAO_0000219,,,8,,CHEMBL617316,,Autocuration,,13706,,H,106,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line.,B,
2022,,BAO_0000219,,,8,,CHEMBL617317,,Autocuration,,13706,,H,106,1,Compound was tested for binding affinity against human 5-hydroxytryptamine 1D receptor beta clones expressed in human embryonic kidney (HEK 293) cells line; NT= not tested,B,
2023,,BAO_0000219,,,8,,CHEMBL617318,,Autocuration,,12903,,H,106,1,"The compound was tested in vitro for binding affinity against cloned mammalian 5-hydroxytryptamine 1D receptor beta expressed in CHO cells, by using [3H]5-HT as radioligand",B,
2024,,BAO_0000019,,,8,,CHEMBL617319,,Autocuration,,13047,,H,106,1,Binding affinity against 5-hydroxytryptamine 1D receptor beta using rabbit saphenous vein assay.,B,
2025,,BAO_0000357,,,9,,CHEMBL617320,,Expert,,13366,,D,106,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,
2026,,BAO_0000357,,,9,,CHEMBL617321,,Expert,,13366,,D,106,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,
2027,,BAO_0000357,,,9,,CHEMBL617322,,Expert,,13366,,D,106,1,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor beta,B,
2028,,BAO_0000357,,,8,,CHEMBL616862,,Autocuration,,13366,,H,106,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor beta was determined using [3H]8-OH-DPAT as radioligand,B,
2029,,BAO_0000357,,,8,,CHEMBL616863,,Autocuration,,13366,,H,106,1,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor was determined using [3H]8-OH-DPAT as radioligand,B,
2030,,BAO_0000219,,,8,,CHEMBL616864,,Autocuration,,12469,,H,106,1,Binding affinity was measured on 5-hydroxytryptamine 1D receptor beta in CHO cells transfected with human 5-HT1D beta gene labeled with [3H]5-HT,B,
2031,,BAO_0000219,,,8,,CHEMBL616865,,Autocuration,,13706,,H,106,1,Compound was tested for binding affinity against cloned human 5-HT1D beta receptor expressed in CHO-K1 cells.,B,
