assays_assay_id,assays_variant_id,assays_assay_tissue,assays_src_assay_id,assays_src_id,assays_relationship_type,assays_tid,assays_tissue_id,assays_description,assays_confidence_score,assays_chembl_id,assays_assay_organism,assays_assay_subcellular_fraction,assays_assay_type,assays_assay_tax_id,assays_assay_test_type,assays_assay_cell_type,assays_curated_by,assays_cell_id,assays_bao_format
7974,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 1 hr,1,CHEMBL622453,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7975,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 30 min,1,CHEMBL622454,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7976,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of GdDTPA at 4 hr,1,CHEMBL622455,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7977,,Liver,,1,N,50597,2107.0,Biodistribution in rat liver in the presence of GdDTPA-BDP at 15 min,1,CHEMBL876024,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7978,,,,1,N,50597,,T max was determined at 3 mg/kg po dose in rats,1,CHEMBL622456,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7979,,,,1,N,50597,,"The Tmax value in female wistar rat at 100 mg/kg, p.o. dose",1,CHEMBL622457,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7980,,,,1,N,50597,,"The Tmax value in male wistar rat at 100 mg/kg, p.o. dose",1,CHEMBL622458,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7981,,,,1,N,50597,,The time to reach maximum concentration of compound was measured at the dose of 100 umol/kg,1,CHEMBL622459,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7982,,,,1,N,50597,,The time to reach maximum concentration of compound was measured at the dose of 300 umol/kg,1,CHEMBL873343,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7983,,,,1,N,50597,,The time to reach maximum concentration of compound was measured at the dose of 30 umol/kg,1,CHEMBL622460,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7984,,Plasma,,1,N,50597,1969.0,Time for maximum plasma concentration determined in rat,1,CHEMBL622461,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7985,,Plasma,,1,N,50597,1969.0,Time for maximum plasma concentration reached by compound was determined in rats at 50 mg/kg dose,1,CHEMBL622462,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7986,,,,1,N,50597,,Time of maximum concentration of the drug when administered orally a dose of 10 mg/kg to a fasting rat,1,CHEMBL622463,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7987,,,,1,N,50597,,Time of maximum concentration of the drug when administered orally a dose of 1 mg/kg to a fasting rat,1,CHEMBL622464,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7988,,,,1,N,50597,,Time of maximum concentration of the drug when administered orally a dose of 30 mg/kg,1,CHEMBL622465,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7989,,,,1,N,50597,,Time of maximum concentration of the drug when administered orally a dose of 3 mg/kg to a fasting rat,1,CHEMBL622466,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7990,,,,1,N,50597,,Time of maximum concentration of the drug when administered orally at dose of 3 mg/kg,1,CHEMBL622467,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7991,,Plasma,,1,N,50597,1969.0,Time of maximum plasma concentration in rat,1,CHEMBL622468,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7992,,Plasma,,1,N,50597,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 10 mg/kg, p.o. dose",1,CHEMBL876025,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7993,,Plasma,,1,N,50597,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 20 mg/kg, i.p. dose",1,CHEMBL622469,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7994,,Plasma,,1,N,50597,1969.0,"Time required by compound for reaching maximum plasma concentration was determined in rats at 2 mg/kg, i.v. dose; n/a: not applicable",1,CHEMBL622470,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7995,,,,1,N,50597,,Time required to reach maximum concentration (Cmax) after oral administration in rat,1,CHEMBL622471,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7996,,Plasma,,1,N,50597,1969.0,Time required to reach maximum concentration in rat plasma,1,CHEMBL622472,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
7997,,Plasma,,1,N,50597,1969.0,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,1,CHEMBL622473,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7998,,Plasma,,1,N,50597,1969.0,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,1,CHEMBL624282,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
7999,,Plasma,,1,N,50597,1969.0,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,1,CHEMBL624283,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8000,,Plasma,,1,N,50597,1969.0,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,1,CHEMBL624284,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8001,,Plasma,,1,N,50597,1969.0,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,1,CHEMBL624285,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8002,,,,1,N,50597,,Time to reach Cmax after oral administration to rats,1,CHEMBL624286,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8003,,,,1,N,50597,,Time to reach Cmax when a dose of 1 mg/kg is administered orally,1,CHEMBL624287,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8004,,,,1,N,50597,,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,1,CHEMBL624288,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8005,,Plasma,,1,N,50597,1969.0,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,1,CHEMBL624289,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8006,,Plasma,,1,N,50597,1969.0,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,1,CHEMBL873344,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8007,,,,1,N,50597,,Tmax after peroral administration (10 mg/kg) was determined in rat,1,CHEMBL619623,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8008,,,,1,N,50597,,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,1,CHEMBL621399,Rattus norvegicus,,A,10116.0,In vivo,,Expert,,BAO_0000218
8009,,,,1,N,50597,,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,1,CHEMBL621400,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8010,,,,1,N,50597,,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",1,CHEMBL621401,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8011,,,,1,N,50597,,Tmax was determined,1,CHEMBL621402,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8012,,,,1,N,50597,,Tmax was determined,1,CHEMBL621403,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8013,,,,1,N,50597,,Tmax after oral administration in rat,1,CHEMBL621121,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8014,,,,1,N,50597,,Tmax after peroral administration in rats at 2.4 uM/kg,1,CHEMBL872525,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8015,,,,1,N,50597,,Tmax in male rat,1,CHEMBL621122,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8016,,,,1,N,50597,,Tmax in rat at 10 mg/kg,1,CHEMBL621123,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8017,,,,1,N,50597,,Tmax in rat by po administration at a dose of 40 mg/kg,1,CHEMBL621124,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8018,,,,1,N,50597,,Tmax in rats,1,CHEMBL621125,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8019,,,,1,N,50597,,Tmax was measured in rats after peroral administration at 5 mg/kg,1,CHEMBL621126,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8020,,,,1,N,50597,,Tmax value after oral dose at a dose of 10 mg/kg in rats.,1,CHEMBL621127,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8021,,,,1,N,50597,,Tmax value after administration of 20 mg/Kg oral dose in rat,1,CHEMBL621128,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8022,,,,1,N,50597,,Tmax value at a dose of 10 mg/kg in male SD rats,1,CHEMBL618263,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8023,,,,1,N,50597,,Tmax value at a dose of 100 mg/kg in male SD rats,1,CHEMBL618264,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8024,,,,1,N,50597,,Tmax value at a dose of 50 mg/kg in male SD rats,1,CHEMBL618265,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8025,,Plasma,,1,N,50597,1969.0,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,1,CHEMBL618266,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8026,,,,1,N,50597,,time required to reach maximum concentration (Cmax) after oral administration in rat,1,CHEMBL618267,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8027,,Urine,,1,N,50597,1088.0,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),1,CHEMBL618450,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8028,,Urine,,1,N,50597,1088.0,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),1,CHEMBL618451,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8029,,,,1,N,50597,,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,1,CHEMBL618452,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8030,,Urine,,1,N,50597,1088.0,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,1,CHEMBL618453,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8031,,Urine,,1,N,50597,1088.0,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,1,CHEMBL618454,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8032,,Urine,,1,N,50597,1088.0,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,1,CHEMBL618455,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8033,,,,1,N,50597,,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,1,CHEMBL618456,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8034,,,,1,N,50597,,Compound distribution in rat tissues was determined,1,CHEMBL618457,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8035,,,,1,N,50597,,Volume of distribution was evaluated in rat,1,CHEMBL618458,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
8036,,,,1,N,50597,,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,1,CHEMBL618459,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8037,,,,1,N,50597,,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,1,CHEMBL876733,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8038,,,,1,N,50588,,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,1,CHEMBL618460,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
8039,,,,1,N,50597,,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,1,CHEMBL618461,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8040,,,,1,U,22224,,Area under the curve was determined after oral administration (300 uM/Kg),0,CHEMBL618462,,,A,,,,Autocuration,,BAO_0000019
8041,,,,1,N,50597,,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,1,CHEMBL618463,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8042,,,,1,N,50597,,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,1,CHEMBL618464,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8043,,,,1,N,50597,,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,1,CHEMBL618465,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8044,,,,1,N,50597,,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,1,CHEMBL618466,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8045,,,,1,N,50597,,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,1,CHEMBL618467,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8046,,,,1,N,50597,,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,1,CHEMBL618468,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8047,,Plasma,,1,N,50588,1969.0,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,1,CHEMBL618469,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
8048,,Plasma,,1,N,50588,1969.0,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,1,CHEMBL618470,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
8049,,,,1,U,22224,,Plasma drug AUC in rat (PO dose),0,CHEMBL618471,,,A,,,,Autocuration,,BAO_0000218
8050,,,,1,N,50594,,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,1,CHEMBL618472,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8051,,,,1,U,22224,,Area under was determined at a dose of 30 mg/kg,0,CHEMBL618473,,,A,,,,Autocuration,,BAO_0000218
8052,,,,1,N,50506,,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,1,CHEMBL621699,Mustela putorius furo,,A,9669.0,,,Intermediate,,BAO_0000218
8053,,,,1,N,50597,,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,1,CHEMBL621700,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8054,,,,1,N,50597,,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,1,CHEMBL621701,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8055,,,,1,N,50506,,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,1,CHEMBL621702,Mustela putorius furo,,A,9669.0,,,Intermediate,,BAO_0000218
8056,,,,1,N,50588,,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,1,CHEMBL621703,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
8057,,,,1,N,50588,,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,1,CHEMBL621704,Canis lupus familiaris,,A,9615.0,,,Intermediate,,BAO_0000218
8058,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",1,CHEMBL624259,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8059,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",1,CHEMBL624260,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8060,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",1,CHEMBL624430,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8061,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",1,CHEMBL624431,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8062,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",1,CHEMBL624432,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8063,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",1,CHEMBL624433,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8064,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",1,CHEMBL624434,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8065,,,,1,N,50597,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",1,CHEMBL624435,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8066,,,,1,N,50594,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,1,CHEMBL618570,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8067,,,,1,N,50594,,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,CHEMBL618571,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8068,,,,1,N,50594,,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,1,CHEMBL618572,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8069,,,,1,N,50594,,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,CHEMBL618573,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8070,,,,1,N,50594,,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,1,CHEMBL619267,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8071,,,,1,N,50594,,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,CHEMBL619431,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8072,,,,1,N,50594,,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,1,CHEMBL619432,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8073,,,,1,N,50594,,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),1,CHEMBL619433,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8074,,Plasma,,1,U,22224,1969.0,AUC in mice after oral dose (50 mg/kg),0,CHEMBL619434,,,A,,,,Autocuration,,BAO_0000218
8075,,Serum,,1,N,50594,1977.0,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,1,CHEMBL619435,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8076,,Plasma,,1,U,22224,1969.0,AUC (0-4 hr) ug/ml/h,0,CHEMBL619436,,,A,,,,Autocuration,,BAO_0000019
8077,,,,1,N,50597,,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,1,CHEMBL619437,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8078,,,,1,U,22224,,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,0,CHEMBL619438,,,A,,,,Autocuration,,BAO_0000218
8079,,,,1,N,50594,,Compound was evaluated for Area under curve in mice,1,CHEMBL619439,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8080,,,,1,N,50597,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,1,CHEMBL619440,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8081,,,,1,U,22224,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,0,CHEMBL619441,,,F,,,,Autocuration,,BAO_0000218
8082,,,,1,N,50597,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,1,CHEMBL619442,Rattus norvegicus,,A,10116.0,,,Intermediate,,BAO_0000218
8083,,,,1,U,22224,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,0,CHEMBL875156,,,A,,,,Autocuration,,BAO_0000019
8084,,,,1,U,22224,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,0,CHEMBL619443,,,A,,,,Autocuration,,BAO_0000019
8085,,,,1,U,22224,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,0,CHEMBL619444,,,A,,,,Autocuration,,BAO_0000019
8086,,,,1,U,22224,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,0,CHEMBL623464,,,A,,,,Autocuration,,BAO_0000019
8087,,,,1,N,50594,,Compound was evaluated for area under curve when administered through oral route in mouse,1,CHEMBL623465,Mus musculus,,A,10090.0,,,Intermediate,,BAO_0000218
8088,,,,1,N,50597,,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,1,CHEMBL623466,Rattus norvegicus,,A,10116.0,In vivo,,Intermediate,,BAO_0000218
