miller2_FiscalYear,miller2_SectionID,miller2_BranchName,miller2_DisabilityIssues(marker),miller2_OrganisationSub-class,miller2_CountryRegionName,miller2_ProjectBrowserCountryID,miller2_SectorPercent,miller2_AmountSpent,miller2_EnviromentalSustainability(marker),miller2_Biodiversity(marker),miller2_FundCentreID,miller2_FSTCPercent,miller2_SectorName,miller2_SectionName,miller2_ChildrenIssues(marker),miller2_CIDABusinessDeliveryModel(old),miller2_BranchID,miller2_TradeDevelopment(marker),miller2_CountryRegionID,miller2_ProgrammingProcess(new),miller2_ProjectNumber,miller2_GenderEquality(marker),miller2_OrganisationID,miller2_IndigenousIssues(marker),miller2_Desertification(marker),miller2_ParticipatoryDevelopmentAndGoodGovernance,miller2_UrbanIssues(marker),miller2_YouthIssues(marker),miller2_ICTAsAToolForDevelopment(marker),miller2_KnowledgeForDevelopment(marker),miller2_OrganisationName,miller2_OrganisationType,miller2_OrganisationClass,miller2_ContinentID,miller2_ContinentName,miller2_CountryRegionPercent,miller2_SectorID
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SB,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SC,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SL,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,SZ,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TO,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TT,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,1,America,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11120
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Teacher training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11130
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.05,2886.0,0,0,5293,0.0,Educational research,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11182
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Basic life skills for youth and adults,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11230
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Vocational training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11330
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Higher education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,11420
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Health education,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,12261
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TV,0.1,5772.0,0,0,5293,0.0,Agricultural education/training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,4,Oceania,0.0222,31181
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TZ,0.25,14430.0,0,0,5293,0.0,Education policy and administrative management,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11110
2009/2010,S5601,MFM Global Issues and Development,0,OTHER MULTILATERAL,Commonwealth,TZ,0.1,5772.0,0,0,5293,0.0,Education facilities and training,MIL Commonwealth & Francophonie Affairs,0,Core Funding,B5100,0,5,Uncoded: Pre-APP,M013276001,0,1001921,0,0,0,0,0,1,0,COL - Commonwealth of Learning,Foreign Non-Profit Making,Multilateral,2,Africa,0.0222,11120
