assay_id,variant_id,src_id,assay_cell_type,bao_format,tissue_id,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain
2320,,1,,BsO0900224,,11257,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,B,,,,,
2321,,1,,BA9o000019,,9362,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,,,,,
2322,,1,,BAOp00o019,,9362,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,,,,,
2323,,1,,BAO900o224,,10590,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,B,,,,,
2324,,1,,BAO00p0o19,,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,,,,,
2325,,1,,BAO000o0q9,,13050,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,B,,,,,
2326,,1,,BAl0000010,,11624,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,B,,,,,
2327,,1,,BsO9000019,,10468,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,,,,,
2328,,1,,BA800002w4,,10330,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,B,,,,,
2329,,1,,BAOp0002q4,,10062,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,,,,,
2330,,1,,BAOp00022e,,11642,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2331,,1,,BxO0009224,,10062,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2332,,1,,BAO0p002w9,,13427,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,In vitro,,,,
2333,,1,,BAO00o02w4,,12280,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,10116.0,
2334,,1,,BAO9000w24,,4101,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,B,,,Rattus norvegicus,10116.0,
2335,,1,,BAO9000124,,10062,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,B,,,,,
2336,,1,,BA90900224,,11147,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,B,,,,,
2337,,1,CmOK1,vAp0000219,,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,10116.0,
2338,,1,CtOK1,BAp00002q9,,2395,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,10116.0,
2339,,1,,BAOo0000w9,,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,B,,,Rattus norvegicus,10116.0,
2340,,1,,BAOo000p19,,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,B,,,,,
2341,,1,,BA800000w9,,9098,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,B,,,Rattus norvegicus,10116.0,
2342,,1,,BAOo000124,,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,,,
2343,,1,,BA0p000224,,9443,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,B,,,,,
2344,,1,,BAO0o000q9,,9699,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",B,,,,,
2345,,1,,BAO0o000q9,,9699,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,B,,,,,
2346,,1,,BAO0000123,,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,,,
2347,,1,,BAO900p224,,3070,Affinity for 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,10116.0,
2348,,1,,BAO00002qt,,9547,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,B,,,,,
2349,,1,,BxO00000q9,,10444,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,B,,,,,
2350,,1,,gAO00o0019,,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,B,,,,,
2351,,1,,BAl0o00019,,14617,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,B,,,,,
2352,,1,,BA90090224,,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),B,,,,,
2353,,1,,BA80009218,,11130,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),B,In vivo,,,,
2354,,1,,BAO000922w,1313807.0,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,B,,,,,
2355,,1,,vAk0000224,,2797,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,B,,,,,
2356,,1,,BA09000019,,11332,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,B,,,,,
2357,,1,,BA9o000019,,11332,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,B,,,,,
2358,,1,,BsOp000019,1400929.0,10752,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,B,,,,,
2359,,1,,BzO00o0224,,1185,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,B,,,,,
2360,,1,,BAO00002q3,,1185,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,B,,,,,
2361,,1,,BAO0o09224,,11624,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,B,,,Rattus norvegicus,10116.0,
2362,,1,,BA8p000019,,1344,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,B,,,,,
2363,,1,,BsO0900019,1296636.0,15453,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,B,,,Rattus norvegicus,10116.0,
2364,,1,,BAO000p0q9,,11662,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,,,
2365,,1,,gA00000019,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,,,,,
2366,,1,,BwO000022e,,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,B,,,,,
2367,,1,,BAO0o00q24,,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,B,,,,,
2368,,1,,BA0p000019,,8814,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,B,,,Rattus norvegicus,10116.0,
2369,,1,,BAO000p919,,8908,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,B,,,Rattus norvegicus,10116.0,
2370,,1,,BAO0oo0019,,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,B,,,,,
2371,,1,,BAO0000020,,9098,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,B,,,,,
2372,,1,,BwO0000010,,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,B,,,,,
2373,,1,,vAO0900019,,9098,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,B,,,,,
2374,,1,,BAO0009q49,,9098,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,B,,,,,
2375,,1,,BAOo0000w9,,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,B,,,,,
2376,,1,,BAOoo00019,,9098,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,B,,,,,
2377,,1,,BAOo900019,,9161,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,B,,,,,
2378,,1,,BA000p0019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,B,,,,,
2379,,1,,hAO00000w9,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,B,,,,,
2380,,1,,BAO000o01o,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,B,,,,,
2381,,1,,nAO0000p19,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,B,,,,,
2382,,1,,BAi0000o19,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,B,,,,,
2383,,1,,BAO0p09019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,B,,,,,
2384,,1,,BqO0900019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,B,,,,,
2385,,1,,BAOo00o019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,B,,,,,
2386,,1,,vAO0000919,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,B,,,,,
2387,,1,,BAl0900019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,B,,,,,
2388,,1,,fsO0000019,,9161,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,B,,,,,
2389,,1,,hAO0p00019,,12094,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,B,,,,,
2390,,1,,BAO0o0024i,,12018,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,B,,,,,
2391,,1,,BAi0o00249,,10394,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,B,,,,,
2392,,1,,fAO0900224,,15260,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,B,,,,,
2393,,1,,vAO0000124,,11624,Inhibitory constant against 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,10116.0,
2394,,1,,BAO00o022e,,13654,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,B,,,,,
2395,,1,,BAO000oo19,,9541,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,B,,,,,
2396,,1,,BAO9000214,,11933,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,B,,,,,
2397,,1,,BAO00op019,,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,B,,,,,
2398,,1,,BAO0990019,,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,B,,,,,
2399,,1,,BA90000029,,15538,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,B,,,,,
2400,,1,,BAO000oo19,,8841,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,B,,,,,
2401,,1,,BAO9000124,,1455,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,B,,,,,
2402,,1,,BAO00002ee,,1455,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,B,,,,,
2403,,1,,BAO9p00019,,11752,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,B,,,,,
2404,,1,,Bz80000221,864075.0,11642,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,B,,,,,
2405,,1,,BAk000022t,,12092,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,B,,,,,
2406,,1,,BzOp000224,,3967,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,B,,,,,
2407,,1,,BAO0o00214,,12771,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,10116.0,
2408,,1,,BwO9000019,,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,B,,,,,
2409,,1,,vAO0000225,,11628,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,B,,,,,
2410,,1,,BA09000224,,13654,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,,,,,
2411,,1,,BAO000o01p,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,
2412,,1,,BAOo00p019,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,,,
2413,,1,,BAO090p218,,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",F,In vivo,,,,
2414,,1,,BAO0p00e18,,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",F,In vivo,,,,
2415,,1,,BAk0000318,,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",F,In vivo,,,,
2416,,1,,gAO0p00218,,11200,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",F,In vivo,,,,
2417,,1,,BA80000321,2985612.0,15436,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,B,,,,,
2418,,1,,BAO90o0019,,15436,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,B,,,Rattus norvegicus,10116.0,
2419,,1,,BAOp0000w9,,14025,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,B,,,,,
2420,,1,,BAO9p00357,,4342,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,B,,,,,
2421,,1,,vAO0o00019,,13735,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,B,,,Rattus norvegicus,10116.0,
2422,,1,,BwOo000357,,5816,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,B,,,Rattus norvegicus,10116.0,
2423,,1,,BAOop00019,,14287,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,B,,,,,
2424,,1,,BAO00p0457,,15738,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,B,,,,,
2425,,1,,BAO000p3r7,,15738,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2426,,1,,BAOp000p19,,15026,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,B,,,,,
2427,,1,,gAO0090019,,16647,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,B,,,,,
2428,,1,,BAi0000029,,16647,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,B,,,,,
2429,,1,,BAO0000918,,13345,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,B,,,Rattus norvegicus,10116.0,
2430,,1,,BAO090o249,,1543,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,B,,,,,
2431,,1,,BqOp000019,,12444,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,B,,,,,
2432,,1,,Bzp0000019,,16404,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,B,,,,,
2433,,1,CHO,BAl00o0219,,16404,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,B,,,,,
2434,,1,,BAO009o357,,15577,Kinetic inhibition constant evaluated by measuring serotonergic activity,B,,,,,
2435,,1,,vAO00003t7,,15577,Serotonergic activity of the compound.,B,,,,,
2436,,1,,BA0o000249,,2495,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,B,,,,,
