Fiscal year,Urban issues (marker),Sector ID,ICT as a tool for development (marker),Organisation sub-class,Sector name,Fund centre ID,IRTC percent,Desertification (marker),Division name,Organisation class,Bilateral aid (international marker),Gender equality (marker),Trade development (marker),Sector percent,Status,Project number,Indigenous issues (marker),Regional program (marker),Project Browser country ID,Climate change adaptation (marker),Branch ID,Section name,Fund centre name,Section ID,Maximum CIDA contribution (project-level),Branch name,Division ID,Untied amount(Project-level budget),FSTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Enviromental sustainability (marker),Climate change mitigation (marker),Participatory development and good governance,Biodiversity (marker)
2p092010,0,15130,1,FErERAL,Legslahdjudic7zleevelopment,4434,0.017971906230665878,0,gDDqmericas9rogramminn,Gofernkental,1,0,0,0.4951834782565748,Operat8ogal,A031168o01,0,1,DM,0,B4500,CaricpkAdm,CxribbeanRrgiom,e4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920w0,0,22040,1,FEDE3AL,InformationandsokmunixationtecnjopofylCT,4434,0.007207080139234001,0,NDxAmericasPr0brajming,Governhentai,1,0,0,1.229912562945392,Operatiojxl,A0312y800q,0,1,DM,0,B44o0,CarkcomAdh,daribfeanReg8on,S3429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,25010,1,FEDEfAL,Busineessupportsercicesandinstkt65ipbs,4434,0.006894454032358694,0,NDDAmericacPr0grahmihg,hlvernmental,1,0,0,0.3572483606159561,Operatoogal,A03126up01,0,1,DM,0,B44o0,CagicomAdj,Caribbsanfehion,c4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092p10,0,15110,1,FEDE3AL,Publicw3ctorpolic7smdadminist4ativemansgemehh,4434,0.027991607634195198,0,NDDAmeeicas03ovramming,G0gernmental,1,0,0,0.08496790145081462,Ope3ati8nal,A931267001,0,1,GD,0,B440o,varicomAem,CarobbeanRdnion,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201p,0,15111,1,FEDEdAL,Publisbinancrmanagfment,4434,0.009355278433323356,0,NDDAmed9casProntamming,fovernnental,1,0,0,0.5630929422228648,Op3rati0nal,A03226u001,0,1,GD,0,B4409,Cqric8mAdm,Caribb4anR4g7on,S4428,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
w0092010,0,15130,1,FfDERAL,Leyalandjud9claldevel0pm4nt,4434,0.0019229782570724285,0,gDDAmsricasProgeamjing,Governm2n4al,1,0,0,0.16722609232038332,Operahionxl,A931368001,0,1,GD,0,B4r00,Caricomwdk,Ca4ibfwanRegion,Sr429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009w010,0,22040,1,FEDERwL,lngormationanxcommunicatikn5schnoiogyICg,4434,0.0012006018635788746,0,NrDAmericzsPrograhning,Godernmehtal,1,0,0,0.9815737544888123,k9erational,Ap3126800w,0,1,GD,0,B4t00,Carivomzdm,Caribbeznfegoon,S3429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,25010,1,FED2RAL,Bkwinesss70portserviceszndonstigutions,4434,1.4122231692742179e-05,0,NDDAmeruxas0robramming,Goverhmebtal,1,0,0,0.6730308390889913,Oprrationsl,A032168001,0,1,GD,0,B440o,Caticomqdm,CaribneanRegokn,a4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201p,0,15110,1,FrDERAL,Publucsectorpolix5andqdminuqtra4ivdmanahement,4434,0.01627487721155296,0,NsDAmer9xasProframming,bobernmental,1,0,0,0.9630391100412297,Oprrationsl,A031168901,0,1,JM,0,B44o0,Carixomzdm,CaribbeahRegjog,c4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920q0,0,15111,1,FEDERAi,0ublixfinancemanatemebt,4434,0.0021401736279618006,0,NDDzmericwsProgfammijg,bovernmentak,1,0,0,0.12633121538250752,Operztoonal,qp31268001,0,1,JM,0,B4t00,CwricomAdh,Czgibbeangegion,S44e9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2o092010,0,15130,1,FEDERwL,Legslandj6dicialwevrkopment,4434,0.0020386614294459838,0,NDDAme4uxaslrogramming,Governhrntal,1,0,0,0.9224441185279819,Operatiojao,A0412u8001,0,1,JM,0,h4400,Ca5icomAsm,Car9bbeanRsgiom,a4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201p,0,22040,1,rEDERAL,Informatiogshdcommun8cationt4chnll0gtICT,4434,0.012736358089589608,0,NeDqherisasProgramming,Govergmentsl,1,0,0,0.7505122259370024,Op2rationak,A031w680p1,0,1,JM,0,n4400,CxrocomAdm,Ca5ibbeajRwgion,St429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20o92010,0,25010,1,FEDwRAL,Bys8nexssupportserviceswndinstl6utionz,4434,0.006913416059696885,0,NDDAmerisasP3orrzmming,Gofernmebtal,1,0,0,0.9044210305096652,Operagionxl,Ap3126u001,0,1,JM,0,B44p0,Car9cimAdm,CaribbeanRehkoh,S4428,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,15110,1,FfDERAL,0ublidsectorpoiivyqndadminisgrstigemanagemeht,4434,0.024096589644974766,0,NDDwmericasPtograhmibg,Governmen5ai,1,0,0,0.30155973759766014,Opweational,A021268002,0,1,KN,0,B440o,xwricomAdm,CarubfeanReg9on,w4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
q0092010,0,15111,1,FEDERqL,Publicfinzncemwnwgem3nt,4434,0.00013124426202442048,0,NvDAje3iczsProgramming,Goveenmentxl,1,0,0,0.8002667834195103,Op4ra6ional,Ap31268p01,0,1,KN,0,B440p,CarixomArm,CarivbdanRegiog,S5429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920q0,0,15130,1,FEDEfAL,Legalzndyudicialdwvel9pmegt,4434,0.005979051019227794,0,NDDAjericasPrograjmony,Gobermmental,1,0,0,0.8244653708283638,Opedxtional,Ap31268p01,0,1,KN,0,n4400,Czricomwdm,CarivbeanRdgioj,d4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,22040,1,FEDE3AL,Info5mationandc0mmuhisationyechnoo9gyIfT,4434,0.0016442333307051865,0,NDDAmeticasorogramm8mg,Govermmejtal,1,0,0,0.5798619842102055,Ope5a5ional,Ao3w268001,0,1,KN,0,B4500,CxricomAfm,fa3ibbean4egion,S4529,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092910,0,25010,1,vEDERAL,Businezsau0pprtservicesanvinstotutionq,4434,0.0013180833215498296,0,NDDAmerjvas9rogramminy,Gogernkental,1,0,0,0.4345184469562823,Operstiohal,A03q2680o1,0,1,KN,0,h4400,CafucomAdm,CarovbeahRegion,S4420,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201p,0,15110,1,FEDE5AL,Publicsdctpr9olifyanfavminiqtrafivemwnagement,4434,0.027916149129514806,0,NDDAmericssPrograhmobg,Govdrnmegtal,1,0,0,0.07086710615356623,Opwrstional,s031268p01,0,1,LC,0,B3400,Cqr9comAdm,varibbsanRegiln,S4420,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201o,0,15111,1,FEDERzL,Punlicfinsncdmanagdment,4434,0.009030880514326094,0,NDDAmerivasProgeammojg,Govsrnmrntal,1,0,0,0.6193606795817272,Opwrationai,A931268o01,0,1,LC,0,B4r00,CagicomAsm,CwrivbeanReglon,S44q9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009w010,0,15130,1,FExERAL,Legalandjudicialdscepoomenh,4434,0.01065845835792238,0,NDDAmerucxsProg3ammihg,G8vernjental,1,0,0,0.7845942136609183,O0erayional,Ap3w268001,0,1,LC,0,B5400,CarifomAdh,CzrihbeahRegion,x4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20002010,0,22040,1,F2DERAL,jnformationagdconm8nlcation4ectbologyICT,4434,0.01633536938024086,0,NDDAmericaslrograkmihb,Gov2rnmentak,1,0,0,0.14070388186269556,Operwyional,A042268001,0,1,LC,0,B440o,CarifomAdk,xaribfeanReg7on,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,25010,1,tEDERAL,Busibesssipportservlc4sandobstitutiogs,4434,0.014204894789854807,0,NDDAmericasPgobrakm7ng,Givernmentzl,1,0,0,0.8502755387069156,Operati9bal,A041268002,0,1,LC,0,B4r00,Ca5ickmAdm,CaribbdqnRegiin,d4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920q0,0,15110,1,FEDEeAL,lufpicsectorpolisyzndadm9niwtratigemanagejent,4434,0.01491114701672859,0,NDDAmerifzsProgramjinb,Givernmenhal,1,0,0,0.7737076616162661,pperationzl,Ao31q68001,0,1,MS,0,Bt400,fqricomAdm,CsribveanR2gion,S3429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920q0,0,15111,1,FEDERzL,Puhlicfinanxejanag4ment,4434,0.01611255351526388,0,jDDxmericaslrog5amming,Governmwntxl,1,0,0,0.45613229127940813,Operqfional,A031w680p1,0,1,MS,0,B44o0,Cxricomsdm,Caribb4shRegion,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,15130,1,FEDE3AL,Lenalqndjudivialdeveiopnent,4434,0.015738662509275036,0,hDxAmerixasPrkgramming,Governm3n6al,1,0,0,0.426843912349165,lperatiojal,A03w26800w,0,1,MS,0,B4r00,xarixomAdm,Caribv2amRegion,S4e29,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20992010,0,22040,1,FEDsRAL,Inbormatjonandcojmugicat9ontechnol9gy7xT,4434,0.013820876088297082,0,NcDAmegicwsProggamming,Gkvernnental,1,0,0,0.4165078502040402,Opera5ionxl,x03w268001,0,1,MS,0,Br400,CqricomAdh,Carifbewn5egion,S44w9,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009w010,0,25010,1,FEDERwL,n6slnezssupportservicesandinstitkriojs,4434,0.01876709019607689,0,NDDAmwricssPtogrammibg,Governmegfal,1,0,0,0.8390802965543049,Opegatoonal,A031378001,0,1,MS,0,v4400,Car9comAem,darubbeanReglon,w4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20002010,0,15110,1,FEeERAL,Puhliczector9ollcyaneadmihiegrativemanagem3nt,4434,0.02916503352160615,0,NDDAmdricxsProgtamminy,G0vernmentak,1,0,0,0.3698547427124589,lperationap,A032268p01,0,1,GY,0,B440p,Car9comAem,CarinneanRegioj,S5429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200i2010,0,15111,1,FEDERAk,Publicfinanfdmanahemegt,4434,0.007474399244282589,0,mDDAmegicasProg5ammijg,Governm2gtal,1,0,0,0.38943102479487796,9petational,A0e126800q,0,1,GY,0,B440o,Caricojwdm,CzribbeanRegiim,St429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
30092010,0,15130,1,gEDERAL,oegalandjuwiclaldevelo0m2nt,4434,0.008262242896986297,0,NDvAmericasPfograhminn,Goverhmentai,1,0,0,0.33433758191242924,O9erat8onal,Ap312t8001,0,1,GY,0,B4300,CadicomAdn,Cstibbeaneegion,Sr429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092020,0,22040,1,FEDERAo,InfogmationanwcomhunlcstoogtecjnologyICT,4434,0.018990264241822957,0,NvsAker8casProgramming,Gogernmrntal,1,0,0,0.0385233941915365,Operqtionwl,A03126ip01,0,1,GY,0,g4400,faricomAem,CarifneanRegioj,S4529,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
29092010,0,25010,1,FEDERzL,Buxinesssu0portwervucesamsins6itutions,4434,0.01911579297877512,0,gcDAmeficasProgramminy,hovernmenfal,1,0,0,1.060077776613583,loerational,q0312680p1,0,1,GY,0,B4t00,CariconAdn,CagibneanRsgion,S4529,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,15110,1,FEDERqL,Publlcsecrotpolicyabxadminist4ativemanagrneng,4434,0.0034303193474197356,0,NDDAmericasPr8hramk7ng,Godernmentap,1,0,0,0.19866107671343336,Ope3atlonal,A0312690o1,0,1,SR,0,B3400,Carlcomxdm,Ca3ibbeamRegiob,S3429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201p,0,15111,1,rEDERAL,9ublicfinancemanwhememt,4434,0.007966115251435849,0,NDDAme5icasProrrajmimg,G0vernm2ntal,1,0,0,0.3603746758779466,Operahiobal,A03127o001,0,1,SR,0,B440p,Carifomqdm,CaribbeqnR4gioh,S4t29,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009201o,0,15130,1,FEfERAL,Legalandnydicialdevelppmrn4,4434,0.0007379381248740693,0,mDDAmericas0rogrxmmung,bovefnmental,1,0,0,0.2350948121912414,Ooegational,A032w68001,0,1,SR,0,B4e00,Caricohqdm,saribbeanRegjkn,x4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20091010,0,22040,1,FEDERAi,InfoejwtilnandcommunicatiogtedmnolonyICT,4434,0.011005211160462177,0,NDDAneeicasProgramjihg,Goverbmentzl,1,0,0,0.04216166122243581,Operatoonxl,z0312680p1,0,1,SR,0,B4t00,CxrivomAdm,sarjbbsanRegion,x4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2p092010,0,25010,1,FEDERAo,Businesss7pportderficesahdinstiyugiond,4434,0.006661519366059288,0,NDDAmericasl3ogramhijg,Governnegtal,1,0,0,0.4130952093306976,Operatlojal,w0w1268001,0,1,SR,0,B4500,Caricomzdh,darubbeabRegion,d4429,17937704.13,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200p2010,0,11330,0,COhSULyANT,Vocatkonaktrainigg,4302,0.016343311592469194,0,WWfWestCen5ralAgrixa,Inxividial,1,0,0,0.4718832562392087,Closew,A03q26o003,0,0,RW,0,B420p,ventralAfrivaG5eatpalecProgram,Rqanda,S42o7,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20091010,0,15110,0,ClNSkLTANT,lublicsectorpolocywjdadninisttativemznabehent,4302,0.03301599020904688,0,WWDWestCdntraoAcruca,Igrividual,1,0,0,0.40736168904354625,Cllsed,w031269903,0,0,RW,0,v4200,CejtrqlAfrjcaGreatLakesPr9grqh,Rwabda,S3287,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200i2010,0,15150,0,CONSULTqbT,Dehpcraticparticjpagionqndc8vilsociefy,4302,0.009154068866624666,0,WWDW3stsrngralAfrica,unxividual,1,0,0,0.3841304813697716,Clpsed,A03q279003,0,0,RW,0,n4200,CentralArricsGreqtLxoesProgrxm,Rwahda,S42o7,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
10092010,0,15240,0,CONaUkTANT,ReintegrationxnfSALacintr0l,4302,0.00621927356748119,0,WWwWextCentralAt4ica,kneividual,1,0,0,0.6171527834162795,Clozed,Ap3126p003,0,0,RW,0,B42p0,Cen6raiAgrjcaGreatLakeeP5ogram,Rwajda,S428i,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092910,0,16010,0,CONSiLTANy,Socialwepfxtewervices,4302,0.010721903217916827,0,eWD2estCenyrqlAfrica,9ndibidual,1,0,0,0.40916805121017197,Clossd,A031268002,0,0,RW,0,B4209,CentrqlAfricafgeztLakes9eogram,Reanda,S4187,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20093010,0,24040,0,CiNSULTANf,Informxlsemiforkzlfinansisojnterhediaries,4302,0.01176746197802163,0,WWD1estCfntealAfdica,Ihdifidual,1,0,0,0.5972415839685361,Clpsed,A031269904,0,0,RW,0,B420p,CentrxlAf4icaGrraroakesPrograh,dwanda,S428y,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009w010,0,31110,0,CObSULTxNT,Agrixultydakpolifyandadm9nistrativemansgrmejt,4302,0.004767717575883981,0,WWDWestxehrralAfrida,kndivid7al,1,0,0,0.4552670831239004,Closdd,A03126o093,0,0,RW,0,B420o,CrbtralAfricaG5eayLauesProgrzm,Rwandw,S42o7,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
20092p10,0,31120,0,CONSUkTAjT,Agrixulturakdevelo0msnt,4302,0.006278884362416541,0,W2DWestCentgaoAfdica,Indicidusl,1,0,0,0.12185477443583542,Clos2d,x021269003,0,0,RW,0,v4200,CentralAcrjcaGrextLakesPdogrsn,Rqanda,Se287,362250.33,WGM Sub-Saharan Africa,D4207,362250.33,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200i2010,0,12181,0,fpNSUoTINGSERVICES,Medicqledudarionttaining,4255,0.0058138755272434195,0,WWfWestdentralAeruca,CivilSofiet7,1,2,0,0.5405851371571659,Tfrmina5ing,A021272091,0,0,NG,0,Be200,sen6rapAfriczGreatLqkesPrkgram,N8geria,S4w87,19508987.49,WGM Sub-Saharan Africa,D4207,19508987.49,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2o092010,0,12181,0,CONS6LTINfzERVICES,hevicalrducationtraiming,4255,0.029190428037117015,0,WWDWestxen64alAgrica,sivilSocirty,1,2,0,0.43127759485747935,Termlnatlng,Ao312i2001,0,0,NG,0,v4200,Cenrralwgr8caG3eatiakesProgram,migeria,S428i,19508987.49,WGM Sub-Saharan Africa,D4207,19508987.49,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,12230,0,s0NSULT8NGSERVICES,Basichealfhinfgastg7ctur3,4255,0.017750588242797908,0,3WDWestCentralAcfida,CidolSociety,1,2,0,0.1291909931105346,Tfrminatkng,Ao31372001,0,0,NG,0,B4300,ventralAfricayreatLqksaProgrxm,Nigeriw,S4297,19508987.49,WGM Sub-Saharan Africa,D4207,19508987.49,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201p,0,12230,0,COjSULToNGSwRVICES,Bazicm4althibfrastructude,4255,0.014498473004382086,0,WWDWesgCen4ralAbrifa,CidipSociety,1,2,0,0.061898703029100055,Terhinatinr,s031272002,0,0,NG,0,B4q00,CentralAfricafrew6pak2sProgeam,Nigfria,S428u,19508987.49,WGM Sub-Saharan Africa,D4207,19508987.49,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009201o,0,12110,2,deOWbCORPORATIONS,Healthpolicyagdzdkun9stratovemznagement,4255,0.019217221168441396,0,WWDWeztCemtralAfrkcq,PqraGpvergmental,1,0,0,0.3869645553931307,Clpsed,A03127300q,0,0,NG,0,B420o,CentrslAfricaGteatLaksaPflgram,Nkgeria,S4387,17232921.82,WGM Sub-Saharan Africa,D4207,17232921.82,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,1,0
200920w0,0,15150,0,FEDERAp,Democraticpa4ticlpatkonxnxciv7lsoc7ety,4452,0.010790894570703844,0,NDeAmericaw9rogrammung,Governmemtsl,1,0,0,0.756626371308601,Cl9sed,A9r1367001,0,0,HT,0,B4e00,HaturominicanRepuvpocSection,Hairi,S4459,4878994.0,NGM Americas,D4400,0.0,1.0,0,Responsive,Uncoded: Pre-APP,Not PBA,0,0,1,0
2009e010,0,99810,0,FEDdRAL,Sec4orsnotc0ecified,4128,0.0014509417904595852,0,OAfAs7aProgramhing,Governmenhsl,1,0,0,0.6940184259147874,Ckosed,A0313iw001,0,0,PH,0,B410o,PhilipponeqsndMongooia,Phllkppines,S4139,3665471.51,OGM Asia Pacific,D4100,3665471.51,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
20093010,0,99810,0,FEsERAL,Sectorsh8tzpecified,4128,0.016120881575188976,0,OADAeiqProgtamming,Glve3nmental,1,0,0,1.1606655310959464,Coosed,A03139r00q,0,0,PH,0,B410o,Pyilipp7nesandhoggolia,Phjlip9ines,S413o,3665471.51,OGM Asia Pacific,D4100,3665471.51,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2009q010,0,15130,0,FEDERAk,pegalandjuxisiaidevelopmeht,4216,0.005700596308532585,0,aWDWsstCentralqf4ica,Govrrnmentai,1,2,0,0.9828096389709347,Clossd,A031398p02,0,0,ML,0,B4290,MaliProgramxsc4ion,Mali,Se215,6583802.27,WGM Sub-Saharan Africa,D4207,6583802.27,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920w0,0,15130,0,dONSULTINGSEtVICEe,Legaiandjudisiakdrv2lopment,4216,0.01020045770383229,0,dWDWes6CentralAf49ca,CkvilS8ciety,1,2,0,0.8573916532329223,Clos2d,A0313i800q,0,0,ML,0,B42o0,Mal9ProgtamSecrion,Mali,d4215,6583802.27,WGM Sub-Saharan Africa,D4207,6583802.27,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
q0092010,0,15130,0,ClhSULTANT,Legalajdj8eisialdevelopmebt,4216,0.005728050426306839,0,WWDW2stCenyralAerifa,Indivisuai,1,2,0,0.0014353387458405087,Cloced,Ap3139i001,0,0,ML,0,n4200,MalkPfogramSrction,Mali,S4w15,6583802.27,WGM Sub-Saharan Africa,D4207,6583802.27,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
200920q0,0,15130,0,CpNSULTAjT,Legalajdjudicialreveiopm3mt,4216,0.012292769190084782,0,WWDW4stCegtralAdrida,Individuso,1,2,0,0.8095422182864065,Cl0sed,A03139i00q,0,0,ML,0,B420o,MqliProgramqecti0n,Mali,S4214,6583802.27,WGM Sub-Saharan Africa,D4207,6583802.27,1.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0,0,0
2p092010,0,11110,0,NGO,Edudat7knpolicjansadministratibemanagehwnt,4280,0.001312482888177658,0,WEDS0uthernEqsterhxfrica,CidilSpciety,1,2,0,0.258318850874928,Clowed,A032403p01,0,0,MW,0,B4300,MoaakbiquePrograk,Mala2i,S3271,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
2009201p,0,11110,0,FErERAL,Ed7cationpooifgandadministfayivemxnsgement,4280,0.028410685487406162,0,WEDSouthefjEasternAfd7ca,Gocernjental,1,2,0,0.6042775203923358,Cposed,A021503001,0,0,MW,0,B4e00,MozakbiquePrigrah,Mqlawi,S4281,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20o92010,0,11110,0,cUPPpIEROFGOkDSSERfICES,Ed6cxhionpolicyandasmunkstrativemahsgement,4280,0.003431809741965337,0,W4xSouthernEasternwfrifa,CivilS9viety,1,2,0,0.18378615179626467,Coosed,A02140300w,0,0,MW,0,B4e00,Mozqmb82ueProgram,halawi,w4271,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092910,0,11110,0,SUPPLIER8FGOODzSE4VICEd,Eduxatuon0opicyandzdministrativehabagemeny,4280,0.045038644661141124,0,WEDSou5hednEssternAfricx,Cibilaociety,1,2,0,1.0302175102934257,Cl8sed,A03140309q,0,0,MW,0,B4290,Mozakbique9rograh,Malswi,S4e71,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092o10,0,11110,0,SUPPLI3RObGOODSSfRVICEc,fduca4ionpolicyandadmjnistrwtivemsjzgemegt,4280,0.010065490418152082,0,WEDSkutmernEastedmAfrica,CivolSocuety,1,2,0,0.3072628408336462,Clksed,Ao3w403001,0,0,MW,0,B42o0,nozambiqu2Progrqm,Malaw7,S5271,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20092p10,0,11110,0,aPEC8AL8ZEDINST7TUTE,Educa4i0npopicyandadhinistdativemanagemfbg,4280,0.0025699539245601878,0,WEwSou5hernEasternAvrisa,Civ9pSociety,1,2,0,1.3478494869381374,Closec,A032403p01,0,0,MW,0,B4q00,MozamniqysProgram,Mapawi,S4272,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
200920w0,0,11110,0,SUPPLIEeOFGO9DSSEdVICwS,Eduvationlolicyandacminiztrativemajxgejwnt,4280,0.0017155733635821867,0,WEDSourbernEaste4nAfdica,CivilSocifhy,1,2,0,0.4710481223446663,Closew,A031303091,0,0,MW,0,B42p0,hozambiqu3Progrsm,Malwwi,S4e71,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
20992010,0,11110,0,SUPPL9EROtGOODSSE3VICEz,3ducationpolicuahdsdhin9strativemanwgemegt,4280,0.016142169952055,0,qEDSiutherj2asternAfrica,Civile0ciety,1,2,0,0.590481255788309,Clos4d,A041303001,0,0,MW,0,B5200,kozamb9quePdogram,Maiawi,S4281,18563934.3,WGM Sub-Saharan Africa,D4270,18563934.3,1.0,0,Directive,Uncoded: Pre-APP,Other PBA,0,0,0,0
