ASSI,CUB,ASTAI,ASSTT,SRI,TISI,ASSCA,Descr,RELATIT,ASSUBFR,CEI,Ti,CONSCO,SRASI,CHI,BFOR,VARII
1028,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand; ND means no data,H,,722.0,51,8,,CHEMBL616230,BAO_0000219,
1029,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;ND means no data.,H,,722.0,51,8,,CHEMBL616231,BAO_0000219,
1030,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,H,,,51,8,,CHEMBL616232,BAO_0000357,
1031,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor (human cloned receptor) in HEK293 cells using [3H]8-OH-DPAT as radioligand;,H,,722.0,51,8,,CHEMBL616233,BAO_0000219,
1032,Autocuration,,,1,,,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT as the radioligand,H,,722.0,51,8,,CHEMBL857973,BAO_0000219,
1033,Autocuration,,,1,,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT binding from human 5-hydroxytryptamine 1A receptor in mammalian cells,H,,,51,8,,CHEMBL616234,BAO_0000219,
1034,Autocuration,,,1,,,Compound was tested for binding affinity against human 5-hydroxytryptamine 1A receptor,H,,,51,8,,CHEMBL616235,BAO_0000357,
1035,Expert,,,1,,,Binding affinity at human cloned 5-hydroxytryptamine 1A receptor expressed in HeLa cells by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,H,,308.0,51,8,,CHEMBL616236,BAO_0000219,
1036,Expert,,,1,,,Binding affinity at native 5-hydroxytryptamine 1A receptor in rat by [3H]8-hydroxy-2-(di-n-propylamino)tetraline displacement.,H,,,51,8,,CHEMBL616237,BAO_0000019,
1037,Autocuration,,,1,,,Compound was tested for its binding affinity against 5-hydroxytryptamine 1A receptor in human cloned receptors in HEK 293 cells using [3H]8-OH-DPAT,H,,722.0,51,8,,CHEMBL616238,BAO_0000219,
1038,Autocuration,,,1,,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1A receptor in HEK 293 using [3H]5-CT as a radioligand,H,,722.0,51,8,,CHEMBL616239,BAO_0000219,
1039,Autocuration,,,1,,,In vitro binding affinity at human recombinant 5-hydroxytryptamine 1A receptor in mammalian cells using 3[H]8-OH-DPAT as the radioligand,H,,,51,8,,CHEMBL616240,BAO_0000219,
1040,Expert,9606.0,,1,,,The binding affinity was evaluated on cloned human 5-hydroxytryptamine 1A receptor expressed in HeLa cells by using DPAT as radioligand.,D,,308.0,51,9,,CHEMBL616241,BAO_0000219,
1041,Autocuration,,,1,,,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1A receptor in HEK 293 cells using [3H]8-OH-DPAT.,H,,722.0,51,8,,CHEMBL616242,BAO_0000219,
1042,Autocuration,,,1,,,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1A receptor in HEK293 cells, using [3H]8-OH-DPAT as radioligand",H,,722.0,51,8,,CHEMBL616243,BAO_0000219,
1043,Expert,,,1,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,D,,,51,9,,CHEMBL616244,BAO_0000357,
1044,Autocuration,9606.0,,1,,,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor,D,,,51,9,,CHEMBL616245,BAO_0000357,
1045,Autocuration,,,1,,,Binding affinity towards 5-HT1B receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,H,,,106,8,,CHEMBL616246,BAO_0000357,
1046,Autocuration,,,1,,,Binding affinity against 5-HT1D receptor,H,,,105,8,,CHEMBL616247,BAO_0000357,
1047,Autocuration,,,1,,,Binding affinity against 5-hydroxytryptamine 1A receptor,H,,,105,8,,CHEMBL616248,BAO_0000357,
1048,Autocuration,,,1,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,H,,,107,8,,CHEMBL616249,BAO_0000357,
1049,Autocuration,9606.0,,1,,,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,H,,,10576,8,,CHEMBL616250,BAO_0000357,
1050,Autocuration,,,1,,,Inhibition of [3H]- 8-OH-DAPT binding against human recombinant 5-hydroxytryptamine 1A receptor,H,,,51,8,,CHEMBL616251,BAO_0000357,
1051,Autocuration,,In vivo,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 15 min after administration of the compound,H,,,11863,8,,CHEMBL616252,BAO_0000218,
1052,Autocuration,,In vivo,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 30 min after administration of the compound,H,,,11863,8,,CHEMBL616253,BAO_0000218,
1053,Autocuration,,In vivo,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice 60 min after administration of the compound,H,,,11863,8,,CHEMBL616254,BAO_0000218,
1054,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 15 min,D,,,11863,9,,CHEMBL616255,BAO_0000218,
1055,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 30 min,D,,,11863,9,,CHEMBL832872,BAO_0000218,
1056,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 10 mg/kg after 60 min,D,,,11863,9,,CHEMBL616256,BAO_0000218,
1057,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 15 min,D,,,11863,9,,CHEMBL616257,BAO_0000218,
1058,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 30 min,D,,,11863,9,,CHEMBL616258,BAO_0000218,
1059,Expert,10090.0,,1,,,Antagonist activity at 5-hydroxytryptamine 1A receptor against (+)-8-OH-DPAT induced hypothermia in mice at 1 mg/kg after 60 min,D,,,11863,9,,CHEMBL616384,BAO_0000218,
1060,Autocuration,,,1,10000000.0,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,H,,,11863,8,,CHEMBL616385,BAO_0000221,
1061,Expert,,,1,,,Inhibitory activity against serotonin 5-hydroxytryptamine 1A receptor from mice.,H,,,11863,8,,CHEMBL616386,BAO_0000357,
1062,Expert,10090.0,,1,10000000.0,,Inhibitory activity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,D,,,11863,9,,CHEMBL616387,BAO_0000221,
1063,Autocuration,,,1,10000000.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,H,,,11863,8,,CHEMBL616388,BAO_0000221,
1064,Expert,10090.0,,1,10000000.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus,D,,,11863,9,,CHEMBL616389,BAO_0000221,
1065,Autocuration,,,1,10000000.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in mouse hippocampus; Not determined,H,,,11863,8,,CHEMBL616390,BAO_0000221,
1066,Autocuration,,,1,,,Compound was tested for binding affinity to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as a radioligand,H,,,11863,8,,CHEMBL616391,BAO_0000357,
1067,Expert,10090.0,,1,10000000.0,,Hill number was determined for inhibition of of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in mouse hippocampus,D,,,11863,9,,CHEMBL616392,BAO_0000221,
1068,Autocuration,9823.0,,1,,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor,H,,,51,8,,CHEMBL616393,BAO_0000357,
1069,Autocuration,9823.0,,1,,,Ability to displace [3H]8-OH-DPAT radioligand from porcine 5-hydroxytryptamine 1A receptor; ND denotes not determined,H,,,51,8,,CHEMBL616394,BAO_0000357,
1070,Autocuration,9823.0,,1,,,Binding affinity of compound measured for 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT-labeled porcine brain homogenates,H,,,51,8,,CHEMBL616395,BAO_0000019,
1071,Autocuration,9823.0,,1,,,Compound was evaluated for the binding affinity at 5- HT1A receptor,H,,,51,8,,CHEMBL616396,BAO_0000357,
1072,Autocuration,9823.0,,1,,,Compound was tested in vitro for its ability to compete with [3H]8-OH-DPAT at 5-hydroxytryptamine 1A receptor in porcine brain homogenate,H,,,51,8,,CHEMBL872907,BAO_0000019,
1073,Autocuration,9823.0,,1,,,In vitro for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in porcine brain homogenate,H,,,51,8,,CHEMBL616397,BAO_0000019,
1074,Autocuration,9823.0,,1,,,Compound was tested for its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in pig cortex,H,,,51,8,,CHEMBL616398,BAO_0000019,
1075,Expert,9823.0,,1,,,Displacement of [3H]- 8-OH-DPAT from porcine 5-hydroxytryptamine 1A receptor,H,,,51,8,,CHEMBL616399,BAO_0000357,
1076,Autocuration,9823.0,,1,,,Binding activity radioligand.,H,,,51,8,,CHEMBL857065,BAO_0000357,
1077,Expert,9823.0,,1,,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,H,,,51,8,,CHEMBL616400,BAO_0000019,
1078,Autocuration,9823.0,,1,,,Binding activity against 5-hydroxytryptamine 1A receptor from pig cortex membrane using [3H]8-OH-DPAT-HT as radioligand.,H,,,51,8,,CHEMBL616401,BAO_0000019,
1079,Expert,,,1,,,Displacement of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor from pig cortex,H,,,10624,8,,CHEMBL616402,BAO_0000019,
1080,Expert,9823.0,,1,,,Displacement of [3H]8-OH-DPAT from pig cortex 5-hydroxytryptamine 1A receptor,H,,,51,8,,CHEMBL616403,BAO_0000019,
1081,Autocuration,9823.0,,1,10000000.0,,Binding affinity for 5-hydroxytryptamine 1A receptor in piglet hippocampus using [3H]8-OH-DPAT,H,,,51,8,,CHEMBL616404,BAO_0000221,
1082,Autocuration,9823.0,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in pig frontal cortex membranes using [8H]-OH-DPAT,H,,,51,8,,CHEMBL616405,BAO_0000249,
1083,Autocuration,9823.0,,1,,,Binding affinity was evaluated by 5-hydroxytryptamine 1A receptor agonism in the pig cortex by displacing 8-OH-DPAT,H,,,51,8,,CHEMBL616406,BAO_0000019,
1084,Expert,9823.0,,1,,,Agonistic activity against 5-hydroxytryptamine 1A receptor in pig cortex using [3H]8-OH-DPAT,H,,,51,8,,CHEMBL616407,BAO_0000019,
1085,Autocuration,9986.0,,1,,,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the presence of endothelium,H,,,51,8,,CHEMBL616408,BAO_0000019,
1086,Expert,10116.0,,1,,,Inhibition activity against 5-hydroxytryptamine 1A receptor in rat hippocampus membranes using radio binding assays,D,,,10576,9,,CHEMBL616409,BAO_0000249,
1087,Expert,10116.0,,1,10000000.0,,"Inhibition of [3H]8-hydroxy-2-dipropylamino-1,2,3,4-tetrahydronaphthalene binding to 5-hydroxytryptamine 1A receptor in hippocampus region of rat brain; Less active",D,,,10576,9,,CHEMBL616410,BAO_0000221,
1088,Autocuration,,,1,,,Tested for the effect on binding at 5-hydroxytryptamine 1A receptor; No activity,H,,,10576,8,,CHEMBL616411,BAO_0000357,
1089,Expert,10116.0,,1,,,"Antagonist activity to stimulate binding of [35S]GTP-gamma-S, to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",D,Membranes,,10576,9,,CHEMBL616412,BAO_0000249,
1090,Expert,10116.0,,1,10000000.0,,"Inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding in rat hippocampal membranes",D,Membranes,,10576,9,,CHEMBL616413,BAO_0000249,
1091,Autocuration,,,1,10000000.0,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,H,,,10576,8,,CHEMBL616414,BAO_0000221,
1092,Expert,10116.0,,1,10000000.0,,Binding affinity for rat hippocampus 5-hydroxytryptamine 1A receptor by inhibition of [3H]8-OH-DPAT binding,D,,,10576,9,,CHEMBL616415,BAO_0000221,
1093,Autocuration,,,1,,,Binding affinity measured at the 5-hydroxytryptamine 1A receptor by the inhibition of [3H]8-OH-DPAT binding to rat cortex using unlabeled buspirone for nonspecific binding.,H,,,10576,8,,CHEMBL616416,BAO_0000019,
1094,Expert,,,1,,,Binding affinity of 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand.,H,,,10576,8,,CHEMBL616417,BAO_0000357,
1095,Autocuration,,,1,,,Binding affinity of [3H]- -8-OH-DPAT labelled towards Rat Hippocampal 5-hydroxytryptamine 1A receptor using radioligand binding assay,H,,,10576,8,,CHEMBL616418,BAO_0000357,
1096,Autocuration,,In vitro,1,,,Binding affinity of [3H]-8-OH-DPAT towards 5-hydroxytryptamine 1A receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,H,,,10576,8,,CHEMBL616419,BAO_0000219,
1097,Autocuration,,,1,,,Binding affinity of compound against 5-hydroxytryptamine 1A receptor binding site using radioligand [3H]8-OH-DPAT,H,,,10576,8,,CHEMBL616420,BAO_0000357,
1098,Autocuration,,,1,,,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,H,Membranes,,10576,8,,CHEMBL616421,BAO_0000249,
1099,Autocuration,,,1,,,Binding affinity of compound towards 5-HT 1A receptor by measuring ability to displace [3H]OH-DPAT from 5-hydroxytryptamine 1A receptor in rat striatal membranes,H,Membranes,,10576,8,,CHEMBL616422,BAO_0000249,
1100,Expert,,,1,,,Binding affinity of compound towards 5-hydroxytryptamine 1A receptor in rat striatal membranes by [3H]OH-DPAT displacement.,H,Membranes,,10576,8,,CHEMBL616423,BAO_0000249,
1101,Expert,10116.0,,1,,,Binding affinity for 5-hydroxytryptamine 1A receptor with [3H]5-HT,D,,,10576,9,,CHEMBL616424,BAO_0000357,
1102,Expert,,,1,,,Binding affinity to the rat 5-hydroxytryptamine 1A receptor,H,,,10576,8,,CHEMBL616425,BAO_0000357,
1103,Expert,,,1,,,Binding affinity was tested on 5-hydroxytryptamine 1A receptor using radioligand [3H]5-HT binding assay.,H,,,10576,8,,CHEMBL616426,BAO_0000357,
1104,Autocuration,,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor from rat hippocampus using [3H]8-OH-DPAT as the radioligand.,H,,,10576,8,,CHEMBL616427,BAO_0000221,
1105,Autocuration,,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor of rat hippocampus tissue.,H,,,10576,8,,CHEMBL616428,BAO_0000221,
1106,Autocuration,,,1,10000000.0,,Binding affinity by measuring displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,H,,,10576,8,,CHEMBL616290,BAO_0000221,
1107,Expert,10116.0,,1,,,Displacement of [3H]8-OH-DPAT from rat striata 5-hydroxytryptamine 1A receptor,D,,,10576,9,,CHEMBL616052,BAO_0000357,
1108,Autocuration,,,1,,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1A receptor,H,,,10576,8,,CHEMBL616053,BAO_0000357,
1109,Autocuration,,,1,,,Binding affinity towards 5-HT 1A receptor in rat cerebral cortex membranes using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616054,BAO_0000249,
1110,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor,H,,,10576,8,,CHEMBL616055,BAO_0000357,
1111,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in competitive binding assay,H,,,10576,8,,CHEMBL616056,BAO_0000357,
1112,Expert,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,H,,,10576,8,,CHEMBL616057,BAO_0000019,
1113,Expert,10116.0,,1,955.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,D,,,10576,9,,CHEMBL616058,BAO_0000221,
1114,Autocuration,,,1,955.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,H,,,10576,8,,CHEMBL616059,BAO_0000221,
1115,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor in rat hypocampus membrane using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616060,BAO_0000249,
1116,Expert,10116.0,,1,10000000.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor in the rat brain (hippocampus) using [3H]8-OH-DPAT,D,,,10576,9,,CHEMBL616061,BAO_0000221,
1117,Expert,,,1,10000000.0,,Binding affinity towards 5-hydroxytryptamine 1A receptor of rat hippocampus using [3H]-8-hydroxy-2-(di-n-propylamine) tetralin (8-OH-DPAT) as a radioligand,H,,,10576,8,,CHEMBL616062,BAO_0000221,
1118,Autocuration,,,1,,,Binding affinity towards 5-hydroxytryptamine 1A receptor sites in cortical membranes using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616063,BAO_0000249,
1119,Autocuration,,,1,2435.0,,"Binding affinity towards 5-hydroxytryptamine 1A receptor sites, in rat striatum membranes using [3H]- sandoz 205-501 as radioligand",H,,,10576,8,,CHEMBL616064,BAO_0000249,
1120,Expert,10116.0,,1,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cortex membranes,D,Membranes,,10576,9,,CHEMBL616065,BAO_0000249,
1121,Expert,10116.0,,1,,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat cerebral cortex membranes,D,Membranes,,10576,9,,CHEMBL616066,BAO_0000249,
1122,Autocuration,,,1,10000000.0,,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616067,BAO_0000221,
1123,Autocuration,,,1,10000000.0,,Binding affinity towards rat hippocampal 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; Not tested,H,,,10576,8,,CHEMBL616068,BAO_0000221,
1124,Intermediate,,,1,10000000.0,,Binding affinity against rat hippocampal 5-hydroxytryptamine 1A (5-HT1A) receptor determined using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616069,BAO_0000221,
1125,Expert,,,1,,,Binding was determined on 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,H,,,10576,8,,CHEMBL616070,BAO_0000249,
1126,Autocuration,,,1,10000000.0,,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand,H,,,10576,8,,CHEMBL616071,BAO_0000221,
1127,Expert,,,1,10000000.0,,Binding affinity against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.,H,,,10576,8,,CHEMBL616072,BAO_0000221,
1128,Autocuration,,,1,10000000.0,,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand.; ND = Not determined,H,,,10576,8,,CHEMBL616073,BAO_0000221,
1129,Autocuration,,,1,10000000.0,,Binding affinity was evaluated against 5-hydroxytryptamine 1A receptor on rat hippocampus using [3H]8-OH-DPAT as radioligand; ND = Not determined,H,,,10576,8,,CHEMBL616074,BAO_0000221,
1130,Expert,,,1,,,Binding affinity was evaluated by determining in vitro displacement of [3H]8-OH-DPAT from the central 5-hydroxytryptamine 1A receptor recognition site in rat frontal cortex homogenate.,H,,,10576,8,,CHEMBL616075,BAO_0000019,
1131,Autocuration,,,1,,,Binding affinity was evaluated by using [3H]8-OH-DPAT radioligand by using competitive binding assay on 5-hydroxytryptamine 1A receptor,H,,,10576,8,,CHEMBL616076,BAO_0000357,
1132,Expert,10116.0,,1,,,Binding affinity for 5-HT1A measured by displacing [3H]8-OH-DPAT from rat cortical membranes; Not determined,D,,,10576,9,,CHEMBL616077,BAO_0000019,
1133,Expert,10116.0,,1,,,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes,D,,,10576,9,,CHEMBL616078,BAO_0000019,
1134,Expert,10116.0,,1,,,Binding affinity for 5-hydroxytryptamine 1A receptor measured by displacing [3H]8-OH-DPAT from rat cortical membranes;ND-Not determined,D,,,10576,9,,CHEMBL616079,BAO_0000019,
1135,Expert,10116.0,,1,,,Binding affinity against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,D,,485.0,10576,9,,CHEMBL616080,BAO_0000219,
