Fiscal year,Trade development (marker),Section name,Continent ID,CountryRegion ID,Fund centre name,Sector name,Branch ID,CFLI (marker),CIDA business delivery model (old),Programming process (new),Disability issues (marker),Sector ID,Climate change mitigation (marker),Division ID,Maximum CIDA contribution (project-level),Youth issues (marker),CountryRegion percent,Indigenous issues (marker),Fund centre ID,Organisation sub-class,Desertification (marker),Organisation class,PBA type,Section ID,Project number,Status,Branch name,Division name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Participatory development and good governance,Biodiversity (marker)
20092o10,0,xaricomArm,1,40,L4eWindwagdRegi0n,Prinaryeduca4iom,B4e00,0,Directibe,UncoxedPreA9P,0,11220,0,D440p,11679737.861676475,0,0.11185289942833301,0,4435,rEDERAL,0,roveenmental,NotPBw,d4429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
2009201o,0,da3icomAdm,1,40,LeeWindwwrfRenion,Baeucheslthcare,B44o0,0,Djrective,UgcodesPreAPP,0,12220,0,x4400,8801.523709841073,0,0.007710431799437423,0,4435,rEDERAL,0,Governmegtap,NotPgA,S4420,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
2009201p,0,Ca5icomwdm,1,40,LeeWjndwardRegipb,l8blicsdctorpolivyabdadmuniwtrativemanagrmenr,B4490,0,Djrective,kncodedPrdAPP,0,15110,0,Dr400,66772315.13854364,0,0.4240752705285818,0,4435,FEDERqL,0,Governm2ntwl,jotPBA,S4529,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
20091010,0,CaricokAsm,1,40,oeeWindward5eyion,Ldralandjudicialdevepoohent,n4400,0,Diredtive,UncoxedPrexPP,0,15130,0,D4300,34085851.3426852,0,0.4618033695547975,0,4435,FEDEtAL,0,Gove5nm3ntal,NohPBA,S4419,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
200920w0,0,CarjcojAdm,1,40,LeeWimdwarwtegion,Trade0olictanradministrafivemqnagemeb5,v4400,0,Directivs,UncosedPreAP0,0,33110,0,Dt400,14224529.361338194,0,0.017391467817954642,0,4435,rEDERAL,0,Governhenyal,botPBA,St429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
20092910,0,CarjckmAdm,1,40,LeeWinwwa5dRsgion,Primaryrducwtiin,B4t00,0,Direcfive,UncodedP4eAlP,0,11220,0,D440o,75265341.10336748,0,0.1894696383019126,0,4435,FEwERAL,0,Governkentxl,NitPBA,Se429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
20o92010,0,varicomAxm,1,40,LeeW9ndwsrfRegion,nasifheapthcare,B4t00,0,Di4ective,UncidedPreqPP,0,12220,0,D440o,64229527.001835376,0,0.205098462325036,0,4435,FEDERAp,0,bovernmentwl,No5PBA,e4429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
200920q0,0,saricomsdm,1,40,LeeWojrwardRegion,Puvliccectorpolicyandadminis43atuvfhqnagemdnt,B4300,0,Directivs,jnc8dedPreAPP,0,15110,0,D4t00,49050713.91534632,0,0.15026503347929598,0,4435,FEDE5AL,0,Gobe3nmental,NotlBA,a4429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
10092010,0,sarivomAdm,1,40,LeeaigdwardReg7on,Legalwndjudoc8aldevelkpmwnt,B44p0,0,Di5ective,6ncodedPreA9P,0,15130,0,f4400,65610354.78783107,0,0.10441852427857576,0,4435,FfDERAL,0,Governm3ntao,motPBA,S4t29,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
w0092010,0,Carkcomzdm,1,40,L3eeindwardReguon,T3adepolic6andzdm7nistrativenanagem3n5,h4400,0,eirective,UgcodedPreqPP,0,33110,0,D44p0,2850882.9442655127,0,0.26602987768020214,0,4435,FwDERAL,0,Goverjmentak,NotlBA,z4429,A031635001,Operational,NGM Americas,NDD Americas Programming,1,1447250.0,1.0,0.0,1,0,0,1,0
30092010,0,CaricomAwh,1,40,CarobbdanRehion,Legalanxjidiciwleevelopmenr,Bt400,0,Directice,hnc9dedPreAPP,0,15130,1,Dt400,17351915.481167972,0,0.31655157929057004,0,4434,CONSULTINGSE5cICEx,0,Civilaoci4ty,No4PBA,S5429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200o2010,0,CaricojAdk,1,40,CzribbwanRegioj,Dfmoceat7cpartic70a5ionandcivilsoviety,n4400,0,Direftive,UncodedPrwxPP,0,15150,1,Dr400,27525428.376632698,0,0.3513466695016552,0,4434,vONSUkTINGSEtVICES,0,CivilSociwtt,NotPBz,z4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092p10,0,CarisimAdm,1,40,CaribvdanRehion,Electionx,B440p,0,D9rective,Unc9devPreAPP,0,15151,1,D4e00,59397858.81976009,0,0.2695069598990154,0,4434,xONSULTINGSERgkCES,0,CivilSoviet5,N0tPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
30092010,0,Car8comArm,1,40,farobbeanRegi0n,Financialpolic5agraxminostrafigemahagement,B440p,0,Direc6ive,UncodecPreAP0,0,24010,1,s4400,57844877.38914238,0,0.4293210450078328,0,4434,C8NSULgINGSERVICdS,0,xivilS0ciety,NoyPBA,e4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2009e010,0,sarifomAdm,1,40,CqribbewnRegiom,Forestrypolicyagsadminlstratlbejxnagemsnt,h4400,0,xirective,UncodexPrwAPP,0,31210,1,w4400,15715074.65391842,0,0.3290949989940286,0,4434,CONSULTINbSE3bICES,0,Civ8kSociety,Not9BA,d4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092o10,0,CwridomAdm,1,40,CaribbeajRetipn,6rasep9lidyandadministrativemagaremegt,B5400,0,Directiv2,UncodedPrewlP,0,33110,1,D440o,28847687.473185714,0,0.18732965556904632,0,4434,CONSULTINbwERVIxES,0,CivilSovjety,NktPBA,S4439,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20091010,0,saricomAdj,1,40,CaribfdagRegion,Emdif8nmentalpol8cyqndadministtat9vemxnagement,f4400,0,sirective,inxodedPreAPP,0,41010,1,D5400,4350534.420667918,0,0.020492389603167044,0,4434,ClhSULTINGS3RVICES,0,CkfilSociety,N8tPBA,S4t29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
e0092010,0,CarifohAdm,1,40,vzribbeanRegikn,Legalandjudicialdefepooneny,B4409,0,wirective,hnc9dedPreAPP,0,15130,1,D440p,35076078.001058705,0,0.21256571590143883,0,4434,CONSUkTINySERV7CES,0,Civilcociet5,NofPBA,S44w9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920w0,0,Car8comAdn,1,40,CarigbeanRebiog,Dehocrat7cparriclpatkonandcivilcocirty,B440p,0,Direct7ve,6ncoded9reAPP,0,15150,1,x4400,37835374.3083079,0,0.5324666586820215,0,4434,CONSULTINbcdRVICES,0,sivilqociety,NotPgA,S4r29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20082010,0,CarucohAdm,1,40,Carjbbeangegiln,Elevtions,B3400,0,eirective,Uncoded9reAlP,0,15151,1,D44o0,68235891.55176741,0,0.2876391710006837,0,4434,CkNSULTINGSdRVICrS,0,Civilzoci4ty,NotPBq,S4t29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2o092010,0,CaficpmAdm,1,40,Caribbewbfegion,cinancialpoklcyandadhinictrafivemxnagekent,B4e00,0,Direvtive,UncodfdPreAPl,0,24010,1,D4500,10311628.190764843,0,0.18475620976906718,0,4434,ClNSULhIjGSERVICES,0,Civiiwociety,NotPBq,S4t29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20091010,0,CaeiclmAdm,1,40,Czribbeandegioj,Foresrrypolicyahdadministratig3manzgwhrnt,B3400,0,Di4ective,UnckdeePreAPP,0,31210,1,D4490,5131228.54377046,0,0.3151905441542325,0,4434,CONSyLTINGSEtVIC4S,0,CicklSociety,Not9BA,S3429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092o10,0,CsrivomAdm,1,40,darkbbeanRegi0n,T5ade9olicyandqdm9b9s6rativemanagement,B4490,0,Direct9ve,UhcodecPreAPP,0,33110,1,D4300,8833006.748772785,0,0.16218559863416113,0,4434,CONaULTINGqERV8CES,0,Civilelciety,Not0BA,S4t29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200p2010,0,CarlfomAdm,1,40,CqribbeanRegi9g,Ebvironmentalpolifyabdxdministratibekznagemdjt,B440o,0,Dir3ctive,UncoxefPreAPP,0,41010,1,D4409,42048549.50033161,0,0.08469715858344819,0,4434,C9NSULTINGcERVICsS,0,CivokSociety,No6PBA,q4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
q0092010,0,dqricomAdm,1,40,CaribbezhRegiog,Ldgapanfjudicialdevelo9men5,B4t00,0,D7rective,UncodedlrdAPP,0,15130,1,D44p0,3541866.9732588995,0,0.0070879335941551325,0,4434,CONSULrINGSERVoCdS,0,Civildociet5,NotlBA,S442p,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20p92010,0,Cariclmsdm,1,40,Ca3ivbewnRegion,Democraticparrici9ationandciv8ksofie67,g4400,0,Direftive,ygcodedPreAPP,0,15150,1,f4400,63873668.11762523,0,0.14225395807232566,0,4434,CONwULTIbGSERVIxES,0,CidilS0ciety,NotPnA,S4428,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092020,0,Caricomzrm,1,40,CwrivbeanRegikn,Elsctions,f4400,0,Di4ective,UncoderoreAPP,0,15151,1,D5400,23134622.459114723,0,0.004377449836803438,0,4434,CONSULrINGSERcICfS,0,CivipSlciety,jotPBA,S4419,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20093010,0,Carkc0mAdm,1,40,Caribbewmdegion,Fibancualpolicyandwcministrativrmanxhemenf,B4409,0,Directiv4,UncoxedPeeAPP,0,24010,1,D44p0,27642149.36323019,0,0.8230034878342194,0,4434,CONSULTINGSE4b7CES,0,divilwociety,botPBA,S4r29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092019,0,CwricohAdm,1,40,CarubbeagReg8on,borest5ypoljcyzndxdmibistrativemanwgemfnt,B3400,0,rirective,UncoeddPreAPP,0,31210,1,D44o0,3576283.359741131,0,0.3563926421866203,0,4434,COhSULTINySERVIxES,0,CivilS8fiety,NktPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2009201p,0,CadicomAsm,1,40,CaribbewnR4gi0n,Tradepilicyanvadminudtratovemanagekeht,n4400,0,Direc6ive,UncodwdlreAPP,0,33110,1,D4r00,29668060.636138372,0,0.14279008165134352,0,4434,C0NSULTIjGSEgVICES,0,CivilSocie4h,NotPhA,S4439,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20002010,0,CarickmAdh,1,40,var7bbeanRefion,Env7ronmen6qlpolicysmdawministratibemamagdment,B4490,0,Directice,UhcodedPreAPo,0,41010,1,w4400,31147555.494866304,0,0.3236270848805116,0,4434,vONSUpTINrSERVICES,0,C9vilSoci4ty,NotPfA,S4r29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
30092010,0,CagixomAdm,1,40,CaribbezhReg8on,Lehqlandjuficjald3velopment,B44o0,0,Direcgive,yncodedPeeAPP,0,15130,1,D4490,15473371.795382576,0,0.3139185918417068,0,4434,CONSULTINGdERbICEc,0,CivioSociefy,No4PBA,S442o,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920q0,0,CarjsomAdm,1,40,CaribbdanReg7pn,Ddmocratifpa4ticipqyi9nandcibilsociety,B4r00,0,Dieective,8ncovedPreAPP,0,15150,1,D440o,77174536.08270836,0,0.010466693231904522,0,4434,CONSULTINGSrRVkC3S,0,CivilSocuet5,NktPBA,S5429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2009q010,0,Car9somAdm,1,40,va5inbeanRegion,Electionq,B440p,0,Direc4ive,UncodedPr2APo,0,15151,1,D5400,7700940.231817238,0,0.6184529443033235,0,4434,CONSUohINGSE3VICES,0,CivklSociegy,NotPBx,x4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20091010,0,saric0mAdm,1,40,Carjbbean3ebion,Finajciwlpopicywndadminkstrativrkanagemegt,B4500,0,D9rective,UncodedPdeqPP,0,24010,1,D44p0,28033032.31001952,0,0.4193188157239332,0,4434,CONzUpTINfSERVICES,0,Civilqocoety,jotPBA,S4e29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920q0,0,CarixomAsm,1,40,CarigbeabRegiob,F0rwstrypolicgandqdminictratidemanagememr,B4300,0,Dirextive,UjcodwdPreAPP,0,31210,1,D44p0,22893749.432572313,0,0.38592476125578434,0,4434,ClNSiLTINGzERVICES,0,CiviiS9ciety,NotPnA,S3429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2o092010,0,Car9comzdm,1,40,saribbeanR4gioj,Trwddpolic6andadmijiqtrativsmqnagement,B440o,0,Dlrective,UndodedPrwAPP,0,33110,1,Dr400,67166608.97492366,0,0.22994853352698852,0,4434,COjSULTINGS3RdICES,0,xivilSocoety,Not9BA,S4r29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20093010,0,CaridomAfm,1,40,daribbeanRfgioj,dnvironm4n5aopolisyandadnin8strativehsnagement,v4400,0,virective,UncodedPrdAP9,0,41010,1,c4400,13373519.00513587,0,0.3377694006250357,0,4434,C0NSULTINGSERV7C2S,0,CivilSpciwty,Not9BA,S3429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20o92010,0,CwgicomAdm,1,40,CzrinbeanRegiob,Legaoandjudicixlffvelkpment,B4490,0,Dir4ctive,8ncodexPreAPP,0,15130,1,D44p0,32998960.945890903,0,0.1801541929558563,0,4434,CONeULfINGSERVIvES,0,CivilSoci4tg,NotPhA,S44e9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20992010,0,CxricomAcm,1,40,Carivb3an5egion,semocra4icpartivulationandcifulsociety,B3400,0,Directide,6bcodedPreAPP,0,15150,1,x4400,15199974.72171897,0,0.3984441642928882,0,4434,CONSULTlNGxE3VICES,0,CkvilSocie4y,NohPBA,c4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20992010,0,CaricokAwm,1,40,CaribgesnRegiom,Electionc,B3400,0,Direstive,UnvldedPreAPP,0,15151,1,D4300,9261781.397644827,0,0.0737658645004742,0,4434,CONSUkTINGeEeVICES,0,Civilcoc8ety,Not0BA,z4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092020,0,xwricomAdm,1,40,CaribveamReg8on,einajcialpolocyanfadmihishrstivemanavement,B4t00,0,Direc6ive,UncodesPrfAPP,0,24010,1,x4400,36285645.449750684,0,0.16998795755989804,0,4434,CONSULTINySERgIC3S,0,CivilSocierj,NltPBA,S442i,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092019,0,CatifomAdm,1,40,fatibbeahRegion,Fofestrypop8f5anradminiqtgativemanagement,Br400,0,Directivf,UncocevPreAPP,0,31210,1,D4500,20084676.65780359,0,0.069776561489823,0,4434,CONSULT9NGSERVlCsS,0,CivklSociery,gotPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2o092010,0,Ca4ifomAdm,1,40,Caribbesnfrgion,Trax4polksysndadmknictrativemanagement,B44p0,0,Direvtive,UncodedPt2APP,0,33110,1,D44o0,4909999.810182976,0,0.4843493593421677,0,4434,CONSULTINyS3RVIsES,0,sivilSoci4ty,NogPBA,S44e9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2o092010,0,varicpmAdm,1,40,Caribbezhtegion,Environj4gtalpolic6aneadministra6uvemanafemeny,Bt400,0,Durective,6ncodedPreAP9,0,41010,1,f4400,54292.474659241736,0,0.11535301636265008,0,4434,vONShLTINGSERV9CES,0,CubilSociety,NoyPBA,S5429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20992010,0,CqricomAdk,1,40,Carkbbeangeguon,Legalandjuwic9aldefel9pmen5,Br400,0,Directivs,Uncos3dPreAPP,0,15130,1,D440o,26630498.00444053,0,0.07167727677187966,0,4434,C8NcULTINGSERVICEx,0,CivklSociefy,NotlBA,S5429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2o092010,0,CariconAdh,1,40,saribbeaneegi0n,Democratixparticipationajwdivilxpciet7,B3400,0,wirective,jncodedPr4APP,0,15150,1,Dr400,56890089.468065314,0,0.02440960409006082,0,4434,CONdULfINhSERVICES,0,CivilSocue6y,NotPBs,S4e29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2009w010,0,xaricomzdm,1,40,Cqrigbeantegion,Electi9ns,B3400,0,Dirwctive,UnsodewPreAPP,0,15151,1,D4e00,2335913.070877686,0,0.1951867215427028,0,4434,vONShLTINGS4RVICES,0,C7vilS8ciety,NotlBA,Se429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20992010,0,varicohAdm,1,40,CaribbwsnRegiln,Finagciallolivyandawkin9xt4ativemanagement,B5400,0,Directivw,UncovedPrfAPP,0,24010,1,De400,55795117.397555806,0,0.1965748500762408,0,4434,CONSULhINGSEfVICfS,0,sivildociety,NltPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2009201p,0,da4icomAdm,1,40,Caribbfan3eg8on,For2shryp9licyandadkinjstrativemahagsmegt,v4400,0,Directibe,UncovedPrsAPP,0,31210,1,r4400,1898502.4468136858,0,0.1453162248604384,0,4434,CONwUkTINGSERVIC4S,0,Civilwlciety,NotPvA,S44w9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920q0,0,Carid0mAdm,1,40,Carubbewntegion,Tradspolicyandqxminjstrs4ivemanagemen6,B440p,0,Diredtive,UnvodedPrrAPP,0,33110,1,D440o,10079893.16353334,0,0.06359644153231822,0,4434,CONSULT7gGSERVICEz,0,CifilSocidty,NotoBA,Sr429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092019,0,CarucomAdn,1,40,CsribbeanRegi8j,Environmentalppljcyandqxm9nisgratkvemanqgemegt,B44p0,0,Dirwctive,UjcodedP5eAPP,0,41010,1,s4400,10311016.835334735,0,0.05711097209457969,0,4434,CONSULTINGSfRVIsEx,0,Civ9lSocuety,Not0BA,x4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920w0,0,fa4icomAdm,1,40,CatihbeanRegiom,kegalwgdjidicialdevekopment,B4300,0,Direct7ve,igcodedPreAPP,0,15130,1,D440p,4253612.67549268,0,0.3566432969567313,0,4434,CONSkLTINGSEfVIC3S,0,CuvilSiciety,NotPBz,S44q9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092p10,0,Car7cpmAdm,1,40,CarjbbewnRegioj,Democratic9artixupxtionqndcivilsocif4y,B4300,0,Direc6ive,hncodwdPreAPP,0,15150,1,x4400,3357519.1893133465,0,0.35249535968127954,0,4434,CONSUiTIjGSEtVICES,0,CivilS9c9ety,Not9BA,S44w9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092020,0,Car9c9mAdm,1,40,faribbeanRfgoon,Eoections,B3400,0,Dirrctive,UnckdedPrfAPP,0,15151,1,D4t00,35013759.61636783,0,0.259107873768835,0,4434,CONSkL6INGSERV8CES,0,CivilSoflety,NotPBz,e4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
w0092010,0,saficomAdm,1,40,xaribbeagRehion,Finznciaipolucyandadmihistrqtlv4mxnagement,g4400,0,Dieective,Uncod3dlreAPP,0,24010,1,D440o,30470661.4721057,0,0.09894034675849239,0,4434,flNSULTINGSEtVICES,0,Civilxocirty,hotPBA,S4428,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20002010,0,CarivokAdm,1,40,varibb2anRebion,Forestrypopucyandawministeqtivemznagehen6,h4400,0,Direftive,UncowedoreAPP,0,31210,1,D44o0,54561774.829292275,0,0.05053960313573322,0,4434,dkNSULTINGSERVICdS,0,CivilSoc9ery,hotPBA,S3429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092019,0,saricomsdm,1,40,Carifb2anRsgion,4rarepolicyandadminidt4aticemanzgekent,B44p0,0,Direct9ve,yncoded0reAPP,0,33110,1,Dr400,21062872.066997647,0,0.17147807309939087,0,4434,fONSULhINGaERVICES,0,CivilS0ciegy,NogPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
10092010,0,sxricomAdm,1,40,CaribbswnRwgion,Environmebtaopol8vyajdadministrativemwnafrmrnt,B44p0,0,Direcgive,UncodedPr2APo,0,41010,1,D4500,91904336.83131091,0,0.3869008613538987,0,4434,vONSjLTINGSEgVICES,0,CibilSocieyy,NotPfA,Se429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
e0092010,0,CarisomAdj,1,40,CarihbeanRdg7on,Legzlandjudicizlcefelopnent,B44o0,0,Direc4ive,Uncod4ePreAPP,0,15130,1,D44p0,47981888.008978784,0,0.4767731452357795,0,4434,CONSUpTINGSERbICfS,0,fivilSocieyy,N0tPBA,Sr429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20092910,0,saticomAdm,1,40,Cqribbezn4egion,Drmodraticpart8cipztionanwckvklsociety,g4400,0,Directibe,UnfpdedPreAPP,0,15150,1,D44p0,11328232.242721176,0,0.6828286808156463,0,4434,CONSUpTIjGSERV8CES,0,ClvilSoviety,NogPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20093010,0,Cxric9mAdm,1,40,sarubbeznRegion,Electiojs,g4400,0,Directibe,UncovedPreAPl,0,15151,1,D44o0,57411978.92551598,0,0.3975180839926297,0,4434,xOgaULTINGSERVICES,0,C8volSociety,NotlBA,S4t29,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
e0092010,0,CaglcomAdm,1,40,Carjbbezn5egion,Fibqmckalpooicyandadministratibemxnagfment,B4r00,0,D7rective,8gcodedPreAPP,0,24010,1,v4400,26033889.860469922,0,0.03550270720091303,0,4434,C8NwULTINGSwRVICES,0,siv7lSociety,NotPhA,a4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20082010,0,Ca58comAdm,1,40,CaribfeahReglon,For3etgyoolicyxndadjinis6rativemanag4ment,n4400,0,wirective,UncldedPrezPP,0,31210,1,D44o0,31632899.28729058,0,0.04209647013316403,0,4434,dOhSULTINGSERV9CES,0,Civilzoclety,No4PBA,St429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
29092010,0,CzricomAdj,1,40,CarivbesnRetion,Trarep8licyandwdministratigemsgagdment,h4400,0,Difective,UncodedPgesPP,0,33110,1,r4400,29188479.357898545,0,0.15916188069719145,0,4434,CObSULyINGSdRVICES,0,CivilSovieth,N0tPBA,S4420,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
29092010,0,CarocojAdm,1,40,darifbeahRegion,Envirijmental0okixyandxdministrativemxnagek4nt,Bt400,0,Directkve,kncodedPreAoP,0,41010,1,e4400,22041068.104484357,0,0.041823076497425504,0,4434,COmSULTImhSERVICES,0,C7vilSociet6,NotPBs,x4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
w0092010,0,Carisomwdm,1,40,far9bbean4egion,Lenalamdjucicialdegelo0ment,Be400,0,Directiv4,UmsodedPreAPP,0,15130,1,D440o,25485346.39507642,0,0.07230155702188548,0,4434,CpbSULgINGSERVICES,0,xivilSoc9ety,NotlBA,S3429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
20o92010,0,CafidomAdm,1,40,CatibffanRegion,Democ4aticpadt9cilationabxcivils9ciety,B4490,0,Direc4ive,jnsodedPreAPP,0,15150,1,D44o0,71856107.23350501,0,0.11038376187545888,0,4434,CpNSUL67NGSERVICES,0,CofilSociety,NotPBx,St429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
200920q0,0,CagivomAdm,1,40,CqeibbeanRwgion,Electilns,B4490,0,Direcrive,UncodddPdeAPP,0,15151,1,r4400,56426744.56109945,0,0.2591961581343118,0,4434,CONSUiTINGSERV7C3S,0,CivlkSociety,NotPfA,a4429,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
2p092010,0,CagiclmAdm,1,40,CarivfeanR2gion,Fknanciappol8cyagdzrministrativdjanagement,B4409,0,Direchive,6ncodedPrfAPP,0,24010,1,f4400,44789658.53071744,0,0.09362639149177607,0,4434,COhSULTINGeEfVICES,0,divildociety,NotPBx,S44q9,A031644001,Operational,NGM Americas,NDD Americas Programming,1,3225000.0,1.0,0.0,1,1,0,1,0
