assay_id,tissue_id,src_id,assay_tissue,doc_id,assay_subcellular_fraction,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
1155,10000000.0,1,Hippocampus,11332,,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 1A receptor receptor in rat hippocampus using [3H]8-OH-DPAT as radioligand,B,,,,,,
1156,,1,,1185,,Ability to displace [3H]-8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,B,,,,,,
1157,,1,,2014,,Binding affinity at 5-hydroxytryptamine 1A receptor in rat cerebral cortex membranes by [3H]8-OH-DPAT displacement.,B,,,,,,
1158,,1,,1185,,Compound was evaluated for its ability to displace [3H]8-OH-DPAT from serotonergic 5-hydroxytryptamine 1A receptor,B,,,,,,
1159,,1,,14429,,Compound was evaluated for its binding affinity against 5-hydroxytryptamine 1A receptor from rat cerebral cortex,B,,,,,,
1160,,1,,16288,,"Binding affinity to 5-hydroxytryptamine 1A receptor (5-HT 1A receptor, serotonin receptor) from rat cortex using [3H]8-OH-DPAT as radioligand",B,,,,,,
1161,,1,,5432,,Displacement of [3H]prazosin from rat cortex membrane 5-hydroxytryptamine 1A receptor,B,,,Rattus norvegicus,10116.0,,
1162,,1,,14429,,Compound was evaluated for its binding affinity with 5-hydroxytryptamine 1A receptor using membranes prepared from rat cerebral cortex,B,,,,,,
1163,,1,,13672,,Binding affinity towards rat 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand.,B,,,,,,
1164,10000000.0,1,Hippocampus,11296,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site in rat brain hippocampus,B,,,,,,
1165,,1,,11296,,In vitro ability to displace [3H]8-hydroxy-2-(di-n-propylamino) tetralin binding from 5-hydroxytryptamine 1A receptor site.,B,,,,,,
1166,,1,,14749,,Binding affinity against rat 5-hydroxytryptamine 1A receptor in CHO cells.,B,,,,,,CHO
1167,,1,,15086,,Binding affinity towards 5-hydroxytryptamine 1A receptor from rat brain using [3H]-8-OH-DPAT as radioligand,B,,,,,,
1168,10000000.0,1,Hippocampus,13462,,Compound was tested for the Binding affinity against rat hippocampal 5-hydroxytryptamine 1A receptor by Radio ligand [3H]8-OH-DPAT binding assay.,B,,,,,,
1169,,1,,15363,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,B,,,,,,
1170,,1,,15363,,Compound was tested for the displacement of [3H]-8-OH- DPAT from rat brain 5-hydroxytryptamine 1A receptor,B,,,,,,
1171,,1,,10796,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1A receptor,B,,,,,,
1172,955.0,1,Brain,12816,,Binding affinity for 5-hydroxytryptamine 1A receptor in rat brain tissue using [3H]8-OH-DPAT as radioligand,B,,,,,,
1173,10000000.0,1,Hippocampus,13542,,In vitro displacement of [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,,
1174,,1,,13308,,In vitro ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor sites of rat brain cortex.,B,,,,,,
1175,10000000.0,1,Hippocampus,13541,,In vitro affinity at 5-hydroxytryptamine 1A receptor of rat hippocampus by [3H]8-OH-DPAT displacement.,B,,,,,,
1176,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-HT1A receptor of rat hippocampus and the value ranges from 9 - 12,B,,,,,,
1177,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,B,,,,,,
1178,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 12 to 17,B,,,,,,
1179,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus (94%CI) from 391-841,B,,,,,,
1180,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 17.,B,,,,,,
1181,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 12 to 20.,B,,,,,,
1182,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 245 to 736,B,,,,,,
1183,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 25 - 84,B,,,,,,
1184,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 48 to 59,B,,,,,,
1185,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and the value ranges from 3 -5,B,,,,,,
1186,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 15 - 31,B,,,,,,
1187,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 27 - 42,B,,,,,,
1188,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus and value ranges from 6 - 13,B,,,,,,
1189,10000000.0,1,Hippocampus,10058,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus,B,,,Rattus norvegicus,10116.0,,
1190,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus.; ND is No Data.,B,,,,,,
1191,10000000.0,1,Hippocampus,10058,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor of rat hippocampus. and the value ranges from 16 - 27,B,,,,,,
1192,,1,,12879,,Displacement of [3H]2-(di-N-propylamino)-8-hydroxytetralin from central 5-hydroxytryptamine 1A receptor recognition sites in rat frontal cortex homogenates.,B,,,,,,
1193,,1,,11964,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate,B,,,,,,
1194,,1,,11964,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 1),B,,,,,,
1195,,1,,11964,,Displacement of radioligand [3H]2-(di-N-propylamino)-8-hydroxytetralin from 5-hydroxytryptamine 1A receptor in rat frontal cortex homogenate (experiment 2),B,,,,,,
1196,955.0,1,Brain,9548,,Evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor in rat brain,B,,,,,,
1197,,1,,9098,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand.,B,,,,,,
1198,,1,,9098,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand; ND is no data.,B,,,,,,
1199,,1,,9098,,Evaluated for the binding affinity to hippocampus striatal membranes at 5-hydroxytryptamine 1A receptor binding site by using [3H]-8-OH- DPAT as a radioligand;ND means no data,B,,,,,,
1200,,1,,13248,,In vitro displacement of radioactively labeled ligand [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor site in CHO cells,B,,,,,,CHO
1201,,1,,3147,,In vitro ability to inhibit [3H]-8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat cortical membranes,B,,,,,,
1202,,1,,13949,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor of rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,B,,,,,,
1203,,1,,11883,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),B,,,,,,CHO
1204,,1,,11883,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT (agonist) as radioligand (sc),B,,,,,,
1205,,1,,11883,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT,B,,,Rattus norvegicus,10116.0,,
1206,,1,,15535,Membranes,In vitro binding affinity at 5-HT1A receptors assayed by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes,B,,,,,,
1207,,1,,15535,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes + cortex,B,,,,,,
1208,,1,,15535,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,B,,,,,,
1209,,1,,16372,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,,,Homo sapiens,9606.0,,CHO
1210,,1,,14608,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,B,,,,,,
1211,10000000.0,1,Hippocampus,4795,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,B,,,Rattus norvegicus,10116.0,,
1212,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,,
1213,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,B,,,,,,
1214,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,B,,,,,,
1215,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,B,,,,,,
1216,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,B,,,,,,
1217,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,B,,,,,,
1218,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,B,,,,,,
1219,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,B,,,,,,
1220,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,B,,,,,,
1221,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,B,,,,,,
1222,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,B,,,,,,
1223,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,B,,,,,,
1224,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,B,,,,,,
1225,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,B,,,,,,
1226,,1,,13863,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,B,,,,,,
1227,,1,,9742,,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,,
1228,,1,,12073,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,B,,,,,,
1229,,1,,4101,,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,B,,,,,,
1230,,1,,15360,,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,B,,,,,,
1231,10000000.0,1,Hippocampus,11576,,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,,
1232,,1,,5834,,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,B,,,,,,
1233,,1,,2395,,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,B,,,Rattus norvegicus,10116.0,,CHO-K1
1234,,1,,1375,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,B,,,,,,
1235,,1,,1375,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,B,,,,,,
1236,,1,,3967,,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),B,,,,,,
1237,,1,,12884,,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,B,,,,,,
1238,,1,,2343,,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,B,,,,,,
1239,,1,,11511,,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,,,,,
1240,,1,,11511,,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,,Rattus norvegicus,10116.0,,
1241,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,F,In vivo,,,,,
1242,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),F,In vivo,,,,,
1243,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),F,In vivo,,,,,
1244,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),F,In vivo,,,,,
1245,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),F,In vivo,,,,,
1246,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),F,In vivo,,,,,
1247,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),F,In vivo,,,,,
1248,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),F,In vivo,,,,,
1249,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),F,In vivo,,,,,
1250,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),F,In vivo,,,,,
1251,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),F,In vivo,,,,,
1252,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),F,In vivo,,,,,
1253,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),F,In vivo,,,,,
1254,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),F,In vivo,,,,,
1255,,1,,16394,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,F,In vivo,,,,,
1256,,1,,16616,Membranes,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",F,,,Rattus norvegicus,10116.0,,
1257,,1,,16796,,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,B,,,,,,
1258,,1,,16796,,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,,,,,,
1259,,1,,15629,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,B,,,,,,
1260,,1,,13241,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,,
1261,10000000.0,1,Hippocampus,12073,,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,,
1262,10000000.0,1,Hippocampus,14286,,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B,,,,,,
1263,955.0,1,Brain,14542,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B,,,,,,
1264,,1,,13630,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,,
1265,,1,,13630,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F,,,,,,
