ASSI,ASSORGA,CUB,CHEI,CI,ASSCA,T,TII,ASSTY,VAI,Descri,ASSSUBCEFR,RELT,CONFSCO,SI,SRASSI,BAFO
7995,Rattus norvegicus,Intermediate,CHEMBL622471,,,50597,,A,,Time required to reach maximum concentration (Cmax) after oral administration in rat,,N,1,1,,BAO_0000218
7996,Rattus norvegicus,Intermediate,CHEMBL622472,,,50597,1969.0,A,,Time required to reach maximum concentration in rat plasma,,N,1,1,,BAO_0000218
7997,Rattus norvegicus,Intermediate,CHEMBL622473,,,50597,1969.0,A,,Time taken by the compound to achieve maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,,N,1,1,,BAO_0000218
7998,Rattus norvegicus,Intermediate,CHEMBL624282,,,50597,1969.0,A,,Time taken by the compound to achieve maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,,N,1,1,,BAO_0000218
7999,Rattus norvegicus,Intermediate,CHEMBL624283,,,50597,1969.0,A,,Time taken for maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,,N,1,1,,BAO_0000218
8000,Rattus norvegicus,Intermediate,CHEMBL624284,,,50597,1969.0,A,,Time taken for maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,,N,1,1,,BAO_0000218
8001,Rattus norvegicus,Intermediate,CHEMBL624285,,,50597,1969.0,A,,Time taken to reach maximum concentration in plasma was evaluated in Sprague-Dawley rats at a dose of 15 mg/kg after po administration,,N,1,1,,BAO_0000218
8002,Rattus norvegicus,Intermediate,CHEMBL624286,,,50597,,A,,Time to reach Cmax after oral administration to rats,,N,1,1,,BAO_0000218
8003,Rattus norvegicus,Intermediate,CHEMBL624287,,,50597,,A,,Time to reach Cmax when a dose of 1 mg/kg is administered orally,,N,1,1,,BAO_0000218
8004,Rattus norvegicus,Intermediate,CHEMBL624288,,,50597,,A,,Time to reach maximum concentration following oral administration of 200 mg/kg in rat; value ranges from 2-4,,N,1,1,,BAO_0000218
8005,Rattus norvegicus,Intermediate,CHEMBL624289,,,50597,1969.0,A,,Time to reach maximum plasma concentration was evaluated at an intravenous dose of 3 mg/kg; Not applicable,,N,1,1,,BAO_0000218
8006,Rattus norvegicus,Intermediate,CHEMBL873344,,,50597,1969.0,A,,Time to reach maximum plasma concentration was evaluated at an oral dose of 30 mg/kg,,N,1,1,,BAO_0000218
8007,Rattus norvegicus,Intermediate,CHEMBL619623,,,50597,,A,,Tmax after peroral administration (10 mg/kg) was determined in rat,,N,1,1,,BAO_0000218
8008,Rattus norvegicus,Expert,CHEMBL621399,,,50597,,A,,Tmax of compound determined in rat after iv administration at a dose of 10 mg/kg,,N,1,1,,BAO_0000218
8009,Rattus norvegicus,Intermediate,CHEMBL621400,,,50597,,A,,Tmax by oral administration at a dose of 100 uM/kg in rat was determined,,N,1,1,,BAO_0000218
8010,Rattus norvegicus,Intermediate,CHEMBL621401,,,50597,,A,,"Tmax in fischer rats at 5 mg/kg dose, administered intravenously",,N,1,1,,BAO_0000218
8011,Rattus norvegicus,Intermediate,CHEMBL621402,,,50597,,A,,Tmax was determined,,N,1,1,,BAO_0000218
8012,Rattus norvegicus,Intermediate,CHEMBL621403,,,50597,,A,,Tmax was determined,,N,1,1,,BAO_0000218
8013,Rattus norvegicus,Intermediate,CHEMBL621121,,,50597,,A,,Tmax after oral administration in rat,,N,1,1,,BAO_0000218
8014,Rattus norvegicus,Intermediate,CHEMBL872525,,,50597,,A,,Tmax after peroral administration in rats at 2.4 uM/kg,,N,1,1,,BAO_0000218
8015,Rattus norvegicus,Intermediate,CHEMBL621122,,,50597,,A,,Tmax in male rat,,N,1,1,,BAO_0000218
8016,Rattus norvegicus,Intermediate,CHEMBL621123,,,50597,,A,,Tmax in rat at 10 mg/kg,,N,1,1,,BAO_0000218
8017,Rattus norvegicus,Intermediate,CHEMBL621124,,,50597,,A,,Tmax in rat by po administration at a dose of 40 mg/kg,,N,1,1,,BAO_0000218
8018,Rattus norvegicus,Intermediate,CHEMBL621125,,,50597,,A,,Tmax in rats,,N,1,1,,BAO_0000218
8019,Rattus norvegicus,Intermediate,CHEMBL621126,,,50597,,A,,Tmax was measured in rats after peroral administration at 5 mg/kg,,N,1,1,,BAO_0000218
8020,Rattus norvegicus,Intermediate,CHEMBL621127,,,50597,,A,,Tmax value after oral dose at a dose of 10 mg/kg in rats.,,N,1,1,,BAO_0000218
8021,Rattus norvegicus,Intermediate,CHEMBL621128,,,50597,,A,,Tmax value after administration of 20 mg/Kg oral dose in rat,,N,1,1,,BAO_0000218
8022,Rattus norvegicus,Intermediate,CHEMBL618263,,,50597,,A,,Tmax value at a dose of 10 mg/kg in male SD rats,,N,1,1,,BAO_0000218
8023,Rattus norvegicus,Intermediate,CHEMBL618264,,,50597,,A,,Tmax value at a dose of 100 mg/kg in male SD rats,,N,1,1,,BAO_0000218
8024,Rattus norvegicus,Intermediate,CHEMBL618265,,,50597,,A,,Tmax value at a dose of 50 mg/kg in male SD rats,,N,1,1,,BAO_0000218
8025,Rattus norvegicus,Intermediate,CHEMBL618266,,,50597,1969.0,A,,Total concentration in rat plasma after administration of 3.5 mg/kg dose through subcutaneous route,,N,1,1,,BAO_0000218
8026,Rattus norvegicus,Intermediate,CHEMBL618267,,,50597,,A,,time required to reach maximum concentration (Cmax) after oral administration in rat,,N,1,1,,BAO_0000218
8027,Rattus norvegicus,Intermediate,CHEMBL618450,,,50597,1088.0,A,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg ( 0-24 hr ),,N,1,1,,BAO_0000218
8028,Rattus norvegicus,Intermediate,CHEMBL618451,,,50597,1088.0,A,,Evaluated for pharmacokinetic parameter urine recovery in rat at the dose 50 mg/kg (0-24 hr),,N,1,1,,BAO_0000218
8029,Rattus norvegicus,Intermediate,CHEMBL618452,,,50597,,A,,Unbound plasma was determined in Sprague-Dawley rats at a dose of 1 mg/kg by iv administration,,N,1,1,,BAO_0000218
8030,Rattus norvegicus,Intermediate,CHEMBL618453,,,50597,1088.0,A,,Amount of urine output was measured in rat at a dose of 1 mg/kg/po,,N,1,1,,BAO_0000218
8031,Rattus norvegicus,Intermediate,CHEMBL618454,,,50597,1088.0,A,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po,,N,1,1,,BAO_0000218
8032,Rattus norvegicus,Intermediate,CHEMBL618455,,,50597,1088.0,A,,Amount of urine output was measured in rat at a dose of 10 mg/kg/po; NT-Not tested,,N,1,1,,BAO_0000218
8033,Rattus norvegicus,Intermediate,CHEMBL618456,,,50597,,A,,Volume of distribution was determined in rat after a 3 mg/kg of iv dose,,N,1,1,,BAO_0000218
8034,Rattus norvegicus,Intermediate,CHEMBL618457,,,50597,,A,,Compound distribution in rat tissues was determined,,N,1,1,,BAO_0000218
8035,Rattus norvegicus,Intermediate,CHEMBL618458,,,50597,,A,,Volume of distribution was evaluated in rat,,N,1,1,,BAO_0000218
8036,Rattus norvegicus,Intermediate,CHEMBL618459,,,50597,,A,,Area under the curve was determined after intravenous administration of 2.7 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8037,Rattus norvegicus,Intermediate,CHEMBL876733,,,50597,,A,,Area under the curve was determined after intravenous administration of 2.8 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8038,Canis lupus familiaris,Intermediate,CHEMBL618460,,,50588,,A,,Area under the curve was determined after intravenous administration of 4.9 mg/kg in male Beagle dogs,,N,1,1,,BAO_0000218
8039,Rattus norvegicus,Intermediate,CHEMBL618461,,,50597,,A,,Area under the curve was determined after intravenous administration of 5.1 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8040,,Autocuration,CHEMBL618462,,,22224,,A,,Area under the curve was determined after oral administration (300 uM/Kg),,U,0,1,,BAO_0000019
8041,Rattus norvegicus,Intermediate,CHEMBL618463,,,50597,,A,,Area under the curve was determined after peroral administration of 5.0 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8042,Rattus norvegicus,Intermediate,CHEMBL618464,,,50597,,A,,Area under the curve was determined after peroral administration of 5.1 mg/kg in mal Dawley rats,,N,1,1,,BAO_0000218
8043,Rattus norvegicus,Intermediate,CHEMBL618465,,,50597,,A,,Area under the curve was determined after peroral administration of 5.1 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8044,Rattus norvegicus,Intermediate,CHEMBL618466,,,50597,,A,,Area under the curve was determined after peroral administration of 5.2 mg/kg in mal Dawley rats,,N,1,1,,BAO_0000218
8045,Rattus norvegicus,Intermediate,CHEMBL618467,,,50597,,A,,Area under the curve was determined after peroral administration of 5.2 mg/kg in male Dawley rats,,N,1,1,,BAO_0000218
8046,Rattus norvegicus,Intermediate,CHEMBL618468,,,50597,,A,,Area under the curve was determined for the compound after iv dose of 4.97 mg/kg in rats,,N,1,1,,BAO_0000218
8047,Canis lupus familiaris,Intermediate,CHEMBL618469,,,50588,1969.0,A,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 100 mg/kg,,N,1,1,,BAO_0000218
8048,Canis lupus familiaris,Intermediate,CHEMBL618470,,,50588,1969.0,A,,Area under the plasma concentration was determined in fasted Beagle dogs after peroral administration of 20 mg/kg,,N,1,1,,BAO_0000218
8049,,Autocuration,CHEMBL618471,,,22224,,A,,Plasma drug AUC in rat (PO dose),,U,0,1,,BAO_0000218
8050,Mus musculus,Intermediate,CHEMBL618472,,,50594,,A,,Area under the tumor growth curve (AUC) in the B-6 Melanoma Model in C57/b1 mice at the dose of 1 mg/kg.,,N,1,1,,BAO_0000218
8051,,Autocuration,CHEMBL618473,,,22224,,A,,Area under was determined at a dose of 30 mg/kg,,U,0,1,,BAO_0000218
8052,Mustela putorius furo,Intermediate,CHEMBL621699,,,50506,,A,,Average area under curve for compound at 1 mg/kg dose intravenous administration to Ferret,,N,1,1,,BAO_0000218
8053,Rattus norvegicus,Intermediate,CHEMBL621700,,,50597,,A,,Average area under curve for the compound at 10 mg/kg dose after intraduodenal administration to rat,,N,1,1,,BAO_0000218
8054,Rattus norvegicus,Intermediate,CHEMBL621701,,,50597,,A,,Average area under curve for the compound at 1 mg/kg dose after intravenous administration to rat,,N,1,1,,BAO_0000218
8055,Mustela putorius furo,Intermediate,CHEMBL621702,,,50506,,A,,Average area under curve at 10 mg/kg dose after intraduodenal administration to Ferret,,N,1,1,,BAO_0000218
8056,Canis lupus familiaris,Intermediate,CHEMBL621703,,,50588,,A,,Average area under curve at 10 mg/kg intraduodenal administration to salt depleted dog,,N,1,1,,BAO_0000218
8057,Canis lupus familiaris,Intermediate,CHEMBL621704,,,50588,,A,,Average area under curve at 1 mg/kg intravenous administration to salt depleted dog,,N,1,1,,BAO_0000218
8058,Rattus norvegicus,Intermediate,CHEMBL624259,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 1.0(pmol/g/h)",,N,1,1,,BAO_0000218
8059,Rattus norvegicus,Intermediate,CHEMBL624260,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 2.0(pmol/g/h)",,N,1,1,,BAO_0000218
8060,Rattus norvegicus,Intermediate,CHEMBL624430,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 4.0(pmol/g/h)",,N,1,1,,BAO_0000218
8061,Rattus norvegicus,Intermediate,CHEMBL624431,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 5.0(pmol/g/h)",,N,1,1,,BAO_0000218
8062,Rattus norvegicus,Intermediate,CHEMBL624432,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the iv administration at a dose of 54.0(pmol/g/h)",,N,1,1,,BAO_0000218
8063,Rattus norvegicus,Intermediate,CHEMBL624433,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 10.0(pmol/g/h)",,N,1,1,,BAO_0000218
8064,Rattus norvegicus,Intermediate,CHEMBL624434,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 20.0(pmol/g/h)",,N,1,1,,BAO_0000218
8065,Rattus norvegicus,Intermediate,CHEMBL624435,,,50597,,A,,"Bioavailability in male Sprague-Dawley rats, after the po administration at a dose of 40.0(pmol/g/h)",,N,1,1,,BAO_0000218
8066,Mus musculus,Intermediate,CHEMBL618570,,,50594,,A,,Bioavailability in mouse brain after intravenous administration of 105.1 mg/kg of dose,,N,1,1,,BAO_0000218
8067,Mus musculus,Intermediate,CHEMBL618571,,,50594,,A,,Bioavailability in mouse brain after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,N,1,1,,BAO_0000218
8068,Mus musculus,Intermediate,CHEMBL618572,,,50594,,A,,Bioavailability in mouse brain after oral administration of 100 mg/kg of dose,,N,1,1,,BAO_0000218
8069,Mus musculus,Intermediate,CHEMBL618573,,,50594,,A,,Bioavailability in mouse brain after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,N,1,1,,BAO_0000218
8070,Mus musculus,Intermediate,CHEMBL619267,,,50594,,A,,Bioavailability in mouse serum after intravenous administration of 105.1 mg/kg of dose,,N,1,1,,BAO_0000218
8071,Mus musculus,Intermediate,CHEMBL619431,,,50594,,A,,Bioavailability in mouse serum after intravenous administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,N,1,1,,BAO_0000218
8072,Mus musculus,Intermediate,CHEMBL619432,,,50594,,A,,Bioavailability in mouse serum after oral administration of 100 mg/kg of dose,,N,1,1,,BAO_0000218
8073,Mus musculus,Intermediate,CHEMBL619433,,,50594,,A,,Bioavailability in mouse serum after oral administration of equimolar doses of ( 2'F-ara-ddI + 2'F-ara-ddP),,N,1,1,,BAO_0000218
8074,,Autocuration,CHEMBL619434,,,22224,1969.0,A,,AUC in mice after oral dose (50 mg/kg),,U,0,1,,BAO_0000218
8075,Mus musculus,Intermediate,CHEMBL619435,,,50594,1977.0,A,,Blood level after oral administration in mice (50 mg/kg) was determined by bioassay procedure and represent total activity present in the serum,,N,1,1,,BAO_0000218
8076,,Autocuration,CHEMBL619436,,,22224,1969.0,A,,AUC (0-4 hr) ug/ml/h,,U,0,1,,BAO_0000019
8077,Rattus norvegicus,Intermediate,CHEMBL619437,,,50597,,A,,Compound at a dose of 10 mg/kg was orally administered to rats and Area under curve was reported,,N,1,1,,BAO_0000218
8078,,Autocuration,CHEMBL619438,,,22224,,A,,Compound evaluated for AUC = Area under the nucleoside serum or brain concentration versus time curve after iv administration,,U,0,1,,BAO_0000218
8079,Mus musculus,Intermediate,CHEMBL619439,,,50594,,A,,Compound was evaluated for Area under curve in mice,,N,1,1,,BAO_0000218
8080,Rattus norvegicus,Intermediate,CHEMBL619440,,,50597,,A,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,N,1,1,,BAO_0000218
8081,,Autocuration,CHEMBL619441,,,22224,,F,,Compound was evaluated for area under curve doses in rat at 100 mg/kg po,,U,0,1,,BAO_0000218
8082,Rattus norvegicus,Intermediate,CHEMBL619442,,,50597,,A,,Compound was evaluated for area under curve doses in rat at 50 mg/kg po,,N,1,1,,BAO_0000218
8083,,Autocuration,CHEMBL875156,,,22224,,A,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 1,,U,0,1,,BAO_0000019
8084,,Autocuration,CHEMBL619443,,,22224,,A,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 0.5 mpk on day 4,,U,0,1,,BAO_0000019
8085,,Autocuration,CHEMBL619444,,,22224,,A,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 1,,U,0,1,,BAO_0000019
8086,,Autocuration,CHEMBL623464,,,22224,,A,,Compound was evaluated for area under curve of growth hormone release after chronic oral dosing at 1.0 mpk on day 4,,U,0,1,,BAO_0000019
8087,Mus musculus,Intermediate,CHEMBL623465,,,50594,,A,,Compound was evaluated for area under curve when administered through oral route in mouse,,N,1,1,,BAO_0000218
8088,Rattus norvegicus,Intermediate,CHEMBL623466,,,50597,,A,,Plasma clearance after oral administration at a dose of 2 mg/kg in rat; no data,,N,1,1,,BAO_0000218
8089,Rattus norvegicus,Intermediate,CHEMBL623467,,,50597,,A,,Plasma clearance after oral administration at a dose of 4 mg/kg in rat; no data,,N,1,1,,BAO_0000218
8090,Rattus norvegicus,Intermediate,CHEMBL623468,,,50597,,A,,Plasma clearance in rat,,N,1,1,,BAO_0000218
8091,Rattus norvegicus,Intermediate,CHEMBL622660,,,50597,,A,,Plasma clearance was evaluated in vivo in rat at a dose of 5 mg/kg by intra venous administration,,N,1,1,,BAO_0000218
8092,Rattus norvegicus,Intermediate,CHEMBL622661,,,50597,,A,,Plasma clearance rate in Sprague-Dawley rats,,N,1,1,,BAO_0000218
8093,Rattus norvegicus,Intermediate,CHEMBL622662,,,50597,,F,,CLtot at a dose of 4 mg/kg in Rat Plasma after iv administration,,N,1,1,,BAO_0000218
8094,Rattus norvegicus,Intermediate,CHEMBL622663,,,50597,,A,,Pharmacokinetic property (total body clearance) in rat,,N,1,1,,BAO_0000218
8095,Rattus norvegicus,Intermediate,CHEMBL622664,,,50597,,A,,Pharmacokinetic property (CLtot)of the compound was measured in rat at the dose of 0.32 mg/kg i.v.,,N,1,1,,BAO_0000218
8096,Rattus norvegicus,Intermediate,CHEMBL622665,,,50597,,A,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,N,1,1,,BAO_0000218
8097,Rattus norvegicus,Intermediate,CHEMBL622666,,,50597,,A,,In vivo concentration in rat liver exposure 0-8 hour after oral administration 50 mg/kg,,N,1,1,,BAO_0000218
8098,Rattus norvegicus,Intermediate,CHEMBL621615,,,50597,,A,,Cl in rat i.v. at 2 mg/kg concentration,,N,1,1,,BAO_0000218
8099,Rattus norvegicus,Intermediate,CHEMBL621616,,,50597,,A,,Clearance of compound after intravenous administration in rats at 24 uM/kg,,N,1,1,,BAO_0000218
8100,Rattus norvegicus,Intermediate,CHEMBL621617,,,50597,,A,,Clearance was determined,,N,1,1,,BAO_0000218
8101,Rattus norvegicus,Intermediate,CHEMBL621618,,,50597,,A,,Clearance by intravenous administration of 3.4 mg/kg in rat,,N,1,1,,BAO_0000218
8102,Rattus norvegicus,Intermediate,CHEMBL621619,,,50597,,A,,Clearance was evaluated after i.v. administration in rat at a dose of 1 mg/kg,,N,1,1,,BAO_0000218
8103,Rattus norvegicus,Intermediate,CHEMBL621620,,,50597,,A,,Clearance rate after i.v. administration in rats,,N,1,1,,BAO_0000218
8104,Rattus norvegicus,Intermediate,CHEMBL621786,,,50597,,A,,Clearance was determined after intravenous administration at a dose 5 mg/kg to male Sprague-Dawley rats,,N,1,1,,BAO_0000218
8105,Rattus norvegicus,Intermediate,CHEMBL621787,,,50597,,A,,Clearance was determined by administering the compound intravenously at a dose of 1 mg/kg in male wistar rat,,N,1,1,,BAO_0000218
8106,Rattus norvegicus,Intermediate,CHEMBL621788,,,50597,,A,,Clearance (Cl) of compound after 2 h iv infusion of 8.4 mg/kg in three rat,,N,1,1,,BAO_0000218
8107,Rattus norvegicus,Intermediate,CHEMBL621789,,,50597,,A,,Clearance (Cl) after oral administration in rat,,N,1,1,,BAO_0000218
8108,Rattus norvegicus,Intermediate,CHEMBL621790,,,50597,,A,,Compound clearance in rats was measured after intravenous administration at 3 mg/kg,,N,1,1,,BAO_0000218
8109,Rattus norvegicus,Intermediate,CHEMBL621791,,,50597,1969.0,A,,Compound was tested for plasma clearance in rat,,N,1,1,,BAO_0000218
8110,Rattus norvegicus,Intermediate,CHEMBL621792,,,50597,,A,,In vitro microsome metabolism clearance in rat was determined,Microsomes,N,1,1,,BAO_0000218
8111,Rattus norvegicus,Intermediate,CHEMBL621793,,,50597,,A,,In vitro microsome metabolism clearance in rat was determined; ND denotes no data,Microsomes,N,1,1,,BAO_0000218
8112,Rattus norvegicus,Intermediate,CHEMBL621794,,,50597,,A,,In vivo Clearance (Cl) was determined after intravenous administration of compound (9.13+/-0.85 mg/kg) in male Sprague-Dawley rat,,N,1,1,,BAO_0000218
8113,Rattus norvegicus,Intermediate,CHEMBL621795,,,50597,1969.0,A,,In vivo plasma clearance was determined,,N,1,1,,BAO_0000218
8114,Rattus norvegicus,Intermediate,CHEMBL621796,,,50597,,A,,Pharmacokinetic property (Clearance) for the compound (5 mg/kg iv) was determined in rats,,N,1,1,,BAO_0000218
8115,Rattus norvegicus,Intermediate,CHEMBL621797,401.0,,50597,2107.0,A,,Pharmacokinetic property (Clearance) in rat hepatocyte i.v.,,N,1,1,,BAO_0000218
