Fiscal year,Participatory development and good governance,Climate change adaptation (marker),CFLI (marker),Project number,Continent ID,Division ID,Organisation sub-class,Branch ID,Status,Continent name,Project Browser country ID,Organisation type,Children issues (marker),Knowledge for development (marker),Maximum CIDA contribution (project-level),Gender equality (marker),FSTC percent,ICT as a tool for development (marker),Bilateral aid (international marker),Enviromental sustainability (marker),IRTC percent,Sector percent,Sector name,Fund centre name,Regional program (marker),Section ID,PBA type,CIDA business delivery model (old),Branch name,Urban issues (marker),Organisation ID,Biodiversity (marker),Indigenous issues (marker),CountryRegion ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),Programming process (new),Climate change mitigation (marker),Desertification (marker),Trade development (marker)
2009/2010,0,0,0,A032362001,1,D4400,Unknown,B4400,Closed,America,GT,Uncoded,0,0,1335020.43,2,1.0,0,1,0,0.0,0.2,Human rights,Guatemala,0,S4403,Not PBA,Directive,NGM Americas,0,Information not available,0,0,GT,NDD Americas Programming,Central Americas Section,4407,1335020.43,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032362001,1,D4400,FEDERAL,B4400,Closed,America,GT,Canadian Non-Profit Making,0,0,1335020.43,2,1.0,0,1,0,0.0,0.4,Business support services and institutions,Guatemala,0,S4403,Not PBA,Directive,NGM Americas,0,10050,0,0,GT,NDD Americas Programming,Central Americas Section,4407,1335020.43,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032362001,1,D4400,Unknown,B4400,Closed,America,GT,Uncoded,0,0,1335020.43,2,1.0,0,1,0,0.0,0.4,Business support services and institutions,Guatemala,0,S4403,Not PBA,Directive,NGM Americas,0,Information not available,0,0,GT,NDD Americas Programming,Central Americas Section,4407,1335020.43,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032384001,1,D4400,REGIONAL ORGANIZATION,B4400,Closed,America,X2,Foreign Non-Profit Making,0,0,2500000.0,0,1.0,0,1,0,0.0,1.0,Trade policy and administrative management,Inter American,1,S4400,Not PBA,Responsive,NGM Americas,0,1001291,0,0,X2,NDD Americas Programming,Americas Section,4404,2500000.0,Uncoded: Pre-APP,0,0,1
2009/2010,0,0,0,A032415001,2,D4207,FEDERAL,B4200,Terminating,Africa,ML,Canadian Non-Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Public sector policy and administrative management,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,VOLUNTEER SENDING AGENCY,B4200,Terminating,Africa,ML,Canadian Non-Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Public sector policy and administrative management,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000973,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,CONSULTANT,B4200,Terminating,Africa,ML,Canadian Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Public sector policy and administrative management,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,Unknown,B4200,Terminating,Africa,ML,Uncoded,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Public sector policy and administrative management,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,FEDERAL,B4200,Terminating,Africa,ML,Canadian Non-Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,10050,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,VOLUNTEER SENDING AGENCY,B4200,Terminating,Africa,ML,Canadian Non-Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,1000973,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,CONSULTANT,B4200,Terminating,Africa,ML,Canadian Profit Making,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032415001,2,D4207,Unknown,B4200,Terminating,Africa,ML,Uncoded,0,0,4834882.24,3,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Mali,0,S4215,Not PBA,Directive,WGM Sub-Saharan Africa,0,Information not available,0,0,ML,WWD West & Central Africa,Mali Program Section,4216,4834882.24,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032417001,2,D4270,FEDERAL,B4200,Terminating,Africa,ZA,Canadian Non-Profit Making,1,0,4913727.47,2,1.0,0,1,0,0.0,1.0,STD control including HIV/AIDS,South Africa,0,S4275,Not PBA,Responsive,WGM Sub-Saharan Africa,0,10050,0,0,ZA,WED Southern & Eastern Africa,Southern & Eastern Africa Geographic Pro,4284,4913727.47,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032419001,2,D4270,NGO,B4200,Closed,Africa,ZA,Foreign Non-Profit Making,1,0,4856602.51,2,1.0,0,1,0,0.0,0.5,STD control including HIV/AIDS,South Africa,0,S4275,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1012042,0,0,ZA,WED Southern & Eastern Africa,Southern & Eastern Africa Geographic Pro,4284,4856602.51,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032419001,2,D4270,NGO,B4200,Closed,Africa,ZA,Foreign Non-Profit Making,1,0,4856602.51,2,1.0,0,1,0,0.0,0.5,Personnel development for population and reproductive health,South Africa,0,S4275,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1012042,0,0,ZA,WED Southern & Eastern Africa,Southern & Eastern Africa Geographic Pro,4284,4856602.51,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032429001,2,D4270,NGO,B4200,Closed,Africa,X1,Canadian Non-Profit Making,0,0,4695126.36,0,1.0,0,1,0,0.0,0.65,Democratic participation and civil society,Southern&Eastern Africa SubRegional Prog,1,S4227,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000499,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,4695126.36,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032429001,2,D4270,NGO,B4200,Closed,Africa,X1,Canadian Non-Profit Making,0,0,4695126.36,0,1.0,0,1,0,0.0,0.35,Business support services and institutions,Southern&Eastern Africa SubRegional Prog,1,S4227,Not PBA,Responsive,WGM Sub-Saharan Africa,0,1000499,0,0,X1,WED Southern & Eastern Africa,"Ethiopia, PanAfrica, SubRegional",4272,4695126.36,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032436001,2,D3100,CONSULTING SERVICES,B3100,Closed,Africa,MA,Canadian Profit Making,0,0,12812818.03,1,1.0,0,1,0,0.0,0.5,Decentralisation and support to subnational government,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1013651,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,12812818.03,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032436001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,0,0,12812818.03,1,1.0,0,1,0,0.0,0.5,Decentralisation and support to subnational government,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,12812818.03,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032436001,2,D3100,CONSULTING SERVICES,B3100,Closed,Africa,MA,Canadian Profit Making,0,0,12812818.03,1,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1013651,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,12812818.03,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032436001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,0,0,12812818.03,1,1.0,0,1,0,0.0,0.5,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,12812818.03,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032438001,1,D4400,FEDERAL,B4400,Closed,America,HT,Canadian Non-Profit Making,0,0,4872352.0,0,0.5,0,1,0,0.0,0.5,Multi-sector aid for basic social services,Haiti,0,S4449,Not PBA,Directive,NGM Americas,0,10050,0,0,HT,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,4872352.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032438001,1,D4400,FEDERAL,B4400,Closed,America,HT,Canadian Non-Profit Making,0,0,4872352.0,0,0.5,0,1,0,0.0,0.5,Reconstruction relief and rehabilitation,Haiti,0,S4449,Not PBA,Directive,NGM Americas,0,10050,0,0,HT,NDD Americas Programming,Ha�ti & Dominican Republic Section,4452,4872352.0,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,FEDERAL,B4100,Closed,Asia,ID,Canadian Non-Profit Making,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Health policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,Unknown,B4100,Closed,Asia,ID,Uncoded,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Health policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,Information not available,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,FEDERAL,B4100,Closed,Asia,ID,Canadian Non-Profit Making,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,Unknown,B4100,Closed,Asia,ID,Uncoded,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Public sector policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,Information not available,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,FEDERAL,B4100,Closed,Asia,ID,Canadian Non-Profit Making,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Business support services and institutions,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,Unknown,B4100,Closed,Asia,ID,Uncoded,0,0,511902.27,2,1.0,0,1,0,0.0,0.2,Business support services and institutions,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,Information not available,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,FEDERAL,B4100,Closed,Asia,ID,Canadian Non-Profit Making,0,0,511902.27,2,1.0,0,1,0,0.0,0.4,Environmental policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,10050,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032441001,3,D4100,Unknown,B4100,Closed,Asia,ID,Uncoded,0,0,511902.27,2,1.0,0,1,0,0.0,0.4,Environmental policy and administrative management,Indonesia,0,S4126,Not PBA,Directive,OGM Asia Pacific,0,Information not available,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,511902.27,Uncoded: Pre-APP,0,0,0
2009/2010,2,0,0,A032441003,3,D4100,UNITED NATIONS,B4100,Closed,Asia,ID,Foreign Non-Profit Making,0,0,100000.0,0,1.0,0,1,0,0.0,1.0,Democratic participation and civil society,Indonesia,0,S4126,Not PBA,Responsive,OGM Asia Pacific,0,1001304,0,0,ID,OAD Asia Programming,OAI Indonesia and SEA Regional,4127,100000.0,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032443001,2,D3100,CROWN CORPORATIONS,B3100,Closed,Africa,EG,Canadian Non-Profit Making,0,0,491670.61,0,1.0,0,1,0,0.0,0.25,Public sector policy and administrative management,Egypt,0,S4256,Not PBA,Responsive,"EGM Europe, Middle East and Maghreb",0,1001334,0,0,EG,EDD Europe-Middle East Programming,Middle East and North Africa,4263,491670.61,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032443001,2,D3100,CROWN CORPORATIONS,B3100,Closed,Africa,EG,Canadian Non-Profit Making,0,0,491670.61,0,1.0,0,1,0,0.0,0.5,Housing policy and administrative management,Egypt,0,S4256,Not PBA,Responsive,"EGM Europe, Middle East and Maghreb",0,1001334,0,0,EG,EDD Europe-Middle East Programming,Middle East and North Africa,4263,491670.61,Uncoded: Pre-APP,0,0,0
2009/2010,0,0,0,A032443001,2,D3100,CROWN CORPORATIONS,B3100,Closed,Africa,EG,Canadian Non-Profit Making,0,0,491670.61,0,1.0,0,1,0,0.0,0.25,Small and medium-sized enterprises (SME) development,Egypt,0,S4256,Not PBA,Responsive,"EGM Europe, Middle East and Maghreb",0,1001334,0,0,EG,EDD Europe-Middle East Programming,Middle East and North Africa,4263,491670.61,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,FEDERAL,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,COLLEGE,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1000911,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTING SERVICES,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1014192,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,Unknown,B3100,Closed,Africa,MA,Uncoded,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Education policy and administrative management,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,FEDERAL,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,COLLEGE,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1000911,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTING SERVICES,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1014192,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,Unknown,B3100,Closed,Africa,MA,Uncoded,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Legal and judicial development,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,FEDERAL,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,10050,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,COLLEGE,B3100,Closed,Africa,MA,Canadian Non-Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1000911,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTING SERVICES,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,1014192,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
2009/2010,1,0,0,A032447001,2,D3100,CONSULTANT,B3100,Closed,Africa,MA,Canadian Profit Making,1,0,4187123.83,3,1.0,0,1,0,0.0,0.25,Democratic participation and civil society,Morocco,0,S4256,Not PBA,Directive,"EGM Europe, Middle East and Maghreb",0,Information not available,0,0,MA,EDD Europe-Middle East Programming,Middle East and North Africa,4260,4187123.83,Uncoded: Pre-APP,0,0,0
