id,Style,ABV,Beer_Name,Brew_Factory_Name
911,Amber Ale,5.30 %,Rock Bottom Arlington Oatmeal Amber Ale,Rock Bottom Arlington
912,Amber Ale,5.50 %,Rhinelander Bad Hare Red Ale,Minhas Craft Brewery
913,Amber Ale,-,Rock Bottom Des Moines Mud in Your Eye Red,Rock Bottom Des Moines
914,American Pale Ale,5.50 %,Avalanche Treasure Mountain Pale Ale,Avalanche Brewing Company
915,Specialty Grain,6.80 %,Pizza Boy Simcoe SamuRYE,Pizza Boy Brewing
916,Amber Ale,5 %,Slow Boat Knot 51 Red Ale,Slow Boat Brewery
917,Amber Ale,5.70 %,Rock Bottom Minneapolis Mary Jane Amber Ale,Rock Bottom Minneapolis
918,Amber Ale,6.20 %,1912 Hoppy Amber,1912 Brewing Company
919,Golden Ale/Blond Ale,6.80 %,Pinglehead / Brewer_s Pizza Artisans Blobde Ale,Pinglehead Brewing Co. / Brewer_s Pizza
920,Amber Ale,5 %,Big Axe Amber Ale,Big Axe Brewing Company
921,Belgian Ale,5.70 %,Flytrap Belgian Blonde,Flytrap Brewing
922,Bitter,4.50 %,Suomenlinnan Coyet Ale,Suomenlinnan Panimo
923,Amber Ale,-,Backyard Brew Pub Rocking Red Chair,Joseph James Brewing Company
924,Amber Lager/Vienna,6.20 %,Secret Engine Das Saftige,Rocky Point Artisan Brewers
925,Amber Ale,-,Crown City Arroyo Amber Ale,Crown City Brewery
926,India Pale Ale &#40; IPA &#41;,5.50 %,Bruuveri Coral Reef Pretty Baby,Panimoravintola Bruuveri
927,Mild Ale,5 %,3 Rivers Delta Dark,3 Rivers
928,Cream Ale,-,Blackstone Sweet Tooth,Blackstone Restaurant & Brewery
929,Amber Ale,6 %,Anderson Valley Boont Barl Bourbon Barrel Amber Ale,Anderson Valley Brewing Company
930,Irish Ale,-,Shoreline Region Rat Red Ale,Shoreline Brewery
931,Cider,7.50 %,Broadoak Amber Jack Cider,Broadoak Cider
932,Amber Ale,5.60 %,Bemidji Harvest Red Ale,Bemidji Brewing Company
933,Belgian Strong Ale,9 %,_ t IJ Columbus,Brouwerij _ t IJ
934,Pale Lager,5 %,Bin SaskAle Prairie Grass Ale,Great Western Brewing &#40; Canadian Brewing &#41;
935,Amber Ale,5.70 %,Mad Beach #amberale,Mad Beach Craft Brewing Company
936,Amber Ale,-,Brew Brothers Copperopolis,Brew Brothers &#40; Reno El Dorado Casino &#41;
937,Amber Ale,7.10 %,21st Amendment Red Dwarf,21st Amendment Brewery
938,Amber Ale,5.20 %,Sackets Harbor War of 1812 Ale,Olde Saratoga Brewing &#40; Mendocino Brewing Co. &#41;
939,Amber Ale,5.90 %,Rateliers Bell de Loing AmbrÃ © e,Les RÃ cents teliers
940,Fruit Beer,-,300 Suns Raspberry Red,300 Suns Brewing
941,Oktoberfest/M Ã $ rzen,6.80 %,Harmony Jackson_s Joy,Harmony Brewing Company
942,Irish Ale,5.80 %,WeldWerks Red,WeldWerks Brewing Co. .
943,Amber Ale,5.50 %,Bare Hands Nugget Amber,Bare Hands Brewery
944,Amber Ale,5.20 %,Plattsburgh Brewing Spitfire Red Ale,Plattsburgh Brewing Company
945,India Pale Ale &#40; IPA &#41;,7.30 %,Dunedin IPA Chronicle 8 : Scottish,Dunedin Brewery
946,Amber Ale,5 %,Amsterdam Big Wheel Deluxe Amber Beer,Amsterdam Brewing Company
947,Amber Ale,5.40 %,Tommyknocker Mountain City Amber Ale,Tommyknocker Brewery
948,Bitter,3.40 %,Lovibonds Henley Amber,Lovibonds
949,American Strong Ale,9.50 %,Rockaway Double Curiosity,Rockaway Brewing Company
950,Bitter,4.40 %,AJ_s Ales Ruby Red,AJ_s Ales
951,Amber Ale,-,Lighthouse Lumberjack Amber Ale,Lighthouse Brewing Company &#40; USA &#41;
952,Belgian Ale,4.70 %,2 Brothers Rusty,2 Brothers Brewery
953,Golden Ale/Blond Ale,4.20 %,3 Rivers Pilgrims Progress,3 Rivers
954,Amber Ale,5.40 %,14th Star Valor Ale,14th Star Brewing Company
955,Brown Ale,6.80 %,Baerlic Primeval Brown Ale,Baerlic Brewing
956,American Pale Ale,-,Von Jakob Red Ale,Von Jakob Vineyard & Brewery
957,Amber Ale,5.80 %,Cornerstone Patriot Red,Cornerstone Brewing Company
958,India Pale Ale &#40; IPA &#41;,5.70 %,Blue Mountain / Beer Run PR Job,Blue Mountain Brewery
959,Golden Ale/Blond Ale,5 %,Benford Summer Irish Blonde,Benford Brewing
960,American Pale Ale,5.50 %,Brown Ales Full Metal Jacket,Ashover
961,Amber Ale,5.80 %,Right Brain Northern Hawk Owl Amber,Right Brain Brewery
962,Altbier,5 %,Draught Works Shadow Caster,Draught Works Brewery
963,Amber Ale,5.30 %,Former Future Second Story,Former Future Brewing Company
964,Saison,4.50 %,Audacity Wallonia,Audacity Brew House
965,Pale Lager,4.50 %,1565 Victory Lager,LÃ ¶ wenbrÃ $ u Munich &#40; InBev &#41;
966,English Pale Ale,5.50 %,The Beer Diviner Rudy_s Hammer Pale Ale,Bly Hollow Brewery
967,Amber Ale,5.90 %,Sornin AmbrÃ © e &#40; Biere du Sornin &#41;,Les Brasseurs du Sornin
968,Amber Ale,5.80 %,Swamp Head Lost in Time Amber Ale,Swamp Head Brewery
969,Amber Ale,5 %,Bad Bear Amber Ale,Bad Bear Brewery
970,Amber Ale,5.50 %,Duncans Founders 1903 Red Ale,Duncans Founders Brewery &#40; Independent Breweries NZ &#41;
971,Amber Ale,6.50 %,Full Sail Nugget Special Red Ale,Full Sail Brewing Company
972,Amber Ale,5 %,William Street Red Sky Amber Ale,William Street Beer Co. .
973,Fruit Beer,6 %,Pitchfork Cranberry Cheer Amber,Pitchfork Brewing Company
974,Smoked,7 %,Arcadia Panama Red,Arcadia Brewing Company
975,American Pale Ale,5 %,La Fabrique Salamagone,La Fabrique
976,Amber Ale,4.10 %,Small Batch A Player to be Named Later,Small Batch Beer Company
977,Amber Ale,7.80 %,Barley Macca Meda,Birrificio Barley
978,Irish Ale,6.50 %,BRASSTA Rousse et Or,Brasseurs du Nord
979,Mead,13.50 %,Celestial Meads Odins Gift,Celestial Meads
980,American Strong Ale,8 %,Kern River Dirty Hippie Imperial Red Ale,Kern River Brewing
981,Amber Ale,5 %,Minhas Lazy Mutt Alberta Red Ale,Minhas Micro Brewery - Calgary
982,Irish Ale,-,Twin Peaks Ride The Hoh &#033; Red Ale,Twin Peaks Brewing and Malting Company
983,Amber Ale,-,Bear Creek Log Jam Amber,Bear Creek Brewing Company
984,Amber Ale,5.90 %,New Glory Rapid Fire Red Ale,New Glory Craft Brewery
985,Amber Ale,5.30 %,I & I Bitter Orange Blossom,I & I Brewing
986,Amber Ale,5.10 %,Scuttlebutt Amber Ale,Scuttlebutt Brewing Co. .
987,India Pale Ale &#40; IPA &#41;,5.20 %,Carlsberg Brewmasters Collection India Pale Ale,Carlsberg Brewery
988,Bitter,4.50 %,Loch Lomond The Ale of Leven,Loch Lomond
989,Amber Ale,4.50 %,Maku Amber Ale,Maku Brewing
990,Amber Ale,4.20 %,Isle of Mull The Red Monk of Iona,Oban Bay &#40; Argyll Breweries &#41;
991,Amber Ale,5 %,Multi-Brasses Buck Rousse,Multi-Brasses
992,Golden Ale/Blond Ale,5.70 %,Aslan Alpenglow Summer Ale,Aslan Brewing Company
993,Amber Ale,4.90 %,Green Room Ravenous Ruby Red,Green Room Brewing &#40; FL &#41;
994,Amber Ale,7 %,Ithaca Cascazilla,Ithaca Beer Company
995,Brown Ale,-,Kona Aina Brown Ale,Kona Brewing Company
996,Amber Ale,5.80 %,Mountain Town Cow Catcher Red Ale,Mountain Town Brewing Company
997,Amber Ale,7 %,Ice Harbor Double Red Ale - Fresh Hop,Ice Harbor Brewing Company
998,Amber Ale,5 %,Liberator Carols Speckelbelly Amber,Liberator Brewing
999,Smoked,7.50 %,Firehouse Smokin _ Betty,Firehouse Brewing Company &#40; SD &#41;
1000,Barley Wine,9 %,BJ_s Goliath,BJ_s Restaurant & Brewhouse
1001,Irish Ale,5.20 %,Banger Rebellion Red,Banger Brewing Company
1002,Amber Ale,5.90 %,Smog City Sabre Toothed Squirrel,Smog City Brewing
1003,Amber Ale,5.20 %,Bushnell Bofuss Amber Ale,Bushnell Craft Brewing
1004,Amber Ale,5.40 %,Wendlandt Harry Polanco Red Ale,CervecerÃa Wendlandt
1005,Golden Ale/Blond Ale,5.30 %,Blue Ridge Hiawassee Golden Ale,Blue Ridge Brewery
1006,Amber Ale,5.80 %,Maui Brewing Hole in the Head Red,Maui Brewing Company
1007,India Pale Ale &#40; IPA &#41;,6.50 %,Schoune Alsacienne Pale Ale,Ferme Brasserie Schoune
1008,Belgian Ale,-,5 Seasons Westside Jurassic Fat Lip Belgian Amber,5 Seasons Westside
1009,American Strong Ale,8.70 %,Oskar Blues G_Knight &#40; Apple Whiskey Barrel &#41;,Oskar Blues Brewery
1010,Amber Ale,7 %,Bells Debs Red Ale,Bells Brewery
1011,Amber Ale,6.40 %,Great Waters Killybegs Amber Ale,Great Waters Brewing
1012,Sour/Wild Ale,8 %,Alpha Four Horsemen CuveÃ ©,Alpha Brewing Company
1013,Specialty Grain,5.50 %,Atom Rare Earth,Atom
1014,Amber Ale,-,Milwaukee Ale House Scooter Ale,Milwaukee Ale House
1015,Smoked,6 %,3 Ravens / Bacchus / Holgate / Moo Brew The Congress,3 Ravens
1016,Amber Ale,5.20 %,Reads Landing Cap_n Amber,Reads Landing Brewing Company
1017,Golden Ale/Blond Ale,4.60 %,Blue Monkey Monkey Wrench,Blue Monkey
1018,India Pale Ale &#40; IPA &#41;,4.80 %,Carlow O_Hara_s / Starr Hill Foreign Affair,Carlow
1019,Amber Ale,4.80 %,Tapistry Amber Cadabra,Tapistry Brewing
1020,Amber Ale,-,FlyCaster Yakima River Red,FlyCaster Brewing Company
1021,Bitter,3.80 %,Alehouse Yet Another Tick &#033;,Verulam
1022,Wheat Ale,4.80 %,5 Rabbit Gringolandia Series : Magnifica Wheat,5 Rabbit Cerveceria
1023,Amber Lager/Vienna,5.40 %,Britt Chat-Malo,Britt &#40; Brasserie de Bretagne &#41;
1024,Amber Ale,5.70 %,Caleya Mayuca Amber,Cerveza Caleya
1025,American Strong Ale,8.20 %,Out of Bounds Relentless Double Red Ale,Out of Bounds Brewing Company
1026,American Strong Ale,6.80 %,ShuBrew Heart and Sole Imperial Red Ale,ShuBrew
1027,Session IPA,4.70 %,Beaver Island Fabulous Armadillo Session IPA,Beaver Island Brewing Company
1028,Amber Ale,5.60 %,Duck Foot Red Ale,Duck Foot Brewing Company
1029,Spice/Herb/Vegetable,6 %,Beer Works Amber Chai,Beer Works
1030,Amber Ale,5 %,Offshore Amber Ale,Offshore Ale Company
1031,Amber Ale,5.30 %,Arbor Red Dawn American Amber,Arbor Brewing Company Pub & Eatery
1032,Amber Ale,6.60 %,Fall Unicorn Stampede,Fall Brewing Company
1033,Amber Ale,6.10 %,Seven Arrows Maelstrom Red,Seven Arrows Brewing Company
1034,Amber Ale,5.50 %,Heartly Amber Ale Lucky Rhino,Heartly Craft Brewery
1035,Mead,11 %,Florida Orange Groves Orange Blossom Honey Wine,Florida Orange Groves
1036,Abt/Quadrupel,9 %,Intuition Ale Works Jesses Girl,Intuition Ale Works
1037,Amber Ale,5.10 %,Franklins Anacostia Ale,Brewery & General Store
1038,Amber Ale,5.60 %,Lancaster Hop Buggy Amber Ale,Lancaster Brewing Co. .
1039,American Strong Ale,8.50 %,Santa Cruz Mountain Nicky 666,Santa Cruz Mountain Brewing
1040,Belgian Ale,5 %,Able Ebenezer Emma Wood Pale Ale,Able Ebenezer Brewing Company
1041,Old Ale,4 %,Briarbank Cardinale Wolsey,Briarbank Brewing
1042,Brown Ale,5.50 %,#Freedom A Toast,#Freedom Craft Brewery
1043,Irish Ale,6 %,1933 Dry Hopped Irish Red,1933 Brewing Company
1044,Amber Ale,6 %,New Boswell The Hoppit Amber Ale,New Boswell Brewing Company
1045,American Strong Ale,8.40 %,DryHop Photobomb,DryHop Brewers
1046,American Strong Ale,9.50 %,Eugene City Natty Red,Eugene City Brewery & Rogue Ales
1047,Amber Ale,5.90 %,Queens Head Fuggles Red Ale,Queens Head &#40; UK &#41;
1048,Imperial IPA,8 %,Hillcrest Big Red Balls,Hillcrest Brewing Company
1049,Amber Ale,6 %,Arcadia Salted Caramel Amber,Arcadia Brewing Company
1050,Amber Ale,5.30 %,BandWagon North by Northwest,BandWagon Brewpub
1051,Amber Ale,-,Barley Brothers Freedom Bridge Amber Ale,Barley Brothers Brewery and Grill
1052,American Strong Ale,9 %,Shine Down Dog Imperial Red,Shine Brewing Co. .
1053,Amber Ale,6 %,Rockslide Rabbit Ears Amber Ale,Rockslide Brew Pub
1054,Amber Ale,4 %,Headstrong Mulish Amber Ale,Headstrong Brewery
1055,American Strong Ale,8 %,SPB Barrel Aged Mississippi Fire Ant,Southern Prohibition Brewery
1056,Sour/Wild Ale,5 %,The Libertine Pub / ManRock Brewery Amber Sour Mash,The Libertine Pub
1057,Spice/Herb/Vegetable,6.80 %,Karma Amber Doll,Karma
1058,American Pale Ale,-,American Sky Curly Juniper Pale Ale,Hudson Brewing Company
1059,Amber Ale,6 %,Storybook Little Red_s Rocking Ale,Storybook Brewing
1060,Amber Ale,5.20 %,Aftershock Red Alert,Aftershock Brewing Company
1061,American Strong Ale,8.20 %,American Winter Classic,American Brewing Company
1062,Premium Bitter/ESB,5.50 %,Aarup Red Bitter Ale,Aarup Bryghus
1063,Amber Ale,7.20 %,Epic Carolina,Steam Brewing Company
1064,Specialty Grain,4.90 %,10 Barrel Rude Boy Rye,10 Barrel Brewing &#40; AB InBev &#41;
1065,Amber Ale,4.40 %,J.G. Crummers Kick Arse Ale,Custom Brewcrafters
1066,Irish Ale,5.30 %,Bootstrap Red Beerd,Bootstrap Brewing
1067,Amber Ale,5.50 %,Pat O_Hara Attitude Adjustment,Pat O_Hara Brewing Company
1068,Amber Ale,5 %,Hilton Head Calibogue Amber,Hilton Head Brewing Company
1069,Amber Ale,6.50 %,Hammond River Red Coat India Red Ale,Hammond River Brewing
1070,Amber Ale,5.10 %,Los Muertos Agave Maria Amber Ale,Los Muertos Brewing
1071,Amber Ale,-,Denver Beer Mud Bug Amber,Denver Beer Company
1072,Amber Ale,5.50 %,Full Sail Amber Ale,Full Sail Brewing Company
1073,Amber Ale,5.60 %,Upland Rad Red Amber Ale,Upland Brewing Company
1074,Amber Ale,7 %,Sarasota Brewing Ya Mills Honeymeade Ale,Sarasota Brewing Company
1075,Amber Ale,5.20 %,Funky Buddha Combat Rock,Funky Buddha Brewery
1076,American Strong Ale,11.20 %,Black Market Holiday 2014 - Triple Black Rye IPA,Black Market Brewing Company
1077,Amber Ale,4.80 %,Aux Fous Brassant Hurluberlue,Aux Fous Brassant
1078,Cider,8.30 %,Bredalens GÃ ¥ rdscider,Bredalens GÃ ¥ rdsmusteri
1079,Amber Ale,5.80 %,Charleston Brewing Westward Gaze,Charleston Brewing Company &#40; WV &#41;
1080,Belgian Ale,5 %,3 Sheeps Rebel Kent The First,3 Sheeps Brewing Company
1081,Amber Ale,5.50 %,Bowser Winifred Red Raider Ale,Bowser Brewing Company
1082,Scotch Ale,-,75th Street Waldo Wallace Scotch Ale,75th Street Brewery
1083,Amber Ale,5 %,RÃ ¥ danÃ $ s Hillbilly Red Ale,RÃ ¥ danÃ $ s Bryggeri
1084,Amber Ale,4.90 %,Plank Town Lil Red Ryder Ale,Plank Town Brewing Company
1085,Irish Ale,-,Rockyard Blarney Rock Irish Ale,Rockyard Brewing Company
1086,Amber Ale,5.60 %,Gusswerk AAA Austrian Amber Ale,Brauerei Gusswerk
1087,Brown Ale,6 %,Titletown Toasted Oats and Molasses Brown Ale,Titletown Brewing Company
1088,Amber Ale,5 %,Bike Rack Rusty Tricycle,Bike Rack Brewing Company
1089,Bitter,4.20 %,AllGates Bottoms Up,AllGates
1090,American Strong Ale,7.70 %,Below Grade Super Duty Double Red Ale,Below Grade Brewing LLC
1091,Irish Ale,5.50 %,Hideout Hired Gun Red,The Hideout Brewing Company
1092,Amber Ale,-,3 Guys & A Beer_d Happy Holidays De-Icer,3 Guys & A Beer_d Brewing Company
1093,Amber Ale,5.10 %,DuClaw Misfit Red,DuClaw Brewing Company
1094,American Strong Ale,7.20 %,Georgetown SuperChopp,Georgetown Brewing Company
1095,Amber Ale,4.60 %,Beaver Creek Castor Mexican Amber,Beaver Creek Brewery
1096,Amber Ale,6.60 %,Boxing Cat Firecracker Imperial Red Ale,Boxing Cat Brewery
1097,Amber Ale,4.80 %,Stadtguet Amber,Stadtguet
1098,American Strong Ale,8.50 %,The Hop Garden Sunset Imperial Amber,House of Brews
1099,Irish Ale,5 %,Ironwood St. Colombanos Of Bobbio Not So Red,Ironwood Brewing Co. . LLC
1100,Imperial IPA,8.50 %,Southern Star Red Cockaded Ale,Southern Star Brewing Company
1101,Amber Ale,6 %,Brooksville Hot Head Red Ale,Brooksville Brewing Company
1102,Amber Ale,6.20 %,Bridger Roosevelt Red Ale,Bridger Brewing
1103,American Strong Ale,7.80 %,Tumbledown Imp Imperial Red Ale,Tumbledown Brewing LLC
1104,Amber Ale,4.60 %,Blackstone Red Trail Ale,Blackstone Restaurant & Brewery
1105,Amber Ale,5.10 %,Wensky Saci American Amber Ale,Wensky Beer
1106,American Strong Ale,7.80 %,De Koninck TSTBRW 01 Imperial Red Ale,Brouwerij De Koninck &#40; Duvel-Moortgat &#41;
1107,American Strong Ale,8 %,Rapscallion Blessing,Paper City Brewery
1108,Amber Ale,5.50 %,Minhas Fire Brew Red Ale,Minhas Craft Brewery
1109,Amber Ale,6.10 %,Fat Head_s Autumn Brisk Amber Ale,Fat Head_s Brewery & Saloon
1110,India Pale Ale &#40; IPA &#41;,-,Red Castle Scarlet Throne Amber IPA,Red Castle Brewery & Distillery
1111,Specialty Grain,4.50 %,Black Iris Bleeding Heart,Black Iris
1112,Amber Ale,5.60 %,Bravo Zulu Ember Amber Ale,Bravo Zulu Brewing
1113,Amber Ale,5 %,Books & Brews Clifford The Lil Red Ale,Books & Brews
1114,Amber Ale,6 %,St Brigid_s TKO Amber Ale,St Brigid_s Brewery
1115,Amber Ale,4 %,Wasatch Evolution Amber Ale,Wasatch Brewery
1116,Brown Ale,5 %,Cellarmaker Schwag,Cellarmaker Brewing Company
1117,Spice/Herb/Vegetable,10.50 %,Dogfish Head Black and Red,Dogfish Head Brewery
1118,Bitter,4.50 %,Amber Summer Bock,Amber
1119,American Strong Ale,9.50 %,Peter Bs Sum Of Hours Imperial Red Ale,Peter Bs Brewpub
1120,American Strong Ale,8 %,Figueroa Mountain / Pizza Port Shark Lips Imperial Red Ale,Figueroa Mountain Brewing
1121,Amber Ale,-,Horse Heaven Hills Mustang Red,Horse Heaven Hills Brewery
1122,Belgian Strong Ale,10.10 %,De Molen Pais & Vree,Brouwerij de Molen
1123,American Strong Ale,9.70 %,Cherry Street The Redcoats Are Cumming,Cherry Street Brewing Cooperative
1124,Amber Ale,-,Big Nose Red Ale,Big Nose Brewing
1125,Amber Ale,5.50 %,Atlas Orange is the New Red,Atlas Brewing Company
1126,Specialty Grain,6.80 %,Lakeland Brewing Company Damn It,Lakeland Brewing Co. & Old School Annex
1127,Amber Ale,5.50 %,Prodigal Son Righteous Indignation Organic Red,Prodigal Son Brewery
1128,Amber Ale,5.60 %,Kona Lavaman Red Ale,Kona Brewing Company
1129,Spice/Herb/Vegetable,10.60 %,Nebraska Ninja Gnome &#40; Inception Series &#41;,Nebraska Brewing Company
1130,American Strong Ale,8 %,Alpine Dog Howl At The Moon Imperial Red,Alpine Dog Brewery
1131,India Pale Ale &#40; IPA &#41;,5.50 %,Seven Brides Waldo Hills IRA,Seven Brides Brewing Company
1132,Amber Ale,4.80 %,Firehall Stoked Ember Ale,Firehall Brewery
1133,American Pale Ale,4.50 %,Glasstown Fortescue Fisherman_s Ale,Glasstown Brewing Company
1134,Saison,5 %,Burial / Quest Calumet Strawberry Rhubarb Grisette,Burial Beer Company
1135,Black IPA,4.50 %,Revolutions / Five Towns Scary Monsters,Revolutions
1136,Amber Ale,6.50 %,Excel My Hoppy Valentine,Excel Brewing Company
1137,Amber Ale,6.20 %,Fetching Lab Round Up Amber,Fetching Lab Brewery
1138,Specialty Grain,5.80 %,Ore Dock Good Grist,Ore Dock Brewing Company
1139,Amber Ale,5.50 %,Adnams / The Alchemist Enraptured,Adnams
1140,Smoked,4.50 %,1516 Pub & Brewery May Smoked Ale,1516 Pub & Brewery
1141,American Strong Ale,7 %,Off the Grid Trail Blazer Red,Inland Empire Brewing
1142,Amber Ale,5.20 %,Rogue Dry Hopped St. Rogue Red Ale,Rogue Ales
1143,India Pale Ale &#40; IPA &#41;,6.90 %,Ipswich Harvest Ale,Ipswich Ale Brewery
1144,Imperial IPA,8 %,Alley Kat Dragon Series Bearded Dragon Imperial Red IPA,Alley Kat Brewing Company
1145,Amber Ale,6 %,Ragtime Tavern Atlantic Beach Amber,Ragtime Tavern &#40; Gordon Biersch &#41;
1146,Amber Ale,7.50 %,3Cross Kannibaal,3Cross Brewing Company
1147,Amber Ale,5 %,Mismatch Archie_s Red Ale,Big Shed Brewing Concern
1148,Amber Ale,5.70 %,Twains River Sunset Amber,Twains Billiards and Tap
1149,Amber Ale,-,Elk Grove Woodys Hophead Red,Elk Grove Brewery
1150,Pilsener,4.50 %,Amherst Ace in the Hole Pilsner,Amherst Brewing Company
1151,Amber Lager/Vienna,5.30 %,Gallo Red Lager,Cerveceria Centro Americana
1152,Amber Ale,5.40 %,Big Muddy Saluki Dunkeldog Dark Amber,Big Muddy Brewing Company
1153,Amber Ale,6.60 %,Short_s Proverbial Mind Spread,Short_s Brewing Company
1154,Amber Lager/Vienna,7.50 %,Bear Republic Smoked Prickly Pear Lager,Bear Republic Brewing Company
1155,Irish Ale,4.30 %,Franciscan Well Rebel Red Ale,Franciscan Well &#40; MolsonCoors &#41;
1156,Amber Ale,6 %,Bad Weather Windvane Minnesota Red Ale,Lucid Brewing Company
1157,Spice/Herb/Vegetable,-,TwoRows Jalapeno Route 66 Amber Ale,TwoRows Restaurant & Brewery
1158,Amber Ale,6.70 %,North Mountain Octomalt,North Mountain Brewing Company
1159,Saison,7 %,Liquid Laundry Sleepless In Saison,Liquid Laundry
1160,Specialty Grain,4.70 %,Noire et Blanche B_rousse Willis,Brasseur De MontrÃ © al
1161,Amber Lager/Vienna,5.80 %,4th Street Red Lager,4th Street Brewing Co
1162,Mild Ale,3.75 %,Big Rock Paradox Dark Light Ale,Big Rock Brewery
1163,Amber Ale,7.80 %,Intuition Barrel Aged Riverside Red,Intuition Ale Works
1164,Amber Ale,5.50 %,Tooborac Woodcutter_s Amber Ale,Tooborac Hotel and Brewery
1165,Amber Ale,5.50 %,Outpost Mr. Grain Jeans Organic Amber Ale,Lakefront Brewery
1166,Golden Ale/Blond Ale,5.50 %,Aftershock Oatmeal Raisin Cookie Ale,Aftershock Brewing Company
1167,Amber Ale,-,Harbor City Mile Rock Amber Ale,Sand Creek Brewing Company
1168,Amber Ale,9 %,Cambridge 25th Anniversary Imperial Amber Ale,Cambridge Brewing Company
1169,Amber Ale,4.90 %,Rincon Warrior Pride Red Ale,Rincon Brewery
1170,Premium Bitter/ESB,4.80 %,Buffys Garnet,Buffys
1171,Amber Ale,7 %,Iron Springs Anne Marie_s Amber,Iron Springs Pub and Brewery
1172,Brown Ale,5.50 %,Cigar City French Toast Brown Ale,Cigar City Brewing
1173,India Pale Ale &#40; IPA &#41;,6 %,Bear Republic Rebellion IPA &#40; 05256 &#41;,Bear Republic Brewing Company
1174,Amber Ale,6.50 %,Flossmoor Station Barrel Aged Panama Limited Red Ale,Flossmoor Station Restaurant & Brewery
1175,Amber Ale,7.50 %,Solemn Oath Ultrahighfrequency,Solemn Oath Brewery
1176,Amber Ale,4.60 %,Bear Republic Speed Bump,Bear Republic Brewing Company
1177,Amber Ale,5.60 %,Capitol City Amber Waves Ale,Capitol City Brewing Company
1178,Amber Ale,5 %,Flat Tail Amber Ale,Flat Tail Brewing Company
1179,Irish Ale,6 %,M.T. Head Punter_s Special Ale,M.T. Head Brewing Co
1180,Amber Ale,4.70 %,Blue Skye Fire Engine Red,Blue Skye Brewery and Eats
1181,Amber Ale,4.80 %,Hale_s Red Menace Big Amber,Hale_s Ales
1182,Amber Ale,6.10 %,Zaftig Heavy Hearted Amber Ale,Zaftig Brewing Company
1183,Amber Ale,5.30 %,Pacific Crest Dryhopped Red,Pacific Crest Brewing Company
1184,Altbier,6.70 %,Secret Engine Sticke Handwerker,Rocky Point Artisan Brewers
1185,American Pale Ale,4.70 %,Big Time Dragonfly,Big Time Brewery
1186,Amber Ale,-,Get Well Amarillo Sunrise Amber Ale,Get Well
1187,Amber Ale,5.30 %,Ellicott Mills Redrum Ale,Ellicott Mills Brewing
1188,Amber Ale,5.30 %,Declaration Hardtack Copper,Declaration Brewing
1189,Irish Ale,5 %,Coronado Rambler_s Red,Coronado Brewing Company
