assay_id,bao_format,relationship_type,tid,assay_strain,confidence_score,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_tissue
1657,BAO0p90019,D,105570,,9,12409,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611;range is 0.2-1.2,F,,,Cavia porcellus,10141.0,
1658,BAOo00035y,D,105570,,9,11574,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,Cavia porcellus,10141.0,
1659,BA8000035y,D,105570,,9,1558,Binding affinity towards guinea pig 5-hydroxytryptamine 1D receptor was determined,B,,,Cavia porcellus,10141.0,
1660,BAOo000118,D,105570,,9,12409,Compound at 3 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,10141.0,
1661,BAOp0o0218,D,105570,,9,12409,Compound at 45 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,10141.0,
1662,BAO0000wq8,D,105570,,9,12409,Compound at 50 mg/kg was tested for the inhibition of hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,F,,,Cavia porcellus,10141.0,
1663,BAO9090218,D,105570,,9,12409,Compound at oral dose of 45 mg/kg was tested for percent inhibition against 5-hydroxytryptamine 1D receptor causes hypothermia in guinea pig,F,,,Cavia porcellus,10141.0,
1664,vAO0p00019,D,105570,,9,12253,Binding affinity of 5-hydroxytryptamine 1D receptor using [3H]-8-HT in guinea pig cortex,B,,,Cavia porcellus,10141.0,
1665,BA09000357,D,105570,,9,12936,Binding affinity against guinea pig 5-hydroxytryptamine 1D receptor,B,,,Cavia porcellus,10141.0,
1666,BAO0o00010,H,105,,8,13181,Binding affinity was determined against 5-hydroxytryptamine 4 receptor using [125I]SB 207710 as radioligand from piglet hippocampal membranes,B,,,Cavia porcellus,10141.0,
1667,BAO0090457,D,105570,,9,12409,In vitro binding affinity towards 5-hydroxytryptamine 1D receptor in guinea-pig striatum in presence of BMY-7378 and mesulergine,B,,,Cavia porcellus,10141.0,Striatum
1668,BAO0o00347,D,105570,,9,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1D receptor of guinea pig substantia nigra,B,,,Cavia porcellus,10141.0,
1669,BAO0900457,H,51,,8,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,,,
1670,BAO9p00357,H,106,,8,13051,The compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1D receptor beta,B,,,,,
1671,BAO0900p19,H,105,,8,3463,Maximum stimulation of [35S]GTP gamma-S binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor,F,,,,,
1672,BAO0p0o019,H,105,,8,15315,Ability to inhibit forskolin-stimulated adenylate cyclase in a cell line expressing human 5-hydroxytryptamine 1D receptor,F,,,,,
1673,BA00000o19,H,105,,8,6011,Ability to inhibit forskolin-stimulated adenylate cyclase activity in Chinese hamster ovary (CHO) stable cell lines expressing human 5-hydroxytryptamine 1D receptor,F,,,,,
1674,BAOp00021p,D,105,,9,14159,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing 5-hydroxytryptamine 1D receptor",F,,,Homo sapiens,9606.0,
1675,BAO0900319,H,105,,8,14159,"Compound was evaluated for the stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor.",F,,,,,
1676,nAO0000w19,H,105,,8,15250,Agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,B,,,,,
1677,BAO0090319,H,105,,8,15250,Compound was tested for measuring agonist-induced [35S]- GTPgammaS binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor,B,,,,,
1678,BAO00o021i,H,105,,8,15331,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",F,,,,,
1679,BA80000229,D,105,,9,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the 5-hydroxytryptamine 1D receptor",F,,,Homo sapiens,9606.0,
1680,BAO0009218,H,105,,8,15332,"Stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing the human 5-hydroxytryptamine 1D receptor.",F,,,,,
1681,BAO0090319,H,105,,8,3294,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor",F,,,,,
1682,BAO0o00119,H,105,,8,14158,"Measurement of agonist induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor.",F,,,,,
1683,BzO0000q19,H,105,,8,14956,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1D receptor",F,,,,,
1684,Bx90000019,H,105,,8,12469,Compound was evaluated for its agonistic activity on 5-hydroxytryptamine 1D receptor,F,,,,,
1685,BqO0000210,H,105,,8,3463,Measurement of agonist-induced [35S]-GTP gamma-S binding in CHO cells stably transfected with 5-hydroxytryptamine 1D receptor,F,,,,,
1686,BAOp00021i,D,105,,9,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",F,,,Homo sapiens,9606.0,
1687,BAO0op0219,D,105,,9,15250,"Maximum stimulation of [35S]GTP-gamma-S, binding in CHO cells expressing human 5-HT-1d relative to 5-HT",F,,,Homo sapiens,9606.0,
1688,BxO0000010,H,105,,8,14956,"Efficacy was evaluated relative to human 5-hydroxytryptamine 1D receptor using [35S]GTP-gamma-S, as radioligand",F,,,,,
1689,BqO000p019,H,105,,8,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-hydroxytryptamine 1D receptor.",F,,,,,
1690,BwO0000010,D,105,,9,14159,"Maximum stimulation of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1D receptor relative to 5-HT",F,,,Homo sapiens,9606.0,
1691,BAO90p0219,D,105,,9,14499,Percent efficacy relative to 5-HT treatment of CHO cells expressing 5-HT 1d receptor,F,,,Homo sapiens,9606.0,
1692,gqO0000019,H,105,,8,15315,Intrinsic activity for 5-hydroxytryptamine 1D receptor,F,,,,,
1693,BxO0900219,H,105,,8,3294,Ability to displace [3H]- -5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in chinese hamster cells (CHO cells),B,In vitro,,,,
1694,BAO09002w9,H,105,,8,3463,Ability to displace [3H]-5-HT from recombinant human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells determined in vitro,B,,,,,
1695,BAO00093t7,H,105,,8,15331,Affinity of compound towards 5-hydroxytryptamine 1D receptor was evaluated using radioligand binding technique,B,,,,,
1696,BAO000o319,D,105,,9,14159,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,9606.0,
1697,BA80o00219,H,105,,8,14158,Binding affinity by displacement to human cloned 5-hydroxytryptamine 1D receptor in CHO cells by [3H]5-HT displacement.,B,,,,,
1698,BAO000p347,H,105,,8,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1D receptor,B,,,,,
1699,BzO000p219,H,105,,8,15250,Binding affinity at human cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells by [3H]5-HT displacement.,B,,,,,
1700,BAO00pp219,H,105,,8,15250,Displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,
1701,BAl000021i,H,105,,8,15331,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,
1702,BA80o00219,D,105,,9,15332,Displacement of [3H]5-HT binding from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,9606.0,
1703,BAOo0p0219,D,105,,9,14499,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,Homo sapiens,9606.0,
1704,BAOo090219,H,105,,8,15332,Displacement of [3H]5-HT binding to the cloned human 5-hydroxytryptamine 1D receptor stably expressed in CHO cells,B,,,,,
1705,BxO0000210,H,105,,8,14956,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1D receptor expressed in CHO cells,B,,,,,
1706,fAO0000257,H,105,,8,3805,In vitro binding affinity against human 5-hydroxytryptamine 1D receptor at a concentration of 100 (nM),B,,,,,
1707,BA80000218,D,105,,9,6011,Inhibition of [3H]5-HT binding to human 5-hydroxytryptamine 1D receptor expressed in CHO cells at 1 uM,B,,,Homo sapiens,9606.0,
1708,BAOo00021p,H,105,,8,16190,Binding affinity against 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,B,,,,,
1709,BAO9000029,H,105,,8,14165,Binding affinity for 5-hydroxytryptamine 1D receptor in Cos-7 transfected cell type using [3H]5-CT as radioligand,B,,,,,
1710,BAOo0o0357,D,105,,9,4234,Binding affinity to cloned human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1711,BsO0000257,H,105,,8,15527,"Binding affinity towards 5-HT1D receptor, using [3H]5-HT as radioligand.",B,,,,,
1712,BqO000021i,H,105,,8,6328,Binding affinity towards human 5-hydroxytryptamine 1D receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,,
1713,BAl000o357,H,105,,8,16209,Binding affinity towards human 5-hydroxytryptamine 1D receptor was determined using [3H]5-HT as radioligand,B,,,,,
1714,gAOo000357,H,105,,8,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand.,B,,,,,
1715,fAO00003r7,H,105,,8,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1D receptor using [3H]-5-CT as radioligand,B,,,,,
1716,BwO0000358,H,105,,8,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1717,hAO00003r7,H,105,,8,6013,Binding affinity towards 5-hydroxytryptamine 1D receptor,B,,,,,
1718,gAO00o0357,H,105,,8,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1719,BAOo000358,H,105,,8,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,,
1720,BAOp00035u,H,105,,8,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; Not determined,B,,,,,
1721,hAOo000357,H,105,,8,14454,Binding affinity towards human 5-hydroxytryptamine 1D receptor using [3H]5-HT trifluoroacetate as radioligand; not determined,B,,,,,
1722,BAp0000w57,H,105,,8,15818,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1D receptor,B,,,,,
1723,BsOp000219,H,105,,8,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1D receptor in CHO-K1 cells,F,,,,,
1724,BAO00o02q9,D,105,,9,6011,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1D receptor expressed in Chinese hamster ovary cells (CHO cells),B,In vitro,,Homo sapiens,9606.0,
1725,BAO0p003t7,D,105,,9,4234,In vitro binding affinity to human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1726,BAO0p00o19,H,105,,8,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,
1727,BAO00p035i,H,105,,8,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1D receptor using [3H]5-CT radioligand,B,,,,,
1728,BAO09p0357,H,105,,8,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1729,BAO000oq19,D,105,,9,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1D receptor in Cos-7 cells,B,,,Homo sapiens,9606.0,
1730,BAk00o0357,D,105,,9,3804,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1731,BAO0099357,H,105,,8,16700,The binding affinity towards the 5-hydroxytryptamine 1D receptor; No affinity,B,,,,,
1732,BAOp00p357,D,105,,9,2391,Affinity for 5-hydroxytryptamine 1D receptor subtype,B,,,Homo sapiens,9606.0,
1733,vAp0000357,D,105,,9,4175,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1734,BA0o000019,H,105,,8,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor,B,,,,,
1735,BAOp000029,H,105,,8,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1D receptor; ND means not determined,B,,,,,
1736,BAi000o357,D,105,,9,15926,Binding activity against human 5-hydroxytryptamine 1D receptor; NT means not tested,B,,,Homo sapiens,9606.0,
1737,BsO0090219,H,105,,8,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; Not tested,B,,,,,
1738,BqO00002w9,H,105,,8,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor; not tested,B,,,,,
1739,BwO000o219,H,104802,,4,14956,Selectivity towards 5-HT1D and to that of 5-HT1B in CHO cells,B,,,,,
1740,BAO009p019,H,105,,8,3294,"Maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by the 5-HT",F,,,,,
1741,BAO00o0w57,H,105,,8,12861,Binding activity radioligand.,B,,,,,
1742,hAO000001i,H,105,,8,12861,Binding activity against 5-hydroxytryptamine 3 receptor from rat cortex homogenate using [3H]-Q-ICS 205-930 as radioligand.,B,,,,,
1743,gsO0000219,H,105,,8,16312,Binding affinity in CHO-K1 cells transfected with human 5-hydroxytryptamine 1D receptor,B,,,,,
1744,BAO9o00357,H,105,,8,5104,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,
1745,BAO9000367,H,105,,8,5105,Binding affinity for human cloned 5-hydroxytryptamine 1D receptor,B,,,,,
1746,BAO90o0357,H,105,,8,14499,Measured as -log Ka on 5-hydroxytryptamine 1D receptor,B,,,,,
1747,BA8000o357,D,105,,9,15926,Binding activity against human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1748,BsO0000w19,D,105,,9,4540,Binding affinity to human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand,B,,,Homo sapiens,9606.0,
1749,BsO000p219,H,105,,8,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]-5-HT as radioligand.,B,,,,,
1750,BAO00002w0,H,105,,8,15779,Binding affinity towards 5-hydroxytryptamine 1D (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,,,
1751,BAO000p347,H,105,,8,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1D receptor,B,,,,,
1752,BA9o000219,H,105,,8,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as radioligand.,B,,,,,
1753,vAO0000e19,H,105,,8,15779,Binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]-5-HT as radioligand.;ND means no data.,B,,,,,
1754,nAO000o219,H,105,,8,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,
1755,BxO0000229,H,105,,8,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand,B,,,,,
1756,BAO0oo0219,H,105,,8,17451,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 1D receptor expressed in HEK 293 cells using [3H]LSD as radioligand; Not determined,B,,,,,
1757,BqO00002w9,H,105,,8,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT as the radioligand,B,,,,,
1758,BAO0900e57,D,105,,9,14875,Binding affinity for human 5-hydroxytryptamine 1D receptor,B,,,Homo sapiens,9606.0,
1759,BAO0p0o219,H,105,,8,15146,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,B,,,,,
1760,BqO000o357,H,105,,8,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,B,,,,,
1761,BAO00o0q19,H,105,,8,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,B,,,,,
1762,BqO0000319,H,105,,8,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",B,,,,,
1763,nAO0090019,H,105,,8,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,F,,,,,
1764,vAO00000q9,H,105,,8,14454,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,F,,,,,
1765,BAOo00035i,H,108,,8,5254,Binding affinity against 5-HT2C receptor,B,,,,,
1766,BAO0o00356,H,108,,8,5254,Binding affinity against 5-hydroxytryptamine 1D receptor,B,,,,,
1767,BAO90o0357,H,10577,,8,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,B,,,,,
1768,BwO0900019,H,10577,,8,10639,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,F,,,,,
1769,BAk0000o19,H,10577,,8,12352,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",B,,,,,
1770,BAO000935i,H,10577,,8,9098,Binding affinity towards 5-HT1B was determined,B,,,,,
1771,BAOo090019,H,10577,,8,14430,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,B,,,,,
1772,gAO0p00019,H,10577,,8,13657,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",B,,,,,
1773,BAO0p0001o,H,10577,,8,13657,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",B,,,,,
1774,vAO00000q9,H,10577,,8,15854,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,B,,,,,
1775,BxO0900019,D,10577,,9,10639,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,B,,,Rattus norvegicus,10116.0,
1776,BAk0p00357,H,10577,,8,10025,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,B,,,,,
1777,BAO0p00w57,H,10577,,8,10025,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",B,,,,,
1778,BAO00op249,H,10577,,8,14286,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,B,,,,,
1779,BqO00000q9,H,10577,,8,3651,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,B,,,,,Striatum
