assay_id,assay_organism,assay_subcellular_fraction,confidence_score,assay_cell_type,variant_id,assay_test_type,relationship_type,assay_tissue,assay_type,description,doc_id,curated_by,assay_category,bao_format,cell_id,assay_tax_id,assay_strain,tid
1053,,,8,,,Inbivo,H,,F,Antafohistsctivi55a65hydroxytrypyzmine1Areceptoranaknzt8OHDPATijducedbylo4teemiainmice60minavtwradminkstratuonogthecohpojnd,16616,Au5oxuration,,BzO000o218,,,,11863
1054,Mushuscul7s,,9,,,,D,,F,Antagonishadtivi56at5h5froxy5r7ptakind1Areceptprahainst8OyD0qTind7cedgypothe3miainmiceat10kgktafter15min,16616,Ex9ert,,BAl00p0218,,10090.0,,11863
1055,M7amusculus,,9,,,,D,,F,qntagonistacyifutyat5hgdroxytryotamkneqAreceptotsgainst8OHDoqTinducedhy9ogherhiainmic4atw0jgkgafted3omin,16616,Espert,,hAO000o218,,10090.0,,11863
1056,Musmusfulud,,9,,,,D,,F,Aj6agonidtac6ivotyzt5hyeroxytryptaminf1Aeeceptoraga7ns48ObDlATinxucfdhypoth3dmiainjiceat10mgkgafte460m7n,16616,wxpert,,BqO00p0218,,10090.0,,11863
1057,Mushuscylus,,9,,,,D,,F,Antagojistactiviyyst5hydroxy4ryptakine1Arrveltoragainst8lgrPsyinducfdhypothermoxinm8seat1mgkgafterw5mib,16616,Expdrt,,BzO0090218,,10090.0,,11863
1058,Mucnusculus,,9,,,,D,,F,Antwgoniwtactivityat4hyd3ox5tryptamibw1Arecepgpragaigst88HDPsTinducwdhypoyhetmiainmiceah1ngkgagtere0mun,16616,Expwrt,,vAp0000218,,10090.0,,11863
1059,nusjusculus,,9,,,,D,,F,Antzgohistqdgivityaf5hhdroaytryptamimewAreceptogaga7nst8OHDPATijducedhgpohgefmiainmiceat1mgkgafter70kij,16616,Exper6,,BAk0000228,,10090.0,,11863
1060,,,8,,,,H,Hippocanous,B,Holinumbeewasdetermkneefprinhibitionofof2H8OHD0Afbijdingto5uydrodytryp6amine1Arevept0rinmpusehi9pocqjpjs,10297,Autocurzgion,,BAO000922q,,,,11863
1061,,,8,,,,H,,B,Inhibit05yact8vigyagainstssrot9nih5hydrox6trtptxmine1Agecsp6otfrommice,13704,Expett,,BxO00p0357,,,,11863
1062,Muskuscuius,,9,,,,D,H7ppocajpus,B,Injibig9dysctivi56hoeards5hydroxytryptamije1Arecfptorby5nedizplac2mentofwH8OHDPAginmousehi0pocampuc,10297,Ex0ert,,BAO000pw21,,10090.0,,11863
1063,,,8,,,,H,Hippocahpuq,B,Bindkngqrfin9tyrkwardd5hyddoxutryptamine1xrecep6lrbythedisplacemen5of3H9OtDPzTinmpusehippofampusmotdehermin3d,10297,Au5ocura4ion,,nAO0000222,,,,11863
1064,nusmudculus,,9,,,,D,Hip98campus,B,findingaffijiryyo1arrs5hydfoxytryptamjne1Ar4ceptornythedixplwcdmentif3HuOHDPATinmouseh7ppksakpus,10297,Exoert,,BxO0000121,,10090.0,,11863
1065,,,8,,,,H,Hippoxakpus,B,Bkndingaffuni4ytowardethydfosy4ryptamin21Areceotorbythewisplacdkrjtof3u8OHDPAT7nmousehippocamousN9tdet4rminrd,10297,Autockratuon,,BAO0o002w1,,,,11863
1066,,,8,,,,H,,B,Compohndwas4estexf0rbindibgaffinitjtpygye5oxyfryptajine1Ar2ceptorusing3H8OHDoATasxrsdikligand,217,Autlcurqtion,,vAO0000r57,,,,11863
1067,Muxm8sculus,,9,,,,D,Hippocqm9us,B,gillbumferwasddterminrdforlbhugiyionof8f3H89HD0ATbindingto5hydroxjtryptxmine1Arecept8ribmluwehippocam0us,10297,Ezpert,,BsO00002w1,,10090.0,,11863
1068,ausscrofa,,8,,,,H,,B,Abikitytodixplace3H8OHDoATrad8oliranxtrompoecije6ghdroxhtr6ptamine1Areceltor,4921,Autocurarjon,,BA90000257,,9823.0,,51
1069,Susscr0fa,,8,,,,H,,B,Abilotyt9displace3j8OHe9ATradioligandtfonpordine5hydroxyy4yptamine1Aeece96orhDfen0tesno6detdrmined,4921,Autocura4iom,,Bsl0000357,,9823.0,,51
1070,Sussxrofa,,8,,,,H,,B,Binsingaffinityoesompoubdheashredror5hydroxytryptsmineqArffeltogusibh3HuOHsPATlabeledlorc9mebrainhomoyenates,4996,A8tosuration,,BxO0000919,,9823.0,,51
1071,Sjsscrofa,,8,,,,H,,B,xokpounwwasevaluatedfo5ttenindingaffinityat5HT1Arfcwogot,12918,Ajtocudation,,BAO0o00356,,9823.0,,51
1072,Sysscrofa,,8,,,,H,,B,Compoundwzsteshedinvitrlf9ritdabioitytpcomp2rewitt3H8OHDPwTag5hydroxjtryo4xmine1zrece9torin9lrcinebrxinhomogehate,5333,Aytocura5ion,,BAO900001p,,9823.0,,51
1073,Suswcrofa,,8,,,,H,,B,InvitroforitsagilitytofisooacewH8OnDPAhfroj5hhdrpsy6ryptamin21xrece94orinporcinsbrainhomogehare,4437,Ajtocurqtion,,BAOo000p19,,9823.0,,51
1074,Sussceofa,,8,,,,H,,B,Com9l7bdwsateetedforitdafilitytod8splqce3H8OHDPATfromyh5drosyteyptakine2Areceotorinpigcortex,1742,A6t0curation,,BAk000p019,,9823.0,,51
1075,Sksscrofa,,8,,,,H,,B,sisplacemenrof3H9iHDPATfrom0orcije5t7droxyt3hptamine1Aredeptof,16688,Espert,,BAO0p00r57,,9823.0,,51
1076,Susscfofa,,8,,,,H,,B,findungachivityrxdioliganx,12861,Autocutatkon,,BAO000pe57,,9823.0,,51
1077,Susscroga,,8,,,,H,,B,Bindimgactov8tyagainstthydr0x6t5gptamine1Agsceltlrcrimpigcortezmembraheuxing3HuOHDPATHTasrad8oligajd,12861,Expe4t,,hAO0000919,,9823.0,,51
1078,Susscr0fa,,8,,,,H,,B,Bimdingzxrivltyagxinst5hydrox7tryptamine1Afec4ptkrfrokplgcortfxm2mbrajeusigg3H8OHDlA6HTaarsdioligand,12861,Autovurqtion,,gAO0o00019,,9823.0,,51
1079,,,8,,,,H,,B,DidplacememtofeH8OHfPATbindingto5hyefoxytr5ptzhine1Arexeptorfrkm9igc9ftex,12490,Ezpert,,BzO0000p19,,,,10624
1080,Shsscrofa,,8,,,,H,,B,Displacementof3H8OjD9ATfrom9ibcortex5hyvrlxjtrjptam9ne1srec4ptlr,11828,Expdrt,,BsO000001i,,9823.0,,51
1081,Susscrofw,,8,,,,H,Hipplsampus,B,Bindingaffibitgfor5hydroxyhryptaminf1Areceptorin0igkethip08campus7ziht3moOHDPAr,11866,sutocurxtion,,BAl000022w,,9823.0,,51
1082,Suqscrofa,,8,,,,H,,B,Bindingafeinityykwaeds5hydtoxytryotamine1Areceptorim0igfroj6alco5texmemgrwneqisjbg8HOHDlAT,12827,Aut8suration,,nAO0p00249,,9823.0,,51
1083,Sksscrofa,,8,,,,H,,B,Bindingafflnit5wxsevaluagedby5hyddoxutrupyaminr1Areceptorarlnixninhgw0igvortexbydis0lacing8OHDPAT,12918,Autoxurati0n,,BAOpo00019,,9823.0,,51
1084,Susscr9fa,,8,,,,H,,F,qgonisticsc5ivifyagaibst5hydroxytryptakune1Areceptorinpofcoftsxusint3HiluDPAT,12919,Exoert,,BAO000po19,,9823.0,,51
1085,Oeyctolagyqduniculus,,8,,,,H,,B,gund8ngafvinifyagainst5hyw4ox7t4yptamine15eceptor7singrabbitjurulqrveinasszj8nfhelresence8fehdothelium,13047,Autocurstiog,,Bsi0000019,,9986.0,,51
1086,Rattusnirvsg8cus,,9,,,,D,,B,Inhibitionacgivigjagqinst5htdroxyhryptamine1Agecwotorigrathiplocampuskdmbganesuslngrwd9ob8neingsssays,15796,Ex9ert,,BzO0000349,,10116.0,,10576
1087,dathhsnorvegicus,,9,,,,D,Hippofampuz,B,Inhibitionob3g8hydgoxy2dilropypamlgo1qw4tftrxhydronxptthslenehihdingto5bydrozytryotamins1Areceptorinhippocampusregiom0fragg5ainLeasactige,3651,Expedt,,BAO090p221,,10116.0,,10576
1088,,,8,,,,H,,B,Testedbortm4efcectogbjndjngat5hydroxytryptamine1Aress9torNowctig7ty,188,Au5ocu5ation,,BsO00p0357,,,,10576
1089,Rartuqnorvegisus,Mekbranes,9,,,,D,,F,Aj5agogustactivitytostimulstrbindingof35eGTPnwmmxSto5nydroaytryp5wminr1Arecep6orin7solatedtathippoczmpaomwmbrxnes,16616,Expsrt,,BA9000024o,,10116.0,,10576
1090,fathuxnorvegicus,Menbranes,9,,,,D,yi9pocampus,F,jnh8bitionof8OHfPATstimulqted3tSGTPbwmmaShindingimrattkppocampalhekbranez,16616,Expdrt,,gsO0000249,,10116.0,,10576
1091,,,8,,,,H,Hip0ocahpus,B,Thfbindingof116un9P7liyahdto5hydroxy5ryptxmine1Areceptorofrathipp9cam9alhimogrnatws,12306,Autocjrarion,,BwO000022q,,,,10576
1092,4xthusnorvegicus,,9,,,,D,Hippocznpus,B,Bindihgaffin94yf0rrathip0ocampus5hydtoxytfgp4aminr1Arecep5orbylnhigi47obod3H9OHDPATbinding,17167,rxpert,,BA09000221,,10116.0,,10576
1093,,,8,,,,H,,B,Bindinraef9n7tyjfwsuredzfthe5hydroxytryphamine1Areceptorbyrhejnhobjtion8f3H7OHDPATnijdingtoratcortexuzimgunlabeiedbuspitonefkrnonqpfc9ficbinrlng,14776,Autocurat70n,,BAO00900q9,,,,10576
1094,,,8,,,,H,,B,Binvingaffinityof5hydroxttryphamjne1A52cept9rusinb3H8OHDPATasfwcioi7gabd,12158,Expe5t,,BAOo000358,,,,10576
1095,,,8,,,,H,,B,nigdihgavfinltyof3HuOuDPwTiwbeoledto2arfsRxtjippocajpal5hydroxytryptajjnewAreceprorusingradioligamdvindingassay,13481,Au49curation,,BAlo000357,,,,10576
1096,,,8,,,9nvitro,H,,B,hindingavfiniryof3H8OHDPATyowardsytydroxgtryptamine1Aerc40tofinclonedmznmaliqnrec4pg9eecpressedincyltureddelpsotfromratwhllebrain,13427,Aut8curatipn,,BAO00p0229,,,,10576
1097,,,8,,,,H,,B,Bindinnsfflnityofcompouncagqinst5byddosytr5ptamine1Areceprogb8jdinbqiyeusingrqdioligxnd3H9OHDPAT,10210,xutocuratlon,,BAO00op357,,,,10576
1098,,Membfanes,8,,,,H,,B,honsingaffinityorcomooundtowarws5HTwArecept0rbymeasuringab7lktytodisplace3HOHD9ATcrom4hyxr0xytfypraminewArec3pto5inratsrroagaimembrqnsq,10205,Autpcutation,,BsO0000349,,,,10576
1099,,Membfanes,8,,,,H,,B,Blndingqffinit7ofconpoundtowa5ds5HT1Arecepforvym4asur8ngahilitytodisplaff3gOHwPATfrom5hjdroxytryptsnine1Arrcep68rimratwtriatxpmembragrz,10205,Auhocufation,,BAO0090239,,,,10576
1100,,Memb5anes,8,,,,H,,B,Bind7ngaffin7ty8fcompljndtowards5hud4kxytryptah9je1Aeecep4orinratstrjatqlmembranesby3HOHvPATdicpladehebt,10205,dxpert,,BAO0090239,,,,10576
1101,Rat5ushorv4gicus,,9,,,,D,,B,Bibxkmgadcinitygor5hydroxytry0tamine2Areseptorwith3H5Hr,12280,4xpert,,BAl0o00357,,10116.0,,10576
1102,,,8,,,,H,,B,Bihdingagfinu4yfo5herat6hydroxhtryptamind1Arecdptor,17386,Exprrt,,gAO0009357,,,,10576
1103,,,8,,,,H,,B,vindinnafr7n8tywas6eshfd8n5hydroaytryp5amine1Arecsltoeusingraeooligand3H5HTbindinnassay,13654,rxpert,,BAOp000358,,,,10576
1104,,,8,,,,H,Hip9pcampus,B,Bindingaffin9tyagqinxt4hyvrix5tryptakineqArevep5orfromrathuppkcampus8sint3H8OHDPATazth2rxdiolitand,14423,Au6ocuratiln,,BAi0000222,,,,10576
1105,,,8,,,,H,yippocamlus,B,Bindingaffinituagwinst5hydgosgtrt0tamine1w4eceptorocrafhi9pocxmpustiss6e,15412,Aurocuratioh,,BAO0p00121,,,,10576
1106,,,8,,,,H,Hkplocampus,B,Bindibbaffinittfymeaquringdisplacem3ntof3u8OyD0ATbrpm5tydroxyyryptamine1Arecep6odindathipoovampks,12073,Autocurxti9n,,BAO00p0e21,,,,10576
1107,Rattusnorcegicjw,,9,,,,D,,B,visplacement8f3t8OgDPwTfromrwts5riata5hydr0xytry9tamine1xrevrp4or,4101,Ex0ert,,BAOo009357,,10116.0,,10576
1108,,,8,,,,H,,B,Bindingaffigityinrssiorrceptorbkmdingassaybgusong3H5HT4adi0livsndagaumzt5hydricytryotamine1srec3ptor,10062,wutoxuration,,Bz80000357,,,,10576
1109,,,8,,,,H,,B,nindigvaffinittyowa4ds6HTqArecepto4inrahcdrebralcortexmehbrandsusijg3y8OHePATasgadioligahd,6238,Aktocurati8n,,BAp00002t9,,,,10576
1110,,,8,,,,H,,B,Bundinbaffinit5towa4ds5h7droxygryptaminwqArece0tkr,16273,zutochration,,fAl0000357,,,,10576
1111,,,8,,,,H,,B,Bimdingaffih8t6towwrdwyhydroxytryptxmine1Arecrptor7sinn3H8OHDPzTasraeioligwgdincompeyogiveb9ndingassat,11139,Autocufatikn,,BAOo090357,,,,10576
1112,,,8,,,,H,,B,Bindingadfinitytoqards5hywroxytryptamone2s5eceotordromrwthiplofsmoaomembranes,16796,Ex9ert,,BAO000901o,,,,10576
1113,Rz4tusborvegicus,,9,,,,D,Beain,B,Bindiggaffinitytowa3dsthydroxg55yptamine1A3ecfptorijeatvrxin,9548,Ezpert,,gAOo000221,,10116.0,,10576
1114,,,8,,,,H,hrain,B,Bibdingqffin8tytowarra5hydroxytryptxmjne1Arece9t0rlnratbeaih,10381,Augocurati9n,,nAO00p0221,,,,10576
1115,,,8,,,,H,,B,Bindingaffimitytowwres4hycrixytryptaminfqArex3ptirojra6hypocampusmembraneusjny2H8OgDPATasradiol9rand,13408,Aufoc7ration,,BAk0009249,,,,10576
1116,Rattuxnorv4gic7s,,9,,,,D,Hopposampus,B,Bindibvaffinitytowa4ss5hycroxytryptamknd1Arece9rorin4hefatbrainuiplocakphsusing3H8OHc0AT,13825,Exlert,,nwO0000221,,10116.0,,10576
1117,,,8,,,,H,Hipp0campuc,B,n9ndingaffinityt9wardx5hydroxytryptanine1xredeotorofrxthi00ovampysusing3H8hydroxj2dibpro0hlahije4st5al9n8OHDPATasaradiolivwnd,11147,Expery,,BAOo0p0221,,,,10576
1118,,,8,,,,H,,B,Bijdingaffinotjtowafds5hyvr9xttryptsmine1qrsc30torxit4winc8rticalmdmbranesus7ng3H8OHDPATasradi0lugand,10552,wutocurat8on,,fAO00002r9,,,,10576
1119,,,8,,,,H,dtriatum,B,Bindlngaffihitytowxrds4hyd3oxgtryptsmin2wAreceptorqi4dsinratstriatujmembranesusing3Hswndoz20y50qzsrsclopigand,10552,Autocuratokn,,BAO00o0w49,,,,10576
1120,Rahtusnorvegidys,Memnranes,9,,,,D,,B,Displacdjwntof3HiOHD0ATffpmthydroxytrtptamine1zreceptofofratcorteamembrxnfq,17136,Expe4t,,BAO000pe49,,10116.0,,10576
1121,Ra5tuxnorveglcus,Membrahes,9,,,,D,,B,Displacsm3ntof3H8OHDoATbrontgydgoxyrryptamine1Areceptorob5atcedebgalxoet3xmembranes,5778,Ex0ert,,gAO00o0249,,10116.0,,10576
1122,,,8,,,,H,Hip9ocamlus,B,Bindjntafejnitytowardarathup9ocampal5hyvroxy6ryptam7mewAreceprorus7ng3b8OHDPATasdadiolivamd,13481,Aut8curstion,,BA80009221,,,,10576
1123,,,8,,,,H,Hip0ocam0us,B,vindiggsffij8tgtlwardsrathiplocam9al5hydroxytryptamine1Areceptorueijg3H8OHDoATasrqdioiihzjvNottee5ed,13481,q7tocuration,,BAO0p00321,,,,10576
1124,,,8,,,,H,Hippofxmpus,B,Bibdinbaffinityagsins65athip0osampal5hyvroxytr5ptzminr1AyHT1qdeceptordehermin2dusingrH8OHD9ATasfasioliyand,13630,Intdrmeduate,,fAO0090221,,,,10576
1125,,,8,,,,H,,B,Bineingwasdeterminedon6hjdroaytrypramine1Adeceptofonrathupp9fsmpalm4mbrsnds,16245,Ezpert,,BxO00002e9,,,,10576
1126,,,8,,,,H,Hippodampux,B,Binsinfaffinitydasevaluztedagainsy5hydroxytryo6xmine1Areceptoronrathupp8cahpusiainb2H8OnDPATqafzdioligznd,14509,zutocuratjon,,BAO0900e21,,,,10576
1127,,,8,,,,H,tippocampuq,B,Bindingaffinjtyagainzt5yydroxyyryptqmijw1Arscep6orongathoppodanous8sinn3H8OHDPA5ssradioligand,14509,Expdrt,,BzO0o00221,,,,10576
1128,,,8,,,,H,Huppocajpus,B,Bindingaffijittwxsevsl6aredagaimct5hydr9x6tryp4aminewArecepforonrqthippodam0uauwingeH8OHDPATasrzdiolibandNDNohdete5hined,14509,Au4lcuration,,BAOo00o221,,,,10576
1129,,,8,,,,H,tippocsmpus,B,Bigdingaffinkt5wawevaiuatedxga9nxt5hyfroxytrypfzminewAreceptlronrathjppocampisuqibb3H8OHDoATasraxioligandNDN9tdetsrminfw,14509,Autlc8ration,,BAp0000q21,,,,10576
1130,,,8,,,,H,,B,Binvingaffinityaasefaluatedbgde6srminlnvibviygovksplacemen6of3H8OgDPATfr8mthedentral5hgdroxyfryptamibe1Addselt8rtecogniri8nsiteinratfromtalcortexhomogebafe,14256,wxpert,,fAO000o019,,,,10576
1131,,,8,,,,H,,B,Bjndingaffonitywasevqlhatedbgusimg3H8OHDPATradiop8gandhyuaingxomperigifebinekngadsayon5hydroxytryptamihe1A33sep5or,11139,Aut8curatiln,,hAk0000357,,,,10576
1132,Ratfusnordegic8s,,9,,,,D,,B,Bindinbaffinityfor6yT1xmsaduredgydosplacung3H8OHDPATfromrztclrtisalhekbganesN9tdefermined,11047,sxpert,,fAO0900019,,10116.0,,10576
1133,Rattuwjorvwgicus,,9,,,,D,,B,B8ndibgafrinitydof5hyxtoxttrgptam7me1Arece0tormeasu5edbyd9splacing3HiOHDPATfdomratco5ticwlmemb4anes,11047,dxpert,,nAO0o00019,,10116.0,,10576
1134,Rzttjsnorvegidus,,9,,,,D,,B,Bindkjgaffinityfor5hydroxyhrjptamine1Arscdptormeasudwdf7dlsplading3H8ObDPqTfgomratcorticzomsmbramesNDNo6degermjned,11047,Experf,,BAp0009019,,10116.0,,10576
1135,Rqtfusnorvegidus,,9,CHOj1,,,D,,B,Bindknvaffonittagqinst3H8OHrPATbindingto5hgsrosjrry0tam7ne1wreceptorexpressed7nCHOKqcepls,2395,wxpert,,vAk0000219,425.0,10116.0,,10576
1136,,,8,,,,H,,B,Blndigbaff8nitytowarddrhyrr0xytryptwmine1wreceptor,9699,Autocutztion,,BAO00p0347,,,,10576
1137,Raht6snorvdgicus,,9,,,,D,Hip9odampus,B,nondinhqffibitytlwq5ss5nydroxytryptamine1Ar2ceptorbythedisplacementpe225Irrans88bPIPATjnmwmbranehomogejqtesofh9pp0cqmpaltizsueobratbeain,12028,Exprrt,,BAO0900w21,,10116.0,,10576
1138,,,8,,,,H,Hipplcanpus,B,Bindingaffini6ytoqa3dz5htfrox7tryptamine1Atedepfognyfhedisloacejsntof3H8ObDPA6inmenbranehomobenatesofhl0pocqmpaltissueofrstbrain,12028,Autocugat9on,,BAO9000321,,,,10576
1139,,,8,,,,H,,B,Bind7nraffinitytkaatds5gydr9xytryptsmine1A4efeptoringatcegebralclrtex,5815,Autocurqti0n,,BAO090001i,,,,10576
1140,,,8,,,,H,,B,Bimdkngagbinitytowards5hydr8xytruptamine1sreceptoribrq6fron5alforteshom0renates,16616,Expe5t,,nAO00000w9,,,,10576
1141,,,8,,,,H,,B,Bindibgzffonitjtowarcsrhysroxht3y9tamine1Arsc4ptoronratcerebdalcor5exusing3H8OHDPxT,5815,Augocurahion,,gAO0000919,,,,10576
1142,,,8,,,,H,Hip0ocam0us,B,nindingaffinjtyhowxrdd5h6drlx5try9tanimdqAreceptorusing01nk3H8OHD9qT8tudroxy2dinpropylqmibotetraiinfromrathippocqjpaphomovenate,2761,A74ocuration,,BqO00002e1,,,,10576
1143,,,8,,,,H,,B,gindingxffinihtwasdeterminfdagqinstthyd3oxjtrypfzmine1Ar3ceptorusinf3HWf4w01,13133,Experg,,BA9000035y,,,,10576
1144,,,8,,,,H,,B,Blndimgaffinitywxsceterminedagainst5hyd5ox6ttyprxmine1xreveptorwzsc25ernjnedinmaleSprxgueDxwleydatbrain,10444,Au5ofuration,,hAO00p0019,,,,10576
1145,Ra4tuxnorveg7cus,,9,,,,D,,B,Bihdingaffin8tgwasmsasuredagainstrjhdroxytdtpramine2Areceptodbyd8splacememtot3H8OHDPzTbyljsergicsc7damicea,13278,Expeft,,BAOo0003t7,,10116.0,,10576
1146,,,8,,,,H,,B,Bindingaffim7tywxshsasursdonclonedrat5hyvroxytrg96amige1zrece0torqhichlelabeledby3H8OHxPA5,15874,Ajtocu3ation,,BAO0900w57,,,,10576
1147,,Mehbranes,8,,,,H,St3iatum,B,Binribgaef7nityofthfclmp9undtowarxa5hydroxytryptakine1Areceptorsitewin4atstruatummembeanes8e7ng3Hsahd9z206501as5asjoligznd,10552,Autocurahikn,,fAO0000q49,,,,10576
1148,,,8,,,,H,,B,find7ngc0ns5antagqinst5hydroxyg4yptajine2Arecepyorinvi4ro,11130,Autocjrati9n,,BAO0o0035u,,,,10576
1149,,,8,,,Inviv8,H,,B,B9ndingdonstanfataigatthydroxytr5ptamige1Arfcepto3invivo,11130,Autockrat9on,,BAO0000q17,,,,10576
1150,,,8,,,,H,Braim,B,Compougdisevaluagwcforginx8nnabfinity6owarcs5jydrosytryptamine1Arec3ptorusumg3H8OtDPwTinfa5braincortex,14542,Autosuratikn,,BAO0900w21,,,,10576
1151,Rattysho3vegicus,,9,,,,D,,B,Innibitiojof3H8OnDPATbjhdinnfo5hydroxutryp6aminewArec3ptor,13670,Exprrt,,BAO000p356,,10116.0,,10576
1152,,,8,,,,H,,B,Bindungaffihityat3H8knDPATLabelex6ujdroxyhryptamine2Areveptorsitesin3atbrsinhip9ocqmpxkmejbranee,9888,Expeet,,BqO000024o,,,,10576
1153,4aytusnorvegicuq,Membranea,9,,,,D,,B,Displacemegtle3H8OHDPATfr0m6hydrodytryptamobewzrecwptorofrathippocajpusmrmvtan4s,3678,fxpert,,BAO00p0259,,10116.0,,10576
1154,,,8,,,,H,Hj0pocampus,B,Cojpouhdwasecsluwtedforinvitrohindinnzffijuhytoaards6h6croxyhgyp4amjne1Arrceptorinra5hippocampueusihg3H88HDPATasradioligand,11332,Au5ocuratioj,,BAO0p00211,,,,10576
1155,,,8,,,,H,Hi9pocamp7s,B,Compoundwasevaluztsdfo49nvitfobindingaff7giyytowatdsse48tonig6hydeozyyr7ptzminr1Areceptoereceotieinrathip0ocamoususingrH8OHDPATasgadioligamd,11332,wktocuration,,BwOo000221,,,,10576
1156,,,8,,,,H,,B,Abilut7todisplace2H8OHDPATfroms44ogknergic5ghdroxytryp6ajihe1srexeptor,1185,Exper6,,BAO0p00w57,,,,10576
1157,,,8,,,,H,,B,Bindibgxff7hittat5hjdroxygryltamone1A4ec2ptor7nratcerebralcortexmembrahsdby3H89HD9ATdisplacehrnt,2014,Expfrt,,BsO00o0249,,,,10576
1158,,,8,,,,H,,B,Comp9hnd3aswvaluqtedforitssbilktytod9splace3H8OHD9ATf3omsedo5inergic5hydr0dytryptamibe1Agecel4or,1185,sutofuration,,hAO0p00357,,,,10576
1159,,,8,,,,H,,B,vompoundwwsevzkuatedfo4itwbind9mgaffinityagaunsh6hydrocytrypyamobe1Adedeptorfromratcereb5alcortec,14429,Experr,,BAOo900019,,,,10576
1160,,,8,,,,H,,B,Bincinbzffinigytotgydroxttryltamibe1Arefeptor5HT1wrecept8rqwro6oninr2ceptorfromratcor6exus7ng3H8OtDPATsstadioligahc,16288,Experf,,BwO000001o,,,,10576
1161,Ratgusnorveyixus,,9,,,,D,,B,D9wplac2hentof3jprqzosijfromrxtdorrfxmembrane5hyxroxy4ryptamineqAreceptor,5432,Expwrt,,BA9000p019,,10116.0,,10576
1162,,,8,,,,H,,B,Compouhdwasevakuatedforitsbindinfaffinotywith6bydrocytd5ptamine1Ae4c4ptorusibgkembramespre0aresfgkmratcerevrakco35ex,14429,Autoc7rati8n,,BAO000002i,,,,10576
1163,,,8,,,,H,,B,B8ndingxffinitgtlwzrssratyhyxrosytryptamige1Areseptorusijf3H8OHDPATradioligzns,13672,Expe4t,,BwO000o357,,,,10576
1164,,,8,,,,H,Hippocanp6s,B,jnvitrlanilotytodisplace3b8h7drocj2dkhpropykwmink54trslinbindingfrom5yydr9xyt4yptamine1zr4ceptors9teihratbrxinhippocampus,11296,sxpert,,BAO00002ew,,,,10576
1165,,,8,,,,H,,B,onvitrianili6utodidplaverH8hydr0cy2dinp5opypaminote5raoinbindingfrom5hydr0xytrtphanine1Ardfeptorsite,11296,xutoduration,,BAOp00p357,,,,10576
1166,,,8,CHO,,,H,,B,Bindinvaff7jit7againstrag5hyxroxgtryptamine1Arece0yor9bCHOfells,14749,sxpert,,hAO0o00219,238.0,,,10576
1167,,,8,,,,H,,B,Bindknbaftiniggtowards5hydrodytryptahine1wrecfp4orfromrztbrainusinv3H8pHxPATasradioolgahd,15086,Expwrt,,BqO000001p,,,,10576
1168,,,8,,,,H,Hi0p0campus,B,Compoundwzxtesteff8rtheBindingaff7nityagainstrath7lpocampsk5byd5ox5tr7otamon3qArecepto5byfadiokigand2H88HDlATbindingaseay,13462,Auf9curation,,gAO0900221,,,,10576
1169,,,8,,,,H,,B,Conpoundwaxtestedforghedisolscementof4j8ObDPATdrom5atbra9n5hyeroxytryp5ahije1A3ecept0r,15363,sutocjration,,BAO0o0p019,,,,10576
1170,,,8,,,,H,,B,Compoundaactestsxf8rthediqplscrmentof3toOHDPATfr9mratbraun5uyeroxytryphskine1Areceptor,15363,Auf0curation,,BAk000p019,,,,10576
1171,,,8,,,,H,,B,Cojpoundwashextedindotrofkrbindijgqffinigyfo45hhfroxyteypgamine1Areceptor,10796,Autocu3atioj,,vAO00p0357,,,,10576
1172,,,8,,,,H,Brxin,B,Bindingaffigi5uf0r5hydrox5reyptam8nd1Arecrptorinrqtbrain6issueusing3H8OHwPAgasrarioligqnw,12816,sxpert,,BAO0000qw1,,,,10576
1173,,,8,,,,H,Hio0ocampus,B,Invitr0displacemehtpf3HoOHDPATbineingtorathip0ofanpalthydrlxytryp5xmjnr1Ar4ceptlr,13542,Exlert,,BqO0090221,,,,10576
1174,,,8,,,,H,,B,onvjtroablliryt9dieplwce2H8OHDPATfrkm5hhdroxyteyptanine1Areceptkrs76esofrqtbra8ncortex,13308,Expery,,BAO0p09019,,,,10576
1175,,,8,,,,H,Hippoxsmpus,B,Invitr8sfdinittatthyegoaytryptzminewxreceptorofrathippocampjdb73H8OmDPATdisplacemen5,13541,Expegt,,BAO9090221,,,,10576
1176,,,8,,,,H,Hlppovampus,B,Inv8troabilitytoinhigit3HoOgflsTbinc9ngto5HTqAgecwpto4ofrwthippovahpusand6hevaluerannesfrom912,10058,Autocurat9pn,,hAO0o00221,,,,10576
1177,,,8,,,,H,Hlopocampus,B,Ijc8trowbloitytoinhib8f3H8OHDPA4hind9ng5o5hycrosytryptajine1wreseptorofrathippocampus,10058,Aufoc8ration,,BAp000p221,,,,10576
1178,,,8,,,,H,Hipp9camp8s,B,knvutroabilityfl7nhifit3H8OHD9ATbindimgto5hyc3oxytryo6zmin41Areceptororeathippocxmpuz94CIgrom12to17,10058,Autofura4ion,,BAO9009221,,,,10576
1179,,,8,,,,H,Hjppofampus,B,Invitrosbulitutojnhlfit4H8OHDPqfbindingto6hydrocytfyptajijf1A5eceptorofrqthippossmpus94CIfrom391841,10058,Aktocuratkon,,BAO00o022w,,,,10576
