ASI,Des,CI,BFO,CURAB,ASSSUBCELFR,ASCT,T,RELAT,CONFSC,SRI,SASSI,CHEI,TISI,VAI
1540,The compound was evaluated for its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in cellular brain membranes,,BAO_0000249,Autocuration,Brain membranes,,51,H,8,1,,CHEMBL616363,,
1541,Inhibition of binding towards 5-hydroxytryptamine 1A receptor at 100 nM concentration,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616364,,
1542,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616365,,
1543,Binding affinity for 5-hydroxytryptamine 1A receptor determined using [3H]8-OH-DPAT as radioligand,,BAO_0000357,Expert,,,51,H,8,1,,CHEMBL616366,,
1544,Binding affinity towards 5-hydroxytryptamine 1A receptor,,BAO_0000357,Expert,,,51,H,8,1,,CHEMBL872906,,
1545,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1A receptor; inactive at 10 uM,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616367,,
1546,Binding affinity against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616368,,
1547,Binding affinity to 5-hydroxytryptamine 1A receptor was determined,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616369,,
1548,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H]-(+)-8-OH-DPAT.,,BAO_0000357,Expert,,,51,D,9,1,,CHEMBL616370,,
1549,Binding affinity towards Serotonin 5-hydroxytryptamine 1A receptor by displacement of [3H](+)-8-OH-DPAT; inactive,,BAO_0000357,Expert,,,51,D,9,1,,CHEMBL616371,,
1550,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,449.0,BAO_0000219,Autocuration,,CHO,51,H,8,1,,CHEMBL616372,,
1551,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor expressed in CHO cell membranes,,BAO_0000219,Expert,,,51,H,8,1,,CHEMBL616373,,
1552,Compound was measured in vivo for its binding affinity at 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,BAO_0000218,Autocuration,,,51,H,8,1,,CHEMBL616374,,
1553,Tested for activity against 5-hydroxytryptamine 1A receptor from bovine hippocampus,,BAO_0000221,Autocuration,,,51,H,8,1,,CHEMBL616375,10000000.0,
1554,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1A receptor was determined,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616376,,
1555,Binding affinity towards 5-hydroxytryptamine 1A receptor by displacement of [3H]8-OH-DPAT.,,BAO_0000357,Expert,,,51,H,8,1,,CHEMBL857064,,
1556,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616377,,
1557,Binding affinity for 5-hydroxytryptamine 1A receptor was determined,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616378,,
1558,Evaluated for the binding affinity to 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,51,H,8,1,,CHEMBL616379,,
1559,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616380,,
1560,Binding affinity against 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT radioligand,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616381,,
1561,Compound was evaluated for the affinity at 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616382,,
1562,Compound was tested for the binding affinity against 5-hydroxytryptamine 1A receptor by using [3H]DPAT as radioligand,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616383,,
1563,In vitro binding affinity against 5-hydroxytryptamine 1A receptor in CHO cells,449.0,BAO_0000219,Expert,,CHO,11863,D,9,1,,CHEMBL616350,,
1564,Inhibition of 5-OH-DPAT binding to 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616351,,
1565,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand at 10e-5 M concentration,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616352,,
1566,Binding affinity against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616353,,
1567,Binding affinity against serotonergic 5-HT1a receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616354,,
1568,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by using [3H]8-OH-DPAT as radioligand,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616508,,
1569,Binding affinity for 5-hydroxytryptamine 1A receptor,,BAO_0000357,Expert,,,11863,D,9,1,,CHEMBL616559,,
1570,Binding affinity at 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616560,,
1571,"Binding affinity towards 5-hydroxytryptamine 1A receptor receptor, using [3H]5-HT as radioligand.",,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616561,,
1572,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,449.0,BAO_0000219,Autocuration,,CHO,11863,H,8,1,,CHEMBL616562,,
1573,Compound was evaluated for the binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,449.0,BAO_0000219,Autocuration,,CHO,11863,H,8,1,,CHEMBL616563,,
1574,Compound was tested for binding affinity using [3H]8-OH-DPAT against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616564,,
1575,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor by using [3H]-8-OH-DPAT as radioligand,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616565,,
1576,In vivo binding affinity was evaluated against 5-hydroxytryptamine 1A receptor,,BAO_0000218,Autocuration,,,11863,H,8,1,,CHEMBL616566,,
1577,The binding affinity towards 5-hydroxytryptamine 1A receptor; No affinity,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616989,,
1578,Ability to displace [125I]iodosulpiride from 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL857975,,
1579,Binding affinity against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Expert,,,11863,D,9,1,,CHEMBL616990,,
1580,Compound was evaluated for binding affinity against 5-hydroxytryptamine 1A receptor using radioligand binding assay,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616991,,
1581,Tested against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616992,,
1582,The compound's binding affinity against 5-hydroxytryptamine 1A receptor,,BAO_0000357,Autocuration,,,11863,H,8,1,,CHEMBL616993,,
1583,Dissociation equilibrium constant against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein,,BAO_0000019,Expert,,,106,H,8,1,,CHEMBL616994,,
1584,The dissociation equilibrium constant (pKB=-log KB) of compound was determined against the vascular 5-hydroxytryptamine 1B like receptor in the rabbit saphenous vein(RbSV); NS=non surmountable,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL616995,,
1585,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1B receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,722.0,BAO_0000219,Intermediate,,HEK293,105571,D,9,1,,CHEMBL616996,,
1586,5-HT1B agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,BAO_0000218,Autocuration,,,106,H,8,1,,CHEMBL616997,,
1587,5-hydroxytryptamine 1B receptor agonist potency was evaluated as effective dose that induced hypothermia in the guinea-pig upon intraperitoneal administration,,BAO_0000218,Autocuration,,,106,H,8,1,,CHEMBL616998,,
1588,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL616999,,
1589,Affinity of compound towards 5-hydroxytryptamine 1B receptor in isolated guinea-pig iliac artery; n.d. indicates Not determined,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL617000,,
1590,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL617001,,
1591,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 1B receptor of guinea pig; ND means not done,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL858111,,
1592,Intrinsic activity for Antagonism of 5-hydroxytryptamine 1B receptor-mediated stimulation of [35S]GTP gamma S binding,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL617002,,
1593,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine (5-CT),,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL617003,,
1594,Antagonism tested at 1 uM against the agonist-induced inhibitory effect of 10 nM 5-carbamoyltryptamine(5-CT),,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL617004,,
1595,Agonist activity at 5-hydroxytryptamine 1B receptor by measuring the inhibition of forskolin-stimulated cAMP formation,,BAO_0000019,Expert,,,106,D,9,1,,CHEMBL617005,,
1596,Inhibition of forskolin-stimulated c-AMP formation by human 5-hydroxytryptamine 1B receptor expressed in CHO-K1 cells,485.0,BAO_0000219,Expert,,CHO-K1,106,D,9,1,,CHEMBL616623,,
1597,Effective concentration determined by measuring inhibition of forskolin-stimulated c-AMP formation at 5-hydroxytryptamine 1B receptor stably transfected in CHO cell lines,449.0,BAO_0000219,Autocuration,,CHO,106,H,8,1,,CHEMBL616624,,
1598,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,BAO_0000357,Autocuration,,,106,H,8,1,,CHEMBL883243,,
1599,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; full agonist,,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL616625,,
1600,"Agonist-induced [35S]GTP-gamma-S, binding in CHO cells stably transfected with human 5-hydroxytryptamine 1B receptor",449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616626,,
1601,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line,449.0,BAO_0000219,Autocuration,,CHO,106,H,8,1,,CHEMBL616627,,
1602,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Antagonist,449.0,BAO_0000219,Autocuration,,CHO,106,H,8,1,,CHEMBL616628,,
1603,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Full Agonist,449.0,BAO_0000219,Autocuration,,CHO,106,H,8,1,,CHEMBL616629,,
1604,The intrinsic activity was evaluated for its ability to inhibit forskolin-stimulated c-AMP formation mediated by cloned 5-hydroxytryptamine 1B receptor in CHO cell line; Partial Agonist,449.0,BAO_0000219,Autocuration,,CHO,106,H,8,1,,CHEMBL616630,,
1605,"Efficacy was evaluated relative to human 5-HT1B receptor using [35S]GTP-gamma-S, as radioligand",,BAO_0000019,Expert,,,106,H,8,1,,CHEMBL616631,,
1606,"Efficacy of compound was evaluated relative to human 5-hydroxytryptamine 1B receptor using [35S]GTP-gamma-S, as radioligand",,BAO_0000019,Autocuration,,,106,H,8,1,,CHEMBL616632,,
1607,Percentage Maximal inhibition obtained with 1 uM 5-HT against 5-hydroxytryptamine 1B receptor,,BAO_0000357,Expert,,,106,D,9,1,,CHEMBL616633,,
1608,Ability to displace [3H]5-HT from recombinant human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells determined in vitro,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616634,,
1609,Affinity of compound towards 5-hydroxytryptamine 1B receptor was evaluated using radioligand binding technique,,BAO_0000357,Autocuration,,,106,H,8,1,,CHEMBL616635,,
1610,Binding affinity against 5-hydroxytryptamine 1B receptor,,BAO_0000357,Expert,,,106,D,9,1,,CHEMBL885358,,
1611,Displacement of [3H]5-HT from human 5-hydroxytryptamine 1B receptor expressed in CHO cells,449.0,BAO_0000219,Expert,,CHO,106,D,9,1,,CHEMBL616636,,
1612,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells by [3H]5-HT binding displacement.,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616637,,
1613,Compound was evaluated for the affinity at 5-hydroxytryptamine 1B receptor,,BAO_0000357,Autocuration,,,106,H,8,1,,CHEMBL616638,,
1614,Displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616639,,
1615,Binding affinity at cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells by [3H]5-HT displacement.,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616640,,
1616,Displacement of [3H]5-HT binding from the cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616641,,
1617,Displacement of [3H]5-HT binding from cloned human 5-hydroxytryptamine 1B receptor stably expressed in CHO cells.,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616642,,
1618,Displacement of specific [3H]5-HT binding to cloned human 5-hydroxytryptamine 1B receptor expressed in CHO cells,449.0,BAO_0000219,Expert,,CHO,106,H,8,1,,CHEMBL616643,,
1619,In vitro binding affinity against human 5-hydroxytryptamine 1B receptor at a concentration of 100 (nM),,BAO_0000357,Autocuration,,,106,H,8,1,,CHEMBL616644,,
1620,Intrinsic activity for each compound is calculated as a percentage of the 5-hydroxytryptamine 1B receptor response,,BAO_0000357,Autocuration,,,106,H,8,1,,CHEMBL616645,,
1621,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616646,,
1622,Tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),,BAO_0000019,Expert,,,105,H,8,1,,CHEMBL616647,,
1623,Affinity at 5-hydroxytryptamine 1D receptor (For sumatriptan = Ki (nM)-12+/-1.9),,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616509,,
1624,Affinity at 5-hydroxytryptamine 1D receptor from calf caudate using [3H]5-HT as radioligand (For sumatriptan = Ki(nM)-12+/-1.9),,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616510,,
1625,Binding affinity against calf caudate 5-hydroxytryptamine 1D receptor,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616511,,
1626,Inhibitory activity against 5-hydroxytryptamine 1D receptor subtype,,BAO_0000357,Expert,,,105,H,8,1,,CHEMBL616512,,
1627,Inhibitory concentration required against 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616513,,
1628,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616514,2435.0,
1629,Ability to bind to 5-hydroxytryptamine 1D receptor of calf substantia nigra,,BAO_0000357,Expert,,,105,H,8,1,,CHEMBL616515,,
1630,Binding affinity against 5-hydroxytryptamine 1D receptor in calf caudate homogenates.,,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616516,,
1631,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616517,,
1632,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]- serotonin as radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616518,,
1633,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616519,,
1634,Inhibitory activity against 5-hydroxytryptamine 1D receptor of bovine caudate using [3H]5-HT as the radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616520,,
1635,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616521,,
1636,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1D receptor in bovine caudate using [3H]5-HT radioligand; NT means not tested,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616522,,
1637,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL884531,,
1638,Binding affinity towards 5-hydroxytryptamine 1D receptor using [3H]5-HT as radioligand,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616523,,
1639,Binding affinity towards 5-hydroxytryptamine 1D receptor was determined in calf striatum homogenate,,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616731,2435.0,
1640,Binding affinity was determined against 5-hydroxytryptamine 1D receptor in bovine caudate homogenate,,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616732,,
1641,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616733,,
1642,The binding affinity at 5-hydroxytryptamine 1D receptor was determined using [3H]5-CT; Not tested,,BAO_0000357,Autocuration,,,105,H,8,1,,CHEMBL616734,,
1643,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP,,BAO_0000249,Autocuration,,,105,H,8,1,,CHEMBL616735,,
1644,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex membranes using [125]ICYP; Not determined,,BAO_0000249,Autocuration,,,105,H,8,1,,CHEMBL616736,,
1645,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,BAO_0000019,Expert,,,105,H,8,1,,CHEMBL616737,,
1646,Affinity pKi for 5-hydroxytryptamine 1D receptor was measured in calf caudate homogenate,,BAO_0000019,Autocuration,,,105,H,8,1,,CHEMBL616738,,
1647,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,BAO_0000019,Expert,,,105,H,8,1,,CHEMBL616739,,
1648,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,BAO_0000019,Expert,,,105,H,8,1,,CHEMBL616740,,
1649,Agonistic activity against 5-hydroxytryptamine 1D receptor in calf caudate using [3H]-GTI,,BAO_0000019,Expert,,,105,H,8,1,,CHEMBL616741,,
1650,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1D receptor from cloned gorilla membranes expressed in cultured HEK 293 cells,722.0,BAO_0000219,Autocuration,,HEK293,105,H,8,1,,CHEMBL616742,,
1651,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra,,BAO_0000019,Intermediate,,,105570,D,9,1,,CHEMBL616743,,
1652,Compound was tested for the inhibition of forskolin-stimulated adenylate cyclase at 5-hydroxytryptamine 1D receptor in guinea pig substantia nigra; NT means not tested,,BAO_0000019,Intermediate,,,105570,D,9,1,,CHEMBL616744,,
1653,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptor by the agonist GR-46611,,BAO_0000019,Intermediate,,,105570,D,9,1,,CHEMBL616745,,
1654,Oral effective dose against hypothermia in the guinea pig caused by stimulation of central 5-hydroxytryptamine 1D receptors by the agonist GR-46611,,BAO_0000019,Intermediate,,,105570,D,9,1,,CHEMBL616746,,
