assays_chembl_id,assays_doc_id,assays_assay_category,assays_assay_id,assays_assay_cell_type,assays_assay_tax_id,assays_assay_test_type,assays_tid,assays_assay_strain,assays_assay_type,assays_assay_organism,assays_bao_format,assays_description,assays_cell_id,assays_src_assay_id,assays_relationship_type,assays_confidence_score,assays_curated_by,assays_assay_tissue,assays_src_id,assays_variant_id,assays_tissue_id,assays_assay_subcellular_fraction
CHEMBL621629,16435,,9556,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of normal fischer rat after injection of syn-[18F]-FMACBC after 60 min.,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621630,16434,,9557,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621631,16434,,9558,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 5 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621632,16434,,9559,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 60 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621633,16435,,9560,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 120 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621634,16435,,9561,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 5 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621635,16435,,9562,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of anti-[18F]FMACBC after 60 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621636,16435,,9563,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 120 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621637,16435,,9564,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 5 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL621638,16435,,9565,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in spleen of tumor-bearing fischer rat after injection of syn-[18F]-FMACBC after 60 min,,,N,1,Intermediate,Spleen,1,,2106.0,
CHEMBL618883,16434,,9566,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,,,N,1,Intermediate,,1,,,
CHEMBL618884,16434,,9567,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 30 min.,,,N,1,Intermediate,,1,,,
CHEMBL628627,16434,,9568,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 5 min.,,,N,1,Intermediate,,1,,,
CHEMBL628628,16434,,9569,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in testis of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 60 min.,,,N,1,Intermediate,,1,,,
CHEMBL628629,16434,,9570,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Radioactivity distribution in testis of normal fischer rat after injection of [18F]fluoro-2-methylpropanoic acid after 120 min.,,,N,1,Intermediate,,1,,,
CHEMBL628630,16365,,9571,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after administering orally a dose of 3 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL628631,16365,,9572,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after administering orally a dose of 3 mg/kg to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL628632,16365,,9573,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after administering intravenously a dose of 1 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL628633,526,,9574,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after oral dosing in rats,,,N,1,Intermediate,,1,,,
CHEMBL628634,16365,,9575,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life after the administered orally a dose of 1 mg/kg to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL627789,4368,,9576,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life by intravenous administration of 3.4 mg/kg in rat,,,N,1,Intermediate,,1,,,
CHEMBL627790,3371,,9577,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat,,,N,1,Intermediate,,1,,,
CHEMBL627791,6448,,9578,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat,,,N,1,Intermediate,,1,,,
CHEMBL627792,6453,,9579,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat,,,N,1,Intermediate,,1,,,
CHEMBL627793,4353,,9580,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after intravenous administration of the compound,,,N,1,Intermediate,,1,,,
CHEMBL627794,4353,,9581,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after intravenous administration of the compound; nf:unable to estimate plasma elimination half life,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL627795,4353,,9582,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after po administration of the compound,,,N,1,Intermediate,,1,,,
CHEMBL627796,4353,,9583,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after po administration of the compound; ND means Not determined,,,N,1,Intermediate,,1,,,
CHEMBL875335,4353,,9584,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after po administration of the compound; nf: unable to estimate plasma elimination half life,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL627797,4353,,9585,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat after po administration of the compound; nf:unable to estimate plasma elimination half life,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL627798,5789,,9586,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat i.v.,,,N,1,Intermediate,,1,,,
CHEMBL627799,17686,,9587,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat i.v. at 2 mg/kg concentration,,,N,1,Intermediate,,1,,,
CHEMBL627800,6495,,9588,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rats,,,N,1,Intermediate,,1,,,
CHEMBL627801,484,,9589,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rats after intravenous administration,,,N,1,Intermediate,,1,,,
CHEMBL627802,6467,,9590,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rats at the dose of 1.0 mpk by i.v. administration,,,N,1,Intermediate,,1,,,
CHEMBL627803,6642,,9591,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life in rat,,,N,1,Expert,,1,,,
CHEMBL873820,16367,,9592,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated after intravenous administration to rats,,,N,1,Intermediate,,1,,,
CHEMBL627804,1369,,9593,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated by addition of 2 mM of 2-mercaptoethanol for inactivation of semicarbazide-sensitive amine oxidase (SSAO),,,N,1,Intermediate,,1,,,
CHEMBL627805,5472,,9594,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated in rat,,,N,1,Intermediate,,1,,,
CHEMBL627806,6049,,9595,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated in rat,,,N,1,Intermediate,,1,,,
CHEMBL627107,5472,,9596,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated in rat; Not tested,,,N,1,Intermediate,,1,,,
CHEMBL627108,16366,,9597,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life was evaluated when a dose of 1 mg/kg was administered intravenously to rats,,,N,1,Intermediate,,1,,,
CHEMBL627109,11149,,9598,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life was measured as time taken to reach the half of the initial dose in air pouch exudate after oral administration to male F344 rats,,,N,1,Intermediate,,1,,,
CHEMBL627110,11149,,9599,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life was measured as time taken to reach the half of the initial dose in the blood after oral administration to male F344 rats,,,N,1,Intermediate,Blood,1,,178.0,
CHEMBL627111,2891,,9600,,9443.0,In vivo,22224,,A,Primates,BAO_0000218,Half life was measured in monkey at dose of 10 mg/kg by po administration,,,U,0,Intermediate,,1,,,
CHEMBL627112,2891,,9601,,9443.0,In vivo,22224,,A,Primates,BAO_0000218,Half life was measured in monkey at dose of 10 mg/kg by po administration,,,U,0,Intermediate,,1,,,
CHEMBL627113,2891,,9602,,10116.0,In vivo,22224,,A,Rattus norvegicus,BAO_0000218,Half life was measured in rat at dose of 30 mg/kg by iv administration,,,U,0,Intermediate,,1,,,
CHEMBL627114,2891,,9603,,10116.0,In vivo,22224,,A,Rattus norvegicus,BAO_0000218,Half life was measured in rat at dose of 30 mg/kg by po administration,,,U,0,Intermediate,,1,,,
CHEMBL627115,4026,,9604,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life (t1/2) was determined,,,N,1,Intermediate,,1,,,
CHEMBL627116,4527,,9605,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period at a dose of 10 uM/kg in rat was determined,,,N,1,Intermediate,,1,,,
CHEMBL627117,4527,,9606,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period by oral administration at a dose of 100 uM/kg in rat was determined; ND is not determined,,,N,1,Intermediate,,1,,,
CHEMBL627118,5503,,9607,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period was determined,,,N,1,Intermediate,,1,,,
CHEMBL627119,4426,,9608,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period after intravenous administration at 20 mpk in rats,,,N,1,Intermediate,,1,,,
CHEMBL627120,4426,,9609,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period after intravenous administration at 20 mpk in rats; Not performed.,,,N,1,Intermediate,,1,,,
CHEMBL626922,6109,,9610,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period after intravenous administration in rat,,,N,1,Intermediate,,1,,,
CHEMBL626923,5654,,9611,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 16 mg/kg peroral administration,,,N,1,Intermediate,,1,,,
CHEMBL626924,5654,,9612,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period as average of four rats at each dose of 5 mg/kg intravenous and 20 mg/kg peroral administration,,,N,1,Intermediate,,1,,,
CHEMBL626925,4755,,9613,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in 80% rat plasma at 37 degree Centigrade,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626926,5862,,9614,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in SD rats,,,N,1,Intermediate,,1,,,
CHEMBL626927,1515,,9615,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in human plasma at 25 degree Celsius temperature (pH 7.4),,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626928,1515,,9616,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4),,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626929,1515,,9617,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626930,1515,,9618,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in human plasma at 37 degree Celsius temperature (pH 7.4); ND means no data,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL626931,5960,,9619,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat,,,N,1,Intermediate,,1,,,
CHEMBL626932,6103,,9620,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat,,,N,1,Intermediate,,1,,,
CHEMBL626933,6317,,9621,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat,,,N,1,Intermediate,,1,,,
CHEMBL873826,6644,,9622,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat after oral administration at 10.5 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL626934,6644,,9623,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat after oral administration at 11.2 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL626935,6644,,9624,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat after oral administration at 13 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL626936,6644,,9625,,10116.0,In vivo,50597,,A,Rattus norvegicus,BAO_0000218,Half life period in rat after oral administration at 9.7 mg/kg dose,,,N,1,Intermediate,,1,,,
CHEMBL626937,5974,,9626,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo Area under curve (AUC) was determined after peroral administration of compound (76.4+/-2.6 mg/kg) in male Sprague-Dawley rat,,,N,1,Intermediate,,1,,,
CHEMBL625906,6295,,9627,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL625907,6296,,9628,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,In vivo area under curve in rat plasma exposure after oral administration 50 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL625908,16427,,9629,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,PK study was carried to determine AUC (area under curve) value in rat,,,N,1,Intermediate,,1,,,
CHEMBL625909,16367,,9630,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC after intravenous administration to rats,,,N,1,Intermediate,,1,,,
CHEMBL625910,16367,,9631,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC after oral administration to rats,,,N,1,Intermediate,,1,,,
CHEMBL625911,16365,,9632,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated intravenous administration of 3 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL625912,16365,,9633,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated when a dose of 10 mg/kg is administered orally to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL626538,16365,,9634,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated when a dose of 1 mg/kg is administered orally to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL876794,16365,,9635,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated when a dose of 30 mg/kg is administered orally,,,N,1,Intermediate,,1,,,
CHEMBL626539,16365,,9636,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally,,,N,1,Intermediate,,1,,,
CHEMBL626540,16365,,9637,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter AUC was evaluated when a dose of 3 mg/kg is administered orally to a fasting rat,,,N,1,Intermediate,,1,,,
CHEMBL626541,5394,,9638,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve (AUC) was measured after administration into monkey at 3 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626542,5394,,9639,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve (AUC) was measured after administration into rat at 10 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL626543,2792,,9640,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve was determined at 10 mg/kg po dose in rats,,,N,1,Intermediate,,1,,,
CHEMBL626544,2792,,9641,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve was determined at 2 mg/kg i.v. dose in rats,,,N,1,Intermediate,,1,,,
CHEMBL626545,2792,,9642,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve was determined at 3 mg/kg po dose in rats,,,N,1,Intermediate,,1,,,
CHEMBL626546,2792,,9643,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve was determined at 5 mg/kg i.v. dose in rats,,,N,1,Intermediate,,1,,,
CHEMBL626547,5334,,9644,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic parameter area under curve was reported,,,N,1,Intermediate,,1,,,
CHEMBL626548,4408,,9645,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (AUC) in rat,,,N,1,Intermediate,,1,,,
CHEMBL626549,5983,,9646,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property (AUC) was measured in rat at the dose of 0.32 mg/kg p.o.,,,N,1,Intermediate,,1,,,
CHEMBL626550,4397,,9647,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.,,,N,1,Intermediate,,1,,,
CHEMBL626551,4397,,9648,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property at the dose of 10 mg/kg (20% HPbetaCD) concentration in rat (0 to 6 hr) p.o.; Not tested,,,N,1,Intermediate,,1,,,
CHEMBL623777,5491,,9649,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property was determined,,,N,1,Intermediate,,1,,,
CHEMBL623778,5491,,9650,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg,,,N,1,Intermediate,,1,,,
CHEMBL623779,5491,,9651,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property when administered intravenously in rat at 2 mg/kg; Not tested,,,N,1,Intermediate,,1,,,
CHEMBL623780,4199,,9652,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property( plasma concentration) was determined upon 10 mg/kg in 1% methylcellulose peroral administration in rats,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL622015,4199,,9653,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property( plasma concentration) was determined upon 2 mg/kg in 1% methylcellulose peroral administration in rats,,,N,1,Intermediate,Plasma,1,,1969.0,
CHEMBL622016,4199,,9654,,10116.0,,50597,,A,Rattus norvegicus,BAO_0000218,Pharmacokinetic property( plasma concentration) was determined upon 3 mg/kg in 1% methylcellulose peroral administration in rats,,,N,1,Intermediate,Plasma,1,,1969.0,
