assay_id,assay_organism,tid,assay_category,assay_tissue,src_id,assay_type,tissue_id,variant_id,cell_id,chembl_id,assay_tax_id,src_assay_id,doc_id,assay_strain,assay_cell_type,description,assay_test_type,assay_subcellular_fraction
2361,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617435,10116.0,,11624,,,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,,
2362,,104686,,,1,B,,,,CHEMBL617436,,,1344,,,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,,
2363,Rattus norvegicus,104686,,Striatum,1,B,2435.0,,,CHEMBL617437,10116.0,,15453,,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,,
2364,,104686,,,1,B,,,,CHEMBL617438,,,11662,,,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,
2365,,104686,,,1,B,,,,CHEMBL617439,,,11662,,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,
2366,,104686,,,1,B,,,,CHEMBL617440,,,10796,,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 2 receptor,,
2367,,104686,,,1,B,,,,CHEMBL617441,,,9069,,,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,
2368,Rattus norvegicus,104686,,,1,B,,,,CHEMBL872918,10116.0,,8814,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortical membrane homogenates,,
2369,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617442,10116.0,,8908,,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat cortex,,
2370,,104686,,,1,B,,,,CHEMBL617443,,,9098,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,
2371,,104686,,,1,B,,,,CHEMBL617444,,,9098,,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 (5-HT2) receptor using [3H]KET as a radioligand,,
2372,,104686,,,1,B,,,,CHEMBL617445,,,9098,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand; ND means no data.,,
2373,,104686,,,1,B,,,,CHEMBL617446,,,9098,,,Evaluated for the binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.,,
2374,,104686,,,1,B,,,,CHEMBL617447,,,9098,,,Binding affinity to 5-hydroxytryptamine 2 receptor in rat frontal cortical membranes by [3H]- KET displacement.,,
2375,,104686,,,1,B,,,,CHEMBL617448,,,9098,,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand.;ND is not determined,,
2376,,104686,,,1,B,,,,CHEMBL617449,,,9098,,,Evaluated for the binding affinity to rat frontal cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- KET as a radioligand;ND means no data,,
2377,,104686,,,1,B,,,,CHEMBL617450,,,9161,,,In vitro binding affinity at 5-hydroxytryptamine 2 receptor in rat cortical tissue by [3H]spiperone displacement; No data.,,
2378,,104686,,,1,B,,,,CHEMBL617451,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 165 to 263,,
2379,,104686,,,1,B,,,,CHEMBL617452,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 2.4 to 5.3,,
2380,,104686,,,1,B,,,,CHEMBL617453,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue.,,
2381,,104686,,,1,B,,,,CHEMBL617660,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 140 to 980,,
2382,,104686,,,1,B,,,,CHEMBL617661,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue.; value may range from 76 to 299,,
2383,,104686,,,1,B,,,,CHEMBL617662,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]-Spiperone as the radioligand in rat cortical tissue; value may range from 12 to 66,,
2384,,104686,,,1,B,,,,CHEMBL872919,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 136 to 220,,
2385,,104686,,,1,B,,,,CHEMBL617663,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 197 to 341,,
2386,,104686,,,1,B,,,,CHEMBL617664,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 23 to 187,,
2387,,104686,,,1,B,,,,CHEMBL617665,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 29 to 132,,
2388,,104686,,,1,B,,,,CHEMBL617666,,,9161,,,In vitro 5-hydroxytryptamine 2 receptor affinity by using [3H]spiperone as the radioligand in rat cortical tissue; value may range from 6 to 75,,
2389,,104686,,,1,B,,,,CHEMBL617667,,,12094,,,In vitro binding affinity on 5-hydroxytryptamine 2 receptor is inhibition of binding of [125I]- I-LSD to P11 cells,,
2390,,104686,,,1,B,,,,CHEMBL617668,,,12018,,,In vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat striatal membranes by [3H]ketanserin displacement.,,
2391,,104686,,,1,B,,,,CHEMBL617669,,,10394,,,Inhibitory activity against 5-hydroxytryptamine 2 receptor in rat cortical membranes using [3H]ketanserin as a radioligand,,
2392,,104686,,,1,B,,,,CHEMBL617670,,,15260,,,Inhibitory activity against rat cortical 5-hydroxytryptamine 2 receptor,,
2393,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617671,10116.0,,11624,,,Inhibitory constant against 5-hydroxytryptamine 2 receptor,,
2394,,104686,,,1,B,,,,CHEMBL617672,,,13654,,,Percentage specific displacement of radioligand [3H]-ketanserin from 5-hydroxytryptamine 2 receptor,,
2395,,104686,,,1,B,,,,CHEMBL617673,,,9541,,,Potency to displace [3H]- Spiperone from 5-hydroxytryptamine 2 receptor in rat striatum,,
2396,,104686,,,1,B,,,,CHEMBL617674,,,11933,,,Tested for binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortical regions using [3H]ketanserin as radioligand,,
2397,,104686,,,1,B,,,,CHEMBL617675,,,15538,,,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex,,
2398,,104686,,,1,B,,,,CHEMBL617676,,,15538,,,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; NA means Not Active,,
2399,,104686,,,1,B,,,,CHEMBL617677,,,15538,,,Tested for binding affinity by measuring displacement of [3H]ketanserin from rat serotonin 5-hydroxytryptamine 2 receptor in rat cortex; not determined,,
2400,,104686,,,1,B,,,,CHEMBL617678,,,8841,,,Displacement of [3H]ketanserin from rat prefrontal cortex 5-hydroxytryptamine 2 receptor,,
2401,,104686,,,1,B,,,,CHEMBL617679,,,1455,,,Binding affinity to 5-hydroxytryptamine 2 receptor using [3H]ketanserin radioligand assay.,,
2402,,104686,,,1,B,,,,CHEMBL617680,,,1455,,,Tested for its binding affinity to Tested for its binding affinity to 5-hydroxytryptamine 2 receptor using [3H]-ketanserin radioligand assay using [3H]-ketanserin radioligand assay,,
2403,,104686,,,1,B,,,,CHEMBL617681,,,11752,,,The ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in rat whole brain,,
2404,,104686,,Brain,1,B,955.0,,,CHEMBL617682,,,11642,,,The binding affinity was measured on 5-hydroxytryptamine 2 receptor in rat brain tissue,,
2405,,104686,,,1,B,,,,CHEMBL617683,,,12092,,,The binding affinity was measured on 5-hydroxytryptamine 2 receptor using [3H]- spiperone as radioligand.,,
2406,,104686,,,1,B,,,,CHEMBL617684,,,3967,,,Binding affinity at 5-hydroxytryptamine 2 receptor from striata wistar rats by [3H]ketanserin displacement.,,
2407,Rattus norvegicus,104686,,,1,B,,,,CHEMBL617685,10116.0,,12771,,,Binding affinity towards 5-hydroxytryptamine 2 receptor,,
2408,,104686,,,1,B,,,,CHEMBL617686,,,11642,,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [3H]ketanserin radioligand in rat cerebral cortex,,
2409,,104686,,,1,B,,,,CHEMBL617687,,,11628,,,The compound was tested in vitro for binding affinity towards 5-hydroxytryptamine 2 receptor by displacing [125]I-LSD radioligand,,
2410,,104686,,,1,B,,,,CHEMBL617688,,,13654,,,Percentage specific displacement of radioligand [3H]ketanserin from 5-hydroxytryptamine 2 receptor,,
2411,,104686,,,1,F,,,,CHEMBL617689,,,11200,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,
2412,,104686,,,1,F,,,,CHEMBL617690,,,11200,,,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,
2413,,104686,,,1,F,,,,CHEMBL617691,,,11200,,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo,
2414,,104686,,,1,F,,,,CHEMBL617692,,,11200,,,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo,
2415,,104686,,,1,F,,,,CHEMBL617693,,,11200,,,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 1 hr after oral administration",In vivo,
2416,,104686,,,1,F,,,,CHEMBL617694,,,11200,,,"In vivo inhibitory activity of 3 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-hydroxytryptamine 2 receptor 3h after oral administration",In vivo,
2417,,12687,,Brain,1,B,955.0,,,CHEMBL857985,,,15436,,,Affinity for 5-hydroxytryptamine 2A receptor in rat brain cortex by ability to displace [3H]ketanserin,,
2418,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617695,10116.0,,15436,,,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,
2419,,12687,,,1,B,,,,CHEMBL617696,,,14025,,,Affinity pKi for 5-hydroxytryptamine 2A receptor was measured in rat cortex homogenates,,
2420,,12687,,,1,B,,,,CHEMBL617697,,,4342,,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor was determined,,
2421,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617257,10116.0,,13735,,,Displacement of [3H]ketanserin from 5-HT2A receptor of rat frontal cortex,,
2422,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617258,10116.0,,5816,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,
2423,,12687,,,1,B,,,,CHEMBL617259,,,14287,,,Binding affinity was evaluated in vitro by displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor on rat cortical membrane,,
2424,,12687,,,1,B,,,,CHEMBL617260,,,15738,,,In vitro affinity against serotonin ( 5-hydroxytryptamine 2A receptor ) receptor,,
2425,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617261,10116.0,,15738,,,In vitro affinity against serotonin 5-hydroxytryptamine 2A receptor,,
2426,,12687,,,1,B,,,,CHEMBL617262,,,15026,,,Compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]-ketanserin as radioligand,,
2427,,12687,,,1,B,,,,CHEMBL617263,,,16647,,,Half-maximal inhibition of [3H]- Ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,
2428,,12687,,,1,B,,,,CHEMBL617264,,,16647,,,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat tissue homogenate,,
2429,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617265,10116.0,,13345,,,Displacement of [3H]-ketanserin from rat brain 5-hydroxytryptamine 2A receptor,,
2430,,12687,,,1,B,,,,CHEMBL617266,,,1543,,,Inhibition constant for in vitro inhibition of [3H]ketanserin binding to rat frontal cortex membranes 5-hydroxytryptamine 2A receptor,,Membranes
2431,,12687,,,1,B,,,,CHEMBL617267,,,12444,,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor rat frontal cortex membrane,,
2432,,12687,,,1,B,,,,CHEMBL617268,,,16404,,,Inhibitory constant on 5-hydroxytryptamine 2A receptor of Rat frontal cortex,,
2433,,12687,,,1,B,,,449.0,CHEMBL617269,,,16404,,CHO,Inhibitory constant on human 5-hydroxytryptamine 2A receptor transfected in to CHO cells,,
2434,,12687,,,1,B,,,,CHEMBL617323,,,15577,,,Kinetic inhibition constant evaluated by measuring serotonergic activity,,
2435,,12687,,,1,B,,,,CHEMBL617324,,,15577,,,Serotonergic activity of the compound.,,
2436,,12687,,,1,B,,,,CHEMBL617325,,,2495,,,Tested in vitro for its ability to inhibit [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat frontal cortex membranes,,
2437,Rattus norvegicus,12687,,,1,B,,,,CHEMBL617326,10116.0,,15042,,,The binding affinity was evaluated on 5-hydroxytryptamine 2A receptor expressed in rat cortex by using [3H]ketanserin as radioligand.,,
2438,,12687,,,1,B,,,,CHEMBL617327,,,15026,,,In vitro ability to displace [3H]ketanserin binding from 5-hydroxytryptamine 2A receptor in rat striatal membrane.,,
2439,Rattus norvegicus,12687,,,1,F,,,,CHEMBL617328,10116.0,,12919,,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,
2440,Rattus norvegicus,12687,,,1,F,,,,CHEMBL617329,10116.0,,12919,,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,
2441,Rattus norvegicus,12687,,,1,F,,,,CHEMBL617330,10116.0,,12919,,,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,,
2442,,12687,,,1,B,,,,CHEMBL617331,,,15194,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,
2443,,12687,,,1,B,,,,CHEMBL617332,,,15194,,,The compound was tested for the binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand.,,
2444,,107,,,1,B,,,,CHEMBL617333,,,4820,,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,
2445,,107,,,1,B,,,,CHEMBL617334,,,6736,,,Binding affinity against serotonin 5-hydroxytryptamine 2A receptor was determined using human [125I]-eotaxin,,
2446,,107,,,1,B,,,,CHEMBL617335,,,5163,,,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.000001 mol/L,,
2447,,107,,,1,B,,,,CHEMBL617336,,,5163,,,Binding affinity towards 5-hydroxytryptamine 2A receptor was determined at a concentration of 0.00001 mol/L,,
2448,,107,,,1,B,,,,CHEMBL617337,,,6011,,,Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration,,
2449,Homo sapiens,107,,,1,B,,,,CHEMBL617338,9606.0,,14294,,,Percent inhibition against 5-hydroxytryptamine 2A receptor using [3H]ketanserin at 1 uM,,
2450,,107,,,1,B,,,,CHEMBL617339,,,5014,,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 2A receptor,,
2451,,107,,,1,B,,,,CHEMBL617340,,,17066,,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,
2452,,107,,,1,B,,,,CHEMBL617341,,,17515,,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 2A receptor; inactive at 10 uM,,
2453,,107,,,1,B,,,,CHEMBL617342,,,6736,,,Inhibition of [125I]-eotaxin binding to serotonin 5-hydroxytryptamine 2A receptor,,
2454,,107,,,1,B,,,,CHEMBL617343,,,5163,,,Affinity for 5-hydroxytryptamine 2A receptor,,
2455,,107,,,1,B,,,723.0,CHEMBL617344,,,16911,,NIH3T3,Binding affinity was performed using [3H]ketanserin as the radioligand and stably transfected NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor (GF-62 cells).,,
2456,,107,,,1,B,,,,CHEMBL617345,,,6841,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin,,
2457,,107,,,1,B,,,,CHEMBL617346,,,6119,,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand.,,
2458,,107,,,1,B,,,,CHEMBL617347,,,3962,,,Compound was evaluated for its binding against 5-hydroxytryptamine 2A receptor,,
2459,,107,,,1,B,,,,CHEMBL617348,,,4373,,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 2A receptor was determined,,
2460,,107,,,1,B,,,,CHEMBL617349,,,4373,,,Binding affinity relative to indolopiperidine (compound 1)for 5-hydroxytryptamine 2A receptor was determined,,
2461,,107,,,1,F,,,,CHEMBL617350,,,3962,,,Compound was evaluated for its inverse agonist activity against 5-hydroxytryptamine 2A receptor,,
2462,,107,,,1,B,,,,CHEMBL872339,,,1633,,,Binding affinity towards 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin,,
2463,,107,,,1,B,,,,CHEMBL617351,,,4373,,,Binding affinity for 5-hydroxytryptamine 2A receptor was determined,,
2464,,107,,,1,B,,,,CHEMBL617352,,,6576,,,Binding affinity towards serotonin 5-hydroxytryptamine 2A receptor,,
2465,,107,,,1,B,,,,CHEMBL617353,,,4687,,,Evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor,,
2466,,107,,,1,B,,,,CHEMBL617354,,,16946,,,Ability to displace [3H]-ketanserin from 5-hydroxytryptamine 2A receptor,,
2467,,107,,,1,B,,,,CHEMBL617355,,,14159,,,Compound was evaluated for the affinity at 5-hydroxytryptamine 2A receptor,,
2468,Mus musculus,107,,,1,B,,,449.0,CHEMBL617356,10090.0,,3032,,CHO,In vitro binding affinity against 5-hydroxytryptamine 2A receptor in CHO cells,,
2469,,107,,,1,B,,,,CHEMBL617357,,,16655,,,Inhibition of ketanserin binding to 5-hydroxytryptamine 2A receptor,,
2470,,107,,,1,B,,,,CHEMBL617358,,,13964,,,Binding affinity at 5-hydroxytryptamine 2A receptor,,
2471,,107,,,1,B,,,,CHEMBL617359,,,16989,,,Binding affinity towards Serotonin 5-hydroxytryptamine 2A receptor,,
2472,,107,,,1,B,,,,CHEMBL617360,,,16117,,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor was determined,,
2473,,107,,,1,B,,,,CHEMBL875913,,,16700,,,The binding affinity towards 5-hydroxytryptamine 2A receptor; No affinity,,
2474,,107,,,1,B,,,,CHEMBL617361,,,3269,,,Affinity against 5-hydroxytryptamine 2A receptor,,
2475,Homo sapiens,107,,,1,B,,,,CHEMBL617362,9606.0,,1274,,,Binding affinity against 5-Hydroxytryptamine 2A receptor,,
2476,,107,,,1,B,,,,CHEMBL617363,,,1317,,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using radioligand binding assay,,
2477,,107,,,1,B,,,,CHEMBL617364,,,12146,,,Tested against 5-hydroxytryptamine 2A receptor,,
2478,,105075,,,1,B,,,,CHEMBL617365,,,12652,,,Binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H]- ketanserin,,
2479,,105075,,,1,B,,,,CHEMBL617366,,,12652,,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor antagonist [3H] ketanserin,,
2480,,105075,,,1,B,,,,CHEMBL617367,,,12652,,,Tested for the binding affinity against the site labelled by the 5-hydroxytryptamine 2A receptor - 5-hydroxytryptamine 2C receptor agonist [125I]- - (+/-)DOI,,
