assay_id,assay_subcellular_fraction,assay_tax_id,assay_cell_type,assay_strain,bao_format,doc_id,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tissue,tid
1805,,,,,BAO0p00356,16700,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,B,,,,,10577
1806,,1916.0,,,BAO00o024o,403,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,B,,,Rattus norvegicus,,10577
1807,,96949.0,,,BAp00o0357,12771,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,Rattus norvegicus,,10577
1808,,,,,BAO00o001i,11642,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,B,,,,,10577
1809,,,,,BwO0p00357,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,B,,,,,10577
1810,,,,,BAO00o0358,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,B,,,,,10577
1811,,,,,BAO000p029,12953,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,B,,,,Striatum,10577
1812,,,,,BAO900o357,12953,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,B,,,,,10577
1813,,,,,BAl0000240,9737,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,Brain,10577
1814,,,,,BAOo900019,9737,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,B,,,,,10577
1815,,,,,Bz90000249,9737,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,,Brain,10577
1816,,,,,BAO9000r57,12827,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,B,,,,,10577
1817,,,,,BqO000035y,5033,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,B,,,,,10577
1818,,17730.0,,,Bx00000019,9786,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,B,,,Rattus norvegicus,,10577
1819,,,,,nAO0o00357,13116,Binding affinity at 5-hydroxytryptamine 1B receptor,B,,,,,10577
1820,,,,,BA0o000019,16429,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,B,,,,,10577
1821,,74151.0,,,BAO900p249,12409,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,B,,,Rattus norvegicus,,10577
1822,,,,,BAOo000347,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,B,,,,,10577
1823,,,,,fAO00003y7,15194,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,,10577
1824,,,,,BAi000o019,5486,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,B,,,,,104686
1825,,,,,BwO000p357,4639,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,B,,,,,106
1826,Braihkembranes,,,,nAO0p00249,386,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,B,,,,,106
1827,,,,,gAO0000257,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,B,,,,,106
1828,,,,,BAO9090357,6011,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,B,,,,,106
1829,,,,,BAO0p0035u,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,B,,,,,106
1830,,,,,BAO0009347,17515,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,B,,,,,106
1831,,,,,BAOp000347,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,B,,,,,106
1832,,,,,BAOo0p0357,1633,Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.,B,,,,,106
1833,,,,,BAO900035u,1633,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]ketanserin.,B,,,,,106
1834,,,,,fAO0000347,4373,Binding affinity for 5-hydroxytryptamine 1B receptor was determined,B,,,,,106
1835,,,,,BAO0009347,4687,Evaluated for the binding affinity to 5-hydroxytryptamine 1B receptor,B,,,,,106
1836,,,,,BzO0000e57,11574,Binding affinity against 5-hydroxytryptamine 1B receptor,B,,,,,106
1837,,,,,fAO0090357,10321,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,B,,,,,106
1838,,,,,BAO0p0035y,15527,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,,106
1839,,,,,BA80009357,17200,Inhibitory constant against 5-hydroxytryptamine 1B receptor using with [125I]- cyanopindolol radioligand,B,,,,,106
1840,,,,,BAO000p214,14423,Binding affinity against 5-hydroxytryptamine 1B receptor - 5-hydroxytryptamine 1D receptor using [3H]5-HT as the radioligand.,B,,,,,104802
1841,,12841.0,,,gAO0000e57,5834,Inhibitory concentration required against 5-hydroxytryptamine 1C receptor in bovine choroid plexus using [3H]mesulergine,B,,,Bos taurus,,108
1842,,5724.0,,,BA8000o357,11473,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,,,Sus scrofa,,108
1843,,9132.0,,,nAO0o00357,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1C receptor in pig choroid plexus using [3H]mesulergine as radioligand,B,,,Sus scrofa,,108
1844,,3442.0,,,Bs90000357,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,,,Sus scrofa,,108
1845,,3550.0,,,nAO000o357,10639,inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,B,,,Sus scrofa,,108
1846,,18810.0,,,BxO00p0357,14331,Binding affinity of compound towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine (1.2 nM) ligand in choroid Plexus pig was determined,B,,,Sus scrofa,,108
1847,,42624.0,,,gxO0000357,10796,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1C receptor,B,,,Sus scrofa,,108
1848,,19688.0,,,BAO0000247,9098,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,B,,,Sus scrofa,,108
1849,,16318.0,,,BAi0000457,14331,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 1C receptor of pig choroid Plexus,B,,,Sus scrofa,,108
1850,,20654.0,,,BAO00p9019,11828,Displacement of [3H]mesulergine from pig cortex 5-hydroxytryptamine 1C receptor,B,,,Sus scrofa,,108
1851,,49517.0,,,BzOp000357,11866,Binding affinity for 5-hydroxytryptamine 1C receptor in piglet choroid plexus using [3H]5-HT,B,,,Sus scrofa,,108
1852,,11314.0,,,BAO0p09019,13047,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,B,,,Oryctolagus cuniculus,,108
1853,,28410.0,,,BwO000035y,188,Tested for the effect on binding at 5-hydroxytryptamine 1C receptor; No activity,B,,,Rattus norvegicus,,12689
1854,,31313.0,,,BAO00p035u,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,,,Rattus norvegicus,,12689
1855,,9154.0,,,hAi0000357,11825,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,B,,,Rattus norvegicus,,12689
1856,,39408.0,,,fA90000019,11624,Binding affinity against 5-hydroxytryptamine 1C receptor in rat using [3H]mesulergine as radioligand,B,,,Rattus norvegicus,,12689
1857,,12958.0,,,BqOp000357,11139,Binding affinity towards 5-hydroxytryptamine 1C receptor using [125 I]-SCH23982 as radioligand in competitive binding assay,B,,,Rattus norvegicus,,12689
1858,,23104.0,,,BAi0000367,11147,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,B,,,Rattus norvegicus,,12689
1859,,9648.0,,,BsOp000019,10444,Binding affinity was determined against 5-hydroxytryptamine 1C receptor was determined in male Sprague-Dawley rat brain.,B,,,Rattus norvegicus,,12689
1860,,18506.0,,,BAO000036u,11624,Binding affinity against 5-hydroxytryptamine 1C receptor,B,,,Rattus norvegicus,,12689
1861,,16319.0,,,BwOo000019,11662,"Compound was tested for binding affinity towards 5-HT1C (5-HT1C) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,,,Rattus norvegicus,,12689
1862,,17119.0,,,BAO0o0001o,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,,,Rattus norvegicus,,12689
1863,,35682.0,,,BAl0p00019,11662,"Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,,,Rattus norvegicus,,12689
1864,,75132.0,,,fAO0000029,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",B,,,Rattus norvegicus,,12689
1865,,84016.0,,,BAk0000367,9098,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 1C receptor binding site by using [3H]- MES as a radioligand.,B,,,Rattus norvegicus,,12689
1866,,9496.0,,,BqO000024i,10394,Inhibitory activity against 5-hydroxytryptamine 1C receptor in rat cortical membranes using [3H]mesulergine as a radioligand,B,,,Rattus norvegicus,,12689
1867,,,,,BAlp000357,11933,Tested for binding affinity against 5-hydroxytryptamine 1C receptor from rat frontal cortical regions using [3H]mesulergine as radioligand,B,,,,,12689
1868,,1271.0,,,BqO00003r7,12092,The binding affinity was measured on 5-hydroxytryptamine 1C receptor using [3H]- serotonin as radioligand.,B,,,Rattus norvegicus,,12689
1869,,58662.0,,,vAi0000019,12253,Binding affinity of 5-hydroxytryptamine 1C receptor using [3H]- ketanserin in rat frontal cortex,B,,,Rattus norvegicus,,12689
1870,,13679.0,HEl293,,BwO0009219,12253,Binding affinity towards rat 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand expressed in 293 cells,B,,,Rattus norvegicus,,12689
1871,,,,,BAO00o9357,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,,,,,108
1872,,,,,BzOp000357,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,,,,,108
1873,,,,,fAO000p357,2474,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,B,,,,,108
1874,,,,,BAO0op0357,11574,Binding affinity against 5-hydroxytryptamine 1C receptor,B,,,,,12689
1875,,,,,BsO0090357,1558,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,B,,,,,12689
1876,,,,,fxO0000357,13944,Binding affinity against 5-hydroxytryptamine 1C receptor,B,,,,,12689
1877,,,,,BsO000o357,13033,Binding affinity against serotonergic 5-HT1c receptor,B,,,,,12689
1878,,,,,BAOo000347,10321,Binding affinity for 5-hydroxytryptamine 1C receptor was determined by using [3H]- mesulergine as radioligand,B,,,,,12689
1879,,,,,BAOp009357,11866,Binding affinity for 5-hydroxytryptamine 1C receptor was determined,B,,,,,12689
1880,,50793.0,,,vAO00o0019,14454,Compound was tested for 5-hydroxytryptamine 1D like receptor-mediated vascular effect in rabbit saphenous vein (RSV),B,,,Oryctolagus cuniculus,,105
1881,,,,,BwO0000225,11574,Binding affinity against 5-hydroxytryptamine 2 receptor using [125I]DOI as radioligand.,B,,,,,104686
1882,,,,,BAO0000ee4,11574,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ket as radioligand.,B,,,,,104686
1883,,,,,BAO0p00o19,13631,Binding affinity towards serotonin 5-HT2 receptor was determined in rat cortex using [3H]spiperone as ligand,B,,,,,104686
1884,,46470.0,,,BsO000001i,9630,Binding affinity towards 5-hydroxytryptamine 2 receptor as antagonism of serotonin-induced contractions in rat jugular vein,B,,,Rattus norvegicus,,104686
1885,,28119.0,,,BAO000o239,8822,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain cortical membranes,B,,,Rattus norvegicus,,104686
1886,,8295.0,,,BAl00002q1,9064,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain using [3H]spiroperidol,B,,,Rattus norvegicus,Brain,104686
1887,,,,,BAp0000214,8868,Binding affinity towards 5-hydroxytryptamine 2 receptor measured using radioligand ([3H]spiperone) binding assay,B,,,,,104686
1888,,,,,gAO000022r,9064,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- spiroperidol,B,,,,,104686
1889,,,,,vAO0009019,9806,Binding affinity at 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenates by [3H]-spiperone displacement.,B,,,,,104686
1890,,,,,BA90000223,9098,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,,,104686
1891,,,,,BAO00p0234,8868,Binding affinity towards 5-hydroxytryptamine 2 receptor was measured using radioligand ([3H]spiperone) binding assay,B,,,,,104686
1892,,,,,nAO0000124,12765,Binding affinity at serotonin 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,,,,,104686
1893,,,,,BA00009019,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,,,104686
1894,,,,,BAi0000919,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,,,104686
1895,,,,,BAO0000p10,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]-Ketanserin as radioligand; not determined,B,,,,,104686
1896,,,,,nAO000o019,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand; ND-Not determined,B,,,,,104686
1897,,,,,BAO09000q9,11049,Compound was evaluated In vitro for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,,,104686
1898,,,,,gAO0000p19,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [125I]DOI as radioligand,B,,,,,104686
1899,,,,,BAO9000o19,11473,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor in rat anterior cortex using [3H]ketanserin as radioligand,B,,,,,104686
1900,,,,,BA800000w9,3086,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat pre frontal cortex,B,,,,,104686
1901,,,,,BAO090o019,11049,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,,,104686
1902,,,,,BA00000010,11049,Compound was evaluated for its activity by binding to 5-hydroxytryptamine 2 receptor in the rat brain using [3H]ketanserin as radioligand.,B,,,,,104686
1903,,,,,BxO00000q9,10639,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 2 receptor of rat anterior cortex using [3H]ketanserin as the radioligand,B,,,,,104686
1904,,,,,BAO00p0o19,10922,Compound was measured for affinity at 5-hydroxytryptamine 2 receptor in rat cortical by [3H]spiroperidol displacement.,B,,,,,104686
1905,,48924.0,,,BqO0000q21,9064,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,,,Rattus norvegicus,Brain,104686
1906,,,,,hAO000022w,10748,Compound was tested for its inhibitory effect on the binding profile in 5-hydroxytryptamine 2 receptor using [3H]spiroperidol in rat brain.,B,,,,Brain,104686
1907,Membrahes,,,,BAO00o02t9,11614,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,,,,,104686
1908,hembranes,,,,BAO00p0e49,11615,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor in rat cortical membranes,B,,,,,104686
1909,,,,,nAO0090224,11615,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor,B,,,,,104686
1910,Membdanes,,,,nAO0000e49,11614,Compound was tested for the displacement of [3H]ketanserin from serotonin 5-hydroxytryptamine 2 receptor from rat cortical membranes.,B,,,,,104686
1911,,,,,fAO00002e4,11702,Inhibition of [3H]ketanserin binding to rat 5-hydroxytryptamine 2 receptors.,B,,,,,104686
1912,,,,,BA90009224,11702,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,,,104686
1913,,24484.0,,,BAl0000234,11702,Inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor,B,,,Rattus norvegicus,,104686
1914,,,,,BAO000012e,11702,Compound was tested for the inhibition of [3H]ketanserin binding to dopamine 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,,,104686
1915,,,,,BAl000001i,13346,Inhibition of [3H]ketanserin binding at 5-hydroxytryptamine 2 receptor from rat frontal cortex.,B,,,,,104686
1916,,,,,BwO0000w24,10025,Concentration necessary to achieve half maximal inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor,B,,,,,104686
1917,,,,,BAO0000213,10025,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,,,,,104686
1918,,,,,BzOp000224,10025,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,,,,,104686
1919,,,,,Bz90000224,9036,Evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using radioligand [3H]-spiperone,B,,,,,104686
