Fiscal year,Biodiversity (marker),Bilateral aid (international marker),Regional program (marker),PBA type,Section name,FSTC percent,Climate change mitigation (marker),Organisation type,Branch name,Organisation sub-class,CountryRegion ID,Status,Amount spent,Continent ID,Urban issues (marker),Children issues (marker),Youth issues (marker),Indigenous issues (marker),Disability issues (marker),ICT as a tool for development (marker),Knowledge for development (marker),Gender equality (marker),Organisation ID,Organisation name,Organisation class,Continent name,Project Browser country ID,CountryRegion name,CountryRegion percent,Sector ID,Sector name,Sector percent
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,677.750322,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,677.750322,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,2033.250966,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,2711.001288,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,10166.25483,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BJ,Closed,3388.7516100000003,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,BJ,Benin,0.0158,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,1694.3758050000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,21349.135140000002,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,338.875161,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,677.750322,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,338.875161,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,338.875161,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,1016.625483,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,1355.500644,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,5083.127415,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BO,Closed,1694.3758050000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BO,Bolivia,0.0079,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,42.895590000000006,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,540.484434,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,8.579118,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,17.158236,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,8.579118,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,8.579118,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,25.737354,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,34.316472,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,128.68677,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,BZ,Closed,42.895590000000006,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,BZ,Belize,0.0002,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,3967.842075,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,49994.81015,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,793.5684150000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,1587.1368300000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,793.5684150000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,793.5684150000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,2380.705245,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,3174.2736600000003,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,11903.52623,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CD,Closed,3967.842075,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CD,"Congo, Dem Rep.",0.0185,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,1715.8236,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,21619.37736,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,343.16472000000005,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,686.3294400000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,343.16472000000005,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,343.16472000000005,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,1029.49416,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,1372.6588800000002,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,5147.4708,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CG,Closed,1715.8236,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CG,Congo,0.008,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,428.9559,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,5404.84434,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,85.79118000000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,171.58236000000002,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,85.79118000000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,85.79118000000001,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12240,Basic nutrition,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,257.37354,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12261,Health education,0.03
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,343.16472000000005,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,12281,Health personnel development,0.04
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,1286.8677,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,31181,Agricultural education/training,0.15
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CI,Closed,428.9559,2,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,Africa,CI,C�te d'Ivoire,0.002,41081,Environmental education/training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,3603.22956,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,11130,Teacher training,0.05
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,45400.692460000006,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,11330,Vocational training,0.63
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,720.6459120000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,12110,Health policy and administrative management,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,1441.2918240000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,12181,Medical education/training,0.02
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,720.6459120000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,12220,Basic health care,0.01
2009/2010,0,1,0,Not PBA,Sustainable Economic Growth,1.0,0,Canadian Non-Profit Making,KFM Partnership for Develop. Innovation,UMBRELLA ORGANIZATION,CL,Closed,720.6459120000001,1,0,0,0,0,0,0,0,1,1000403,Colleges and Institutes Canada,Civil Society,America,CL,Chile,0.0168,12240,Basic nutrition,0.01
