ss_d,chmbl_d,crtd_b,ss_tss,tss_d,ss_sbclllr_frctn,dc_d,cll_d,b_frmt,vrnt_d,ss_cll_tp,ss_strn,td,rltnshp_tp,cnfdnc_scr,src_d,src_ss_d
3140,CHEMBL617982,Autocuration,,,,16288,,BAO_0000019,,,,12020,H,8,1,
3141,CHEMBL617983,Autocuration,,,,16288,,BAO_0000357,,,,12020,H,8,1,
3142,CHEMBL617984,Autocuration,,,,10254,,BAO_0000019,,,,104698,D,7,1,
3143,CHEMBL617985,Autocuration,,,,14532,,BAO_0000019,,,,104698,H,6,1,
3144,CHEMBL617986,Autocuration,Heart,948.0,,13392,,BAO_0000218,,,,104698,H,6,1,
3145,CHEMBL617987,Autocuration,Heart,948.0,,13392,,BAO_0000019,,,,104698,H,6,1,
3146,CHEMBL617988,Autocuration,Heart,948.0,,13392,,BAO_0000019,,,,104698,H,6,1,
3147,CHEMBL617792,Autocuration,Heart,948.0,,13392,,BAO_0000019,,,,104698,H,6,1,
3148,CHEMBL617793,Autocuration,Heart,948.0,,13392,,BAO_0000019,,,,104698,H,6,1,
3149,CHEMBL617794,Autocuration,,,,13392,,BAO_0000019,,,,104698,H,6,1,
3150,CHEMBL617795,Autocuration,,,,13392,,BAO_0000019,,,,104698,H,6,1,
3151,CHEMBL617796,Autocuration,,,,13392,,BAO_0000019,,,,104698,H,6,1,
3152,CHEMBL617797,Autocuration,,,,13392,,BAO_0000019,,,,104698,H,6,1,
3153,CHEMBL617798,Autocuration,,,,1089,,BAO_0000218,,,,104698,D,7,1,
3154,CHEMBL617799,Autocuration,,,,1089,,BAO_0000218,,,,104698,H,6,1,
3155,CHEMBL617800,Autocuration,,,,11454,,BAO_0000218,,,,104698,D,7,1,
3156,CHEMBL617801,Autocuration,,,,11454,,BAO_0000019,,,,104698,D,7,1,
3157,CHEMBL617802,Autocuration,,,,12205,,BAO_0000218,,,,104698,D,7,1,
3158,CHEMBL617803,Autocuration,,,,1089,,BAO_0000019,,,,104698,D,7,1,
3159,CHEMBL617804,Autocuration,,,,5094,,BAO_0000019,,,,104698,H,6,1,
3160,CHEMBL617805,Autocuration,,,,2622,,BAO_0000019,,,,104698,D,7,1,
3161,CHEMBL617806,Autocuration,,,,245,,BAO_0000223,,,,104698,H,6,1,
3162,CHEMBL617807,Autocuration,,,,14788,,BAO_0000019,,,,104698,H,6,1,
3163,CHEMBL617808,Autocuration,,,,14788,,BAO_0000019,,,,104698,H,6,1,
3164,CHEMBL617809,Autocuration,,,,3020,,BAO_0000249,,,,104698,H,6,1,
3165,CHEMBL617810,Autocuration,,,,1742,,BAO_0000019,,,,104698,H,6,1,
3166,CHEMBL617811,Autocuration,Brain,955.0,,17394,,BAO_0000249,,,,104698,H,6,1,
3167,CHEMBL617812,Autocuration,Brain,955.0,,17394,,BAO_0000221,,,,104698,H,6,1,
3168,CHEMBL617813,Autocuration,,,,17394,,BAO_0000249,,,,104698,H,6,1,
3169,CHEMBL617814,Autocuration,,,,14286,,BAO_0000249,,,,104698,H,6,1,
3170,CHEMBL617698,Autocuration,,,,14178,,BAO_0000019,,,,104698,H,6,1,
3171,CHEMBL617699,Autocuration,,,,14178,,BAO_0000019,,,,104698,D,7,1,
3172,CHEMBL617700,Autocuration,,,,14178,,BAO_0000019,,,,104698,D,7,1,
3173,CHEMBL617701,Autocuration,,,,14178,,BAO_0000223,,,,104698,D,7,1,
3174,CHEMBL617702,Autocuration,,,,15034,,BAO_0000019,,,,104698,H,6,1,
3175,CHEMBL617703,Autocuration,,,Membranes,1089,,BAO_0000249,,,,104698,H,6,1,
3176,CHEMBL617704,Autocuration,,,,1089,,BAO_0000019,,,,104698,D,7,1,
3177,CHEMBL617705,Autocuration,,,,16532,,BAO_0000223,,,,104698,H,6,1,
3178,CHEMBL617706,Autocuration,,,,12801,,BAO_0000223,,,,104698,D,7,1,
3179,CHEMBL617707,Autocuration,,,,15194,433.0,BAO_0000219,,NG108-15,,104698,H,6,1,
3180,CHEMBL617708,Autocuration,,,,15194,433.0,BAO_0000219,,NG108-15,,104698,H,6,1,
3181,CHEMBL617709,Autocuration,,,,15194,,BAO_0000019,,,,104698,H,6,1,
3182,CHEMBL617710,Autocuration,,,,15194,,BAO_0000019,,,,104698,H,6,1,
3183,CHEMBL882925,Autocuration,,,,15194,,BAO_0000019,,,,104698,H,6,1,
3184,CHEMBL617711,Autocuration,,,,15194,,BAO_0000019,,,,104698,H,6,1,
3185,CHEMBL617712,Autocuration,,,,10610,,BAO_0000019,,,,104698,H,6,1,
3186,CHEMBL617713,Autocuration,,,,10355,,BAO_0000019,,,,104698,D,7,1,
3187,CHEMBL617714,Autocuration,,,,691,,BAO_0000019,,,,104698,H,6,1,
3188,CHEMBL617715,Autocuration,,,,10611,,BAO_0000218,,,,104698,H,6,1,
3189,CHEMBL617716,Autocuration,,,,12801,,BAO_0000218,,,,104698,H,6,1,
3190,CHEMBL617717,Autocuration,,,,10609,,BAO_0000218,,,,104698,H,6,1,
3191,CHEMBL617718,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3192,CHEMBL617719,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3193,CHEMBL617720,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3194,CHEMBL617721,Autocuration,,,,11454,,BAO_0000218,,,,104698,D,7,1,
3195,CHEMBL617722,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3196,CHEMBL617723,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3197,CHEMBL617724,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3198,CHEMBL617725,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3199,CHEMBL617726,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3200,CHEMBL617727,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3201,CHEMBL617728,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3202,CHEMBL617729,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3203,CHEMBL617730,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3204,CHEMBL617731,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3205,CHEMBL617732,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3206,CHEMBL617733,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3207,CHEMBL617734,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3208,CHEMBL872874,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3209,CHEMBL617735,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3210,CHEMBL617736,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3211,CHEMBL617737,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3212,CHEMBL617738,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3213,CHEMBL617739,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3214,CHEMBL617740,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3215,CHEMBL617741,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3216,CHEMBL617742,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3217,CHEMBL617743,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3218,CHEMBL617744,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3219,CHEMBL617745,Autocuration,,,,11454,,BAO_0000218,,,,104698,H,6,1,
3220,CHEMBL617746,Autocuration,,,,670,,BAO_0000218,,,,104698,H,6,1,
3221,CHEMBL617747,Autocuration,,,,670,,BAO_0000218,,,,104698,H,6,1,
3222,CHEMBL617748,Autocuration,,,,10321,,BAO_0000218,,,,104698,H,6,1,
3223,CHEMBL618909,Autocuration,,,,10321,,BAO_0000218,,,,104698,H,6,1,
3224,CHEMBL618910,Autocuration,,,,10321,,BAO_0000218,,,,104698,H,6,1,
3225,CHEMBL618911,Autocuration,,,,10321,,BAO_0000218,,,,104698,H,6,1,
3226,CHEMBL618912,Autocuration,,,,10321,,BAO_0000218,,,,104698,H,6,1,
3227,CHEMBL618913,Autocuration,,,,10322,,BAO_0000218,,,,104698,H,6,1,
3228,CHEMBL618914,Autocuration,,,,15412,,BAO_0000019,,,,104698,H,6,1,
3229,CHEMBL618915,Autocuration,,,,15412,,BAO_0000019,,,,104698,H,6,1,
3230,CHEMBL618916,Autocuration,,,,15412,,BAO_0000223,,,,104698,D,7,1,
3231,CHEMBL618917,Autocuration,,,,15412,,BAO_0000019,,,,104698,H,6,1,
3232,CHEMBL618918,Intermediate,Hippocampus,10000000.0,,15412,,BAO_0000221,,,,104698,D,7,1,
3233,CHEMBL618919,Autocuration,,,,15412,,BAO_0000019,,,,104698,D,7,1,
3234,CHEMBL618920,Autocuration,,,,17394,,BAO_0000019,,,,104698,D,7,1,
3235,CHEMBL618921,Autocuration,,,,12457,,BAO_0000223,,,,104698,H,6,1,
3236,CHEMBL618922,Autocuration,,,,12457,,BAO_0000019,,,,104698,H,6,1,
3237,CHEMBL618923,Autocuration,,,,12205,,BAO_0000019,,,,104698,H,6,1,
3238,CHEMBL618924,Autocuration,,,,14532,,BAO_0000019,,,,104698,H,6,1,
3239,CHEMBL618925,Autocuration,,,,1122,,BAO_0000019,,,,104698,H,6,1,
3240,CHEMBL618926,Autocuration,,,,5094,,BAO_0000019,,,,104698,H,6,1,
3241,CHEMBL618927,Intermediate,Ileum,2116.0,,809,,BAO_0000221,,,,20033,D,9,1,
3242,CHEMBL618928,Intermediate,Ileum,2116.0,,809,,BAO_0000221,,,,20033,D,9,1,
3243,CHEMBL618929,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3244,CHEMBL618930,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3245,CHEMBL618931,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3246,CHEMBL619594,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3247,CHEMBL619595,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3248,CHEMBL619596,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3249,CHEMBL619755,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3250,CHEMBL619756,Intermediate,Ileum,2116.0,,809,,BAO_0000221,,,,20033,D,9,1,
3251,CHEMBL619757,Intermediate,Ileum,2116.0,,809,,BAO_0000221,,,,20033,D,9,1,
3252,CHEMBL619758,Intermediate,Ileum,2116.0,,809,,BAO_0000221,,,,20033,D,9,1,
3253,CHEMBL619759,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3254,CHEMBL619760,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3255,CHEMBL619761,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3256,CHEMBL619762,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3257,CHEMBL619763,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3258,CHEMBL617868,Intermediate,Ileum,2116.0,,14290,,BAO_0000221,,,,20033,D,9,1,
3259,CHEMBL617869,Intermediate,,,,15034,,BAO_0000357,,,,20033,D,9,1,
3260,CHEMBL882926,Intermediate,Striatum,2435.0,,5094,,BAO_0000249,,,,20033,D,9,1,
3261,CHEMBL617870,Intermediate,Striatum,2435.0,,5094,,BAO_0000249,,,,20033,D,9,1,
3262,CHEMBL617871,Intermediate,Striatum,2435.0,,5399,,BAO_0000357,,,,20033,D,9,1,
3263,CHEMBL617872,Intermediate,Striatum,2435.0,,17394,,BAO_0000357,,,,20033,D,9,1,
3264,CHEMBL617873,Intermediate,Striatum,2435.0,,17394,,BAO_0000357,,,,20033,D,9,1,
3265,CHEMBL617874,Intermediate,Striatum,2435.0,,17394,,BAO_0000357,,,,20033,D,9,1,
3266,CHEMBL619067,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3267,CHEMBL619068,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3268,CHEMBL619069,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3269,CHEMBL619070,Intermediate,,,,16946,,BAO_0000357,,,,20033,D,9,1,
3270,CHEMBL619071,Intermediate,,,,16946,,BAO_0000357,,,,20033,D,9,1,
3271,CHEMBL619072,Intermediate,,,,15034,,BAO_0000019,,,,20033,D,9,1,
3272,CHEMBL619073,Intermediate,,,,15034,,BAO_0000019,,,,20033,D,9,1,
3273,CHEMBL619074,Intermediate,,,,12918,,BAO_0000019,,,,20033,D,9,1,
3274,CHEMBL619075,Intermediate,,,,16946,,BAO_0000357,,,,20033,D,9,1,
3275,CHEMBL619076,Intermediate,Striatum,2435.0,,17394,,BAO_0000357,,,,20033,D,9,1,
3276,CHEMBL619077,Intermediate,Striatum,2435.0,,15034,,BAO_0000357,,,,20033,D,9,1,
3277,CHEMBL619078,Intermediate,Striatum,2435.0,,5094,,BAO_0000249,,,,20033,D,9,1,
3278,CHEMBL619079,Intermediate,Striatum,2435.0,,5094,,BAO_0000249,,,,20033,D,9,1,
3279,CHEMBL619080,Intermediate,Ileum,2116.0,,17358,,BAO_0000221,,,,20033,D,9,1,
3280,CHEMBL619081,Expert,,,,12953,,BAO_0000357,,,,20033,D,9,1,
3281,CHEMBL619082,Intermediate,,,,12953,,BAO_0000357,,,,20033,D,9,1,
3282,CHEMBL619083,Intermediate,,,,12953,,BAO_0000357,,,,20033,D,9,1,
3283,CHEMBL619084,Intermediate,,,,12953,,BAO_0000357,,,,20033,D,9,1,
3284,CHEMBL859397,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
3285,CHEMBL619085,Intermediate,Ileum,2116.0,,12918,,BAO_0000221,,,,20033,D,9,1,
3286,CHEMBL619086,Intermediate,Ileum,2116.0,,12919,,BAO_0000221,,,,20033,D,9,1,
3287,CHEMBL619087,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
3288,CHEMBL619088,Intermediate,Ileum,2116.0,,273,,BAO_0000221,,,,20033,D,9,1,
3289,CHEMBL619089,Intermediate,,,,13181,,BAO_0000357,,,,20033,D,9,1,
3290,CHEMBL619090,Autocuration,,,,13181,,BAO_0000357,,,,168,H,8,1,
3291,CHEMBL619091,Intermediate,,,,15034,,BAO_0000019,,,,20033,D,9,1,
3292,CHEMBL619092,Intermediate,,,,5033,,BAO_0000357,,,,20033,D,9,1,
3293,CHEMBL619093,Intermediate,,,,1980,,BAO_0000019,,,,20033,D,9,1,
3294,CHEMBL619094,Autocuration,,,,13181,722.0,BAO_0000219,,HEK293,,168,H,8,1,
3295,CHEMBL619095,Intermediate,,,,14287,,BAO_0000019,,,,20033,D,9,1,
3296,CHEMBL857988,Intermediate,,,,1317,,BAO_0000357,,,,20033,D,9,1,
3297,CHEMBL619096,Intermediate,,,,15316,,BAO_0000357,,,,20033,D,9,1,
3298,CHEMBL619097,Intermediate,Striatum,2435.0,,16429,,BAO_0000357,,,,20033,D,9,1,
3299,CHEMBL619098,Intermediate,Hippocampus,10000000.0,,14818,,BAO_0000221,,,,20033,D,9,1,
3300,CHEMBL619751,Intermediate,,,,15194,,BAO_0000357,,,,20033,D,9,1,
3301,CHEMBL619752,Intermediate,,,,15194,,BAO_0000357,,,,20033,D,9,1,
3302,CHEMBL875096,Intermediate,Ileum,2116.0,,13961,,BAO_0000221,,,,20033,D,9,1,
3303,CHEMBL619004,Autocuration,,,,5486,,BAO_0000357,,,,108,H,8,1,
3304,CHEMBL619005,Autocuration,,,,16209,,BAO_0000357,,,,168,H,8,1,
3305,CHEMBL619006,Autocuration,,,,17085,,BAO_0000019,,,,168,H,8,1,
3306,CHEMBL619007,Autocuration,,,,4199,308.0,BAO_0000219,,HeLa,,168,H,8,1,
3307,CHEMBL619008,Autocuration,,,,15146,,BAO_0000357,,,,168,H,8,1,
3308,CHEMBL619009,Autocuration,,,,5213,,BAO_0000357,,,,168,H,8,1,
3309,CHEMBL619010,Autocuration,,,,4829,308.0,BAO_0000219,,HeLa,,168,H,8,1,
3310,CHEMBL619011,Autocuration,,,,17358,,BAO_0000357,,,,10622,H,8,1,
3311,CHEMBL619012,Autocuration,,,,17358,,BAO_0000357,,,,10622,H,8,1,
3312,CHEMBL619013,Autocuration,,,,16946,,BAO_0000219,,,,10622,H,8,1,
3313,CHEMBL619014,Autocuration,,,,17358,,BAO_0000357,,,,10622,H,8,1,
3314,CHEMBL857503,Autocuration,Cardiac atrium,2081.0,,268,,BAO_0000019,,,,11249,H,8,1,
3315,CHEMBL619015,Autocuration,Cardiac atrium,2081.0,,268,,BAO_0000019,,,,11249,H,8,1,
3316,CHEMBL619016,Autocuration,,,,15086,,BAO_0000357,,,,11249,H,8,1,
3317,CHEMBL619017,Autocuration,Hippocampus,10000000.0,,14875,,BAO_0000221,,,,11249,H,8,1,
3318,CHEMBL619018,Autocuration,Hippocampus,10000000.0,,13267,,BAO_0000221,,,,168,H,8,1,
3319,CHEMBL619019,Autocuration,,,,13047,,BAO_0000019,,,,168,H,8,1,
3320,CHEMBL619020,Expert,,,,1650,,BAO_0000357,,,,10623,D,9,1,
3321,CHEMBL619021,Autocuration,,,,567,,BAO_0000019,,,,10623,H,8,1,
3322,CHEMBL619022,Autocuration,,,,17358,,BAO_0000357,,,,10623,H,8,1,
3323,CHEMBL619023,Autocuration,,,,188,,BAO_0000357,,,,10623,H,8,1,
3324,CHEMBL619024,Autocuration,,,,670,,BAO_0000019,,,,10623,H,8,1,
3325,CHEMBL619025,Autocuration,,,,204,,BAO_0000019,,,,10623,H,8,1,
3326,CHEMBL619026,Expert,,,,1946,,BAO_0000019,,,,10623,H,8,1,
3327,CHEMBL619027,Autocuration,,,,6398,,BAO_0000019,,,,10623,H,8,1,
3328,CHEMBL619028,Autocuration,,,,6398,,BAO_0000019,,,,10623,H,8,1,
3329,CHEMBL619029,Autocuration,,,,17358,,BAO_0000019,,,,10623,H,8,1,
3330,CHEMBL619030,Autocuration,,,,6398,,BAO_0000019,,,,10623,H,8,1,
3331,CHEMBL619031,Expert,,,,11752,,BAO_0000357,,,,10623,H,8,1,
3332,CHEMBL619032,Autocuration,,,,809,,BAO_0000019,,,,10623,H,8,1,
3333,CHEMBL619033,Expert,,,,14178,,BAO_0000357,,,,10623,D,9,1,
3334,CHEMBL619034,Autocuration,,,,567,,BAO_0000357,,,,10623,H,8,1,
3335,CHEMBL619035,Autocuration,,,,1946,,BAO_0000357,,,,10623,H,8,1,
3336,CHEMBL619036,Autocuration,,,,1946,,BAO_0000357,,,,10623,H,8,1,
3337,CHEMBL619037,Expert,,,,13961,,BAO_0000019,,,,10623,D,9,1,
3338,CHEMBL619038,Autocuration,Striatum,2435.0,,6238,,BAO_0000249,,,,10623,H,8,1,
3339,CHEMBL619039,Autocuration,,,,14290,,BAO_0000249,,,,10623,H,8,1,
3340,CHEMBL619040,Expert,,,,14290,,BAO_0000249,,,,10623,H,8,1,
3341,CHEMBL619041,Expert,Striatum,2435.0,,809,,BAO_0000019,,,,10623,D,9,1,
3342,CHEMBL619042,Autocuration,Striatum,2435.0,,1578,,BAO_0000019,,,,10623,H,8,1,
3343,CHEMBL619043,Expert,Striatum,2435.0,,16709,,BAO_0000249,,,,10623,H,8,1,
3344,CHEMBL619044,Expert,Striatum,2435.0,,1946,,BAO_0000019,,,,10623,H,8,1,
3345,CHEMBL619045,Expert,Striatum,2435.0,,15253,,BAO_0000249,,,,10623,H,8,1,
3346,CHEMBL619046,Expert,Striatum,2435.0,,4535,,BAO_0000249,,,,10623,H,8,1,
3347,CHEMBL619047,Expert,,,,13961,,BAO_0000249,,,,10623,H,8,1,
3348,CHEMBL619048,Autocuration,Brain,955.0,,17358,,BAO_0000221,,,,10623,H,8,1,
3349,CHEMBL859398,Autocuration,,,,15847,,BAO_0000019,,,,10623,H,8,1,
3350,CHEMBL619049,Autocuration,,,,15847,,BAO_0000019,,,,10623,H,8,1,
3351,CHEMBL857886,Autocuration,,,,670,,BAO_0000019,,,,10623,H,8,1,
3352,CHEMBL619050,Autocuration,,,,670,,BAO_0000019,,,,10623,H,8,1,
3353,CHEMBL620591,Autocuration,,,,1317,,BAO_0000019,,,,10623,H,8,1,
3354,CHEMBL620592,Expert,,,,12936,,BAO_0000357,,,,10623,D,9,1,
3355,CHEMBL620593,Expert,Striatum,2435.0,,4535,,BAO_0000249,,,,10623,H,8,1,
3356,CHEMBL620594,Expert,,,,14424,,BAO_0000019,,,,10623,D,9,1,
3357,CHEMBL875079,Expert,,,,14424,,BAO_0000019,,,,10623,H,8,1,
3358,CHEMBL620595,Expert,,,,14424,,BAO_0000019,,,,10623,H,8,1,
3359,CHEMBL620596,Expert,,,,14424,,BAO_0000019,,,,10623,D,9,1,
3360,CHEMBL620597,Autocuration,,,,14424,,BAO_0000019,,,,10623,H,8,1,
3361,CHEMBL620598,Expert,,,,14424,,BAO_0000019,,,,10623,H,8,1,
3362,CHEMBL620599,Expert,,,,14424,,BAO_0000218,,,,10623,H,8,1,
3363,CHEMBL620600,Autocuration,,,,14424,,BAO_0000019,,,,10623,H,8,1,
3364,CHEMBL620601,Autocuration,,,,1980,,BAO_0000019,,,,168,H,8,1,
3365,CHEMBL620602,Autocuration,,,,4639,,BAO_0000019,,,,168,H,8,1,
3366,CHEMBL620603,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3367,CHEMBL620604,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3368,CHEMBL620605,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3369,CHEMBL620606,Autocuration,,,,1558,,BAO_0000357,,,,168,H,8,1,
3370,CHEMBL620607,Autocuration,,,,17358,,BAO_0000019,,,,168,H,8,1,
3371,CHEMBL620608,Autocuration,,,,16117,,BAO_0000357,,,,168,H,8,1,
3372,CHEMBL620609,Autocuration,,,,17358,,BAO_0000019,,,,168,H,8,1,
3373,CHEMBL620610,Autocuration,,,,17358,,BAO_0000019,,,,168,H,8,1,
3374,CHEMBL620611,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3375,CHEMBL620612,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3376,CHEMBL620613,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3377,CHEMBL620614,Autocuration,,,,17358,,BAO_0000357,,,,168,H,8,1,
3378,CHEMBL620615,Expert,,,,1274,,BAO_0000357,,,,168,H,8,1,
3379,CHEMBL857075,Autocuration,,,Brain membranes,10728,,BAO_0000249,,,,104698,H,6,1,
3380,CHEMBL620616,Autocuration,,,Brain membranes,11695,,BAO_0000249,,,,104698,H,6,1,
3381,CHEMBL619411,Autocuration,,,Brain membranes,11695,,BAO_0000249,,,,104698,H,6,1,
3382,CHEMBL619412,Autocuration,,,,12490,,BAO_0000019,,,,104698,H,6,1,
3383,CHEMBL619413,Autocuration,,,,11828,,BAO_0000019,,,,104698,D,7,1,
3384,CHEMBL619414,Autocuration,Hippocampus,10000000.0,,12253,,BAO_0000221,,,,104698,H,6,1,
3385,CHEMBL619415,Autocuration,,,,10561,,BAO_0000019,,,,104698,H,6,1,
3386,CHEMBL619416,Autocuration,,,,10561,,BAO_0000019,,,,104698,H,6,1,
3387,CHEMBL619417,Autocuration,,,,14432,,BAO_0000019,,,,104698,H,6,1,
3388,CHEMBL619418,Autocuration,,,,12936,,BAO_0000223,,,,104698,D,7,1,
3389,CHEMBL619419,Autocuration,,,,1274,,BAO_0000223,,,,104698,D,7,1,
3390,CHEMBL619420,Autocuration,,,,1980,,BAO_0000019,,,,104698,H,6,1,
3391,CHEMBL619421,Autocuration,,,,670,,BAO_0000249,,,,104698,H,6,1,
3392,CHEMBL619422,Autocuration,,,,968,,BAO_0000019,,,,104698,D,7,1,
3393,CHEMBL619423,Autocuration,,,,14287,,BAO_0000019,,,,104698,H,6,1,
3394,CHEMBL875080,Autocuration,,,,567,,BAO_0000019,,,,104698,H,6,1,
3395,CHEMBL619424,Autocuration,,,,13267,,BAO_0000019,,,,104698,H,6,1,
3396,CHEMBL619425,Autocuration,,,,14826,,BAO_0000249,,,,104698,H,6,1,
3397,CHEMBL619426,Autocuration,,,,15194,,BAO_0000223,,,,104698,H,6,1,
3398,CHEMBL619427,Autocuration,,,,15194,,BAO_0000223,,,,104698,H,6,1,
3399,CHEMBL619645,Autocuration,,,,10394,,BAO_0000223,,,,104698,D,7,1,
3400,CHEMBL619646,Expert,,,,13657,,BAO_0000249,,,,10576,D,9,1,
3401,CHEMBL619647,Autocuration,Brain,955.0,,1879,,BAO_0000221,,,,12020,H,8,1,
3402,CHEMBL619648,Autocuration,,,,1879,,BAO_0000019,,,,12020,H,8,1,
3403,CHEMBL619165,Autocuration,,,,1879,,BAO_0000019,,,,12020,H,8,1,
3404,CHEMBL620719,Autocuration,,,,204,,BAO_0000218,,,,12020,H,8,1,
3405,CHEMBL872924,Autocuration,,,,1879,,BAO_0000019,,,,12020,H,8,1,
3406,CHEMBL620720,Autocuration,,,,1879,,BAO_0000357,,,,12020,H,8,1,
3407,CHEMBL620721,Autocuration,,,,1879,,BAO_0000019,,,,12020,H,8,1,
3408,CHEMBL620722,Autocuration,,,,1879,,BAO_0000019,,,,12020,H,8,1,
3409,CHEMBL620723,Autocuration,,,,10641,,BAO_0000019,,,,104698,H,6,1,
3410,CHEMBL620724,Autocuration,,,,773,,BAO_0000019,,,,12020,H,8,1,
3411,CHEMBL620725,Autocuration,,,,11952,,BAO_0000249,,,,104698,H,6,1,
3412,CHEMBL620726,Autocuration,,,,14145,,BAO_0000019,,,,12020,D,9,1,
3413,CHEMBL620727,Expert,,,,17066,,BAO_0000357,,,,144,H,8,1,
3414,CHEMBL620728,Autocuration,,,,6398,,BAO_0000223,,,,104714,H,4,1,
3415,CHEMBL620729,Autocuration,,,,10321,,BAO_0000019,,,,22226,U,0,1,
3416,CHEMBL858288,Autocuration,,,,511,,BAO_0000019,,,,104714,H,4,1,
3417,CHEMBL620730,Autocuration,,,,4639,,BAO_0000223,,,,104714,H,4,1,
3418,CHEMBL620731,Autocuration,,,,4639,,BAO_0000223,,,,104714,H,4,1,
3419,CHEMBL620732,Autocuration,,,,4639,,BAO_0000019,,,,104714,H,4,1,
3420,CHEMBL618042,Autocuration,,,,4639,,BAO_0000019,,,,104714,H,4,1,
3421,CHEMBL618043,Autocuration,,,,4639,,BAO_0000019,,,,104714,H,4,1,
3422,CHEMBL618044,Autocuration,,,,1558,,BAO_0000223,,,,104714,H,4,1,
3423,CHEMBL618045,Autocuration,,,,268,,BAO_0000019,,,,104714,H,4,1,
3424,CHEMBL618046,Autocuration,,,,2474,,BAO_0000223,,,,104714,H,4,1,
3425,CHEMBL618047,Autocuration,,,,5067,,BAO_0000019,,,,104714,H,4,1,
3426,CHEMBL875084,Autocuration,,,,5067,,BAO_0000019,,,,104714,H,4,1,
3427,CHEMBL618048,Autocuration,,,,5067,,BAO_0000019,,,,104714,H,4,1,
3428,CHEMBL618049,Autocuration,,,,5067,,BAO_0000223,,,,104714,H,4,1,
3429,CHEMBL619764,Autocuration,,,,5067,,BAO_0000019,,,,104714,H,4,1,
3430,CHEMBL619765,Autocuration,,,,5067,,BAO_0000019,,,,104714,H,4,1,
