ASI,SI,ASSTY,CONFSCO,ASSCETY,SRASSI,ASTET,T,Descr,TII,ASSORG,ASSSTR,CEI,ASCATE,ASSTAI,RELATY,CURB,CHI,BFO,VARII
3566,1,B,8,,,,168,Binding affinity towards 5-hydroxytryptamine 4 receptor; ND means no data.,,,,,,,H,Autocuration,CHEMBL620700,BAO_0000357,
3567,1,B,8,COS-7,,,168,Binding affinity was determined against cloned 5-hydroxytryptamine 4A receptor isoform expressed in COS-7 cells,,,,643.0,,,H,Autocuration,CHEMBL620701,BAO_0000219,
3568,1,B,8,COS-7,,,168,Binding affinity was determined against cloned 5-hydroxytryptamine 4B receptor isoform expressed in COS-7 cells,,,,643.0,,,H,Autocuration,CHEMBL875082,BAO_0000219,
3569,1,B,8,COS-7,,,168,Binding affinity was determined against cloned 5-hydroxytryptamine 4C receptor isoform expressed in COS-7 cells,,,,643.0,,,H,Autocuration,CHEMBL620702,BAO_0000219,
3570,1,B,8,COS-7,,,168,Binding affinity was determined against cloned 5-hydroxytryptamine 4D receptor isoform expressed in COS-7 cells,,,,643.0,,,H,Autocuration,CHEMBL620703,BAO_0000219,
3571,1,B,8,C6,,,168,Binding affinity of compound towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,,,,673.0,,,H,Autocuration,CHEMBL620704,BAO_0000219,
3572,1,B,8,C6,,,168,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand,,,,673.0,,,H,Expert,CHEMBL620705,BAO_0000219,
3573,1,B,8,C6,,,168,Binding affinity was determined against cloned 5-hydroxytryptamine 4E receptor isoform expressed in C6 glial cells incubated with 0.2 nM [3H]GR-113808,,,,673.0,,,H,Expert,CHEMBL620706,BAO_0000219,
3574,1,B,8,C6,,,168,Binding affinity towards cloned human 5-hydroxytryptamine 4E receptor expressed in C6 glial cells using [3H]GR-113808 as radioligand; Not determined,,,,673.0,,,H,Expert,CHEMBL620707,BAO_0000219,
3575,1,B,8,,,,10624,Binding affinity towards 5-hydroxytryptamine 5 receptor,,,,,,,H,Expert,CHEMBL620708,BAO_0000357,
3576,1,B,8,,,,105,Inhibitory constant against human 5-hydroxytryptamine 5A receptor using [3H]LSD radioligand,,,,,,,H,Autocuration,CHEMBL620709,BAO_0000357,
3577,1,B,9,,,,10624,Binding affinity against 5-hydroxytryptamine 5A receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620710,BAO_0000357,
3578,1,B,8,CHO,,,10624,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 5A receptor stably expressed in CHO cells,,,,449.0,,,H,Autocuration,CHEMBL620711,BAO_0000219,
3579,1,B,9,,,,10624,Affinity towards human 5-hydroxytryptamine 5A serotonin receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620712,BAO_0000357,
3580,1,B,9,,,,10624,Binding affinity towards human 5-hydroxytryptamine 5A receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620713,BAO_0000357,
3581,1,B,9,,,,10624,Binding affinity towards human 5-hydroxytryptamine 5A receptor was evaluated using [3H]-5-CT as radioligand,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620714,BAO_0000357,
3582,1,B,9,,,,10624,Binding affinity to cloned human 5-hydroxytryptamine 5A receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620715,BAO_0000357,
3583,1,B,8,,,,10624,Binding affinity towards 5-HT5A receptor,,,,,,,H,Autocuration,CHEMBL620716,BAO_0000357,
3584,1,B,8,,,,10624,Binding affinity towards human 5-hydroxytryptamine 5A receptor using LSD as radioligand,,,,,,,H,Expert,CHEMBL620717,BAO_0000357,
3585,1,B,8,,,,10624,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 5A receptor,,,,,,,H,Autocuration,CHEMBL618072,BAO_0000357,
3586,1,B,8,,,,10624,Binding affinity towards cloned human 5-HT5A receptor was determined,,,,,,,H,Autocuration,CHEMBL857987,BAO_0000357,
3587,1,B,8,HEK293,,,10624,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,,,722.0,,,H,Autocuration,CHEMBL618073,BAO_0000219,
3588,1,B,8,HEK293,,,10624,Binding affinity towards 5-hydroxytryptamine 5A receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,,,,722.0,,,H,Autocuration,CHEMBL618074,BAO_0000219,
3589,1,B,8,HEK293,,,10624,Compound was tested for its binding affinity in 5-hydroxytryptamine 5A receptor (using human cloned receptors in HEK 293 and [3H]5-CTas a radioligand ),,,,722.0,,,H,Autocuration,CHEMBL618075,BAO_0000219,
3590,1,B,9,,,,10625,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor,,Mus musculus,,,,10090.0,D,Expert,CHEMBL618076,BAO_0000357,
3591,1,B,9,,,,10625,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [125I]-2-iodo LSD as radioligand,,Mus musculus,,,,10090.0,D,Expert,CHEMBL618077,BAO_0000357,
3592,1,B,9,,,,10625,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]- LSD as radioligand,,Mus musculus,,,,10090.0,D,Expert,CHEMBL618078,BAO_0000357,
3593,1,B,9,,,,10625,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor was evaluated using [3H]LSD as radioligand,,Mus musculus,,,,10090.0,D,Expert,CHEMBL881821,BAO_0000357,
3594,1,B,9,,,,10625,Binding affinity towards murine 5-hydroxytryptamine 5A receptor,,Mus musculus,,,,10090.0,D,Expert,CHEMBL618079,BAO_0000357,
3595,1,B,8,,,,10625,Binding affinity towards mouse 5-hydroxytryptamine 5A receptor using LSD as radioligand,,,,,,,H,Expert,CHEMBL618080,BAO_0000357,
3596,1,B,8,HEK293,,,10576,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,,,,722.0,,,H,Autocuration,CHEMBL618081,BAO_0000219,
3597,1,B,8,HEK293,,,10626,Binding affinity against 5-hydroxytryptamine 5A receptor in HEK 293 cells was determined using [3H]LSD as radioligand,,,,722.0,,,H,Autocuration,CHEMBL618082,BAO_0000219,
3598,1,B,8,,,,10624,Binding affinity towards 5-HT5a receptor,,,,,,,H,Expert,CHEMBL618083,BAO_0000357,
3599,1,B,9,,,,10624,Binding affinity towards 5-hydroxytryptamine 5A receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618084,BAO_0000357,
3600,1,B,8,,,,10624,Binding affinity for rodent 5-hydroxytryptamine 5A receptor,,,,,,,H,Expert,CHEMBL618085,BAO_0000357,
3601,1,B,8,,,,10624,Binding affinity towards 5-hydroxytryptamine 5A receptor using lysergic acid diethylamide (LSD) as radioligand,,,,,,,H,Expert,CHEMBL618086,BAO_0000357,
3602,1,B,8,,,,10624,Binding affinities against 5-hydroxytryptamine 5A receptor,,,,,,,H,Autocuration,CHEMBL875092,BAO_0000357,
3603,1,B,8,,,,10624,Binding affinities towards 5-hydroxytryptamine 5A receptor,,,,,,,H,Autocuration,CHEMBL618087,BAO_0000357,
3604,1,B,8,,,,10624,The binding affinity towards 5-hydroxytryptamine 5A receptor; No affinity,,,,,,,H,Autocuration,CHEMBL872926,BAO_0000357,
3605,1,F,4,,,,104714,Percent of control response to 5-HT3 agonistic activity on guinea colon at a concentration 0.01 uM,,Cavia porcellus,,,,10141.0,H,Autocuration,CHEMBL618088,BAO_0000019,
3606,1,B,4,,,,104714,Binding affinity towards 5-HT3 receptor by the displacement of [3H]GR-65630] in human recombinant receptors in mammalian cell,,,,,,,H,Autocuration,CHEMBL618089,BAO_0000223,
3607,1,B,9,,,,10627,Inhibition of human 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618090,BAO_0000357,
3608,1,B,9,,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor using [3H]- LSD as radioligand,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618091,BAO_0000357,
3609,1,B,8,,,,10627,Inhibition against human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL618092,BAO_0000357,
3610,1,B,9,,,,10627,Affinity towards human 5-hydroxytryptamine 6 serotonin receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618093,BAO_0000357,
3611,1,B,8,HeLa,,,10627,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells.,,,,308.0,,,H,Expert,CHEMBL618094,BAO_0000219,
3612,1,B,9,,,,10627,Binding affinity towards [3H]LSD-labeled human 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618095,BAO_0000357,
3613,1,B,9,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL875093,BAO_0000357,
3614,1,B,9,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [125I]-2-iodo LSD as radioligand,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618096,BAO_0000357,
3615,1,B,9,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor was evaluated using [3H]-LSD as radioligand,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618118,BAO_0000357,
3616,1,B,9,,,,10627,Binding affinity against 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618119,BAO_0000357,
3617,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL618120,BAO_0000357,
3618,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL618121,BAO_0000357,
3619,1,B,8,HEK293,,,10627,"Binding affinity for human 5-hydroxytryptamine 6 receptor expressed in HEK 293 human embryonic kidney cells, [3H]-lysergic acid diethylamide as radioligand",,,,722.0,,,H,Expert,CHEMBL618122,BAO_0000219,
3620,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor using [3H]LSD as radioligand,,,,,,,H,Autocuration,CHEMBL618123,BAO_0000357,
3621,1,B,8,HEK293,,,10627,Binding affinity against human 5-hydroxytryptamine 6 receptor stably transfected to HEK 293 human embryonic kidney cells using [3H]-lysergic acid diethylamide as radioligand,,,,722.0,,,H,Expert,CHEMBL618124,BAO_0000219,
3622,1,B,8,,,,10627,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL618125,BAO_0000357,
3623,1,B,9,HEK293,,,10627,Displacement of [3H]LSD from human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,,Homo sapiens,,722.0,,9606.0,D,Expert,CHEMBL618126,BAO_0000219,
3624,1,B,8,,,,10627,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD,,,,,,,H,Expert,CHEMBL618236,BAO_0000019,
3625,1,B,8,,,,10627,Tested on cell membranes from transfected cells selectively expressing human 5-hydroxytryptamine 6 receptor incubated with 1 nM [3H]LSD; ND is No Data.,,,,,,,H,Expert,CHEMBL618237,BAO_0000019,
3626,1,B,8,COS-7,,,10627,Ability to displace [3H]LSD from human 5-hydroxytryptamine 6 receptor transiently expressed in COS-7 cells,,,,643.0,,,H,Expert,CHEMBL618238,BAO_0000219,
3627,1,B,9,,,,10627,In vitro binding affinity to human 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL618239,BAO_0000357,
3628,1,B,8,,,,10627,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL618240,BAO_0000019,
3629,1,B,8,,,,10627,Inhibitory constant against human 5-hydroxytryptamine 6 receptor using [3H]LSD radioligand,,,,,,,H,Autocuration,CHEMBL618241,BAO_0000357,
3630,1,B,8,HEK293,,,10627,Antagonism assessed in a functional cAMP binding assay using 5-CT to stimulate human 5-hydroxytryptamine 6 receptor expressed in HEK 293 cells,,,,722.0,,,H,Autocuration,CHEMBL859399,BAO_0000219,
3631,1,F,8,,,,10627,The compound was tested for antagonist activity by inhibition of human 5-HT6 stimulated adenylate cyclase,,,,,,,H,Autocuration,CHEMBL618242,BAO_0000019,
3632,1,B,8,,,,10627,Ability to displace the radioligand [3H]LSD from human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL857991,BAO_0000357,
3633,1,B,8,,,,10627,Binding affinity against human 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL619951,BAO_0000357,
3634,1,B,9,HeLa,,,10627,Binding affinity to human cloned 5-HT6 receptor in HeLa cells using [3H]- LSD as radioligand,,Homo sapiens,,308.0,,9606.0,D,Expert,CHEMBL619952,BAO_0000219,
3635,1,B,9,HeLa,,,10627,Binding affinity to human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]- LSD as radioligand,,Homo sapiens,,308.0,,9606.0,D,Expert,CHEMBL619953,BAO_0000219,
3636,1,B,8,HeLa,,,10627,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells,,,,308.0,,,H,Autocuration,CHEMBL619954,BAO_0000219,
3637,1,B,8,HeLa,,,10627,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,,,,308.0,,,H,Autocuration,CHEMBL619955,BAO_0000219,
3638,1,B,8,HeLa,,,10627,Binding affinity against 5-hydroxytryptamine 6 human cloned receptors in HeLa cells using [3H]LSD as radioligand,,,,308.0,,,H,Autocuration,CHEMBL619956,BAO_0000219,
3639,1,B,8,CHO,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,,,449.0,,,H,Autocuration,CHEMBL619957,BAO_0000219,
3640,1,B,8,HEK293,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand.,,,,722.0,,,H,Autocuration,CHEMBL619958,BAO_0000219,
3641,1,B,8,HEK293,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand; ND means no data.,,,,722.0,,,H,Autocuration,CHEMBL620627,BAO_0000219,
3642,1,B,8,HEK293,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HEK 293 cells using [3H]mesulergine as radioligand;ND means no data.,,,,722.0,,,H,Autocuration,CHEMBL620628,BAO_0000219,
3643,1,B,8,HeLa,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor (human cloned receptor) in HeLa cells using [3H]LSD as radioligand;ND means no data.,,,,308.0,,,H,Autocuration,CHEMBL620629,BAO_0000219,
3644,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620630,BAO_0000357,
3645,1,B,8,HeLa,,,10627,Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 6 receptor expressed in HeLa cells using [3H]LSD as radioligand,,,,308.0,,,H,Autocuration,CHEMBL620782,BAO_0000219,
3646,1,B,8,,,,10627,Compound was evaluated for its ability to displace [3H]LSD binding from human recombinant 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620783,BAO_0000357,
3647,1,B,8,,,,10627,Binding affinity against human 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL620784,BAO_0000357,
3648,1,B,8,HeLa,,,10627,Binding affinity against human cloned 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]LSD,,,,308.0,,,H,Expert,CHEMBL620785,BAO_0000219,
3649,1,B,8,,,,10627,Compound was tested for its binding affinity in 5-hydroxytryptamine 6 receptor (using human cloned receptors in HeLa and [3H]LSD as a radioligand ),,,,,,,H,Autocuration,CHEMBL857992,BAO_0000357,
3650,1,B,8,,,,10627,In vitro binding affinity at human recombinant 5-hydroxytryptamine 6 receptor in mammalian cells using 3[H]LSD as the radioligand,,,,,,,H,Autocuration,CHEMBL620786,BAO_0000219,
3651,1,B,8,HeLa,,,10627,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 6 receptor in HeLa cells using [3H]5-LSD.,,,,308.0,,,H,Autocuration,CHEMBL620787,BAO_0000219,
3652,1,B,8,HeLa,,,10627,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=3",,,,308.0,,,H,Autocuration,CHEMBL620788,BAO_0000219,
3653,1,B,8,HeLa,,,10627,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]5-LSD as radioligand; n=9",,,,308.0,,,H,Autocuration,CHEMBL620789,BAO_0000219,
3654,1,B,8,HeLa,,,10627,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 6 receptor in HeLa cells, using [3H]LSD as radioligand; n=3",,,,308.0,,,H,Autocuration,CHEMBL620790,BAO_0000219,
3655,1,B,8,CHO,,,10628,Compound was tested for the displacement of [3H]5-HT binding to cloned rat 5-hydroxytryptamine 6 receptor stably expressed in CHO cells,,,,449.0,,,H,Autocuration,CHEMBL620791,BAO_0000219,
3656,1,B,8,,,,10628,Binding affinity against 5-hydroxytryptamine 6 receptor from CHO cell membranes using [3H]5-HT as the radioligand.,,,,,,,H,Autocuration,CHEMBL620792,BAO_0000019,
3657,1,B,8,,,,10628,The compound was tested for binding affinity against 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620793,BAO_0000357,
3658,1,B,8,,,,10628,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor was determined,,,,,,,H,Autocuration,CHEMBL620794,BAO_0000357,
3659,1,B,9,HeLa,,,10627,Binding affinity as displacement of [3H]5-HT binding to 5-hydroxytryptamine 6 receptor in HeLa cells,,Homo sapiens,,308.0,,9606.0,D,Autocuration,CHEMBL620795,BAO_0000219,
3660,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL620796,BAO_0000357,
3661,1,B,8,,,,10627,Percentage of displacement at 5-hydroxytryptamine 6 receptor at 10e-8 M,,,,,,,H,Autocuration,CHEMBL620797,BAO_0000357,
3662,1,F,9,,,,10627,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620798,BAO_0000019,
3663,1,B,8,,,,10627,Inhibition of binding towards 5-hydroxytryptamine 6 receptor at 100 nM concentration,,,,,,,H,Autocuration,CHEMBL620799,BAO_0000357,
3664,1,B,8,,,,10627,Binding affinity towards human 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL620800,BAO_0000357,
3665,1,B,8,,,,10627,Binding affinity of compound towards serotonin 5-hydroxytryptamine 6 receptor; inactive at 10 uM,,,,,,,H,Autocuration,CHEMBL620801,BAO_0000357,
3666,1,B,8,,,,10627,Compound was tested for its binding affinity towards 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL875100,BAO_0000357,
3667,1,B,8,,,,10627,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 6 receptor was determined,,,,,,,H,Autocuration,CHEMBL620802,BAO_0000357,
3668,1,F,8,,,,10627,Antagonistic activity towards 5-hydroxytryptamine 6 receptor,,,,,,,H,Expert,CHEMBL620803,BAO_0000019,
3669,1,F,8,,,,10627,Antagonistic activity towards 5-hydroxytryptamine 6 receptor was evaluated in cAMP assay,,,,,,,H,Expert,CHEMBL620804,BAO_0000019,
3670,1,B,8,,,,10627,Binding affinity for 5-hydroxytryptamine 6 receptor was determined,,,,,,,H,Autocuration,CHEMBL620805,BAO_0000357,
3671,1,B,8,,,,10627,Evaluated for the binding affinity towards 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620806,BAO_0000357,
3672,1,B,8,,,,10627,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-6 M,,,,,,,H,Autocuration,CHEMBL620807,BAO_0000357,
3673,1,B,8,,,,10627,Ability to displace [125I]LSD 113808 from 5-hydroxytryptamine 6 receptor at concentration of 10e-8 M,,,,,,,H,Autocuration,CHEMBL620808,BAO_0000357,
3674,1,B,8,,,,10627,Binding affinities against 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620809,BAO_0000357,
3675,1,B,8,,,,10627,Binding affinities towards 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620810,BAO_0000357,
3676,1,B,9,,,,10627,Binding affinity towards 5-hydroxytryptamine 6 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620811,BAO_0000357,
3677,1,B,8,,,,10627,The binding affinity towards 5-hydroxytryptamine 6 receptor; No affinity,,,,,,,H,Autocuration,CHEMBL620812,BAO_0000357,
3678,1,B,8,,,,10627,Affinity against 5-hydroxytryptamine 6 receptor,,,,,,,H,Autocuration,CHEMBL620813,BAO_0000357,
3679,1,B,8,,,,10627,Binding affinity towards human recombinant 5-hydroxytryptamine 7 receptor by the displacement of [3H]-5-CT],,,,,,,H,Autocuration,CHEMBL620814,BAO_0000357,
3680,1,B,9,,,,10209,Inhibition of human 5-hydroxytryptamine 7 receptor,,Homo sapiens,,,,9606.0,D,Expert,CHEMBL620815,BAO_0000357,
