assay_id,chembl_id,confidence_score,doc_id,curated_by,assay_category,description,assay_type,assay_test_type,assay_organism,assay_tax_id,assay_strain,assay_tissue,assay_cell_type
1208,CHEMBL615974,8,15535,Autocuration,,In vitro binding affinity at 5-HT1A receptor by measuring its ability to displace [3H]-8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampal membranes+cortex,B,,,,,,
1209,CHEMBL615975,9,16372,Expert,,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,B,,Homo sapiens,9606.0,,,CHO
1210,CHEMBL615976,8,14608,Expert,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor in rat hippocampal membranes by [125I]-labeled agonist displacement.,B,,,,,,
1211,CHEMBL872106,9,4795,Expert,,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus,B,,Rattus norvegicus,10116.0,,Hippocampus,
1212,CHEMBL615977,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,B,,,,,,
1213,CHEMBL615978,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=100-230,B,,,,,,
1214,CHEMBL616166,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=12-14,B,,,,,,
1215,CHEMBL616167,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=16-20,B,,,,,,
1216,CHEMBL616168,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=160-430,B,,,,,,
1217,CHEMBL616169,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=174-224,B,,,,,,
1218,CHEMBL616170,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=184-503,B,,,,,,
1219,CHEMBL616171,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=19-23,B,,,,,,
1220,CHEMBL616172,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=2.2-3.2,B,,,,,,
1221,CHEMBL616173,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=2.7-3.6,B,,,,,,
1222,CHEMBL616174,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=20-23,B,,,,,,
1223,CHEMBL616175,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=21-28,B,,,,,,
1224,CHEMBL616176,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=240-760,B,,,,,,
1225,CHEMBL616177,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=39-87,B,,,,,,
1226,CHEMBL616178,8,13863,Autocuration,,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=4.6-5.2,B,,,,,,
1227,CHEMBL616179,8,9742,Autocuration,,Inhibitory activity tested in vitro at 5-hydroxytryptamine 1A receptor binding site in rat,B,,,,,,
1228,CHEMBL616180,8,12073,Autocuration,,Inhibitory concentration against 5-hydroxytryptamine 1A receptor,B,,,,,,
1229,CHEMBL616181,8,4101,Autocuration,,Inhibitory concentration against binding of 5-hydroxytryptamine 1A receptor from striata of male Wistar rats by displacement of [3H]8-OH-DPAT,B,,,,,,
1230,CHEMBL616182,8,15360,Autocuration,,Inhibitory concentration against radioligand [3H]hydroxy-2-(di-n-propylamino)-tetralin binding to 5-hydroxytryptamine 1A receptor in rat,B,,,,,,
1231,CHEMBL616183,8,11576,Autocuration,,Inhibitory concentration against radioligand [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus,
1232,CHEMBL615874,8,5834,Expert,,Inhibition of the 5-hydroxytryptamine 1A receptor in rat dorsal raphe,B,,,,,,
1233,CHEMBL615875,9,2395,Expert,,Inhibitory concentration against [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells,B,,Rattus norvegicus,10116.0,,,CHO-K1
1234,CHEMBL615876,8,1375,Autocuration,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand,B,,,,,,
1235,CHEMBL615877,8,1375,Autocuration,,Tested in vitro for receptor binding affinity to 5-hydroxytryptamine 1A receptor in rat cortex using [3H]OH-DPAT radioligand; NT means not tested,B,,,,,,
1236,CHEMBL615878,8,3967,Autocuration,,The compound was evaluated for the ability to displace [3H]- 8-OH -DPAT from 5-hydroxytryptamine 1A receptor ( striata of male wistar rats),B,,,,,,
1237,CHEMBL615879,8,12884,Expert,,Binding affinity towards 5-hydroxytryptamine 1A receptor binding site using [3H]8-OH-DPAT. ,B,,,,,,
1238,CHEMBL615880,8,2343,Expert,,Binding affinity towards 5-hydroxytryptamine 1A receptor using receptor binding assay,B,,,,,,
1239,CHEMBL615881,8,11511,Autocuration,,"The compound was tested in vitro for inhibitory activity against 5-HT1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,,,,,
1240,CHEMBL615882,9,11511,Expert,,"Inhibitory activity against 5-hydroxytryptamine 1A receptor in rats, using [3H]8-OH-DPAT as radioligand",B,,Rattus norvegicus,10116.0,,,
1241,CHEMBL615883,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat,F,In vivo,,,,,
1242,CHEMBL615884,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.10-6.20),F,In vivo,,,,,
1243,CHEMBL615885,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.60),F,In vivo,,,,,
1244,CHEMBL615886,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.20-1.80),F,In vivo,,,,,
1245,CHEMBL615887,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.37-4.27),F,In vivo,,,,,
1246,CHEMBL615888,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-2.70),F,In vivo,,,,,
1247,CHEMBL615889,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.40-4),F,In vivo,,,,,
1248,CHEMBL615890,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.45-4.51),F,In vivo,,,,,
1249,CHEMBL615891,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.50-5.30),F,In vivo,,,,,
1250,CHEMBL615892,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.60-1.60),F,In vivo,,,,,
1251,CHEMBL615893,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.72-2.87),F,In vivo,,,,,
1252,CHEMBL615894,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (0.80-5.80),F,In vivo,,,,,
1253,CHEMBL615895,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (1.50-16.5),F,In vivo,,,,,
1254,CHEMBL615896,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges from (2.20-30.5),F,In vivo,,,,,
1255,CHEMBL615897,8,16394,Autocuration,,Antagonistic activity at postsynaptic 5-hydroxytryptamine 1A receptor was measured by its ability to inhibit hypothermia elicited by s.c. administration of 8-OH-DPAT in rat;ranges is not computable,F,In vivo,,,,,
1256,CHEMBL615898,9,16616,Expert,,"Percent increase of R(+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in isolated rat hippocampal membranes",F,,Rattus norvegicus,10116.0,,,
1257,CHEMBL615899,8,16796,Autocuration,,% inhibition towards 5-HT1A receptor from rat hippocampal membranes,B,,,,,,
1258,CHEMBL616291,8,16796,Autocuration,,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,,,,,,
1259,CHEMBL616292,8,15629,Autocuration,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,B,,,,,,
1260,CHEMBL616293,8,13241,Autocuration,,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,,
1261,CHEMBL616294,8,12073,Expert,,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus,
1262,CHEMBL616295,8,14286,Autocuration,,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B,,,,,Hippocampus,
1263,CHEMBL616296,8,14542,Autocuration,,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B,,,,,Brain,
1264,CHEMBL616297,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,,
1265,CHEMBL616605,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F,,,,,,
1266,CHEMBL616606,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,F,,,,,,
1267,CHEMBL616607,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,,
1268,CHEMBL616608,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,,
1269,CHEMBL616609,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,F,,,,,,
1270,CHEMBL616610,9,13630,Expert,,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,F,,Rattus norvegicus,10116.0,,,
1271,CHEMBL616611,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,,
1272,CHEMBL616612,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,F,,,,,,
1273,CHEMBL616613,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,F,,,,,,
1274,CHEMBL616614,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,F,,,,,,
1275,CHEMBL616615,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F,,,,,,
1276,CHEMBL616616,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,,
1277,CHEMBL616617,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F,,,,,,
1278,CHEMBL616618,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,,
1279,CHEMBL616619,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F,,,,,,
1280,CHEMBL616620,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F,,,,,,
1281,CHEMBL616621,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,,
1282,CHEMBL616622,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,,,,,,
1283,CHEMBL616146,8,13630,Expert,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,,,,,,
1284,CHEMBL832873,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,,,,,,
1285,CHEMBL616147,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,,,,,,
1286,CHEMBL872872,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,,
1287,CHEMBL616148,8,13630,Autocuration,,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,,
1288,CHEMBL616149,8,9783,Autocuration,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,,,,,Hippocampus,
1289,CHEMBL616150,8,9783,Expert,,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,,,,,Hippocampus,
1290,CHEMBL616151,9,14331,Expert,,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,,Rattus norvegicus,10116.0,,,
1291,CHEMBL872873,8,15260,Expert,,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,,,,,Hippocampus,
1292,CHEMBL616670,8,15260,Autocuration,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,,,,,Hippocampus,
1293,CHEMBL616671,8,15260,Autocuration,,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,,,,,Hippocampus,
1294,CHEMBL884861,9,16616,Expert,,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,,Rattus norvegicus,10116.0,,,
1295,CHEMBL616672,8,15629,Autocuration,,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,,,,,,
1296,CHEMBL616673,8,15086,Autocuration,,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,,,
1297,CHEMBL616674,8,5717,Expert,,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,,,,,,
1298,CHEMBL616675,8,12652,Autocuration,,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,,,,
1299,CHEMBL616676,8,14608,Autocuration,,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,,,,,Hippocampus,
1300,CHEMBL616677,8,12306,Autocuration,,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,Hippocampus,
1301,CHEMBL616678,8,12306,Autocuration,,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,,Hippocampus,
1302,CHEMBL616679,9,15247,Expert,,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,Rattus norvegicus,10116.0,,,
1303,CHEMBL616680,8,17529,Expert,,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,,,,,Hippocampus,
1304,CHEMBL616681,8,14826,Autocuration,,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus,
1305,CHEMBL616682,8,14826,Autocuration,,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,,Hippocampus,
1306,CHEMBL616683,8,13241,Autocuration,,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus,
1307,CHEMBL616684,8,14093,Autocuration,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,,,,,Hippocampus,
1308,CHEMBL616685,8,14093,Autocuration,,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B,,,,,Hippocampus,
1309,CHEMBL616686,8,14442,Autocuration,,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B,,,,,Brain,
1310,CHEMBL616687,8,9919,Autocuration,,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,,
1311,CHEMBL616688,8,9919,Autocuration,,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,,
1312,CHEMBL616689,8,11440,Autocuration,,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B,,,,,Hippocampus,
1313,CHEMBL616690,8,11257,Autocuration,,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B,,,,,,
