assay_id,chembl_id,curated_by,assay_tissue,tissue_id,assay_subcellular_fraction,doc_id,cell_id,bao_format,variant_id,assay_cell_type,description,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id
4869,CHEhBL518296,qutockration,,,,5355,,BAOp000e18,,,Half-life period after oral administration in cynomolgus monkeys,A,In vivo,,Cercopithecidae,9527.0
4870,xH4MBL618297,Aut0cu4ation,,,,5355,,BAp00p0218,,,Half-life period after oral administration in cynomolgus monkeys; ND meansn Not determined,A,In vivo,,Cercopithecidae,9527.0
4871,CHEnBLy18298,Autkcugation,Urige,3430240.0,,7766,,BxO00o0019,,,Portion of holoxan excreted in the form of the metabolite from 1500 mL of urine on day 9 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,,Homo sapiens,9606.0
4872,CHEMvi618299,Autofu5ation,Udine,3429296.0,,7766,,BwO000001i,,,Portion of holoxan excreted in the form of the metabolite from 1600 mL of urine on day 10 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,,Homo sapiens,9606.0
4873,CHEMBL61o3o0,Aut8vuration,6rine,1337185.0,,7766,,BxOo000019,,,Portion of holoxan excreted in the form of the metabolite from 1700 mL of urine on day 5 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,,Homo sapiens,9606.0
4874,CHEMvL6183o1,Ait0curation,Urin2,932215.0,,7766,,BAOo000919,,,Portion of holoxan excreted in the form of the metabolite from 2310 mL of urine on day 4 was determined in embryonal rhabdomyosarcoma patients treated with ifosfamide,A,,,Homo sapiens,9606.0
4875,CHEMBL619e02,wutocurati9n,Urin4,1897023.0,,7766,,nAO000o019,,,Percent ratio of the enantiomeric form (+)R extracted from the urine of alveolar rhabdomyosarcoma patients was determined,A,,,Homo sapiens,9606.0
4876,fHEMvL876394,Autkcuratiob,Ur7ne,1366037.0,,7766,,BAO0090029,,,Percent ratio of the enantiomeric form (+)R extracted from the urine of embryonal rhabdomyosarcoma patients was determined,A,,,Homo sapiens,9606.0
4877,CnEMBo618303,Autoc6ratioh,Urin3,1693965.0,,7766,,BsO00000q9,,,Percent ratio of the enantiomeric form (-)S extracted from the urine of alveolar rhabdomyosarcoma patients was determined,A,,,Homo sapiens,9606.0
4878,suEMBL618304,A6tocurqtion,Ufine,1471420.0,,7766,,hAOp000019,,,Percent ratio of the enantiomeric form (-)S extracted from the urine of embryonal rhabdomyosarcoma patients was determined,A,,,Homo sapiens,9606.0
4879,fHEjBL618305,Aytocurahion,,,,1916,,BA800o0218,,,Bioavailability was evaluated in man at a dose of 10 mg/kg after po administration; not determined,A,In vivo,,Homo sapiens,9606.0
4880,CHEMBL51i306,Autocueatoon,,,,16643,,BA8000o218,,,Oral bioavailability in human,A,In vivo,,Homo sapiens,9606.0
4881,fHrMBL618307,Autocurstiln,,,,17248,,BqO0000029,,,Compound was tested for human plasma protein binding,A,,,Homo sapiens,9606.0
4882,CuEMBLy18308,Autocurafiob,,,,17248,,nAO0000029,,,Compound was tested for human plasma protein binding; Not determined,A,,,Homo sapiens,9606.0
4883,CHwMBL61u309,qutocura4ion,,,,6241,,BqO0900019,,,Protein binding activity of compound in human plasma; % Free,A,,,Homo sapiens,9606.0
4884,CHEMBLu1831p,Aut0cu4ation,,,,17716,,vA80000019,,,Unbound fraction (plasma),A,,,Homo sapiens,9606.0
4885,CHEMnL873r53,Autocurztipn,Pladma,1201315.0,,17605,,BAi0009366,,,Half life for the hydrolysis of compound in human blood serum,A,,,Homo sapiens,9606.0
4886,xHEMBk618311,Autocuratlom,Plasmw,1355083.0,,17625,,fAO0090366,,,Half life period in human plasma using phosphate buffer (0.08 M),A,,,Homo sapiens,9606.0
4887,CHEMBo617312,Autocuta4ion,Plasmx,567220.0,,17625,,BwO9000366,,,Half life period in human plasma using phosphate buffer (0.1 M),A,,,Homo sapiens,9606.0
4888,CHEMBk6183w3,Auypcuration,Plasmz,896932.0,,17747,,BAO0p00e66,,,Half-life in human plasma was determined,A,,,Homo sapiens,9606.0
4889,CHEMBi6183q4,Autocura5iln,,,,15613,,BAO00p0010,,,Concentration required for 50% toxicity in metastatic lung carcinoma (MV522) cells.,A,,,Homo sapiens,9606.0
4890,fHEMBL618r15,Auticuratiom,,,,354,,BAko000019,,,Effect of compound on gelation time of human serum induced by dithiothreitol (DTT),A,,,Homo sapiens,9606.0
4891,CjEMBL61831u,Autoc7rati9n,,,,3741,,BsO0090019,,,"Rate constant in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",A,,,Homo sapiens,9606.0
4892,CHEMBL6283q7,Autocu3atiin,,,,3741,,BAO0o0o019,,,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",A,,,Homo sapiens,9606.0
4893,CHEMgi620138,Autodura6ion,,,,3741,,nzO0000019,,,"Rate constant in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",A,,,Homo sapiens,9606.0
4894,fHEkBL858280,Autocurqtikn,,,,17599,,BAO00p0o19,,,Partition coefficient (logP),A,,,Homo sapiens,9606.0
4895,vHEMBL620130,Autoduratiog,,,,5486,,BAO0000o1o,,,In vitro metabolic stability in human was measured as pmol/min/mg/protein,A,,,Homo sapiens,9606.0
4896,CHEhBo620140,Augocuratioh,,,Midros9mes,5600,,BAi0000q51,,,In vitro metabolic stability determined after 30 min of incubation in human hepatic microsomes,A,,,Homo sapiens,9606.0
4897,CHEMgL6201r1,Autoxurati9n,,,,14294,,BAk0p00019,,,Metabolism of compound in human liver slices (male) ('+''indicates <20% largest observed peak),A,,,Homo sapiens,9606.0
4898,CHEjBL520142,A7tlcuration,,,,14294,,BAO0000p18,,,Metabolism of compound in human liver slices (male) ('++''indicates 20-50% largest observed peak),A,,,Homo sapiens,9606.0
4899,dHEMvL620143,Ahtocurati9n,,,,14294,,vAOp000019,,,Metabolism of compound in human liver slices (male) ('++++' indicates largest observed peak),A,,,Homo sapiens,9606.0
4900,CHEMBL720134,Autockragion,,,kicrocomes,14294,,BAOo000241,,,Metabolism of compound in human microsomes ('+''indicates <20% largest observed peak),A,,,Homo sapiens,9606.0
4901,CHEMhi620145,Autocuragikn,,,Micdisomes,14294,,BAO0000352,,,Metabolism of compound in human microsomes ('++++' indicates largest observed peak),A,,,Homo sapiens,9606.0
4902,CHrMBL620156,Autocurw5ion,,,Micr0skmes,14294,,BwO9000251,,,Metabolism of compound in human microsomes; Trace,A,,,Homo sapiens,9606.0
4903,CHEhBL620146,qutocuratjon,Liv2r,990067.0,Mif5osomes,6260,,BAO000925q,,,Percent of compound remaining after 120 min of Metabolization upon incubation with human liver microsomes,A,,,Homo sapiens,9606.0
4904,CHEMBL6291r8,A6tociration,,,Microsokew,6187,,gAO0000151,,,Percent metabolized in an in vitro human liver microsomal incubation assay after 60 min,A,,,Homo sapiens,9606.0
4905,CgEMBL620w49,zutocurqtion,L9ver,2340889.0,Microsomra,6251,,BzO0090251,,,In vitro metabolic potential in human liver microsomes,A,,,Homo sapiens,9606.0
4906,xHEMBLi76412,Autlcu4ation,,,,3246,,BAOp0000q9,,,Metabolism by recombinant human NAD(P)H:quinone oxidoreductase (NQO1) was evaluated,A,,,Homo sapiens,9606.0
4907,fHrMBL619352,Ajtocuratiog,,,,17313,,BAO0o00o19,,,Tested for human plasma protein binding of the compound; Not tested,A,,,Homo sapiens,9606.0
4908,CHEMBo619w53,Autocurafi9n,,,,6227,,BxO0900019,,,Compound was tested for percent protein binding (PB) in human,A,,,Homo sapiens,9606.0
4909,CHEjBL61935r,Auyocuratioj,Plaxma,467140.0,,5530,,BAO0000o1o,,,Protein binding in human plasma,A,,,Homo sapiens,9606.0
4910,sHEkBL619355,Akfocuration,,,,6108,,BAO0000pq9,,,Permeability coefficient (B to A) in Caco-2 cell,A,,,Homo sapiens,9606.0
4911,CHEMhL6193y6,Autocurzrion,,,,6108,,BzO000p019,,,Permeability directional ratio (PB-A/PA-B) in Caco-2 cell,A,,,Homo sapiens,9606.0
4912,CHEMgL610357,Aug9curation,,,,2774,,nwO0000019,,,Apparent permeability coefficient (Papp) was determined in human Caco-2 cell monolayer (n = 3),A,,,Homo sapiens,9606.0
4913,CbEMBL6q9358,Autpcurat8on,,,,16643,,BAO090p019,,,In vitro rate of absorption observed as Caco-2 permeability in humans,A,,,Homo sapiens,9606.0
4914,sHEMBi619359,Aut9curstion,,,,17582,268.0,BAO00o0319,,Cacoe,Cellular permeability of compound was determined in Caco-2 cells; High,A,,,Homo sapiens,9606.0
4915,CHEMBL618e60,xutocurstion,,,,6838,411.0,hAO0000119,,Cado2,Permeability in Caco-2 cells of compound,A,,,Homo sapiens,9606.0
4916,CHEMBo61o361,zutoc7ration,,,,6108,,BsO0000o19,,,Permeability coefficient (A to B) in Caco-2 cell,A,,,Homo sapiens,9606.0
4917,CHEMBL6w936e,Aktocueation,,,,6108,,BAO0090919,,,Permeability coefficient (B to A) in Caco-2 cell,A,,,Homo sapiens,9606.0
4918,CuwMBL619363,Autoc8ratuon,,,,6108,,BAO0009029,,,Permeability coefficient (Papp) (Caco-2 cell monolayer),A,,,Homo sapiens,9606.0
4919,CHEMBLy18943,Autocurayiob,,,,2146,,BAl000001o,,,Compound was measured for binding rate for human serum at a carbapenem concentration of 10 ug/mL,A,,,Homo sapiens,9606.0
4920,CbEMBp618943,Autofuratipn,,,,4514,,BzO0000029,,,Compound was tested for protein binding in human plasma,A,,,Homo sapiens,9606.0
4921,CHEnBL6189e4,Autockragion,,,,6108,,fwO0000019,,,Transcellular permeability of the [(PA-B+PB-A)/2)] compound was determined in Caco-2 cell,A,,,Homo sapiens,9606.0
4922,CHEMfL61o945,Augocuratiog,Urin3,693157.0,,7766,,BAO0900o19,,,Quantity of the metabolite found in the urine of the embryonal rhabdomyosarcoma patients treated with ifosfamide from 1200 mL of urine tested on day 3,A,,,Homo sapiens,9606.0
4923,CjEMBp618946,Integmediats,,,,5969,,BAO090o218,,,In vivo Tmax was determined in murine septicemia at dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4924,CHEMgL876414,Interm3d8ate,,,,3277,,BAO0090228,,,Maximum time was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),A,In vivo,,Mus musculus,10090.0
4925,CHEnBL61894u,8nt4rmediate,,,,3802,,BAO000o217,,,Tested for Tmax value at the dose of 10 mg/kg when administered perorally in mouse,A,In vivo,,Mus musculus,10090.0
4926,CHEMBk618958,In6e3mediate,Plqsma,421344.0,,2862,,nAO00o0218,,,Time taken to reach maximum concentration in plasma upon oral administration in mouse,A,In vivo,,Mus musculus,10090.0
4927,CHEMBLu1894i,Intermediahw,Pladma,652759.0,,6348,,BAO000031o,,,Time to reach maximum plasma concentration was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0
4928,CbEMBL518950,Intdrmefiate,,,,17764,,BAOpo00218,,,Tmax after intraperitoneal administration in mice at 23 uM/kg,F,In vivo,,Mus musculus,10090.0
4929,CHEkBL6w8951,Int3rmedixte,,,,5781,,BA90000219,,,Tmax after oral administration at 30 mg/kg in ICR mouse,A,In vivo,,Mus musculus,10090.0
4930,xHEMBL618052,Intefmediat4,,,,17764,,BAO0o00228,,,Tmax after peroral administration in mice at 2.4 uM/kg,A,In vivo,,Mus musculus,10090.0
4931,CjEMBi618953,Intwrmwdiate,,,,4066,,BAO0000w1u,,,Tmax at a single subcutaneous administration of 40 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
4932,CHEMgL61895e,untermedkate,Braim,694941.0,,17641,,vAO0000219,,,Tmax in brain of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4933,CHEMBL618056,Ijtermediare,Kidne7,999609.0,,17641,,BAl0000118,,,Tmax in kidney of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4934,CnEMBk618956,7ntermediafe,Liger,1541177.0,,17641,,BqO000p218,,,Tmax in liver of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4935,CHEMBk61895y,Ihtermsdiate,Lung,1301929.0,,17641,,BAOo000118,,,Tmax in lungs of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4936,CHEMfL518958,Intwfmediate,,,,17764,,BAO00oo218,,,Tmax in mice at 18 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
4937,CydMBL618959,Inte3jediate,,,,17764,,BqO0000228,,,Tmax in mice at 23 uM/kg i.v. administration,F,In vivo,,Mus musculus,10090.0
4938,CHEMBL617060,9nte5mediate,,,,17764,,BAO0p0p218,,,Tmax in mice at 25 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
4939,vHEMBo876723,Inte4kediate,,,,17764,,BAO00o0318,,,Tmax in mice at 26 uM/kg i.p. administration,F,In vivo,,Mus musculus,10090.0
4940,xHdMBL618961,Ingerm3diate,Soleen,1237618.0,,17641,,BAO00002q7,,,Tmax in spleen of mice at the oral dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4941,CHEhBL61u962,Interjedizte,,,,16597,,gAO0009218,,,Tmax value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0
4942,CtEMBL618i63,Intsrmesiate,,,,16597,,fAO00p0218,,,Tmax value at a dose of 10 mg/kg peroral administration in mice.,A,In vivo,,Mus musculus,10090.0
4943,dyEMBL618964,Interjediwte,,,,5951,,Bxp0000218,,,Tmax value in IRC mice,A,,,Mus musculus,10090.0
4944,CHEMBL6w8p65,Intsrhediate,,,,5506,,BAO0o002q8,,,Tmax value was determined at a dose of 100 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0
4945,CHwMBL618976,Int34mediate,,,,5506,,BAO00003q8,,,Tmax value was determined at a dose of 200 mg/kg (i.p.) in Mice,A,In vivo,,Mus musculus,10090.0
4946,CHEMBk628967,Intermweiate,Ur7ne,4316972.0,,429,,BAO00pp218,,,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg ( 0-24 hr ),A,,,Mus musculus,10090.0
4947,CHEnBL618969,Inrermedoate,irine,3831335.0,,429,,BAl0090218,,,Evaluated for pharmacokinetic parameter urine recovery in mouse at the dose 20 mg/kg (0-24 hr),A,,,Mus musculus,10090.0
4948,CjEMvL618969,jntermedoate,Ur9ne,1159583.0,,4066,,BAi00002q8,,,Urinary recovery by disk method using Streptococcus pyogenes (0-24 h),A,,,Mus musculus,10090.0
4949,CHsMBL618960,Intetmediwte,,,,17734,,BA80000228,,,The first compartment constitutes the majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,,,Mus musculus,10090.0
4950,CtEMBL61i971,Inrerm4diate,,,,17734,,BAOp00o218,,,The second majority of the volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,,,Mus musculus,10090.0
4951,CHrMBL718972,Ihtermeeiate,,,,6062,,BAO00p021u,,,Terminal phase volume of distribution was measured in mouse after an iv dose of 1 mg/kg,A,In vivo,,Mus musculus,10090.0
4952,fHEMBi618973,Intermeeiatr,,,,5969,,BAO0po0218,,,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 100 mg/kg,A,In vivo,,Mus musculus,10090.0
4953,xmEMBL618974,Inte3mwdiate,,,,5969,,BAOp00021u,,,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg,A,In vivo,,Mus musculus,10090.0
4954,CHEMvi618975,9ntermed9ate,,,,5969,,BAO00002q9,,,In vivo volume distribution (Vd) was determined in murine septicemia at dose of 50 mg/kg;ND=not determined,A,In vivo,,Mus musculus,10090.0
4955,CHEMBk618o76,Ibterkediate,,,,5980,,gAO0o00218,,,Vd in mice,A,In vivo,,Mus musculus,10090.0
4956,CHEMfL628977,Inrerjediate,,,,17592,,BAO9000118,,,Volume of distribution in mouse,A,In vivo,,Mus musculus,10090.0
4957,CHEMBk87t724,Intefmedizte,,,,6348,,hAO000021i,,,Volume of distribution was determined in mouse after 5 mg/kg (i.v.) and 6 mg/kg (p.o.) administration,A,In vivo,,Mus musculus,10090.0
4958,vHEjBL618978,Inteemed7ate,,,,17753,,BAO00p021i,,,Volume of distribution of compound in plasma was determined at 24 mg/Kg,A,In vivo,,Mus musculus,10090.0
4959,sHEMBLu18979,Intermddiatd,,,,17753,,BA80p00218,,,Volume of distribution of compound in plasma was determined at 40 mg/Kg,A,In vivo,,Mus musculus,10090.0
4960,CjEMBL61898p,Inte5jediate,,,,17753,,BAO000011i,,,Volume of distribution of compound in plasma was determined at 5 mg/Kg,A,In vivo,,Mus musculus,10090.0
4961,CHEMBLy189u1,Intermediwye,,,,4239,,nAOo000218,,,Pharmacokinetic property (vdss) was measured in mouse,A,In vivo,,Mus musculus,10090.0
4962,CHEMnLu18982,Ihtermediahe,,,,2862,,BAOo000228,,,Value distribution upon iv administration in mouse,A,In vivo,,Mus musculus,10090.0
4963,CHEMBLuq0150,kntermedixte,,,,17734,,BApo000218,,,Volume of distribution after intraperitoneal administration of 100 mg/kg in mice,A,In vivo,,Mus musculus,10090.0
4964,CH3MgL620151,Ingerhediate,,,,2675,,BAO0009e18,,,Volume of distribution was evaluated in mice after intravenous administration,A,In vivo,,Mus musculus,10090.0
4965,CmEMBL6201t2,Intermevlate,,,,2675,,BAOo00021i,,,Volume of distribution was evaluated in mice after oral administration,A,In vivo,,Mus musculus,10090.0
4966,CHEnBi620153,Internediats,,,,17837,,Bw90000218,,,Steady state volume of distribution of compound in mouse blood following i.v. administration of 10 mg/kg,A,In vivo,,Mus musculus,10090.0
4967,sHEMnL876395,Intsrmewiate,,,,5727,,hAOp000218,,,Steady state volume of distribution was determined in mice,A,In vivo,,Mus musculus,10090.0
4968,CHEMBL7e0154,Imtermrdiate,,,,17852,,BAO0990218,,,Volume distribution (steady state) of compound was determined in mouse,A,In vivo,,Mus musculus,10090.0
4969,CHEMhL62p155,Interhexiate,,,,17764,,BA000002w8,,,Volume of solubility in solution after intravenous administration in mice at 24 uM/kg,A,In vivo,,Mus musculus,10090.0
4970,vHEMBi620156,Intwrmediaye,,,,16597,,BsOo000218,,,Vss value at a dose of 10 mg/kg intravenous administration in mice.,A,In vivo,,Mus musculus,10090.0
4971,CjEjBL620157,ontermedoate,,,,6062,,BAO9000w18,,,Volume of distribution was measured in mouse after an iv dose of 1 mg/kg,A,In vivo,,Mus musculus,10090.0
4972,CHEMBLy20258,9ntermediwte,jidney,2663549.0,,16438,,BAO0p00217,,,Biodistribution of compound (oxidized form) in in kidney tissue,A,In vivo,,Mus musculus,10090.0
4973,CtEMBo620159,Intedmediatd,flood,768366.0,,16438,,BsO0090218,,,Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip administration in DMSO solution,A,In vivo,,Mus musculus,10090.0
4974,CHEhBi620160,Ihtermediat4,Bl8od,178915.0,,16438,,BAk9000218,,,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood and animals were sacrificed 10 minutes after ip dosing, in DMSO solution",A,In vivo,,Mus musculus,10090.0
4975,CnEMBL620261,Intermexizte,Bl8od,2319317.0,,16438,,BAO0o00e18,,,"Biodistribution in mice as total concentration of both oxidized and reduced forms in blood tissues, animals were sacrificed 60 minutes after dosing, in DMSO sol.",A,In vivo,,Mus musculus,10090.0
4976,CHEMBL62o1y2,Igtermedjate,,,,10708,414.0,BA900002q9,,A427,Evaluated for the inhibitory concentration required to cause growth inhibition of A427Mer- cell line of lung using the MTT Cytotoxicity Assay,F,,,Homo sapiens,9606.0
4977,CH3MBL6201t3,Expfrt,,,,16597,201.0,BAO00002qo,,A431,Inhibition of A431 human squamous cell carcinoma cell proliferation,F,,,Homo sapiens,9606.0
4978,CHEMBi62083r,Ezpert,,,,16062,357.0,BAOp0o0219,,A431,Inhibition of cell growth of human epidermoid carcinoma xenograft (A431) model using cell based assay,F,,,Homo sapiens,9606.0
4979,dHEMBL8y6396,Expery,,,,16062,271.0,BAOo000119,,A431,Inhibition of human epidermoid carcinoma xenograft (A431) tumor growth,F,,,Homo sapiens,9606.0
4980,CHEMBk6208w4,Edpert,,,,16958,294.0,BAO0o00210,,A431,Concentration required to inhibit growth of human carcinoma epidermoid (A431) cell line,F,,,Homo sapiens,9606.0
4981,CHEMnL620825,Eapert,,,,6700,230.0,BAOo900219,,A431,Inhibition of A431 human carcinoma cell proliferation,F,,,Homo sapiens,9606.0
4982,CHEMBLue0836,Edpert,,,,17226,469.0,BAO00002w8,,A431,In vitro inhibition of A431 (human carcinoma) cell basal growth.,F,,,Homo sapiens,9606.0
4983,CH2MBL62083u,8ntermediwte,,,,6828,349.0,BAl00p0219,,A431,Inhibitory concentration of compound against growth of human A431 cell line; Resistant,F,,,Homo sapiens,9606.0
4984,CHEMnL621018,In6e4mediate,,,,12314,359.0,BAO9p00219,,A431,In vitro cytotoxicity against epidermoid carcinoma cell line,F,,,Homo sapiens,9606.0
4985,CHEMBL631o18,Ex9ert,,,,13412,478.0,fAO000o218,,A431,"In vivo efficacy following oral administration in nude mouse tumor model, xenograft A431 cells expressing EGF-R",F,,,Homo sapiens,9606.0
4986,CHEjBL721019,8ntermediatf,,,,13299,239.0,BAO0000318,,A431,Antiproliferative activity of compound was measured on human tumor cell line A431.,F,,,Homo sapiens,9606.0
