rental_rate,film_id,length,original_language_id,rating,language,description,replacement_cost,title,release_year,rental_duration
0.99,906,171,,PG,English,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,27.99,TRAMP OTHERS,2006,4
0.99,907,168,,PG-13,English,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,10.99,TRANSLATION SUMMER,2006,4
4.99,908,110,,G,English,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,11.99,TRAP GUYS,2006,3
0.99,909,102,,PG-13,English,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,28.99,TREASURE COMMAND,2006,3
0.99,910,87,,PG,English,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,19.99,TREATMENT JEKYLL,2006,3
4.99,911,64,,PG-13,English,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,14.99,TRIP NEWTON,2006,7
2.99,912,52,,PG,English,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,9.99,TROJAN TOMORROW,2006,3
0.99,913,115,,R,English,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,20.99,TROOPERS METAL,2006,3
2.99,914,61,,PG,English,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,13.99,TROUBLE DATE,2006,6
4.99,915,92,,G,English,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,9.99,TRUMAN CRAZY,2006,7
2.99,916,80,,G,English,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,10.99,TURN STAR,2006,3
2.99,917,152,,R,English,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,24.99,TUXEDO MILE,2006,3
4.99,918,152,,PG,English,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,23.99,TWISTED PIRATES,2006,4
4.99,919,82,,G,English,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,17.99,TYCOON GATHERING,2006,3
0.99,920,62,,G,English,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,16.99,UNBREAKABLE KARATE,2006,3
2.99,921,172,,PG-13,English,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,29.99,UNCUT SUICIDES,2006,7
4.99,922,107,,PG-13,English,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,22.99,UNDEFEATED DALMATIONS,2006,7
2.99,923,78,,R,English,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,12.99,UNFAITHFUL KILL,2006,7
0.99,924,129,,PG,English,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,15.99,UNFORGIVEN ZOOLANDER,2006,7
0.99,925,164,,R,English,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,27.99,UNITED PILOT,2006,3
2.99,926,120,,NC-17,English,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,11.99,UNTOUCHABLES SUNRISE,2006,5
2.99,927,174,,NC-17,English,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,16.99,UPRISING UPTOWN,2006,6
2.99,928,84,,PG,English,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,16.99,UPTOWN YOUNG,2006,5
4.99,929,128,,PG-13,English,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,21.99,USUAL UNTOUCHABLES,2006,5
2.99,930,145,,R,English,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,23.99,VACATION BOONDOCK,2006,4
0.99,931,48,,PG-13,English,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,9.99,VALENTINE VANISHING,2006,7
0.99,932,73,,G,English,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,21.99,VALLEY PACKER,2006,3
4.99,933,126,,NC-17,English,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,11.99,VAMPIRE WHALE,2006,4
4.99,934,122,,NC-17,English,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,20.99,VANILLA DAY,2006,7
0.99,935,142,,R,English,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,17.99,VANISHED GARDEN,2006,5
2.99,936,123,,NC-17,English,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,21.99,VANISHING ROCKY,2006,3
2.99,937,85,,NC-17,English,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,14.99,VARSITY TRIP,2006,7
4.99,938,173,,R,English,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,14.99,VELVET TERMINATOR,2006,3
2.99,939,90,,R,English,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,17.99,VERTIGO NORTHWEST,2006,4
0.99,940,64,,PG-13,English,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,19.99,VICTORY ACADEMY,2006,6
4.99,941,145,,NC-17,English,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,10.99,VIDEOTAPE ARSENIC,2006,4
0.99,942,174,,PG-13,English,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,27.99,VIETNAM SMOOCHY,2006,7
4.99,943,76,,PG-13,English,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,27.99,VILLAIN DESPERATE,2006,4
4.99,944,179,,PG-13,English,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,29.99,VIRGIN DAISY,2006,6
0.99,945,164,,R,English,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,22.99,VIRGINIAN PLUTO,2006,5
4.99,946,144,,NC-17,English,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,14.99,VIRTUAL SPOILERS,2006,3
0.99,947,59,,PG-13,English,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,16.99,VISION TORQUE,2006,5
0.99,948,139,,PG-13,English,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,22.99,VOICE PEACH,2006,6
0.99,949,157,,NC-17,English,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,27.99,VOLCANO TEXAS,2006,6
4.99,950,132,,PG,English,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,12.99,VOLUME HOUSE,2006,7
0.99,951,78,,PG-13,English,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,28.99,VOYAGE LEGALLY,2006,6
2.99,952,152,,PG,English,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,17.99,WAGON JAWS,2006,7
0.99,953,112,,PG-13,English,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,9.99,WAIT CIDER,2006,3
4.99,954,73,,G,English,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,18.99,WAKE JAWS,2006,7
4.99,955,135,,PG,English,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,19.99,WALLS ARTIST,2006,7
4.99,956,107,,PG-13,English,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,23.99,WANDA CHAMBER,2006,7
4.99,957,80,,G,English,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,26.99,WAR NOTTING,2006,7
2.99,958,178,,G,English,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,19.99,WARDROBE PHANTOM,2006,6
2.99,959,83,,G,English,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,10.99,WARLOCK WEREWOLF,2006,6
2.99,960,128,,G,English,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,15.99,WARS PLUTO,2006,5
4.99,961,161,,R,English,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,22.99,WASH HEAVENLY,2006,7
2.99,962,85,,PG,English,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,18.99,WASTELAND DIVINE,2006,7
0.99,963,78,,PG,English,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,12.99,WATCH TRACY,2006,5
4.99,964,61,,G,English,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,17.99,WATERFRONT DELIVERANCE,2006,4
0.99,965,112,,G,English,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,28.99,WATERSHIP FRONTIER,2006,6
0.99,966,70,,PG,English,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,14.99,WEDDING APOLLO,2006,3
2.99,967,134,,R,English,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,26.99,WEEKEND PERSONAL,2006,5
4.99,968,79,,G,English,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,19.99,WEREWOLF LOLA,2006,6
4.99,969,159,,G,English,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,29.99,WEST LION,2006,4
0.99,970,52,,NC-17,English,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,11.99,WESTWARD SEABISCUIT,2006,7
4.99,971,109,,PG-13,English,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,11.99,WHALE BIKINI,2006,4
4.99,972,59,,PG-13,English,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,24.99,WHISPERER GIANT,2006,4
4.99,973,183,,NC-17,English,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,27.99,WIFE TURN,2006,3
0.99,974,181,,R,English,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,24.99,WILD APOLLO,2006,4
2.99,975,137,,R,English,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,22.99,WILLOW TRACY,2006,6
0.99,976,111,,R,English,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,12.99,WIND PHANTOM,2006,6
2.99,977,85,,R,English,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,25.99,WINDOW SIDE,2006,3
0.99,978,98,,R,English,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,12.99,WISDOM WORKER,2006,3
4.99,979,100,,NC-17,English,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,10.99,WITCHES PANIC,2006,6
4.99,980,75,,PG,English,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,12.99,WIZARD COLDBLOODED,2006,4
0.99,981,55,,NC-17,English,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,13.99,WOLVES DESIRE,2006,7
0.99,982,126,,R,English,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,23.99,WOMEN DORADO,2006,4
2.99,983,105,,PG,English,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,18.99,WON DARES,2006,7
2.99,984,126,,NC-17,English,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,20.99,WONDERFUL DROP,2006,3
4.99,985,111,,PG,English,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,19.99,WONDERLAND CHRISTMAS,2006,4
2.99,986,85,,NC-17,English,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,24.99,WONKA SEA,2006,6
2.99,987,116,,PG,English,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,13.99,WORDS HUNTER,2006,3
2.99,988,139,,R,English,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,26.99,WORKER TARZAN,2006,7
4.99,989,74,,R,English,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,22.99,WORKING MICROCOSMOS,2006,4
0.99,990,171,,PG-13,English,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,13.99,WORLD LEATHERNECKS,2006,3
2.99,991,185,,PG,English,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,26.99,WORST BANGER,2006,4
0.99,992,176,,NC-17,English,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,17.99,WRATH MILE,2006,5
2.99,993,178,,PG-13,English,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,10.99,WRONG BEHAVIOR,2006,6
4.99,994,100,,PG-13,English,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,29.99,WYOMING STORM,2006,6
4.99,995,86,,R,English,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,11.99,YENTL IDAHO,2006,5
0.99,996,183,,G,English,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,9.99,YOUNG LANGUAGE,2006,6
0.99,997,179,,NC-17,English,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,14.99,YOUTH KICK,2006,4
0.99,998,105,,NC-17,English,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,10.99,ZHIVAGO CORE,2006,6
2.99,999,101,,R,English,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,28.99,ZOOLANDER FICTION,2006,5
4.99,1000,50,,NC-17,English,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,18.99,ZORRO ARK,2006,3
