voto,costo_sostituzione,titolo,tariffa_noleggio,durata,descrizione,lingua_originale_id,durata_noleggio,film_id,lingua_id,data_rilascio
PG-13,18.99,SEATTLE EXPECATIONS,4.99,110,A Insightful Reflection of a Crocodile And a Sumo Wrestler who must Meet a Technical Writer in The Sahara Desert,,4,775,1,2006
R,10.99,SLING LUKE,0.99,84,A Intrepid Character Study of a Robot And a Monkey who must Reach a Secret Agent in An Abandoned Amusement Park,,5,808,1,2006
PG-13,26.99,BEETHOVEN EXORCIST,0.99,151,A Epic Display of a Pioneer And a Student who must Challenge a Butler in The Gulf of Mexico,,6,64,1,2006
NC-17,28.99,ELEMENT FREDDY,4.99,115,A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat,,6,276,1,2006
PG,25.99,PEAK FOREVER,4.99,80,A Insightful Reflection of a Boat And a Secret Agent who must Vanquish a Astronaut in An Abandoned Mine Shaft,,7,668,1,2006
G,14.99,FIREHOUSE VIETNAM,0.99,103,A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert,,7,318,1,2006
G,29.99,LAWLESS VISION,4.99,181,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,,6,510,1,2006
PG,13.99,TROUBLE DATE,2.99,61,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,,6,914,1,2006
R,27.99,UNITED PILOT,0.99,164,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,,3,925,1,2006
PG,10.99,TOOTSIE PILOT,0.99,157,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,,3,896,1,2006
G,13.99,AUTUMN CROW,4.99,108,A Beautiful Tale of a Dentist And a Mad Cow who must Battle a Moose in The Sahara Desert,,3,46,1,2006
NC-17,11.99,IMPOSSIBLE PREJUDICE,4.99,103,A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China,,7,455,1,2006
PG-13,28.99,TREASURE COMMAND,0.99,102,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,,3,909,1,2006
PG-13,29.99,CLOCKWORK PARADISE,0.99,143,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,,7,157,1,2006
PG,10.99,MILE MULAN,0.99,64,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,,4,577,1,2006
R,23.99,COMANCHEROS ENEMY,0.99,67,A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico,,5,168,1,2006
R,25.99,ROOF CHAMPION,0.99,101,A Lacklusture Reflection of a Car And a Explorer who must Find a Monkey in A Baloon,,7,742,1,2006
PG,20.99,SHAWSHANK BUBBLE,4.99,80,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,,6,785,1,2006
G,17.99,WATERFRONT DELIVERANCE,4.99,61,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,,4,964,1,2006
PG-13,9.99,MATRIX SNOWMAN,4.99,56,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,,6,565,1,2006
PG,12.99,POLISH BROOKLYN,0.99,61,A Boring Character Study of a Database Administrator And a Lumberjack who must Reach a Madman in The Outback,,6,688,1,2006
G,14.99,CAT CONEHEADS,4.99,112,A Fast-Paced Panorama of a Girl And a A Shark who must Confront a Boy in Ancient India,,5,127,1,2006
G,24.99,BRIDE INTRIGUE,0.99,56,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,,7,97,1,2006
G,24.99,GLASS DYING,0.99,103,A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan,,4,360,1,2006
R,26.99,STAMPEDE DISTURBING,0.99,75,A Unbelieveable Tale of a Woman And a Lumberjack who must Fight a Frisbee in A U-Boat,,5,840,1,2006
R,10.99,FINDING ANACONDA,0.99,156,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,,4,315,1,2006
NC-17,23.99,JOON NORTHWEST,0.99,105,A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank,,3,488,1,2006
NC-17,26.99,LANGUAGE COWBOY,0.99,78,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,,5,509,1,2006
PG-13,21.99,FALCON VOLUME,4.99,102,A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans,,5,300,1,2006
PG-13,21.99,SCHOOL JACKET,4.99,151,A Intrepid Yarn of a Monkey And a Boy who must Fight a Composer in A Manhattan Penthouse,,5,769,1,2006
PG-13,24.99,BERETS AGENT,2.99,77,A Taut Saga of a Crocodile And a Boy who must Overcome a Technical Writer in Ancient China,,5,67,1,2006
G,28.99,LUST LOCK,2.99,52,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,,3,542,1,2006
G,20.99,GRAPES FURY,0.99,155,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,,4,376,1,2006
PG-13,21.99,ALABAMA DEVIL,2.99,114,A Thoughtful Panorama of a Database Administrator And a Mad Scientist who must Outgun a Mad Scientist in A Jet Boat,,3,9,1,2006
NC-17,16.99,ENOUGH RAGING,2.99,158,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,,7,286,1,2006
R,12.99,GO PURPLE,0.99,54,A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon,,3,363,1,2006
R,10.99,GIANT TROOPERS,2.99,102,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,,5,356,1,2006
PG-13,25.99,HALF OUTFIELD,2.99,146,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,,6,391,1,2006
G,11.99,FIDELITY DEVIL,4.99,118,A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat,,5,313,1,2006
R,12.99,ROAD ROXANNE,4.99,158,A Boring Character Study of a Waitress And a Astronaut who must Fight a Crocodile in Ancient Japan,,4,734,1,2006
PG,27.99,MANCHURIAN CURTAIN,2.99,177,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,,5,557,1,2006
NC-17,21.99,BULL SHAWSHANK,0.99,125,A Fanciful Drama of a Moose And a Squirrel who must Conquer a Pioneer in The Canadian Rockies,,6,105,1,2006
PG-13,28.99,HOTEL HAPPINESS,4.99,181,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,,6,435,1,2006
PG-13,25.99,KWAI HOMEWARD,0.99,46,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,,5,504,1,2006
NC-17,22.99,MAGUIRE APACHE,2.99,74,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,,6,550,1,2006
R,20.99,BUBBLE GROSSE,4.99,60,A Awe-Inspiring Panorama of a Crocodile And a Moose who must Confront a Girl in A Baloon,,4,102,1,2006
G,10.99,AMISTAD MIDSUMMER,2.99,85,A Emotional Character Study of a Dentist And a Crocodile who must Meet a Sumo Wrestler in California,,6,22,1,2006
G,10.99,WARLOCK WEREWOLF,2.99,83,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,,6,959,1,2006
PG-13,20.99,DARLING BREAKING,4.99,165,A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico,,7,211,1,2006
NC-17,12.99,ANONYMOUS HUMAN,0.99,179,A Amazing Reflection of a Database Administrator And a Astronaut who must Outrace a Database Administrator in A Shark Tank,,7,27,1,2006
PG,13.99,MULHOLLAND BEAST,2.99,157,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,,7,605,1,2006
PG,21.99,ALI FOREVER,4.99,150,A Action-Packed Drama of a Dentist And a Crocodile who must Battle a Feminist in The Canadian Rockies,,4,13,1,2006
PG,17.99,TEQUILA PAST,4.99,53,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,,6,883,1,2006
G,24.99,REBEL AIRPORT,0.99,73,A Intrepid Yarn of a Database Administrator And a Boat who must Outrace a Husband in Ancient India,,7,718,1,2006
R,12.99,DEVIL DESIRE,4.99,87,A Beautiful Reflection of a Monkey And a Dentist who must Face a Database Administrator in Ancient Japan,,6,229,1,2006
PG-13,15.99,SHOCK CABIN,2.99,79,A Fateful Tale of a Mad Cow And a Crocodile who must Meet a Husband in New Orleans,,7,789,1,2006
PG,22.99,GOODFELLAS SALUTE,4.99,56,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,,4,369,1,2006
PG,14.99,LEGALLY SECRETARY,4.99,113,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,,7,515,1,2006
PG-13,29.99,VIRGIN DAISY,4.99,179,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,,6,944,1,2006
PG,17.99,CHILL LUCK,0.99,142,A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies,,6,143,1,2006
NC-17,29.99,ARABIA DOGMA,0.99,62,A Touching Epistle of a Madman And a Mad Cow who must Defeat a Student in Nigeria,,6,34,1,2006
R,27.99,DINOSAUR SECRETARY,2.99,63,A Action-Packed Drama of a Feminist And a Girl who must Reach a Robot in The Canadian Rockies,,7,231,1,2006
G,18.99,CITIZEN SHREK,0.99,165,A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback,,7,153,1,2006
R,29.99,GILMORE BOILED,0.99,163,A Unbelieveable Documentary of a Boat And a Husband who must Succumb a Student in A U-Boat,,5,358,1,2006
G,25.99,CHISUM BEHAVIOR,4.99,124,A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India,,5,145,1,2006
R,16.99,DOUBTFIRE LABYRINTH,4.99,154,A Intrepid Panorama of a Butler And a Composer who must Meet a Mad Cow in The Sahara Desert,,5,246,1,2006
PG,19.99,WALLS ARTIST,4.99,135,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,,7,955,1,2006
G,24.99,SECRETS PARADISE,4.99,109,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,,3,778,1,2006
NC-17,13.99,STATE WASTELAND,2.99,113,A Beautiful Display of a Cat And a Pastry Chef who must Outrace a Mad Cow in A Jet Boat,,4,842,1,2006
NC-17,21.99,SUNDANCE INVASION,0.99,92,A Epic Drama of a Lumberjack And a Explorer who must Confront a Hunter in A Baloon Factory,,5,864,1,2006
R,20.99,MOTHER OLEANDER,0.99,103,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,,3,599,1,2006
G,27.99,COLDBLOODED DARLING,4.99,70,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,,7,165,1,2006
NC-17,14.99,CHAMBER ITALIAN,4.99,117,A Fateful Reflection of a Moose And a Husband who must Overcome a Monkey in Nigeria,,7,133,1,2006
PG-13,25.99,BILKO ANONYMOUS,4.99,100,A Emotional Reflection of a Teacher And a Man who must Meet a Cat in The First Manned Space Station,,3,71,1,2006
PG,11.99,PARTY KNOCK,2.99,107,A Fateful Display of a Technical Writer And a Butler who must Battle a Sumo Wrestler in An Abandoned Mine Shaft,,7,660,1,2006
R,11.99,KILLER INNOCENT,2.99,161,A Fanciful Character Study of a Student And a Explorer who must Succumb a Composer in An Abandoned Mine Shaft,,7,498,1,2006
R,26.99,REUNION WITCHES,0.99,63,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,,3,728,1,2006
NC-17,26.99,REEF SALUTE,0.99,123,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,,5,722,1,2006
G,14.99,DARN FORRESTER,4.99,185,A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat,,7,212,1,2006
PG,11.99,SILVERADO GOLDFINGER,4.99,74,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,,4,798,1,2006
PG-13,13.99,DIVIDE MONSTER,2.99,68,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,,6,235,1,2006
G,13.99,SWEETHEARTS SUSPECTS,0.99,108,A Brilliant Character Study of a Frisbee And a Sumo Wrestler who must Confront a Woman in The Gulf of Mexico,,3,873,1,2006
PG,15.99,UNFORGIVEN ZOOLANDER,0.99,129,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,,7,924,1,2006
NC-17,19.99,COMFORTS RUSH,2.99,76,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,,3,169,1,2006
NC-17,18.99,JUMPING WRATH,0.99,74,A Touching Epistle of a Monkey And a Feminist who must Discover a Boat in Berlin,,4,491,1,2006
NC-17,28.99,LIES TREATMENT,4.99,147,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,,7,521,1,2006
PG-13,26.99,ROBBERS JOON,2.99,102,A Thoughtful Story of a Mad Scientist And a Waitress who must Confront a Forensic Psychologist in Soviet Georgia,,7,735,1,2006
PG,26.99,DANGEROUS UPTOWN,4.99,121,A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California,,7,207,1,2006
NC-17,24.99,DARKNESS WAR,2.99,99,A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert,,6,209,1,2006
G,9.99,YOUNG LANGUAGE,0.99,183,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,,6,996,1,2006
PG-13,17.99,PERFECT GROOVE,2.99,82,A Thrilling Yarn of a Dog And a Dog who must Build a Husband in A Baloon,,7,672,1,2006
PG,18.99,WASTELAND DIVINE,2.99,85,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,,7,962,1,2006
NC-17,28.99,LESSON CLEOPATRA,0.99,167,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,,3,517,1,2006
G,22.99,MALKOVICH PET,2.99,159,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,,6,554,1,2006
PG,17.99,MUSKETEERS WAIT,4.99,73,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,,7,611,1,2006
NC-17,23.99,NEMO CAMPUS,2.99,131,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,,5,620,1,2006
