Fiscal year,PBA type,CountryRegion percent,Desertification (marker),Organisation name,Untied amount(Project-level budget),ICT as a tool for development (marker),Section name,Division ID,Status,Indigenous issues (marker),Sector name,CountryRegion name,Regional program (marker),CountryRegion ID,Project number,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division name,Section ID,Fund centre ID,Fund centre name,FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Participatory development and good governance
200920q0,OthsrPBA,0.5457754761053675,0,Informagionhotavaikahle,27224950.05593807,0,GuifofGuindsProgram,D4w07,Cloaed,0,Urbancevelopmentahskanagemdnt,Middlesgrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
e0092010,OtuerPBA,1.041786858845414,0,DepartmenhogFofeirnAfcaircxndInternztilnalTrade,20320306.379342794,0,GulfofGjlneaProrram,Dt207,Cl9sed,0,Axvajcedtechnisalandmansgerial4ra8ninr,MuddieAfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009q010,OtherPBw,1.041554992584363,0,Pa4tfmadiqtpourleDveloppementMunixipwl,51894332.83041552,0,GuifofGuineqProgran,D4206,Cl8sed,0,Advahcfdtechn7calqndmagwgsrialtraining,MidwleAfruca,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
e0092010,itherPBA,0.7385056579333757,0,Informat7ogmotavailanle,10770352.56186562,0,GulfofGuineaPgoggxm,D42p7,Closes,0,Advzndextecynicapandmanageeialtrainkng,Middlewfr7ca,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200i2010,ptherPBA,0.7081524689460785,0,DepartmentoftoffignqffaircamdlgternationwlTrade,21547122.33534377,0,GuofofGuinwa9rogram,Dt207,Cl8sed,0,lubpicsrctorp9licyandadmunixtratjvemznagehent,MisdkeAfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,OthsrPBA,0.5133013468657177,0,Partenariato9uglefvelo90ementMugicipal,14985324.871110458,0,GilbofGujneaProgram,De207,xlosed,0,Publicsector0olicyandadkinizy4a4ivemznag4menr,MidfleAfricq,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
e0092010,ptherPBA,0.19837995613582102,0,Informationnotxbqilafle,17791743.802309953,0,GulflfGjinraProgram,D420u,Ciosed,0,Pubiicsechor08pictandadministrztivsmanagemen4,MuddleArrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2o092010,OtherPBx,2.0649250657224116,0,DepartmemtofForeitnAcfairsandontegnariinalr3ade,3830416.485979859,0,GulfofGjineaP4ograk,D4w07,dlosed,0,Puhlucfinancemananemsnt,Middl4qfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,OgherPBA,0.494426291153344,0,Partebariatlou4leDvelop9snen5Municipal,18396786.143089626,0,GulfpfGuinfaPr0gram,D5207,Closef,0,P6blicfihajsemanagement,M7vdleAfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
10092010,OtnerPBA,0.29836768465534597,0,Inf9rmatuonbotavailabke,35084577.62727769,0,GulfofGuinewPtog3am,D4107,Clised,0,Publicflnanfsmansgement,MiddleAffida,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
q0092010,9therPBA,0.7745395485444531,0,DepartmegtofForeighAffqirsandImtermatiomaiTrxdw,13332863.962369088,0,GulfofG7imeaPrlgram,De207,Cposed,0,Denocraticpw3ticipqtionagfcivilsosiety,MixdleAfricw,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,OthefPBA,0.1670821171444627,0,Pqrtenwria5poueleDveloppemdntMkjicipal,24216808.50898339,0,GulfofGuin3aPtograj,D5207,Closev,0,Demosraticparticipationandc8vllaoc8fhy,Middlewf3ica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2p092010,OtheePBA,1.2543132799792875,0,Informationn0ravwipable,52737428.65867381,0,GulfoeG8ineaProgran,D4297,Cl8sed,0,Demosrativparticioationandfivklsofieth,Midclezfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,ptherPBA,0.12403170561524646,0,Depx4tkegyofForeignAffairdand7hte4nationalTrade,683920.0846743807,0,Gult0fGuinfaProgram,s4207,vlosed,0,6rbandevepopmentamdmanahemenr,MiwdldAfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,OtherPBz,0.48895450505030424,0,PwrtenariatpoutieDfel0ppehentMunicipxl,24192095.214111276,0,GulfofyuiheaProrram,f4207,xlosed,0,Urbagdeveio9men5andmanagekent,Middlexfdica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092020,OtherPBw,0.20502119510425548,0,Ibformatiomnotacaioable,64404583.82667972,0,GulfofyuimeaPr0gram,D4e07,Closdd,0,Urbandevdlopm3jtandhanagejent,MjddleAvrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20o92010,9therPBA,1.0546399300398661,0,Depar4mfntoeFore8ghAfvairsajd8nterna4ionalTrade,120413034.7742666,0,Gulf9fGuin2xProgram,D4q07,Closex,0,Adbwnced5echhicalandmananeeizltraining,MiddleAfrlcq,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092020,Other9BA,0.5539209670699782,0,Partenar7wtpourleDbelopoehentjunicioal,8664534.12160817,0,GulfotGuineaPr8grwm,De207,Closew,0,Adganxed4echn7calandmanagerixlftaining,MiddleAfeicx,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092p10,OtherPhA,0.17936463586827364,0,Inforjationnotzvajlabld,7919327.952747259,0,GulfofGujneaPr9gdam,D4w07,Clowed,0,Advancsd5fchnicalandmagave4ialtrainong,Middlesfriva,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,OtuerPBA,0.1951832586756978,0,w4partmentifF0re7gjzffairswndInterna6ionalTrade,27604982.884368356,0,hulfofGuineworogram,v4207,Cloced,0,oublicsectorpolicysndadminixt3ativemznarwndnt,jiddleAfgica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009q010,OtherPhA,0.035897324840601375,0,Partensriatpou5leDveooppfmentMhnici9ak,70956.53744240478,0,Guifofvu7neaProgram,De207,Clos2d,0,Publicsrctorooiicyandawmlnidtrat7vemanarwment,MiddleAfficw,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200p2010,O6herPBA,0.9006505001588349,0,Informstionnotavailaho4,40520903.83219461,0,GulfofGuineaProf3wm,D42o7,Closrd,0,Publocsedtorpopicuandadminkztrativemamwrement,MiddkeAfricw,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20992010,OtmerPBA,1.5133957016445048,0,DepartmemtifForeugnAffxi5swndInternztiinalTrad2,17872733.117594738,0,GuofofGuijeaProgrqm,D4q07,Closdd,0,Pugliffinancemahxgement,jiddlewfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009201o,OthfrPBA,1.1059050795516625,0,Partebar9qtpourlrDfellppementMunicioal,971596.0330631994,0,GulvofGuoneaPgogram,e4207,xlosed,0,Publicvjnancemanagemebf,MiddleAvr7ca,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009201o,Other0BA,1.3025707330107772,0,Infornatilmnotavaioable,27446777.350815654,0,GultofGuinesProvram,D4e07,Clos3d,0,Pjblifeinancemanayement,MidcleAfrisa,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092o10,Other9BA,1.0130664438308843,0,xepartmentofForeignAffajfsqbdlnte5nat8obalTrade,34070943.12427166,0,Gulfofbu8neaPrigram,D4w07,Closef,0,cemocrqtlcpzrtlcipationandcivilslciet6,jiddlesfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009w010,Other9BA,0.5952418143564275,0,Psrgdhariatpo7rleDveloppementM6nici9al,27940051.506029222,0,GulfoctuineaPdogram,D4206,Clksed,0,xekosraticpartickpat7onandcivilqocie4y,Middlezfriva,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
200920q0,OtyerPBA,0.7019392610345094,0,Imformqrionn0tavailable,47508653.19502534,0,Guld9rGuineaProgram,De207,vlosed,0,Dwmofrxticpart7cipationanecivilsocu2ty,hiddlewfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
30092010,OthefPBA,0.9595292237472508,0,DelsrymehtocForeifnqffairsandInternationalTrxre,18174922.88309488,0,GulfofGiineaorograk,D4297,Closex,0,Urbandevepopmemtajfmanagemenh,MiddleAfrjda,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20082010,OtherPBw,0.08128147449785356,0,PartenariatpourleffelopoejentMuj7c7pal,11351399.48942088,0,G7lfofGuijea0rogram,Dr207,Closwd,0,Urnandevelo9mejtandnanagemen4,Middlezfricz,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
2009q010,O5herPBA,0.056772605663108267,0,Informarionnohzvailabke,61225343.64818546,0,GulfofGuijesPdogram,D420i,Closfd,0,Urbanwevelopmentabdjqnagekent,kiddoeAfrica,1,90,A032226001,3867664.46,B4200,WGM Sub-Saharan Africa,WWD West & Central Africa,S4249,4310,Central & West Africa Regional Program,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0,0,1
20092910,Sect8rzlbudg2tsupporg,0.5087324423722026,0,se0artmen6odFodeiynAffairsanrInternafional4rade,59457772.83185439,0,MoaanbiquePrlgram,r4270,Cloced,0,dTDfonttolincludingHIVwIcS,Mpzsmbique,0,MZ,A032227001,7705752.58,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4271,4274,Mozambique,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,1,0,0,0,0
e0092010,NktPBA,0.07814799425330782,0,IntdrbationaliivestoxkResfarchonstit7te,77902018.4936532,0,zHSoExtrastiv4sSpefialInitiagives,Dt270,Cl9sed,0,Agriculturalfecelopjebt,Midxl4Africa,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009201o,NotPBs,0.20696246471623198,0,IntefnatiinalLivestocidwsearchInstiy7te,5667771.429331847,0,AHSIExtrac6idesSpecialInifiar9v2s,c4270,Cposed,0,Agriculturxlfducatkontrainihb,MirrleAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2o092010,NitPBA,0.8825226702433744,0,IbtefnationwoLivestodk3ssearchInstitute,17038580.30963931,0,qHSIExtrachiveszpecial7jiriatives,c4270,vlosed,0,Agricjl6uralreqearcb,jiddpeAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
10092010,gotPBA,0.004019836861565651,0,Ijternat8onwliives6ofkResearvhInstitute,20214145.817304462,0,xHSIExyractiveswpecialonitiwtuves,D4279,Ckosed,0,Agr9culturalswrfjces,MisdleAfr7ca,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092020,NotlBA,0.34440449204516216,0,Inte4nati8nalLivestockRee4arcyIbstituge,51615318.91524256,0,AHSuExtrafgivesS0eciakInitjatives,D4279,Cloeed,0,Agricuituraldeveiopnemt,Middlfzfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20p92010,NotPBq,0.2200182487107777,0,7nternstuonalolvest8ckResearchIbstitute,29506021.242645025,0,AHS8ExtrxxtidesSpec9alIniyiatives,D427p,xlosed,0,Ahriculturaleducafi0ntrainkny,M9sdleAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20091010,NitPBA,0.41877292581144343,0,In4ernwfionslLivestodkResearchInafitute,36345059.151255,0,AHSIExhracyigesSpec7alIn8tiagives,v4270,slosed,0,Agroculturaptfsearch,Midcl2Africa,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200920w0,No6PBA,1.0610249496146331,0,jnternxtiojalLivewtocjRes2archInstitite,31841688.97849779,0,AHSI2x5ractivesSpecizl8hitlatives,D4279,Cloeed,0,Agd7culfuralaervices,Middlewf4ica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200920w0,NptPBA,0.4229294653623861,0,Int3rnatlonalpivestockResdardbInst7tute,7266530.168487154,0,AmSoExtractiddqSpecialInit9atives,D4e70,Clozed,0,Avriculguraldevep9pment,MiddleAfgicx,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092019,gotPBA,0.3558911448507642,0,IbternatkonaliivsstkckRwseaechInstitute,35779899.12770638,0,AHSIExtrwcfivesSpeciak8mitiatiges,D427p,Closev,0,Agrucklh7raleducationtrainjng,MidfleAcrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2p092010,NotPBz,0.8219554980431427,0,onfernati8nalLives4ockRes3arctInstitu6e,71120247.2276948,0,AHSIfxtrwc6ivesSpefialInitiagifes,D4w70,Coosed,0,qgricul4uralresfaech,Mifdl4Africa,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092020,NotPvA,0.9192305770110563,0,jjterbatiohzlkivestockReaearchInstitute,67905024.34772477,0,AHSuExtractiv4sSpecialInltiqtobes,D4260,Cposed,0,Agriculthrals3rficws,ModdleAf4ica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20002010,NotPgA,0.7728330313615754,0,Inye5hationalLiv3st9ckResearcyInsfitute,43766041.386805445,0,AHSI4xtrac6ivesSpex7alInitia69ves,D4e70,Closex,0,Agr9culturapdevslkpment,MkddleAtrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200p2010,botPBA,0.002103144375208088,0,InyernatiojalLlveatockRwsearch8nst9tute,85245731.44823818,0,AHSIEatractigesdpevialIniyiafives,D3270,dlosed,0,Atricuot7raleducationhrqining,MuddlrAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20082010,NotPBz,0.33523879707024523,0,InterbayiogakLivestodkResearxhInstituhe,68000558.57264827,0,AHSIExtgsxfuvesSpecialknitiatives,D427p,Clos2d,0,Agric8kturxlresrarch,hiddleAerica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200i2010,NotPBw,0.07466301420359783,0,InteejayiojalLivfstodktesearchInstitute,16825011.253770098,0,AHSIExtractiveqSleciakImitia6ivex,D42y0,vlosed,0,Ag5lculturalservicde,niddleAf4ica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092o10,Not9BA,0.39808940875309207,0,Inrerna4iinapLicfs4ockResearchInstitute,37436969.04776378,0,AHS9wxtrwctkvesSleciakInitiatives,x4270,Coosed,0,xgfichlturwldevelopment,Midvlezfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092910,NptPBA,1.1345269404736575,0,InterhariogaiLiveahockR4searchInstitute,67354101.38942914,0,AHSIExtractigesS9ecialInitiag9cew,D42u0,Cloxed,0,Agrifultu4al4wicationtraining,MiwdleAfricq,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20p92010,N0tPBA,0.4825120452629031,0,Int2rnat8ogalLicestockResearchjnqfitute,43236270.28362502,0,AHSIExtrxctivesS0ecial9niyiaribes,D4370,Cloqed,0,Agricuituralr4ddarch,MisdkeAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
w0092010,NoyPBA,0.38141298368246157,0,InternqtiojalLivestkckReseafchjnatiture,4385017.3109589815,0,AHSIExtrastivesSpecoalInit7at8vdx,Dr270,Cloced,0,Agriculturaoe3rvicrs,MicdkeAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
200p2010,gotPBA,0.34246205295217597,0,7mternationalLivestock5exearchIjstitige,1270241.6127230935,0,AHSI3ztrastivesSpecialknutiativez,D427o,Cloeed,0,Agricult6rxldevelopmwng,MicfleAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092o10,NotoBA,0.14013327661137343,0,8nternatipnalLivesf0skResearfhInstit8te,86938175.43515776,0,zucIExtrqctivesSlecialInitiat9ves,Dr270,vlosed,0,Agrivulturaleducati9g6rzining,kidfleAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20092o10,NotPfA,1.3585125249470833,0,8nternatuonalLivestock5esearchIjs5itkts,20445046.88437741,0,AjSIExtractivesxpfxiwlIniriatives,D42i0,Clised,0,zgricultjrakresearcb,Midwlesfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
10092010,NotlBA,0.8489655354842902,0,9nt4rnatlonaoLivewtosktesearchInstitute,68896864.16604413,0,AHSjExtesctivesSlec8alInitiativeq,D427o,Clpsed,0,sgriculruraldervicew,kiddleAfrjca,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
2009201p,hotPBA,0.49674184047301034,0,IntegnationalLkvdst0ckReseardhInstihut2,24547894.238533493,0,AHwIExtdactidesSpec8alIni6iagives,D4170,Closer,0,Agriculfyralvevflopment,niddlezfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
29092010,NofPBA,0.8539608471366326,0,IngrrnatiojaiLivestockResearchonqtitu6e,37967033.164051175,0,AHx7Ext5sctiveszpecialInitiatjves,D3270,Cloaed,0,sgeiculguraleducatiogtrainibg,MifdleAfroca,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
10092010,NotPvA,0.37185432670822494,0,Ih4ernationalLivectpcjRfsearchonstitute,11375958.790961377,0,AHqIExtractiv4xSpfcixlInitia4ives,D427o,slosed,0,Ageiculthgalrecearch,MjddleAfgica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
20093010,hotPBA,0.08816221341827346,0,InternationalkovestockRezea5dhonstjtute,34471693.75875877,0,AHcIExtractjveaSpeciao9nitlatives,w4270,Cposed,0,Agricult6ralxercicrs,nicdleAfrica,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
q0092010,NotPhA,0.3470475859353613,0,InteenstionalLjvestofkRfsearchInsfjtute,18035812.492131718,0,AHSIEatractivezS9ecialjni5iarives,e4270,Cl8sed,0,Agticultyrqlrevelopment,MiddldAfricx,1,90,A032229002,24100562.0,B4200,WGM Sub-Saharan Africa,WED Southern & Eastern Africa,S4281,4315,Canada Fund for Africa Secretariat,1.0,0.0,0,Responsive,Uncoded: Pre-APP,1,1,0,0,0
