assays_assay_id,assays_assay_organism,assays_tid,assays_tissue_id,assays_assay_category,assays_src_id,assays_assay_test_type,assays_src_assay_id,assays_curated_by,assays_doc_id,assays_description,assays_assay_subcellular_fraction,assays_relationship_type,assays_assay_cell_type,assays_assay_type,assays_assay_strain,assays_chembl_id,assays_cell_id,assays_bao_format,assays_variant_id
10388,Rattus norvegicus,50597,,,1,,,Intermediate,7449,Percent total excretion of acetaminophen glucuronide,,N,,F,,CHEMBL626911,,BAO_0000218,
10389,Rattus norvegicus,50597,,,1,,,Intermediate,7449,Percent total excretion of acetaminophen sulfate,,N,,F,,CHEMBL626912,,BAO_0000218,
10390,Rattus norvegicus,50597,,,1,,,Intermediate,7449,Percent total excretion of acetaminophen-mercapturic acid,,N,,F,,CHEMBL627065,,BAO_0000218,
10391,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,3172,Amount of urine output was measured in rat at a dose of 10 mg/kg administered orally,,N,,A,,CHEMBL627066,,BAO_0000218,
10392,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,16456,Volume of distribution in Male Sprague-Dawley rats after intravenous administration at a dose of 10 mg/kg,,N,,A,,CHEMBL627067,,BAO_0000218,
10393,ratrat,22224,2385.0,,1,In vivo,,Autocuration,10839,Biodistribution of compound in rat muscle after 5 min of administration,,U,,A,,CHEMBL627068,,BAO_0000218,
10394,ratrat,22224,2385.0,,1,In vivo,,Autocuration,10839,Biodistribution of compound in rat muscle after 5 min of administration.,,U,,A,,CHEMBL627069,,BAO_0000218,
10395,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Plasma clearance was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL627070,,BAO_0000218,
10396,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Plasma clearance was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL627071,,BAO_0000218,
10397,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Bioavailability was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL627072,,BAO_0000218,
10398,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Bioavailability was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL627073,,BAO_0000218,
10399,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Volume of distribution was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL625387,,BAO_0000218,
10400,Ovis aries,22224,,,1,In vivo,,Autocuration,5334,Volume of distribution was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL625388,,BAO_0000218,
10401,Ovis aries,22224,1969.0,,1,In vivo,,Autocuration,5334,Plasma half-life period (0-8 h) was reported after intravenous administration at a dose of 1 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL625389,,BAO_0000218,
10402,Ovis aries,22224,1969.0,,1,In vivo,,Autocuration,5334,Plasma half-life period (0-8 h) was reported after oral administration at a dose of 2 mg/kg in Abraham sheep (female),,U,,A,,CHEMBL875343,,BAO_0000218,
10403,Serpentes,50497,,,1,,,Intermediate,1735,Biological half life period of compound was measured against snake venom phosphodiesterase (SVPDE),,N,,A,,CHEMBL876795,,BAO_0000218,
10404,Serpentes,50497,,,1,,,Intermediate,1469,Half life (t) of enzymatic phosphodiester hydrolysis of compound towards snake venom (SV-PDE) at a concentration of 4 microg,,N,,A,,CHEMBL626552,,BAO_0000218,
10405,Serpentes,50497,,,1,,,Intermediate,1336,Enzymatic stability was assessed with snake venom phosphodiesterase (SV PDE) exonuclase,,N,,A,,CHEMBL626553,,BAO_0000218,
10406,Homo sapiens,22224,1969.0,,1,,,Autocuration,12403,The human biological plasma half life of the compound,,U,,A,,CHEMBL626554,,BAO_0000366,
10407,Rattus norvegicus,50597,1088.0,,1,,,Intermediate,8151,Antidiuretic activity was determined expressed as volume of urine excreted in mL was reported at a dose of 100 mg/Kg,,N,,A,,CHEMBL626555,,BAO_0000218,
10408,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 120 min after iv administration compound,,N,,A,,CHEMBL626556,,BAO_0000218,
10409,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 15 after iv administration of compound,,N,,A,,CHEMBL626557,,BAO_0000218,
10410,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 240 min after iv administration compound,,N,,A,,CHEMBL626558,,BAO_0000218,
10411,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 30 min after iv administration of compound,,N,,A,,CHEMBL626559,,BAO_0000218,
10412,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 5 min after iv administration of compound,,N,,A,,CHEMBL626560,,BAO_0000218,
10413,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Adrenal of female Sprague-Dawley Rat 60 min after iv administration of compound,,N,,A,,CHEMBL876803,,BAO_0000218,
10414,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 120 min after iv administration compound,,N,,A,,CHEMBL627964,,BAO_0000218,
10415,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 15 min after iv administration of compound,,N,,A,,CHEMBL627965,,BAO_0000218,
10416,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 240 min after iv administration compound,,N,,A,,CHEMBL627966,,BAO_0000218,
10417,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 30 min after iv administration of compound,,N,,A,,CHEMBL627967,,BAO_0000218,
10418,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 5 min after iv administration of compound,,N,,A,,CHEMBL627968,,BAO_0000218,
10419,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Heart of female Sprague-Dawley Rat 60 min after iv administration of compound,,N,,A,,CHEMBL627969,,BAO_0000218,
10420,Rattus norvegicus,50597,,,1,,,Intermediate,8004,Distribution of Se-75 activity in Liver of female Sprague-Dawley Rat 5 min after iv administration of compound,,N,,A,,CHEMBL627970,,BAO_0000218,
10421,Rattus norvegicus,50597,178.0,,1,,,Intermediate,8004,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 120 min after iv administration of compound,,N,,A,,CHEMBL627971,,BAO_0000218,
10422,Rattus norvegicus,50597,178.0,,1,,,Intermediate,8004,Distribution of Se-75 activity in blood of female Sprague-Dawley Rat 240 min after iv administration of compound,,N,,A,,CHEMBL627972,,BAO_0000218,
10423,Homo sapiens,180,,,1,,,Expert,15917,Dissociation constant against binding to human cyclophilin A,,D,,B,,CHEMBL856029,,BAO_0000357,
10424,Bos taurus,11591,,,1,,,Expert,12396,Michaelis-Menten constant for inhibitory activity against bovine liver glyoxalase II,,H,,B,,CHEMBL627973,,BAO_0000019,
10425,,22224,,,1,,,Autocuration,7065,-Log C was determined by performing the electroshock minimum test,,U,,A,,CHEMBL627974,,BAO_0000019,
10426,,22224,,,1,,,Autocuration,7065,-Log C was determined by performing the foot shock test,,U,,A,,CHEMBL627975,,BAO_0000019,
10427,,22224,,,1,,,Autocuration,7065,-Log C was determined by performing the incl screen test,,U,,A,,CHEMBL627976,,BAO_0000019,
10428,,22224,,,1,,,Autocuration,7065,-Log C was determined by performing the maximum electroshock test,,U,,A,,CHEMBL627977,,BAO_0000019,
10429,,22224,,,1,,,Autocuration,7065,-Log C was determined by performing the pentylenetetrazole test,,U,,A,,CHEMBL627978,,BAO_0000019,
10430,,22224,,,1,,,Autocuration,12415,Tested for experimental arotinoid inhibitory dose,,U,,A,,CHEMBL627979,,BAO_0000019,
10431,,22224,,,1,,,Autocuration,10256,Negative log transformed activity,,U,,A,,CHEMBL876804,,BAO_0000019,
10432,,22224,,,1,,,Autocuration,7991,"Negative log of Langmuir's alpha constant (-log alpha), which is inversely proportional to the effective binding constant (protein binding)",,U,,A,,CHEMBL627980,,BAO_0000019,
10433,Cavia porcellus,50512,,,1,,,Intermediate,14342,Dissociation constant was evaluated on guinea pig bladder at M3 muscarinic receptor,,N,,A,,CHEMBL627981,,BAO_0000218,
10434,Cavia porcellus,50512,,,1,,,Intermediate,14342,Dissociation constant was evaluated on guinea pig heart (force) at M2 muscarinic receptor,,N,,A,,CHEMBL627982,,BAO_0000218,
10435,Cavia porcellus,50512,,,1,,,Intermediate,14342,Dissociation constant was evaluated on guinea pig heart (rate) at M2 muscarinic receptor,,N,,A,,CHEMBL627983,,BAO_0000218,
10436,Cavia porcellus,50512,2116.0,,1,,,Intermediate,14342,Dissociation constant was evaluated on guinea pig ileum at M3 muscarinic receptor,,N,,A,,CHEMBL627984,,BAO_0000218,
10437,,22229,,,1,,,Autocuration,6047,Solubility in water was determined; values expressed as -log,,U,,P,,CHEMBL627985,,BAO_0000100,
10438,,22224,,,1,,,Autocuration,17269,Ratio of Kcat to that of Km was determined,,U,,A,,CHEMBL627986,,BAO_0000019,
10439,,22224,,,1,,,Autocuration,10026,Observed first order rate constant,,U,,A,,CHEMBL627987,,BAO_0000019,
10440,,22224,,,1,,,Autocuration,14583,Fraction of 88Y (%) released from chelate after incubation in serum for 15 hours,,U,,A,,CHEMBL627988,,BAO_0000019,
10441,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2661,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to female wistar rats,,N,,A,,CHEMBL627989,,BAO_0000218,
10442,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2661,Compound was evaluated for bioavailability after treatment with oral dose of 2 mgkg to male wistar rats,,N,,A,,CHEMBL627990,,BAO_0000218,
10443,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4029,Oral Bioavailability after administration of 10 mg/kg in male rat,,N,,A,,CHEMBL876805,,BAO_0000218,
10444,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17735,Oral bioavailability in rat (dose 10 mg/kg i.v. and 50 mg/kg p.o.),,N,,A,,CHEMBL627991,,BAO_0000218,
10445,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4576,Oral bioavailability in rat,,N,,A,,CHEMBL627992,,BAO_0000218,
10446,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17582,Oral bioavailability after oral (po) administration at a dose of 10 mg/kg was measured in rats,,N,,A,,CHEMBL627993,,BAO_0000218,
10447,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17651,Oral bioavailability at 1 mg/kg was determined in rat,,N,,A,,CHEMBL622817,,BAO_0000218,
10448,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17651,Oral bioavailability at 10 mg/kg was determined in rat,,N,,A,,CHEMBL622818,,BAO_0000218,
10449,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17670,"Oral bioavailability in fischer rats at 30 mg/kg dose, administered perorally",,N,,A,,CHEMBL622819,,BAO_0000218,
10450,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5045,Oral bioavailability in rat,,N,,A,,CHEMBL872267,,BAO_0000218,
10451,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1696,Oral bioavailability in rat,,N,,A,,CHEMBL622820,,BAO_0000218,
10452,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17764,Oral bioavailability after intravenous administration in rats at 24 uM/kg,,N,,A,,CHEMBL622821,,BAO_0000218,
10453,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6448,Oral bioavailability in rat,,N,,A,,CHEMBL622822,,BAO_0000218,
10454,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6596,Oral bioavailability in rat,,N,,A,,CHEMBL622823,,BAO_0000218,
10455,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17547,Oral bioavailability in rat,,N,,A,,CHEMBL622824,,BAO_0000218,
10456,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17771,Oral bioavailability in rat at a dose of 3 mg/kg,,N,,A,,CHEMBL622825,,BAO_0000218,
10457,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6495,Oral bioavailability in rat after oral administration at 10 mg/kg,,N,,A,,CHEMBL622901,,BAO_0000218,
10458,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4558,Oral bioavailability in rat,,N,,A,,CHEMBL622902,,BAO_0000218,
10459,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17596,Oral bioavailability in rat,,N,,A,,CHEMBL621844,,BAO_0000218,
10460,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6827,Oral bioavailability in Dawley rats,,N,,A,,CHEMBL621845,,BAO_0000218,
10461,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4026,Oral bioavailability,,N,,A,,CHEMBL621846,,BAO_0000218,
10462,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,10,Oral bioavailability in rat (dose 30 mg/kg),,N,,A,,CHEMBL621847,,BAO_0000218,
10463,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17717,Bioavailability in rat at a concentration of 15 mg/kg perorally in rat along with 100 mg/kg 11,,N,,A,,CHEMBL877609,,BAO_0000218,
10464,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17717,Bioavailability in rat (dose 3 mg/kg i.v.),,N,,A,,CHEMBL621848,,BAO_0000218,
10465,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17717,Bioavailability in rat at a concentration of 60 mg/kg perorally in rat along with 100 mg/kg 11,,N,,A,,CHEMBL621849,,BAO_0000218,
10466,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17717,Oral bioavailability in rat (dose 60 mg/kg p.o.),,N,,A,,CHEMBL622030,,BAO_0000218,
10467,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4796,Percent oral bioavailability determined in rats,,N,,A,,CHEMBL622031,,BAO_0000218,
10468,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4883,Tested for percent bioavailability after oral administration to Sprague-Dawley rat at dosage of 0.2 mg/kg,,N,,A,,CHEMBL622032,,BAO_0000218,
10469,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2137,The compound was evaluated for bioavailability in rats; 32-51,,N,,A,,CHEMBL622033,,BAO_0000218,
10470,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,2959,Bioavailability in rat (dose 20 mg/kg p.o.),,N,,A,,CHEMBL622034,,BAO_0000218,
10471,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,1361,Oral bioavailability in rat,,N,,A,,CHEMBL622035,,BAO_0000218,
10472,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,4727,Bioavailability percent in rat at the dose of 2 mg/kg,,N,,A,,CHEMBL882966,,BAO_0000218,
10473,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,16423,Bioavailability was evaluated after 20 uM/kg of peroral administration,,N,,A,,CHEMBL622036,,BAO_0000218,
10474,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5206,Oral bioavailability in rat,,N,,A,,CHEMBL622037,,BAO_0000218,
10475,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,6448,Oral bioavailability in rat,,N,,A,,CHEMBL622038,,BAO_0000218,
10476,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17723,Bioavailability in rats,,N,,A,,CHEMBL622039,,BAO_0000218,
10477,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat blood after 24 hr postinjection activity expressed as %ID/Organ,,N,,A,,CHEMBL622040,,BAO_0000218,
10478,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat blood after 24 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622041,,BAO_0000218,
10479,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat blood after 2 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622042,,BAO_0000218,
10480,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat blood after 30 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622043,,BAO_0000218,
10481,Rattus norvegicus,50597,178.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat blood after 5 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622044,,BAO_0000218,
10482,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat bone after 24 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622045,,BAO_0000218,
10483,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat bone after 2 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622046,,BAO_0000218,
10484,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat bone after 30 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622047,,BAO_0000218,
10485,Rattus norvegicus,50597,10000001.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat bone after 5 min activity expressed as %ID/Organ,,N,,A,,CHEMBL877610,,BAO_0000218,
10486,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat brain after 24 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622048,,BAO_0000218,
10487,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat brain after 2 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622049,,BAO_0000218,
10488,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat brain after 30 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622050,,BAO_0000218,
10489,Rattus norvegicus,50597,955.0,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat brain after 5 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622051,,BAO_0000218,
10490,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat fat after 24 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622052,,BAO_0000218,
10491,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat fat after 2 hr activity expressed as %ID/Organ,,N,,A,,CHEMBL622053,,BAO_0000218,
10492,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat fat after 30 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622054,,BAO_0000218,
10493,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,17738,Biodistribution of radiolabeled compound in rat fat after 5 min activity expressed as %ID/Organ,,N,,A,,CHEMBL622055,,BAO_0000218,
10494,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5237,Oral bioavailability in rats was determined; High,,N,,A,,CHEMBL622056,,BAO_0000218,
10495,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5503,Oral bioavailability in the rat was determined,,N,,A,,CHEMBL622057,,BAO_0000218,
10496,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,15765,Oral bioavailability measured by the ratio of intravenous to oral area under concentration.,,N,,A,,CHEMBL628008,,BAO_0000218,
10497,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,15660,Oral bioavailability in rat (dose 10 mg/kg p.o. and 3 mg/kg i.v.),,N,,A,,CHEMBL622058,,BAO_0000218,
10498,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5978,Oral bioavailability of compound (19.2 mg/kg) after po administration was determined in Sprague-Dawley rat,,N,,A,,CHEMBL622059,,BAO_0000218,
10499,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5978,Oral bioavailability of compound (19.76 mg/kg) after po administration was determined in Sprague-Dawley rat,,N,,A,,CHEMBL622060,,BAO_0000218,
10500,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5978,Oral bioavailability of compound (20.73 mg/kg) after po administration was determined in Sprague-Dawley rat,,N,,A,,CHEMBL622061,,BAO_0000218,
10501,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5978,Oral bioavailability of compound (25 mg/kg) after po administration was determined in Sprague-Dawley rat,,N,,A,,CHEMBL622062,,BAO_0000218,
10502,Rattus norvegicus,50597,,,1,In vivo,,Intermediate,5656,Oral bioavailability of compound at a dose of 20 mg/kg was determined after oral administration in rat,,N,,A,,CHEMBL622063,,BAO_0000218,
