Fiscal year,Maximum CIDA contribution (project-level),Disability issues (marker),CountryRegion ID,Youth issues (marker),Gender equality (marker),Trade development (marker),Bilateral aid (international marker),FSTC percent,Status,Enviromental sustainability (marker),Organisation type,Sector ID,Knowledge for development (marker),Biodiversity (marker),Project number,Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Fund centre name,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),PBA type,Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15130,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15150,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,15151,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,24010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,31210,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,33110,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,3225000.0,0,40,0,2,0,1,1.0,Operational,1,Canadian Profit Making,41010,0,0,A031644001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,3225000.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,1
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Non-Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Non-Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,40,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Non-Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,41010,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Non-Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,2000000.0,0,50,0,2,0,1,0.5,Operational,1,Canadian Profit Making,99810,0,0,A031650001,B4400,NGM Americas,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,Caribbean Region,0.0,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,11130,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,11130,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,11220,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,11220,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,13020,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,13020,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,13030,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,13030,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,13040,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,13040,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,14031,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,14031,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,14032,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Uncoded,14032,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
2009/2010,437990.21,0,MW,0,2,0,1,1.0,Terminating,0,Canadian Non-Profit Making,15150,0,0,A031651001,B4200,WGM Sub-Saharan Africa,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4280,Malawi,437990.21,0.0,0,Directive,Uncoded: Pre-APP,Not PBA,0,0
