assay_id,assay_organism,assay_category,tissue_id,assay_tax_id,assay_test_type,assay_strain,src_id,src_assay_id,doc_id,relationship_type,tid,assay_cell_type,confidence_score,assay_tissue,assay_type,description,assay_subcellular_fraction,curated_by
1290,Rattus norvegicus,,,10116.0,,,1,,14331,D,10576,,9,,B,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,Membranes,Expert
1291,,,10000000.0,,,,1,,15260,H,10576,,8,Hippocampus,B,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,,Expert
1292,,,10000000.0,,,,1,,15260,H,10576,,8,Hippocampus,B,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,,Autocuration
1293,,,10000000.0,,,,1,,15260,H,10576,,8,Hippocampus,B,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,,Autocuration
1294,Rattus norvegicus,,,10116.0,,,1,,16616,D,10576,,9,,F,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",,Expert
1295,,,,,,,1,,15629,H,10576,,8,,B,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,,Autocuration
1296,,,,,,,1,,15086,H,10576,,8,,B,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,,Autocuration
1297,,,,,,,1,,5717,H,10576,,8,,F,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,,Expert
1298,,,,,,,1,,12652,H,10576,,8,,B,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,,Autocuration
1299,,,10000000.0,,,,1,,14608,H,10576,,8,Hippocampus,B,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,,Autocuration
1300,,,10000000.0,,,,1,,12306,H,10576,,8,Hippocampus,B,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,Autocuration
1301,,,10000000.0,,,,1,,12306,H,10576,,8,Hippocampus,B,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,,Autocuration
1302,Rattus norvegicus,,,10116.0,,,1,,15247,D,10576,,9,,B,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,,Expert
1303,,,10000000.0,,,,1,,17529,H,10576,,8,Hippocampus,B,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,,Expert
1304,,,10000000.0,,,,1,,14826,H,10576,,8,Hippocampus,B,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,Autocuration
1305,,,10000000.0,,,,1,,14826,H,10576,,8,Hippocampus,B,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,,Autocuration
1306,,,10000000.0,,,,1,,13241,H,10576,,8,Hippocampus,B,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,,Autocuration
1307,,,10000000.0,,,,1,,14093,H,10576,,8,Hippocampus,B,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,,Autocuration
1308,,,10000000.0,,,,1,,14093,H,10576,,8,Hippocampus,B,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,,Autocuration
1309,,,955.0,,,,1,,14442,H,10576,,8,Brain,B,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,,Autocuration
1310,,,,,,,1,,9919,H,10576,,8,,B,Affinity for 5-hydroxytryptamine 1A receptor site,,Autocuration
1311,,,,,,,1,,9919,H,10576,,8,,B,Affinity for 5-hydroxytryptamine 1A receptor site,,Autocuration
1312,,,10000000.0,,,,1,,11440,H,10576,,8,Hippocampus,B,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,,Autocuration
1313,,,,,,,1,,11257,H,10576,,8,,B,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,,Autocuration
1314,,,,,,,1,,10330,H,10576,,8,,B,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,,Expert
1315,Rattus norvegicus,,10000000.0,10116.0,,,1,,17331,D,10576,,9,Hippocampus,B,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,,Expert
1316,,,,,,,1,,16567,H,10576,,8,,B,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,,Expert
1317,Rattus norvegicus,,,10116.0,,,1,,12058,D,10576,,9,,B,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",,Expert
1318,,,10000000.0,,,,1,,9699,H,10576,,8,Hippocampus,B,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,,Autocuration
1319,,,,,,,1,,9547,H,10576,,8,,B,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,,Autocuration
1320,,,,,,,1,,10330,H,10576,,8,,B,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,,Autocuration
1321,,,,,,,1,,14331,H,10576,,8,,B,Binding affinity against rat 5-hydroxytryptamine 1A receptor,,Autocuration
1322,Rattus norvegicus,,,10116.0,,,1,,14060,D,10576,,9,,B,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,,Expert
1323,,,10000000.0,,,,1,,14744,H,10576,,8,Hippocampus,B,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,,Autocuration
1324,,,,,,,1,,13506,H,10576,,8,,B,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,,Autocuration
1325,,,955.0,,,,1,,10862,H,10576,,8,Brain,B,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,Expert
1326,,,955.0,,,,1,,10862,H,10576,,8,Brain,B,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,,Expert
1327,,,,,,,1,,10062,H,10576,,8,,B,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,,Expert
1328,,,,,,,1,,12073,H,10576,,8,,B,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,,Autocuration
1329,,,,,,,1,,14875,H,106,,8,,B,GTPgammaS radioligand binding assay,,Autocuration
1330,,,,,,,1,,2391,H,106,,8,,B,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,Autocuration
1331,,,,,,,1,,2391,H,106,,8,,F,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,,Autocuration
1332,,,,,,,1,,2391,H,106,,8,,F,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,,Autocuration
1333,,,,,,,1,,2391,H,106,,8,,B,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,,Autocuration
1334,,,,,,,1,,2391,H,106,,8,,B,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,,Autocuration
1335,,,,,,,1,,2391,H,106,,8,,F,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,,Autocuration
1336,,,,,,,1,,17211,H,106,HeLa,8,,B,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,,Expert
1337,,,,,,,1,,17211,H,106,HeLa,8,,B,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,,Autocuration
1338,Homo sapiens,,,9606.0,,,1,,6491,D,106,,9,,B,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,,Expert
1339,,,,,,,1,,16190,H,106,CHO,8,,B,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,Autocuration
1340,,,,,,,1,,14165,H,106,,8,,B,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,,Autocuration
1341,,,,,,,1,,14165,H,106,,8,,B,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,,Autocuration
1342,Homo sapiens,,,9606.0,,,1,,4234,D,106,,9,,B,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,,Expert
1343,,,,,,,1,,6328,H,106,,8,,B,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,,Expert
1344,,,,,,,1,,14770,H,106,,8,,B,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,Autocuration
1345,,,,,,,1,,2598,H,106,,8,,B,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,,Autocuration
1346,,,,,,,1,,6897,H,106,,8,,B,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,Expert
1347,,,,,,,1,,6897,H,106,,8,,B,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,,Autocuration
1348,,,,,,,1,,6013,H,106,,8,,B,Binding affinity towards 5-hydroxytryptamine 1B receptor,,Autocuration
1349,,,,,,,1,,5843,H,106,,8,,B,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,Expert
1350,,,,,,,1,,14454,H,106,,8,,B,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,,Expert
1351,,,,,,,1,,16209,H,106,,8,,B,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,,Autocuration
1352,,,,,,,1,,3935,H,106,,8,,B,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,,Autocuration
1353,,,,,,,1,,13729,H,106,CHO-K1,8,,F,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,,Expert
1354,,,,,,,1,,14251,H,106,,8,,F,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,,Expert
1355,,,,,,,1,,17085,H,106,,8,,B,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,,Expert
1356,,,,,,,1,,3025,H,106,,8,,B,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,,Autocuration
1357,,,,,,,1,,15315,H,106,,8,,B,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,,Expert
1358,Homo sapiens,,,9606.0,,,1,,14214,D,106,,9,,B,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,,Expert
1359,Homo sapiens,,,9606.0,,,1,,3804,D,106,,9,,B,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,,Expert
1360,Homo sapiens,,,9606.0,,,1,,2391,D,106,,9,,B,Affinity for 5-hydroxytryptamine 1B receptor subtype,,Expert
1361,Homo sapiens,,,9606.0,,,1,,4175,D,106,,9,,B,Binding affinity for human 5-hydroxytryptamine 1B receptor,,Expert
1362,,,,,,,1,,17296,H,106,CHO,8,,B,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,,Autocuration
1363,,,,,,,1,,17085,H,106,,8,,B,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,,Expert
1364,,,,,,,1,,17211,H,106,HeLa,8,,B,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,Autocuration
1365,,,,,,,1,,17211,H,106,HeLa,8,,B,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,,Autocuration
1366,,,,,,,1,,17211,H,106,HeLa,8,,B,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,,Autocuration
1367,Homo sapiens,,,9606.0,,,1,,15926,D,106,,9,,B,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,,Expert
1368,,,,,,,1,,16312,H,106,CHO-K1,8,,B,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,,Autocuration
1369,,,,,,,1,,5843,H,106,,8,,B,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,,Expert
1370,,,,,,,1,,5843,H,106,,8,,B,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,,Autocuration
1371,,,,,,,1,,16312,H,106,CHO-K1,8,,B,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,,Expert
1372,Homo sapiens,,,9606.0,,,1,,15926,D,106,,9,,B,Binding activity against human 5-hydroxytryptamine 1B receptor,,Expert
1373,Homo sapiens,,,9606.0,,,1,,15926,D,106,,9,,B,Binding activity against human 5-hydroxytryptamine 1B receptor,,Expert
1374,Homo sapiens,,,9606.0,,,1,,4540,D,106,CHO,9,,B,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,,Expert
1375,,,,,,,1,,6166,H,106,,8,,B,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,,Autocuration
1376,,,,,,,1,,17296,H,106,CHO,8,,B,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,,Autocuration
1377,,,,,,,1,,17296,H,106,CHO,8,,B,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,,Autocuration
1378,,,,,,,1,,17296,H,106,CHO,8,,B,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,,Autocuration
1379,,,,,,,1,,15779,H,106,CHO,8,,B,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,Autocuration
1380,,,,,,,1,,15779,H,106,CHO,8,,B,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,,Autocuration
1381,,,,,,,1,,15779,H,106,CHO,8,,B,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,,Autocuration
1382,,,,,,,1,,4199,H,106,CHO,8,,B,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as the radioligand,,Autocuration
1383,Homo sapiens,,,9606.0,,,1,,14875,D,106,,9,,B,Binding affinity for human 5-hydroxytryptamine 1B receptor,,Expert
1384,,,,,,,1,,15146,H,106,CHO,8,,B,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,Autocuration
1385,,,,,,,1,,5213,H,106,,8,,B,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1B receptor in CHO using [3H]5-HT as a radioligand,,Autocuration
1386,,,,,,,1,,14818,H,106,CHO,8,,B,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT,,Autocuration
1387,,,,,,,1,,4829,H,106,CHO,8,,B,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1B receptor in CHO cells, using [3H]5-HT as radioligand",,Autocuration
1388,,,,,,,1,,14454,H,106,,8,,F,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 1 uM,,Expert
1389,,,,,,,1,,14454,H,106,,8,,F,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1B receptor at concentration 10 uM,,Expert
1390,,,,,,,1,,14875,H,106,CHO,8,,F,"Effect of compound on [35S]GTP-gamma-S, radioligand binding CHO cells expressing human 5-hydroxytryptamine 1B receptor",,Autocuration
1391,,,,,,,1,,14875,H,106,CHO,8,,F,"Effect of compound on [35S]GTP-gamma-S, radioligand binding in CHO cells expressing human 5-hydroxytryptamine 1B receptor",,Autocuration
1392,,,,,,,1,,15250,H,105,,8,,F,"Compound was tested for maximum stimulation of [35S]GTP-gamma-S, binding expressed relative to the maximal effect produced by 5-HT.",,Autocuration
1393,,,,,,,1,,15250,H,105,CHO,8,,B,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1D receptor stably expressed in CHO cells.,,Autocuration
1394,,,,,,,1,,15086,H,17105,,8,,B,The compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,Autocuration
1395,Oryctolagus cuniculus,,,9986.0,,,1,,3025,H,106,,8,,F,5-hydroxytryptamine 1B receptor agonist potency determined in rabbit saphenous vein contraction model,,Autocuration
1396,Oryctolagus cuniculus,,,9986.0,,,1,,14998,H,106,,8,,B,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein (RbSV).,,Autocuration
1397,Oryctolagus cuniculus,,,9986.0,,,1,,14998,H,106,,8,,B,"Binding affinity against vascular 5-hydroxytryptamine 1B receptor, measured using ring preparations of rabbit saphenous vein (RbSV)",,Intermediate
1398,Oryctolagus cuniculus,,,9986.0,,,1,,14998,H,106,,8,,B,The vascular 5-hydroxytryptamine 1B receptor affinity was assessed using ring preparations of rabbit saphenous vein(RbSV).,,Autocuration
1399,,,,,,,1,,13969,H,10577,,8,,B,Binding affinity towards 5-hydroxytryptamine 1B receptor was measured using [3H]5-HT as radioligand,,Expert
1400,,,,,,,1,,13392,D,10577,,9,,B,Binding affinity for 5-hydroxytryptamine 1B receptor,,Intermediate
1401,Rattus norvegicus,,2435.0,10116.0,,,1,,3651,D,10577,,9,Striatum,B,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Less active,,Expert
1402,,,,,,,1,,10025,H,10577,,8,,B,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,Expert
1403,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]-8-OH-DPAT as radioligand; range=48-77,,Autocuration
1404,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=63-95,,Autocuration
1405,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=710-980,,Autocuration
1406,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=78-140,,Autocuration
1407,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=85-130,,Autocuration
1408,,,,,,,1,,13863,H,10576,,8,,B,In vitro binding affinity of compound towards 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand; range=89-280,,Autocuration
1409,,,10000000.0,,,,1,,4622,H,10576,,8,Hippocampus,B,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand in rat hippocampus membrane.,,Autocuration
1410,,,,,,,1,,14911,H,10576,,8,,B,Binding affinity at 5-hydroxytryptamine 1A (5-HT1A) receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand,,Intermediate
