assays_description,assays_assay_id,assays_assay_category,assays_chembl_id,assays_tid,assays_bao_format,assays_assay_cell_type,assays_cell_id,assays_assay_test_type,assays_src_id,assays_assay_strain,assays_tissue_id,assays_assay_organism,assays_variant_id,assays_assay_tax_id,assays_confidence_score,assays_curated_by,assays_relationship_type,assays_assay_type,assays_assay_tissue,assays_doc_id,assays_assay_subcellular_fraction,assays_src_assay_id
Half life when injected i.p. in mice at a dose of 50 mg/kg was determined,8850,,CHEMBL627088,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17729,,
Half life when injected intravenously in mice at a dose of 20 mg/kg was determined,8851,,CHEMBL627089,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17729,,
Half life when injected perorally in mice at a dose of 50 mg/kg was determined,8852,,CHEMBL627090,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17729,,
Half life was determined in mice at a single subcutaneous administration of 40 mg/kg (n=4),8853,,CHEMBL627091,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,3277,,
"Half life was evaluated at 5 mg/kg of compound dose, administered perorally in mice",8854,,CHEMBL627092,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,3760,,
"Half life was evaluated at 50 mg/kg of compound dose, administered perorally in mice",8855,,CHEMBL876785,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,3760,,
Half-life by iv administration in mouse,8856,,CHEMBL627093,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,2862,,
Half-life by oral administration in mouse,8857,,CHEMBL627094,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,2862,,
Half-life in mice,8858,,CHEMBL627095,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,5980,,
Half-life using mouse brain homogenate,8859,,CHEMBL627096,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,6159,,
Half-life was measured in mice,8860,,CHEMBL627097,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,6254,,
Half-life was measured in mouse after an iv dose of 1 mg/kg,8861,,CHEMBL627098,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,6062,,
Half-life period was determined in mouse blood,8862,,CHEMBL627099,50594,BAO_0000218,,,,1,,178.0,Mus musculus,,10090.0,1,Intermediate,N,A,Blood,1574,,
"Half-times of inhibition of PEP in in an ex vivo enzyme studies, using mice brain",8863,,CHEMBL627100,50594,BAO_0000218,,,,1,,955.0,Mus musculus,,10090.0,1,Intermediate,N,A,Brain,56,,
Plasma half life in mouse,8864,,CHEMBL627101,50594,BAO_0000218,,,,1,,1969.0,Mus musculus,,10090.0,1,Intermediate,N,A,Plasma,993,,
Stability of the peptide in the presence of mouse serum,8865,,CHEMBL627102,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,6652,,
Terminal half life of compound was determined in mouse,8866,,CHEMBL627103,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17852,,
Terminal half life was evaluated in mice after intravenous administration,8867,,CHEMBL627104,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,2675,,
Terminal half life was evaluated in mice after oral administration,8868,,CHEMBL627105,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,2675,,
The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 5.,8869,,CHEMBL876786,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,499,,
The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7.,8870,,CHEMBL873825,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,499,,
The compound was evaluated for half life (release of DOX) in mice at 37 degree Celsius at the pH 7; ND means no data,8871,,CHEMBL627106,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,499,,
half life period is evaluated by administering intravenously at 25 mg/kg in mice,8872,,CHEMBL626336,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,14239,,
"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice",8873,,CHEMBL877462,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,5506,,
"Half life beta(2,4,6,8h) value was determined at a dose of 200 mg/kg (i.p.) in Mice; NC: not calculable",8874,,CHEMBL626337,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,5506,,
Half life after intraperitoneal administration of 100 mg/kg in mice,8875,,CHEMBL626338,50594,BAO_0000218,,,,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17734,,
Half life in BALB/C mice at the dose of 20 mg/kg by i.p. administration,8876,,CHEMBL626339,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17728,,
Half life in BALB/C mice at the dose of 20 mg/kg by i.v. administration,8877,,CHEMBL626340,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17728,,
Half life in BALB/C mice at the dose of 20 mg/kg by p.o. administration,8878,,CHEMBL625377,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17728,,
Half life in BALB/C mice at the dose of 50 mg/kg by i.p. administration,8879,,CHEMBL625378,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17728,,
Half life in BALB/C mice at the dose of 50 mg/kg by p.o. administration,8880,,CHEMBL625379,50594,BAO_0000218,,,In vivo,1,,,Mus musculus,,10090.0,1,Intermediate,N,A,,17728,,
Metabolism of compound in mini pig S9 microsomes ('+''indicates <20% largest observed peak),8881,,CHEMBL625380,22224,BAO_0000251,,,,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,14294,Microsomes,
Metabolism of compound in mini pig S9 microsomes ('++++' indicates largest observed peak),8882,,CHEMBL625381,22224,BAO_0000251,,,,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,14294,Microsomes,
Stability to porcine renal DHP-I,8883,,CHEMBL625382,22224,BAO_0000019,,,,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,6056,,
Compound was tested for its half-life period at an intravenous dose of 30 ug/kg,8884,,CHEMBL873828,22224,BAO_0000218,,,In vivo,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,1317,,
Compound was tested for its half-life period at an intravenous dose of 3 ug/kg,8885,,CHEMBL625383,22224,BAO_0000218,,,In vivo,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,1317,,
Half-life of the parent prodrug in porcine esterase solution,8886,,CHEMBL625384,22224,BAO_0000019,,,,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,5229,,
"First order rate constant, k was determined in in pig liver Esterase",8887,,CHEMBL625385,22224,BAO_0000019,,,,1,,,Sus scrofa,,9823.0,0,Autocuration,U,A,,4231,,
Half life of the in pig liver Esterase,8888,,CHEMBL625386,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,4231,,
Tested for half life period at 37 degree Celsius in PBS buffer at 11.8 pH containing porcine liver esterase,8889,,CHEMBL623571,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,5318,,
Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH containing porcine liver esterase,8890,,CHEMBL623572,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,5318,,
Tested for half life period at 37 degree Celsius in PBS buffer at 7.3 pH in containing porcine liver esterase,8891,,CHEMBL623573,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,5318,,
Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay,8892,,CHEMBL623574,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,3305,,
Compound was evaluated for esterase half-life (t 1/2) period using Pig Liver Esterase (PLE) assay; ND is not determined,8893,,CHEMBL623575,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,3305,,
Half-life in the presence of pig liver esterase(PLE) was evaluated.,8894,,CHEMBL623749,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,2842,,
Half-life in the presence of pig liver esterase(PLE) was evaluated; Stable,8895,,CHEMBL623750,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,2842,,
Half-life in vitro in pig liver,8896,,CHEMBL623751,22224,BAO_0000221,,,In vitro,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,889,,
Half-life time was determined for esterase-catalyzed hydrolysis of the phenol ester bond in porcine liver esterase,8897,,CHEMBL623752,22224,BAO_0000221,,,,1,,2107.0,Sus scrofa,,9823.0,0,Autocuration,U,A,Liver,1904,,
Maximum concentration in rat plasma after administration of 50 mg/kg dose through subcutaneous route,8898,,CHEMBL623753,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4186,,
Maximum concentration in rat plasma at 30 mg/Kg upon oral administration.,8899,,CHEMBL623754,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,2774,,
Maximum concentration in rat plasma was determined,8900,,CHEMBL623755,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,1742,,
Maximum concentration in rats,8901,,CHEMBL623756,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,3169,,
Maximum concentration in rats at 1-2 hours,8902,,CHEMBL623757,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,3169,,
Maximum concentration in rats at 1 hr was determined when dosed at 20 mg/Kg perorally,8903,,CHEMBL623758,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,2081,,
Maximum concentration in whole brain at 30 min following 24 mg/kg subcutaneous dose in rats,8904,,CHEMBL623759,50597,BAO_0000218,,,In vivo,1,,955.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Brain,3307,,
Maximum concentration at the dose of 2 mg/kg in rat,8905,,CHEMBL623760,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,4727,,
Maximum concentration was evaluated in rats,8906,,CHEMBL623761,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,6597,,
Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 10 mg/kg to a fasting rat,8907,,CHEMBL623762,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16365,,
Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 1 mg/kg to a fasting rat,8908,,CHEMBL877594,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16365,,
Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 30 mg/kg,8909,,CHEMBL623763,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16365,,
Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg,8910,,CHEMBL623764,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16365,,
Maximum concentration of uncharged drug in plasma recorded in the period of 0-24 hr after administering orally a dose of 3 mg/kg to a fasting rat,8911,,CHEMBL623765,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16365,,
Maximum concentration value was evaluated for high sustained blood levels in rat after 1 hr of administration,8912,,CHEMBL623766,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,2591,,
Maximum concentration value was evaluated for high sustained blood levels in rat after 2 hr of administration,8913,,CHEMBL623767,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,2591,,
Maximum concentration value was evaluated for high sustained blood levels in rat after 30 min of administration,8914,,CHEMBL623768,50597,BAO_0000218,,,In vivo,1,,178.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Blood,2591,,
Maximum plasma concentration (Cmax) of compound (19.2 mg/kg) after po administration was determined Sprague-Dawley rat,8915,,CHEMBL623769,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (19.76 mg/kg) after po administration was determined Sprague-Dawley rat,8916,,CHEMBL623770,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (20.73 mg/kg) after po administration was determined Sprague-Dawley rat,8917,,CHEMBL623771,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (25 mg/kg) after po administration was determined Sprague-Dawley rat,8918,,CHEMBL623772,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (9.83 mg/kg) after iv administration was determined Sprague-Dawley rat,8919,,CHEMBL623773,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (9.84 mg/kg) after iv administration was determined Sprague-Dawley rat,8920,,CHEMBL623774,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Maximum plasma concentration (Cmax) of compound (9.92 mg/kg) after iv administration was determined Sprague-Dawley rat,8921,,CHEMBL623775,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5978,,
Cmax in rat (PO dose),8922,,CHEMBL623776,50597,BAO_0000218,,,In vivo,1,,,Rattus norvegicus,,10116.0,1,Intermediate,N,A,,14465,,
Maximum plasma concentration determined after 0.3 mg/kg oral administration in potassium oxonate treated rats,8923,,CHEMBL622191,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4723,,
Maximum plasma concentration determined after 3 mg/kg oral administration in potassium oxonate treated rats,8924,,CHEMBL622192,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4723,,
Maximum plasma concentration determined in rat,8925,,CHEMBL622193,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4576,,
Maximum plasma concentration for the compound in solution form (formulation) was determined in rats at peroral dose of 5 mg/kg,8926,,CHEMBL622194,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,12873,,
Maximum plasma concentration for the compound in suspension form (formulation) was determined in rats at peroral dose of 5 mg/kg,8927,,CHEMBL622195,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,12873,,
Maximum plasma concentration in rat,8928,,CHEMBL622196,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,6824,,
Maximum plasma concentration measured after intravenous bolus administration of 50 mg/kg of compound to rats,8929,,CHEMBL622197,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17065,,
Maximum plasma concentration of compound present in rats at the dose of 37 mg/kg in 15 min,8930,,CHEMBL622198,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,2932,,
Maximum plasma concentration of compound present in rats at the dose of 38 mg/kg in 15 min,8931,,CHEMBL622199,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,2932,,
Maximum plasma concentration of compound was measured in rat,8932,,CHEMBL622200,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,2879,,
Maximum plasma concentration after 20 mg/kg oral administration in rat,8933,,CHEMBL622201,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,2864,,
Maximum plasma concentration after oral administration to rats,8934,,CHEMBL623990,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,16367,,
Maximum plasma concentration at a concentration of 15 mg/kg perorally in rats along with 100 mg/kg of compound 11,8935,,CHEMBL623991,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17717,,
"Maximum plasma concentration at a concentration of 3 mg/kg in rats, intravenously",8936,,CHEMBL623992,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17717,,
Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with 100 mg/kg of compound 11,8937,,CHEMBL623993,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17717,,
Maximum plasma concentration at a concentration of 60 mg/kg perorally in rats along with control,8938,,CHEMBL623994,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17717,,
Maximum plasma concentration at a dose of 100 mg/kg in Rat Plasma after iv administration,8939,,CHEMBL623995,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,F,Plasma,17720,,
Maximum plasma concentration at a dose of 4 mg/kg in Rat Plasma after iv administration,8940,,CHEMBL623996,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,F,Plasma,17720,,
Maximum plasma concentration at a dose of 50 mg/kg in Rat Plasma after iv administration,8941,,CHEMBL623997,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,F,Plasma,17720,,
Maximum plasma concentration dosed orally in rats,8942,,CHEMBL623998,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4516,,
Maximum plasma concentration dosed orally in rats after 6 hours,8943,,CHEMBL623999,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4516,,
Maximum plasma concentration dosed orally in rats after 6 hours; ND is not detected,8944,,CHEMBL624000,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,4516,,
Maximum plasma concentration at a 1 mg/kg oral dose in female Sprague-Dawley rats,8945,,CHEMBL624001,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,5199,,
Maximum plasma concentration in rat after po administration,8946,,CHEMBL624002,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,17538,,
"Maximum plasma concentration in rats at 10 mg/kg, p.o. dose",8947,,CHEMBL624003,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,6685,,
"Maximum plasma concentration in rats at 20mg/kg, i.p. dose",8948,,CHEMBL624004,50597,BAO_0000218,,,In vivo,1,,1969.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Plasma,6685,,
Radioactivity distribution in heart of normal fischer rat after injection of [18F]-fluoro-2-methyl-2-(methylamino)propanoic acid after 120 min.,8949,,CHEMBL624005,50597,BAO_0000218,,,,1,,948.0,Rattus norvegicus,,10116.0,1,Intermediate,N,A,Heart,16434,,
