assay_type,assay_organism,assay_tax_id,variant_id,assay_cell_type,src_id,curated_by,assay_subcellular_fraction,doc_id,assay_strain,relationship_type,assay_id,confidence_score,cell_id,assay_category,tid,assay_tissue,tissue_id,assay_test_type,bao_format,chembl_id,src_assay_id,description
B,,,,RBL-1,1,Autocuration,,11311,,H,4188,8,702.0,,12166,,,,BAO_0000219,CHEMBL619990,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat RBL-1 cells
B,,,,,1,Autocuration,,11311,,H,4189,8,,,12166,,,,BAO_0000219,CHEMBL619991,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS]
B,,,,,1,Autocuration,,11311,,H,4190,8,,,12166,,,,BAO_0000219,CHEMBL619992,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vitro)
B,,,,,1,Autocuration,,11311,,H,4191,8,,,12166,,,In vivo,BAO_0000218,CHEMBL619993,,The compound was tested for inhibitory activity against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] (in vivo)
F,,,,RBL-2H3,1,Autocuration,,11311,,H,4192,8,663.0,,12166,,,,BAO_0000219,CHEMBL619994,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in RBL-2H3 cells
F,,,,RBL-2H3,1,Autocuration,,11311,,H,4193,8,663.0,,12166,,,,BAO_0000219,CHEMBL619995,,The compound was tested for inhibitory activity against 5-lipoxygenase translocation inhibitor in rat RBL-2H3 cells
B,,,,,1,Autocuration,,11311,,H,4194,8,,,12166,,,,BAO_0000019,CHEMBL619996,,The compound was tested for inhibitory activity against 5-lipoxygenase using rat polymorphonuclear leukocytes[PMNS]
B,,,,,1,Autocuration,,11732,,H,4195,8,,,12166,,,,BAO_0000019,CHEMBL619997,,The compound was tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase
B,,,,,1,Expert,,11732,,H,4196,8,,,12166,,,,BAO_0000019,CHEMBL619998,,Tested for its inhibitory activity against arachidonic acid in rat 5-lipoxygenase.
B,,,,,1,Expert,,11087,,H,4197,8,,,12166,,,,BAO_0000019,CHEMBL619999,,In vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells
B,,,,,1,Autocuration,,11087,,H,4198,8,,,12166,,,,BAO_0000019,CHEMBL620000,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells
B,,,,RBL-1,1,Autocuration,,11087,,H,4199,8,702.0,,12166,,,,BAO_0000219,CHEMBL620001,,The compound was tested for the inhibition of 5-lipoxygenase (5-lo) in homogenized rat basophilic leukemia (RBL-1) cells
B,Rattus norvegicus,10116.0,,,1,Expert,,11087,,D,4200,9,,,12166,,,,BAO_0000357,CHEMBL620002,,Inhibition of 5-lipoxygenase (5-lo) in intact rat polymorphonuclear leukocyte RPMNL
B,,,,RBL-1,1,Autocuration,,496,,H,4201,8,702.0,,12166,,,,BAO_0000219,CHEMBL620003,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells
F,,,,RBL-1,1,Expert,,13986,,H,4202,8,702.0,,12166,,,,BAO_0000219,CHEMBL620004,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell line lysate (RBL-1 2H3 subline) by measuring 5-HETE production
B,,,,,1,Autocuration,,11520,,H,4203,8,,,12166,,,,BAO_0000357,CHEMBL874063,,Compound was evaluated for the inhibition of 5-lipoxygenase
B,,,,RBL-1,1,Autocuration,,10293,,H,4204,8,702.0,,12166,,,,BAO_0000219,CHEMBL620005,,Ability to inhibit 5-lipoxygenase by using a crude preparation of the cytosolic enzyme from the rat basophilic leukemia (RBL-1) cell line at a concentration of 25 uM
B,,,,RBL-1,1,Autocuration,,303,,H,4205,8,702.0,,12166,,,,BAO_0000219,CHEMBL620006,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay
B,,,,RBL-1,1,Autocuration,,303,,H,4206,8,702.0,,12166,,,,BAO_0000219,CHEMBL620007,,Compound was evaluated for its inhibitory activity against 5-LO (5-lipoxygenase) at 10 uM concentration in intact RBL-1 cell line assay; Less than 5% inhibition at 10 uM reported as not active
B,,,,RBL-1,1,Autocuration,,9247,,H,4207,8,702.0,,12166,,,,BAO_0000219,CHEMBL620008,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 10 uM
B,Rattus norvegicus,10116.0,,RBL-1,1,Expert,,9247,,D,4208,9,702.0,,12166,,,,BAO_0000219,CHEMBL620009,,Inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM
B,,,,RBL-1,1,Autocuration,,9247,,H,4209,8,702.0,,12166,,,,BAO_0000219,CHEMBL620010,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 100 uM; NS = no significant activity
B,,,,RBL-1,1,Autocuration,,9247,,H,4210,8,702.0,,12166,,,,BAO_0000219,CHEMBL620011,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 30 uM
B,,,,RBL-1,1,Autocuration,,9247,,H,4211,8,702.0,,12166,,,,BAO_0000219,CHEMBL620677,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 300 uM
B,,,,RBL-1,1,Autocuration,,9247,,H,4212,8,702.0,,12166,,,,BAO_0000219,CHEMBL620678,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 33 uM
B,,,,RBL-1,1,Autocuration,,9247,,H,4213,8,702.0,,12166,,,,BAO_0000219,CHEMBL620679,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 40 uM
B,,,,RBL-1,1,Autocuration,,9247,,H,4214,8,702.0,,12166,,,,BAO_0000219,CHEMBL620680,,Compound was evaluated for the inhibition of rat basophilic leukemia-1 (RBL-1) 5-Lipoxygenase at 75 uM
B,Rattus norvegicus,10116.0,,,1,Expert,,11481,,D,4215,9,,,12166,,,,BAO_0000357,CHEMBL620838,,Inhibitory activity against 5-lipoxygenase at 10 uM
B,,,,,1,Autocuration,,105,,H,4216,8,,,12166,,,,BAO_0000357,CHEMBL620839,,In vitro inhibition of 5-lipoxygenase; NS means no significant inhibition
B,,,,,1,Expert,,9029,,H,4217,8,,,12166,,,,BAO_0000357,CHEMBL620840,,In vitro inhibition of rat polymorphonuclear leukocyte (PMN) 5-Lipoxygenase at 10 uM
B,,,,RBL-1,1,Expert,,1175,,H,4218,8,702.0,,12166,,,,BAO_0000219,CHEMBL620841,,Inhibitory activity against 5-lipoxygenase enzyme from RBL-1 cells at 20 uM
B,,,,RBL-1,1,Autocuration,,12118,,H,4219,8,702.0,,12166,,,,BAO_0000219,CHEMBL620842,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 100 uM
B,,,,RBL-1,1,Autocuration,,12118,,H,4220,8,702.0,,12166,,,,BAO_0000219,CHEMBL620843,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determined at 10e-4 M
B,,,,RBL-1,1,Autocuration,,12118,,H,4221,8,702.0,,12166,,,,BAO_0000219,CHEMBL620844,,In vitro inhibition against 5-lipoxygenase in RBL-1 cells was determinedb at 100 uM
B,,,,RBL-1,1,Autocuration,,9225,,H,4222,8,702.0,,12166,,,,BAO_0000219,CHEMBL620845,,In vitro inhibition of RBL-1 5-lipoxygenase at 20 uM
B,,,,,1,Autocuration,,9401,,H,4223,8,,,12166,,,,BAO_0000019,CHEMBL620846,,In vitro inhibitory activity against 5-Lipoxygenase from rat basophilic leukemia cells at 30 uM concentration
B,,,,,1,Autocuration,,137,,H,4224,8,,,12166,,,,BAO_0000357,CHEMBL873951,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM
B,,,,,1,Autocuration,,137,,H,4225,8,,,12166,,,,BAO_0000357,CHEMBL620847,,In vitro inhibitory activity against 5-lipoxygenase was determined at 16 uM
B,,,,RBL-1,1,Autocuration,,4717,,H,4226,8,702.0,,12166,,,,BAO_0000219,CHEMBL620848,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration
B,,,,RBL-1,1,Autocuration,,3595,,H,4227,8,702.0,,12166,,,,BAO_0000219,CHEMBL620849,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM
B,,,,RBL-1,1,Autocuration,,10501,,H,4228,8,702.0,,12166,,,,BAO_0000219,CHEMBL620850,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at 40 uM concentration
B,,,,RBL-1,1,Autocuration,,10501,,H,4229,8,702.0,,12166,,,,BAO_0000219,CHEMBL620851,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM
B,,,,RBL-1,1,Autocuration,,10501,,H,4230,8,702.0,,12166,,,,BAO_0000219,CHEMBL620852,,Inhibitory activity against 5-lipoxygenase in RBL-1 cells at a concentration 40 uM.
B,,,,RBL-1,1,Autocuration,,12526,,H,4231,8,702.0,,12166,,,,BAO_0000219,CHEMBL875098,,Inhibitory activity against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187
B,Rattus norvegicus,10116.0,,RBL-1,1,Expert,,14799,,D,4232,9,702.0,,12166,,,,BAO_0000219,CHEMBL620853,,Inhibition of 5-lipoxygenase of rat basophilic leukemia cells at 30 uM
B,,,,,1,Autocuration,,14799,,H,4233,8,,,12166,,,,BAO_0000019,CHEMBL620854,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells at 30 uM concentration; NT=Not tested
B,,,,RBL-1,1,Autocuration,,3595,,H,4234,8,702.0,,12166,,,,BAO_0000219,CHEMBL620855,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1) at 10 uM
B,,,,RBL-1,1,Expert,,3595,,H,4235,8,702.0,,12166,,,,BAO_0000219,CHEMBL839884,,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1)at 10 uM
B,,,,RBL-1,1,Autocuration,,12526,,H,4236,8,702.0,,12166,,,,BAO_0000219,CHEMBL620856,,Inhibitory activity at 10 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187
B,,,,RBL-1,1,Autocuration,,12526,,H,4237,8,702.0,,12166,,,,BAO_0000219,CHEMBL620857,,Inhibitory activity at 1 uM against 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187
B,,,,,1,Autocuration,,10193,,H,4238,8,,,12166,,,,BAO_0000019,CHEMBL620858,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM
B,,,,,1,Autocuration,,10193,,H,4239,8,,,12166,,,,BAO_0000019,CHEMBL620859,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM
B,,,,,1,Autocuration,,10193,,H,4240,8,,,12166,,,,BAO_0000019,CHEMBL620860,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 1 uM
B,,,,,1,Autocuration,,10193,,H,4241,8,,,12166,,,,BAO_0000019,CHEMBL620861,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 3 uM
B,,,,,1,Expert,,9138,,H,4242,8,,,12166,,,,BAO_0000357,CHEMBL620862,,Percent inhibition of rat neutrophil 5-lipoxygenase (5-LO)
B,,,,,1,Autocuration,,9138,,H,4243,8,,,12166,,,,BAO_0000357,CHEMBL620863,,Percent inhibition of rat neutrophil 5- Lipoxygenase (5-LO) at 100 uM
B,,,,,1,Autocuration,,11966,,H,4244,8,,,12166,,,,BAO_0000019,CHEMBL620864,,Tested in vitro for the inhibition of 5-lipoxygenase in cell-free preparations from rat PMN leukocytes
B,,,,RBL-1,1,Autocuration,,165,,H,4245,8,702.0,,12166,,,,BAO_0000219,CHEMBL620865,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 100 uM
B,,,,RBL-1,1,Autocuration,,165,,H,4246,8,702.0,,12166,,,,BAO_0000219,CHEMBL620866,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 30 uM
B,,,,RBL-2H3,1,Autocuration,,11311,,H,4247,8,663.0,,12166,,,,BAO_0000219,CHEMBL620867,,The compound was tested for inhibition of 5-lipoxygenase in rat RBL-2H3 cells
B,,,,RBL-2H3,1,Autocuration,,11311,,H,4248,8,663.0,,12166,,,,BAO_0000219,CHEMBL620868,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells
F,,,,RBL-2H3,1,Autocuration,,11311,,H,4249,8,663.0,,12166,,,,BAO_0000219,CHEMBL620869,,The compound was tested for inhibition of 5-lipoxygenase translocation in SAR in rat RBL-2H3 cells
F,,,,,1,Autocuration,,11311,,H,4250,8,,,12166,,,,BAO_0000019,CHEMBL873952,,The compound was tested for inhibition of LTB4 synthesis on isolated 5-lipoxygenase
B,,,,,1,Autocuration,,11311,,H,4251,8,,,12166,,,,BAO_0000357,CHEMBL875099,,The compound was tested for inhibition of isolated 5-lipoxygenase
F,,,,RBL-2H3,1,Autocuration,,11311,,H,4252,8,663.0,,12166,,,,BAO_0000219,CHEMBL620870,,The compound was tested for inhibition of isolated 5-lipoxygenase translocation into rat RBL-2H3 cells
B,,,,,1,Autocuration,,11087,,H,4253,8,,,12166,,,,BAO_0000019,CHEMBL618261,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 30 uM
B,,,,,1,Autocuration,,11087,,H,4254,8,,,12166,,,,BAO_0000019,CHEMBL618262,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells at a concentration of 32 uM
B,,,,,1,Autocuration,,11087,,H,4255,8,,,12166,,,,BAO_0000019,CHEMBL619428,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells measured at a concentration of 30 uM
B,,,,,1,Autocuration,,11087,,H,4256,8,,,12166,,,,BAO_0000019,CHEMBL619429,,The compound was tested for the in vitro inhibition of 5-lipoxygenase (5-lo) from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration
B,,,,,1,Autocuration,,11087,,H,4257,8,,,12166,,,,BAO_0000019,CHEMBL619430,,The compound was tested for the in vitro inhibition of 5-lipoxygenase from the 20000 g supernatant of RBI-1 cells; NS indicates nonsignificant inhibition at 32 uM concentration
B,,,,RBL-1,1,Autocuration,,496,,H,4258,8,702.0,,12166,,,,BAO_0000219,CHEMBL620017,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 1.0 uM
B,,,,RBL-1,1,Autocuration,,496,,H,4259,8,702.0,,12166,,,,BAO_0000219,CHEMBL620018,,The compound was tested for the inhibition of 5-lipoxygenase in intact basophilic rat leukemia cells at 10 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4260,8,702.0,,12166,,,,BAO_0000219,CHEMBL620019,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.1 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4261,8,702.0,,12166,,,,BAO_0000219,CHEMBL620020,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.195 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4262,8,702.0,,12166,,,,BAO_0000219,CHEMBL620021,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.2 at uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4263,8,702.0,,12166,,,,BAO_0000219,CHEMBL620022,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.25 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4264,8,702.0,,12166,,,,BAO_0000219,CHEMBL620023,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39
F,,,,RBL-1,1,Autocuration,,13986,,H,4265,8,702.0,,12166,,,,BAO_0000219,CHEMBL620024,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by 5-HETE production at 0.39 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4266,8,702.0,,12166,,,,BAO_0000219,CHEMBL620025,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.195 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4267,8,702.0,,12166,,,,BAO_0000219,CHEMBL620026,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.2 uM
F,,,,RBL-1,1,Autocuration,,13986,,H,4268,8,702.0,,12166,,,,BAO_0000219,CHEMBL620027,,The compound was tested for the inhibition of 5-lipoxygenase on rat basophil leukemia (RBL-1) cell (2H3 subline) lysate by measuring 5-HETE production at 0.39 uM
F,Rattus norvegicus,10116.0,,,1,Expert,,13986,,D,4269,9,,,12166,,,,BAO_0000019,CHEMBL620028,,Inhibition of 5-lipoxygenase on rat basophil leukemia cell (RBL-2H3) lysate as 5-HETE production at 32 uM
B,,,,,1,Autocuration,,10193,,H,4270,8,,,12166,,,,BAO_0000357,CHEMBL620029,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase
B,,,,,1,Autocuration,,9295,,H,4271,8,,,12166,,,,BAO_0000357,CHEMBL620030,,Compound was tested for the percent of inhibition against 5-LO at 10 uM
B,,,,RBL-1,1,Autocuration,,4717,,H,4272,8,702.0,,12166,,,,BAO_0000219,CHEMBL875415,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 1 uM concentration
B,,,,RBL-1,1,Autocuration,,4717,,H,4273,8,702.0,,12166,,,,BAO_0000219,CHEMBL618256,,In vitro percent inhibition against 5-lipoxygenase in RBL-1 cells at 10 uM concentration
B,,,,RBL-1,1,Autocuration,,11854,,H,4274,8,702.0,,12166,,,,BAO_0000219,CHEMBL618257,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line
B,,,,RBL-1,1,Autocuration,,11854,,H,4275,8,702.0,,12166,,,,BAO_0000219,CHEMBL618258,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 10 uM
B,,,,RBL-1,1,Autocuration,,11854,,H,4276,8,702.0,,12166,,,,BAO_0000219,CHEMBL618259,,Inhibition of LTB4 in whole cell 5-lipoxygenase assay in an intact rat basophilic leukemia (RBL-1) cell line at 16 uM
B,,,,,1,Autocuration,,10193,,H,4277,8,,,12166,,,,BAO_0000019,CHEMBL618260,,In vitro inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase in rat cell at 10 uM
B,,,,RBL-1,1,Autocuration,,9295,,H,4278,8,702.0,,12166,,,,BAO_0000219,CHEMBL618215,,Percent inhibition against RBL-1 5-LO in vitro at 10 uM
B,,,,RBL-1,1,Autocuration,,9295,,H,4279,8,702.0,,12166,,,,BAO_0000219,CHEMBL618390,,Percent inhibition against RBL-1 5-LO in vitro at 100 uM
B,,,,RBL-1,1,Autocuration,,9295,,H,4280,8,702.0,,12166,,,,BAO_0000219,CHEMBL618391,,Percent inhibition against RBL-1 5-LO in vitro at 30 uM
B,,,,RBL-1,1,Autocuration,,9295,,H,4281,8,702.0,,12166,,,,BAO_0000219,CHEMBL618392,,Percent inhibition against RBL-1 5-LO in vitro at 300 uM
B,,,,RBL-1,1,Autocuration,,165,,H,4282,8,702.0,,12166,,,,BAO_0000219,CHEMBL618393,,The compound was evaluated in vitro for inhibition of 5-lipoxygenase activity in RBL-1 cells at 20 uM
B,,,,,1,Autocuration,,11311,,H,4283,8,,,12166,,,,BAO_0000219,CHEMBL618394,,The compound was tested for inhibition against 5-lipoxygenase in rat polymorphonuclear leukocytes[PMNS] at 10 uM concentration
B,Homo sapiens,9606.0,,RBL-1,1,Expert,,10489,,H,4284,8,702.0,,12166,,,,BAO_0000219,CHEMBL618395,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1)
B,Rattus norvegicus,10116.0,,RBL-1,1,Expert,,10489,,D,4285,9,702.0,,12166,,,,BAO_0000219,CHEMBL618396,,In vitro inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cells(RBL-1)
B,Rattus norvegicus,10116.0,,RBL-1,1,Expert,,10489,,D,4286,9,702.0,,12166,,,,BAO_0000219,CHEMBL858253,,Logarithmic value of inhibitory concentration against 5-lipoxygenase in rat basophilic leukemia cells (RBL-1)
B,Rattus norvegicus,10116.0,,,1,Autocuration,,14799,,D,4287,9,,,12166,,,,BAO_0000019,CHEMBL618397,,Inhibitory activity against 5-lipoxygenase obtained from rat basophilic leukemia cells
B,Glycine max,3847.0,,,1,Autocuration,,9295,,H,4288,8,,,12054,,,,BAO_0000357,CHEMBL618398,,Compound was tested for the percent of inhibition against soybean 15-LO (at 100 uM)
B,,,,,1,Autocuration,,16811,,U,4289,0,,,22226,,,,BAO_0000019,CHEMBL618399,,"Inhibitory activity against 5-lipoxygenase, by using soybean lipoxygenase spectrophotometric assay"
B,,,,,1,Expert,,168,,H,4290,8,,,55,,,,BAO_0000357,CHEMBL618400,,In vitro inhibition of 5-Lipoxygenase; Inactive.
B,,,,,1,Autocuration,,6309,,H,4291,8,,,55,,,,BAO_0000357,CHEMBL618401,,Inhibitory concentration against 5-lipoxygenase was determined; No inhibition
B,,,,,1,Autocuration,,6309,,H,4292,8,,,55,,,,BAO_0000357,CHEMBL618402,,Inhibitory concentration against 5-lipoxygenase; No inhibition
B,,,,RBL-1,1,Autocuration,,3092,,H,4293,8,702.0,,55,,,,BAO_0000219,CHEMBL876400,,Evaluated for inhibitory activity against RBL-1 cell 5-lipoxygenase in guinea pig
B,,,,,1,Expert,,168,,H,4294,8,,,55,,,,BAO_0000357,CHEMBL618403,,Inhibitory activity against 5-lipoxygenase.
B,,,,,1,Autocuration,,168,,H,4295,8,,,55,,,,BAO_0000357,CHEMBL618404,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive
B,,,,,1,Autocuration,,168,,H,4296,8,,,55,,,,BAO_0000357,CHEMBL618405,,Inhibitory Activity against 5-Lipoxygenase was determined; IA=Inactive at concentrations less than 32 uM
