Fiscal year,Youth issues (marker),Organisation name,PBA type,Gender equality (marker),Children issues (marker),FSTC percent,CountryRegion name,Knowledge for development (marker),Fund centre name,Branch name,Sector percent,Project Browser country ID,Enviromental sustainability (marker),ICT as a tool for development (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Division ID,Division name,Section ID,Section name,Regional program (marker),Fund centre ID,Untied amount(Project-level budget),IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,0,Information not available,Not PBA,0,0,1.0,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.1,BD,0,0,A032247001,Closed,4387694.85,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,4296653.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.3,BD,0,0,A032247001,Closed,4387694.85,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,4296653.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,0,1.0,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.3,BD,0,0,A032247001,Closed,4387694.85,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,4296653.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.4,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.4,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,1.0,Mali,0,Mali,WGM Sub-Saharan Africa,0.2,ML,0,0,A032248001,Closed,495140.04,B4200,D4207,WWD West & Central Africa,S4215,Mali Program Section,0,4216,495140.04,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,2,1.0,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032251001,Operational,500000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,500000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,2,1.0,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032251001,Operational,500000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,500000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,2,1.0,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032251001,Operational,500000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,500000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,2,2,1.0,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032251001,Operational,500000.0,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,500000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.05,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.1,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.6,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,PAYE DFAIT,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.6,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,2,0,0.899999999,Nepal,0,Nepal,OGM Asia Pacific,0.6,NP,0,0,A032255001,Terminating,2881783.88,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,2881783.88,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Victoria Accounting Services,Not PBA,1,0,1.0,Iraq,0,Iraq Programs,"EGM Europe, Middle East and Maghreb",0.7,IQ,1,0,A032256002,Closed,4933912.64,B3100,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4320,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,University of Victoria Accounting Services,Not PBA,1,0,1.0,Iraq,0,Iraq Programs,"EGM Europe, Middle East and Maghreb",0.3,IQ,1,0,A032256002,Closed,4933912.64,B3100,D3100,EDD Europe-Middle East Programming,S4256,Middle East and North Africa,0,4320,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,ANGELHOEVE ASSOCIATES INC.,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.3,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Ministry of Finance (Tanzania) Government of Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.3,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Marie Stopes Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.3,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,ANGELHOEVE ASSOCIATES INC.,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.35,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Ministry of Finance (Tanzania) Government of Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.35,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Marie Stopes Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.35,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,ANGELHOEVE ASSOCIATES INC.,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Ministry of Finance (Tanzania) Government of Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Marie Stopes Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.25,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,ANGELHOEVE ASSOCIATES INC.,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.1,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Ministry of Finance (Tanzania) Government of Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.1,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,2,Marie Stopes Tanzania,Not PBA,2,0,0.1,"Tanzania,Un Rep",0,Tanzania,WGM Sub-Saharan Africa,0.1,TZ,0,0,A032258001,Closed,4066536.31,B4200,D4270,WED Southern & Eastern Africa,S4219,Tanzania Program,0,4224,4066536.31,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.5,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.5,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.2,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.2,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.15,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.15,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.15,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Pooled funding,2,0,0.850000002,Bangladesh,0,Bangladesh,OGM Asia Pacific,0.15,BD,0,0,A032265001,Closed,1311041.55,B4100,D4100,OAD Asia Programming,S4122,Bangladesh Section,0,4122,1311041.55,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,1,1,1.0,Nepal,0,Nepal,OGM Asia Pacific,1.0,NP,1,0,A032267006,Closed,214295.18,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4117,214295.18,0.0,1,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Sri Lanka,0,Sri Lanka,OGM Asia Pacific,1.0,LK,0,0,A032268007,Closed,225144.81,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4118,225144.81,0.0,1,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,0.0,Maldives,0,*Maldives,OGM Asia Pacific,1.0,MV,0,0,A032269007,Closed,79987.72,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4120,79987.72,0.0,1,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Information not available,Not PBA,0,0,0.0,Maldives,0,*Maldives,OGM Asia Pacific,1.0,MV,0,0,A032269007,Closed,79987.72,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4120,79987.72,0.0,1,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,1,Department of Foreign Affairs and International Trade,Not PBA,1,1,1.0,Bhutan,0,*Bhutan,OGM Asia Pacific,1.0,BT,1,0,A032270006,Closed,100000.0,B4100,D4100,OAD Asia Programming,S4130,Philippines and Mongolia,0,4119,100000.0,0.0,1,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,ANGELHOEVE ASSOCIATES INC.,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Northern Alberta Institute of Technology,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,ANGELHOEVE ASSOCIATES INC.,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Northern Alberta Institute of Technology,Not PBA,0,0,1.0,Cuba,0,Cuba,NGM Americas,0.5,CU,0,2,A032272001,Closed,4601977.91,B4400,D4400,NDD Americas Programming,S4450,Cuba,0,4450,4601977.91,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,1.0,PK,0,0,A032274001,Operational,2100000.0,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,2100000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,ANGELHOEVE ASSOCIATES INC.,Not PBA,2,0,1.0,Pakistan,0,Pakistan,OGM Asia Pacific,1.0,PK,0,0,A032274001,Operational,2100000.0,B4100,D4100,OAD Asia Programming,S4141,"OAA Afghanistan, Pakistan and Sri Lanka",0,4124,2100000.0,0.0,0,Directive,Uncoded: Pre-APP,1,0,0
2009/2010,0,International Food Policy Research Institute,Not PBA,2,0,1.0,Nigeria,0,Nigeria,WGM Sub-Saharan Africa,1.0,NG,0,1,A032275001,Closed,2563191.94,B4200,D4207,WWD West & Central Africa,S4287,Central Africa & Great Lakes Program,0,4255,2563191.94,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Oxfam Canada,Not PBA,2,0,1.0,Mozambique,0,Mozambique,WGM Sub-Saharan Africa,0.3,MZ,0,0,A032276001,Closed,6047479.64,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,6047479.64,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Oxfam Canada,Not PBA,2,0,1.0,Mozambique,0,Mozambique,WGM Sub-Saharan Africa,0.7,MZ,0,0,A032276001,Closed,6047479.64,B4200,D4270,WED Southern & Eastern Africa,S4271,Mozambique Program,0,4274,6047479.64,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.4,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Mennonite Economic Development Associates of Canada,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.4,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.4,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Mennonite Economic Development Associates of Canada,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.4,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Department of Foreign Affairs and International Trade,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.2,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Mennonite Economic Development Associates of Canada,Not PBA,2,0,1.0,Nicaragua,0,Nicaragua,NGM Americas,0.2,NI,0,0,A032277001,Closed,2703806.17,B4400,D4400,NDD Americas Programming,S4403,Central Americas Section,0,4410,0.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,AMEC Earth and Environmental International,Not PBA,0,0,0.75,Central America,0,Caribbean Region,NGM Americas,0.5,BZ,0,0,A032281001,Operational,15708000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,15708000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,Caribbean Community Secretariat,Not PBA,0,0,0.75,Central America,0,Caribbean Region,NGM Americas,0.5,BZ,0,0,A032281001,Operational,15708000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,15708000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,KARTINI INTERNATIONAL CONSULTING INC.,Not PBA,0,0,0.75,Central America,0,Caribbean Region,NGM Americas,0.5,BZ,0,0,A032281001,Operational,15708000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,15708000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
2009/2010,0,TDV Global Inc.,Not PBA,0,0,0.75,Central America,0,Caribbean Region,NGM Americas,0.5,BZ,0,0,A032281001,Operational,15708000.0,B4400,D4400,NDD Americas Programming,S4429,Caricom - Adm,1,4434,15708000.0,0.0,0,Responsive,Uncoded: Pre-APP,1,0,0
