ss_d,ss_rgnsm,src_d,tss_d,dc_d,b_frmt,src_ss_d,dscrptn,ss_sbclllr_frctn,ss_tp,ss_strn,rltnshp_tp,cnfdnc_scr,crtd_b,chmbl_d,cll_d,vrnt_d
11056,Rattus norvegicus,1,2048.0,8418,BAO_0000218,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 2.11-3.79,,A,,N,1,Intermediate,CHEMBL627959,,
11057,Rattus norvegicus,1,2048.0,8418,BAO_0000218,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.3-0.36,,A,,N,1,Intermediate,CHEMBL627960,,
11058,Rattus norvegicus,1,2048.0,8418,BAO_0000218,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.36-0.44,,A,,N,1,Intermediate,CHEMBL627961,,
11059,Rattus norvegicus,1,2048.0,8418,BAO_0000218,,Distribution of radioactivity in lung tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.5-0.65,,A,,N,1,Intermediate,CHEMBL627962,,
11060,Rattus norvegicus,1,,9796,BAO_0000218,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL627963,,
11061,Rattus norvegicus,1,,9796,BAO_0000218,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624759,,
11062,Rattus norvegicus,1,,9796,BAO_0000218,,Distribution of radiolabeled compound in intestinal contents of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624760,,
11063,Rattus norvegicus,1,,9796,BAO_0000218,,Distribution of radiolabeled compound in intestinal contents of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624761,,
11064,Rattus norvegicus,1,,9796,BAO_0000218,,Distribution of radiolabeled compound in intestinal contents of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL877607,,
11065,Rattus norvegicus,1,2107.0,9796,BAO_0000218,,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose and excess 8 microg of estradiol; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624762,,
11066,Rattus norvegicus,1,2107.0,9796,BAO_0000218,,Distribution of radiolabeled compound in liver of rat 1 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624763,,
11067,Rattus norvegicus,1,2107.0,9796,BAO_0000218,,Distribution of radiolabeled compound in liver of rat 1 hr after iv administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624764,,
11068,Rattus norvegicus,1,2107.0,9796,BAO_0000218,,Distribution of radiolabeled compound in liver of rat 4 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624765,,
11069,Rattus norvegicus,1,2107.0,9796,BAO_0000218,,Distribution of radiolabeled compound in liver of rat 8 hr after ip administration of dose; fmol equivalents per 100 mg,,A,,N,1,Intermediate,CHEMBL624766,,
11070,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5.4 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL624767,,
11071,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL624768,,
11072,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration (0-6 hr),,A,,N,1,Intermediate,CHEMBL624769,,
11073,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0 - 6 hr),,A,,N,1,Intermediate,CHEMBL624770,,
11074,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr ),,A,,N,1,Intermediate,CHEMBL624771,,
11075,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring K+ excretion in dog at 5 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL624772,,
11076,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL624773,,
11077,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL624774,,
11078,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration (0-5 hr),,A,,N,1,Intermediate,CHEMBL624775,,
11079,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0 - 5 hr),,A,,N,1,Intermediate,CHEMBL624776,,
11080,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr ),,A,,N,1,Intermediate,CHEMBL624777,,
11081,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 27 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL624778,,
11082,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL624779,,
11083,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0 - 5 hr),,A,,N,1,Intermediate,CHEMBL624780,,
11084,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr ),,A,,N,1,Intermediate,CHEMBL624781,,
11085,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL877608,,
11086,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration (0-5 hr),,A,,N,1,Intermediate,CHEMBL624782,,
11087,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 3 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL624783,,
11088,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL624784,,
11089,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL624785,,
11090,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration (0-5 hr),,A,,N,1,Intermediate,CHEMBL624786,,
11091,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr ),,A,,N,1,Intermediate,CHEMBL624787,,
11092,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 81 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL628676,,
11093,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL621842,,
11094,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL621843,,
11095,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration (0-5 hr),,A,,N,1,Intermediate,CHEMBL623873,,
11096,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0 - 5 hr),,A,,N,1,Intermediate,CHEMBL623874,,
11097,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr ),,A,,N,1,Intermediate,CHEMBL623875,,
11098,Rattus norvegicus,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in Rat at 9 mg/kg after ip administration ( 0-5 hr),,A,,N,1,Intermediate,CHEMBL623876,,
11099,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.312 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL623877,,
11100,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.3 mg/kg after ip administration (0-6 hr),,A,,N,1,Intermediate,CHEMBL623878,,
11101,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.625 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL623879,,
11102,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 0.6 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL623880,,
11103,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1.8 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL623881,,
11104,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration (0-6 hr),,A,,N,1,Intermediate,CHEMBL623957,,
11105,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 10 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL623958,,
11106,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 16.2 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL623959,,
11107,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL623960,,
11108,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration (0-6 hr),,A,,N,1,Intermediate,CHEMBL623961,,
11109,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0 - 6 hr),,A,,N,1,Intermediate,CHEMBL623962,,
11110,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 1 mg/kg after ip administration ( 0-6 hr ),,A,,N,1,Intermediate,CHEMBL624676,,
11111,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 20 mg/kg after ip administration ( 0-6 hr),,A,,N,1,Intermediate,CHEMBL624677,,
11112,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration,,A,,N,1,Intermediate,CHEMBL624678,,
11113,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration (0-6 hr),,A,,N,1,Intermediate,CHEMBL624679,,
11114,Canis lupus familiaris,1,,6996,BAO_0000218,,Oral diuretic activity was evaluated by measuring Na+ excretion in dog at 2 mg/kg after ip administration ( 0 - 6 hr),,A,,N,1,Intermediate,CHEMBL624680,,
11115,,1,,11732,BAO_0000218,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 27%,,A,,U,0,Autocuration,CHEMBL624849,,
11116,,1,,11732,BAO_0000218,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 4%,,A,,U,0,Autocuration,CHEMBL624850,,
11117,,1,,11732,BAO_0000218,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 54%,,A,,U,0,Autocuration,CHEMBL874399,,
11118,,1,,11732,BAO_0000218,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 72%,,A,,U,0,Autocuration,CHEMBL624851,,
11119,,1,,11732,BAO_0000218,,Measure of AUCpo/AUCiv x 100% of the parent compound before (free) and after (total) beta-glucuronidase treatment; total 76%,,A,,U,0,Autocuration,CHEMBL624852,,
11120,Rattus norvegicus,1,,13359,BAO_0000218,,Oral bioavailability in rat (dose 10 mg/kg),,A,,U,0,Autocuration,CHEMBL624853,,
11121,Rattus norvegicus,1,,16618,BAO_0000218,,Oral bioavailability in rat (Sprague-Dawley),,A,,U,0,Autocuration,CHEMBL624854,,
11122,Rattus norvegicus,1,,13960,BAO_0000218,,Oral bioavailability in rat,,A,,U,0,Autocuration,CHEMBL624855,,
11123,Rattus norvegicus,1,,13917,BAO_0000218,,Oral bioavailability in rats was determined in vivo,,A,,U,0,Autocuration,CHEMBL624856,,
11124,Canis lupus familiaris,1,,14266,BAO_0000218,,Oral bioavailability in dog,,A,,U,0,Autocuration,CHEMBL882957,,
11125,Simiiformes,1,,12359,BAO_0000218,,Oral bioavailability of compound in monkey,,A,,U,0,Autocuration,CHEMBL624857,,
11126,Rattus norvegicus,1,,12359,BAO_0000218,,Oral bioavailability of compound in rat,,A,,N,1,Intermediate,CHEMBL622202,,
11127,Rattus norvegicus,1,,12359,BAO_0000218,,Bioavailability in rat of PMEA prodrug,,A,,U,0,Autocuration,CHEMBL622203,,
11128,Rattus norvegicus,1,,12359,BAO_0000218,,Oral bioavailability of compound was evaluated relative to that of PMEA in rat; Not determined due to lack of solubility,,A,,N,1,Intermediate,CHEMBL625522,,
11129,Macaca mulatta,1,,10791,BAO_0000218,,Serum conc at 3 hours following 25 mg/kg dose,,A,,U,0,Autocuration,CHEMBL622868,,
11130,Macaca mulatta,1,1088.0,10791,BAO_0000218,,Urine conc 0-5 hours following 25 mg/kg dose,,A,,U,0,Autocuration,CHEMBL622869,,
11131,Macaca mulatta,1,1088.0,10791,BAO_0000218,,Urine conc 0-24 hours following 25 mg/kg dose,,A,,U,0,Autocuration,CHEMBL622870,,
11132,Chlorocebus aethiops,1,,138,BAO_0000218,,Oral bioavailability in African green monkeys; 20-25,,A,,U,0,Autocuration,CHEMBL622871,,
11133,Macaca fascicularis,1,,14521,BAO_0000218,,Oral bioavailability in cynomolgus monkey.,,A,,N,1,Intermediate,CHEMBL620560,,
11134,Canis lupus familiaris,1,,13953,BAO_0000218,,Oral bioavailability in dog,,A,,U,0,Autocuration,CHEMBL620561,,
11135,Canis lupus familiaris,1,,12836,BAO_0000218,,Oral bioavailability in dog at 10 mg/kg oral dose,,A,,N,1,Intermediate,CHEMBL620562,,
11136,Cricetinae,1,,12836,BAO_0000218,,Oral bioavailability in hamster at 10 mg/kg oral dose,,A,,N,1,Intermediate,CHEMBL620563,,
11137,Rattus norvegicus,1,,12836,BAO_0000218,,Oral bioavailability in rat at 10 mg/kg oral dose,,A,,N,1,Intermediate,CHEMBL620564,,
11138,Rattus norvegicus,1,,14521,BAO_0000218,,Oral bioavailability in rat,,A,,U,0,Autocuration,CHEMBL872265,,
11139,Rattus norvegicus,1,,13953,BAO_0000218,,Oral bioavailability in rat,,A,,U,0,Autocuration,CHEMBL620565,,
11140,Eutheria,1,,6799,BAO_0000218,,Oral bioavailability,,A,,U,0,Autocuration,CHEMBL620566,,
11141,,1,,11311,BAO_0000218,,Oral bioavailability was determined; range 49-102%,,A,,U,0,Autocuration,CHEMBL620567,,
11142,Canis lupus familiaris,1,,4013,BAO_0000218,,Oral bioavailability was determined in dogs,,A,,N,1,Intermediate,CHEMBL620568,,
11143,Rattus norvegicus,1,,4013,BAO_0000218,,Oral bioavailability in rat,,A,,U,0,Autocuration,CHEMBL620569,,
11144,Eutheria,1,,17591,BAO_0000218,,Oral bioavailability,,A,,U,0,Autocuration,CHEMBL620570,,
11145,,1,,17591,BAO_0000218,,Oral bioavailability was determined; Not orally available,,A,,U,0,Autocuration,CHEMBL620571,,
11146,Mus musculus,1,,15011,BAO_0000218,,Percent bioavailability was administered by using 0.4% Methyl cellulose (MC) as vehicle to nude mice at a dose of 25 mg/kg (micronized sample),,A,,N,1,Intermediate,CHEMBL620572,,
11147,Mus musculus,1,,15011,BAO_0000218,,Bioavailability in mouse (nude) (dose 0.4% Methylcellulose (MC) as vehicle 25 mg/kg),,A,,U,0,Autocuration,CHEMBL620573,,
11148,Mus musculus,1,,15011,BAO_0000218,,Bioavailability in mouse (nude) using 20% aqueous hydroxypropyl-beta-cyclodextrin (HPbetaCD) as vehicle 25 mg/kg,,A,,U,0,Autocuration,CHEMBL620574,,
11149,Macaca mulatta,1,,9552,BAO_0000218,,Oral bioavailability in Rhesus monkey,,A,,U,0,Autocuration,CHEMBL620575,,
11150,Canis lupus familiaris,1,,9552,BAO_0000218,,Oral bioavailability in dog (female mongrel),,A,,U,0,Autocuration,CHEMBL620576,,
11151,,1,,3639,BAO_0000218,,Percent oral bioavailability of perorally administered compound (30 mg/kg) was tested,,A,,U,0,Autocuration,CHEMBL875846,,
11152,Canis lupus familiaris,1,,13397,BAO_0000218,,Oral bioavailability in dog,,A,,U,0,Autocuration,CHEMBL620577,,
11153,,1,,3031,BAO_0000218,,Percentage Bioavailability was evaluated.,,A,,U,0,Autocuration,CHEMBL620578,,
11154,Rattus norvegicus,1,,12818,BAO_0000218,,Bioavailability in rat administered i.d.,,A,,U,0,Autocuration,CHEMBL620579,,
11155,Eutheria,1,,4847,BAO_0000218,,Bioavailability,,A,,U,0,Autocuration,CHEMBL621248,,
11156,Canis lupus familiaris,1,,12421,BAO_0000218,,Bioavailability in dog (male Beagle) i.v. administration,,A,,U,0,Autocuration,CHEMBL625390,,
11157,Rattus norvegicus,1,,11966,BAO_0000218,,"Bioavailability in rat (dose 20 mg/kg p.o. in 1% methocel, and 5 mg/kg i.v. in PEG400)",,A,,U,0,Autocuration,CHEMBL625391,,
11158,Primates,1,,11218,BAO_0000218,,Bioavailability in monkey (dose 10 mg/kg i.d. or 0.3 mg/kg i.v.),,A,,U,0,Autocuration,CHEMBL872266,,
11159,Rattus norvegicus,1,,13129,BAO_0000218,,Oral bioavailability in rat (Sprague-Dawley) (male),,A,,U,0,Autocuration,CHEMBL625392,,
11160,Rattus norvegicus,1,,12350,BAO_0000218,,The oral bioavailability was measured on rats after oral administration,,A,,N,1,Intermediate,CHEMBL625393,,
