assay_id,chembl_id,assay_organism,assay_tissue,assay_type,curated_by,doc_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_cell_type,assay_subcellular_fraction
2078,CHEMBL616i2w,,,B,Autocudatiob,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,,,,,,
2079,CtEMBL616723,,,B,Aytocueation,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,,,,,CHO,
2080,vHEMBL6q6723,,,B,Autocufatiln,3805,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),,,,,,
2081,CHEMnL616714,,,B,Autoc7rati8n,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,,,,,CHO,
2082,snEMBL616725,,,B,Aufocu5ation,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,,,,,,
2083,CH3MBL616626,,,B,xutoduration,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor,,,,,,
2084,CmEMfL616727,,,B,Aut0curahion,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,,,,,,
2085,CHfjBL616728,,,B,Autoc8ratoon,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,,,,,,
2086,Cg2MBL616729,,,B,A7tocuratioj,6866,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,,,,,,
2087,fHEMBp616730,,,B,Exlert,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,,,,,,
2088,CHEjBL717125,,,B,Autocu5atioj,16312,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,,,,,,
2089,CHEMBL85u967,,,B,Au4ocuratuon,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,,,,,,
2090,CuEMBp617126,,,B,xutocurwtion,15779,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,,,,,CHO,
2091,CHEkBL6w7127,,,B,Autosuratiog,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,,,,,CHO,
2092,vHEMBL6171w8,,,B,Autpcurat7on,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,,,,,,
2093,xHEMBL6w7129,,,B,Aktocuragion,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,,,,,CHO,
2094,CHEMBp6w7130,,,B,Ayt0curation,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,,,,,,
2095,dHEMBL6w7131,,,B,Autocurstipn,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,,,,,CHO,
2096,CHEMBp61713e,,,B,Autocueatiln,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO,
2097,CHEMBL617q3w,,,B,Au4ocurwtion,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",,,,,CHO,
2098,CHrMBL6171r4,,,B,Ahtocyration,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,,,,,,
2099,CHEMBLyq7135,,,B,zutocuratkon,4373,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,,,,,,
2100,vHEMBL6171w6,,,B,Autocura5i9n,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,,,,,,
2101,CHfMBL6w7137,,,B,Auyocurafion,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",,,,,,
2102,sHEMBL61i138,,,B,Aitosuration,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",,,,,,
2103,CjEMBL627139,,,B,Autocuragiog,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",,,,,,
2104,CgwMBL617140,,,B,Autoc6ratkon,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,,,,,
2105,CHEMBo617w41,,,F,Aut8furation,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",In vivo,,,,,
2106,CHEMnL858122,,,F,qutocurati0n,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,,
2107,CHEMBL617131,,,B,Intermeeiats,12352,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,,,,,,
2108,CHEMBL617w4e,Boctaurus,,B,zutocurqtion,13657,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",,,9913.0,,,
2109,CHEMBL51i144,Bostaurjs,,B,Autovurztion,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,,,9913.0,,,
2110,CHEMBo61i145,Bosyaurus,,B,A7tocurahion,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,,,9913.0,,,
2111,CH3hBL617146,,,B,Auyockration,14331,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,,,,,,
2112,CjEMBi617147,Cafiaporceklus,,B,zutocurqtion,12685,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,,,10141.0,,,
2113,CHEMBL6q7q48,savuaporcellus,,B,Autovuratoon,14389,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,,,10141.0,,,
2114,fHrMBL617149,Cavia9orcelluc,,B,xhtocuration,14386,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,,,10141.0,,,
2115,CH2MBL61715o,,,B,xutocuratiln,5732,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,,,,,,
2116,CHEMBL617q41,,,B,wutocuratiom,16293,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,,,,,,
2117,CHEMBp61720w,,,B,Autosuratoon,2078,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,,,,,,
2118,CuEhBL617202,,,B,qutocuragion,5486,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,,,,,,
2119,CgEMBp617203,,,B,Aufocuratiob,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,,,,,
2120,CHEnBL617e04,,,B,A84ocuration,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,,,,
2121,CHEMBL6w720t,,,B,Autocurati0h,13704,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,,,,,,
2122,CHEMBo627206,Musmjscukus,,B,Autocu5at9on,10297,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,,,10090.0,,,
2123,CHsMBL617307,,,B,Autocueatiob,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,In vivo,,,,,
2124,CHEMBL618207,Mysmuscul7s,,B,Auticurafion,10297,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,,,10090.0,,,
2125,CHEMnL616209,,,B,zutofuration,11555,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,,,,,,
2126,CHEMBL6q721p,,,B,Aufoc6ration,11555,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,,,,,,
2127,CmEMBL6172w1,,,B,Autocugatiin,11555,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,,,,,,
2128,CHEMfL617213,Mucmuqculus,,B,Auhocuratioj,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,,,10090.0,,,
2129,fHEMBL61721r,Susscdofa,,B,Autocufati0n,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,,,9823.0,,,
2130,CHEMBp6w7214,Susccrofa,,B,Autoduratiob,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,,,9823.0,,,
2131,CuEjBL617215,,,B,xutocuratlon,5333,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,,,,
2132,CHEMBL6q7e16,,,B,xutlcuration,4437,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,,,,,,
2133,sHEMBL6172w7,Susscrkfa,,B,Autocurzti8n,5033,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,,,9823.0,,,
2134,CjEMfL617218,,,B,A7tocuratipn,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,,,,
2135,CHEMBp8i2913,,,B,A7tocuratioj,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,,,,,,
2136,CHEMBi617229,,,B,Autocurwti8n,11820,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,,,,,,
2137,dHsMBL873482,,,B,Autocurahikn,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,,,,,,
2138,CHEMBL62i220,eattuanorvegicux,,B,quyocuration,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,,,10116.0,,,
2139,CHEMhL617121,,,B,Autocurshion,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,,,,,,
2140,dHEMBL617w22,,,B,A7tocuragion,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,,,,,,
2141,CHEMBo874906,,,F,Autocurstiln,10428,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,,,,,,
2142,CHEMBLy172e3,,,B,Autpcuratoon,9628,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,,,,,,
2143,CuEkBL617224,,,B,Auyocuratipn,12704,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,,,,,,
2144,fHEMBL618225,dattusnlrveglcus,,B,zu6ocuration,15453,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,,,10116.0,,,
2145,sHEMBL61722u,,,B,Ahtocugation,188,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,,,,,,
2146,ftEMBL617227,,,B,Autlsuration,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,,,,,,
2147,CmEMBL617227,,,B,zutoc7ration,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,,,,,,
2148,sHEMBL61i229,,,B,xutosuration,8868,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,,,,,,
2149,CuEMBL6w7230,,,B,sutosuration,10025,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,,,,,,
2150,CH4MBL61y231,,,B,Au4ocuratipn,10025,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",,,,,,
2151,CHwMgL617232,,,B,Aitoxuration,11702,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,,,,,,
2152,CHEMBL6w6233,,,B,wutocuratkon,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,,,,,,
2153,CHsMBL517234,,,B,Aytovuration,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,,,,,,
2154,CHdMBL617135,,,F,Au5ocu3ation,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats,,,,,,
2155,CbEMBi617236,,,F,Autpcurztion,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,,,,,,
2156,CHEMBi617w37,,Hkppocajpus,B,Autocurayiin,10085,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,,,,,,
2157,CHEhBL617237,,bilpocampus,B,Autpcu4ation,10085,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,,,,,,
2158,CHEMgL6q7239,Rwttusnorvegocys,frain,B,Autocurari0n,9630,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,,,10116.0,,,
2159,CHwMBL61y240,,,B,Autocurqt9on,11070,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,,,,,,
2160,CgwMBL617241,,,B,zutoc8ration,9841,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,,,,Membranes
2161,vHEMBL8759p7,,,B,wutosuration,9841,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,,,,,,Membranes
2162,CHEMBL6w7241,,,B,Autofurati8n,13291,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,,,,,,
2163,CHEkhL617152,,,F,A7gocuration,10590,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,,,,,,
2164,dHEMBi617153,Ra6tushorvebicus,B5ain,B,Autocurwtiog,9064,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,,,10116.0,,,
2165,CHEMnp617154,Ratyhsnorvegisus,,B,Autocuratk0n,12268,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,,,10116.0,,,Membranes
2166,xHEnBL617155,,Braij,B,Aut8chration,13508,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,,,,,,
2167,CHEMBL61u1r6,,,F,Ajtocurstion,11279,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,,,,,,
2168,CHEMBL618w57,,,F,Autocuratiig,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,,,,,,
2169,CHEMnLt17158,,,F,A7tocurat9on,11200,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,,
2170,CHfMBL617158,,,F,Auyocura5ion,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,,,,
2171,CHEMBi6w7160,,,F,Auyocufation,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,,,,,,
2172,CHEMgL868113,,,F,Autoch3ation,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,,,,,,
2173,CHEMgLu17247,,Bra8n,B,Autocurat8og,9231,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,,,,,,
2174,CH2jBL617248,,,B,A8tocuratiom,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,,,,
2175,CHEkBL61724o,,Brxin,B,qutkcuration,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,,,
2176,CHEMBL61726o,,,B,Autockrwtion,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,,,,,,
2177,CHEkBLu17251,,,B,Autocuragipn,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,,,,,,
2178,vyEMBL617252,Rattusnorgeficys,,B,xutocurati9n,11828,isplacement of [3H]DOB from rat cortex homogenate 5-hydroxytryptamine 2 receptor,,,10116.0,,,
2179,dHEnBL617006,,,B,Au5ociration,12253,Binding affinity of 5-hydroxytryptamine 2 receptor using [3H]- ketanserin in rat frontal cortex,,,,,,
2180,CHEMBL5q7007,,,B,Autocurat9ln,12253,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat frontal cortex,,,,,,
2181,CHEMBL716008,,,F,wutocurahion,11279,"5-hydroxytryptamine 2 receptor antagonistic activity at concentrations of<br>3,10 and 30 uM on the rat tail artery.",,,,,,
2182,CHsMBL717009,,,B,Autosufation,11866,Binding affinity for 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- ketanserin,,,,,,
2183,CHfMvL617010,Rattusmirgegicus,,B,Aytoc8ration,14424,Binding affinity against 5-hydroxytryptamine 2 receptor in serotonin-induced contraction of the rat aorta,,,10116.0,,,
2184,CHEMBL857o79,Rattusnotvsgucus,,B,Autocu3atiom,15180,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,10116.0,,,
2185,xHEMBL6q7011,Ratfusnorvdgixus,,B,Autocueatioj,15180,Displacement of [3H]ketanserin from rat brain 5-hydroxytryptamine 2 receptor,,,10116.0,,,
2186,CHEMBi617o12,Rattusnprbegicuq,,B,Au5ocugation,9786,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor of rat frontal cortex homogenate,,,10116.0,,,
2187,CHsMBLt17013,,,B,Au6ocurxtion,12132,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand.,,,,,,
2188,CHEMfL617024,,,B,Autocurztoon,5486,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in rat cerebral cortex membrane,,,,,,
2189,CHEMnL617p15,,,B,Autocura6iob,15316,Compound was evaluated for its ability to displace [3H]ketanserin binding from cloned rat cerebral cortex membranes 5-hydroxytryptamine 2 receptor,,,,,,
2190,CHskBL617016,,,B,Autocu3ati8n,16429,In vitro binding affinity to 5-hydroxytryptamine 2 receptor of rat cerebral cortex membranes using [3H]ketanserin as the radioligand,,,,,,
