ss_d,ss_sbclllr_frctn,tss_d,ss_tx_d,crtd_b,ss_rgnsm,dc_d,chmbl_d,td,ss_strn,cll_d,ss_tss,dscrptn,vrnt_d,ss_tp,src_d,rltnshp_tp,cnfdnc_scr,src_ss_d,b_frmt
600,,,10141.0,Autocuration,Cavia porcellus,11574,CHEMBL615470,51,,,,Binding affinity against 5-hydroxytryptamine 1A receptor,,B,1,H,8,,BAO_0000357
601,,,10141.0,Autocuration,Cavia porcellus,13114,CHEMBL615471,51,,,,Compound is evaluated for in vitro receptor binding affinity against 5-hydroxytryptamine 1A receptor,,B,1,H,8,,BAO_0000357
602,,,10141.0,Autocuration,Cavia porcellus,13181,CHEMBL615472,51,,,,Binding affinity was determined against 5-hydroxytryptamine 1A receptor,,B,1,H,8,,BAO_0000357
603,,10000000.0,10141.0,Autocuration,Cavia porcellus,10639,CHEMBL883242,106,,,Hippocampus,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,,B,1,H,8,,BAO_0000221
604,,10000000.0,10141.0,Autocuration,Cavia porcellus,10639,CHEMBL615473,106,,,Hippocampus,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1A receptor of guinea pig hippocampus,,F,1,H,8,,BAO_0000221
605,,,10029.0,Autocuration,Cricetulus griseus,11883,CHEMBL615474,11863,,449.0,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand in CHO cells (sc),,B,1,H,8,,BAO_0000218
606,,,,Autocuration,,17785,CHEMBL615475,51,,,,Fraction involved in salt bridge interactions with Asp3:11 part of the 5-hydroxytryptamine 1A receptor,,B,1,H,8,,BAO_0000357
607,,,,Autocuration,,1558,CHEMBL615476,51,,308.0,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-HT 1A receptor in HeLa cells; value ranges from 85-370,,F,1,H,8,,BAO_0000219
608,,,,Autocuration,,1558,CHEMBL615477,51,,308.0,,Compound was tested for its ability to inhibit forskolin-stimulated activity of adenylate cyclase coupled to human 5-hydroxytryptamine 1A receptor in HeLa cells; value ranges from 95-320,,F,1,H,8,,BAO_0000219
609,,,,Autocuration,,15740,CHEMBL615478,51,,,,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000019
610,,,,Autocuration,,17624,CHEMBL615160,51,,449.0,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000219
611,,,,Expert,,17624,CHEMBL615161,51,,449.0,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000219
612,,,,Autocuration,,17624,CHEMBL615162,51,,449.0,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=Not determined,,F,1,H,8,,BAO_0000219
613,,,,Autocuration,,17624,CHEMBL615163,51,,449.0,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing human 5-hydroxytryptamine 1A receptor; nd=not determined,,F,1,H,8,,BAO_0000219
614,,,,Expert,,17624,CHEMBL615164,51,,449.0,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,B,1,H,8,,BAO_0000219
615,,,,Expert,,17624,CHEMBL615165,51,,449.0,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,B,1,H,8,,BAO_0000219
616,,,,Autocuration,,17624,CHEMBL615166,51,,449.0,,Effective concentration against human 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells; nd=not determined,,B,1,H,8,,BAO_0000219
617,,,,Autocuration,,14256,CHEMBL615167,51,,,,In vitro potency at human 5-hydroxytryptamine 1A receptor in inhibiting forskolin-stimulated accumulation of intracellular cAMP,,F,1,H,8,,BAO_0000219
618,,,9606.0,Expert,Homo sapiens,3445,CHEMBL615168,51,,308.0,,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,,B,1,D,9,,BAO_0000219
619,,,9606.0,Expert,Homo sapiens,3445,CHEMBL615169,51,,308.0,,Stimulation of [35S]- GIPyS binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells; Inverse,,B,1,D,9,,BAO_0000219
620,,,9606.0,Expert,Homo sapiens,17200,CHEMBL615170,51,,449.0,,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor,,B,1,D,9,,BAO_0000219
621,,,9606.0,Expert,Homo sapiens,17200,CHEMBL615171,51,,449.0,,Tested for functional response on CHO cells expressing cloned human 5-hydroxytryptamine 1A receptor; Not determined,,B,1,D,9,,BAO_0000219
622,,,,Autocuration,,15180,CHEMBL615694,51,,,,Eudisimic ratio(ER) is the antilog of the defference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000019
623,,,,Autocuration,,15180,CHEMBL615695,51,,,,Eudisimic ratio(ER) is the antilog of the difference between the pKb and pD2 values against 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000019
624,,,,Autocuration,,16026,CHEMBL615696,51,,,,"Percent of maximum effect on binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor",,F,1,H,8,,BAO_0000019
625,,,,Autocuration,,2759,CHEMBL615697,51,,449.0,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,F,1,H,8,,BAO_0000219
626,,,9606.0,Expert,Homo sapiens,2759,CHEMBL859410,51,,449.0,,Agonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),,F,1,D,9,,BAO_0000219
627,,,,Autocuration,,2759,CHEMBL615841,51,,449.0,,Agonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,F,1,H,8,,BAO_0000219
628,,,9606.0,Expert,Homo sapiens,2759,CHEMBL615842,51,,449.0,,Agonistic efficacy in adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,F,1,D,9,,BAO_0000219
629,,,,Autocuration,,2759,CHEMBL835003,51,,449.0,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,F,1,H,8,,BAO_0000219
630,,,,Autocuration,,2759,CHEMBL615843,51,,449.0,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 1),,F,1,H,8,,BAO_0000219
631,,,9606.0,Expert,Homo sapiens,2759,CHEMBL615979,51,,449.0,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 1),,F,1,D,9,,BAO_0000219
632,,,,Autocuration,,2759,CHEMBL615980,51,,449.0,,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor (experiment 2),,F,1,H,8,,BAO_0000219
633,,,9606.0,Expert,Homo sapiens,2759,CHEMBL615981,51,,449.0,,Antagonistic efficacy as adenylyl cyclase assay in CHO cells expressing human 5-HT1A receptor (experiment 2),,F,1,D,9,,BAO_0000219
634,,,9606.0,Expert,Homo sapiens,3445,CHEMBL615982,51,,,,Percent efficacy against cloned human 5-hydroxytryptamine 1A receptor normalized to the maximal 5-HT response,,F,1,D,9,,BAO_0000019
635,,,9606.0,Expert,Homo sapiens,5272,CHEMBL615983,51,,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,F,1,D,9,,BAO_0000019
636,,,9606.0,Expert,Homo sapiens,5272,CHEMBL615984,51,,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor in vitro using a [35S]GTP-gamma-S, No data",,F,1,D,9,,BAO_0000019
637,,,9606.0,Expert,Homo sapiens,5272,CHEMBL615985,51,,,,"Agonist activity at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S,",,F,1,D,9,,BAO_0000019
638,,,,Autocuration,,17624,CHEMBL615986,51,,449.0,,Agonistic effect against 5-HT1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,F,1,H,8,,BAO_0000219
639,,,,Autocuration,,17624,CHEMBL615987,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,F,1,H,8,,BAO_0000219
640,,,,Autocuration,,17624,CHEMBL615988,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,F,1,H,8,,BAO_0000219
641,,,,Expert,,17624,CHEMBL615989,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells,,F,1,H,8,,BAO_0000219
642,,,,Autocuration,,17624,CHEMBL615990,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=Not determined,,F,1,H,8,,BAO_0000219
643,,,,Autocuration,,17624,CHEMBL615991,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using cAMP as radioligand relative to 5-HT in inhibiting forskolin-stimulated adenylate cyclase activity in CHO cells; nd=not determined,,F,1,H,8,,BAO_0000219
644,,,,Autocuration,,17624,CHEMBL615992,51,,449.0,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,F,1,H,8,,BAO_0000219
645,,,,Autocuration,,17624,CHEMBL615993,51,,449.0,,Agonistic effect against 5-HT 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=Not determined,,F,1,H,8,,BAO_0000219
646,,,,Expert,,17624,CHEMBL615994,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,F,1,H,8,,BAO_0000219
647,,,,Autocuration,,17624,CHEMBL615995,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT; nd=not determined,,F,1,H,8,,BAO_0000219
648,,,,Autocuration,,17624,CHEMBL615996,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35S]GTP-gamma-S as radioligand in CHO cells relative to 5-HT,,F,1,H,8,,BAO_0000219
649,,,,Autocuration,,17624,CHEMBL615997,51,,449.0,,Agonistic effect against 5-hydroxytryptamine 1A receptor using [35]GTPgammaS as radioligand in CHO cells relative to 5-HT; nd=Not determined,,F,1,H,8,,BAO_0000219
650,,,,Autocuration,,6563,CHEMBL615998,51,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,F,1,H,8,,BAO_0000019
651,,,,Autocuration,,6563,CHEMBL615999,51,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,F,1,H,8,,BAO_0000019
652,,,,Autocuration,,6563,CHEMBL616000,51,,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,F,1,H,8,,BAO_0000019
653,,,,Autocuration,,17296,CHEMBL616001,51,,722.0,,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,F,1,H,8,,BAO_0000219
654,,,9606.0,Expert,Homo sapiens,6876,CHEMBL616002,51,,,,"Evaluated for stimulation at 1 uM concentration expressed as percent of the maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine",,F,1,D,9,,BAO_0000019
655,,,,Expert,,6876,CHEMBL616003,51,,,,"Stimulation of percent maximal [35S]GTP-gamma-S, binding induced by 5-hydroxytryptamine at 1 uM; nd = not determined",,F,1,H,8,,BAO_0000019
656,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616004,51,,,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor,,F,1,D,9,,BAO_0000019
657,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616005,51,,,,In vitro agonist activity at the 5-hydroxytryptamine 1A receptor; No data,,F,1,D,9,,BAO_0000019
658,,,,Autocuration,,5548,CHEMBL616006,51,,,,"Maximal response as a result of 5-HT1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,F,1,H,8,,BAO_0000019
659,,,,Expert,,5548,CHEMBL616007,51,,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding",,F,1,H,8,,BAO_0000019
660,,,,Autocuration,,5548,CHEMBL616008,51,,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,F,1,H,8,,BAO_0000019
661,,,,Autocuration,,5548,CHEMBL616009,51,,,,"Maximal response as a result of 5-hydroxytryptamine 1A receptor-mediated stimulation of [35S]GTP-gamma-S, binding; Not determined",,F,1,H,8,,BAO_0000019
662,,,,Expert,,5929,CHEMBL616010,51,,,,"Maximal stimulation of expressed human 5-hydroxytryptamine 1A receptor assayed by [35S]GTP-gamma-S, binding",,F,1,H,8,,BAO_0000019
663,,,9606.0,Expert,Homo sapiens,5929,CHEMBL616011,51,,,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND means not determined",,F,1,D,9,,BAO_0000019
664,,,9606.0,Expert,Homo sapiens,5929,CHEMBL615740,51,,,,"Maximal response towards 5-hydroxytryptamine 1A receptor in human using [35S]GTP-gamma-S, as radioligand; ND=Not determined",,F,1,D,9,,BAO_0000019
665,,,,Autocuration,,16245,CHEMBL615741,51,,,,"Maximal stimulation was expressed as percentage of the maximal 5-HT response in the [35S]GTP-gamma-S, binding assay on 5-hydroxytryptamine 1A receptor",,F,1,H,8,,BAO_0000019
666,,,,Expert,,5640,CHEMBL615742,51,,,,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,F,1,H,8,,BAO_0000019
667,,,,Autocuration,,5640,CHEMBL615743,51,,,,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Emin (%): not determined",,F,1,H,8,,BAO_0000019
668,,,,Autocuration,,14509,CHEMBL615744,51,,449.0,,Antagonist activity was measured against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay,,F,1,H,8,,BAO_0000219
669,,,,Expert,,14509,CHEMBL615745,51,,449.0,,Antagonist activity against CHO cells expressing the human 5-hydroxytryptamine 1A receptor in a forskolin stimulated adenylate cyclase (FSC) assay.,,F,1,H,8,,BAO_0000219
670,,,,Autocuration,,15331,CHEMBL615746,51,,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,B,1,H,8,,BAO_0000357
671,,,,Autocuration,,15331,CHEMBL615747,51,,,,Affinity of compound towards 5-hydroxytryptamine 1A receptor was evaluated using radioligand binding technique,,B,1,H,8,,BAO_0000357
672,,,,Autocuration,,6563,CHEMBL615748,51,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,F,1,H,8,,BAO_0000019
673,,,,Autocuration,,6563,CHEMBL615749,51,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay; NA indicates not available",,F,1,H,8,,BAO_0000019
674,,,,Autocuration,,6563,CHEMBL615750,51,,,,Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by forskolin stimulated cAMP assay,,F,1,H,8,,BAO_0000019
675,,,9606.0,Expert,Homo sapiens,6563,CHEMBL616259,51,,,,Forskolin stimulated cAMP assessment of agonist activity for 5-hydroxytryptamine 1A receptor,,F,1,D,9,,BAO_0000019
676,,,,Autocuration,,6563,CHEMBL616260,51,,,,"Agonistic activity of compound towards 5-hydroxytryptamine 1A receptor was evaluated by [35S]GTP-gamma-S, stimulated cAMP assay",,F,1,H,8,,BAO_0000019
677,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616261,51,,,,Antagonism of 5-hydroxytryptamine 1A receptor determined in vitro,,F,1,D,9,,BAO_0000019
678,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616262,51,,,,"Antagonism of 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,F,1,D,9,,BAO_0000019
679,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616263,51,,,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,F,1,D,9,,BAO_0000019
680,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616264,51,,,,Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro; No data,,F,1,D,9,,BAO_0000019
681,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616265,51,,,,Antagonism at the 5-hydroxytryptamine 1A receptor in vitro,,F,1,D,9,,BAO_0000019
682,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616266,51,,,,"Antagonism at the 5-hydroxytryptamine 1A receptor was determined in vitro using a [35S]GTP-gamma-S,",,F,1,D,9,,BAO_0000019
683,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616267,51,,,,"Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro using a [35S]GTP-gamma-S, No data",,F,1,D,9,,BAO_0000019
684,,,9606.0,Expert,Homo sapiens,5272,CHEMBL616268,51,,,,Antagonism at the 5-hydroxytryptamine 1A receptor determined in vitro; No data,,F,1,D,9,,BAO_0000019
685,,,9606.0,Expert,Homo sapiens,16146,CHEMBL616269,51,,,,Inhibition of human 5-hydroxytryptamine 1A receptor,,B,1,D,9,,BAO_0000357
686,,,,Autocuration,,17624,CHEMBL884528,51,,449.0,,Binding affinity against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,B,1,H,8,,BAO_0000219
687,,,,Expert,,13706,CHEMBL616270,105,,722.0,,Displacement of [3H]-5-HT from human 5-hydroxytryptamine 1D receptor alpha expressed in HEK 293 cells,,B,1,D,9,,BAO_0000219
688,,,,Autocuration,,15250,CHEMBL616271,51,,449.0,,Compound was tested for the displacement of [3H]5-HT binding to cloned 5-hydroxytryptamine 1A receptor stably expressed in CHO cells,,B,1,H,8,,BAO_0000219
689,,,,Autocuration,,17624,CHEMBL616272,51,,449.0,,Effective concentration against binding of radioligand [35S]GTP-gamma-S in CHO cells expressing 5-hydroxytryptamine 1A receptor,,F,1,H,8,,BAO_0000219
690,,,,Expert,,6861,CHEMBL616273,51,,,,In vitro binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT in human CYP3A4 assay,,B,1,H,8,,BAO_0000357
691,,,9606.0,Expert,Homo sapiens,17200,CHEMBL616274,51,,,,In vitro inhibitory concentration required against [3H]8-OH-DPAT binding to cloned human 5-hydroxytryptamine 1A receptor,,B,1,D,9,,BAO_0000357
692,,,,Autocuration,,17624,CHEMBL616275,51,,449.0,,Inhibition concentration against 5-HT 1A receptor using cAMP as radioligand in CHO cells,,B,1,H,8,,BAO_0000219
693,,,,Autocuration,,17624,CHEMBL616276,51,,449.0,,Inhibition concentration against 5-hydroxytryptamine 1A receptor using cAMP as radioligand in CHO cells,,B,1,H,8,,BAO_0000219
694,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616277,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration,,F,1,U,0,,BAO_0000218
695,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616278,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by po administration; Inactive,,F,1,U,0,,BAO_0000218
696,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616279,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration,,F,1,U,0,,BAO_0000218
697,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616280,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,F,1,U,0,,BAO_0000218
698,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616281,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Partial response at the highest dose tested,,F,1,U,0,,BAO_0000218
699,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616282,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain hemispheral area by sc administration; Inactive,,F,1,U,0,,BAO_0000218
700,,,10116.0,Autocuration,Rattus norvegicus,12058,CHEMBL616283,22226,,,,Effective dose for half-maximal decrease in the accumulation of 5-hydroxytryptophan (5-HTP) in reserpinized rat brain limbic area by po administration,,F,1,U,0,,BAO_0000218
