assay_id,tissue_id,assay_cell_type,assay_tissue,assay_organism,src_assay_id,assay_type,assay_subcellular_fraction,cell_id,relationship_type,doc_id,bao_format,chembl_id,tid,assay_category,curated_by,description,assay_test_type,assay_tax_id
884,,,,,,B,,,H,3805,BAO_0000357,CHEMBL615797,51,,Autocuration,In vitro binding affinity against human 5-hydroxytryptamine 1A receptor at a concentration of 100 (nM),,
885,,,,,,B,,,H,5640,BAO_0000357,CHEMBL615798,51,,Autocuration,In vitro binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
886,,,,,,B,,,H,6563,BAO_0000357,CHEMBL872870,51,,Autocuration,Inhibition of [3H]8-OH-DPAT binding to human 5-hydroxytryptamine 1A receptor at 1000 nM compound concentration,,
887,,,,,,B,,,H,5548,BAO_0000357,CHEMBL615799,51,,Autocuration,Inhibitory activity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand at 100 nM concentration,,
888,,,,,,B,,,H,6347,BAO_0000357,CHEMBL615800,51,,Autocuration,Percent binding affinity against 5-hydroxytryptamine 1A receptor,,
889,,HEK293,,,,F,,722.0,H,17296,BAO_0000219,CHEMBL615801,51,,Autocuration,Intrinsic activity for human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
890,,,,,,B,,,H,13047,BAO_0000019,CHEMBL615802,51,,Autocuration,Binding affinity against 5-hydroxytryptamine 1 receptor using rabbit jugular vein assay in the absence of endothelium,,
891,,,,,,B,,,H,15740,BAO_0000357,CHEMBL615803,51,,Autocuration,Dissociation constant against human 5-hydroxytryptamine 1A receptor receptor,,
892,,,,,,F,,,H,5640,BAO_0000019,CHEMBL835002,51,,Expert,"Inhibition of 5-HT induced [35S]GTP-gamma-S, binding at human cloned 5-HT 1A receptors.",,
893,,,,,,F,,,H,5640,BAO_0000019,CHEMBL615804,51,,Autocuration,"5-hydroxytryptamine 1A receptor antagonism was evaluated by the ability to inhibit [35S]GTP-gamma-S, binding that was induced by 5-HT; Ki (nM): not determined",,
894,,HeLa,,,,B,,308.0,H,17211,BAO_0000219,CHEMBL615805,51,,Expert,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor,,
895,,CHO,,,,B,,449.0,H,4751,BAO_0000219,CHEMBL615806,51,,Autocuration,Ability to displace [3H]8-OH-DPAT from CHO cells stably transfected with human 5-hydroxytryptamine 1A receptor,,
896,,,,Homo sapiens,,B,,,D,6491,BAO_0000357,CHEMBL615807,51,,Expert,Affinity towards human 5-hydroxytryptamine 1A serotonin receptor,,9606.0
897,,,,,,B,,,H,4707,BAO_0000357,CHEMBL615808,51,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT-as radioligand,,
898,,,,Homo sapiens,,B,,,D,13910,BAO_0000357,CHEMBL615809,51,,Expert,Binding affinity against 5-hydroxytryptamine 1A receptor,,9606.0
899,,HeLa,,,,B,,308.0,H,16190,BAO_0000219,CHEMBL615810,51,,Autocuration,Binding affinity against 5-hydroxytryptamine 1A receptor in HeLa cells was determined using [3H]5-HT,,
900,,,,,,B,,,H,16633,BAO_0000357,CHEMBL615811,51,,Autocuration,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
901,,CHO,,,,B,,449.0,H,11898,BAO_0000219,CHEMBL615812,51,,Autocuration,Binding affinity against [3H]- -8-OH-DPAT -labeled 5-hydroxytryptamine 1A sites in cloned CHO cells,,
902,,CHO,,,,B,,449.0,H,11898,BAO_0000219,CHEMBL615751,51,,Autocuration,Binding affinity against [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor sites in cloned CHO cells,,
903,,,,,,B,,,H,14331,BAO_0000357,CHEMBL615752,51,,Autocuration,Binding affinity against human 5-hydroxytryptamine 1A receptor,,
904,,CHO,,,,B,,449.0,H,17624,BAO_0000219,CHEMBL615753,51,,Expert,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand,,
905,,CHO,,,,B,,449.0,H,17624,BAO_0000219,CHEMBL615754,51,,Autocuration,Binding affinity against human 5-hydroxytryptamine 1A receptor in CHO cells labeled with [3H]8-OH-DPAT radioligand; nd=not determined,,
906,,,,,,B,,,H,3307,BAO_0000357,CHEMBL615755,51,,Autocuration,Binding affinity of compound to human 5-hydroxytryptamine 1A receptor,,
907,,CHO,,Homo sapiens,,B,,449.0,D,6563,BAO_0000219,CHEMBL615756,51,,Expert,Displacement of [3H]8-OH-DPAT from human 5-hydroxytryptamine 1A receptor expressed in CHO cells,,9606.0
908,,,,,,B,,,H,14165,BAO_0000019,CHEMBL615757,51,,Autocuration,Binding affinity for 5-hydroxytryptamine 1A receptor in HeLa transfected cell type using [3H]8-OH-DPAT as radioligand,,
909,,,,,,B,,,H,5732,BAO_0000357,CHEMBL615758,51,,Autocuration,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,
910,,,,,,B,,,H,13366,BAO_0000357,CHEMBL615759,51,,Expert,In vitro affinity at human cloned 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,
911,,,,,,B,,,H,17626,BAO_0000357,CHEMBL615760,51,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1A receptor,,
912,,HeLa,,,,B,,308.0,H,6588,BAO_0000219,CHEMBL615761,51,,Expert,Binding affinity towards human 5-hydroxytryptamine 1A receptor by the displacement of [3H]5-HT radioligand from the cloned receptor expressed in HeLa cells,,
913,,,,,,B,,,H,16209,BAO_0000357,CHEMBL872104,51,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 1A receptor was determined using [3H]-5-HT as radioligand,,
914,,,,,,B,,,H,15463,BAO_0000357,CHEMBL615762,51,,Autocuration,Binding affinity towards recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,
915,,,,,,B,,,H,15463,BAO_0000357,CHEMBL615763,51,,Autocuration,Binding affinity towards recombinant human Compound at 1 uM was tested for the inhibition of radioligand [3H]8-OH-DPAT binding to recombinant human 5-hydroxytryptamine 1A receptor was determined using [3H]8-OH-DPAT as radioligand,,
916,,,,,,B,,,H,14770,BAO_0000357,CHEMBL615764,51,,Autocuration,Binding affinity for recombinant human 5-hydroxytryptamine 1A receptor using [3H]5-HT as radioligand.,,
917,,Cell line,,,,B,,1167.0,H,16245,BAO_0000219,CHEMBL615765,51,,Autocuration,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines (He La),,
918,,,,,,B,,,H,16245,BAO_0000019,CHEMBL615766,51,,Autocuration,Binding affinity on human cloned 5-hydroxytryptamine 1A receptor transfected in human cell lines(He La),,
919,,,,,,B,,,H,5548,BAO_0000357,CHEMBL615767,51,,Autocuration,Binding affinity towards 5-HT1A receptor using [3H]8-OH-DPAT as radioligand,,
920,,,,,,B,,,H,5548,BAO_0000357,CHEMBL615768,51,,Expert,Binding affinity was determined towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
921,,,,,,B,,,H,5548,BAO_0000357,CHEMBL615769,51,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
922,,,,,,B,,,H,6876,BAO_0000357,CHEMBL615770,51,,Expert,Binding affinity was evaluated at 5-hydroxytryptamine 1A receptor labeled with [3H]-8-OH-DPAT,,
923,,,,,,B,,,H,2598,BAO_0000357,CHEMBL615771,51,,Autocuration,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
924,,,,,,B,,,H,17785,BAO_0000357,CHEMBL615772,51,,Expert,Binding affinity to human 5-hydroxytryptamine 1A receptor was measured using [3H]-8-hydroxy-2-(di-n-propylamine) tetraline [3H]8-OH-DPAT) as radioligand,,
925,,,,,,B,,,H,6013,BAO_0000357,CHEMBL615773,51,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1A receptor,,
926,,,,,,B,,,H,5929,BAO_0000357,CHEMBL615774,51,,Expert,Binding affinity towards 5-hydroxytryptamine 1A receptor in human using [3H]8-OH-DPAT as radioligand,,
927,,,,,,B,,,H,16633,BAO_0000357,CHEMBL615775,51,,Autocuration,Binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
928,,,,,,B,,,H,1558,BAO_0000357,CHEMBL615776,51,,Autocuration,Binding affinity towards cloned human 5-hydroxytryptamine 1A receptor was determined,,
929,,,,,,B,,,H,16026,BAO_0000357,CHEMBL615777,51,,Expert,Binding affinity towards human cloned 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
930,,,,,,B,,,H,12469,BAO_0000219,CHEMBL615778,51,,Autocuration,Binding affinity was measured on 5-hydroxytryptamine 1A receptor in AK cells transfected with human 5-HT1A gene labeled with [3H]-8-OH-DPAT,,
931,,,,Homo sapiens,,B,,,D,15874,BAO_0000357,CHEMBL615779,51,,Expert,Binding affinity was measured on cloned Human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,9606.0
932,,,,,,B,,,H,15874,BAO_0000357,CHEMBL615780,51,,Autocuration,Binding affinity was measured on cloned human 5-hydroxytryptamine 1A receptor which is labeled by [3H]8-OH-DPAT,,
933,,,,,,B,,,H,3935,BAO_0000357,CHEMBL616298,51,,Autocuration,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1A receptor,,
934,,,,,,B,,,H,15818,BAO_0000357,CHEMBL616299,51,,Autocuration,Compound was evaluated for its binding affinity towards human 5-hydroxytryptamine 1A receptor,,
935,,CHO-K1,,,,B,,485.0,H,13706,BAO_0000219,CHEMBL616300,51,,Autocuration,Compound was tested for binding affinity against cloned human 5-hydroxytryptamine 1A receptor expressed in CHO-K1 cells.,,
936,,CHO-K1,,,,F,,485.0,H,13729,BAO_0000219,CHEMBL616301,51,,Expert,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1A receptor in CHO-K1 cells,,
937,,,,,,B,,,H,15413,BAO_0000019,CHEMBL616302,51,,Autocuration,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor,,
938,,,,,,B,,,H,15413,BAO_0000019,CHEMBL616117,51,,Autocuration,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 1),,
939,,,,,,B,,,H,15413,BAO_0000019,CHEMBL616118,51,,Autocuration,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor (Experiment 2),,
940,,,,,,B,,,H,15413,BAO_0000019,CHEMBL616119,51,,Autocuration,In vitro inhibition of [3H]- 8-OH-DPAT binding to cloned cell line containing human 5-hydroxytryptamine 1A receptor by Panlabs assay,,
941,,HeLa,,Homo sapiens,,B,,308.0,D,3445,BAO_0000219,CHEMBL616120,51,,Expert,Displacement of specific [3H]- 5-HT binding to cloned human 5-hydroxytryptamine 1A receptor stably expressed in HeLa cells,,9606.0
942,,,,,,B,,,H,15740,BAO_0000357,CHEMBL616121,51,,Autocuration,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,
943,,,,,,B,,,H,15740,BAO_0000357,CHEMBL616122,51,,Autocuration,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor receptor,,
944,,,,,,B,,,H,17626,BAO_0000357,CHEMBL616123,51,,Autocuration,In vitro binding affinity tested on human 5-hydroxytryptamine 1A receptor,,
945,,,,Homo sapiens,,B,,,D,4234,BAO_0000357,CHEMBL616124,51,,Expert,In vitro binding affinity to human 5-hydroxytryptamine 1A receptor,,9606.0
946,,,,,,B,,,H,5640,BAO_0000357,CHEMBL616125,51,,Expert,In vitro binding affinity at 5-hydroxytryptamine 1A receptor by [3H]8-OH-DPAT displacement.,,
947,,,,Rattus norvegicus,,B,,,H,5272,BAO_0000357,CHEMBL616126,51,,Expert,In vitro binding affinity towards Human 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT,,10116.0
948,,CHO,,,,B,,449.0,H,4622,BAO_0000219,CHEMBL616127,51,,Autocuration,In vitro binding affinity towards cloned human 5-hydroxytryptamine 1A receptor expressed in Chinese hamster ovary (CHO) cells using [3H]8-OH-DPAT as radioligand,,
949,,,,,,B,,,H,17085,BAO_0000019,CHEMBL616128,51,,Expert,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor,,
950,,,,,,B,,,H,3025,BAO_0000357,CHEMBL616129,51,,Autocuration,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT radioligand,,
951,,,,,,B,,,H,15315,BAO_0000357,CHEMBL616130,51,,Expert,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,
952,,,,,,B,,,H,15267,BAO_0000357,CHEMBL616131,51,,Autocuration,Inhibition of [3H]- OH-DPAT binding against 5-hydroxytryptamine 1A receptor from human recombinant,,
953,,HeLa,,,,B,,308.0,H,17158,BAO_0000219,CHEMBL616132,51,,Autocuration,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor serotonergic receptor in human HeLa cells,,
954,,HeLa,,Homo sapiens,,B,,308.0,D,14214,BAO_0000219,CHEMBL616133,51,,Expert,Receptor binding affinity for cloned human 5-hydroxytryptamine 1A receptor in HeLa cells,,9606.0
955,,,,,,B,,,H,17133,BAO_0000357,CHEMBL616134,51,,Autocuration,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
956,,,,,,B,,,H,16532,BAO_0000357,CHEMBL616135,51,,Autocuration,The binding affinity at the 5-hydroxytryptamine 1A receptor determined using [3H]5-CT,,
957,,,,Homo sapiens,,B,,,D,2391,BAO_0000357,CHEMBL616136,51,,Expert,Affinity for 5-hydroxytryptamine 1A receptor subtype,,9606.0
958,,,,,,B,,,H,14447,BAO_0000019,CHEMBL616137,51,,Autocuration,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes,,
959,,,,,,B,,,H,14447,BAO_0000019,CHEMBL872105,51,,Autocuration,The compound was tested for CNS binding affinity towards 5-hydroxytryptamine 1A receptor from cloned Human membranes.,,
960,,,,,,B,,,H,15086,BAO_0000357,CHEMBL616138,51,,Autocuration,The compound was tested for binding affinity against 5-hydroxytryptamine 1A receptor receptor,,
961,,,,Homo sapiens,,B,,,D,13051,BAO_0000357,CHEMBL616139,51,,Expert,Binding affinity for cloned human 5-hydroxytryptamine 1A receptor,,9606.0
962,,,,,,F,,,H,16026,BAO_0000019,CHEMBL616140,51,,Autocuration,"Ability to influence the binding of [35S]GTP-gamma-S, to HeLa cell membranes expressing the human 5-hydroxytryptamine 1A receptor; Not active",,
963,,,,,,B,,,H,17085,BAO_0000019,CHEMBL616141,51,,Expert,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1A receptor; ND means not determined,,
964,,,,,,B,,,H,17133,BAO_0000357,CHEMBL616142,51,,Autocuration,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand,,
965,,,,,,B,,,H,17133,BAO_0000357,CHEMBL616143,51,,Autocuration,Tested in vitro for its ability to bind to 5-hydroxytryptamine 1A receptor using [3H]8-OH-DPAT as radioligand; ND means Not determined,,
966,,HeLa,,,,B,,308.0,H,17211,BAO_0000219,CHEMBL616144,51,,Autocuration,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
967,,HeLa,,,,B,,308.0,H,17211,BAO_0000219,CHEMBL616145,51,,Autocuration,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT=not tested,,
968,,HeLa,,,,B,,308.0,H,17211,BAO_0000219,CHEMBL616012,51,,Autocuration,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
969,,HeLa,,,,B,,308.0,H,17211,BAO_0000219,CHEMBL616013,51,,Autocuration,Ability to displace [3H]5-CT (2.0 nM) from HeLa cells of human 5-hydroxytryptamine 1A receptor; NT denotes not tested,,
970,,,,,,F,,,H,16394,BAO_0000019,CHEMBL616014,51,,Autocuration,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
971,,,,,,F,,,H,16394,BAO_0000019,CHEMBL616015,51,,Autocuration,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
972,,,,,,F,,,H,16394,BAO_0000019,CHEMBL616016,51,,Autocuration,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT.; NT is not tested",,
973,,,,,,F,,,H,16394,BAO_0000218,CHEMBL616017,51,,Autocuration,Antagonist induction of hypothermia by 8-OH-DPAT in 5-hydroxytryptamine 1A receptor after subcutaneous administration; NT is not tested,In vivo,
974,,,,,,B,,,H,16394,BAO_0000019,CHEMBL616018,51,,Autocuration,Binding affinity at human 5-hydroxytryptamine 1A receptor by inhibition of [3H]-8-OH-DPAT binding in Chinese hamster ovary cell line; NT is not tested,,
975,,,,,,F,,,H,15740,BAO_0000019,CHEMBL616019,51,,Autocuration,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor receptor; Not tested,,
976,,,,,,F,,,H,15740,BAO_0000019,CHEMBL616020,51,,Autocuration,EC50 for inhibition of 50 uM forskolin-stimulated cAMP accumulation against 5-hydroxytryptamine 1A receptor; Not tested,,
977,,,,,,B,,,H,15740,BAO_0000357,CHEMBL858018,51,,Autocuration,Evaluated for the binding constant at [3H]8-OH-DPAT-labeled human 5-hydroxytryptamine 1A receptor,,
978,,HEK293,,,,F,,722.0,H,17296,BAO_0000219,CHEMBL616021,51,,Autocuration,Binding affinity against human 5-hydroxytryptamine 1A receptors HEK 293 cell membranes using [35S]GTP gamma-S,,
979,,,,,,F,,,H,5640,BAO_0000019,CHEMBL616022,51,,Expert,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at 1 uM.",,
980,,,,,,F,,,H,5640,BAO_0000019,CHEMBL616023,51,,Autocuration,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means Not determined",,
981,,,,,,F,,,H,5640,BAO_0000019,CHEMBL616024,51,,Autocuration,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; ND means not determined",,
982,,,,,,F,,,H,5640,BAO_0000019,CHEMBL616025,51,,Autocuration,"Stimulation of binding of [35S]GTP-gamma-S, to G protein mediated by human cloned 5-hydroxytryptamine 1A receptor tested in vitro at a concentration of 1 uM; Not determined",,
983,,CHO,,,,F,,449.0,H,2759,BAO_0000219,CHEMBL616026,51,,Autocuration,Antagonistic efficacy was evaluated by adenylyl cyclase assay in CHO cells stably expressing the human 5-HT1A receptor,,
984,,,,,,F,,,H,16394,BAO_0000019,CHEMBL616027,51,,Autocuration,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared with 5-HT",,
985,,,,Homo sapiens,,F,,,D,16394,BAO_0000019,CHEMBL616028,51,,Expert,"Agonist efficacy of [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor compared to 5-HT",,9606.0
986,,,,Homo sapiens,,F,,,D,3445,BAO_0000019,CHEMBL616029,51,,Expert,Percent efficacy against human 5-hydroxytryptamine 1A receptor relative to maximal 5-HT response,,9606.0
987,,CHO,,,,B,,449.0,H,4316,BAO_0000219,CHEMBL616030,51,,Expert,Binding affinity for 5-hydroxytryptamine 1A receptor was determined by incubating human 5-hydroxytryptamine 1A receptor transfected CHO cells with [3H]8-OH-DPAT,,
988,,,,,,B,,,H,4316,BAO_0000019,CHEMBL616031,51,,Expert,In vitro inhibition of [3H]8-OH-DPAT binding to human cloned 5-hydroxytryptamine 1A receptor on CHO cell membranes.,,
989,,,,Homo sapiens,,F,,,D,15180,BAO_0000019,CHEMBL616032,51,,Expert,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,9606.0
990,,,,Homo sapiens,,F,,,D,15180,BAO_0000019,CHEMBL616033,51,,Expert,Agonist efficacy on 5-hydroxytryptamine 1A receptor subtype,,9606.0
991,,,,,,F,,,H,15042,BAO_0000019,CHEMBL616034,51,,Autocuration,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
992,,,,,,F,,,H,15042,BAO_0000019,CHEMBL616035,51,,Autocuration,Maximum binding affinity was evaluated as ([35S]GTP binding on 5-hydroxytryptamine 1A serotonergic receptors.,,
993,,,,,,F,,,H,15042,BAO_0000019,CHEMBL616036,51,,Autocuration,Maximum binding affinity was evaluated as ([35S]GTP binding on cloned human 5-hydroxytryptamine 1A receptor,,
