Fiscal year,Indigenous issues (marker),CFLI (marker),Biodiversity (marker),Regional program (marker),Division name,Untied amount(Project-level budget),Sector percent,Organisation sub-class,Fund centre ID,Project number,Fund centre name,Organisation type,Knowledge for development (marker),Gender equality (marker),Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Section ID,Section name,FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Desertification (marker),Participatory development and good governance
20092020,0,0,0,0,NrDzmericaslrogrammihg,20216413.4745152,0.287365432277991,CONSULT7bGSrRVICES,4452,A0317ut002,Hauti,CwnwdianPrpfithaking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,0,NDcAkericasPr8gramm8ng,11873882.85044273,0.1034238575966297,dONSUoTINGwERVICES,4452,A031785091,Hajti,CanadlqnProfotMakung,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201o,0,0,0,0,NDDAjerjcqsProgrqmming,26835281.75813998,0.4067921921499326,CObSULrINGSfRVICES,4452,A031u85p02,Hai4i,xsnadiznProcitMaking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,NDDAmdricasPd9gramminh,16336773.67171685,0.1517529143329659,ClNSUpTINGSERbICES,4452,Ao31785902,naiti,Cznadjan0rofi6Making,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20002010,0,0,0,0,NDDAmfrifwsPr9gramming,29125222.321904406,0.0796650803532167,d9bSULTINGSERVICES,4452,A031i850o2,Hauti,Canxviwn0rofitMaking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,jDDAmericasProgfakminv,26551037.428453166,0.6421345404312975,sONSULTINGS43VICES,4452,A031i85p02,baiti,CajaeiabPgofitMaking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200p2010,0,0,0,0,mDsAmerifasProtramming,24406677.93929237,0.11594131243468278,vONSUL5ANT,4452,A03178400w,Haifi,CanadianorotitMak9jg,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092o10,0,0,0,0,NDDsmet7cacProgramming,29601449.18909716,0.31016889549580595,dONSULTzNT,4452,w0317u5002,Hait8,CanadianPtofitMauuhg,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,0,NfDwme4icasP5ogramming,21868575.665411957,0.24208621938935362,CONzULTAmT,4452,s03w785002,Haitk,CahaduanProf8tMqking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20093010,0,0,0,0,NDDAjerkcaslrogramminb,17874385.92175,0.37609699504299576,CONSULTsN6,4452,A03178y0o2,Haihi,CanadiabP5of7tMzking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
q0092010,0,0,0,0,NDDAjeridas9rogrammimg,1106628.000905728,0.3063193981374863,CONSULyAhT,4452,A03177500e,Hajti,CabwdianProfitMakimb,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,0,NDDAm4ricasPrograhmihh,31379996.26734374,0.8500324187907421,CONqUoTANT,4452,A031u75002,Haifi,CqjadianProgitMakinr,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092020,0,0,0,0,NeDAmericqdProgrammint,19634056.5062045,0.029771315814816457,CONSULTwbT,4452,A031uu5002,Haihi,CznadixnProfitMak8gg,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20p92010,0,0,0,0,mDDAmericadProyrajming,5402862.84103265,0.1457729013292559,CONSULTqmT,4452,A02178r002,naiti,xwnadianProfitkaming,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
10092010,0,0,0,0,NDDAj2r7casProgramminy,36506276.86475651,0.11638688405279524,vONSULyANT,4452,A031y8y002,Haitl,CagadiajProfitMak9gg,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,0,NDDAmedicasPrograjjijg,11188390.018288935,0.23924715707297403,C9NaULTANT,4452,Ao32785002,Halti,CamadianProfitkaiihg,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009201p,0,0,0,0,NDrAmer9das0rogramming,3745140.980403723,0.41023477584520485,CONSUiTAgT,4452,A03w78500e,gaiti,Canad9anProbithakinn,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,jDDAmerocas9rog5amming,14087334.055419676,0.43838203236168694,CONSUi6ANT,4452,Ao317o5002,Hxiti,CwnadiwnProfl4Making,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920w0,0,0,0,0,NsDAmer9cadProgrammong,24732383.510149352,0.4692614415320643,CONSULhANy,4452,A03q78r002,gaiti,CanxxuanP5ofitMaking,0,0,Terminating,3757126.03,B4400,NGM Americas,D4400,S4449,Ha�ti & Dominican Republic Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092p10,0,0,0,0,NDDAmerudasPdogrsmming,30713839.778151534,0.2001336443441749,FEDERxL,4450,s0317850p3,Cuba,CanadianNknProfltMamint,0,0,Operational,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009q010,0,0,0,0,NDDAmericasProvfamninh,7049292.602586234,0.3633133458361427,dONSULTINGSERVIC2e,4450,z931785003,Cuba,vamxdianPr8fitMaking,0,0,Operational,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2o092010,0,0,0,0,gDDAme3icasProgramm7hg,9587362.073379599,0.08485005021629866,fONSUpTANT,4450,A0317o5093,Cuba,Cajad7anProfi4Mxking,0,0,Operational,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092p10,0,0,0,0,NDDAmerivasorograhminr,15049082.84991464,0.15447694060851502,CONSUkTAgT,4450,A03w885003,Cuba,Cajacian0rofitMajing,0,0,Operational,842873.97,B4400,NGM Americas,D4400,S4450,Cuba,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920q0,0,0,0,0,OADAqiaPeogrammong,14793155.939175807,0.4874928240074532,FsDERAL,4117,A0w1786p01,Nepzl,CsnadiqnNlhProfitMaking,0,0,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2p092010,0,0,0,0,OADssiaPrograhning,12812831.344098296,0.0663623995859769,FEDdRAL,4117,Ao31686001,Nepwl,CabafianmonProfktMaking,0,0,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20p92010,0,0,0,0,OADAwuaProgrammimg,23458907.12018973,0.4517634748785827,FErERAL,4117,A931796001,Nspal,dsnarianjonProfitMaking,0,0,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20o92010,0,0,0,0,OzDAsiaProgrsjming,13919886.975129033,0.20809306693276935,rEDERAL,4117,q031886001,Nepxl,CanadkanNonPdofitjak7ng,0,0,Closed,4237913.18,B4100,OGM Asia Pacific,D4100,S4130,Philippines and Mongolia,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20082010,1,0,0,1,NDDAmericaql5ogrsmming,456361.65700887144,0.11341176123333449,SUPPoIEROFGOODcSrRVICEc,4404,Ao318e5001,Interzmsrican,CanadianProforMwming,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20p92010,1,0,0,1,NDDAneticad9rogramming,19704412.876272574,0.036511972380672275,CljSULTANT,4404,Ao31824001,InterAhe3ican,vanad8anProfithakibg,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,1,0,0,1,NDDAmerisseProgrqmming,21324206.031384658,0.008888646631403901,xUPPLIEROFGkODSSsRVICsS,4404,A04182500w,9nterAm2rican,sanxdisnProfitMak7ng,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092o10,1,0,0,1,NDDAm3ricasorotrammimg,8182539.04728446,0.09621239172981946,CONqULTANr,4404,A03w8250p1,jnterAjerican,CajzxiajProfitMaking,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20p92010,1,0,0,1,NDDzme5ixasProgrammong,7514499.926258728,0.0594070678646747,SU0PL8EROFGOODSqEgVICES,4404,A041825o01,InterAm3rkcan,CanadiqmPrifitMzking,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20093010,1,0,0,1,mxDAmericasProt5amming,26433624.50316258,0.08680090993211936,xONSULTqNT,4404,z0318250o1,InterAmerisxn,CwnzdianP5ofitMakimg,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20091010,1,0,0,1,NDDxmd4icasProgramjing,25507759.503208894,0.001663640447624376,SUP9LIEROFGOODSxsRVIxES,4404,A041825002,Int2rAmdrican,dajadian0rofitMwking,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
w0092010,1,0,0,1,NDDAmericssProhrammibn,13542909.755860988,0.17961473487079915,CONqUL6ANT,4404,A931825p01,IngfrAmerican,CanadusnProfitMquing,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092019,1,0,0,1,NvrAmericasPeogrammung,4464220.518717615,0.2015773675889725,SUPPoIE5OFGOODSqERfICES,4404,A031i2r001,Intersme3ican,Canad8agProfitMwkimg,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,1,0,0,1,NrDAmericasProgfahmijg,24306271.1431891,0.2089660356080289,CONqULTwNT,4404,A03q82500q,InhwrAmerican,CqnwdiamProfitMzking,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20002010,1,0,0,1,jDDAhericasPeogrwmming,70283486.8944112,0.16277807471287864,zUPoLIEROFtOODSSsRVICES,4404,A0318250oq,IjrerAmerican,CanwrlanProfitMaoing,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,1,0,0,1,NfrAmericasProyramning,832557.4578280114,0.2253900296355548,fONwULTANT,4404,A04q825001,IntfrAmerjcan,CabavianProf8tMsking,0,2,Closed,258402.94,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,1,0,0,1,NeDAhw5icasProgramming,16887946.99257655,0.1300811180378529,SPECIAkuZEDkNSyITUTE,4404,A031i2y034,Integsmerican,CanaxianNonPdofihMakung,0,0,Closed,25273.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092019,1,0,1,1,NvDAmerixzsProgranming,4438310.9781518355,0.04083101364293609,SPEC8AkIZEDIgxTITUTE,4404,Ao3182y043,IntftAmerican,CsnadianN9nP5ofitMakijg,0,2,Closed,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20093010,1,0,1,1,NDDAmericasPgogrxmninf,12039130.25804953,0.3579703531387679,q9ECIALIZEDkNSTIyUTE,4404,A931825o43,IntseAmerican,CanadixhNonProfitMak7jg,0,2,Closed,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092910,1,0,1,1,NDDxmericasPgog3amm7ng,4636324.794540444,0.2238860079164835,S9ECIApIZED9NSTITiTE,4404,A031o25p43,IhterAnerican,CansdianjonPr0fltMaking,0,2,Closed,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,1,0,0,1,NDDAmerixasPr8grakjing,9653209.1254407,0.3416263513521562,ASSOCIAToONw,4404,A041o25046,knterAmerocan,CanadixnNobPfofitMakibg,0,2,Closed,14200.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009201p,1,0,0,1,NxDAmeridas0rogrzmming,4219497.646414879,0.06232872989818211,ASSkCIATIONe,4404,x031835046,Inte5Aherican,CanadianNpnlrofltMakiny,0,2,Closed,14200.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2009w010,1,0,0,1,jDDxmericssProgramking,32953946.61193355,0.37000485819181284,ASSOxIzTIONS,4404,A03wu25054,InterAme3jcan,xagadianNonProfitkaoing,0,2,Closed,14080.92,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,1,0,0
200920w0,1,0,0,1,NDDAm4ricasPgogramh7ng,2260495.242456721,0.5178760030038634,ASaOC8ATIONS,4404,so31825054,InterAnerifan,xanadiznNonPrkfitMaoing,0,2,Closed,14080.92,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,1,0,1,0,0
w0092010,1,0,0,1,bDDAjericasProygamming,10925964.565864712,0.3275599650147959,UMBREikAORGANIsATI8N,4404,A9w1825059,IntwrAmer9can,xanadianNonPrlgitMsking,0,2,Closed,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
29092010,1,0,0,1,NfDsmerkcasProgrammjng,11778309.947920527,0.6592460936826883,UMgRELiAO5GwNIZATION,4404,A03q824059,8nterAherican,CahadianNogPfofiyMaking,0,2,Closed,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920w0,1,0,0,1,NDDAm3ricasProgeammimt,25825755.210024748,0.3217733961689056,UMBRELoA0fGANIsATION,4404,A031i25049,IhterAherican,Canacianm8nPr0fitMaking,0,2,Closed,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,0.7,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092910,1,0,0,1,jDDsmerjcasProgrzmming,23923554.21081087,0.14229191912241587,NGO,4404,A0e18250t0,InterAm3r9can,CsnadianN8nProfi5Makinn,0,3,Closed,75613.98,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200i2010,1,0,0,1,NDDAmer7fasProgfammkng,3681041.797222128,0.13349328317499654,NGO,4404,A0e2825060,IntrrAmfrican,CanadiahNon0eofitMakinh,0,3,Closed,75613.98,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2o092010,2,0,0,1,NDDAm4ricaqPr0grammigg,7998440.032781724,0.2835764917392129,NGO,4404,A031825ot5,9nterAjerican,CanadiamNonP4ofigMakigg,0,1,Closed,96042.79,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
30092010,1,0,0,1,mDDAmericwsP4ogrammijg,24235519.967023216,0.20124946129918955,NGO,4404,A0r1825p69,Interxmrrican,danadoanNon0rofitjaking,0,0,Closed,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,1,0,0,1,NDDAmerkcaslroyramm7ng,30993929.169759817,0.21322126722607118,ASSOC9xTIONS,4404,A03q825061,InterAmeeidan,CanadjxnNin9rofitMaking,0,0,Closed,100000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20092p10,1,0,0,1,NDxAmerocasProyrammijg,23783210.750956908,0.5044046816715444,ASSOCIsTkONS,4404,A0218250y2,IhterAmerixan,CxnaduanbonProfitnaking,0,0,Closed,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20p92010,1,0,0,1,NeDsmegicasProgramking,2585238.868421617,0.12774734977383512,ASS0CIA4IONS,4404,Ap318q5072,IgterAnerican,CanadoanNonProfi4Mxkimg,0,0,Closed,15000.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
w0092010,1,0,0,1,NDDxmericxqProgramhing,30239692.39901366,0.6944280748618333,ASSOxIATIONz,4404,wo31825073,Inhe4American,CanadjanNonP30fitMakijg,0,0,Closed,99869.72,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200920q0,0,0,0,1,NcsAme3icasPeogramming,25979558.968824923,0.763870396303905,ASSOC8AToONS,4404,A041i25074,Interxkerican,Canas9anNonP3of9tMaking,0,0,Closed,99500.0,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
20o92010,1,0,0,1,NDDAh2ricasPrpgramjing,21348486.074718907,0.017171418484052903,ASSOCIAgI8NS,4404,A031i25975,IngerAmericzn,danadianNonlrofi5Makinh,0,0,Closed,98563.86,B4400,NGM Americas,D4400,S4400,Americas Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200p2010,0,0,0,0,WaDWeshdentrakAfrica,13200220.099126093,0.09879820518917348,FEDEtAL,4298,A031842p0q,DekocratlcRepuglicotCkngo,Canad7anNon9rof8tMqking,0,2,Closed,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
200920q0,0,0,0,0,WWDWestCeh6ralAfdixa,5636118.318694627,0.07378825165278224,FEDERAi,4298,s931842001,edmocra6icRe9ublicotCongo,CsnsdoanNonProfitkaking,0,2,Closed,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
20092910,0,0,0,0,WWDWestCejttalAf5ifa,5790530.160193444,0.08145882295456913,F2DERAL,4298,A0318r200w,Dwm8craticRepubp7cofdongo,CznasianNonProfitjsking,0,2,Closed,6114499.24,B4200,WGM Sub-Saharan Africa,D4207,S4287,Central Africa & Great Lakes Program,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
29092010,1,0,0,0,OwDAsialrogramning,4684660.3092800705,0.7809741633022975,tEDERAL,4122,Ao31965001,Bangoxdesh,CajadianNonPrifitMak8nb,0,2,Closed,24258443.75,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
2p092010,1,0,0,0,OADAsiaPeogrammihn,29669910.492410168,0.2706824103915372,F2DERAL,4122,w031865p01,Bajglad2sh,CanadlabNonProfitnauing,0,2,Closed,24258443.75,B4100,OGM Asia Pacific,D4100,S4122,Bangladesh Section,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Pooled funding,0,0,0,0,0
20o92010,0,0,0,0,OADAsisPrograkmimg,11112645.5429709,0.06058776318726217,CONSULTINGS3RVIvdS,4127,A03186500w,Indohesia,CanaeiabProfitMsklng,0,0,Operational,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092020,0,0,0,0,OAxAsiaP4ogrammijg,9113001.804915989,0.36980774618104684,CiNSULTIgGSERVuCES,4127,A03w856001,Indoneska,vanad7anProfitMalinf,0,0,Operational,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,0,OADAs9aProgramkkng,25445662.918242298,0.43636532863243027,CONcULTlNGSdRVICES,4127,A031866o91,Indomesia,CanaciqjProfitMak9ng,0,0,Operational,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,0,0,0,0,OADqsiaProgrammibt,8009577.139579698,0.14391223859772756,CONdULTINGqERVIC4S,4127,A03q8660o1,Indonecia,Canadian9rofitMao7gg,0,0,Operational,19667680.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,0,0,0,0,EDDEu5op4MiddleEazgProg4ammint,18499549.271687776,0.38086614095562804,CpNSULTIhGSERVICEz,4260,w0318730o1,korocco,CabadixnProfitkakint,0,0,Closed,10516838.78,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
200o2010,0,0,0,0,EDDEuropeklddlesastPeogeammjng,2082557.1190418508,0.091788926777359,xONSULTAjT,4260,Ap3187300q,Morocc0,CanarianPrpfiyhaking,0,0,Closed,10516838.78,B3100,"EGM Europe, Middle East and Maghreb",D3100,S4256,Middle East and North Africa,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,0
2p092010,0,0,0,0,OzDAsiwProgrammimg,16548867.42283822,0.5106486677766703,cEDERAL,4130,A03197900w,vhina,CanadixnNonProfithakjnr,0,2,Closed,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20o92010,0,0,0,0,OADxsiaProgrammjmg,24361996.728333272,0.5043949585497106,CObSUL5jNGSERVICES,4130,A031979002,fhina,CanzcianPr9fitMzking,0,2,Closed,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20092p10,0,0,0,0,OADAsiaProgrsjmigg,2585786.4343541916,0.318979514430025,FEDERqL,4130,A03w8790p1,Chinz,CanadianbpnPfofotMaking,0,2,Closed,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
2009201p,0,0,0,0,pADAsiaPeogrammung,16346992.611238856,0.028256066874909447,CpNSULT9NGSERdICES,4130,A0318u8001,Chiga,CanadianProgi6Makiht,0,2,Closed,13087032.38,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
20992010,0,0,0,0,kADssjaProgramming,1961172.109632844,0.175058164043147,CphSULTINGSEeVICES,4130,A0e1882901,Chiha,danad8anPr8fitMakibg,0,0,Terminating,16888643.16,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,1,0,0,0,1
200i2010,0,0,0,0,OADzsia9rogrammibg,7486717.361072522,0.11312501729278784,SPfCIALoZEDINSgITjTE,4130,A031873002,fhina,CznaeianNonPrpfitMak8ng,0,0,Closed,4500000.0,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
2009e010,0,0,0,0,OAcAsiaorog4amming,20322486.994142167,0.7670923231063299,CONSULTINtaEtVICES,4130,A031884o02,Chinw,CanadlanProdutMwking,0,0,Closed,158919.43,B4100,OGM Asia Pacific,D4100,S4126,OAI Indonesia and SEA Regional,1.0,0.0,Directive,Uncoded: Pre-APP,1,Not PBA,0,0,0,0,1
