assay_id,assay_test_type,tissue_id,tid,assay_tax_id,curated_by,src_id,assay_tissue,assay_type,cell_id,description,assay_subcellular_fraction,assay_category,bao_format,relationship_type,assay_strain,doc_id,assay_organism,assay_cell_type
2553,,,107,9986.0,Expert,1,,B,,The compound was tested for binding affinity against 5-HT2A receptor,,,BAO_0000357,H,,13047,Oryctolagus cuniculus,
2554,,,10576,,Autocuration,1,,B,485.0,Compound was evaluated for displacement of [3H]ketanserin from cloned rat 5-hydroxytryptamine 2A receptor in transfected CHO-K1 cells.,,,BAO_0000219,H,,1883,,CHO-K1
2555,,,12687,,Autocuration,1,,B,,Binding affinity analysed towards 5-HT 2A in rat jugular vein,,,BAO_0000019,H,,13463,,
2556,,,12687,,Autocuration,1,,B,,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,,BAO_0000019,H,,13463,,
2557,,945.0,12687,,Autocuration,1,Stomach,B,,Binding affinity analysed on 5-HT 2A in rat stomach fundus.,,,BAO_0000019,H,,13463,,
2558,,945.0,12687,10116.0,Expert,1,Stomach,B,,Binding affinity for 5-HT 2A in rat stomach fundus,,,BAO_0000019,D,,13463,Rattus norvegicus,
2559,,,12687,,Autocuration,1,,B,,Binding affinity analysed towards 5-HT 2A in rat jugular vein.,,,BAO_0000019,H,,13463,,
2560,,,12687,,Expert,1,,B,723.0,Ability to stimulate phosphoinositide hydrolysis in NIH3T3 cells expressing the 5-hydroxytryptamine 2A receptor,,,BAO_0000219,H,,16326,,NIH3T3
2561,,,12687,,Autocuration,1,,F,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,14093,,
2562,,,12687,,Autocuration,1,,F,,Effect on phosphoinositide hydrolysis in NIH 3T3 fibroblast expressing 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,14093,,
2563,,,12687,,Autocuration,1,,B,,Evaluated for the effective concentration at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,15740,,
2564,,,12687,,Autocuration,1,,B,,Functional potency at the rat 5-hydroxytryptamine 2A receptor as effective concentration EC50 for stimulating Phosphoinositide accumulation,,,BAO_0000357,H,,16633,,
2565,,,12687,10116.0,Expert,1,,F,,In vitro relative agonist activity against 5-hydroxytryptamine 2A using PI assay in rat vascular smooth muscle cells,,,BAO_0000019,D,,17200,Rattus norvegicus,
2566,,,12687,,Autocuration,1,,B,,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,17133,,
2567,,,12687,,Autocuration,1,,B,,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,17133,,
2568,,,12687,,Autocuration,1,,B,,Tested for its ability to activate phospholipase c by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,17133,,
2569,,,12687,,Autocuration,1,,F,,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,BAO_0000219,H,,17200,,
2570,,,12687,,Autocuration,1,,F,,Efficacy at 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,15363,,
2571,,,12687,,Autocuration,1,,B,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,,BAO_0000357,H,,17200,,
2572,,,12687,10116.0,Expert,1,,B,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor was determined by using CA+ assay (Emax),,,BAO_0000357,D,,17200,Rattus norvegicus,
2573,,,12687,10116.0,Expert,1,,B,,In vitro efficacy against rat 5-hydroxytryptamine 2A receptor determined by using PI assay (Emax),,,BAO_0000357,D,,17200,Rattus norvegicus,
2574,,,12687,10116.0,Expert,1,,F,,The receptor (5-hydroxytryptamine 2A ) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,BAO_0000219,D,,17200,Rattus norvegicus,
2575,,,12687,,Autocuration,1,,F,,The receptor (5-hydroxytryptamine 2A) mediated mobilization of intracellular calcium [Ca2+] was studied in rat smooth muscle cells,,,BAO_0000219,H,,17200,,
2576,,,12687,,Autocuration,1,,B,,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,17211,,
2577,,,12687,,Expert,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes,,,BAO_0000019,H,,17331,,
2578,,,12687,,Expert,1,,B,,Binding affinity to serotonin 5-hydroxytryptamine 2A receptors using a radioligand [3H]ketanserin binding assay in rat cortical membranes,,,BAO_0000249,H,,13565,,
2579,,,12687,,Expert,1,,B,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was evaluated using [3H]- ketanserin as radioligand,,,BAO_0000357,H,,13730,,
2580,,,12687,,Expert,1,,B,,In vitro affinity towards 5-hydroxytryptamine 2A receptor using [3H]spiroperidol as radioligand in cortex,,,BAO_0000019,H,,12416,,
2581,,,12687,,Autocuration,1,,B,,Compound was tested for it's binding affinity towards 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,15295,,
2582,,,12687,,Autocuration,1,,B,,Compound was tested for its ability to displace [3H]DOB from 5-hydroxytryptamine 2A receptor in rat cortex homogenates,,,BAO_0000019,H,,1742,,
2583,,,12687,,Autocuration,1,,B,,Compound was tested for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,15295,,
2584,,,12687,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor from rat frontal cortex using [3H]ketanserin as radioligand,,,BAO_0000019,H,,14970,,
2585,,,12687,,Expert,1,,B,,In vitro binding affinity for serotonin 5-hydroxytryptamine 2A receptor of rat cerebral cortex using [3H]ketanserin as radioligand,,,BAO_0000019,H,,16693,,
2586,,,12687,10116.0,Expert,1,,B,,Inhibition of [3H]ketanserin binding to rat frontal cortex membrane 5-hydroxytryptamine 2A receptor,,,BAO_0000019,D,,14776,Rattus norvegicus,
2587,,,12687,,Autocuration,1,,B,,In vitro inhibitory concentration against radioligand [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cortical membrane,,,BAO_0000249,H,,14286,,
2588,,,12687,10116.0,Expert,1,,B,,In vitro inhibition of [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,,,BAO_0000019,D,,17200,Rattus norvegicus,
2589,,,12687,,Expert,1,,B,,Inhibitory concentration against 5-hydroxytryptamine 2A receptor (Inactive at >1000 nM concentration),,,BAO_0000357,H,,15306,,
2590,,,12687,10116.0,Expert,1,,B,,Inhibition of radiolabeled [3H]-Ketanserin ligand binding to 5-hydroxytryptamine 2A receptor,,,BAO_0000357,D,,14178,Rattus norvegicus,
2591,,,12687,10116.0,Expert,1,,B,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor from rat brain,,,BAO_0000019,D,,14229,Rattus norvegicus,
2592,,,12687,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor binding site using [3H]ketanserin. ,,,BAO_0000357,H,,12884,,
2593,,,12687,,Expert,1,,B,,"Binding affinity for 5-hydroxytryptamine 2A receptor, activity is expressed as IC50 values.",,,BAO_0000357,H,,13149,,
2594,,,12687,10116.0,Expert,1,,B,,Displacement of [3H]ketanserin from rat cortical membrane 5-hydroxytryptamine 2A receptor at 10e-7 M,,,BAO_0000019,D,,15295,Rattus norvegicus,
2595,,,12687,,Autocuration,1,,B,,Intrinsic activity was determined at 5-hydroxytryptamine 2A receptor which is percentage response given compared with the response produced by 10 uM serotonin.,,,BAO_0000357,H,,15740,,
2596,,,12687,,Autocuration,1,,B,,"Compound was tested for binding affinity at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate using [125I]-2,5-Dimethoxy -4-iodoamphetamine (DOI).",,,BAO_0000019,H,,15185,,
2597,,,12687,,Autocuration,1,,B,,"Compound was tested for binding affinity using [3H]MDL-100,907 at 5-hydroxytryptamine 2A receptor sites in rat cortical homogenate.",,,BAO_0000019,H,,15185,,
2598,,,12687,,Expert,1,,B,,Ability to bind to central serotonin 5-hydroxytryptamine 2A receptor in vitro in cortex of the rat brain using [3H]ketanserin radioligand,,,BAO_0000019,H,,17529,,
2599,,,12687,,Autocuration,1,,B,,Ability to displace [3H]- ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,,,BAO_0000019,H,,14826,,
2600,,,12687,,Expert,1,,B,,Displacement of [3H]ketanserin (0.5 nM) from rat cerebral cortex 5-hydroxytryptamine 2A receptors,,,BAO_0000019,H,,17211,,
2601,,,12687,,Autocuration,1,,B,,Ability to displace [3H]ketanserin bound to 5-hydroxytryptamine 2A receptor in rat pre-frontal cortex,,,BAO_0000019,H,,14826,,
2602,,,12687,,Autocuration,1,,B,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,,,BAO_0000019,H,,14093,,
2603,,,12687,,Autocuration,1,,B,,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor; Not tested,,,BAO_0000019,H,,14093,,
2604,,,12687,,Expert,1,,B,723.0,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor in NIH3T3 cell line membranes,,,BAO_0000219,H,,13246,,NIH3T3
2605,,,12687,,Expert,1,,B,,Ability to inhibit the binding of iodine-125-labelled lysergic acid diethylamide([125I]-LSD) to the S-2A serotonin receptor.,,,BAO_0000357,H,,13246,,
2606,,,12687,10116.0,Expert,1,,B,,Affinity 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,,BAO_0000019,D,,15436,Rattus norvegicus,
2607,,,12687,10116.0,Expert,1,,B,,Affinity at 5-hydroxytryptamine 2A receptor of the rat brain cortex was assessed on the basis of their ability to displace [3H]ketanserin,,,BAO_0000019,D,,15436,Rattus norvegicus,
2608,,955.0,12687,,Autocuration,1,Brain,B,,Affinity at [3H]ketanserin-labeled 5-hydroxytryptamine 2A receptor in rat brain homogenate was determined,,,BAO_0000221,H,,14442,,
2609,,,12687,,Expert,1,,B,,Affinity was evaluated as inhibition constant for serotonin 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,12457,,
2610,,,12687,,Expert,1,,B,723.0,Affinity was evaluated by inhibition of [125I]LSD binding to NIH 3T3 cells transfected with cloned rat 5-hydroxytryptamine 2A receptor,,,BAO_0000219,H,,12457,,NIH3T3
2611,,,12687,,Autocuration,1,,F,,"Antagonistic activity measured for 5-hydroxytryptamine 2A receptor using [3H]-MDL- 100,907 as radioligand in rat cortical homogenates.",,,BAO_0000221,H,,14755,,
2612,,,12687,,Autocuration,1,,B,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor was determined using [125I]- DOI as radioligand,,,BAO_0000357,H,,4707,,
2613,,,12687,,Expert,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,13297,,
2614,,,12687,,Expert,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat prefrontal cerebral cortex mambranes,,,BAO_0000019,H,,17331,,
2615,,,12687,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor from rat forebrain using [3H]ketanserin as radioligand,,,BAO_0000019,H,,4664,,
2616,,,12687,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,BAO_0000357,H,,16633,,
2617,,,12687,10116.0,Expert,1,,B,723.0,Binding affinity against 5-hydroxytryptamine 2A receptor expressed NIH3T3 cells using [3H]ketanserin,,,BAO_0000219,D,,4664,Rattus norvegicus,NIH3T3
2618,,,12687,,Expert,1,,B,,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,,BAO_0000357,H,,16133,,
2619,,,12687,,Expert,1,,B,,Binding affinity against rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,BAO_0000357,H,,16133,,
2620,,,12687,10116.0,Expert,1,,B,,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,,,BAO_0000019,D,,14060,Rattus norvegicus,
2621,,,12687,,Expert,1,,B,,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,,,BAO_0000357,H,,16326,,
2622,,,12687,,Expert,1,,B,449.0,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,,,BAO_0000219,H,,16659,,CHO
2623,,,12687,,Autocuration,1,,B,,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,,,BAO_0000019,H,,14776,,
2624,,,12687,,Autocuration,1,,B,,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,,,BAO_0000357,H,,13481,,
2625,,,12687,,Autocuration,1,,B,,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,17386,,
2626,,,12687,10116.0,Expert,1,,B,,Binding affinity for 5-hydroxytryptamine 2A receptor,,,BAO_0000357,D,,6611,Rattus norvegicus,
2627,,,12687,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,,,BAO_0000019,H,,14423,,
2628,,,12687,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,,,BAO_0000019,H,,15412,,
2629,,,12687,,Autocuration,1,,B,,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,,,BAO_0000019,H,,15412,,
2630,,,12687,,Autocuration,1,,B,,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,,,BAO_0000019,H,,6238,,
2631,,,12687,,Expert,1,,B,,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,,,BAO_0000357,H,,6648,,
2632,,,12687,,Expert,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,,,BAO_0000357,H,,5667,,
2633,,,12687,10116.0,Expert,1,,B,,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,,,BAO_0000357,D,,6611,Rattus norvegicus,
2634,,,12687,,Autocuration,1,,B,,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,,,BAO_0000357,H,,13481,,
2635,,,12687,,Autocuration,1,,B,,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,,,BAO_0000357,H,,13481,,
2636,,,12687,,Expert,1,,B,723.0,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,,,BAO_0000219,H,,15558,,NIH3T3
2637,,,12687,,Autocuration,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,6013,,
2638,,,12687,,Autocuration,1,,B,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,,,BAO_0000357,H,,16633,,
2639,,,12687,,Autocuration,1,,B,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,,,BAO_0000357,H,,6013,,
2640,,,12687,10116.0,Expert,1,,B,,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,,,BAO_0000357,D,,6013,Rattus norvegicus,
2641,,,12687,,Autocuration,1,,B,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,,,BAO_0000357,H,,6013,,
2642,,,12687,,Expert,1,,B,,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,,,BAO_0000357,H,,6013,,
2643,,,12687,,Autocuration,1,,B,,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,,,BAO_0000357,H,,6013,,
2644,,,12687,,Autocuration,1,,B,,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,,,BAO_0000357,H,,6013,,
2645,,,12687,,Autocuration,1,,B,,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,16293,,
2646,,,12687,,Expert,1,,B,723.0,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,,,BAO_0000219,H,,17175,,NIH3T3
2647,,,12687,10116.0,Expert,1,,B,,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,,,BAO_0000357,D,,13278,Rattus norvegicus,
2648,,5383.0,12687,,Autocuration,1,Caudate-putamen,B,,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,,,BAO_0000019,H,,3682,,
2649,,,12687,,Autocuration,1,,B,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,,,BAO_0000357,H,,2014,,
2650,,,12687,,Autocuration,1,,B,,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,,,BAO_0000357,H,,2014,,
2651,,,12687,,Autocuration,1,,B,,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,,,BAO_0000357,H,,4932,,
2652,,,12687,,Autocuration,1,,B,,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,,,BAO_0000019,H,,4932,,
2653,,,12687,,Autocuration,1,,B,,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,3935,,
2654,,10000000.0,12687,10116.0,Expert,1,Hippocampus,B,,Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,,,BAO_0000221,D,,5432,Rattus norvegicus,
2655,,,12687,,Autocuration,1,,B,,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,15818,,
2656,,,12687,,Autocuration,1,,B,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,,,BAO_0000357,H,,13672,,
2657,,,12687,,Autocuration,1,,B,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,,,BAO_0000357,H,,13672,,
2658,,,12687,,Expert,1,,B,723.0,Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,,,BAO_0000219,H,,14749,,NIH3T3
2659,,,12687,,Autocuration,1,,B,,Compound was tested for the Binding affinity against rat frontal cortex 5-hydroxytryptamine 2A receptor by Radio ligand [3H]ketanserin binding assay.,,,BAO_0000019,H,,13462,,
2660,,,12687,,Autocuration,1,,B,,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,,,BAO_0000357,H,,15740,,
2661,,,12687,,Expert,1,,B,,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,,,BAO_0000019,H,,16647,,
2662,,955.0,12687,,Autocuration,1,Brain,B,,In vitro ability to displace [3H]ketanserin from 5-hydroxytryptamine 2A receptor in rat brain.,,,BAO_0000221,H,,13345,,
2663,,,12687,,Autocuration,1,,B,,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,,BAO_0000249,H,,16740,,
2664,,,12687,,Autocuration,1,,B,,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,,,BAO_0000249,H,,16740,,
