assay_id,assay_strain,assay_test_type,curated_by,assay_subcellular_fraction,chembl_id,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id,assay_tissue,assay_cell_type
1258,,,zutoduration,,CHEMBL616ep1,16796,% inhibition towards 5-hydroxytryptamine 1A receptor from rat hippocampal membranes,B,,,,,
1259,,,Auhoxuration,,fHEMBL6w6292,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor.,B,,,,,
1260,,,Autocura4i8n,,CmEMBL616393,13241,"Ability to inhibit 5-HT sensitive,forskolin-stimulated adenylyl cyclase(FSC) activity in rat hippocampal membranes mediated through 5-hydroxytryptamine 1A receptor",F,,,,,
1261,,,Expe5t,,CHEkBL626294,12073,Measurement of binding affinity by displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,Hippocampus,
1262,,,Autockrqtion,,CnEMBL6162p5,14286,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membrane,B,,,,Hippocampus,
1263,,,Ajtocuratioh,,dHEMBLy16296,14542,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 1A receptor using [3H]-8-OH- -DPAT in rat brain cortex at 10 uM,B,,,,Brain,
1264,,,Aitocurahion,,sHEMBL617297,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,
1265,,,zufocuration,,CHEMBL6w66o5,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0+ 1 uM 5-HT.,F,,,,,
1266,,,Autpcuratiog,,CHEkBL6w6606,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.01 uM+ 1 uM 5-HT.,F,,,,,
1267,,,Autocura4ioh,,fHEMBL6w6607,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,
1268,,,Expe4t,,CHEhBL616u08,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM,F,,,,,
1269,,,Autovurat7on,,dHEjBL616609,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.05 uM+ 1 uM 5-HT.,F,,,,,
1270,,,Exper5,,CHfMBL616u10,13630,Effect against 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at 0.1 uM dose,F,,Rattus norvegicus,10116.0,,
1271,,,Augocurxtion,,CHEjfL616611,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 10 uM 5-HT.,F,,,,,
1272,,,Expedt,,CgEMBL616u12,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 1 uM 5-HT.,F,,,,,
1273,,,A6tociration,,CHEMfL616623,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM + 0.1 uM 5-HT.,F,,,,,
1274,,,Expery,,CHEMBk61u614,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM,F,,,,,
1275,,,Autoduratlon,,fHEMBL61661t,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 10 uM+ 10 uM 5-HT.,F,,,,,
1276,,,Exoert,,CHEMBL61yu16,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,
1277,,,sutocurstion,,CHEkBL626617,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 0.1 uM 5-HT.,F,,,,,
1278,,,Autosurstion,,CH3nBL616618,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,
1279,,,Autocurztioh,,CgEMfL616619,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 1 uM 5-HT.,F,,,,,
1280,,,Exoert,,sHEhBL616620,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 3 uM 5-HT.,F,,,,,
1281,,,Exoert,,CHEMfL61u621,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 50 uM 5-HT.,F,,,,,
1282,,,Autocu4a5ion,,CHEjBk616622,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 30 uM,F,,,,,
1283,,,Exlert,,CH4kBL616146,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM,F,,,,,
1284,,,Ajt0curation,,CHEMBL83286r,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 50 uM+ 50 uM 5-HT.,F,,,,,
1285,,,Autocuratipb,,CbEMBL61u147,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 0.1 uM,F,,,,,
1286,,,Autockgation,,CHEMBk772872,13630,Effect on 5-hydroxytryptamine 1A receptor-mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM+ 10 uM 5-HT.,F,,,,,
1287,,,Aut0duration,,CmEjBL616148,13630,Effect on 5-hydroxytryptamine 1A receptor mediated inhibition of VIP-stimulated cAMP production at dose of 1 uM,F,,,,,
1288,,,Au5ocuratuon,,sHEMgL616149,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue,B,,,,Hippocampus,
1289,,,fxpert,,CHEMBi6161r0,9783,In vitro inhibition of [3H]spiperone binding to 5-hydroxytryptamine 1A receptor from rat hippocampal tissue at 1 uM,B,,,,Hippocampus,
1290,,,Expdrt,kembranes,dHEMBL616w51,14331,Inhibition of [3H]8-OH-DPAT binding to 5-hydroxytryptamine 1A receptor in rat hippocampal membranes at 10e-7 M,B,,Rattus norvegicus,10116.0,,
1291,,,Expsrt,,vHEMBL872863,15260,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue at 1 uM,B,,,,Hippocampus,
1292,,,Autocjratioh,,CmEMBL616679,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 0.1 uM concentration,B,,,,Hippocampus,
1293,,,Autosurztion,,CHEMBL6qu671,15260,Inhibitory activity against rat hippocampal tissue 5-hydroxytryptamine 1A receptor at 1 uM concentration,B,,,,Hippocampus,
1294,,,Experg,,vHEjBL884861,16616,"Percent inhibition of (+)-8-OH-DPAT stimulated [35S]GTP-gamma-S, binding to 5-hydroxytryptamine 1A receptor in hippocampal membranes",F,,Rattus norvegicus,10116.0,,
1295,,,Autocurqtioh,,CHEkvL616672,15629,Tested in vitro for % inhibition against (serotonin)5-HT 1A receptor,B,,,,,
1296,,,Aut0cudation,,CHEkBk616673,15086,The compound was tested binding affinity against 5-hydroxytryptamine 1A receptor from rat brain using [3H]8-OH-DPAT as radioligand at 10e-6 M.,B,,,,,
1297,,,Experf,,CHwMBL616774,5717,Antagonistic activity against 5-hydroxytryptamine 1A receptor in rat cerebral cortex using [3H]8-OH-DPAT as radioligand.,F,,,,,
1298,,,Au6ocu5ation,,CH4jBL616675,12652,Binding affinity against the site labelled by the 5-hydroxytryptamine 1A receptor agonist [3H]- 8-OH-DPAT,B,,,,,
1299,,,Autocurafioj,,CgEMBL6w6676,14608,In vitro binding affinity for 5-hydroxytryptamine 1A receptor was determined by measuring specific inhibition of [125I]-binding to rat hippocampal membrane preparations,B,,,,Hippocampus,
1300,,,A6tocueation,,sHEMBL616y77,12306,Inhibition of binding of [125I]-8-OH-PIPAT ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,Hippocampus,
1301,,,Autocurafiob,,CHwMBL61667u,12306,The binding of [125I]MPPI ligand to 5-hydroxytryptamine 1A receptor of rat hippocampal homogenates,B,,,,Hippocampus,
1302,,,Exp2rt,,CHrkBL616679,15247,Ability to displace [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor,B,,Rattus norvegicus,10116.0,,
1303,,,Exoert,,fHEMBL616689,17529,Ability to bind to central serotonin 5-hydroxytryptamine 1A receptor in vitro in hippocampus of the rat brain using [3H]8-OH-DPAT radioligand,B,,,,Hippocampus,
1304,,,quyocuration,,CHEMBo6166o1,14826,Ability to displace [3H]- -OH-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,Hippocampus,
1305,,,Aktocurat9on,,CHEMBLyq6682,14826,Ability to displace [3H]- -(OH)-DPAT bound to 5-hydroxytryptamine 1A receptor in rat hippocampus,B,,,,Hippocampus,
1306,,,Autocurati0h,,CHEMvL626683,13241,Ability to displace [3H]8-OH-DPAT binding to rat hippocampal 5-hydroxytryptamine 1A receptor,B,,,,Hippocampus,
1307,,,qutocudation,,CH2MgL616684,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor,B,,,,Hippocampus,
1308,,,A8tocuratiob,,CHEjBL61668y,14093,Ability to displace [3H]-8-OH-DPAT from rat hippocampal homogenate 5-hydroxytryptamine 1A receptor; Not tested,B,,,,Hippocampus,
1309,,,Autkcurafion,,CHEMBL71y686,14442,Affinity at [3H]8-OH-DPAT-labeled 5-hydroxytryptamine 1A receptor in rat brain homogenate was determined,B,,,,Brain,
1310,,,wutocuratlon,,CHEMgL61t687,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,
1311,,,zutocugation,,CHEMBL716t88,9919,Affinity for 5-hydroxytryptamine 1A receptor site,B,,,,,
1312,,,zu4ocuration,,fHEMBLy16689,11440,Affinity in displacing [3H]8-OH-DPAT from rat hippocampal 5-HT1A receptor.,B,,,,Hippocampus,
1313,,,Autocurahiob,,CHEnBL716690,11257,Affinity on 5-hydroxytryptamine 1A receptor labeled by [3H]8-OH-DPAT,B,,,,,
1314,,,Ezpert,,vHEMBL616692,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]-8-OH-DPAT as radioligand,B,,,,,
1315,,,Experr,,CHEMBLy16691,17331,Displacement of [3H]8-OH-DPAT from 5-hydroxytryptamine 1A receptor of rat hippocampus mambranes,B,,Rattus norvegicus,10116.0,Hippocampus,
1316,,,Exper4,,CHfMBLy16693,16567,Binding affinity against 5-hydroxytryptamine 1A receptor by displacing [3H]8-OH-DPAT radioligand in rat cortex membrane,B,,,,,
1317,,,fxpert,,CuEMBLy16694,12058,"Binding affinity against 5-hydroxytryptamine 1A receptor in homogenated rat brain tissue, using by [3H]8-OH-DPAT as radioligand",B,,Rattus norvegicus,10116.0,,
1318,,,sutocuratioj,,CHdMBLt16695,9699,Binding affinity against 5-hydroxytryptamine 1A receptor in rat hippocampal tissue,B,,,,Hippocampus,
1319,,,xutocurat7on,,CgEMBi616696,9547,Binding affinity against 5-hydroxytryptamine 1A receptor of rat was determined using [3H]8-OH-DPAT in binding assay,B,,,,,
1320,,,Autocugatjon,,CHEnBL6166i7,10330,Binding affinity against 5-hydroxytryptamine 1A receptor using [3H]DOB as radioligand,B,,,,,
1321,,,Autovjration,,CH4MBo616698,14331,Binding affinity against rat 5-hydroxytryptamine 1A receptor,B,,,,,
1322,,,Expett,,CH2MBL61u949,14060,Binding affinity against rat brain 5-hydroxytryptamine 1A receptor,B,,Rattus norvegicus,10116.0,,
1323,,,Aut9duration,,CnEMBLt16950,14744,Binding affinity against the 5-hydroxytryptamine 1A receptor labelled with [3H]8-OH-DPAT in rat hippocampal homogenates,B,,,,Hippocampus,
1324,,,Autoch4ation,,CHrMBL842875,13506,Binding affinity against serotonin 5-hydroxytryptamine 1A receptor using radioligand [3H]8-OH-DPAT binding assay,B,,,,,
1325,,,Edpert,,CHEMBL616pr1,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,Brain,
1326,,,2xpert,,CHEjgL616952,10862,Binding affinity at 5-hydroxytryptamine 1A receptor by the displacement of [3H]8-OH-DPAT in rat brain.,B,,,,Brain,
1327,,,Expdrt,,sHEMfL616953,10062,Binding affinity at rat 5-hydroxytryptamine 1A receptor by [3H]WB-4101 displacement.,B,,,,,
1328,,,Autocuratiih,,CHEMBp616944,12073,Binding affinity for 5-hydroxytryptamine 1A receptor by use of [3H]8-OH-DPAT in male rat,B,,,,,
1329,,,Ait8curation,,CHEMnL616055,14875,GTPgammaS radioligand binding assay,B,,,,,
1330,,,Aitlcuration,,CHEMBLu1695t,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,,
1331,,,Autoc6rat7on,,CHEhBi616957,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Partial agonist,F,,,,,
1332,,,qutocuratipn,,CHEMBLy1695o,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Slient antagonist,F,,,,,
1333,,,Autoxhration,,CHEnBL616059,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor,B,,,,,
1334,,,Au6ocuratikn,,vHEMBL616i60,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; Not determined,B,,,,,
1335,,,Auhocuratiom,,CH4MBo616961,2391,The compound was evaluated for intrinsic activity against human cloned 5-hydroxytryptamine 1B receptor; silent antagonist,F,,,,,
1336,,,wxpert,,CHEkBL616972,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor,B,,,,,HeLa
1337,,,A8tocurztion,,CgEMBL6169t3,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor receptor,B,,,,,HeLa
1338,,,Expdrt,,xHEMBL616424,6491,Affinity towards human 5-hydroxytryptamine 1B serotonin receptor,B,,Homo sapiens,9606.0,,
1339,,,sutocutation,,CHEMBi61t525,16190,Binding affinity against 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,,,,CHO
1340,,,qutocutation,,CHEMvL87290u,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]5-CT as radioligand,B,,,,,
1341,,,Autoc7ratiom,,CHEMBL6175w6,14165,Binding affinity for 5-hydroxytryptamine 1B receptor in C6-glial transfected cell type using [3H]GR-125743 as radioligand,B,,,,,
1342,,,fxpert,,CHEMBi616627,4234,Binding affinity to cloned human 5-hydroxytryptamine 1B receptor,B,,Homo sapiens,9606.0,,
1343,,,Experg,,CjEMBLt16528,6328,Binding affinity towards human 5-hydroxytryptamine 1B receptor in L-M(tk-) cells using [3H]GR-125743 as radioligand,B,,,,,
1344,,,Autocura5ipn,,CHEMBL617r29,14770,Binding affinity for recombinant human 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,B,,,,,
1345,,,Autkciration,,CHEMgL61u530,2598,Binding affinity was evaluated at human recombinant 5-hydroxytryptamine 1B receptor using [3H]5-CT as radioligand,B,,,,,
1346,,,dxpert,,CHEMvL616y31,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1347,,,Autoxuratuon,,CHwMBk616532,6897,Binding affinity was evaluated at the cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1348,,,Autociratiin,,CHEMBLuq6533,6013,Binding affinity towards 5-hydroxytryptamine 1B receptor,B,,,,,
1349,,,Exper5,,CHEhBL616524,5843,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1350,,,Expe3t,,CHEMBLy1t535,14454,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT trifluoroacetate as radioligand,B,,,,,
1351,,,A8tocu5ation,,CHEMBL6165r5,16209,Binding affinity towards human 5-hydroxytryptamine 1B receptor using [3H]5-HT radioligand,B,,,,,
1352,,,Aut9cueation,,CHEMBit16537,3935,Compound was evaluated for its binding affinity for human 5-hydroxytryptamine 1B receptor,B,,,,,
1353,,,sxpert,,CnEMBk616538,13729,Ability to inhibit the forskolin-stimulated c-AMP formation mediated by human 5-hydroxytryptamine 1B receptor in CHO-K1 cells,F,,,,,CHO-K1
1354,,,3xpert,,CHEMBL6165w8,14251,Agonist activity to the human recombinant 5-hydroxytryptamine 1B receptor,F,,,,,
1355,,,Edpert,,CH4MBL616640,17085,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor,B,,,,,
1356,,,Aut8c8ration,,CHEjBL6q6429,3025,In vitro binding affinity was determined towards cloned human 5-hydroxytryptamine 1B receptor using [3H]5-CT radioligand,B,,,,,
1357,,,Ex9ert,,CHrMBL6w6430,15315,In vitro receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor,B,,,,,
1358,,,fxpert,,CHEngL616431,14214,Receptor binding affinity for cloned human 5-hydroxytryptamine 1B receptor in Cos-7 cells,B,,Homo sapiens,9606.0,,
1359,,,Ex9ert,,sHEMBL616e32,3804,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor,B,,Homo sapiens,9606.0,,
1360,,,Edpert,,dHEMBL61643w,2391,Affinity for 5-hydroxytryptamine 1B receptor subtype,B,,Homo sapiens,9606.0,,
1361,,,Exp4rt,,CbEMBL61643e,4175,Binding affinity for human 5-hydroxytryptamine 1B receptor,B,,Homo sapiens,9606.0,,
1362,,,Auhocufation,,dHwMBL616435,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand; Not determined,B,,,,,CHO
1363,,,Exlert,,CHEMBL615435,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1B receptor; ND means not determined,B,,,,,
1364,,,Autocurat8pn,,CHEMBL616r3y,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,,HeLa
1365,,,Augkcuration,,CH2MBL6164e8,17211,Ability to displace [3H]5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT=not tested,B,,,,,HeLa
1366,,,Autofuratiom,,CHEhBo616439,17211,Ability to displace [3H]-5-CT (1.5 nM) from HeLa cells of human 5-hydroxytryptamine 1B receptor; NT denotes not tested,B,,,,,HeLa
1367,,,Ecpert,,ftEMBL616440,15926,Binding activity against human 5-hydroxytryptamine 1B receptor; NT means not tested,B,,Homo sapiens,9606.0,,
1368,,,Autoxjration,,CjdMBL616441,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor; not tested,B,,,,,CHO-K1
1369,,,Ezpert,,CHEMvL616452,5843,Selectivity ratio against cloned human 5-HT1B receptor to that of h5-HT1D receptor,B,,,,,
1370,,,xutocuratikn,,CHsMBL6q6443,5843,Selectivity ratio against cloned human 5-hydroxytryptamine 1B receptor to that of human 5-hydroxytryptamine 1D receptor,B,,,,,
1371,,,Eapert,,sHEMBL616t44,16312,Binding affinity in CHO-K1 cells transfected with human recombinant 5-hydroxytryptamine 1B receptor,B,,,,,CHO-K1
1372,,,wxpert,,fHEMBL616r45,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,Homo sapiens,9606.0,,
1373,,,Exlert,,CHEMBL626346,15926,Binding activity against human 5-hydroxytryptamine 1B receptor,B,,Homo sapiens,9606.0,,
1374,,,Expegt,,sHEMBp616447,4540,Binding affinity to human cloned 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-HT as radioligand,B,,Homo sapiens,9606.0,,CHO
1375,,,A8tocuratioj,,CHEhBL626448,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1B receptor was determined,B,,,,,
1376,,,Autlcurqtion,,CHEMnp616449,17296,Binding affinity against cloned human 5-hydroxytryptamine 1B receptor in CHO cells using [3H]5-CT as radioligand,B,,,,,CHO
1377,,,Autocirztion,,CHEjBL626450,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells,B,,,,,CHO
1378,,,Aufocuratioj,,CHEMBL957984,17296,Binding affinity against human 5-hydroxytryptamine 1B receptor cloned receptors in CHO cells using [3H]5-CT as radioligand,B,,,,,CHO
1379,,,Autocugati9n,,CHEkgL616451,15779,Binding affinity towards 5-hydroxytryptamine 1B (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,CHO
1380,,,Autocudatlon,,CHEMBLt16r52,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand,B,,,,,CHO
1381,,,Aitocuratiin,,CHEjBL626453,15779,Binding affinity towards 5-hydroxytryptamine 1B receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand;ND means no data.,B,,,,,CHO
