assay_id,assay_tissue,curated_by,description,src_id,variant_id,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_cell_type
2248,,Autocuration,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",1,,2331,B,,,Homo sapiens,9606.0,,CHO
2249,,Autocuration,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",1,,2331,B,,,Homo sapiens,9606.0,,CHO
2250,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor,1,,4170,B,,,,,,
2251,,Autocuration,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,1,,15453,B,,,,,,
2252,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor,1,,1479,B,,,,,,
2253,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,1,,11139,B,,,,,,
2254,,Expert,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,1,,13969,B,,,,,,
2255,,Expert,Binding affinity towards 5-hydroxytryptamine 2A receptor,1,,13392,B,,,,,,
2256,,Expert,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,1,,14430,B,,,,,,
2257,,Autocuration,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,1,,13181,B,,,Cavia porcellus,10141.0,,
2258,,Autocuration,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,1,,17200,B,,,,,,
2259,,Autocuration,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,1,,17200,B,,,,,,
2260,,Autocuration,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,1,,17200,B,,,,,,
2261,,Autocuration,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,1,,13463,B,,,,,,
2262,,Autocuration,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,1,,6347,B,,,,,,CHO
2263,,Expert,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,1,,6857,F,,,Homo sapiens,9606.0,,CHO
2264,,Autocuration,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,1,,4176,F,,,,,,
2265,,Autocuration,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,1,,4176,F,,,,,,
2266,,Autocuration,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,1,,4176,F,,,,,,
2267,,Autocuration,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",1,,6347,B,,,,,,CHO
2268,,Autocuration,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",1,,6347,B,,,,,,CHO
2269,,Autocuration,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,1,,15331,B,,,,,,
2270,,Expert,Inhibition of human 5-hydroxytryptamine 2A receptor,1,,16146,B,,,Homo sapiens,9606.0,,
2271,,Autocuration,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,1,,15250,B,,,,,,CHO
2272,,Expert,Inhibitory concentration against human 5-HT2A receptor in BEK cells,1,,13631,B,,,,,,
2273,,Autocuration,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),1,,3805,B,,,,,,
2274,,Autocuration,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,1,,4011,B,,,,,,CHO
2275,,Expert,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,1,,4012,B,,,,,,CHO
2276,,Expert,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,1,,6366,B,,,,,,L929
2277,,Expert,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,1,,15949,B,,,,,,CHO
2278,,Autocuration,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,1,,14093,F,,,,,,
2279,,Autocuration,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,1,,13481,F,,,,,,
2280,,Autocuration,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,1,,6347,B,,,,,,CHO
2281,,Autocuration,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,1,,6347,B,,,,,,CHO
2282,,Autocuration,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,1,,14093,F,,,,,,
2283,,Autocuration,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,1,,14093,F,,,,,,
2284,,Autocuration,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,1,,13481,F,,,,,,
2285,,Autocuration,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,1,,14442,B,,,,,,
2286,,Autocuration,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,1,,14442,B,,,,,,
2287,,Autocuration,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,1,,14755,B,,,,,,
2288,,Autocuration,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,1,,16441,B,,,,,,
2289,,Autocuration,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,1,,14744,B,,,,,,
2290,,Expert,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,1,,16659,B,,,,,,CHO
2291,,Autocuration,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,1,,3307,B,,,,,,
2292,,Expert,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,1,,6857,B,,,Homo sapiens,9606.0,,
2293,,Expert,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,1,,5635,B,,,,,,
2294,,Expert,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,1,,4234,B,,,Homo sapiens,9606.0,,
2295,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,1,,15527,B,,,,,,
2296,,Expert,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,1,,6588,B,,,,,,CHO
2297,,Expert,Binding affinity towards human 5-HT2A receptor in BEK cells,1,,13631,B,,,,,,
2298,,Autocuration,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,1,,17723,B,,,,,,
2299,,Autocuration,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,1,,14770,B,,,,,,
2300,,Expert,Binding affinity for human 5-hydroxytryptamine 2A receptor,1,,16293,B,,,Homo sapiens,9606.0,,
2301,,Autocuration,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,1,,16209,B,,,,,,
2302,,Autocuration,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,1,,12469,B,,,,,,
2303,,Autocuration,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,1,,15363,B,,,,,,
2304,,Autocuration,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,1,,15363,B,,,,,,
2305,,Expert,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",1,,16441,B,,,,,,
2306,,Autocuration,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,1,,8,B,,,,,,
2307,,Autocuration,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,1,,4176,B,,,,,,HEK293
2308,,Autocuration,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,1,,17085,B,,,,,,
2309,,Autocuration,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,1,,17200,B,,,,,,
2310,,Expert,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,1,,17200,B,,,Homo sapiens,9606.0,,
2311,,Expert,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,1,,4013,B,,,Homo sapiens,9606.0,,CHO
2312,,Autocuration,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,1,,5088,B,,,,,,
2313,,Expert,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,1,,5088,B,,,Homo sapiens,9606.0,,
2314,,Autocuration,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,1,,5088,B,,,,,,
2315,,Expert,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,1,,5088,B,,,Homo sapiens,9606.0,,
2316,,Autocuration,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,1,,5088,B,,,,,,
2317,,Autocuration,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,1,,5088,B,,,,,,
2318,,Autocuration,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,1,,9786,B,,,,,,
2319,,Autocuration,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,1,,9205,B,,,Rattus norvegicus,10116.0,,
2320,,Autocuration,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,1,,11257,B,,,,,,
2321,,Autocuration,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,1,,9362,B,,,,,,
2322,,Autocuration,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,1,,9362,B,,,,,,
2323,,Autocuration,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,1,,10590,B,,,,,,
2324,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,1,,10468,B,,,,,,
2325,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,1,,13050,B,,,,,,
2326,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,1,,11624,B,,,,,,
2327,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,1,,10468,B,,,,,,
2328,,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,1,,10330,B,,,,,,
2329,,Autocuration,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,1,,10062,B,,,,,,
2330,,Autocuration,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,1,,11642,B,,,,,,
2331,,Autocuration,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,1,,10062,B,,,,,,
2332,,Autocuration,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,1,,13427,B,In vitro,,,,,
2333,,Autocuration,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,1,,12280,B,,,Rattus norvegicus,10116.0,,
2334,,Autocuration,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,1,,4101,B,,,Rattus norvegicus,10116.0,,
2335,,Autocuration,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,1,,10062,B,,,,,,
2336,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,1,,11147,B,,,,,,
2337,,Autocuration,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,1,,2395,B,,,Rattus norvegicus,10116.0,,CHO-K1
2338,,Autocuration,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,1,,2395,B,,,Rattus norvegicus,10116.0,,CHO-K1
2339,,Autocuration,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,1,,9098,B,,,Rattus norvegicus,10116.0,,
2340,,Autocuration,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand.,1,,9098,B,,,,,,
2341,,Autocuration,Binding affinity to 5-hydroxytryptamine 2 receptor of rat cortical membranes using [3H]- DOB; ND means no data.,1,,9098,B,,,Rattus norvegicus,10116.0,,
2342,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor,1,,9443,B,,,,,,
2343,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor at 1.0 uM concentration,1,,9443,B,,,,,,
2344,,Autocuration,"Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- 1-(4-bromo-2,5-dimethoxy-phenyl)-2-aminopropane (D) as radioligand in rat frontal cortex",1,,9699,B,,,,,,
2345,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]- ketanserin as radioligand in rat frontal cortex,1,,9699,B,,,,,,
2346,,Autocuration,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,1,,9098,B,,,,,,
2347,,Autocuration,Affinity for 5-hydroxytryptamine 2 receptor,1,,3070,B,,,Rattus norvegicus,10116.0,,
2348,,Autocuration,Binding affinity towards serotonin 5-hydroxytryptamine 2 receptor of rat determined using 0.5 nM of [3H]ketanserin in binding assay,1,,9547,B,,,,,,
2349,,Autocuration,Binding affinity was determined against 5-hydroxytryptamine 2 receptor from male Sprague-Dawley rat brain.,1,,10444,B,,,,,,
2350,,Autocuration,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor from rat tissue homogenate,1,,14617,B,,,,,,
2351,,Autocuration,Binding affinity which represents concentration giving half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor rat tissue homogenate,1,,14617,B,,,,,,
2352,,Autocuration,Binding constant against 5-hydroxytryptamine 2 receptor (in vitro),1,,11130,B,,,,,,
2353,,Autocuration,Binding constant against 5-hydroxytryptamine 2 receptor (in vivo),1,,11130,B,In vivo,,,,,
2354,Brain,Autocuration,Compound is evaluated for binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin in rat brain,1,,14542,B,,,,,,
2355,,Autocuration,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2 receptor from rat,1,,2797,B,,,,,,
2356,,Autocuration,Compound was evaluated for in vitro binding affinity towards 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,1,,11332,B,,,,,,
2357,,Autocuration,Compound was evaluated for in vitro binding affinity towards serotonin 5-hydroxytryptamine 2 receptor in rat cortex using [3H]- spiperone as radioligand,1,,11332,B,,,,,,
2358,Frontal cortex,Autocuration,Compound was evaluated for its ability to displace 0.25 nM [125I](R)-DOI from binding sites in rat frontal cortex.,1,,10752,B,,,,,,
2359,,Autocuration,Ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,1,,1185,B,,,,,,
2360,,Autocuration,Compound was evaluated for its ability to displace [3H]ketanserin from serotonergic 5-hydroxytryptamine 2 receptor,1,,1185,B,,,,,,
2361,,Autocuration,Binding affinity against 5-Hydroxy tryptamine 2 (5-hydroxytryptamine 2)receptor,1,,11624,B,,,Rattus norvegicus,10116.0,,
2362,,Autocuration,Compound was evaluated for its binding affinity to 5-hydroxytryptamine 2 receptor in rat cortex using [3H]ketanserin radioligand assay,1,,1344,B,,,,,,
2363,Striatum,Autocuration,Binding affinity against 5-hydroxytryptamine 2 receptor in rat striatum using [3H]-RP62203,1,,15453,B,,,Rattus norvegicus,10116.0,,
2364,,Autocuration,"Binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",1,,11662,B,,,,,,
2365,,Autocuration,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",1,,11662,B,,,,,,
