ASI,ASSTY,ASTTY,ASSTI,ASSTR,Ti,CURB,Des,SRASSI,CHEI,ASCATE,CONSC,SI,CI,BFOR,TII,VARII
10775,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL618784,,1,1,,BAO_0000218,,
10776,A,In vivo,10116.0,,50597,Intermediate,Percent oral bioavailability evaluated in rat,,CHEMBL618785,,1,1,,BAO_0000218,,
10777,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL618786,,1,1,,BAO_0000218,,
10778,A,In vivo,10116.0,,50597,Intermediate,Percent oral bioavailability in rat; Not determined,,CHEMBL618787,,1,1,,BAO_0000218,,
10779,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat,,CHEMBL618788,,1,1,,BAO_0000218,,
10780,A,In vivo,10116.0,,50597,Intermediate,Bioavailability in rat,,CHEMBL618789,,1,1,,BAO_0000218,,
10781,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (oral bioavailability) in rat (dose given as a solution),,CHEMBL618790,,1,1,,BAO_0000218,,
10782,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (oral bioavailability) in rat (dose given as a suspension),,CHEMBL618791,,1,1,,BAO_0000218,,
10783,A,In vivo,10116.0,,50597,Intermediate,Pharmacokinetic property (F) was measured in rat at the dose of 0.32 mg/kg,,CHEMBL875843,,1,1,,BAO_0000218,,
10784,A,In vivo,10116.0,,50597,Intermediate,Oral bioavailability in rat (dose 20 mg/kg p.o.),,CHEMBL618792,,1,1,,BAO_0000218,,
10785,A,In vivo,10116.0,,50597,Intermediate,Cmax at a dose of 30 mg/kg in rat,,CHEMBL623395,,1,1,,BAO_0000218,,
10786,A,In vivo,314293.0,,22224,Autocuration,Cmax in monkeys at a dose of 1 mg/kg,,CHEMBL623396,,0,1,,BAO_0000218,,
10787,A,In vivo,10116.0,,50597,Intermediate,Cmax in rat,,CHEMBL623397,,1,1,,BAO_0000218,,
10788,A,In vivo,10116.0,,50597,Intermediate,Cmax in rats at a dose of 1 mg/kg,,CHEMBL623398,,1,1,,BAO_0000218,,
10789,A,In vivo,10090.0,,50594,Intermediate,Cmax was measured in mice after an oral dose of 50 mg/kg.,,CHEMBL623399,,1,1,,BAO_0000218,,
10790,A,In vivo,,,22224,Autocuration,"Cmax value at a dose of 12.7 uM/kg, po",,CHEMBL623400,,0,1,,BAO_0000218,,
10791,A,In vivo,,,22224,Autocuration,"Cmax value at a dose of 6.3 uM/kg, iv",,CHEMBL623401,,0,1,,BAO_0000218,,
10792,A,In vivo,,,22224,Autocuration,"Cmax value at a dose of 7.1 uM/kg, iv",,CHEMBL623402,,0,1,,BAO_0000218,,
10793,A,In vivo,,,22224,Autocuration,Cmax value of compound was determined after 1 hr,,CHEMBL623403,,0,1,,BAO_0000218,,
10794,A,In vivo,,,22224,Autocuration,Cmax value of the compound,,CHEMBL623404,,0,1,,BAO_0000218,,
10795,A,In vivo,10116.0,,50597,Intermediate,Cmax value administered intraintestinal in rats.,,CHEMBL625997,,1,1,,BAO_0000218,,
10796,A,In vivo,10116.0,,50597,Intermediate,Cmax value administered perorally was determined in rat; Not determined,,CHEMBL625998,,1,1,,BAO_0000218,,
10797,A,In vivo,,,22224,Autocuration,Cmax value at the dose of 2.3 mg/kg,,CHEMBL625999,,0,1,,BAO_0000218,,
10798,A,In vivo,,,22224,Autocuration,Cmax value at the dose of 5 mg/kg,,CHEMBL626000,,0,1,,BAO_0000218,,
10799,A,In vivo,,,22224,Autocuration,Cmax value in the period of 8 hr after dosing. ,,CHEMBL626001,,0,1,,BAO_0000218,,
10800,A,In vivo,,,22224,Autocuration,Cmax value at a oral dose of 20 mg/kg; Not tested,,CHEMBL626002,,0,1,,BAO_0000218,,
10801,A,In vivo,,,22224,Autocuration,Cmax value at a oral dose of 20 mg/kg,,CHEMBL626003,,0,1,,BAO_0000218,,
10802,A,In vivo,10116.0,,50597,Intermediate,Cmax value was determined between 15 and 30 minutes post administration in fisher rats; value ranges from 200-500,,CHEMBL626004,,1,1,,BAO_0000218,,
10803,A,In vivo,10141.0,,50512,Intermediate,Cmax(ng /mL)values after oral administration of 10 mg/kg in guinea pig.,,CHEMBL626005,,1,1,,BAO_0000218,,
10804,A,In vivo,10116.0,,50597,Intermediate,Cmax(ng /mL)values after oral administration of 10 mg/kg in rat.,,CHEMBL626006,,1,1,,BAO_0000218,,
10805,A,In vivo,10116.0,,50597,Intermediate,Compound at a dose of 10 mg/kg was orally administered to rats and maximum plasma concentration was reported,,CHEMBL626007,,1,1,,BAO_0000218,1969.0,
10806,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated for maximum plasma concentration by administering orally at 25 mg/kg in mice,,CHEMBL626008,,1,1,,BAO_0000218,1969.0,
10807,A,In vivo,9615.0,,50588,Intermediate,Compound was evaluated for maximum plasma concentration levels in dogs for the orally delivered compound in 0.05 M citric acid,,CHEMBL626009,,1,1,,BAO_0000218,2107.0,
10808,A,In vivo,9615.0,,50588,Intermediate,Compound was evaluated in vivo for its concentration after a peroral administration 40 mg/kg in dogs.,,CHEMBL626010,,1,1,,BAO_0000218,,
10809,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a intramuscular administration 40 mg/kg in mice,,CHEMBL626011,,1,1,,BAO_0000218,178.0,
10810,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration 40 mg/kg in mice,,CHEMBL626012,,1,1,,BAO_0000218,178.0,
10811,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after a peroral administration of 40 mg/kg in mice,,CHEMBL626013,,1,1,,BAO_0000218,178.0,
10812,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice,,CHEMBL626014,,1,1,,BAO_0000218,178.0,
10813,A,In vivo,10090.0,,50594,Intermediate,Compound was evaluated in vivo in blood samples from the orbital sinus for its concentration after an intramuscular administration of 40 mg/kg in mice.,,CHEMBL877496,,1,1,,BAO_0000218,178.0,
10814,F,In vivo,9615.0,,50588,Intermediate,Compound was tested Growth Hormone(GH) release after 0.5 mg/kg administration (Po) in Beagle dogs,,CHEMBL626015,,1,1,,BAO_0000218,,
10815,F,In vivo,9615.0,,50588,Intermediate,Compound was tested Growth Hormone(GH) release after 10 mg/kg administration (Po) in Beagle dogs,,CHEMBL626016,,1,1,,BAO_0000218,,
10816,F,In vivo,9615.0,,50588,Intermediate,Compound was tested Growth Hormone(GH) release after 2.5 mg/kg administration (Po) in Beagle dogs,,CHEMBL626017,,1,1,,BAO_0000218,,
10817,A,In vivo,9615.0,,50588,Intermediate,Bioavailability as maximal plasma concentration in dogs,,CHEMBL626018,,1,1,,BAO_0000218,1969.0,
10818,A,In vivo,9615.0,,50588,Intermediate,Bioavailability as maximal plasma concentration in dogs,,CHEMBL626692,,1,1,,BAO_0000218,1969.0,
10819,A,In vivo,10116.0,,50597,Intermediate,Bioavailability as maximal plasma concentration in rats,,CHEMBL626693,,1,1,,BAO_0000218,1969.0,
10820,A,In vivo,10116.0,,22224,Autocuration,Bioavailability as maximal plasma concentration in rats,,CHEMBL626694,,0,1,,BAO_0000218,1969.0,
10821,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum blood concentration after 0.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,CHEMBL626695,,1,1,,BAO_0000218,178.0,
10822,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum blood concentration after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,CHEMBL626696,,1,1,,BAO_0000218,178.0,
10823,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum blood concentration after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,CHEMBL626697,,1,1,,BAO_0000218,178.0,
10824,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum concentration in blood after 0.5 mg/kg administration (Po) in Beagle dogs; nd = Not Detectable,,CHEMBL626859,,1,1,,BAO_0000218,178.0,
10825,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum concentration in blood after 10 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,CHEMBL626860,,1,1,,BAO_0000218,178.0,
10826,A,In vivo,9615.0,,50588,Intermediate,Compound was tested for maximum concentration in blood after 2.5 mg/kg administration (Po) in Beagle dogs; nM/L maximum blood concentration,,CHEMBL626861,,1,1,,BAO_0000218,178.0,
10827,A,In vivo,10116.0,,50597,Intermediate,Compound was tested for maximum observed concentration in three male Wistar rats at a single 5 mg/kg oral gavage dose,,CHEMBL626296,,1,1,,BAO_0000218,,
10828,A,In vivo,,,22224,Autocuration,Compound was tested for the max. conc. when administered perorally(po) 30 mg/kg,,CHEMBL626297,,0,1,,BAO_0000218,,
10829,A,In vivo,,,22224,Autocuration,Compound was tested for the max. plasma conc. when administered intraperitoneally (ip) 30 mg/kg.,,CHEMBL626298,,0,1,,BAO_0000218,1969.0,
10830,A,In vivo,10116.0,,50597,Intermediate,"Drug plasma level in rat was determined on the last day of dosing at 1,2,4.8 and 24 hr and ED50 was evaluated",,CHEMBL626299,,1,1,,BAO_0000218,1969.0,
10831,A,In vivo,10116.0,,50597,Intermediate,Effect of ip administration of compound on plasma concentration of allo-pregnanolone (AP) in rats after 30 min.,,CHEMBL626300,,1,1,,BAO_0000218,1969.0,
10832,A,In vivo,10116.0,,50597,Intermediate,Effect of ip administration of compound on plasma concentration of allotetrahydrodeoxy corticosterone(THDOC) in rats after 30 min.,,CHEMBL626301,,1,1,,BAO_0000218,1969.0,
10833,A,In vivo,10116.0,,50597,Intermediate,Effect of ip administration of compound on plasma concentration of corticosterone (CTS) in rats after 30 min.,,CHEMBL626962,,1,1,,BAO_0000218,1969.0,
10834,A,In vivo,10116.0,,50597,Intermediate,Effect of ip administration of compound on plasma concentration of pregnenolone (PRE) in rats after 30 min.,,CHEMBL626963,,1,1,,BAO_0000218,1969.0,
10835,A,In vivo,10116.0,,50597,Intermediate,Effect of ip administration of compound on plasma concentration of progesterone (PRO) in rats after 30 min.,,CHEMBL626964,,1,1,,BAO_0000218,1969.0,
10836,A,In vivo,9541.0,,100710,Intermediate,In vivo antitumor efficacy expressed as maximum plasma concentration 0.4 hr after a peroral dose of 25 mg/kg in cynomolgus monkeys,,CHEMBL626965,,1,1,,BAO_0000218,1969.0,
10837,A,In vivo,10090.0,,50594,Intermediate,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,CHEMBL626966,,1,1,,BAO_0000218,1969.0,
10838,A,In vivo,10090.0,,50594,Intermediate,Maximal plasma concentration in nude mice after 25 mg/kg oral dose,,CHEMBL626967,,1,1,,BAO_0000218,1969.0,
10839,A,In vivo,9541.0,,100710,Intermediate,In vivo antitumor efficacy expressed as maximum plasma concentration after a peroral dose of 10 mg/kg in cynomolgus monkeys,,CHEMBL626968,,1,1,,BAO_0000218,1969.0,
10840,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 0.89-1.24,,CHEMBL626969,,1,1,,BAO_0000218,948.0,
10841,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-2.58,,CHEMBL627126,,1,1,,BAO_0000218,948.0,
10842,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.24-0.28,,CHEMBL631276,,1,1,,BAO_0000218,948.0,
10843,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.52-0.62,,CHEMBL631277,,1,1,,BAO_0000218,948.0,
10844,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.68-0.84,,CHEMBL631278,,1,1,,BAO_0000218,948.0,
10845,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 0.75-1.03,,CHEMBL874457,,1,1,,BAO_0000218,948.0,
10846,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.96-2.46,,CHEMBL631279,,1,1,,BAO_0000218,948.0,
10847,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.36-0.42,,CHEMBL631280,,1,1,,BAO_0000218,948.0,
10848,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.82,,CHEMBL631281,,1,1,,BAO_0000218,948.0,
10849,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.24-1.46,,CHEMBL631968,,1,1,,BAO_0000218,948.0,
10850,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 2.36-3.96,,CHEMBL631969,,1,1,,BAO_0000218,948.0,
10851,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.24-0.29,,CHEMBL631970,,1,1,,BAO_0000218,948.0,
10852,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.39-0.74,,CHEMBL631971,,1,1,,BAO_0000218,948.0,
10853,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.79-0.85,,CHEMBL631972,,1,1,,BAO_0000218,948.0,
10854,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.64-0.86,,CHEMBL630435,,1,1,,BAO_0000218,948.0,
10855,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.68-2.23,,CHEMBL630436,,1,1,,BAO_0000218,948.0,
10856,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.19-0.23,,CHEMBL630437,,1,1,,BAO_0000218,948.0,
10857,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.22-0.29,,CHEMBL630438,,1,1,,BAO_0000218,948.0,
10858,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in heart tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.58-0.75,,CHEMBL630439,,1,1,,BAO_0000218,948.0,
10859,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.42-1.82,,CHEMBL630440,,1,1,,BAO_0000218,2113.0,
10860,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.24-3.12,,CHEMBL630441,,1,1,,BAO_0000218,2113.0,
10861,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.62-0.92,,CHEMBL630442,,1,1,,BAO_0000218,2113.0,
10862,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.12-2.04,,CHEMBL625234,,1,1,,BAO_0000218,2113.0,
10863,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.59-2.03,,CHEMBL625235,,1,1,,BAO_0000218,2113.0,
10864,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.14-1.4,,CHEMBL625236,,1,1,,BAO_0000218,2113.0,
10865,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injection by intravenously; value ranges from 1.56-1.83,,CHEMBL625237,,1,1,,BAO_0000218,2113.0,
10866,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 0.58-0.73,,CHEMBL626125,,1,1,,BAO_0000218,2113.0,
10867,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 30 min injecton by intravenously; 1.67-2.11,,CHEMBL626126,,1,1,,BAO_0000218,2113.0,
10868,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 1.64-3.43,,CHEMBL626127,,1,1,,BAO_0000218,2113.0,
10869,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injection by intravenously; value ranges from 3.18-4.74,,CHEMBL626128,,1,1,,BAO_0000218,2113.0,
10870,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 0.62-1.13,,CHEMBL626129,,1,1,,BAO_0000218,2113.0,
10871,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 1.73-2.64,,CHEMBL626130,,1,1,,BAO_0000218,2113.0,
10872,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 5 min injecton by intravenously; 13.02-19.07,,CHEMBL626131,,1,1,,BAO_0000218,2113.0,
10873,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 0.89-1.19,,CHEMBL626132,,1,1,,BAO_0000218,2113.0,
10874,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injection by intravenously; value ranges from 1.17-1.48,,CHEMBL626752,,1,1,,BAO_0000218,2113.0,
10875,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.48-0.72,,CHEMBL626753,,1,1,,BAO_0000218,2113.0,
10876,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.49-0.57,,CHEMBL626754,,1,1,,BAO_0000218,2113.0,
10877,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in kidney tissues of Sprague-Dawley rats after 60 min injecton by intravenously; 0.99-1.24,,CHEMBL626755,,1,1,,BAO_0000218,2113.0,
10878,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 1.23-1.78,,CHEMBL626756,,1,1,,BAO_0000218,2107.0,
10879,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injection by intravenously; value ranges from 2.43-2.92,,CHEMBL626757,,1,1,,BAO_0000218,2107.0,
10880,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 0.81-1.18,,CHEMBL626758,,1,1,,BAO_0000218,2107.0,
10881,A,,10116.0,,50597,Intermediate,Distribution of radioactivity in liver tissues of Sprague-Dawley rats after 15 min injecton by intravenously; 1.37-1.74,,CHEMBL626759,,1,1,,BAO_0000218,2107.0,
