ss_d,ss_rgnsm,b_frmt,tss_d,vrnt_d,cnfdnc_scr,ss_tss,chmbl_d,ss_ctgr,crtd_b,ss_tst_tp,dc_d,src_ss_d,rltnshp_tp,td,src_d,ss_strn,ss_cll_tp,ss_sbclllr_frctn,cll_d
8524,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL625337,,Intermediate,In vivo,17509,,N,50597,1,,,,
8525,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL625338,,Intermediate,In vivo,17509,,N,50597,1,,,,
8526,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL625339,,Intermediate,In vivo,1466,,N,50597,1,,,,
8527,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL625340,,Intermediate,In vivo,6535,,N,50597,1,,,,
8528,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL625341,,Intermediate,In vivo,6535,,N,50597,1,,,,
8529,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622687,,Intermediate,In vivo,3169,,N,50597,1,,,,
8530,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL622688,,Intermediate,In vivo,6515,,N,50597,1,,,,
8531,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL622689,,Intermediate,In vivo,11149,,N,50597,1,,,,
8532,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL620295,,Intermediate,In vivo,11149,,N,50597,1,,,,
8533,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620296,,Intermediate,In vivo,17858,,N,50597,1,,,,
8534,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620297,,Intermediate,In vivo,6518,,N,50597,1,,,,
8535,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620298,,Intermediate,In vivo,6518,,N,50597,1,,,,
8536,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620299,,Intermediate,In vivo,4426,,N,50597,1,,,,
8537,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620300,,Intermediate,In vivo,4426,,N,50597,1,,,,
8538,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620301,,Intermediate,In vivo,4426,,N,50597,1,,,,
8539,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620302,,Intermediate,In vivo,5656,,N,50597,1,,,,
8540,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620303,,Intermediate,In vivo,6518,,N,50597,1,,,,
8541,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620304,,Intermediate,In vivo,6518,,N,50597,1,,,,
8542,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620305,,Intermediate,In vivo,6113,,N,50597,1,,,,
8543,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620306,,Intermediate,In vivo,17764,,N,50597,1,,,,
8544,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620307,,Intermediate,In vivo,4756,,N,50597,1,,,,
8545,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620308,,Intermediate,In vivo,4756,,N,50597,1,,,,
8546,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620309,,Intermediate,In vivo,6402,,N,50597,1,,,,
8547,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620310,,Intermediate,In vivo,5610,,N,50597,1,,,,
8548,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620311,,Intermediate,In vivo,5207,,N,50597,1,,,,
8549,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620312,,Intermediate,In vivo,6011,,N,50597,1,,,,
8550,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620313,,Intermediate,In vivo,6504,,N,50597,1,,,,
8551,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620314,,Intermediate,In vivo,6046,,N,50597,1,,,,
8552,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620315,,Intermediate,In vivo,6504,,N,50597,1,,,,
8553,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620316,,Intermediate,In vivo,5874,,N,50597,1,,,,
8554,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620317,,Intermediate,In vivo,17686,,N,50597,1,,,,
8555,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620318,,Intermediate,In vivo,5836,,N,50597,1,,,,
8556,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620319,,Intermediate,In vivo,17596,,N,50597,1,,,,
8557,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620320,,Intermediate,In vivo,16423,,N,50597,1,,,,
8558,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620321,,Intermediate,In vivo,17804,,N,50597,1,,,,
8559,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620322,,Intermediate,In vivo,1908,,N,50597,1,,,,
8560,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620323,,Intermediate,,13950,,N,50597,1,,,,
8561,Rattus norvegicus,BAO_0000218,1870.0,,1,Frontal cortex,CHEMBL620324,,Intermediate,,13950,,N,50597,1,,,,
8562,Rattus norvegicus,BAO_0000218,1870.0,,1,Frontal cortex,CHEMBL620325,,Intermediate,,13950,,N,50597,1,,,,
8563,Rattus norvegicus,BAO_0000218,10000000.0,,1,Hippocampus,CHEMBL620326,,Intermediate,,13950,,N,50597,1,,,,
8564,Rattus norvegicus,BAO_0000218,10000000.0,,1,Hippocampus,CHEMBL620327,,Intermediate,,13950,,N,50597,1,,,,
8565,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620328,,Intermediate,,13950,,N,50597,1,,,,
8566,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620329,,Intermediate,,13950,,N,50597,1,,,,
8567,Rattus norvegicus,BAO_0000218,1891.0,,1,Midbrain,CHEMBL620330,,Intermediate,,13950,,N,50597,1,,,,
8568,Rattus norvegicus,BAO_0000218,1891.0,,1,Midbrain,CHEMBL875286,,Intermediate,,13950,,N,50597,1,,,,
8569,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620331,,Intermediate,,13950,,N,50597,1,,,,
8570,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL620332,,Intermediate,,13950,,N,50597,1,,,,
8571,Rattus norvegicus,BAO_0000218,2435.0,,1,Striatum,CHEMBL620333,,Intermediate,,13950,,N,50597,1,,,,
8572,Rattus norvegicus,BAO_0000218,2435.0,,1,Striatum,CHEMBL620334,,Intermediate,,13950,,N,50597,1,,,,
8573,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621015,,Intermediate,,16434,,N,50597,1,,,,
8574,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621016,,Intermediate,,16434,,N,50597,1,,,,
8575,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621191,,Intermediate,,16434,,N,50597,1,,,,
8576,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621192,,Intermediate,,16434,,N,50597,1,,,,
8577,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621193,,Intermediate,,16434,,N,50597,1,,,,
8578,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621194,,Intermediate,,16434,,N,50597,1,,,,
8579,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624204,,Intermediate,,16434,,N,50597,1,,,,
8580,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624205,,Intermediate,,16434,,N,50597,1,,,,
8581,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624206,,Intermediate,,16435,,N,50597,1,,,,
8582,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624207,,Intermediate,,16435,,N,50597,1,,,,
8583,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624208,,Intermediate,,16435,,N,50597,1,,,,
8584,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624209,,Intermediate,,16435,,N,50597,1,,,,
8585,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624210,,Intermediate,,16435,,N,50597,1,,,,
8586,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624211,,Intermediate,,16435,,N,50597,1,,,,
8587,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624212,,Intermediate,,16435,,N,50597,1,,,,
8588,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624213,,Intermediate,,16435,,N,50597,1,,,,
8589,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL876611,,Intermediate,,16434,,N,50597,1,,,,
8590,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624214,,Intermediate,,16434,,N,50597,1,,,,
8591,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624215,,Intermediate,,16434,,N,50597,1,,,,
8592,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624216,,Intermediate,,16435,,N,50597,1,,,,
8593,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624217,,Intermediate,,16435,,N,50597,1,,,,
8594,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624218,,Intermediate,,16435,,N,50597,1,,,,
8595,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624219,,Intermediate,,16435,,N,50597,1,,,,
8596,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624220,,Intermediate,,16435,,N,50597,1,,,,
8597,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL624221,,Intermediate,,16435,,N,50597,1,,,,
8598,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624222,,Intermediate,,16434,,N,50597,1,,,,
8599,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624223,,Intermediate,,16434,,N,50597,1,,,,
8600,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624224,,Intermediate,,16434,,N,50597,1,,,,
8601,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL624225,,Intermediate,,16434,,N,50597,1,,,,
8602,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622420,,Intermediate,In vivo,17764,,N,50597,1,,,,
8603,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622421,,Intermediate,In vivo,5031,,N,50597,1,,,,
8604,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622422,,Intermediate,In vivo,6215,,N,50597,1,,,,
8605,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622423,,Intermediate,In vivo,17671,,N,50597,1,,,,
8606,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622424,,Intermediate,In vivo,17752,,N,50597,1,,,,
8607,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622425,,Intermediate,In vivo,6596,,N,50597,1,,,,
8608,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876612,,Intermediate,In vivo,16423,,N,50597,1,,,,
8609,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622426,,Intermediate,In vivo,15662,,N,50597,1,,,,
8610,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622427,,Intermediate,In vivo,6062,,N,50597,1,,,,
8611,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622428,,Intermediate,In vivo,5874,,N,50597,1,,,,
8612,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622429,,Intermediate,In vivo,4942,,N,50597,1,,,,
8613,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622430,,Intermediate,In vivo,17796,,N,50597,1,,,,
8614,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622431,,Intermediate,In vivo,4890,,N,50597,1,,,,
8615,Rattus norvegicus,BAO_0000218,2116.0,,1,Ileum,CHEMBL622432,,Intermediate,,15765,,N,50597,1,,,,
8616,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622433,,Intermediate,In vivo,13569,,N,50597,1,,,,
8617,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622434,,Intermediate,In vivo,13569,,N,50597,1,,,,
8618,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL622435,,Intermediate,In vivo,13569,,N,50597,1,,,,
8619,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618748,,Intermediate,In vivo,13569,,N,50597,1,,,,
8620,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618749,,Intermediate,In vivo,13569,,N,50597,1,,,,
8621,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618750,,Intermediate,In vivo,13569,,N,50597,1,,,,
8622,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618751,,Intermediate,In vivo,13569,,N,50597,1,,,,
8623,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618752,,Intermediate,In vivo,13569,,N,50597,1,,,,
8624,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618753,,Intermediate,In vivo,4576,,N,50597,1,,,,
8625,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL618754,,Intermediate,In vivo,750,,N,50597,1,,,,
8626,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618755,,Intermediate,In vivo,750,,N,50597,1,,,,
8627,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618756,,Intermediate,In vivo,4590,,N,50597,1,,,,
8628,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618757,,Intermediate,In vivo,1716,,N,50597,1,,,,
8629,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL618758,,Intermediate,In vivo,1974,,N,50597,1,,,,
8630,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621088,,Intermediate,In vivo,4502,,N,50597,1,,,,
8631,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621089,,Intermediate,,3371,,N,50597,1,,,,
8632,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621090,,Intermediate,,9099,,N,50597,1,,,,
8633,Rattus norvegicus,BAO_0000218,178.0,,1,Blood,CHEMBL621091,,Intermediate,,9099,,N,50597,1,,,,
8634,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876731,,Intermediate,In vivo,4590,,N,50597,1,,,,
8635,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621092,,Intermediate,In vivo,3184,,N,50597,1,,,,
8636,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621093,,Intermediate,In vivo,16456,,N,50597,1,,,,
8637,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621094,,Intermediate,,4199,,N,50597,1,,,,
8638,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621095,,Intermediate,,4199,,N,50597,1,,,,
8639,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621096,,Intermediate,,4199,,N,50597,1,,,,
8640,Rattus norvegicus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621097,,Intermediate,In vivo,8677,,N,50597,1,,,,
8641,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621098,,Intermediate,,7449,,N,50597,1,,,,
8642,Rattus norvegicus,BAO_0000218,2037.0,,1,Cerebellum,CHEMBL621099,,Intermediate,,11977,,N,50597,1,,,,
8643,Rattus norvegicus,BAO_0000218,2037.0,,1,Cerebellum,CHEMBL621100,,Intermediate,,11977,,N,50597,1,,,,
8644,Rattus norvegicus,BAO_0000218,2037.0,,1,Cerebellum,CHEMBL621101,,Intermediate,,11977,,N,50597,1,,,,
8645,Rattus norvegicus,BAO_0000218,2037.0,,1,Cerebellum,CHEMBL621102,,Intermediate,,11977,,N,50597,1,,,,
8646,Rattus norvegicus,BAO_0000218,2037.0,,1,Cerebellum,CHEMBL876732,,Intermediate,,11977,,N,50597,1,,,,
8647,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621103,,Intermediate,,11977,,N,50597,1,,,,
8648,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621104,,Intermediate,,11977,,N,50597,1,,,,
8649,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621105,,Intermediate,,11977,,N,50597,1,,,,
8650,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621106,,Intermediate,,11977,,N,50597,1,,,,
8651,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621107,,Intermediate,,11977,,N,50597,1,,,,
8652,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621108,,Intermediate,,11977,,N,50597,1,,,,
8653,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL621109,,Intermediate,,11977,,N,50597,1,,,,
8654,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621110,,Intermediate,In vivo,17208,,N,50594,1,,,,
8655,Mus musculus,BAO_0000218,2113.0,,1,Kidney,CHEMBL621111,,Intermediate,In vivo,17208,,N,50594,1,,,,
8656,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL622541,,Intermediate,In vivo,17208,,N,50594,1,,,,
8657,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL622542,,Intermediate,In vivo,17208,,N,50594,1,,,,
8658,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL622543,,Intermediate,In vivo,17208,,N,50594,1,,,,
8659,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL624412,,Intermediate,In vivo,17208,,N,50594,1,,,,
8660,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL624413,,Intermediate,In vivo,17208,,N,50594,1,,,,
8661,Mus musculus,BAO_0000218,2107.0,,1,Liver,CHEMBL624414,,Intermediate,In vivo,17208,,N,50594,1,,,,
8662,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624415,,Intermediate,In vivo,17208,,N,50594,1,,,,
8663,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624416,,Intermediate,In vivo,17208,,N,50594,1,,,,
8664,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624417,,Intermediate,In vivo,17208,,N,50594,1,,,,
8665,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624418,,Intermediate,In vivo,17208,,N,50594,1,,,,
8666,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624419,,Intermediate,In vivo,17208,,N,50594,1,,,,
8667,Mus musculus,BAO_0000218,2048.0,,1,Lung,CHEMBL624420,,Intermediate,In vivo,17208,,N,50594,1,,,,
8668,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL624421,,Intermediate,In vivo,17208,,N,50594,1,,,,
8669,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL624422,,Intermediate,In vivo,17208,,N,50594,1,,,,
8670,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL624423,,Intermediate,In vivo,17208,,N,50594,1,,,,
8671,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL625123,,Intermediate,In vivo,17208,,N,50594,1,,,,
8672,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL625124,,Intermediate,In vivo,17208,,N,50594,1,,,,
8673,Mus musculus,BAO_0000218,2385.0,,1,Muscle tissue,CHEMBL625125,,Intermediate,In vivo,17208,,N,50594,1,,,,
8674,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL625126,,Intermediate,In vivo,17208,,N,50594,1,,,,
8675,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL626947,,Intermediate,In vivo,17208,,N,50594,1,,,,
8676,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL626948,,Intermediate,In vivo,17208,,N,50594,1,,,,
8677,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL626949,,Intermediate,In vivo,17208,,N,50594,1,,,,
8678,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL626950,,Intermediate,In vivo,17208,,N,50594,1,,,,
8679,Mus musculus,BAO_0000218,14.0,,1,Zone of skin,CHEMBL626951,,Intermediate,In vivo,17208,,N,50594,1,,,,
8680,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626952,,Intermediate,In vivo,17208,,N,50594,1,,,,
8681,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626953,,Intermediate,In vivo,17208,,N,50594,1,,,,
8682,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626954,,Intermediate,In vivo,17208,,N,50594,1,,,,
8683,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626955,,Intermediate,In vivo,17208,,N,50594,1,,,,
8684,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626956,,Intermediate,In vivo,17208,,N,50594,1,,,,
8685,Mus musculus,BAO_0000218,2106.0,,1,Spleen,CHEMBL626957,,Intermediate,In vivo,17208,,N,50594,1,,,,
8686,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL626958,,Intermediate,In vivo,17208,,N,50594,1,,,,
8687,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL626959,,Intermediate,In vivo,17208,,N,50594,1,,,,
8688,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL626960,,Intermediate,In vivo,17208,,N,50594,1,,,,
8689,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL626961,,Intermediate,In vivo,17208,,N,50594,1,,,,
8690,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL627589,,Intermediate,In vivo,17208,,N,50594,1,,,,
8691,Mus musculus,BAO_0000218,178.0,,1,Blood,CHEMBL627590,,Intermediate,In vivo,17208,,N,50594,1,,,,
8692,Mus musculus,BAO_0000218,,,1,,CHEMBL627591,,Intermediate,,3132,,N,50594,1,,,,
8693,Mus musculus,BAO_0000218,,,1,,CHEMBL627592,,Intermediate,,3132,,N,50594,1,,,,
8694,Mus musculus,BAO_0000218,,,1,,CHEMBL627593,,Intermediate,In vivo,16597,,N,50594,1,,,,
8695,Mus musculus,BAO_0000218,,,1,,CHEMBL627594,,Intermediate,,5727,,N,50594,1,,,,
8696,Mus musculus,BAO_0000218,,,1,,CHEMBL876813,,Intermediate,In vivo,5302,,N,50594,1,,,,
8697,Mus musculus,BAO_0000218,,,1,,CHEMBL627595,,Intermediate,In vivo,5302,,N,50594,1,,,,
8698,Mus musculus,BAO_0000218,,,1,,CHEMBL627596,,Intermediate,In vivo,6348,,N,50594,1,,,,
8699,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627597,,Intermediate,In vivo,5964,,N,50597,1,,,,
8700,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627598,,Intermediate,In vivo,6078,,N,50597,1,,,,
8701,Rattus norvegicus,BAO_0000218,955.0,,1,Brain,CHEMBL627599,,Intermediate,In vivo,5206,,N,50597,1,,,,
8702,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627600,,Intermediate,In vivo,2959,,N,50597,1,,,,
8703,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627601,,Intermediate,In vivo,5964,,N,50597,1,,,,
8704,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627776,,Intermediate,In vivo,5964,,N,50597,1,,,,
8705,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627777,,Intermediate,In vivo,6757,,N,50597,1,,,,
8706,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627778,,Intermediate,In vivo,6757,,N,50597,1,,,,
8707,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627779,,Intermediate,In vivo,6757,,N,50597,1,,,,
8708,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876814,,Intermediate,In vivo,17617,,N,50597,1,,,,
8709,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627780,,Intermediate,In vivo,1445,,N,50597,1,,,,
8710,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627781,,Intermediate,In vivo,6082,,N,50597,1,,,,
8711,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627782,,Intermediate,In vivo,1446,,N,50597,1,,,,
8712,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL627783,,Intermediate,In vivo,5407,,N,50597,1,,,,
8713,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL627784,,Intermediate,In vivo,2690,,N,50597,1,,,,
8714,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627785,,Intermediate,In vivo,2661,,N,50597,1,,,,
8715,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL627786,,Intermediate,In vivo,2661,,N,50597,1,,,,
8716,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL627787,,Intermediate,In vivo,4891,,N,50597,1,,,,
8717,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL627788,,Intermediate,In vivo,2807,,N,50597,1,,,,
8718,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626579,,Intermediate,In vivo,2807,,N,50597,1,,,,
8719,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626580,,Intermediate,In vivo,2807,,N,50597,1,,,,
8720,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL876815,,Intermediate,In vivo,3634,,N,50597,1,,,,
8721,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626581,,Intermediate,In vivo,1881,,N,50597,1,,,,
8722,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL626582,,Intermediate,In vivo,1881,,N,50597,1,,,,
8723,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL626583,,Intermediate,In vivo,429,,N,50597,1,,,,
8724,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL626205,,Intermediate,In vivo,5974,,N,50597,1,,,,
8725,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL626206,,Intermediate,In vivo,5974,,N,50597,1,,,,
8726,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL626207,,Intermediate,In vivo,5974,,N,50597,1,,,,
8727,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623882,,Intermediate,In vivo,5974,,N,50597,1,,,,
8728,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623883,,Intermediate,In vivo,17582,,N,50597,1,,,,
8729,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623884,,Intermediate,In vivo,17582,,N,50597,1,,,,
8730,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623885,,Intermediate,In vivo,3032,,N,50597,1,,,,
8731,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623886,,Intermediate,In vivo,6295,,N,50597,1,,,,
8732,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623887,,Intermediate,In vivo,6619,,N,50597,1,,,,
8733,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623888,,Intermediate,In vivo,6616,,N,50597,1,,,,
8734,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623889,,Intermediate,In vivo,3249,,N,50597,1,,,,
8735,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623890,,Intermediate,In vivo,17791,,N,50597,1,,,,
8736,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623891,,Intermediate,In vivo,17791,,N,50597,1,,,,
8737,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623892,,Intermediate,In vivo,1360,,N,50597,1,,,,
8738,Rattus norvegicus,BAO_0000218,1969.0,,1,Plasma,CHEMBL623893,,Intermediate,In vivo,2552,,N,50597,1,,,,
8739,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL877616,,Intermediate,In vivo,6571,,N,50597,1,,,,
8740,Rattus norvegicus,BAO_0000218,,,1,,CHEMBL623894,,Intermediate,In vivo,6570,,N,50597,1,,,,
