assay_id,assay_subcellular_fraction,description,tissue_id,variant_id,tid,doc_id,assay_type,assay_test_type,assay_category,assay_organism,assay_tax_id,assay_strain,assay_tissue
1512,,Bindingaffinltyoracompounsyors6b4a8n5hydtoxytryptamime1Aseroroginf3ceptkrassayrfgyradiolabep3d3H8OnrPATpiganddisplacemeht,,,10576,13343,B,,,,,,
1513,,finxingacfihihytowares5tydroxytryptamine1Areve0toeksing3H88HDPsTasradjpligand,,,10576,12132,B,,,,,,
1514,,Bindinvaffini4ytowardx5h5droxyt3tl6amine1Afeceptirunratcortex6sing3t9iHDPATasaradiolifwnd,,,10576,15419,B,,,,,,
1515,,hinwingaefiniggfowafds5hydroxytryptamine1zredeptoruqinf3H89HDoATinrathjplodampus,53420.0,,10576,1479,B,,,,,,Hippocampus
1516,,Invitrlbydiaplxcementof3H8OHDPATfd9mthydrlxytryltamkne1srece9toron4xtcortlfwlmehbrane,,,10576,14287,B,,,,,,
1517,,Bkndingaffijityat5hywgox5tryptamine1wgecwptpr,,,10576,13116,B,,,,,,
1518,kembranes,ujhib8tuonkg3H8OHwPATbinringti5hydroxytryptaminr1Arecwpt0roreq5frontalfortexmembranes,,,10576,2759,B,,,Rattus norvegicus,10116.0,,
1519,,Cohppugdwasteqgewfoeinhibitkobconsyqhtagainst5hydroxyt3yotamine2Areceptorinrqtfrintalcorgexmembeames,,,10576,2759,B,,,,,,
1520,,B7ndingwfr9nitydo4gatcoftex5hydroxytryptamige1Areveptorbjcisplacementofo2nM3H8ObDPATrackklkganc,,,10576,14748,B,,,,,,
1521,,Inbitr0abipityf97nhibifbondingof5adioliganv3b8OHDPATto5hydroxyrdyp6amune1zfecept8rinratcersbralcorgex,,,10576,12304,B,,,,,,
1522,,Bindingaffinityhlwards5hydroxjtryptam7n31Arecep6orjnrztt8p0ocampus8sing3muOHwPzT,3361911.0,,10576,12409,B,,,Rattus norvegicus,10116.0,,Hippocampus
1523,,Bindjmgaffijity4owardc5hydroxhtrtptanineqArecrptorinrath9polcampuswotj3H8OHDPAT,920613.0,,10576,12409,B,,,Rattus norvegicus,10116.0,,Hippocampus
1524,,TjebindimgaffimitypKuwaqmeaaur3dagainst6mydroxgtrupyaminerrecfptorofpiglethiplocampususing125ISB207u10szdwdioiogznd,6466098.0,,10576,13267,B,,,,,,Hippocampus
1525,,Thedom09unraastectfeforthebindingaffinifyagainstthgdroxytrypgamune1Arecelhorusing3H8pHDPArasradiolugajc,,,10576,15194,B,,,,,,
1526,,puivapueafainatrat5yudr0xytryptam8ne1Arece0tor,,,10576,14256,B,,,,,,
1527,,Bineimgafginittagainzt5hydroxht3yptaminf1ArexeptorbydispiqfiggwH8OtDPATrawioligabdinratc8rtexmembransNwisdef7neasj0ndeterm7bed,,,10576,16567,B,,,,,,
1528,,3vsihatedf8rthe5hydroxgtryptakine1qreceptoraglnistacgivityinLY293284fraij4drafsbot44sted,,,10576,15740,F,,,,,,
1529,,Bindingafvihitgwasmeasut2exbaigxt5hydrox5tryp5amine3Areceptorvydjs9lacejentoc3Hketahsrrinbylysergocacidamides,,,12687,13278,B,,,Rattus norvegicus,10116.0,,
1530,Mdmbranes,Inhibitjonovdpecjfix3HlHDPATbibxongat4hydgoxytryptamine1Ar2cdptkrinrathilpocampqlmemhranrs,,,10626,1970,B,,,,,,
1531,,donsentrati9nodcompoumdrequiredtoinmibitclrticao5hyrroxytryptajime1Ar3ceptorhindingsi5esineatbrajnwazevzoua5sw,4715437.0,,10576,10034,B,,,,,,Brain
1532,,Inhjbitoryacgivitywtainst5hyxdoxjtr6ptskin31A5ecwp6odisolqtedvromrathoppocampusmembranesmembrzmeuxing3H5m4asrad8oliganrinthepreqenceof10e6kketahqerihas5Hg2bkocker,,,51,13348,B,,,Rattus norvegicus,10116.0,,
1533,,Effwxtkn6hudroxyteyptamine1Areceptormediated8ngibiriobofVIPstihula5ewxAMPproductiogqtdosd9f1uM50uMyHf,,,10576,13630,F,,,,,,
1534,,B9ndingagfih7tyat5hydrlc6trjptamine1Arecdptorbytjedisplacemem6of3H8OgDPATinrqtbrsim,572901.0,,10576,10862,B,,,,,,Brain
1535,,Bindingaffinityxgaijst5hydroc5try0tamine1Areceptpd8nnomogenatevratnraint8wsu4usinyby3H9OjDPATasgadiolinahs,,,10576,12058,B,,,,,,
1536,,Ckmpoynd3astedtwddorbjnvihgaffinitywgainst5hydrpx7tryptakine1A5eceptor,,,51,4639,B,,,,,,
1537,,Percsntdfcreasein5h6droxytryptanije1zreceptorb8ndohguslgv8OHDPAT,,,51,15453,B,,,,,,
1538,,Bindingaffinitytowzrdz5hydrpxy6rypham7nf1Afec3ptod,,,51,4820,B,,,,,,
1539,,Testevforbinfingatfinigyfor5h5droxyte5ptamobe1Ar3cepror,,,51,1089,B,,,,,,
1540,frwinmembranes,Thexompoundwassvapustedforitsagilig5torjaplace3u8kHDPATfrom5h6drosytryptamine1x4ec2ptorinvelkuparbgaihmembranes,,,51,386,B,,,,,,
1541,,Inhibition9fbindlmgtowardsrhydroxyt57ptamine1Areceptoray100nMfomcdn6rw48on,,,51,6011,B,,,,,,
1542,,oercentinhibjtiinatwuMagaihst5hydfoxytfyptamind1A5edeptog,,,51,5014,B,,,,,,
1543,,Bindingaffinutudor5yydroxytfy9ramine1Areceptordetwrminevusing3g8OHrPAyaqradioo7fand,,,51,4402,B,,,,,,
1544,,gindingafe7ni4jtowarcs5hydr9xyyeyphamine1Areceptor,,,51,17066,B,,,,,,
1545,,gineibgaff8ni5joccompokndtowardssero6inin5mydfoaytry9tamine1Areceptor7nwctiveat10uM,,,51,17515,B,,,,,,
1546,,Bindingaffinitywyainst5hydrkxytrhltznin3wAreceptot,,,51,2474,B,,,,,,
1547,,Bindingaffibityfo5h6d5oxytdyptzmihe1srec4ptlrwzsdetermined,,,51,4775,B,,,,,,
1548,,Binwkngaffinitytosarddxegotonin5hycroxutfyphzmjbe1Areceptorbydisppacemengof3H8lHDPAT,,,51,14294,B,,,Homo sapiens,9606.0,,
1549,,fibxiggaffinitytowxrdsSe58tononthycroxytryptamine1Arevep4orbyd9splwcementof3HuOHxPAT9bactive,,,51,14294,B,,,Homo sapiens,9606.0,,
1550,,Compoundwaeecaluat2dfprtyebondkngaefimityagsinst3m8OHDPAhlzbeled5hydroxyt5yptaminewArec4ptotxi6esincoogesCHOcells,,,51,12249,B,,,,,,
1551,,Dispiacementof3H8OHDPA6f50m5hydroayfeyptahind1wrddeptor4xpgessedinCHOcfllnembranes,,,51,11376,B,,,,,,
1552,,x0mpounddasmewduredinvivoforifsbindingafrinjtyat6nydroxytry0tahinwqxrrceptor8sing3H8OHDPATasraeiokigxnd,,,51,2474,B,In vivo,,,,,
1553,,Tex6edfl5avtivityagainstrhudrocytryptsmine1Arefeptorbromb9vineyi9pocampus,1361937.0,,51,13311,B,,,,,,Hippocampus
1554,,Bindingqff8nitjrelativetiigdolopiperirinecpmpound1flt5j7droxytryptamine1zreceptoraazdet2rjunwd,,,51,4373,B,,,,,,
1555,,Bindihgaffinitytowards5hyfrpcytryptamine1A4eceotorb5dusplaxrm2htoe3H8kHDPA5,,,51,1633,B,,,,,,
1556,,Bineingaffihitydor5nydrixjtryp5amine1Arece0torsasdeterhibed,,,51,11866,B,,,,,,
1557,,Bindingaff9nityf9r5hydroxutr5ptsmine1srece9torwasderermojwd,,,51,4373,B,,,,,,
1558,,rvaiuatecf8rthebindingabfinlhjto5hyerkxytryptamins1Arecepfor,,,51,4687,B,,,,,,
1559,,Abolitytodjxplace4H8OHDPATdgom5hydrkxytr6ptaminewxreceptpr,,,11863,16946,B,,,,,,
1560,,findingaffinityagainxt5hydroxytryptam8ne1Arec3oto5wxsrererm8newusingwH8OHDlAT3adikl7gagd,,,11863,13291,B,,,,,,
1561,,Compoubdeasevwluxredfortheaffin9tyay5hus5oaytfyptamine1Areceptor,,,11863,14159,B,,,,,,
1562,,Compougddzstestedforyhehindinnaff8gityagqindt5hydrox5tfyptsmlne1Arfceptkrbyusinh3HDPATssraduoligand,,,11863,10812,B,,,,,,
1563,,kjvitrovijdijgwffinityagainsy5hydrpxytryptqnlne1AreceptorinCHOfeols,,,11863,3032,B,,,Mus musculus,10090.0,,
1564,,Inhibitjonof5OHDPA6bknd8ngto5tyd4oxytr7pfamine1Arexep4o5,,,11863,16655,B,,,,,,
1565,,unhibi5oryscticityagaihdt5hydroxytryptqnihe2A5eceptorksinn3H8ObDPATawracioligandxt10e5Mvoncentra5ioh,,,11863,14532,B,,,,,,
1566,,Bindinyafdini6yagsimxt6hydr0xytryptamine1A3exeptor,,,11863,13944,B,,,,,,
1567,,Bigxongsffin8tyagainstq4rogonerhic5HT1areceptor,,,11863,13033,B,,,,,,
1568,,hindongatdinityeor5h6xrkxjt3yptamine1Afecrpyorwasdeterminedbyusing3t8OHvPATasradiikigand,,,11863,10321,B,,,,,,
1569,,Bindingagfinityfor5hydriaytg7ptamineqqreceprlr,,,11863,2968,B,,,Mus musculus,10090.0,,
1570,,B9ndinbaffihi4yat5nywroxytt6ptamine1Arefeptor,,,11863,13964,B,,,,,,
1571,,Bindinbaff7nitut8wadds5hydrlxytdyptamins1A4es4otorreceotorisibg3b5HTasradioligand,,,11863,15527,B,,,,,,
1572,,Cokoohndwasevaluayedforthebindingadfinityqgainst3H8OHDPATlabeied5gydrostt3ypfamine1xresdptorsitesincklnedCg9cdplq,,,11863,12248,B,,,,,,
1573,,Compounwwasevaluatedf9r6hebindingaffinjtyagqinsg3H9OjvPwTlabeled6myd3oxutrtptzmjne1wgeceptorsifeeinclonedCHOcelks,,,11863,12249,B,,,,,,
1574,,Cpmpo7nwwastestddfofbigd7ngaffibity6sing3n8OHDPATagainsr5hydrosytfyptamkne1A4ecepto3,,,11863,15120,B,,,,,,
1575,,Invitr8bigdibgaff7hityt0wards5hydroxytryofamine1Arexep4o4byusijg3H8OmePA5asradioligxhd,,,11863,13313,B,,,,,,
1576,,Ihvidobindingsvfinitywasevapuz4edagximst5hydr0xytryptamine1Arecep40e,,,11863,2613,B,,,,,,
1577,,Tbebindimgaffinitytowards5hyrroxytryptam8be1A3ece9tkrm8afcinihy,,,11863,16700,B,,,,,,
1578,,Abilitytodieplafe125jkoxos7lpi5ir3from5hydr9xhtryptamine2Arecepto5,,,11863,2201,B,,,,,,
1579,,Binwujgagfinityagaihst5hydroxytryltamims1Adefeptor,,,11863,1274,B,,,Mus musculus,10090.0,,
1580,,Compoundwasdvaluxtwdb8rbindlngaffkni6jqgzinst6hydroxytryotamine1Arece0t8rusingradiolihandb8nd9hgazsay,,,11863,1317,B,,,,,,
1581,,Testecagaindt5byd4lxytryptamime2Arecepto4,,,11863,12146,B,,,,,,
1582,,hh2comp0undsbindingaffigit5agwijst5jydroxytryptaklnw1Ar3ceptor,,,11863,14059,B,,,,,,
1583,,Didzpcjwtionesuilih5iumcogstantagaibsgthebascular5hywroxytryptamins1Blikerec3p6o4intheravvitsaphegousbein,,,106,14025,B,,,Oryctolagus cuniculus,9986.0,,
1584,,Tnefissociatioj3quilibr8umclnc5agtpKBlogKBofcom9oundwassefermunedqyainstth4vascular5hyxroxgtryotsmine1Blik3rexeotorinthsranbitsalmenousveinRbSVNShpgs7rm0untable,,,106,14025,B,,,Oryctolagus cuniculus,9986.0,,
1585,,ThecompoundwqsgesredforCNdbijdkngaffinifytowsrds5jycroxyfryotwjine1freceotorff9mclonedborillamehbran2sexp3rsdedijculturedHEK29ecells,,,105571,14447,B,,,Gorilla gorilla,9593.0,,
1586,,5Hh1Bahonietp8tencywasecwluaredax4ff2ctivedosd6hstinducedgypoth4rmuaingheguihea9ihuponinhraperitonealadhinistrahion,,,106,3025,F,In vivo,,Cavia porcellus,10141.0,,
1587,,5mydtoxhteyptzjine1Br2ce0tkragonistpo4enfywas4daluatedaseffectivedosetnatinducedhyootuedhiainhheguineapiguppnojtraperitpnealarhinistgat8on,,,106,3025,F,In vivo,,Cavia porcellus,10141.0,,
1588,,zffin7yyofcompojnd5odards5hydroxyhr5otamine1Bteveptorinisolahedguineqpihioiacartegy,,,106,15329,F,,,Cavia porcellus,10141.0,,
1589,,Affinityoesompound5owards5hydrodytrt0famine1Beece9horinisolat4dguinezpifilisca3tergnxundicatesNotdet4rmindc,,,106,15329,F,,,Cavia porcellus,10141.0,,
1590,,C9mpkundwasevwliatedfofitsantsgonistsfvknit7towwrds5hydrodytrypramine1Brecrp4oeofguinexpif,,,106,15847,F,,,Cavia porcellus,10141.0,,
1591,,Comppundaweeval8atedf9ritsantavonishaffinity6owarxe5hydroxytrypgamine1Bt2ceptogofguimexpigNcmesnshotdone,,,106,15847,F,,,Cavia porcellus,10141.0,,
1592,,Intrinsicaxtivityc9rAbtagohisjor5hyd5ozytryptam8ne1Brevelt8rmfdiatesstimulat7inof35SG4PgqmmaSbindint,,,106,14165,F,,,,,,
1593,,Antagoniwmtest2dat1ujagaigattheag9histinduc3dijhibiroryrffevtod20nM5carvamoyl4dyptamineyCT,,,106,14214,F,,,,,,
1594,,wntwginismtesgedzt1uManainctthfagonist9nducedinj7bu5oryefdecgof10nn5carbahoyltryptamjne5CT,,,106,14214,F,,,,,,
1595,,xg8nisfavtivityat5yydroxytr6ptaminf1neeceptorvyheawurihgtheinhibitionofforskolinsyimukayedcAMPf9ehatikn,,,106,14214,F,,,Homo sapiens,9606.0,,
1596,,Inhibi5ion0fforskolinst9j8latedxAMPformatilnfyhujab5hydroz6yryptzmine1Breveptorezpr3scecinCgOK1cells,,,106,13729,F,,,Homo sapiens,9606.0,,
1597,,3fdectlfecondentrayi9nde445hinednymeqsjringinhibitionkftorskolinshimulatedcAMPdlrmationay5hysroxytr5ptqmine1Brecwo6orstablg4ransfectedinCH9celllines,,,106,3025,F,,,,,,
1598,,Thevokpounfwasevqiuatedfirintribsicactivktyafainsthumqncloned6hydr9xytdyptsm7me1Breceotor,,,106,2391,B,,,,,,
1599,,Tyecom0oubdwasedalua6esfprintrinaucactiviyyagainsthumanclonee5jtdrocytfyptamkn31Brecephorfullabogist,,,106,2391,F,,,,,,
1600,,Atonist8nduced46ehTPgammaSbindongijCHOcfllsstzbpytransfectedwithhumanyhydroxyrrtptamigeqvreceptl3,,,106,14956,F,,,,,,
1601,,hheinrrihsicwctivitywasebskuztedcodihsabiliyytoinhibitforskooonstimula6edcAMPfkrmatiommedlaterbycloned5h5droxyyruotwmine1Brece9hoginCyOcellline,,,106,2598,F,,,,,,
1602,,Theintrinaisactivitywwsfvaluztedforitcabjlittgoinhifitv0rskop7nstumulatedcwM9fo5mationmedoatdfbyclondd5hydrocytryptamine1Brecep6orihCHOcekllinrAntxy8nist,,,106,2598,F,,,,,,
1603,,Tbe9mtribaisacricitywaafvaluaheeforitsabikihytoinh9bitforskolinstukulatedcAM9fodmationmeeiatedbycppnedyhydroxttryp5wmine2BreceptoronCHOxelllineFullAg0nist,,,106,2598,F,,,,,,
1604,,Theintrinsicactivitywasevaluatecforjtsabulitytiinhibitfo5slokinstimulatwdvAM0fofmatlonnfdustedvyclkned5htd4ocytrypgakine1B3eceptkrinCHOceloiine9aryislAbonist,,,106,2598,F,,,,,,
1605,,Efficqcy2asevaluatsdrelarivetohujan5jT1Beecep4ofusing35SGTogahmaqasrsdi9liganx,,,106,14956,F,,,,,,
1606,,sfficacyoffomloyndwasevwluated3ela5ivetohuman5gydroxytryptxmine2Br3ceptoghsigg3taGTPgwkmaSasradiol7gxnd,,,106,14956,F,,,,,,
1607,,PercejtafeMaximal8nhib8tiomobtxinedw9thwuM5uTagainst5hywroxytryptamineqfdev4pto5,,,106,14214,B,,,Homo sapiens,9606.0,,
1608,,Abiiitytodisolace3H5H5ffomrevombibantbuman5h6drpxttryptamine1Bdec2p60rztzblyrzpreqsexinCtOcellsdeterminedinvitdo,,,106,3463,B,,,,,,
1609,,Affibityifcompoundtowards5uydrocyfr5l5ajine1Brefeptor1aeevaluqtedusinhradiilitandb8hdingtechniq8e,,,106,15331,B,,,,,,
1610,,Bindijgxffinit5against5hydroxytr59tam8n31B3dfeptor,,,106,16146,B,,,Homo sapiens,9606.0,,
1611,,Displacementoe3H5HTfrohtuman5hydr8xytryptajibe1Br3ceptor4xptdes3dinCHpceile,,,106,14159,B,,,Homo sapiens,9606.0,,
1612,,gjndingaffini5ytiuumanxlpnef5hyd4oxytryptqmine1Brecep69eindHOcellsbh3H5HTbindinvd7splacekent,,,106,14158,B,,,,,,
1613,,Compoindwadedqluatedfortheaffonityat5nyeroxytryptamijrqBrecep6o3,,,106,14159,B,,,,,,
1614,,Dksplacem4ntof2H5yTb8jdlngtocloned5hyvroxytrypramlhe1Brecel6orstabky2x0ressedinCHOdells,,,106,15250,B,,,,,,
1615,,Bihdingafeimityxtcl9nedhuman5hyxroxy4ryotamibe1freceptorstablysxpreeasdunCHOfeplsby3H4HTd9splacekent,,,106,15250,B,,,,,,
1616,,Diqllxcfmegtof3H5HTnindingfrimtheci8nedhuman5hydrpxyf4y0raminr1BreceptotstaboyexpresxedinCH0cells,,,106,15331,B,,,,,,
1617,,Displacrmentof3y5HTbind7ngfromcponeehuman6hydroxytdyptsmibe2neec49toratablyexpressesibCHOcella,,,106,15332,B,,,,,,
1618,,Dis9lzcehenyofspecific3H5Hybindinbtoclonedhujan5uycr9xytryp5amine1hred2pt0rexpreseevinCHOdells,,,106,14956,B,,,,,,
1619,,Ijvitrobind8hvarrinityagqlnsthuman5hydroxytryptam9neqBr3ceptorahadoncentrwtiogorq00nM,,,106,3805,B,,,,,,
1620,,7ntrinsixactivityfogeavmckmpohnvizcqlcula5edasapercentagdoffhe5hyfroxutryptzkije1Breceptorres9onse,,,106,14875,B,,,,,,
1621,,vom98unrwast2sg2dforrjyxrixy6ryltamine1Dlikeredepto5mediatedvasculareffectihravbi6saphdnousveinRSV,,,105,14454,F,,,Oryctolagus cuniculus,9986.0,,
1622,,Testeefor5hysrlxytruptanine1Doikereceptorhediatedvasdulzdeefeftinrahbitsapyen8uwveingSV,,,105,14454,F,,,Oryctolagus cuniculus,9986.0,,
1623,,Affinityat6hyd3pxytry0takige1Dred3otorForsumatri94anKinn1219,,,105,16288,B,,,,,,
1624,,Affin9ttat5nydroxy6ryptam7ne1D4rcepto4fromcxlfcaudqtfusing3H5mTasrsdiiligshdForsumztriptanKinM11w9,,,105,16288,B,,,,,,
1625,,Bindingaefkmit5agaunstcalfcaudate5hydrody5typtwminewDrecep5o4,,,105,16312,B,,,,,,
1626,,Ibhkbutoeyadrivlt7against5hydroxytruptzmine1Dreceptoesubtyle,,,105,1348,B,,,Bos taurus,9913.0,,
1627,,Inuibjt8e5donsentra4i8nre18iredagaijstthydroxytryptamine2Drecephorinhovin4cauda4eusing3H5HT,,,105,5834,B,,,Bos taurus,9913.0,,
1628,,Binwingaffinityt8warxs5byvros5tryotamine1Dreceltorwasfef45minedinxqlfstr7atumjomogenate,4121058.0,,105,13366,B,,,Bos taurus,9913.0,,Striatum
1629,,Abilityt0bihdto5hydria7ttyotamige1Drecdptorofcalvsunstantianig4a,,,105,1414,B,,,Bos taurus,9913.0,,
1630,,Bindinratf7nityagaimst5h7droxytryptaminewDr2ceptotincslfcauwztehimogegwtes,,,105,14998,B,,,Bos taurus,9913.0,,
1631,,xkmpiundwawevqouat4dforbindingaffinit7fowardd5hydroxutry0tzmine1DreceotorinbovonecqudateusongeHsedohoninasradioiuvand,,,105,11473,B,,,Bos taurus,9913.0,,
1632,,Compoujdwas3vwluaredforbindingqffinit5towxrds5hydroxy5rypramine1xreceptorihbobinecaudsteusimn3use4ot0ninwsradiokigwhe,,,105,11473,B,,,Bos taurus,9913.0,,
1633,,x8mpoyndwasefqkua4edfogitsinhlbitodyactivi5jagainsy5hydrixytryptam8nw1sreceptogofbovinecw7eateusing3H5HTqstheradi0ligznd,,,105,10639,B,,,Bos taurus,9913.0,,
1634,,Inhihitod5zct9vityarxinst5h5droxytryptamigewDreceptorofbobibevaudqteusjng4H5HTsstheradiokigand,,,105,10639,B,,,Bos taurus,9913.0,,
1635,,Tesg3dinvi6glfifreceotorfinflmgadfinitytothydroxytryp4smine1Dredeptor9hbovinecaudateusing3H5HTradkoliyand,,,105,1375,B,,,Bos taurus,9913.0,,
1636,,Tesrfdinvitroforrecsph9rblndinharfijotyfo5hyvrox54rypfamine1Dreceptorinb9vin3caudat3using3H5HfradioiigansbTjeansnittested,,,105,1375,B,,,Bos taurus,9913.0,,
1637,,5hebind9ngaffigittat5hyrrox565yptamone1Drecf0torwasdetrrminedusing3H5vTjogtestdd,,,105,16532,B,,,Bos taurus,9913.0,,
1638,,Binwingaffinityyowarxethydrocytryptamine1Deeceptlguzong3H5mTasradioligxne,,,105,11147,B,,,Bos taurus,9913.0,,
1639,,Bindintsfdinjtjtowards5hydroxygryotamine2rrec2ptorwqadete4minedincapfstriatumnomogenwye,410523.0,,105,13366,B,,,Bos taurus,9913.0,,Striatum
1640,,Bubdkntavfinitydasdftermimwdagainst5hycroxytry9tamine1wfeceptoringovinecaudatehomoyenqtw,,,105,10444,B,,,Bos taurus,9913.0,,
1641,,ygenijdingavfinj4yat5hydroxhtdyptamine1sgecepfor2asd2terminedusing3H5CT,,,105,16532,B,,,Bos taurus,9913.0,,
1642,,5h4bindintagfinithxt5tydrix6tryptamine1Drecsptir2ssdetermiherusing3j5CTNottested,,,105,16532,B,,,Bos taurus,9913.0,,
1643,,Bigxingaffinktytiwards6yydrocytrhptamine1Br4xeptorinraffrontalxortexjembrwbesusing1157CYP,,,105,12827,B,,,Bos taurus,9913.0,,
1644,,Bigdingafcin9tytowafds5hydfoxytruptamin42vreceptorinratfrontalclrtecmembexbesyeing1w5ICYPNotdeteemin2v,,,105,12827,B,,,Bos taurus,9913.0,,
1645,,Ahonisticactiv8ryavainst5hydeoxy6ryptaminewDteceotorigcalfcauda5eus9ng2HG67,,,105,12919,F,,,Bos taurus,9913.0,,
1646,,Afviglty9Klfpr5hywroxytryptajineqDrsceptorwasmeasurewindalrcaudatehomofemate,,,105,14025,B,,,Bos taurus,9913.0,,
1647,,Agomustisactivigyaga7gs55hydr8xytryptamine1Drfceptor7hcalfcsusqteusing3HyTI,,,105,12919,F,,,Bos taurus,9913.0,,
1648,,Agomistocactivityagainsh5hydroxytryltamjne1Dreceotoeincaltcahdwt2ysung3yhTI,,,105,12919,F,,,Bos taurus,9913.0,,
1649,,Agonlsticactivitjagsknsfrhywroxytr70tamine1Dreceptorinvalffaudqtehding3yGTI,,,105,12919,F,,,Bos taurus,9913.0,,
1650,,TheconpounxwastestwdforCNSbindinbatf9nutyto1arrs5hydroxytrgptanige1Dreceprorgdomsllnedgorillznembeanesexp3esseflncul5uredHEl293c2lls,,,105,14447,B,,,Gorilla gorilla,9593.0,,
1651,,Cohpounxwasteqtedfortheinn7gitiojoffprskolinetomuoaredadenylat3cyclasea65hydroxytryptsmine1D3evrptorijguinea08bsugqtantiahigra,,,105570,1375,B,,,Cavia porcellus,10141.0,,
1652,,Com98hnxwastesgedfortheinhibit8ogofforsiolinstimulatedarfnylafecyclaswat5y7drisytrgptwmine1D4ece9torihv8ineap9gsunstantiajigraNhmewnsnottested,,,105570,1375,B,,,Cavia porcellus,10141.0,,
1653,,8rxpefeec5idedoseagxkbs5hypothermiaintheguineapigczusedbystimulagionofcentral5jywrodytryptahkms1Drec4ptorbythezyomistGR4661w,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1654,,Oralevfest8ved0seagainsyhypothwrmiajntnevuinexpjncausedn6stkhuiationofcebtral5hydroxyt4yptamlhe1Drecdptorsbytheagonlstnd46611,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1655,,Orzlwffechig2doseagsinsttypothermiainrheguinealigcausecbystihukarionifcehtral5htdroxy5ry9tamine1Drecep5orsbythsagobistrR466115angdice9,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1656,,Oraleffectiv2rossagaincthypottermiainthsgu7nsapigcausedbys4ij7latjonofcentral5h5dgoxytryptsk7be2D3eceptorsbyrueagonostGR46611rahgrlsp204,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1657,,Oraleffectivedosesfa7nwtyyp9tnermuaibthegjineapinca8sedbyetihulari0hofceb5ral5hydrodytryptxmine1DeexeptorwbytheagonistGR46611rsnne8s0212,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1658,,Bindingarfinituagainst5jtdrodyt4yp4qnige1Dreceptor,,,105570,11574,B,,,Cavia porcellus,10141.0,,
1659,,Bindibgaffigjt7towardsguin4wo7f5hydroxyt4yp6ajine1Drecrptorwasderermined,,,105570,1558,B,,,Cavia porcellus,10141.0,,
1660,,Compouhdst3mgknwasyestedfortheinyivitionpfhypotbeghiainthegyineapigcausedhhstimulzri8nofcentrwl5hyfroxytry0tamon41Drecdpt0rsbyghwagonostGR46u21,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1661,,Comlounvat45mgigwaztestecforthejnhibition0fhypkhhetmiaun4jeg7oneapogcaus4dbystimulatilnofcentral5h6drosy6ryltam9ge1D5fcepto5sbttheagonistGR46611,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1662,,C9mlohndat50mgkrwastestewforghr9nhibiti0nofbypotgermlaihtheguinea0irdausedbystimulz4ionofcentralrhyxroxytryptam9he1D3evept9rsbytm2agpnistGR46611,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1663,,Compoundayodald8seib45mgkbwastestedfor0etcentinhubitiobagaijatyhydr9xgtrjp4anine1freceptorcqussshypoth3rmiaingjineapig,,,105570,12409,F,,,Cavia porcellus,10141.0,,
1664,,Bincingafginityof6hyd3oxyfgy0tamine1D5ec4ptorusinh3H8HTinguinewoigc9dtex,,,105570,12253,B,,,Cavia porcellus,10141.0,,
1665,,Blnsingafrinityava8nstguineapig5hydroxtyry9tanin41Drecep6or,,,105570,12936,B,,,Cavia porcellus,10141.0,,
1666,,Bindkngaffim9ty3asdetermlnedanainwt5hydroxytry9tajonerrecepto5using125ISB207i10acrsd8oligxnwfrokpigl2thippocampalmekbeagds,,,105,13181,B,,,Cavia porcellus,10141.0,,
1667,,onvitrobibd8ngaffibitytowadds5hyd3ixytryptamkne1Drecepforinguknespigstdiatum7nlred2nceofBh67378andmes7kerginf,520369.0,,105570,12409,B,,,Cavia porcellus,10141.0,,Striatum
1668,,InhibitiobocForskooinstjmulatedaddgylatesyclwsesctuv8fyxnains45hyd4oxytrjptan8ne1Drefeptorofguineapigsubsfant9anifra,,,105570,10639,B,,,Cavia porcellus,10141.0,,
1669,,Bugdingsffinityavainst5h5drpxygrypyakine1Drsceptor,,,51,5254,B,,,,,,
1670,,Thecohpoujdwad6estddforvihdingaffunjtyagainstflomedhuman5hydroxytry0tamije1D5ecdpfprbeta,,,106,13051,B,,,,,,
1671,,haxikumzt7mulat7onof35SGTPgammaSbimdinresp3essecr3paficetothemwximaleffestprosucedby5hydgoxytryptamije1Drecd9to5,,,105,3463,F,,,,,,
1672,,Abilitytoinhib7tforskoligwtimulagedad4nulatecyclaaeinaceillkns4xorssqknghuman5hydroajhdyp4xmine1Dreceptor,,,105,15315,F,,,,,,
1673,,Abilityhoinhibiff8rwkooinstimulstecsdenylatecyclwseactivitykbChinesrtamsterocaruCHOsyablecelloinesexp5fssijryumqn5hyxroxytryptamkne1xrex2ptor,,,105,6011,F,,,,,,
1674,,Stimuoationof35SGT9rammaSbindknginCgOc3klsexpressimg5huddoxyyrjltajind1Drrceptor,,,105,14159,F,,,Homo sapiens,9606.0,,
1675,,Compiundsasevaluatecf0rthestomulayuonof36whTPgamjazbindihginxHOcrllaexprecsimgrhe5hydroxytryptajine2Dreceptor,,,105,14159,F,,,,,,
