Fiscal year,Organisation name,Division name,Amount spent,Desertification (marker),Programming process (new),Division ID,Project Browser country ID,Regional program (marker),PBA type,Untied amount(Project-level budget),Participatory development and good governance,FSTC percent,Gender equality (marker),Sector percent,ICT as a tool for development (marker),Branch name,Organisation sub-class,CountryRegion name,Section name,CIDA business delivery model (old),Continent ID,Section ID,Organisation type,Status,Project number,Maximum CIDA contribution (project-level),Branch ID,Fund centre ID,Fund centre name,IRTC percent,CFLI (marker),Bilateral aid (international marker),Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker),Trade development (marker),Biodiversity (marker)
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,CD,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,CD,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,CD,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,CF,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,CF,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,CF,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,CF,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,CG,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,CG,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,CG,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,CG,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,GA,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,GA,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,GA,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,GA,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,GQ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,GQ,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,GQ,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,GQ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,ST,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,43500.0,0,Uncoded: Pre-APP,D4270,ST,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,130500.0,0,Uncoded: Pre-APP,D4270,ST,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,21750.0,0,Uncoded: Pre-APP,D4270,ST,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,CM,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,52200.0,0,Uncoded: Pre-APP,D4270,CM,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,156600.0,0,Uncoded: Pre-APP,D4270,CM,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,CM,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Middle Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,MW,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,8700.0,0,Uncoded: Pre-APP,D4270,MW,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,MW,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,MW,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,MZ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,8700.0,0,Uncoded: Pre-APP,D4270,MZ,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,MZ,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,MZ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,ZM,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,8700.0,0,Uncoded: Pre-APP,D4270,ZM,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,ZM,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,ZM,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,ZW,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,8700.0,0,Uncoded: Pre-APP,D4270,ZW,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,26100.0,0,Uncoded: Pre-APP,D4270,ZW,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,4350.0,0,Uncoded: Pre-APP,D4270,ZW,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,15355.5,0,Uncoded: Pre-APP,D4270,BI,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,30711.0,0,Uncoded: Pre-APP,D4270,BI,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,92133.0,0,Uncoded: Pre-APP,D4270,BI,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,15355.5,0,Uncoded: Pre-APP,D4270,BI,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,15355.5,0,Uncoded: Pre-APP,D4270,DJ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,30711.0,0,Uncoded: Pre-APP,D4270,DJ,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,92133.0,0,Uncoded: Pre-APP,D4270,DJ,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,15355.5,0,Uncoded: Pre-APP,D4270,DJ,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,15355.5,0,Uncoded: Pre-APP,D4270,ER,1,Not PBA,24100562.0,0,1.0,2,0.1,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,30711.0,0,Uncoded: Pre-APP,D4270,ER,1,Not PBA,24100562.0,0,1.0,2,0.2,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
2009/2010,International Livestock Research Institute,WED Southern & Eastern Africa,92133.0,0,Uncoded: Pre-APP,D4270,ER,1,Not PBA,24100562.0,0,1.0,2,0.6,0,WGM Sub-Saharan Africa,OTHER MULTILATERAL,Eastern Africa,"AHSI, Extractives, Special Initiatives",Responsive,2,S4281,Foreign Non-Profit Making,Closed,A032229002,24100562.0,B4200,4315,Canada Fund for Africa Secretariat,0.0,0,1,1,0,0,0,0
