length,rental_duration,rental_rate,release_year,description,original_language_id,language,title,replacement_cost,film_id,rating
171,4,0.99,2006,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,,English,TRAMP OTHERS,27.99,906,PG
168,4,0.99,2006,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,,English,TRANSLATION SUMMER,10.99,907,PG-13
110,3,4.99,2006,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,,English,TRAP GUYS,11.99,908,G
102,3,0.99,2006,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,,English,TREASURE COMMAND,28.99,909,PG-13
87,3,0.99,2006,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,,English,TREATMENT JEKYLL,19.99,910,PG
64,7,4.99,2006,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,,English,TRIP NEWTON,14.99,911,PG-13
52,3,2.99,2006,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,,English,TROJAN TOMORROW,9.99,912,PG
115,3,0.99,2006,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,,English,TROOPERS METAL,20.99,913,R
61,6,2.99,2006,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,,English,TROUBLE DATE,13.99,914,PG
92,7,4.99,2006,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,,English,TRUMAN CRAZY,9.99,915,G
80,3,2.99,2006,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,,English,TURN STAR,10.99,916,G
152,3,2.99,2006,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,,English,TUXEDO MILE,24.99,917,R
152,4,4.99,2006,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,,English,TWISTED PIRATES,23.99,918,PG
82,3,4.99,2006,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,,English,TYCOON GATHERING,17.99,919,G
62,3,0.99,2006,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,,English,UNBREAKABLE KARATE,16.99,920,G
172,7,2.99,2006,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,,English,UNCUT SUICIDES,29.99,921,PG-13
107,7,4.99,2006,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,,English,UNDEFEATED DALMATIONS,22.99,922,PG-13
78,7,2.99,2006,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,,English,UNFAITHFUL KILL,12.99,923,R
129,7,0.99,2006,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,,English,UNFORGIVEN ZOOLANDER,15.99,924,PG
164,3,0.99,2006,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,,English,UNITED PILOT,27.99,925,R
120,5,2.99,2006,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,,English,UNTOUCHABLES SUNRISE,11.99,926,NC-17
174,6,2.99,2006,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,,English,UPRISING UPTOWN,16.99,927,NC-17
84,5,2.99,2006,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,,English,UPTOWN YOUNG,16.99,928,PG
128,5,4.99,2006,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,,English,USUAL UNTOUCHABLES,21.99,929,PG-13
145,4,2.99,2006,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,,English,VACATION BOONDOCK,23.99,930,R
48,7,0.99,2006,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,,English,VALENTINE VANISHING,9.99,931,PG-13
73,3,0.99,2006,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,,English,VALLEY PACKER,21.99,932,G
126,4,4.99,2006,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,,English,VAMPIRE WHALE,11.99,933,NC-17
122,7,4.99,2006,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,,English,VANILLA DAY,20.99,934,NC-17
142,5,0.99,2006,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,,English,VANISHED GARDEN,17.99,935,R
123,3,2.99,2006,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,,English,VANISHING ROCKY,21.99,936,NC-17
85,7,2.99,2006,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,,English,VARSITY TRIP,14.99,937,NC-17
173,3,4.99,2006,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,,English,VELVET TERMINATOR,14.99,938,R
90,4,2.99,2006,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,,English,VERTIGO NORTHWEST,17.99,939,R
64,6,0.99,2006,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,,English,VICTORY ACADEMY,19.99,940,PG-13
145,4,4.99,2006,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,,English,VIDEOTAPE ARSENIC,10.99,941,NC-17
174,7,0.99,2006,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,,English,VIETNAM SMOOCHY,27.99,942,PG-13
76,4,4.99,2006,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,,English,VILLAIN DESPERATE,27.99,943,PG-13
179,6,4.99,2006,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,,English,VIRGIN DAISY,29.99,944,PG-13
164,5,0.99,2006,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,,English,VIRGINIAN PLUTO,22.99,945,R
144,3,4.99,2006,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,,English,VIRTUAL SPOILERS,14.99,946,NC-17
59,5,0.99,2006,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,,English,VISION TORQUE,16.99,947,PG-13
139,6,0.99,2006,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,,English,VOICE PEACH,22.99,948,PG-13
157,6,0.99,2006,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,,English,VOLCANO TEXAS,27.99,949,NC-17
132,7,4.99,2006,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,,English,VOLUME HOUSE,12.99,950,PG
78,6,0.99,2006,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,,English,VOYAGE LEGALLY,28.99,951,PG-13
152,7,2.99,2006,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,,English,WAGON JAWS,17.99,952,PG
112,3,0.99,2006,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,,English,WAIT CIDER,9.99,953,PG-13
73,7,4.99,2006,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,,English,WAKE JAWS,18.99,954,G
135,7,4.99,2006,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,,English,WALLS ARTIST,19.99,955,PG
107,7,4.99,2006,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,,English,WANDA CHAMBER,23.99,956,PG-13
80,7,4.99,2006,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,,English,WAR NOTTING,26.99,957,G
178,6,2.99,2006,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,,English,WARDROBE PHANTOM,19.99,958,G
83,6,2.99,2006,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,,English,WARLOCK WEREWOLF,10.99,959,G
128,5,2.99,2006,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,,English,WARS PLUTO,15.99,960,G
161,7,4.99,2006,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,,English,WASH HEAVENLY,22.99,961,R
85,7,2.99,2006,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,,English,WASTELAND DIVINE,18.99,962,PG
78,5,0.99,2006,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,,English,WATCH TRACY,12.99,963,PG
61,4,4.99,2006,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,,English,WATERFRONT DELIVERANCE,17.99,964,G
112,6,0.99,2006,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,,English,WATERSHIP FRONTIER,28.99,965,G
70,3,0.99,2006,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,,English,WEDDING APOLLO,14.99,966,PG
134,5,2.99,2006,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,,English,WEEKEND PERSONAL,26.99,967,R
79,6,4.99,2006,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,,English,WEREWOLF LOLA,19.99,968,G
159,4,4.99,2006,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,,English,WEST LION,29.99,969,G
52,7,0.99,2006,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,,English,WESTWARD SEABISCUIT,11.99,970,NC-17
109,4,4.99,2006,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,,English,WHALE BIKINI,11.99,971,PG-13
59,4,4.99,2006,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,,English,WHISPERER GIANT,24.99,972,PG-13
183,3,4.99,2006,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,,English,WIFE TURN,27.99,973,NC-17
181,4,0.99,2006,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,,English,WILD APOLLO,24.99,974,R
137,6,2.99,2006,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,,English,WILLOW TRACY,22.99,975,R
111,6,0.99,2006,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,,English,WIND PHANTOM,12.99,976,R
85,3,2.99,2006,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,,English,WINDOW SIDE,25.99,977,R
98,3,0.99,2006,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,,English,WISDOM WORKER,12.99,978,R
100,6,4.99,2006,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,,English,WITCHES PANIC,10.99,979,NC-17
75,4,4.99,2006,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,,English,WIZARD COLDBLOODED,12.99,980,PG
55,7,0.99,2006,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,,English,WOLVES DESIRE,13.99,981,NC-17
126,4,0.99,2006,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,,English,WOMEN DORADO,23.99,982,R
105,7,2.99,2006,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,,English,WON DARES,18.99,983,PG
126,3,2.99,2006,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,,English,WONDERFUL DROP,20.99,984,NC-17
111,4,4.99,2006,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,,English,WONDERLAND CHRISTMAS,19.99,985,PG
85,6,2.99,2006,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,,English,WONKA SEA,24.99,986,NC-17
116,3,2.99,2006,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,,English,WORDS HUNTER,13.99,987,PG
139,7,2.99,2006,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,,English,WORKER TARZAN,26.99,988,R
74,4,4.99,2006,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,,English,WORKING MICROCOSMOS,22.99,989,R
171,3,0.99,2006,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,,English,WORLD LEATHERNECKS,13.99,990,PG-13
185,4,2.99,2006,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,,English,WORST BANGER,26.99,991,PG
176,5,0.99,2006,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,,English,WRATH MILE,17.99,992,NC-17
178,6,2.99,2006,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,,English,WRONG BEHAVIOR,10.99,993,PG-13
100,6,4.99,2006,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,,English,WYOMING STORM,29.99,994,PG-13
86,5,4.99,2006,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,,English,YENTL IDAHO,11.99,995,R
183,6,0.99,2006,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,,English,YOUNG LANGUAGE,9.99,996,G
179,4,0.99,2006,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,,English,YOUTH KICK,14.99,997,NC-17
105,6,0.99,2006,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,,English,ZHIVAGO CORE,10.99,998,NC-17
101,5,2.99,2006,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,,English,ZOOLANDER FICTION,28.99,999,R
50,3,4.99,2006,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,,English,ZORRO ARK,18.99,1000,NC-17
