assay_id,assay_test_type,variant_id,bao_format,assay_cell_type,src_id,curated_by,src_assay_id,tid,cell_id,assay_strain,doc_id,description,assay_type,assay_category,assay_organism,assay_tax_id
2069,,,BAO00p0w57,,1,Autofuratioj,,10618,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1E receptor was determined,B,,,
2070,,,BAO00o035u,,1,Autockrwtion,,10618,,,4373,Binding affinity for 5-hydroxytryptamine 1E receptor was determined,B,,,
2071,,,hAO0009357,,1,Autocurqt7on,,10618,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1E receptor,B,,,
2072,,,BAi0090357,,1,Autocitation,,10618,,,16633,Binding affinity towards 5-hydroxytryptamine 1E receptor,B,,,
2073,,,BwO000001i,,1,Aut9c7ration,,279,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-HT1F receptor",F,,,
2074,,,BqO00p0019,,1,Experh,,279,,,17085,"In vitro effective concentration for stimulation of [35S]GTP-gamma-S, binding in mouse LM(tk-)cells expressing the human 5-hydroxytryptamine 1F receptor",F,,,
2075,,,BsO000001o,,1,Augocurat8on,,279,,,16209,In vitro effective concentration for inhibition of skolin-stimulated adenylate cyclase in cell line expressing human 5-hydroxytryptamine 1F receptor,F,,,
2076,,,gqO0000019,,1,Autovura4ion,,279,,,16209,In vitro agonist potency against human 5-hydroxytryptamine 1F receptor,F,,,
2077,,,BqO0000o19,,1,Expeet,,279,,,17085,"Maximum stimulation of of [35S]GTP-gamma-S, binding expressed relative to the maximal effect of 5-hydroxytryptamine 1F receptor",F,,,
2078,,,BxO0o00357,,1,Autockratjon,,279,,,14159,Compound was evaluated for the affinity at 5-hydroxytryptamine 1F receptor,B,,,
2079,,,BAO0p0021p,CHO,1,Autosuratiom,,279,677.0,,15250,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 1F receptor stably expressed in CHO cells,B,,,
2080,,,BAO0000w47,,1,Autocugayion,,279,,,3805,In vitro binding affinity against human 5-hydroxytryptamine 1F receptor at a concentration of 100 (nM),B,,,
2081,,,vAl0000219,CHO,1,Autocurw6ion,,279,606.0,,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT radioligand,B,,,
2082,,,BAOo000356,,1,Autoxurat8on,,279,,,16190,Binding affinity against 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT radioligand,B,,,
2083,,,hA00000357,,1,wutocu5ation,,279,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor,B,,,
2084,,,BAl0000e57,,1,Autovurxtion,,279,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor was determined,B,,,
2085,,,BqO0000257,,1,Aytocurwtion,,279,,,16209,Binding affinity towards human 5-hydroxytryptamine 1F receptor using [3H]-5-HT radioligand,B,,,
2086,,,BAO0p00367,,1,wutocura5ion,,279,,,6866,In vitro binding affinity for human 5-hydroxytryptamine 1F receptor,B,,,
2087,,,BAO0pp0019,,1,Expe5t,,279,,,17085,In vitro binding affinity was determined by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 1F receptor,B,,,
2088,,,BAO000oe57,,1,wutkcuration,,279,,,16312,Binding affinity towards human recombinant 5-hydroxytryptamine 1F receptor,B,,,
2089,,,BxOp000357,,1,Auhocuratiln,,279,,,6166,Binding affinity towards cloned human 5-hydroxytryptamine 1F receptor was determined,B,,,
2090,,,BAO000o119,CHO,1,Auhocurafion,,279,420.0,,15779,Binding affinity towards 5-hydroxytryptamine 1F receptor (human cloned receptor) in CHO cells using [3H]5-HT as radioligand.,B,,,
2091,,,BAO0o09219,CHO,1,Aitoxuration,,279,319.0,,4199,Compound was evaluated for binding affinity against human cloned 5-hydroxytryptamine 1F receptor in CHO cells using [3H]-5-HT as the radioligand,B,,,
2092,,,BwOp000357,,1,Autlcurat9on,,279,,,14875,Compound was tested for binding affinity against human 5-hydroxytryptamine 1F receptor,B,,,
2093,,,BAk0o00219,CHO,1,Autofurahion,,279,675.0,,15146,Compound was tested for its binding affinity against 5-hydroxytryptamine 1F receptor in human cloned receptors in CHO cells using [3H]5-HT,B,,,
2094,,,BsO0000w57,,1,sutosuration,,279,,,5213,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1F receptor in CHO using [3H]5-HT as a radioligand,B,,,
2095,,,nAO0000119,CHO,1,Autocurwti0n,,279,589.0,,14818,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1F receptor in CHO cells using [3H]5-HT.,B,,,
2096,,,BAOo0002q9,CHO,1,Autochratiom,,279,637.0,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,
2097,,,BAO0099219,CHO,1,Autocurwti0n,,279,789.0,,4829,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1F receptor in CHO cells, using [3H]5-HT as radioligand",B,,,
2098,,,BA80090357,,1,Autocurzti8n,,279,,,4373,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1F receptor was determined,B,,,
2099,,,BAp0000367,,1,zuhocuration,,279,,,4373,Binding affinity for 5-hydroxytryptamine 1F receptor was determined,B,,,
2100,,,BAO90o0357,,1,Aitocuratjon,,279,,,5014,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1F receptor,B,,,
2101,,,BxO0o00019,,1,qutocuratiln,,104686,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]-ketanserin as radioligand",B,,,
2102,,,BAO00p0029,,1,A6tocuratiog,,104686,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand",B,,,
2103,,,BAO00o0p19,,1,Autocu3ati0n,,104686,,,11662,"Compound was tested for binding affinity towards 5-hydroxytryptamine 2 (5-hydroxytryptamine-2) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]ketanserin as radioligand; Not Determined",B,,,
2104,,,BAO0900029,,1,Autocjratiom,,12687,,,14093,Ability to displace [3H]ketanserin from rat cortical homogenate 5-hydroxytryptamine 2A receptor,B,,,
2105,jnvivo,,vAO000p218,,1,qutofuration,,104686,,,11200,"In vivo inhibitory activity of 10 mg/kg compound in rats against elevation of BP caused by 5-HT (300 ug/kg, iv) through 5-HT2 receptor 1 hr after oral administration",F,,,
2106,,,BAO090001p,,1,Aut9curztion,,104686,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,
2107,,,fAl0000019,,1,Integm2diate,,17005,,,12352,Binding affinity towards 5-hydroxytryptamine 2 receptor in calf frontal cortex,B,,,
2108,,,gAO0000029,,1,zurocuration,,22226,,,13657,"Binding affinity to 5-hydroxytryptamine 2 receptor using calf frontal cortex, [3H]- ketanserin, and spiperone for NSB",B,,Bos taurus,9913.0
2109,,,nAp0000019,,1,Ajtocu3ation,,22226,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex at 10e-7 M,B,,Bos taurus,9913.0
2110,,,BAOp009019,,1,Ajtlcuration,,22226,,,14331,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of bovine frontal cortex,B,,Bos taurus,9913.0
2111,,,BAO009p019,,1,Autocyratoon,,22226,,,14331,Binding affinity of compound towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin (0.8 nM) ligand in frontal cortex bovine was determined,B,,,
2112,,,BA80000o19,,1,Autocurat98n,,104784,,,12685,Binding affinity for serotonin 5-hydroxytryptamine 2 receptor using [3H]ketanserin in guinea pig frontal cortex,B,,Cavia porcellus,10141.0
2113,,,BAO0p0o019,,1,xutocuratkon,,104784,,,14389,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of guinea pig frontal cortex membranes,B,,Cavia porcellus,10141.0
2114,,,gzO0000019,,1,Autocugagion,,104784,,,14386,Compound was tested for its binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]ketanserin from guinea pig frontal cortex,B,,Cavia porcellus,10141.0
2115,,,BqO0o00224,,1,su4ocuration,,104784,,,5732,Binding affinity towards cloned human 5-hydroxytryptamine 2 receptor was determined,B,,,
2116,,,BAOp000223,,1,Autocu5atiob,,104784,,,16293,Binding affinity towards 5-hydroxytryptamine 2 receptor was determined,B,,,
2117,,,BAOp0o0224,,1,Ahtocugation,,104784,,,2078,In vitro binding affinity of compound against neuronal 5-hydroxytryptamine 2 receptor,B,,,
2118,,,vAO000o357,,1,Autocurstikn,,10209,,,5486,Binding affinity towards 5-HT7 receptor by the displacement of [3H]-5-CT] in human recombinant receptors in mammalian cell,B,,,
2119,Igvivo,,vAO0009218,,1,Auticurwtion,,104826,,,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,,,
2120,,,BAO0op0019,,1,xutocuratioj,,104826,,,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,,,
2121,,,gAi0000224,,1,zutocurxtion,,104826,,,13704,Inhibitory activity against serotonin 5-hydroxytryptamine 2 receptor from mice.,B,,,
2122,,,vAO00o0019,,1,Autocurat7oh,,104826,,,10297,Inhibitory activity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]ketanserin in mouse cerebral cortex,B,,Mus musculus,10090.0
2123,Ingivo,,BAO0000e1i,,1,Autovurwtion,,104826,,,11820,Effective dose through peroral route for in vivo inhibition against 5-hydroxytryptamine 2 receptor in male CF-1 mice by using radioligand [3H]ketanserin,B,,,
2124,,,BAO000o029,,1,qutocurxtion,,104826,,,10297,Binding affinity towards 5-hydroxytryptamine 2 receptor by the displacement of [3H]-ketanserin in mouse cerebral cortex,B,,Mus musculus,10090.0
2125,,,BAO0o00324,,1,Autochratipn,,104826,,,11555,The compound was tested in vitro for its binding affinity towards 5-hydroxytryptamine 2 receptor,B,,,
2126,,,BAO000o225,,1,Au5ocurqtion,,104826,,,11555,In vitro binding affinity for serotonin 5-hydroxytryptamine (5-HT) 2 receptors,B,,,
2127,,,BAO00o0e24,,1,Autocu5atipn,,104826,,,11555,The compound was tested in vitro for its binding affinity towards serotonin 5-hydroxytryptamine 2 receptor; nd = no data,B,,,
2128,,,hAO0p00019,,1,A7t8curation,,104826,,,10297,Hill number was determined for inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor in mouse cerebral cortex,B,,Mus musculus,10090.0
2129,,,BxO0000223,,1,qktocuration,,104784,,,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin,B,,Sus scrofa,9823.0
2130,,,BAO0000wq4,,1,Autocuratoin,,104784,,,16688,Binding affinity for porcine 5-hydroxytryptamine 2 receptor using [3H]- ketanserin with 10 uM prazosin,B,,Sus scrofa,9823.0
2131,,,BAk0000121,,1,shtocuration,,22226,,,5333,Compound was tested in vitro for its ability to compete with [3H]-ketanserin at 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,,,
2132,,,BA000o0221,,1,Auyocurxtion,,22226,,,4437,In vitro for its ability to displace [3H]- ketanserin from 5-hydroxytryptamine 2 receptor in porcine brain homogenate,B,,,
2133,,,BAO00004y7,,1,Aut9curayion,,17005,,,5033,Ability to displace the radioligand [3H]mesulergine from pig choroid plexus 5-hydroxytryptamine 2 receptor,B,,Sus scrofa,9823.0
2134,,,BAO0000oq9,,1,Au4ocu5ation,,104686,,,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,,,
2135,,,BAO000p01i,,1,xutocurwtion,,104686,,,15267,Inhibition of [3H]- Ketanserin binding against rat brain 5-hydroxytryptamine 2 receptor,B,,,
2136,,,hAO0p00019,,1,sutocuratiom,,104826,,,11820,Binding affinity against 5-hydroxytryptamine 2 receptor from rat cortical synaptosomal membrane using radioligand [3H]ketanserin.,B,,,
2137,,,BAl0000214,,1,xhtocuration,,104686,,,9069,Evaluated for binding activity against [3H]ketanserin as radioligand for 5-hydroxytryptamine 2 receptor,B,,,
2138,,,hAO0o00019,,1,Autocura4iog,,104686,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; ND means no data,B,,Rattus norvegicus,10116.0
2139,,,BAO9000010,,1,Au5ocuratuon,,104686,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein.,B,,,
2140,,,BA00p00019,,1,Autoc6ratiln,,104686,,,9162,Affinity towards 5-hydroxytryptamine 2 receptor by measuring its ability to antagonize serotonin-induced contractions in the rat jugular vein; no appreciable 5-HT2 receptor affinity,B,,,
2141,,,BAO00p00q9,,1,xut0curation,,104686,,,10428,Antagonistic activity against (5-hydroxytryptamine 2 receptor) serotonin-induced contractions in the rat jugular vein,F,,,
2142,,,BAO00000q8,,1,Aktocurat8on,,104686,,,9628,Binding affinity to the 5-hydroxytryptamine 2 receptor assayed by antagonism of serotonin-induced contractions in the rat jugular vein,B,,,
2143,,,nAO0000223,,1,Autofurahion,,104686,,,12704,Binding affinity against serotonin 5-hydroxytryptamine 2 receptor,B,,,
2144,,,BAO00p0q24,,1,xutoc6ration,,104686,,,15453,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,B,,Rattus norvegicus,10116.0
2145,,,BAO00p0e24,,1,Ahtoxuration,,104686,,,188,Tested for the effect on binding at 5-hydroxytryptamine 2 receptor; No activity,B,,,
2146,,,BAk0o00224,,1,Autpcuratoon,,104686,,,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.4 nM dose of [3H]- spiperone as a radioligand.,B,,,
2147,,,BAOop00224,,1,zutocurstion,,104686,,,10349,Effect of 2 week administration of compound on 5-hydroxytryptamine 2 receptor binding by using 0.6 nM dose of [3H]- spiperone as a radioligand.,B,,,
2148,,,BzO0090224,,1,Au6ocurati8n,,104686,,,8868,Compound was tested for its effect on 5-hydroxytryptamine 2 receptor saturation analysis,B,,,
2149,,,BAO0900q24,,1,Autofueation,,104686,,,10025,Concentration necessary to achieve half maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 1 uM,B,,,
2150,,,BAO00p0234,,1,Autovu3ation,,104686,,,10025,"Concentration necessary to achieve half maximal inhibition of [3H]ketanserin, binds to 5-hydroxytryptamine 2 receptor at 1 uM",B,,,
2151,,,BAk9000224,,1,Autocurzgion,,104686,,,11702,Compound was tested for the inhibition of quipazine binding at 5-HT2 receptor,B,,,
2152,,,BAO0000e34,,1,Autocurstiog,,104686,,,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor,B,,,
2153,,,BAi0000124,,1,xutoc8ration,,104686,,,11702,Compound was tested for the inhibition of quipazine binding at 5-hydroxytryptamine 2 receptor; NT=Not tested,B,,,
2154,,,BqO0009019,,1,Aytochration,,104686,,,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats,F,,,
2155,,,BA90o00019,,1,Autocurztoon,,104686,,,11702,Compound was tested for the inhibition of quipazine induced head twitches in rats; NT=Not tested,F,,,
2156,,,BA9000p221,,1,sutocurafion,,104686,,,10085,Ability to bind at 5-hydroxytryptamine 2 receptor of rat hippocampus by displacing [3H]spiperone,B,,,
2157,,,gAp0000221,,1,Autocura6iom,,104686,,,10085,Ability to bind at serotonin 5-hydroxytryptamine 2 receptors of rat hippocampus by displacing [3H]spiperone,B,,,
2158,,,BAO0p0p221,,1,A8tocugation,,104686,,,9630,Displacement of [3H]spiroperidol from 5-hydroxytryptamine 2 receptor in rat brain,B,,Rattus norvegicus,10116.0
2159,,,BAO00o00w9,,1,wutofuration,,104686,,,11070,Ability to inhibit binding of [3H]KET to 5-hydroxytryptamine 2 receptor in rat cortex,B,,,
2160,,,BAO0000359,,1,Ajtocurat9on,,104686,,,9841,Ability to inhibit binding of titreated spiperone to 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,,,
2161,,,vqO0000249,,1,Aut0curatiog,,104686,,,9841,Ability to inhibit binding of titreated spiperone to the 5-hydroxytryptamine 2 receptor in rat brain frontal cortex membranes,B,,,
2162,,,BzO0p00019,,1,Ajtocurat8on,,104686,,,13291,Affinity for 5-hydroxytryptamine 2 receptor binding sites by its ability to displace [3H]spiperone from rat frontal cortex.,B,,,
2163,,,BAO00o00w9,,1,Ahtocuratiin,,104686,,,10590,Antagonistic activity against 5-hydroxytryptamine 2 receptor on rat frontal cortex membrane.,F,,,
2164,,,fAO000022w,,1,A8tochration,,104686,,,9064,Binding affinity against serotonin-2 receptor in rat brain using [3H]spiroperidol,B,,Rattus norvegicus,10116.0
2165,,,BxO0000239,,1,Autocurqtkon,,104686,,,12268,Binding affinity at 5-hydroxytryptamine 2 receptor by the inhibition of binding to [3H]ketanserin in rat cortical membranes,B,,Rattus norvegicus,10116.0
2166,,,BAO0000111,,1,Autochra5ion,,104686,,,13508,Binding affinity against 5-hydroxytryptamine 2 receptor in rat brain using [3H]ketanserin as radioligand,B,,,
2167,,,BAO0o0001o,,1,Autocyratiog,,104686,,,11279,5-hydroxytryptamine 2 receptor antagonistic activity on the rat tail artery determined by Schild plot.,F,,,
2168,,,BAp0900019,,1,Autocuraflon,,104686,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-HT2 receptor in rat thoracic aortic strips,F,,,
2169,,,fAO0000p19,,1,Autosuratuon,,104686,,,11200,In vitro antagonistic activity tested against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,
2170,,,fAO0p00019,,1,z8tocuration,,104686,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,,,
2171,,,BwO000001o,,1,Autoc8rztion,,104686,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips; NC=non competitive antagonism,F,,,
2172,,,BAO000p01p,,1,Autodudation,,104686,,,11200,In vitro antagonistic activity against the contraction induced by 5-HT through 5-hydroxytryptamine 2 receptor in rat thoracic aortic strips,F,,,
2173,,,BAip000220,,1,Autocuratilj,,104686,,,9231,Tested for 5-hydroxytryptamine 2 receptor binding ability by displacement of [3H]spiperone from rat brain frontal cortex synaptosomes,B,,,
2174,,,BAO0090p19,,1,Autocjratikn,,104686,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,,,
2175,,,BAOo900249,,1,Autpcurat7on,,104686,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,B,,,
2176,,,BAO00p0p19,,1,Aufocurztion,,104686,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex,B,,,
2177,,,BAO90p0019,,1,Autocurqtipn,,104686,,,9737,Binding affinity towards 5-hydroxytryptamine 2 receptor in rat frontal cortex using [3H]ketanserin as radioligand,B,,,
