Fiscal year,Section ID,CountryRegion name,Organisation name,Knowledge for development (marker),Trade development (marker),Organisation class,CountryRegion percent,Youth issues (marker),Continent ID,Bilateral aid (international marker),CFLI (marker),Branch name,Regional program (marker),Urban issues (marker),PBA type,Desertification (marker),Maximum CIDA contribution (project-level),Children issues (marker),Division ID,Continent name,Status,Project number,CIDA business delivery model (old),Division name,Project Browser country ID,Branch ID,Sector percent,Participatory development and good governance,Organisation type,Disability issues (marker),Gender equality (marker),Section name,Biodiversity (marker),Programming process (new),Fund centre ID,Fund centre name,Untied amount(Project-level budget),FSTC percent,IRTC percent,Enviromental sustainability (marker),Climate change adaptation (marker),Climate change mitigation (marker)
2009/2010,S4126,China,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,16888643.16,0,D4100,Asia,Terminating,A031882001,Directive,OAD Asia Programming,CN,B4100,1.0,1,Canadian Profit Making,0,0,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,16888643.16,1.0,0.0,1,0,0
2009/2010,S4126,China,National Judicial Institute,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,4500000.0,0,D4100,Asia,Closed,A031883001,Responsive,OAD Asia Programming,CN,B4100,1.0,1,Canadian Non-Profit Making,0,0,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,0.0,1.0,0.0,0,0,0
2009/2010,S4126,China,Salasan Consulting Inc.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,158919.43,0,D4100,Asia,Closed,A031883002,Directive,OAD Asia Programming,CN,B4100,1.0,1,Canadian Profit Making,0,0,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,0.0,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Nova Scotia Agricultural College,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.5,0,Canadian Non-Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.5,0,Canadian Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Nova Scotia Agricultural College,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.25,0,Canadian Non-Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.25,0,Canadian Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Nova Scotia Agricultural College,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.25,0,Canadian Non-Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,2188660.48,0,D4207,Africa,Closed,A031887001,Responsive,WWD West & Central Africa,GH,B4200,0.25,0,Canadian Profit Making,0,2,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,2188660.48,1.0,0.0,0,0,0
2009/2010,S4215,Mali,UPA DI - Union des producteurs agricoles d�veloppement,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,8042053.03,0,D4207,Africa,Closed,A031895001,Responsive,WWD West & Central Africa,ML,B4200,1.0,0,Canadian Non-Profit Making,0,2,Mali Program Section,0,Uncoded: Pre-APP,4216,Mali,2500000.0,1.0,0.0,0,0,0
2009/2010,S4215,Mali,Information not available,0,0,Individual,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,8042053.03,0,D4207,Africa,Closed,A031895001,Responsive,WWD West & Central Africa,ML,B4200,1.0,0,Canadian Profit Making,0,2,Mali Program Section,0,Uncoded: Pre-APP,4216,Mali,2500000.0,1.0,0.0,0,0,0
2009/2010,S4253,Ghana,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,5456094.24,0,D4207,Africa,Closed,A031901001,Directive,WWD West & Central Africa,GH,B4200,0.3,0,Canadian Profit Making,0,0,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,5456094.24,1.0,0.0,1,0,0
2009/2010,S4253,Ghana,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,5456094.24,0,D4207,Africa,Closed,A031901001,Directive,WWD West & Central Africa,GH,B4200,0.3,0,Canadian Profit Making,0,0,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,5456094.24,1.0,0.0,1,0,0
2009/2010,S4253,Ghana,SNC Lavalin International Inc. *** BLOCKED RE ? ADRESSE ?***,0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,5456094.24,0,D4207,Africa,Closed,A031901001,Directive,WWD West & Central Africa,GH,B4200,0.4,0,Canadian Profit Making,0,0,Ghana Program Section,0,Uncoded: Pre-APP,4254,Ghana,5456094.24,1.0,0.0,1,0,0
2009/2010,S4256,Egypt,Agriteam Canada,0,0,Civil Society,1.0,0,2,1,0,"EGM Europe, Middle East and Maghreb",1,1,Not PBA,0,14565608.06,1,D3100,Africa,Terminating,A031906001,Directive,EDD Europe-Middle East Programming,EG,B3100,1.0,1,Canadian Profit Making,1,2,Middle East and North Africa,0,Uncoded: Pre-APP,3127,Broader M-E & North Africa (BMENA),14565608.06,1.0,0.0,1,0,0
2009/2010,S4130,India,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,3,1,1,OGM Asia Pacific,0,1,Not PBA,0,409994.48,1,D4100,Asia,Closed,A031909008,Directive,OAD Asia Programming,IN,B4100,1.0,2,Canadian Non-Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4116,*India,409994.48,0.0,0.0,1,0,0
2009/2010,S4130,India,PAYE DFAIT,0,0,Governmental,1.0,1,3,1,1,OGM Asia Pacific,0,1,Not PBA,0,409994.48,1,D4100,Asia,Closed,A031909008,Directive,OAD Asia Programming,IN,B4100,1.0,2,Canadian Non-Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4116,*India,409994.48,0.0,0.0,1,0,0
2009/2010,S4232,Sudan,"The Praxis Group, Ltd.",0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1678280.19,0,D4270,Africa,Closed,A031917001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.25,1,Foreign Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,1678280.19,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,"The Praxis Group, Ltd.",0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1678280.19,0,D4270,Africa,Closed,A031917001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.25,1,Foreign Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,1678280.19,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,"The Praxis Group, Ltd.",0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1678280.19,0,D4270,Africa,Closed,A031917001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.25,1,Foreign Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,1678280.19,1.0,0.0,0,0,0
2009/2010,S4232,Sudan,"The Praxis Group, Ltd.",0,0,Civil Society,1.0,0,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1678280.19,0,D4270,Africa,Closed,A031917001,Responsive,WED Southern & Eastern Africa,SD,B4200,0.25,1,Foreign Profit Making,0,0,South Sudan Program,0,Uncoded: Pre-APP,4232,South Sudan,1678280.19,1.0,0.0,0,0,0
2009/2010,S4130,Philippines,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.5,1,Canadian Non-Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.5,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.5,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.3,1,Canadian Non-Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.3,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.3,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.2,1,Canadian Non-Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Agriteam Canada,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.2,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4130,Philippines,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,15507684.49,0,D4100,Asia,Closed,A031927001,Directive,OAD Asia Programming,PH,B4100,0.2,1,Canadian Profit Making,0,1,Philippines and Mongolia,0,Uncoded: Pre-APP,4128,Philippines,15507684.49,1.0,0.0,1,0,0
2009/2010,S4256,Jordan,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,"EGM Europe, Middle East and Maghreb",0,0,Not PBA,0,4693076.25,0,D3100,Asia,Closed,A031929001,Responsive,EDD Europe-Middle East Programming,JO,B3100,0.5,0,Canadian Non-Profit Making,0,1,Middle East and North Africa,0,Uncoded: Pre-APP,4266,Jordan,4693076.25,1.0,0.0,0,0,0
2009/2010,S4256,Jordan,National Center for Human Resources Development,0,0,Governmental,1.0,0,3,1,0,"EGM Europe, Middle East and Maghreb",0,0,Not PBA,0,4693076.25,0,D3100,Asia,Closed,A031929001,Responsive,EDD Europe-Middle East Programming,JO,B3100,0.5,0,Foreign Non-Profit Making,0,1,Middle East and North Africa,0,Uncoded: Pre-APP,4266,Jordan,4693076.25,1.0,0.0,0,0,0
2009/2010,S4256,Jordan,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,"EGM Europe, Middle East and Maghreb",0,0,Not PBA,0,4693076.25,0,D3100,Asia,Closed,A031929001,Responsive,EDD Europe-Middle East Programming,JO,B3100,0.5,0,Canadian Non-Profit Making,0,1,Middle East and North Africa,0,Uncoded: Pre-APP,4266,Jordan,4693076.25,1.0,0.0,0,0,0
2009/2010,S4256,Jordan,National Center for Human Resources Development,0,0,Governmental,1.0,0,3,1,0,"EGM Europe, Middle East and Maghreb",0,0,Not PBA,0,4693076.25,0,D3100,Asia,Closed,A031929001,Responsive,EDD Europe-Middle East Programming,JO,B3100,0.5,0,Foreign Non-Profit Making,0,1,Middle East and North Africa,0,Uncoded: Pre-APP,4266,Jordan,4693076.25,1.0,0.0,0,0,0
2009/2010,S4122,Bangladesh,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,2550404.31,0,D4100,Asia,Closed,A031932001,Responsive,OAD Asia Programming,BD,B4100,0.5,0,Canadian Non-Profit Making,0,3,Bangladesh Section,0,Uncoded: Pre-APP,4122,Bangladesh,2500000.0,1.0,0.0,0,0,0
2009/2010,S4122,Bangladesh,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,2550404.31,0,D4100,Asia,Closed,A031932001,Responsive,OAD Asia Programming,BD,B4100,0.5,0,Canadian Non-Profit Making,0,3,Bangladesh Section,0,Uncoded: Pre-APP,4122,Bangladesh,2500000.0,1.0,0.0,0,0,0
2009/2010,S4126,China,Human Resources and Skills Development Canada / Service Canada,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,CANADA INDUSTRIAL RELATIONS BOARD C.D. HOWE BUILDING,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Public Works and Government Services Canada,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,STILES ASSOCIATES INC.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Groupe-conseil Interalia S.E.N.C.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Human Resources and Skills Development Canada / Service Canada,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,CANADA INDUSTRIAL RELATIONS BOARD C.D. HOWE BUILDING,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Public Works and Government Services Canada,0,0,Governmental,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Non-Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,STILES ASSOCIATES INC.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,GARRY A. COMBER (COMBER & ASSOCIATES CONSULTING),0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Groupe-conseil Interalia S.E.N.C.,0,0,Civil Society,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4126,China,Information not available,0,0,Individual,1.0,0,3,1,0,OGM Asia Pacific,0,0,Not PBA,0,3313759.76,0,D4100,Asia,Terminating,A031933001,Directive,OAD Asia Programming,CN,B4100,0.5,1,Canadian Profit Making,0,2,OAI Indonesia and SEA Regional,0,Uncoded: Pre-APP,4130,China,3313759.76,1.0,0.0,1,0,0
2009/2010,S4287,Cameroon,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1623170.64,0,D4207,Africa,Closed,A031934001,Responsive,WWD West & Central Africa,CM,B4200,1.0,0,Canadian Non-Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4289,Cameroon,1623170.64,1.0,0.0,0,0,0
2009/2010,S4287,Cameroon,PAYE DFAIT,0,0,Governmental,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,1623170.64,0,D4207,Africa,Closed,A031934001,Responsive,WWD West & Central Africa,CM,B4200,1.0,0,Canadian Non-Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4289,Cameroon,1623170.64,1.0,0.0,0,0,0
2009/2010,S4287,Cameroon,CARE Canada,0,0,Civil Society,1.0,1,2,1,0,WGM Sub-Saharan Africa,0,0,Not PBA,0,4818857.87,0,D4207,Africa,Closed,A031934002,Responsive,WWD West & Central Africa,CM,B4200,1.0,0,Canadian Non-Profit Making,0,1,Central Africa & Great Lakes Program,0,Uncoded: Pre-APP,4289,Cameroon,4818857.87,1.0,0.0,0,0,0
2009/2010,S4449,Haiti,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.1,1,Canadian Non-Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,C�RAC Inc.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.1,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,CECI/CRC Sogema INC./ENAP/SOCODEVI,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.1,1,Canadian Non-Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,Information not available,0,0,Individual,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.1,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,Information not available,0,0,Individual,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.1,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,Department of Foreign Affairs and International Trade,0,0,Governmental,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.3,1,Canadian Non-Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,C�RAC Inc.,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.3,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,CECI/CRC Sogema INC./ENAP/SOCODEVI,0,0,Civil Society,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.3,1,Canadian Non-Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,Information not available,0,0,Individual,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.3,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
2009/2010,S4449,Haiti,Information not available,0,0,Individual,1.0,0,1,1,0,NGM Americas,0,0,Not PBA,0,20000000.0,0,D4400,America,Terminating,A031935001,Directive,NDD Americas Programming,HT,B4400,0.3,1,Canadian Profit Making,0,0,Ha�ti & Dominican Republic Section,0,Uncoded: Pre-APP,4452,Haiti,20000000.0,0.0,0.0,0,0,0
