description,curated_by,variant_id,cell_id,assay_tax_id,assay_subcellular_fraction,src_assay_id,assay_id,chembl_id,assay_tissue,confidence_score,src_id,assay_category,bao_format,assay_test_type,assay_organism,doc_id,tid,assay_type,relationship_type,assay_cell_type,tissue_id,assay_strain
Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,Autocuration,,,,,,2629,CHEMBL621541,,8,1,,BAO_0000019,,,15412,12687,B,H,,,
Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,Autocuration,,,,,,2630,CHEMBL621542,,8,1,,BAO_0000019,,,6238,12687,B,H,,,
Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,Expert,,,,,,2631,CHEMBL621543,,8,1,,BAO_0000357,,,6648,12687,B,H,,,
Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,Expert,,,,,,2632,CHEMBL621544,,8,1,,BAO_0000357,,,5667,12687,B,H,,,
Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,Expert,,,10116.0,,,2633,CHEMBL621545,,9,1,,BAO_0000357,,Rattus norvegicus,6611,12687,B,D,,,
Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,Autocuration,,,,,,2634,CHEMBL621546,,8,1,,BAO_0000357,,,13481,12687,B,H,,,
Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,Autocuration,,,,,,2635,CHEMBL621547,,8,1,,BAO_0000357,,,13481,12687,B,H,,,
Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,Expert,,723.0,,,,2636,CHEMBL618692,,8,1,,BAO_0000219,,,15558,12687,B,H,NIH3T3,,
Binding affinity towards 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2637,CHEMBL618693,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,Autocuration,,,,,,2638,CHEMBL872922,,8,1,,BAO_0000357,,,16633,12687,B,H,,,
Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,Autocuration,,,,,,2639,CHEMBL618694,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,Expert,,,10116.0,,,2640,CHEMBL618695,,9,1,,BAO_0000357,,Rattus norvegicus,6013,12687,B,D,,,
Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,Autocuration,,,,,,2641,CHEMBL618696,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,Expert,,,,,,2642,CHEMBL618697,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,Autocuration,,,,,,2643,CHEMBL618892,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,Autocuration,,,,,,2644,CHEMBL618893,,8,1,,BAO_0000357,,,6013,12687,B,H,,,
Binding affinity towards rat 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2645,CHEMBL618894,,8,1,,BAO_0000357,,,16293,12687,B,H,,,
Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,Expert,,723.0,,,,2646,CHEMBL618895,,8,1,,BAO_0000219,,,17175,12687,B,H,NIH3T3,,
Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,Expert,,,10116.0,,,2647,CHEMBL618896,,9,1,,BAO_0000357,,Rattus norvegicus,13278,12687,B,D,,,
Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,Autocuration,,,,,,2648,CHEMBL618897,Caudate-putamen,8,1,,BAO_0000019,,,3682,12687,B,H,,5383.0,
Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,Autocuration,,,,,,2649,CHEMBL618898,,8,1,,BAO_0000357,,,2014,12687,B,H,,,
Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,Autocuration,,,,,,2650,CHEMBL618899,,8,1,,BAO_0000357,,,2014,12687,B,H,,,
Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,Autocuration,,,,,,2651,CHEMBL618900,,8,1,,BAO_0000357,,,4932,12687,B,H,,,
Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,Autocuration,,,,,,2652,CHEMBL618901,,8,1,,BAO_0000019,,,4932,12687,B,H,,,
Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2653,CHEMBL618902,,8,1,,BAO_0000357,,,3935,12687,B,H,,,
Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,Expert,,,10116.0,,,2654,CHEMBL618903,Hippocampus,9,1,,BAO_0000221,,Rattus norvegicus,5432,12687,B,D,,10000000.0,
Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2655,CHEMBL618904,,8,1,,BAO_0000357,,,15818,12687,B,H,,,
Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,Autocuration,,,,,,2656,CHEMBL618905,,8,1,,BAO_0000357,,,13672,12687,B,H,,,
Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,Autocuration,,,,,,2657,CHEMBL618906,,8,1,,BAO_0000357,,,13672,12687,B,H,,,
Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,Expert,,723.0,,,,2658,CHEMBL618907,,8,1,,BAO_0000219,,,14749,12687,B,H,NIH3T3,,
Compound was tested for the Binding affinity against rat frontal cortex 5-hydroxytryptamine 2A receptor by Radio ligand [3H]ketanserin binding assay.,Autocuration,,,,,,2659,CHEMBL618908,,8,1,,BAO_0000019,,,13462,12687,B,H,,,
Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2660,CHEMBL617909,,8,1,,BAO_0000357,,,15740,12687,B,H,,,
Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,Expert,,,,,,2661,CHEMBL617910,,8,1,,BAO_0000019,,,16647,12687,B,H,,,
In vitro ability to displace [3H]ketanserin from 5-hydroxytryptamine 2A receptor in rat brain.,Autocuration,,,,,,2662,CHEMBL617911,Brain,8,1,,BAO_0000221,,,13345,12687,B,H,,955.0,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,Autocuration,,,,,,2663,CHEMBL872923,,8,1,,BAO_0000249,,,16740,12687,B,H,,,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,Autocuration,,,,,,2664,CHEMBL617912,,8,1,,BAO_0000249,,,16740,12687,B,H,,,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat cortex,Expert,,,10116.0,,,2665,CHEMBL617913,,9,1,,BAO_0000019,,Rattus norvegicus,15535,12687,B,D,,,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,Expert,,,,,,2666,CHEMBL617914,,8,1,,BAO_0000249,,,16740,12687,B,H,,,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,Autocuration,,,,,,2667,CHEMBL617915,,8,1,,BAO_0000249,,,16740,12687,B,H,,,
In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane,Autocuration,,,,,,2668,CHEMBL617916,,8,1,,BAO_0000249,,,16740,12687,B,H,,,
Displacement of [3H]- Ketanserin from rat cortex 5-hydroxytryptamine 2A receptor,Expert,,,10116.0,,,2669,CHEMBL617917,,9,1,,BAO_0000019,,Rattus norvegicus,4795,12687,B,D,,,
In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand,Expert,,,,,,2670,CHEMBL617918,,8,1,,BAO_0000019,,,8,12687,B,H,,,
In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand; Not active at 10-5 M,Autocuration,,,,,,2671,CHEMBL617919,,8,1,,BAO_0000019,,,8,12687,B,H,,,
In vitro inhibitory constant against [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,Expert,,,10116.0,,,2672,CHEMBL617920,,9,1,,BAO_0000019,,Rattus norvegicus,17200,12687,B,D,,,
Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor of rat brain cortex,Expert,,,10116.0,,,2673,CHEMBL617921,,9,1,,BAO_0000019,,Rattus norvegicus,2148,12687,B,D,,,
"Relative binding affinity for D2 receptor and 5-hydroxytryptamine 2A receptor, ratio of Ki",Expert,,,10116.0,,,2674,CHEMBL617922,,5,1,,BAO_0000224,,Rattus norvegicus,13345,105102,B,D,,,
Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,Autocuration,,,,,,2675,CHEMBL617923,,8,1,,BAO_0000357,,,5088,12687,B,H,,,
Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,Autocuration,,,,,,2676,CHEMBL617924,,8,1,,BAO_0000357,,,5088,12687,B,H,,,
Tested in vitro for its ability to bind to 5-hydroxytryptamine 2A receptor using [125 I]-DOI as radioligand,Autocuration,,,,,,2677,CHEMBL617925,,8,1,,BAO_0000357,,,17133,12687,B,H,,,
In vitro binding to 5-hydroxytryptamine 2A receptor using [125 I]-DOI,Expert,,,10116.0,,,2678,CHEMBL617926,,9,1,,BAO_0000357,,Rattus norvegicus,17133,12687,B,D,,,
The binding affinity at 5-hydroxytryptamine 2A receptor was determined using [3H]ketanserin,Autocuration,,,,,,2679,CHEMBL617927,,8,1,,BAO_0000357,,,16532,12687,B,H,,,
The compound was tested for binding affinity against 5-hydroxytryptamine 2A receptor,Autocuration,,,,,,2680,CHEMBL617928,,8,1,,BAO_0000357,,,15086,12687,B,H,,,
Binding affinity for 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,Expert,,,10116.0,,,2681,CHEMBL617929,,9,1,,BAO_0000019,,Rattus norvegicus,2309,12687,B,D,,,
Binding affinity to 5-hydroxytryptamine 2A receptor from rat cortex assayed using [3H]ketanserin as radioligand.,Expert,,,,,,2682,CHEMBL617930,,8,1,,BAO_0000019,,,12953,12687,B,H,,,
The compound was tested for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as radioligand.; Nonactive at 10 uM,Autocuration,,,,,,2683,CHEMBL617931,,8,1,,BAO_0000019,,,12953,12687,B,H,,,
The compound was tested for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat cortex using [3H]-ketanserin as radioligand; Nonactive at 10 uM,Autocuration,,,,,,2684,CHEMBL617932,,8,1,,BAO_0000019,,,12953,12687,B,H,,,
Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells; ND is No Data,Autocuration,,449.0,,,,2685,CHEMBL617933,,8,1,,BAO_0000219,,,16659,12687,B,H,CHO,,
In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane; ND means no data,Autocuration,,,,,,2686,CHEMBL617934,,8,1,,BAO_0000019,,,16740,12687,B,H,,,
In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane; ND means no data,Autocuration,,,,,,2687,CHEMBL617935,,8,1,,BAO_0000019,,,16740,12687,B,H,,,
Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor; Not determined,Autocuration,,,,,,2688,CHEMBL617936,,8,1,,BAO_0000357,,,17133,12687,B,H,,,
Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor; NT=not tested,Autocuration,,,,,,2689,CHEMBL617937,,8,1,,BAO_0000019,,,17211,12687,B,H,,,
Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes; Not tested,Autocuration,,,,,,2690,CHEMBL617938,,8,1,,BAO_0000019,,,17331,12687,B,H,,,
Compound was evaluated for effective dose measured in nmol/kg following a dose of 0.04 mg/kg and 0.093 uM/kg (95%CI); range 32-63,Autocuration,,,,,,2691,CHEMBL617939,,8,1,,BAO_0000218,,,16633,12687,B,H,,,
Compound was evaluated for the percentage of rats disrupted following a dose of 0.04 mg/kg and 0.097 uM/kg,Autocuration,,,,,,2692,CHEMBL617940,,8,1,,BAO_0000218,,,16633,12687,B,H,,,
Compound was evaluated for the percentage of rats disrupted following a dose of 0.08 mg/kg and 0.194 uM/kg,Autocuration,,,,,,2693,CHEMBL617941,,8,1,,BAO_0000218,,,16633,12687,B,H,,,
Ratio of pKi of 5-HT2A to that of 5-HT2C receptor,Expert,,,,,,2694,CHEMBL617942,,8,1,,BAO_0000357,,,15026,12687,B,H,,,
Ratio of pKi of 5-HT2A to that of D2 receptor,Expert,,,,,,2695,CHEMBL617943,,8,1,,BAO_0000357,,,15026,12687,B,H,,,
Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,Expert,,,,,,2696,CHEMBL617944,,4,1,,BAO_0000224,,,16404,105093,B,H,,,
Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,Expert,,,,,,2697,CHEMBL617945,,4,1,,BAO_0000224,,,16404,105093,B,H,,,
Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor,Expert,,,,,,2698,CHEMBL617946,,4,1,,BAO_0000224,,,16404,105075,B,H,,,
Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor; ND is no data,Autocuration,,,,,,2699,CHEMBL617947,,8,1,,BAO_0000357,,,16404,12687,B,H,,,
Percent maximal 5-HT stimulation at cloned rat 5-hydroxytryptamine 2A receptor (phosphoinositide hydrolysis study) at a conc of 100 uM,Expert,,,,,,2700,CHEMBL617948,,8,1,,BAO_0000357,,,16326,12687,B,H,,,
Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat,Autocuration,,,,,,2701,CHEMBL858116,,8,1,,BAO_0000019,,,15847,12687,F,H,,,
Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat; ND means not done,Autocuration,,,,,,2702,CHEMBL617949,,8,1,,BAO_0000019,,,15847,12687,F,H,,,
Effectiveness of compound in blocking 5-hydroxytryptamine 2A receptor-mediated contractions of rat tail artery,Autocuration,,,,,,2703,CHEMBL617950,,8,1,,BAO_0000019,,,15329,12687,F,H,,,
Negative log concentration of antagonist on 5-hydroxytryptamine 2A receptor in rat thoracic aorta,Expert,,,,,,2704,CHEMBL617951,Thoracic aorta,8,1,,BAO_0000019,,,16404,12687,F,H,,1515.0,
Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta,Expert,,,,,,2705,CHEMBL617952,Thoracic aorta,8,1,,BAO_0000019,,,16404,12687,F,H,,1515.0,
Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta; ND is not determined.,Autocuration,,,,,,2706,CHEMBL617953,Thoracic aorta,8,1,,BAO_0000019,,,16404,12687,F,H,,1515.0,
Binding activity radioligand.,Autocuration,,,,,,2707,CHEMBL617954,,8,1,,BAO_0000357,,,12861,12687,B,H,,,
Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,Expert,,,,,,2708,CHEMBL617955,,8,1,,BAO_0000019,,,12861,12687,B,H,,,
Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,Autocuration,,,,,,2709,CHEMBL857071,,8,1,,BAO_0000019,,,12861,12687,B,H,,,
Displacement of [3H]DOB binding to 5-hydroxytryptamine 2A receptor from rat cortex homogenate,Expert,,,,,,2710,CHEMBL617270,,8,1,,BAO_0000019,,,12490,12687,B,H,,,
Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930,Autocuration,,339.0,,,,2711,CHEMBL617271,,8,1,,BAO_0000219,,,12827,12687,B,H,N1E-115,,
Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930; Not determined,Autocuration,,339.0,,,,2712,CHEMBL617272,,8,1,,BAO_0000219,,,12827,12687,B,H,N1E-115,,
Binding affinity was evaluated by 5-hydroxytryptamine 2A receptor agonism in the rat cortex by displacing ketanserin,Autocuration,,,,,,2713,CHEMBL617273,,8,1,,BAO_0000019,,,12918,12687,B,H,,,
Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]-ketanserin,Expert,,,10116.0,,,2714,CHEMBL617274,,9,1,,BAO_0000019,,Rattus norvegicus,12919,12687,F,D,,,
Binding affinity towards human serotonin 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2715,CHEMBL617275,,8,1,,BAO_0000357,,,17723,108,B,H,,,
Binding affinity towards 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2716,CHEMBL617276,,8,1,,BAO_0000357,,,6013,108,B,H,,,
Binding affinity towards human 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2717,CHEMBL617277,,8,1,,BAO_0000357,,,16293,108,B,H,,,
Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,Expert,,,,,,2718,CHEMBL617278,,8,1,,BAO_0000019,,,3857,108,B,H,,,
Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor; Not determined,Expert,,,,,,2719,CHEMBL617279,,8,1,,BAO_0000019,,,3857,108,B,H,,,
Binding affinity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,Expert,,,,,,2720,CHEMBL617280,,8,1,,BAO_0000019,,,3857,108,B,H,,,
Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2721,CHEMBL617281,,8,1,,BAO_0000357,,,15363,108,B,H,,,
Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2722,CHEMBL617282,,8,1,,BAO_0000357,,,15363,108,B,H,,,
Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]mesulergine,Expert,,,,,,2723,CHEMBL617283,,8,1,,BAO_0000019,,,16441,108,B,H,,,
Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]-mesulergine; ND is No Data.,Expert,,,,,,2724,CHEMBL617284,,8,1,,BAO_0000019,,,16441,108,B,H,,,
In vitro binding affinity towards human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells was determined using [3H]mesulergine as radioligand,Autocuration,,722.0,,,,2725,CHEMBL617285,,8,1,,BAO_0000219,,,4176,108,B,H,HEK293,,
In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,Autocuration,,,,,,2726,CHEMBL617286,,8,1,,BAO_0000019,,,17085,108,B,H,,,
Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,Expert,,,9606.0,,,2727,CHEMBL617287,,9,1,,BAO_0000357,,Homo sapiens,17200,108,B,D,,,
Binding affinity towards human 5-hydroxytryptamine 2C receptor.,Expert,,,,,,2728,CHEMBL617288,,8,1,,BAO_0000357,,,5088,108,B,H,,,
Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,Autocuration,,,,,,2729,CHEMBL617289,,8,1,,BAO_0000357,,,5088,108,B,H,,,
Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,Autocuration,,,,,,2730,CHEMBL872917,,8,1,,BAO_0000357,,,5088,108,B,H,,,
Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,Autocuration,,,,,,2731,CHEMBL617290,,8,1,,BAO_0000357,,,5088,108,B,H,,,
Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,Autocuration,,449.0,,,,2732,CHEMBL617291,,8,1,,BAO_0000219,,,16659,108,B,H,CHO,,
Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells; ND is no data,Autocuration,,449.0,,,,2733,CHEMBL617292,,8,1,,BAO_0000219,,,16659,108,B,H,CHO,,
Binding constant towards serotonin receptor subtype 5-hydroxytryptamine 2C receptor expressed in 3T3 cells using [3H]5-HT as radioligand; Not determined,Autocuration,,723.0,,,,2734,CHEMBL617293,,8,1,,BAO_0000219,,,17451,108,B,H,NIH3T3,,
Relative efficacy against human 5-hydroxytryptamine 2B receptor expressed in CHO cells using fluorometric imaging plate reader relative to 10 uM 5-HT,Expert,,449.0,9606.0,,,2735,CHEMBL617294,,9,1,,BAO_0000219,,Homo sapiens,6857,108,F,D,CHO,,
