assay_id,tissue_id,doc_id,assay_tax_id,bao_format,assay_category,src_assay_id,cell_id,curated_by,src_id,assay_organism,assay_test_type,confidence_score,assay_subcellular_fraction,relationship_type,assay_strain,description,assay_type,assay_tissue
2221,,17066,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-HT2 receptor,B,
2222,,959,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,
2223,,6398,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Compound was evaluated for 5-hydroxytryptamine 2 receptor binding,B,
2224,,11889,,BAO_0000224,,,,Autocuration,1,,,4,,H,,In vitro binding affinity against rat 5-hydroxytryptamine 2 receptor.,B,
2225,,4221,,BAO_0000224,,,,Autocuration,1,,,4,,H,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,B,
2226,,11026,,BAO_0000224,,,,Autocuration,1,,,4,,H,,The compound was tested for binding affinity against 5-hydroxytryptamine 2 receptor using ketanserin as radioligand,B,
2227,,11866,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined,B,
2228,,4221,,BAO_0000224,,,,Autocuration,1,,,4,,H,,In vitro binding affinity for 5-hydroxytryptamine 2 receptor,B,
2229,,13950,,BAO_0000019,,,,Autocuration,1,,,0,,U,,In Vitro binding affinity for 5-hydroxytryptamine 2 receptor,B,
2230,,1263,,BAO_0000224,,,,Autocuration,1,,,4,,H,,5-hydroxytryptamine 2 receptor binding affinity,B,
2231,,13291,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor was determined using [ [3H]spiperone radioligand,B,
2232,,10812,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for the binding affinity against 5-hydroxytryptamine 2 receptor by using [3H]ketanserin as radioligand,B,
2233,,13020,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,B,
2234,,13021,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor of central nervous system,B,
2235,,13020,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Ketanserin binding to 5-hydroxytryptamine 2 receptor at 10e-5 M,B,
2236,,14532,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory activity against 5-hydroxytryptamine 2 receptor using [3H]-ketanserin as radioligand at 10e-5 M concentration,B,
2237,,13944,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor,B,
2238,,14331,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor,B,
2239,,14118,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,B,
2240,,13033,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against serotonergic 5-HT2 receptor,B,
2241,,10321,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for 5-hydroxytryptamine 2 receptor was determined by using [3H]ketanserin as radioligand,B,
2242,,12918,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was evaluated for the binding affinity at 5- HT2 receptor,B,
2243,,15120,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for binding affinity using [3H]ketanserin against 5-hydroxytryptamine 2 receptor,B,
2244,,2613,,BAO_0000218,,,,Autocuration,1,,,8,,H,,In vivo binding affinity was evaluated against 5-hydroxytryptamine 2 receptor,B,
2245,,13378,9606.0,BAO_0000224,,,,Autocuration,1,Homo sapiens,,5,,D,,Inhibitory activity against cloned human 5-HT2 receptor,B,
2246,,2331,9606.0,BAO_0000219,,,449.0,Autocuration,1,Homo sapiens,,5,,D,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells",B,
2247,,2331,9606.0,BAO_0000219,,,449.0,Autocuration,1,Homo sapiens,,5,,D,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells.",B,
2248,,2331,9606.0,BAO_0000219,,,449.0,Autocuration,1,Homo sapiens,,5,,D,,"Tested in vitro for the inhibition of [3H]-ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; Inactive",B,
2249,,2331,9606.0,BAO_0000219,,,449.0,Autocuration,1,Homo sapiens,,5,,D,,"Tested in vitro for the inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor, expressed in cloned CHO cells; not tested",B,
2250,,4170,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,
2251,,15453,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Percent decrease in 5-hydroxytryptamine 2 receptor binding using ketanserin,B,
2252,,1479,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor,B,
2253,,11139,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2- receptor using [3H]ketanserin as radioligand in competitive binding assay,B,
2254,,13969,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2A receptor was measured using [3H]ketanserin as radioligand,B,
2255,,13392,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 2A receptor,B,
2256,,14430,,BAO_0000019,,,,Expert,1,,,8,,H,,Affinity towards 5-hydroxytryptamine 2A receptor in membranes from bovine frontal cortex using [3H]ketanserin,B,
2257,,13181,10141.0,BAO_0000357,,,,Autocuration,1,Cavia porcellus,,8,,H,,Binding affinity was determined against 5-hydroxytryptamine 2A receptor,B,
2258,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,
2259,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,
2260,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,
2261,,13463,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity analysed on 5-HT 2A human clone using [3H]ketanserin as radioligand,B,
2262,,6347,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Effective concentration against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,B,
2263,,6857,9606.0,BAO_0000219,,,449.0,Expert,1,Homo sapiens,,9,,D,,Functional activity against human 5-hydroxytryptamine 2A receptor expressed in CHO cells using fluorometric imaging plate reader,F,
2264,,4176,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,F,
2265,,4176,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Functional agonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line; no data,F,
2266,,4176,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Functional antagonist activity of compound was determined by fluorescence-based assay measuring intracellular calcium mobilization for 5-HT2a receptor cell line,F,
2267,,6347,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand, expressed as Emax",B,
2268,,6347,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,"Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells, expressed as Emax",B,
2269,,15331,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Affinity of compound towards human 5-hydroxytryptamine 2A receptor was evaluated using radioligand binding technique,B,
2270,,16146,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibition of human 5-hydroxytryptamine 2A receptor,B,
2271,,15250,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [3H]5-HT binding to cloned human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,
2272,,13631,,BAO_0000219,,,,Expert,1,,,8,,H,,Inhibitory concentration against human 5-HT2A receptor in BEK cells,B,
2273,,3805,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity against human 5-hydroxytryptamine 2A receptor at a concentration of 100 (nM),B,
2274,,4011,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Ability to displace [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor was determined,B,
2275,,4012,,BAO_0000219,,,449.0,Expert,1,,,8,,H,,Displacement of [3H]ketanserin from CHO cells expressing human 5-hydroxytryptamine 2A receptor.,B,
2276,,6366,,BAO_0000219,,,307.0,Expert,1,,,8,,H,,Ability to displace [125I]R91150 from human cloned 5-hydroxytryptamine 2A receptor expressed in L929 cells,B,
2277,,15949,,BAO_0000219,,,449.0,Expert,1,,,8,,H,,Ability to displace [3H]ketanserin binding to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,
2278,,14093,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Agonist activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand,F,
2279,,13481,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Agonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,F,
2280,,6347,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand,B,
2281,,6347,,BAO_0000219,,,449.0,Autocuration,1,,,8,,H,,Agonistic binding affinity against human 5-hydroxytryptamine 2A receptor in CHO cells using 8-OH-DPA radioligand; Nd means not done,B,
2282,,14093,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]-Ketanserin radioligand,F,
2283,,14093,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Antagonist activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand; Not tested,F,
2284,,13481,,BAO_0000019,,,,Autocuration,1,,,8,,H,,Antagonistic activity at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,F,
2285,,14442,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [125 I]DOI as radioligand,B,
2286,,14442,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding ability of compound at cloned human 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,B,
2287,,14755,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding activity against cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand.,B,
2288,,16441,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2A receptor in humans,B,
2289,,14744,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity against the cloned human 5-hydroxytryptamine 2A receptor using [125I]DOI as the radioligand,B,
2290,,16659,,BAO_0000219,,,449.0,Expert,1,,,8,,H,,Binding affinity for displacement of [3H]ketanserin to human 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,B,
2291,,3307,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity of compound to human 5-hydroxytryptamine 2A receptor,B,
2292,,6857,9606.0,BAO_0000019,,,,Expert,1,Homo sapiens,,9,,D,,Affinity for human 5-hydroxytryptamine 2A receptor expressed in mammalian cell line,B,
2293,,5635,,BAO_0000357,,,,Expert,1,,,8,,H,,Binding affinity against 5-hydroxytryptamine 2A receptor using [125I]DOI radioligand.,B,
2294,,4234,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity to cloned human 5-hydroxytryptamine 2A receptor,B,
2295,,15527,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,B,
2296,,6588,,BAO_0000219,,,449.0,Expert,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 2A receptor by the displacement of [3H]ketanserin radioligand from the cloned receptor expressed in CHO cells,B,
2297,,13631,,BAO_0000219,,,,Expert,1,,,8,,H,,Binding affinity towards human 5-HT2A receptor in BEK cells,B,
2298,,17723,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human serotonin 5-hydroxytryptamine 2A receptor,B,
2299,,14770,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity for recombinant human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand.,B,
2300,,16293,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Binding affinity for human 5-hydroxytryptamine 2A receptor,B,
2301,,16209,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Binding affinity towards human 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,B,
2302,,12469,,BAO_0000219,,,,Autocuration,1,,,8,,H,,Binding affinity was measured on 5-hydroxytryptamine 2A receptor in GF6 cells transfected with human 5-HT2A gene labeled with [3H]ketanserin,B,
2303,,15363,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [125I]-DOI from clone human 5-hydroxytryptamine 2A receptor,B,
2304,,15363,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2A receptor,B,
2305,,16441,,BAO_0000019,,,,Expert,1,,,8,,H,,"Tested on genetically transfected COS7 cell membranes selectively expressing human 5-hydroxytryptamine 2A receptor, using [3H]ketanserin as radioligand",B,
2306,,8,,BAO_0000357,,,,Autocuration,1,,,8,,H,,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in human using [3H]ketanserin as radioligand,B,
2307,,4176,,BAO_0000219,,,722.0,Autocuration,1,,,8,,H,,In vitro binding affinity towards human 5-hydroxytryptamine 2A receptor expressed in HEK293 cells was determined using [3H]ketanserin as radioligand,B,
2308,,17085,,BAO_0000019,,,,Autocuration,1,,,8,,H,,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2A receptor,B,
2309,,17200,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Inhibitory constant against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,
2310,,17200,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Inhibitory constant determined against cloned human 5-hydroxytryptamine 2A receptor using with [125I]- DOI radioligand,B,
2311,,4013,9606.0,BAO_0000219,,,449.0,Expert,1,Homo sapiens,,9,,D,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor expressed in CHO cells,B,
2312,,5088,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor,B,
2313,,5088,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Displacement of [3H]DOB from human 5-hydroxytryptamine 2A receptor,B,
2314,,5088,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]DOB as labeled ligand; binding data not obtained,B,
2315,,5088,9606.0,BAO_0000357,,,,Expert,1,Homo sapiens,,9,,D,,Displacement of [3H]ketanserin from human 5-hydroxytryptamine 2A receptor,B,
2316,,5088,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]5-HT as radioligand,B,
2317,,5088,,BAO_0000357,,,,Autocuration,1,,,8,,H,,Tested for binding affinity towards human 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,B,
2318,,9786,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Ability to displace 0.75 nM [3H]ketanserin in 5-hydroxytryptamine 2 receptor from rat frontal cortex homogenate,B,
2319,,9205,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Ability to inhibit [3H]spiperone binding to 5-hydroxytryptamine 2 receptor determined in rat,B,
2320,,11257,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Affinity on 5-hydroxytryptamine 2 receptor labeled by [125I]DOI,B,
2321,,9362,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Affinity towards [3H]- DOB -labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,
2322,,9362,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Affinity towards [3H]- ketanserin-labeled 5-hydroxytryptamine 2 receptor sites in rat cortical homogenates,B,
2323,,10590,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Inhibition of 5-hydroxytryptamine 2 induced vasoconstriction of rat caudal artery.,B,
2324,,10468,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,
2325,,13050,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor from rat frontal cortex using [125]-(R)-DOI as radioligand,B,
2326,,11624,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor in rat using [3H]ketanserin as radioligand,B,
2327,,10468,,BAO_0000019,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor of rat frontal cortex using [3H]ketanserin radioligand,B,
2328,,10330,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity against 5-hydroxytryptamine 2 receptor using [3H]ketanserin as radioligand,B,
2329,,10062,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity at rat 5-hydroxytryptamine 2 receptor by [3H]ketanserin displacement.,B,
2330,,11642,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,
2331,,10062,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity determined in radioreceptor binding assay by using [3H]ketanserin radioligand against 5-hydroxytryptamine 2 receptor,B,
2332,,13427,,BAO_0000219,,,,Autocuration,1,,In vitro,4,,H,,Binding affinity of [3H]ketanserin towards 5-hydroxytryptamine 2 receptor in cloned mammalian receptor expressed in cultured cells or from rat whole brain.,B,
2333,,12280,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2 receptor,B,
2334,,4101,10116.0,BAO_0000224,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity for 5-hydroxytryptamine 2 receptor from striata of male Wistar rats by displacement of [3H]ketanserin,B,
2335,,10062,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 2 receptor,B,
2336,,11147,,BAO_0000224,,,,Autocuration,1,,,4,,H,,Binding affinity towards 5-hydroxytryptamine 2 receptor using [3H]DOB as,B,
2337,,2395,10116.0,BAO_0000219,,,485.0,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,
2338,,2395,10116.0,BAO_0000219,,,485.0,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity against [3H]ketanserin binding to 5-hydroxytryptamine 2 receptor expressed in CHO-K1 cells,B,
2339,,9098,10116.0,BAO_0000019,,,,Autocuration,1,Rattus norvegicus,,5,,D,,Binding affinity to rat cortical membranes at 5-hydroxytryptamine 2 receptor binding site by using [3H]- DOB as a radioligand,B,
