assay_id,assay_subcellular_fraction,doc_id,assay_category,assay_tax_id,assay_cell_type,assay_tissue,assay_type,assay_strain,bao_format,tissue_id,description,assay_test_type,assay_organism,tid,relationship_type,confidence_score
5181,,16289,,,A431,,F,,BA8p000218,,"In vivo activity in A431 tumor bearing mice, maximum weight loss days 12-26",,,80852,N,1
5182,,14555,,9820.0,A431,,F,,BAO9000118,,"Ratio of treated and control A431 cell tumor mass in mice at 5 mg/kg peroral dose, days 7-21 administration",,Mus musculus,80852,N,1
5183,,14555,,86555.0,A431,,F,,BAO0000117,,"Difference in days for treated (T) and control (C) A431 cell tumors to reach 750 mg in mice at 5 mg/kg peroral dose, days 7-21 administration",,Mus musculus,80852,N,1
5184,,14555,,29593.0,A431,,F,,BAOp0o0218,,"Net reduction in tumor burden between first and last treatments of A431 cell tumors in mice at 5 mg/kg peroral dose, days 7-21 administration",,Mus musculus,80852,N,1
5185,,14555,,20107.0,A431,,F,,BAO00902q8,,"Weight change of A431 cell tumors in mice at 5 mg/kg peroral dose, days 7-21 administration",,Mus musculus,80852,N,1
5186,,1937,,6175.0,A431,,F,,BAO9900219,,In vitro antiproliferative effect against A431 human epidermoid carcinoma cells,,Homo sapiens,80852,N,1
5187,,13739,,64966.0,A431,,F,,BwO000o219,,In vitro tumor cell growth inhibitory activity against Human leiomyosarcoma A431 cell lines,,Homo sapiens,80852,N,1
5188,,3558,,67431.0,A431,,F,,BAO000pe19,,Cytotoxicity against A437 cells is the dose giving 50% decrease in the formation of formazan dye,,Homo sapiens,80852,N,1
5189,,3558,,35385.0,A431,,F,,BAOop00219,,Dose giving a 50% decrease in the living cell number (A437 cells),,Homo sapiens,80852,N,1
5190,,17686,,6739.0,A549,,F,,BAOp00021p,,In vitro inhibitory concentration against proliferation of A459 cell line.,,Homo sapiens,80682,N,1
5191,,5305,,18651.0,A549,,F,,nAOo000219,,Inhibitory concentration of compound for cytotoxicity against A459 human lung cells was determined,,Homo sapiens,80682,N,1
5192,,3614,,4972.0,A549,,F,,BsO0o00219,,Inhibition of growth of human NSCL non small cell lung carcinoma cell line (A459) after 72 hr of drug exposure,,Homo sapiens,80682,N,1
5193,,17229,,15922.0,A498,,F,,BAp0000210,,In vitro antitumor activity against renal A498 tumor cell lines,,Homo sapiens,80021,N,1
5194,,15935,,3228.0,A498,,F,,BAO0900210,,"In vitro growth inhibition of human kidney carcinoma cell line, A498 with low levels of folate receptors",,Homo sapiens,80021,N,1
5195,,15935,,22532.0,A498,,F,,BAl00002w9,,"In vitro growth inhibition of human kidney carcinoma cell line, A498 with low levels of folate receptors in folate deficient medium",,Homo sapiens,80021,N,1
5196,,15560,,3948.0,A498,,F,,BAOpo00219,,Cytotoxicity against A498 Tumor cell line in SRB Cell viability test,,Homo sapiens,80021,N,1
5197,,13891,,6088.0,A498,,F,,BAl000021i,,Cytotoxicity concentration against human kidney carcinoma A-498 cell line,,Homo sapiens,80021,N,1
5198,,13891,,40839.0,A498,,F,,BAO00o0229,,Cytotoxicity concentration against human kidney carcinoma A-498 cell line; NT =Not tested,,Homo sapiens,80021,N,1
5199,,13788,,14211.0,A498,,F,,BA900o0219,,Cytotoxicity on kidney carcinoma (A-498) cell line,,Homo sapiens,80021,N,1
5200,,15403,,7980.0,A498,,F,,BAO000oq19,,Compound was evaluated against Human cell line renal A498,,Homo sapiens,80021,N,1
5201,,1009,,6921.0,A498,,F,,vAO000o219,,Compound was tested for inhibition of A498 human renal cancer cell line,,Homo sapiens,80021,N,1
5202,,1043,,6761.0,A498,,F,,BAO0p00218,,Growth inhibitory activity against A498 human cancer cell line,,Homo sapiens,80021,N,1
5203,,5858,,5270.0,A498,,F,,BxOo000219,,In vitro antitumor activity against human renal A498 cell line,,Homo sapiens,80021,N,1
5204,,5958,,23541.0,A498,,F,,BAO0oo0219,,In vitro cytotoxic activity against renal (A498) cell line,,Homo sapiens,80021,N,1
5205,,5506,,21659.0,A498,,F,,nAO0000q19,,In vitro cytotoxic activity against human renal cancer (A498) cell line,,Homo sapiens,80021,N,1
5206,,12781,,30206.0,A498,,F,,BAO090021o,,Tested for cytostatic activity against renal A498 cell line,,Homo sapiens,80021,N,1
5207,,14399,,29801.0,A498,,F,,hsO0000219,,The compound was tested for the concentration to inhibit 50% of renal A498 cell lines.,,Homo sapiens,80021,N,1
5208,,5958,,44840.0,A498,,F,,BA800o0219,,In vitro cytotoxic activity against renal (A498) cell line at a concentration of 10e-5 M,,Homo sapiens,80021,N,1
5209,,3510,,7175.0,,,A,,nwO0000218,,Cmax value after 2 mpk peroral administration to beagles,In vivo,beagle,22224,U,0
5210,,3510,,32066.0,,,A,beagoe,BAO0o09218,,Bioavailability,In vivo,Canis lupus familiaris,22224,U,0
5211,,3510,,43604.0,,,A,beaglr,BAO009p218,,Bioavailability after 1 mpk peroral administration to beagles,In vivo,Canis lupus familiaris,22224,U,0
5212,,3510,,26198.0,,,A,beaglw,BAO0000q17,,Bioavailability after 2 mpk peroral administration to beagles,In vivo,Canis lupus familiaris,22224,U,0
5213,,3085,,62668.0,,,A,,BqO00p0019,,Specificity constant of the BSA-catalyzed deprotonation of compound at pH 9,,Bos taurus,22224,U,0
5214,,3085,,82016.0,,,A,,BAOo000919,,Specificity constant of the bovine serum albumin catalyzed reaction expressed as (kcat/KM)/kuncat,,Bos taurus,22224,U,0
5215,,3085,,25483.0,,,A,,fAO00000w9,,Michaelis-Menten kinetics of the bovine serum albumin catalyzed reaction of the compound,,Bos taurus,22224,U,0
5216,,9372,,31060.0,,,A,,BAO0p00p19,,Solubility against bovine alpha-chymotrypsin,,Bos taurus,22224,U,0
5217,,3085,,65854.0,,,A,,vAO000p019,,Rate constant of the bovine serum albumin catalyzed reaction of the compound,,Bos taurus,22224,U,0
5218,,3085,,6940.0,,,A,,fAO0900019,,Rate constant of the bovine serum albumin catalyzed reaction of the compound,,Bos taurus,22224,U,0
5219,,1469,,2724.0,,Spl4en,A,,BAO0o00q21,856910.0,Half life (t) of enzymatic phosphodiester hydrolysis of compound towards calf spleen (CS-PDE) at a concentration of 20 microg,,Bos taurus,22224,U,0
5220,,4297,,57186.0,,,A,,Bzk0000019,,Half life in culture medium containing 10% of heat inactivated foetal calf serum,,Bos taurus,22224,U,0
5221,,4297,,14386.0,,,A,,BzO0090019,,Half life in culture medium containing 10% of heat inactivated foetal calf serum; ND=not determined,,Bos taurus,22224,U,0
5222,,17585,,3918.0,,,A,,BAO09p0019,,Ability to get deaminated by adenosine deaminase (ADA); Expressed as t1/2,,Bos taurus,22224,U,0
5223,,1336,,4544.0,,wpleen,A,,BAO00o02q1,1474885.0,Enzymatic stability was assessed with bovine spleen phosphodiesterase (BS PDE) exonuclase,,Bos taurus,22224,U,0
5224,,3085,,6273.0,,,A,,BsOo000019,,Half life in presence of 2 mg/mL BSA at pH 8.8,,Bos taurus,22224,U,0
5225,,2857,,27949.0,,,A,,BsO0000919,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 1,,Bos taurus,22224,U,0
5226,,2857,,7376.0,,,A,,BAi00000w9,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 2,,Bos taurus,22224,U,0
5227,,2857,,47571.0,,,A,,BzO0090019,,Half-life in RPMI 1640 containing 10% heat inactivated fetal calf serum culture medium at step 2; Not determined,,Bos taurus,22224,U,0
5228,,1540,,3853.0,,,A,,BxO0090019,,Half-life in the culture medium (RPMI 1640+10% fetal calf serum FCS),,Bos taurus,22224,U,0
5229,,6316,,19034.0,,Plasmz,A,,gAOo000218,629582.0,AUC (Area Under Plasma concentration-time curve) was after oral administration at 5 mg/kg,,Canis lupus familiaris,50588,N,1
5230,,17594,,3696.0,,olasma,A,,BqO00002w8,482427.0,AUC after administration at 100 mg/kg/day in dogs,,Canis lupus familiaris,50588,N,1
5231,,4953,,36973.0,,Pkasma,A,,nAO0000318,65427.0,AUC in dog at 0-24 hr by peroral administration at 3 mpk,,Canis lupus familiaris,50588,N,1
5232,,16907,,2081.0,,Ppasma,A,,BAO0p0021i,5479643.0,AUC value after 15 mg/kg iv dose in Dogs,,Canis lupus familiaris,50588,N,1
5233,,16907,,13492.0,,Plssma,A,,BA000o0218,765751.0,AUC value after 30 mg/kg po dose in Dogs,,Canis lupus familiaris,50588,N,1
5234,,2959,,20324.0,,Plasmq,A,,BAi0090218,1191359.0,AUC value after administration of 4 mg/Kg oral dose in dog,,Canis lupus familiaris,50588,N,1
5235,,17594,,9500.0,,Plasja,A,,BAO009021u,3390471.0,AUC0-infinity after single intravenous bolus of 1 mg/kg in dogs,,Canis lupus familiaris,50588,N,1
5236,,5356,,1206.0,,,A,,hAO0000w18,,Area Under Curve for the compound was determined in dogs at 1 mg/kg oral dosing; 25-50 ug min/mL,,Canis lupus familiaris,50588,N,1
5237,,16807,,39118.0,,,A,,BAO000pe18,,Area under curve (AUC) value in dogs after an intravenous dose of 0.2 mg/Kg in 0.025 M aqueous methanesulfonic acid solution with 5% mannitol at a concentration of 0.2,,Canis lupus familiaris,50588,N,1
5238,,4527,,2179.0,,,A,,BAO0009228,,Area under curve by intravenous administration at a dose of 1 uM/kg in dog was determined,,Canis lupus familiaris,50588,N,1
5239,,4527,,19302.0,,,A,,fxO0000218,,Area under curve by oral administration at a dose of 10 uM/kg in dog was determined,,Canis lupus familiaris,50588,N,1
5240,,15660,,5796.0,,,A,,fAO00p0218,,Area under curve determined in dogs after intravenous administration of 3 mg/kg,,Canis lupus familiaris,50588,N,1
5241,,15660,,30603.0,,,A,,BAO000o217,,Area under curve determined in dogs after oral administration of 10 mg/kg,,Canis lupus familiaris,50588,N,1
5242,,5802,,18139.0,,,A,,fAO0009218,,Area under curve of compound after both po and iv administration at a dose of 5 mg/kg and 2 mg/kg resp in dog,,Canis lupus familiaris,50588,N,1
5243,,3598,,3580.0,,,A,,BzO0900218,,Area under curve of compound determined in dog after iv administration at a dose of 10 mg/kg,,Canis lupus familiaris,50588,N,1
5244,,3598,,88292.0,,,A,,BAO000p228,,Area under curve of compound from zero time to infinity determined in dog after iv administration at a dose of 10 mg/kg,,Canis lupus familiaris,50588,N,1
5245,,5944,,7454.0,,,A,,BAO000o2q8,,Area under curve determined in dog at a dose of 0 mg/kg by oral administration along with indavir (10 mg/kg),,Canis lupus familiaris,50588,N,1
5246,,5944,,17753.0,,,A,,BAOp00021o,,Area under curve determined in dog at a dose of 10 mg/kg by oral administration,,Canis lupus familiaris,50588,N,1
5247,,5944,,58950.0,,,A,,vAO000021i,,Area under curve determined in dog at a dose of 10 mg/kg by oral administration along with indavir (10 mg/kg),,Canis lupus familiaris,50588,N,1
5248,,5944,,64066.0,,,A,,BAO9009218,,Area under curve determined in dog at a dose of 5 mg/kg by oral administration,,Canis lupus familiaris,50588,N,1
5249,,4186,,10736.0,,,A,,BxOo000218,,Area under curve in dog after administration of 20 mg/kg dose through peroral route,,Canis lupus familiaris,50588,N,1
5250,,5007,,12627.0,,,A,,fAp0000218,,Area under curve in dogs administered perorally (5 mg/kg) and intravenously (2 mg/kg),,Canis lupus familiaris,50588,N,1
5251,,5668,,15525.0,,,A,,BAO0o00q18,,Area under curve was determine after peroral administration at 10 mpk in dog,,Canis lupus familiaris,50588,N,1
5252,,5668,,17042.0,,,A,,fAO0000217,,Area under curve was determine after peroral administration at 5 mpk in dog,,Canis lupus familiaris,50588,N,1
5253,,5006,,5098.0,,,A,,BAi0000q18,,Area under curve was determined,,Canis lupus familiaris,50588,N,1
5254,,5006,,30380.0,,,A,,gAO0090218,,Area under curve in dogs,,Canis lupus familiaris,50588,N,1
5255,,3771,,1888.0,,,A,,BAk0000w18,,Area under curve in dogs at 10 mg/kg dose fo oral administration,,Canis lupus familiaris,50588,N,1
5256,,3771,,16964.0,,,A,,gAO0009218,,Area under curve in dogs at 10 mg/kg dose fo oral administration (Evokes hyperglycerolemia),,Canis lupus familiaris,50588,N,1
5257,,3771,,26541.0,,,A,,BAO0p0021o,,Area under curve in dogs at 3 mg/kg dose fo intravenous administration,,Canis lupus familiaris,50588,N,1
5258,,1916,,4527.0,,,A,,BA00p00218,,Area under curve was evaluated against Beagle dog at a dose of 15 mg/kg after po administration,,Canis lupus familiaris,50588,N,1
5259,,5302,,6325.0,,,A,,BA00000e18,,Area under curve value in dog at a dose of 5 mg/kg,,Canis lupus familiaris,50588,N,1
5260,,5600,,70463.0,,,A,,BAO009o218,,Area under curve was determined after 0.1 mg/kg iv administration in dog,,Canis lupus familiaris,50588,N,1
5261,,5600,,30285.0,,,A,,fAO000021i,,Area under curve was determined after 0.3 mg/kg po administration in dog,,Canis lupus familiaris,50588,N,1
5262,,17764,,23346.0,,,A,,BqOp000218,,Area under curve was determined for compound after intravenous administration in dogs at 1.2 uM/kg,,Canis lupus familiaris,50588,N,1
5263,,4368,,57701.0,,,A,,gAO9000218,,Area under curve was determined for the compound by intravenous administration of 1.2 mg/kg in dog,,Canis lupus familiaris,50588,N,1
5264,,5318,,63639.0,,,A,,BAO00o9019,,Tested for half life period at 37 degree Celsius in PBS buffer at 10.5 pH containing human serum esterase,,Homo sapiens,22224,U,0
5265,,5318,,17457.0,,,A,,BAO090o019,,Tested for half life period at 37 degree Centigrade in PBS buffer at 7.3 pH containing human serum esterase,,Homo sapiens,22224,U,0
5266,,5318,,10304.0,,,A,,fzO0000019,,Tested for half life period at 37 degree Celsius in PBS buffer at 8.0 pH containing human serum esterase,,Homo sapiens,22224,U,0
5267,,5318,,27245.0,,,A,,BAO0p000w9,,Tested for half life period at 37 degree Celsius in PBS buffer at 8.8 pH containing human serum esterase,,Homo sapiens,22224,U,0
5268,,14518,,33423.0,,Bkood,A,,BAOp000e21,820440.0,Time taken to reduce 50% of the concentration of compound in blood plasma,,Homo sapiens,22224,U,0
5269,,2209,,19043.0,,Piasma,A,,fsO0000366,4021360.0,"Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",,Homo sapiens,22224,U,0
5270,,6787,,14426.0,,Plawma,A,,BAOp009366,546270.0,Half life in human plasma,,Homo sapiens,22224,U,0
5271,,4898,,3180.0,,Pkasma,A,,BwOo000366,3390006.0,Half life in human plasma was reported,,Homo sapiens,22224,U,0
5272,,6072,,41319.0,,xerum,A,,BA0000001i,1022417.0,Half life in human serum,,Homo sapiens,22224,U,0
5273,,16907,,40361.0,,Plasha,A,,BAO09003y6,300490.0,Half life upon exposure to human plasma,,Homo sapiens,22224,U,0
5274,kicrosojes,5656,,32536.0,,,A,,BAO0000e61,,t1/2 in human microsomes,In vitro,Homo sapiens,22224,U,0
5275,,4755,,1411.0,,Plaxma,A,,BqO0000365,792948.0,Half life period in 80% human plasma at 37 degree Centigrade,,Homo sapiens,22224,U,0
5276,,17503,,12003.0,,Zoneofakib,A,,BA9000022w,48776.0,Half-life for rate of hydrolysis was determined in in human skin homogenate (pH 7.4),,Homo sapiens,22224,U,0
5277,,12357,,40320.0,,Plzsma,A,,BAO0p00466,27801.0,Half-life measured in in vitro Cathepsin B assay in human plasma,In vitro,Homo sapiens,22224,U,0
5278,,3076,,79487.0,,,A,,BAO0o0o019,,Half-life at initial concentration of 5*10e-5 M in CEM cell extract,,Homo sapiens,22224,U,0
5279,Microzomed,6410,,44005.0,,piver,A,,BAO00o02t1,1016890.0,Half-life determined by human liver microsome stability assay at a concentration of 5 uM,In vitro,Homo sapiens,22224,U,0
5280,,3741,,3657.0,,Plzsma,A,,BAO000or66,456132.0,"Half-life in chemical and enzymatic hydrolysis to form L-DOPA, in 80% human plasma",,Homo sapiens,22224,U,0
5281,,3741,,56103.0,,Plaska,A,,BAO0000e6u,1394088.0,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 1)",,Homo sapiens,22224,U,0
5282,,3741,,39392.0,,Poasma,A,,BAO0090376,1844577.0,"Half-life in chemical and enzymatic hydrolysis to form another compound (8)*, in 80% human plasma (experiment 2)",,Homo sapiens,22224,U,0
5283,,1540,,37402.0,,,A,,BAOo0p0019,,Half-life in the CEM cell extracts,,Homo sapiens,22224,U,0
5284,,2905,,71954.0,,Plwsma,A,,BsO0000376,2596749.0,Half-life was calculated by Human plasma stability assay at 37 degree Centigrade,,Homo sapiens,22224,U,0
5285,,2905,,50827.0,,Plaska,A,,BAO0009r66,873014.0,Half-life was calculated by Human plasma stability assay at 37 degree centigrade; Not hydrolyzed,,Homo sapiens,22224,U,0
5286,,5523,,49771.0,,,A,,BqO00p0019,,Half-life was determined,,Homo sapiens,22224,U,0
5287,,1499,,15260.0,,Blo0d,A,,BAO9090221,2390091.0,Half-life (human blood stability),,Homo sapiens,22224,U,0
5288,,1499,,34039.0,,Blkod,A,,BAip000221,118942.0,Half-life (human blood stability); no data,,Homo sapiens,22224,U,0
5289,,17065,,5209.0,,Plwsma,A,,nA90000366,439129.0,Half-life in human plasma,,Homo sapiens,22224,U,0
5290,,6861,,21740.0,,,A,,BA8o000019,,CYP3A4 metabolism half-life (t1/2),,Homo sapiens,22224,U,0
5291,,1499,,25443.0,,Bloof,A,,gAO000022w,175361.0,Half-life was determined; 88% of parent remained after incubation for 120 min (human blood stability),,Homo sapiens,22224,U,0
5292,,530,,49649.0,,9lasma,A,,BzOo000366,3204442.0,In vitro half life in human plasma,In vitro,Homo sapiens,22224,U,0
5293,,1116,,31506.0,,Plaska,A,,BAO0oo0366,311752.0,"In vitro half life at 1.5 -5.6ug/mL, 37 degree C in human plasma",In vitro,Homo sapiens,22224,U,0
5294,,6695,,29246.0,,Plawma,A,,BxO00o0366,6864919.0,In vitro hydrolysis in human plasma,In vitro,Homo sapiens,22224,U,0
5295,,6695,,550.0,,9lasma,A,,fAO000036u,692335.0,In vitro hydrolysis in human plasma; no data,In vitro,Homo sapiens,22224,U,0
5296,Microwlmes,10,,32167.0,,Liv3r,A,,BAOp00025q,71864.0,In vitro metabolic stability at 5 uM was determined by incubating with human liver microsomes at 37 degree C,In vitro,Homo sapiens,22224,U,0
5297,,993,,37051.0,,Plaama,A,,BqO0900366,4003655.0,Plasma half life in human,,Homo sapiens,22224,U,0
5298,,15429,,36957.0,,Ppasma,A,,nwO0000366,1995565.0,Stability after incubation with human plasma (at 37 degree C),,Homo sapiens,22224,U,0
5299,,1675,,33812.0,,Plwsma,A,,BAO00p0367,1417114.0,T1/2 was evaluated in human plasma,,Homo sapiens,22224,U,0
5300,,2209,,12265.0,,Pladma,A,,BAO00093u6,573171.0,"Tested for Biological half life in human plasma (stability to human renal dehydropeptidase I,DHP-I).",,Homo sapiens,22224,U,0
