assay_id,relationship_type,variant_id,cell_id,assay_strain,description,curated_by,src_assay_id,assay_cell_type,assay_category,tissue_id,tid,bao_format,assay_type,assay_subcellular_fraction,doc_id,assay_test_type,assay_organism,assay_tax_id
3980,H,,,,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,Autocuration,,,,178.0,55,BAO_0000019,F,,12079,,,
3981,H,,,,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],Autocuration,,,,,12166,BAO_0000219,B,,11311,,,
3982,H,,,,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,Expert,,,,,17140,BAO_0000219,B,,12338,,,
3983,H,,,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,Expert,,,,,17140,BAO_0000219,B,,12143,,,
3984,H,,,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),Autocuration,,,,,17140,BAO_0000219,B,,12143,,,
3985,H,,,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,Expert,,,,,17140,BAO_0000219,B,,12143,,,
3986,H,,,,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,Autocuration,,,,,17140,BAO_0000219,B,,12143,,,
3987,H,,,,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,Expert,,,,,17140,BAO_0000357,B,,12365,,,
3988,H,,,,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,Expert,,,,,17140,BAO_0000357,B,,13500,,,
3989,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3990,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3991,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3992,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3993,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3994,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3995,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3996,H,,,,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3997,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3998,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
3999,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4000,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4001,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4002,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4003,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4004,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4005,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4006,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4007,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4008,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4009,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4010,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4011,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4012,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4013,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4014,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4015,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4016,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4017,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4018,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4019,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4020,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4021,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4022,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4023,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4024,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4025,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4026,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4027,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4028,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4029,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4030,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4031,H,,,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4032,H,,,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4033,H,,,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4034,H,,,,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,F,,12832,In vivo,Canis lupus familiaris,9615.0
4035,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4036,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4037,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4038,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4039,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4040,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 4 hr to canine,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4041,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4042,H,,,,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 8 hr to canine,Autocuration,,,,,55,BAO_0000218,B,,3595,,Canis lupus familiaris,9615.0
4043,H,,,,Ability to inhibit 5-lipoxygenase in guinea pig,Autocuration,,,,,55,BAO_0000357,B,,9203,,Cavia porcellus,10141.0
4044,H,,,,Inhibition of [14C]arachidonic acid conversion to 5-HETE by broken cell 5-lipoxygenase in vitro (guinea pig PMN),Expert,,,,,55,BAO_0000357,B,,82,,Cavia porcellus,10141.0
4045,H,,,,Compound was tested for the inhibition of 5-lipoxygenase (5-Lpo) in guinea pig.,Autocuration,,,,,55,BAO_0000357,B,,11090,,Cavia porcellus,10141.0
4046,H,,,,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 12 h, following intravenous administration at the dose of 1.0 mg/kg",Autocuration,,,,178.0,55,BAO_0000218,B,,12832,,Cavia porcellus,10141.0
4047,H,,,,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on 5-hydroxyeicosapentaenoic acid (5-HETE) production,Autocuration,,,,,55,BAO_0000357,B,,1065,,Cavia porcellus,10141.0
4048,H,,,,In vitro 5-lipoxygenase inhibition in guinea pig PMNs was determined based on LTB4 production,Autocuration,,,,,55,BAO_0000357,B,,1065,,Cavia porcellus,10141.0
4049,H,,,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]-AA to 5-HETE in guinea pig peritoneal polymorphonuclear leukocytes,Expert,,,,,55,BAO_0000019,B,,12832,,Cavia porcellus,10141.0
4050,H,,,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,Expert,,,,,55,BAO_0000019,B,,12832,,Cavia porcellus,10141.0
4051,H,,,,In vitro 5-lipoxygenase inhibitory activity against A-23187-stimulated conversion of [14C]AA to LTB4 in guinea pig peritoneal polymorphonuclear leukocytes,Autocuration,,,,,55,BAO_0000019,B,,12832,,Cavia porcellus,10141.0
4052,H,,,,Inhibition against 5-lipoxygenase from guinea pig polymorphonuclear lymphocytes,Autocuration,,,,,55,BAO_0000019,B,,10504,,Cavia porcellus,10141.0
4053,H,,,,Inhibitory activity against 5-lipoxygenase,Autocuration,,,,,55,BAO_0000357,B,,7788,,Cavia porcellus,10141.0
4054,H,,,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte,Autocuration,,,,,55,BAO_0000357,B,,10001,,Cavia porcellus,10141.0
4055,H,,,,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant,Autocuration,,,,,55,BAO_0000357,B,,10193,,Cavia porcellus,10141.0
4056,H,,,,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase,Autocuration,,,,,55,BAO_0000357,B,,13243,,Cavia porcellus,10141.0
4057,H,,,,Inhibitory activity uM,Autocuration,,,,,55,BAO_0000357,B,,13243,,Cavia porcellus,10141.0
4058,H,,,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocytes was determined,Autocuration,,,,,55,BAO_0000219,B,,969,,Cavia porcellus,10141.0
4059,H,,,,Inhibitory activity against 5-lipoxygenase at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,10001,,Cavia porcellus,10141.0
4060,H,,,,Inhibitory activity against 5-lipoxygenase at a dose of 0.1 mM,Autocuration,,,,,55,BAO_0000357,B,,7788,,Cavia porcellus,10141.0
4061,H,,,,Inhibitory activity against 5-lipoxygenase in guinea pig leukocyte at 30 uM,Autocuration,,,,,55,BAO_0000357,B,,10001,,Cavia porcellus,10141.0
4062,H,,,,Inhibitory activity against polymorphonuclear leukocyte 5-lipoxygenase using guinea pig supernatant at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,10193,,Cavia porcellus,10141.0
4063,H,,,,Inhibitory activity uM,Autocuration,,,,,55,BAO_0000357,B,,13243,,Cavia porcellus,10141.0
4064,H,,,,Inhibitory activity against partially-purified Guinea pig PMN 5-lipoxygenase at 10 uM,Autocuration,,,,,55,BAO_0000357,B,,13243,,Cavia porcellus,10141.0
4065,H,,,,Inhibitory activity uM,Expert,,,,,55,BAO_0000357,B,,13243,,Cavia porcellus,10141.0
