assay_id,assay_organism,doc_id,assay_cell_type,src_id,assay_type,src_assay_id,assay_tissue,tissue_id,curated_by,cell_id,description,assay_test_type,assay_category,assay_tax_id,assay_strain,assay_subcellular_fraction
1759,,15146,CHO,1,B,,,,Autocuration,449.0,Compound was tested for its binding affinity against human cloned 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT,,,,,
1760,,5213,,1,B,,,,Autocuration,,Compound was tested for its binding affinity for human cloned 5-hydroxytryptamine 1D receptor in CHO using [3H]5-HT as a radioligand,,,,,
1761,,14818,CHO,1,B,,,,Autocuration,449.0,The compound was tested for its binding affinity towards cloned human 5-hydroxytryptamine 1D receptor in CHO cells using [3H]5-HT.,,,,,
1762,,4829,CHO,1,B,,,,Autocuration,449.0,"The compound was tested for the binding affinity towards human cloned 5-hydroxytryptamine 1D receptor in CHO cells, using [3H]5-HT as radioligand",,,,,
1763,,14454,,1,F,,,,Expert,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 1 uM,,,,,
1764,,14454,,1,F,,,,Expert,,Adenyl cyclase activity was expressed as percent forskolin response against 5-hydroxytryptamine 1D receptor at concentration 10 uM,,,,,
1765,,5254,,1,B,,,,Autocuration,,Binding affinity against 5-HT2C receptor,,,,,
1766,,5254,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1D receptor,,,,,
1767,,10639,,1,B,,,,Autocuration,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,,
1768,,10639,,1,F,,,,Autocuration,,Inhibition of Forskolin-stimulated adenylate cyclase activity against 5-hydroxytryptamine 1B receptor of rat substantia nigra,,,,,
1769,,12352,,1,B,,,,Expert,,"Binding affinity for 5-hydroxytryptamine 1B receptor in rat cortex, striatum and globus pallidus",,,,,
1770,,9098,,1,B,,,,Autocuration,,Binding affinity towards 5-HT1B was determined,,,,,
1771,,14430,,1,B,,,,Expert,,Affinity towards 5-hydroxytryptamine 1B receptor in membranes from rat frontal cortex using [3H]5-HT,,,,,
1772,,13657,,1,B,,,,Expert,,"Binding affinity to 5-HT1B receptors using rat cortex+striatum + globus pallidus,[3H]-5-OH-tryptamine, and serotonin for NSB",,,,,
1773,,13657,,1,B,,,,Autocuration,,"Compound was evaluated for binding affinity on 5-HT1B receptors using rat cortex+striatum+ globus pallidus,[ 3H]-5-OH-tryptamine, and serotonin for NSB.",,,,,
1774,,15854,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat frontal cortex using [125I]iodocyanopindolol as radio-ligand.,,,,,
1775,Rattus norvegicus,10639,,1,B,,,,Expert,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT,,,10116.0,,
1776,,10025,,1,B,,,,Autocuration,,Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol binding to 5-hydroxytryptamine 1B receptor at 1 uM,,,,,
1777,,10025,,1,B,,,,Autocuration,,"Concentration necessary to achieve half maximal inhibition of [125I]- Iodocyanopindolol, binds to 5-hydroxytryptamine 1B receptor at 1 uM",,,,,
1778,,14286,,1,B,,,,Autocuration,,In vitro inhibitory concentration against radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,,,,,
1779,,3651,,1,B,,Striatum,2435.0,Autocuration,,Inhibition of [3H]-5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatum; Residual radioligand binding higher than 50%,,,,,
1780,Rattus norvegicus,14178,,1,B,,,,Expert,,Inhibition of radiolabeled [3H]-5-HT ligand binding to 5-hydroxytryptamine 1B receptor,,,10116.0,,
1781,,10639,,1,B,,,,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat cortex using [3H]5-HT as the radioligand.,,,,,
1782,,13605,,1,B,,Striatum,2435.0,Autocuration,,Inhibitory activity against [3H]5-HT binding to 5-HT1B receptor in rat striatum,,,,,
1783,,5834,,1,B,,Striatum,2435.0,Autocuration,,Inhibitory concentration required against 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT,,,,,
1784,,10922,,1,B,,Striatum,2435.0,Autocuration,,compound was measured for affinity against 5-hydroxytryptamine 1B receptor labelled with [3H]5-HT radioligand in striatum tissue,,,,,
1785,,14286,,1,B,,,,Autocuration,,Compound at 10E-5 M was tested in vitro for the inhibition of radioligand [3H]5-HT binding to 5-hydroxytryptamine 1B receptor in rat striatal membrane,,,,,
1786,,11825,,1,B,,,,Autocuration,,In vitro binding affinity towards the 5-hydroxytryptamine 1B receptor at 10 e-6 M,,,,,
1787,,14826,,1,B,,Striatum,2435.0,Autocuration,,Ability to displace [3H]5-HT bound to 5-hydroxytryptamine 1B receptor in rat striatum,,,,,
1788,,9699,,1,B,,Striatum,2435.0,Autocuration,,Binding affinity against 5-HT1B serotonin receptor in rat striatum,,,,,
1789,,14423,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1B receptor in membranes of Rat cerebral cortex,,,,,
1790,,10062,,1,B,,,,Expert,,Binding affinity at rat 5-hydroxytryptamine 1B receptor by [3H]5-HT displacement.,,,,,
1791,,10062,,1,B,,,,Autocuration,,Binding affinity determined in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,,,,,
1792,Rattus norvegicus,12280,,1,B,,,,Expert,,Inhibition of [3H]5-HT binding to 5-hydroxytryptamine 1B receptor,,,10116.0,,
1793,,15412,,1,B,,Striatum,2435.0,Autocuration,,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum,,,,,
1794,,15412,,1,B,,Striatum,2435.0,Autocuration,,Binding affinity against 5-hydroxytryptamine 1B receptor of rat striatum.,,,,,
1795,,10062,,1,B,,,,Autocuration,,Binding affinity in radioreceptor binding assay by using [3H]5-HT radioligand against 5-hydroxytryptamine 1B receptor,,,,,
1796,,11147,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,,,,,
1797,,9547,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B receptor in rat was determined using 50 uL of [125I]ICYP in binding assay,,,,,
1798,,10444,,1,B,,,,Autocuration,,Binding affinity was determined against 5-hydroxytryptamine 1B receptor was determined in male Sprague-Dawley rat brain.,,,,,
1799,,12469,,1,B,,Striatum,2435.0,Autocuration,,Binding affinity was measured on 5-hydroxytryptamine 1B receptor in rat striatum labeled with [3H]5-HT,,,,,
1800,,9098,,1,B,,,,Expert,,Binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand.,,,,,
1801,,9098,,1,B,,,,Autocuration,,Compound was evaluated for the binding affinity (Ki) to rat cortical membranes at 5-HT1B binding site by using [125 I] ICYP as a radioligand; ND is no data.,,,,,
1802,,9699,,1,B,,,,Autocuration,,Evaluated for binding affinity towards 5-hydroxytryptamine 1B receptor,,,,,
1803,,10394,,1,B,,,,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1B receptor in rat cortical membranes using [3H]5-HT as a radioligand,,,,,
1804,,12092,,1,B,,,,Autocuration,,The binding affinity was measured on 5-hydroxytryptamine 1B receptor using [3H]- serotonin as radioligand.,,,,,
1805,,16700,,1,B,,,,Autocuration,,The binding affinity towards the receptor rat 5-hydroxytryptamine 1B receptor; No affinity,,,,,
1806,Rattus norvegicus,403,,1,B,,,,Expert,,Binding affinity against 5-hydroxytryptamine 1B receptor in rat striatal membranes using [3H]5-HT as radioligand,,,10116.0,,
1807,Rattus norvegicus,12771,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 1B receptor,,,10116.0,,
1808,,11642,,1,B,,,,Autocuration,,The compound was tested for its binding affinity towards 5-hydroxytryptamine 1B receptor by displacing [3H]serotonin radioligand in rat cerebral cortex,,,,,
1809,,12953,,1,B,,,,Autocuration,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand,,,,,
1810,,12953,,1,B,,,,Autocuration,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand.,,,,,
1811,,12953,,1,B,,Striatum,2435.0,Expert,,Binding affinity for 5-hydroxytryptamine 1B receptor in rat striatum using [3H]5-HT as radioligand,,,,,
1812,,12953,,1,B,,,,Autocuration,,The compound was tested for their binding affinity towards 5-hydroxytryptamine 1B receptor from rat striatum using [3H]5-HT as radioligand; Nonactive at 10 uM,,,,,
1813,,9737,,1,B,,Brain,955.0,Autocuration,,Binding affinity against 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,,
1814,,9737,,1,B,,,,Autocuration,,Binding affinity against 5-HT1B receptor in rat frontal cortex using [3H]-5-HT in presence of 0.1 uM [3H]-8-OH-DPAT as a radioligand,,,,,
1815,,9737,,1,B,,Brain,955.0,Autocuration,,Binding affinity towards 5-HT1B receptor in rat brain membrane using [3H]8-OH-DPAT as a selective ligand.,,,,,
1816,,12827,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 2C receptor of porcine choroid plexus using [3H]mesulergine,,,,,
1817,,5033,,1,B,,,,Autocuration,,Ability to displace the radioligand [125I](-)-iodocyanopindolol from rat striatal 5-hydroxytryptamine 1B receptor,,,,,
1818,Rattus norvegicus,9786,,1,B,,,,Expert,,Displacement of [3H]5-HT from 5-HT1B receptor of rat frontal cortex homogenate,,,10116.0,,
1819,,13116,,1,B,,,,Expert,,Binding affinity at 5-hydroxytryptamine 1B receptor,,,,,
1820,,16429,,1,B,,,,Autocuration,,In vitro binding affinity at 5-hydroxytryptamine 1B receptor in rat striatal muscles using [125I](-)-iodocyanopindolol as the radioligand,,,,,
1821,Rattus norvegicus,12409,,1,B,,,,Expert,,In vitro binding affinity towards 5-hydroxytryptamine 1B receptor in rat striatal membrane with [125I]- iodocyanopindolol,,,10116.0,,
1822,,15194,,1,B,,,,Autocuration,,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand,,,,,
1823,,15194,,1,B,,,,Autocuration,,The compound was tested for the binding affinity against 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,,
1824,,5486,,1,B,,,,Autocuration,,Binding affinity towards 5-HT2 receptor by the displacement of [3H]-ketanserin] in rat cerebral cortex,,,,,
1825,,4639,,1,B,,,,Autocuration,,Compound was tested for binding affinity against 5-hydroxytryptamine 1B receptor,,,,,
1826,,386,,1,B,,,,Autocuration,,The compound was evaluated for its ability to displace [3H]5-HT from 5-hydroxytryptamine 1B receptor in cellular brain membranes,,,,,Brain membranes
1827,,2474,,1,B,,,,Autocuration,,Compound was measured for its binding affinity at 5-hydroxytryptamine 1B receptor at a concentration of 100 nM using [125I]CYP as radioligand,,,,,
1828,,6011,,1,B,,,,Autocuration,,Inhibition of binding towards 5-hydroxytryptamine 1B receptor at 100 nM concentration,,,,,
1829,,5014,,1,B,,,,Autocuration,,Percent inhibition (at 1 uM) against 5-hydroxytryptamine 1B receptor,,,,,
1830,,17515,,1,B,,,,Autocuration,,Binding affinity of compound towards serotonin 5-hydroxytryptamine 1B receptor; inactive at 10 uM,,,,,
1831,,4373,,1,B,,,,Autocuration,,Binding affinity relative to indolopiperidine (compound 1) for 5-hydroxytryptamine 1B receptor was determined,,,,,
1832,,1633,,1,B,,,,Expert,,Binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]5-HT.,,,,,
1833,,1633,,1,B,,,,Autocuration,,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 1B receptor by displacement of [3H]ketanserin.,,,,,
1834,,4373,,1,B,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 1B receptor was determined,,,,,
1835,,4687,,1,B,,,,Autocuration,,Evaluated for the binding affinity to 5-hydroxytryptamine 1B receptor,,,,,
1836,,11574,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1B receptor,,,,,
1837,,10321,,1,B,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 1B receptor was determined by using [3H]5-HT as radioligand,,,,,
1838,,15527,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1B receptor using [3H]5-HT as radioligand.,,,,,
1839,,17200,,1,B,,,,Autocuration,,Inhibitory constant against 5-hydroxytryptamine 1B receptor using with [125I]- cyanopindolol radioligand,,,,,
1840,,14423,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1B receptor - 5-hydroxytryptamine 1D receptor using [3H]5-HT as the radioligand.,,,,,
1841,Bos taurus,5834,,1,B,,,,Autocuration,,Inhibitory concentration required against 5-hydroxytryptamine 1C receptor in bovine choroid plexus using [3H]mesulergine,,,9913.0,,
1842,Sus scrofa,11473,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,,,9823.0,,
1843,Sus scrofa,11473,,1,B,,,,Autocuration,,Compound was evaluated for binding affinity towards 5-hydroxytryptamine 1C receptor in pig choroid plexus using [3H]mesulergine as radioligand,,,9823.0,,
1844,Sus scrofa,10639,,1,B,,,,Autocuration,,Compound was evaluated for its inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,,,9823.0,,
1845,Sus scrofa,10639,,1,B,,,,Autocuration,,inhibitory activity against 5-hydroxytryptamine 1C receptor of pig choroid plexus using [3H]mesulergine as the radioligand,,,9823.0,,
1846,Sus scrofa,14331,,1,B,,,,Autocuration,,Binding affinity of compound towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine (1.2 nM) ligand in choroid Plexus pig was determined,,,9823.0,,
1847,Sus scrofa,10796,,1,B,,,,Autocuration,,Compound was tested in vitro for binding affinity for 5-hydroxytryptamine 1C receptor,,,9823.0,,
1848,Sus scrofa,9098,,1,B,,,,Expert,,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 2C receptor binding site by using [3H]-MES as a radioligand.,,,9823.0,,
1849,Sus scrofa,14331,,1,B,,,,Expert,,Inhibition of [3H]mesulergine binding to 5-hydroxytryptamine 1C receptor of pig choroid Plexus,,,9823.0,,
1850,Sus scrofa,11828,,1,B,,,,Expert,,Displacement of [3H]mesulergine from pig cortex 5-hydroxytryptamine 1C receptor,,,9823.0,,
1851,Sus scrofa,11866,,1,B,,,,Autocuration,,Binding affinity for 5-hydroxytryptamine 1C receptor in piglet choroid plexus using [3H]5-HT,,,9823.0,,
1852,Oryctolagus cuniculus,13047,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1D receptor alpha using rabbit saphenous vein assay.,,,9986.0,,
1853,Rattus norvegicus,188,,1,B,,,,Autocuration,,Tested for the effect on binding at 5-hydroxytryptamine 1C receptor; No activity,,,10116.0,,
1854,Rattus norvegicus,11825,,1,B,,,,Autocuration,,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,,,10116.0,,
1855,Rattus norvegicus,11825,,1,B,,,,Autocuration,,In vitro binding affinity towards the 5-hydroxytryptamine 1C receptor at 10 e-6 M,,,10116.0,,
1856,Rattus norvegicus,11624,,1,B,,,,Expert,,Binding affinity against 5-hydroxytryptamine 1C receptor in rat using [3H]mesulergine as radioligand,,,10116.0,,
1857,Rattus norvegicus,11139,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1C receptor using [125 I]-SCH23982 as radioligand in competitive binding assay,,,10116.0,,
1858,Rattus norvegicus,11147,,1,B,,,,Autocuration,,Binding affinity towards 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand,,,10116.0,,
1859,Rattus norvegicus,10444,,1,B,,,,Autocuration,,Binding affinity was determined against 5-hydroxytryptamine 1C receptor was determined in male Sprague-Dawley rat brain.,,,10116.0,,
1860,Rattus norvegicus,11624,,1,B,,,,Expert,,Binding affinity against 5-hydroxytryptamine 1C receptor,,,10116.0,,
1861,Rattus norvegicus,11662,,1,B,,,,Autocuration,,"Compound was tested for binding affinity towards 5-HT1C (5-HT1C) receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,,10116.0,,
1862,Rattus norvegicus,11662,,1,B,,,,Autocuration,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,,10116.0,,
1863,Rattus norvegicus,11662,,1,B,,,,Expert,,"Binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,,10116.0,,
1864,Rattus norvegicus,11662,,1,B,,,,Autocuration,,"Compound was tested for binding affinity towards 5-hydroxytryptamine 1C receptor from frontal cortical regions of male Sprague-Dawley rat homogenates, using [3H]mesulergine as radioligand",,,10116.0,,
1865,Rattus norvegicus,9098,,1,B,,,,Autocuration,,Evaluated for the binding affinity to porcine choroid plexus at 5-hydroxytryptamine 1C receptor binding site by using [3H]- MES as a radioligand.,,,10116.0,,
1866,Rattus norvegicus,10394,,1,B,,,,Autocuration,,Inhibitory activity against 5-hydroxytryptamine 1C receptor in rat cortical membranes using [3H]mesulergine as a radioligand,,,10116.0,,
1867,,11933,,1,B,,,,Expert,,Tested for binding affinity against 5-hydroxytryptamine 1C receptor from rat frontal cortical regions using [3H]mesulergine as radioligand,,,,,
1868,Rattus norvegicus,12092,,1,B,,,,Autocuration,,The binding affinity was measured on 5-hydroxytryptamine 1C receptor using [3H]- serotonin as radioligand.,,,10116.0,,
1869,Rattus norvegicus,12253,,1,B,,,,Autocuration,,Binding affinity of 5-hydroxytryptamine 1C receptor using [3H]- ketanserin in rat frontal cortex,,,10116.0,,
1870,Rattus norvegicus,12253,HEK293,1,B,,,,Autocuration,722.0,Binding affinity towards rat 5-hydroxytryptamine 1C receptor using [3H]mesulergine as radioligand expressed in 293 cells,,,10116.0,,
1871,,1558,,1,B,,,,Autocuration,,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,,,,,
1872,,2474,,1,B,,,,Autocuration,,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,,,,,
1873,,2474,,1,B,,,,Autocuration,,Compound was measured for its binding affinity at 5-hydroxytryptamine 1C receptor at a concentration of 100 nM using [3H]mesulergine as radioligand,,,,,
1874,,11574,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1C receptor,,,,,
1875,,1558,,1,B,,,,Autocuration,,Compound was tested for its affinity towards 5-hydroxytryptamine 1C receptor,,,,,
1876,,13944,,1,B,,,,Autocuration,,Binding affinity against 5-hydroxytryptamine 1C receptor,,,,,
1877,,13033,,1,B,,,,Autocuration,,Binding affinity against serotonergic 5-HT1c receptor,,,,,
