original_language_id,description,rental_rate,replacement_cost,length,title,release_year,rental_duration,language,film_id,rating
,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,0.99,27.99,171,TRAMP OTHERS,2006,4,English,906,PG
,A Touching Reflection of a Man And a Monkey who must Pursue a Womanizer in A MySQL Convention,0.99,10.99,168,TRANSLATION SUMMER,2006,4,English,907,PG-13
,A Unbelieveable Story of a Boy And a Mad Cow who must Challenge a Database Administrator in The Sahara Desert,4.99,11.99,110,TRAP GUYS,2006,3,English,908,G
,A Emotional Saga of a Car And a Madman who must Discover a Pioneer in California,0.99,28.99,102,TREASURE COMMAND,2006,3,English,909,PG-13
,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,0.99,19.99,87,TREATMENT JEKYLL,2006,3,English,910,PG
,A Fanciful Character Study of a Lumberjack And a Car who must Discover a Cat in An Abandoned Amusement Park,4.99,14.99,64,TRIP NEWTON,2006,7,English,911,PG-13
,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2.99,9.99,52,TROJAN TOMORROW,2006,3,English,912,PG
,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,0.99,20.99,115,TROOPERS METAL,2006,3,English,913,R
,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,2.99,13.99,61,TROUBLE DATE,2006,6,English,914,PG
,A Thrilling Epistle of a Moose And a Boy who must Meet a Database Administrator in A Monastery,4.99,9.99,92,TRUMAN CRAZY,2006,7,English,915,G
,A Stunning Tale of a Man And a Monkey who must Chase a Student in New Orleans,2.99,10.99,80,TURN STAR,2006,3,English,916,G
,A Boring Drama of a Man And a Forensic Psychologist who must Face a Frisbee in Ancient India,2.99,24.99,152,TUXEDO MILE,2006,3,English,917,R
,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,4.99,23.99,152,TWISTED PIRATES,2006,4,English,918,PG
,A Emotional Display of a Husband And a A Shark who must Succumb a Madman in A Manhattan Penthouse,4.99,17.99,82,TYCOON GATHERING,2006,3,English,919,G
,A Amazing Character Study of a Robot And a Student who must Chase a Robot in Australia,0.99,16.99,62,UNBREAKABLE KARATE,2006,3,English,920,G
,A Intrepid Yarn of a Explorer And a Pastry Chef who must Pursue a Mad Cow in A U-Boat,2.99,29.99,172,UNCUT SUICIDES,2006,7,English,921,PG-13
,A Unbelieveable Display of a Crocodile And a Feminist who must Overcome a Moose in An Abandoned Amusement Park,4.99,22.99,107,UNDEFEATED DALMATIONS,2006,7,English,922,PG-13
,A Taut Documentary of a Waitress And a Mad Scientist who must Battle a Technical Writer in New Orleans,2.99,12.99,78,UNFAITHFUL KILL,2006,7,English,923,R
,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,0.99,15.99,129,UNFORGIVEN ZOOLANDER,2006,7,English,924,PG
,A Fast-Paced Reflection of a Cat And a Mad Cow who must Fight a Car in The Sahara Desert,0.99,27.99,164,UNITED PILOT,2006,3,English,925,R
,A Amazing Documentary of a Woman And a Astronaut who must Outrace a Teacher in An Abandoned Fun House,2.99,11.99,120,UNTOUCHABLES SUNRISE,2006,5,English,926,NC-17
,A Fanciful Reflection of a Boy And a Butler who must Pursue a Woman in Berlin,2.99,16.99,174,UPRISING UPTOWN,2006,6,English,927,NC-17
,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2.99,16.99,84,UPTOWN YOUNG,2006,5,English,928,PG
,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,4.99,21.99,128,USUAL UNTOUCHABLES,2006,5,English,929,PG-13
,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2.99,23.99,145,VACATION BOONDOCK,2006,4,English,930,R
,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,0.99,9.99,48,VALENTINE VANISHING,2006,7,English,931,PG-13
,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,0.99,21.99,73,VALLEY PACKER,2006,3,English,932,G
,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,4.99,11.99,126,VAMPIRE WHALE,2006,4,English,933,NC-17
,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,4.99,20.99,122,VANILLA DAY,2006,7,English,934,NC-17
,A Intrepid Character Study of a Squirrel And a A Shark who must Kill a Lumberjack in California,0.99,17.99,142,VANISHED GARDEN,2006,5,English,935,R
,A Brilliant Reflection of a Man And a Woman who must Conquer a Pioneer in A MySQL Convention,2.99,21.99,123,VANISHING ROCKY,2006,3,English,936,NC-17
,A Action-Packed Character Study of a Astronaut And a Explorer who must Reach a Monkey in A MySQL Convention,2.99,14.99,85,VARSITY TRIP,2006,7,English,937,NC-17
,A Lacklusture Tale of a Pastry Chef And a Technical Writer who must Confront a Crocodile in An Abandoned Amusement Park,4.99,14.99,173,VELVET TERMINATOR,2006,3,English,938,R
,A Unbelieveable Display of a Mad Scientist And a Mad Scientist who must Outgun a Mad Cow in Ancient Japan,2.99,17.99,90,VERTIGO NORTHWEST,2006,4,English,939,R
,A Insightful Epistle of a Mad Scientist And a Explorer who must Challenge a Cat in The Sahara Desert,0.99,19.99,64,VICTORY ACADEMY,2006,6,English,940,PG-13
,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,4.99,10.99,145,VIDEOTAPE ARSENIC,2006,4,English,941,NC-17
,A Lacklusture Display of a Butler And a Man who must Sink a Explorer in Soviet Georgia,0.99,27.99,174,VIETNAM SMOOCHY,2006,7,English,942,PG-13
,A Boring Yarn of a Pioneer And a Feminist who must Redeem a Cat in An Abandoned Amusement Park,4.99,27.99,76,VILLAIN DESPERATE,2006,4,English,943,PG-13
,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,4.99,29.99,179,VIRGIN DAISY,2006,6,English,944,PG-13
,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,0.99,22.99,164,VIRGINIAN PLUTO,2006,5,English,945,R
,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,4.99,14.99,144,VIRTUAL SPOILERS,2006,3,English,946,NC-17
,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,0.99,16.99,59,VISION TORQUE,2006,5,English,947,PG-13
,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,0.99,22.99,139,VOICE PEACH,2006,6,English,948,PG-13
,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,0.99,27.99,157,VOLCANO TEXAS,2006,6,English,949,NC-17
,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,4.99,12.99,132,VOLUME HOUSE,2006,7,English,950,PG
,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,0.99,28.99,78,VOYAGE LEGALLY,2006,6,English,951,PG-13
,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2.99,17.99,152,WAGON JAWS,2006,7,English,952,PG
,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,0.99,9.99,112,WAIT CIDER,2006,3,English,953,PG-13
,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,4.99,18.99,73,WAKE JAWS,2006,7,English,954,G
,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,4.99,19.99,135,WALLS ARTIST,2006,7,English,955,PG
,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,4.99,23.99,107,WANDA CHAMBER,2006,7,English,956,PG-13
,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,4.99,26.99,80,WAR NOTTING,2006,7,English,957,G
,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,2.99,19.99,178,WARDROBE PHANTOM,2006,6,English,958,G
,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,2.99,10.99,83,WARLOCK WEREWOLF,2006,6,English,959,G
,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,2.99,15.99,128,WARS PLUTO,2006,5,English,960,G
,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,4.99,22.99,161,WASH HEAVENLY,2006,7,English,961,R
,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2.99,18.99,85,WASTELAND DIVINE,2006,7,English,962,PG
,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,0.99,12.99,78,WATCH TRACY,2006,5,English,963,PG
,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4.99,17.99,61,WATERFRONT DELIVERANCE,2006,4,English,964,G
,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,0.99,28.99,112,WATERSHIP FRONTIER,2006,6,English,965,G
,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,0.99,14.99,70,WEDDING APOLLO,2006,3,English,966,PG
,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2.99,26.99,134,WEEKEND PERSONAL,2006,5,English,967,R
,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,4.99,19.99,79,WEREWOLF LOLA,2006,6,English,968,G
,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4.99,29.99,159,WEST LION,2006,4,English,969,G
,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,0.99,11.99,52,WESTWARD SEABISCUIT,2006,7,English,970,NC-17
,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4.99,11.99,109,WHALE BIKINI,2006,4,English,971,PG-13
,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4.99,24.99,59,WHISPERER GIANT,2006,4,English,972,PG-13
,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,4.99,27.99,183,WIFE TURN,2006,3,English,973,NC-17
,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,0.99,24.99,181,WILD APOLLO,2006,4,English,974,R
,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2.99,22.99,137,WILLOW TRACY,2006,6,English,975,R
,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,0.99,12.99,111,WIND PHANTOM,2006,6,English,976,R
,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2.99,25.99,85,WINDOW SIDE,2006,3,English,977,R
,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,0.99,12.99,98,WISDOM WORKER,2006,3,English,978,R
,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,4.99,10.99,100,WITCHES PANIC,2006,6,English,979,NC-17
,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4.99,12.99,75,WIZARD COLDBLOODED,2006,4,English,980,PG
,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,0.99,13.99,55,WOLVES DESIRE,2006,7,English,981,NC-17
,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,0.99,23.99,126,WOMEN DORADO,2006,4,English,982,R
,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2.99,18.99,105,WON DARES,2006,7,English,983,PG
,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,2.99,20.99,126,WONDERFUL DROP,2006,3,English,984,NC-17
,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4.99,19.99,111,WONDERLAND CHRISTMAS,2006,4,English,985,PG
,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,2.99,24.99,85,WONKA SEA,2006,6,English,986,NC-17
,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,2.99,13.99,116,WORDS HUNTER,2006,3,English,987,PG
,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2.99,26.99,139,WORKER TARZAN,2006,7,English,988,R
,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4.99,22.99,74,WORKING MICROCOSMOS,2006,4,English,989,R
,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,0.99,13.99,171,WORLD LEATHERNECKS,2006,3,English,990,PG-13
,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2.99,26.99,185,WORST BANGER,2006,4,English,991,PG
,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,0.99,17.99,176,WRATH MILE,2006,5,English,992,NC-17
,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,2.99,10.99,178,WRONG BEHAVIOR,2006,6,English,993,PG-13
,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,4.99,29.99,100,WYOMING STORM,2006,6,English,994,PG-13
,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,4.99,11.99,86,YENTL IDAHO,2006,5,English,995,R
,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,0.99,9.99,183,YOUNG LANGUAGE,2006,6,English,996,G
,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,0.99,14.99,179,YOUTH KICK,2006,4,English,997,NC-17
,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,0.99,10.99,105,ZHIVAGO CORE,2006,6,English,998,NC-17
,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,2.99,28.99,101,ZOOLANDER FICTION,2006,5,English,999,R
,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,4.99,18.99,50,ZORRO ARK,2006,3,English,1000,NC-17
