ASSI,DOI,ASST,ASSCT,TISI,Ti,Descr,ASTI,CONFISC,CEI,ASORG,SI,ASSTAI,RELAT,CUB,ASSST,SRASI,CHEI,BFOR,VAI
3955,6838,B,,,12166,In vitro inhibitory activity against 5-lipoxygenase in an RBL-2H3 cell lysate,,8,,,1,,H,Autocuration,,,CHEMBL618053,BAO_0000019,
3956,10325,B,,,12166,In vitro inhibition of 5-lipoxygenase in rat (peritoneal assay),,8,,,1,,H,Expert,,,CHEMBL618054,BAO_0000019,
3957,9209,B,RBL-1,,12166,In vitro inhibitory activity against 5-lipoxygenase in rat RBL-1 cells,,9,702.0,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL618055,BAO_0000219,
3958,11520,B,RBL-1,,12166,inhibitory activity against 5-lipoxygenase in rat basophilic leukemia cell line.,,8,702.0,,1,,H,Expert,,,CHEMBL618056,BAO_0000219,
3959,137,B,,,12166,In vitro inhibitory activity against 5-lipoxygenase was determined,,8,,,1,,H,Autocuration,,,CHEMBL618057,BAO_0000357,
3960,4717,B,RBL-1,,12166,In vitro inhibitory concentration against 5-lipoxygenase in RBL-1 cells,,8,702.0,,1,,H,Autocuration,,,CHEMBL618058,BAO_0000219,
3961,10636,B,RBL-1,,12166,Inhibition of 5-lipoxygenase in intact RBL-1 cell line,,8,702.0,,1,,H,Expert,,,CHEMBL618059,BAO_0000219,
3962,14312,F,,,12166,Inhibitory activity against 5-lipoxygenase catalysis (5-LO) in sonicated rat basophilic leukemia cell lysate,,9,,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL618060,BAO_0000019,
3963,1203,B,RBL-1,,12166,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemia cells,,8,702.0,,1,,H,Autocuration,,,CHEMBL618061,BAO_0000219,
3964,1203,B,,,12166,Inhibition of 5-Lipoxygenase (5-LO) in rat basophilic leukemic cells,,8,,,1,,H,Autocuration,,,CHEMBL618062,BAO_0000019,
3965,13622,B,RBL-1,,12166,Inhibition of 5-lipoxygenase catalysis in rat basophilic leukemia (RBL) cells by measuring 5-HETE product formation,,8,702.0,,1,,H,Expert,,,CHEMBL618063,BAO_0000219,
3966,9793,B,,,12166,Inhibition of 5-lipoxygenase from rat peritoneal neutrophils after oral administration,,8,,,1,,H,Autocuration,,,CHEMBL618064,BAO_0000357,
3967,1143,B,RBL-1,,12166,Inhibition of 5-lipoxygenase of rat basophilic leukemia (RBL) cell cytosolic enzymes,,9,702.0,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL618065,BAO_0000219,
3968,11854,B,RBL-1,,12166,Inhibition 5-lipoxygenase mediated LTB4 formation in rat basophilic leukemia (RBL-1) cells,,9,702.0,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL618066,BAO_0000219,
3969,3595,B,RBL-1,,12166,Inhibitory activity against 5-lipoxygenase (5-LO) in intact rat barophilic leukemia cells (RBL-1),,8,702.0,,1,,H,Autocuration,,,CHEMBL618067,BAO_0000219,
3970,3595,B,RBL-1,,12166,Inhibitory activity against 5-lipoxygenase (5-LO) using broken rat barophilic leukemia cells (RBL-1),,8,702.0,,1,,H,Autocuration,,,CHEMBL618068,BAO_0000219,
3971,10501,B,RBL-1,,12166,Inhibition of 5-lipoxygenase in rat RBL-1 cells,,9,702.0,Rattus norvegicus,1,10116.0,D,Expert,,,CHEMBL618069,BAO_0000219,
3972,12526,B,RBL-1,,12166,Inhibition of 5-lipoxygenase in intact rat basophilic leukemia cells stimulated with the calcium ionophore A-23187,,8,702.0,,1,,H,Expert,,,CHEMBL618070,BAO_0000219,
3973,10034,F,,349.0,10825,Compound was tested for its effect on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 32 umol/kg,Limbic system,8,,,1,,H,Autocuration,,,CHEMBL618071,BAO_0000019,
3974,10034,F,,349.0,10825,Compound was tested for its effects on NSD 1015 induced accumulation of 5-HTP(ng/g) in rats in limbic system at a dosage of 0.10 umol/kg,Limbic system,8,,,1,,H,Autocuration,,,CHEMBL619247,BAO_0000019,
3975,10034,F,,,10825,Approximate dose levels for a half maximal reduction of 5-HTP levels,,8,,,1,,H,Autocuration,,,CHEMBL619248,BAO_0000019,
3976,10046,B,,10000000.0,10576,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Hippocampus,8,,,1,,H,Autocuration,,,CHEMBL619249,BAO_0000221,
3977,10046,B,,10000000.0,10576,Inhibitory activity against 5-hydroxytryptamine 1A receptor of rat hippocampal tissue using [3H]OH-DPAT as radioligand.,Hippocampus,8,,,1,,H,Autocuration,,,CHEMBL619250,BAO_0000221,
3978,10046,B,,,10577,Inhibitory activity against 5-hydroxytryptamine 1B receptor of rat striatal membrane homogenate using [3H]5-HT as the radioligand.,,8,,,1,,H,Autocuration,,,CHEMBL619251,BAO_0000019,
3979,12079,F,,178.0,55,Inhibitory concentration against human platelet 5-lipoxygenase in dog whole blood,Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619252,BAO_0000019,
3980,12079,F,,178.0,55,Inhibitory concentration against human platelet 5-lipoxygenase in human whole blood,Blood,8,,,1,,H,Autocuration,,,CHEMBL619253,BAO_0000019,
3981,11311,B,,,12166,The compound was tested for inhibitory activity against 5-Lipoxygenase in rat polymorphonuclear leukocytes[PMNS],,8,,,1,,H,Autocuration,,,CHEMBL619254,BAO_0000219,
3982,12338,B,,,17140,Inhibition of 5-lipoxygenase in bovine polymorphonuclear leukocytes,,8,,,1,,H,Expert,,,CHEMBL619255,BAO_0000219,
3983,12143,B,,,17140,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL).,,8,,,1,,H,Expert,,,CHEMBL619256,BAO_0000219,
3984,12143,B,,,17140,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL),,8,,,1,,H,Autocuration,,,CHEMBL875418,BAO_0000219,
3985,12143,B,,,17140,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,8,,,1,,H,Expert,,,CHEMBL619257,BAO_0000219,
3986,12143,B,,,17140,Inhibitory activity against 5-lipoxygenase (inhibition of 5-HETE and LTB4 biosynthesis) in bovine polymorphonuclear leukocytes (PMNL) at 30 uM,,8,,,1,,H,Autocuration,,,CHEMBL619258,BAO_0000219,
3987,12365,B,,,17140,Inhibition of 5-lipoxygenase in bovine PMNL cell assay.,,8,,,1,,H,Expert,,,CHEMBL619259,BAO_0000357,
3988,13500,B,,,17140,Tested for inhibition of 5-lipoxygenase as inhibition of 5-HETE and LTB4 biosynthesis in bovine PMNL,,8,,,1,,H,Expert,,,CHEMBL619260,BAO_0000357,
3989,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619261,BAO_0000218,
3990,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619263,BAO_0000218,
3991,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619264,BAO_0000218,
3992,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619265,BAO_0000218,
3993,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619266,BAO_0000218,
3994,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619902,BAO_0000218,
3995,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620058,BAO_0000218,
3996,12832,F,,178.0,55,"Ex vivo inhibition of 5-LO was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620059,BAO_0000218,
3997,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620060,BAO_0000218,
3998,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620061,BAO_0000218,
3999,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620062,BAO_0000218,
4000,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620063,BAO_0000218,
4001,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620064,BAO_0000218,
4002,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620065,BAO_0000218,
4003,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620066,BAO_0000218,
4004,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620067,BAO_0000218,
4005,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620068,BAO_0000218,
4006,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620069,BAO_0000218,
4007,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620070,BAO_0000218,
4008,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620071,BAO_0000218,
4009,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620072,BAO_0000218,
4010,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620036,BAO_0000218,
4011,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL857702,BAO_0000218,
4012,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620037,BAO_0000218,
4013,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620038,BAO_0000218,
4014,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620039,BAO_0000218,
4015,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620040,BAO_0000218,
4016,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620041,BAO_0000218,
4017,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620042,BAO_0000218,
4018,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620043,BAO_0000218,
4019,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620044,BAO_0000218,
4020,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620045,BAO_0000218,
4021,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620046,BAO_0000218,
4022,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620047,BAO_0000218,
4023,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 0.3 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620048,BAO_0000218,
4024,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL857703,BAO_0000218,
4025,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following peroral administration at the dose of 3.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620049,BAO_0000218,
4026,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.08h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620050,BAO_0000218,
4027,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620051,BAO_0000218,
4028,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.5h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619213,BAO_0000218,
4029,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 1.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619214,BAO_0000218,
4030,12832,F,,178.0,55,"Ex vivo inhibition of 5-lipoxygenase was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 3.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619804,BAO_0000218,
4031,12832,F,,178.0,55,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 0.25h, following peroral administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619805,BAO_0000218,
4032,12832,F,,178.0,55,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 24h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619806,BAO_0000218,
4033,12832,F,,178.0,55,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 6.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619807,BAO_0000218,
4034,12832,F,,178.0,55,"Ex vivo inhibition was determined by the measurement of A-23187-stimulated LTB4 production in dog blood at 9.0h, following intravenous administration at the dose of 1.0 mg/kg",Blood,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619808,BAO_0000218,
4035,3595,B,,,55,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r,,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619809,BAO_0000218,
4036,3595,B,,,55,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 24 hr r to canine,,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619810,BAO_0000218,
4037,3595,B,,,55,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr,,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL619811,BAO_0000218,
4038,3595,B,,,55,Inhibitory activity against 5-lipoxygenase (5-LO) in after oral administration of 5 mg/kg at 2 hr to canine,,8,,Canis lupus familiaris,1,9615.0,H,Autocuration,,,CHEMBL620769,BAO_0000218,
