lingua,film_id,durata_noleggio,voto,descrizione,titolo,costo_sostituzione,data_rilascio,lingua_originale_id,durata,tariffa_noleggio
English,332,7,NC-17,A Insightful Character Study of a Feminist And a Pioneer who must Pursue a Pastry Chef in Nigeria,FRANKENSTEIN STRANGER,16.99,2006,,159,0.99
English,579,3,PG-13,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,MINDS TRUMAN,22.99,2006,,149,4.99
English,951,6,PG-13,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,VOYAGE LEGALLY,28.99,2006,,78,0.99
English,597,5,G,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,MOONWALKER FOOL,12.99,2006,,184,4.99
English,459,4,NC-17,A Action-Packed Display of a Woman And a Dentist who must Redeem a Forensic Psychologist in The Canadian Rockies,INFORMER DOUBLE,23.99,2006,,74,4.99
English,255,6,NC-17,A Action-Packed Yarn of a Feminist And a Technical Writer who must Sink a Boat in An Abandoned Mine Shaft,DRIVING POLISH,21.99,2006,,175,4.99
English,250,4,NC-17,A Taut Reflection of a Boy And a Waitress who must Outgun a Teacher in Ancient China,DRAGON SQUAD,26.99,2006,,170,0.99
English,376,4,G,A Boring Yarn of a Mad Cow And a Sumo Wrestler who must Meet a Robot in Australia,GRAPES FURY,20.99,2006,,155,0.99
English,875,6,PG,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,TALENTED HOMICIDE,9.99,2006,,173,0.99
English,809,5,PG-13,A Taut Reflection of a Secret Agent And a Man who must Redeem a Explorer in A MySQL Convention,SLIPPER FIDELITY,14.99,2006,,156,0.99
English,717,6,NC-17,A Awe-Inspiring Reflection of a Forensic Psychologist And a Secret Agent who must Succumb a Pastry Chef in Soviet Georgia,REAR TRADING,23.99,2006,,97,0.99
English,941,4,NC-17,A Lacklusture Display of a Girl And a Astronaut who must Succumb a Student in Australia,VIDEOTAPE ARSENIC,10.99,2006,,145,4.99
English,424,6,R,A Awe-Inspiring Yarn of a Composer And a Man who must Find a Robot in Soviet Georgia,HOLOCAUST HIGHBALL,12.99,2006,,149,0.99
English,275,3,PG,A Intrepid Story of a Madman And a Secret Agent who must Outrace a Astronaut in An Abandoned Amusement Park,EGYPT TENENBAUMS,11.99,2006,,85,0.99
English,234,6,R,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,DISTURBING SCARFACE,27.99,2006,,94,2.99
English,721,7,PG-13,A Lacklusture Yarn of a Sumo Wrestler And a Squirrel who must Redeem a Monkey in Soviet Georgia,REDS POCUS,23.99,2006,,182,4.99
English,631,4,G,A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria,NOVOCAINE FLIGHT,11.99,2006,,64,0.99
English,18,6,PG-13,A Thoughtful Drama of a Composer And a Feminist who must Meet a Secret Agent in The Canadian Rockies,ALTER VICTORY,27.99,2006,,57,0.99
English,934,7,NC-17,A Fast-Paced Saga of a Girl And a Forensic Psychologist who must Redeem a Girl in Nigeria,VANILLA DAY,20.99,2006,,122,4.99
English,45,5,PG-13,A Astounding Panorama of a Composer And a Frisbee who must Reach a Husband in Ancient Japan,ATTRACTION NEWTON,14.99,2006,,83,4.99
English,430,7,G,A Insightful Story of a Boy And a Dog who must Redeem a Boy in Australia,HOOK CHARIOTS,23.99,2006,,49,0.99
English,132,6,PG,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,CHAINSAW UPTOWN,25.99,2006,,114,0.99
English,157,7,PG-13,A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon,CLOCKWORK PARADISE,29.99,2006,,143,0.99
English,406,5,R,A Fast-Paced Story of a Database Administrator And a Composer who must Defeat a Squirrel in An Abandoned Amusement Park,HAUNTING PIANIST,22.99,2006,,181,0.99
English,267,4,NC-17,A Thoughtful Story of a Car And a Boy who must Find a A Shark in The Sahara Desert,EAGLES PANKY,14.99,2006,,140,4.99
English,123,6,G,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,CASABLANCA SUPER,22.99,2006,,85,4.99
English,913,3,R,A Fanciful Drama of a Monkey And a Feminist who must Sink a Man in Berlin,TROOPERS METAL,20.99,2006,,115,0.99
English,975,6,R,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,WILLOW TRACY,22.99,2006,,137,2.99
English,777,5,PG,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,SECRETARY ROUGE,10.99,2006,,158,4.99
English,446,5,PG,A Amazing Saga of a Madman And a Dentist who must Build a Car in A Manhattan Penthouse,HYSTERICAL GRAIL,19.99,2006,,150,4.99
English,364,3,NC-17,A Stunning Saga of a Lumberjack And a Squirrel who must Chase a Car in The Outback,GODFATHER DIARY,14.99,2006,,73,2.99
English,372,5,R,A Taut Display of a Cat And a Girl who must Overcome a Database Administrator in New Orleans,GRACELAND DYNAMITE,26.99,2006,,140,4.99
English,110,4,NC-17,A Stunning Epistle of a Boat And a Man who must Challenge a A Shark in A Baloon Factory,CABIN FLASH,25.99,2006,,53,0.99
English,69,3,R,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,BEVERLY OUTLAW,21.99,2006,,85,2.99
English,634,6,NC-17,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,ODDS BOOGIE,14.99,2006,,48,0.99
English,802,7,PG,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,SKY MIRACLE,15.99,2006,,132,2.99
English,493,5,R,A Epic Documentary of a Composer And a Robot who must Overcome a Car in Berlin,KANE EXORCIST,18.99,2006,,92,0.99
English,56,6,G,A Intrepid Story of a Cat And a Student who must Vanquish a Girl in An Abandoned Amusement Park,BAREFOOT MANCHURIAN,15.99,2006,,129,2.99
English,565,6,PG-13,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,MATRIX SNOWMAN,9.99,2006,,56,4.99
English,97,7,G,A Epic Tale of a Robot And a Monkey who must Vanquish a Man in New Orleans,BRIDE INTRIGUE,24.99,2006,,56,0.99
English,310,5,R,A Insightful Panorama of a Cat And a Boat who must Defeat a Boat in The Gulf of Mexico,FEVER EMPIRE,20.99,2006,,158,4.99
English,465,4,R,A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse,INTERVIEW LIAISONS,17.99,2006,,59,4.99
English,470,4,R,A Astounding Saga of a Dog And a Squirrel who must Conquer a Dog in An Abandoned Fun House,ISHTAR ROCKETEER,24.99,2006,,79,4.99
English,407,5,PG-13,A Action-Packed Drama of a Mad Scientist And a Composer who must Outgun a Car in Australia,HAWK CHILL,12.99,2006,,47,0.99
English,356,5,R,A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies,GIANT TROOPERS,10.99,2006,,102,2.99
English,999,5,R,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,ZOOLANDER FICTION,28.99,2006,,101,2.99
English,515,7,PG,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,LEGALLY SECRETARY,14.99,2006,,113,4.99
English,722,5,NC-17,A Action-Packed Saga of a Teacher And a Lumberjack who must Battle a Dentist in A Baloon,REEF SALUTE,26.99,2006,,123,0.99
English,357,7,G,A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse,GILBERT PELICAN,13.99,2006,,114,0.99
English,849,6,NC-17,A Insightful Drama of a Feminist And a A Shark who must Vanquish a Boat in A Shark Tank,STORM HAPPINESS,28.99,2006,,57,0.99
English,766,5,PG-13,A Awe-Inspiring Tale of a Astronaut And a Database Administrator who must Chase a Secret Agent in The Gulf of Mexico,SAVANNAH TOWN,25.99,2006,,84,0.99
English,854,4,R,A Brilliant Character Study of a Secret Agent And a Man who must Find a Cat in The Gulf of Mexico,STRANGERS GRAFFITI,22.99,2006,,119,4.99
English,574,3,G,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,MIDNIGHT WESTWARD,19.99,2006,,86,0.99
English,124,3,PG-13,A Intrepid Documentary of a Boat And a Crocodile who must Chase a Robot in The Sahara Desert,CASPER DRAGONFLY,16.99,2006,,163,4.99
English,228,4,PG-13,A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan,DETECTIVE VISION,16.99,2006,,143,0.99
English,961,7,R,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,WASH HEAVENLY,22.99,2006,,161,4.99
English,666,4,PG-13,A Awe-Inspiring Reflection of a Boy And a Man who must Discover a Moose in The Sahara Desert,PAYCHECK WAIT,27.99,2006,,145,4.99
English,557,5,PG,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,MANCHURIAN CURTAIN,27.99,2006,,177,2.99
English,403,5,PG-13,A Taut Yarn of a Technical Writer And a Feminist who must Outrace a Dog in California,HARRY IDAHO,18.99,2006,,121,4.99
English,545,4,PG-13,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,MADNESS ATTACKS,14.99,2006,,178,0.99
English,190,5,NC-17,A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat,CREEPERS KANE,23.99,2006,,172,4.99
English,103,7,PG,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,BUCKET BROTHERHOOD,27.99,2006,,133,4.99
English,108,6,PG-13,A Lacklusture Yarn of a Feminist And a Database Administrator who must Face a Hunter in New Orleans,BUTCH PANTHER,19.99,2006,,67,0.99
English,138,5,R,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,CHARIOTS CONSPIRACY,29.99,2006,,71,2.99
English,992,5,NC-17,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,WRATH MILE,17.99,2006,,176,0.99
English,17,3,R,A Fast-Paced Character Study of a Composer And a Dog who must Outgun a Boat in An Abandoned Fun House,ALONE TRIP,14.99,2006,,82,0.99
English,227,4,R,A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat,DETAILS PACKER,17.99,2006,,88,4.99
English,682,4,PG-13,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,PITTSBURGH HUNCHBACK,17.99,2006,,134,4.99
English,700,4,R,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,PRIX UNDEFEATED,13.99,2006,,115,2.99
English,29,5,NC-17,A Fateful Yarn of a Womanizer And a Feminist who must Succumb a Database Administrator in Ancient India,ANTITRUST TOMATOES,11.99,2006,,168,2.99
English,773,6,NC-17,A Insightful Saga of a Man And a Forensic Psychologist who must Discover a Mad Cow in A MySQL Convention,SEABISCUIT PUNK,28.99,2006,,112,2.99
English,382,3,PG,A Thoughtful Display of a Dentist And a Squirrel who must Confront a Lumberjack in A Shark Tank,GRIT CLOCKWORK,21.99,2006,,137,0.99
English,933,4,NC-17,A Epic Story of a Lumberjack And a Monkey who must Confront a Pioneer in A MySQL Convention,VAMPIRE WHALE,11.99,2006,,126,4.99
English,753,3,PG,A Emotional Display of a Man And a Dentist who must Challenge a Squirrel in Australia,RUSH GOODFELLAS,20.99,2006,,48,0.99
English,408,4,R,A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico,HEAD STRANGER,28.99,2006,,69,4.99
English,741,7,NC-17,A Thoughtful Panorama of a Mad Cow And a Student who must Battle a Forensic Psychologist in Berlin,ROMAN PUNK,28.99,2006,,81,0.99
English,590,3,PG,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,MONEY HAROLD,17.99,2006,,135,2.99
English,548,3,R,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,MAGNIFICENT CHITTY,27.99,2006,,53,2.99
English,783,5,PG,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,SHANE DARKNESS,22.99,2006,,93,2.99
English,932,3,G,A Astounding Documentary of a Astronaut And a Boy who must Outrace a Sumo Wrestler in Berlin,VALLEY PACKER,21.99,2006,,73,0.99
English,111,3,NC-17,A Awe-Inspiring Epistle of a Woman And a Madman who must Fight a Robot in Soviet Georgia,CADDYSHACK JEDI,17.99,2006,,52,0.99
English,320,4,PG-13,A Fast-Paced Reflection of a Composer And a Composer who must Meet a Cat in The Sahara Desert,FLAMINGOS CONNECTICUT,28.99,2006,,80,4.99
English,562,6,PG-13,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,MASKED BUBBLE,12.99,2006,,151,0.99
English,616,4,NC-17,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,NATIONAL STORY,19.99,2006,,92,2.99
English,966,3,PG,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,WEDDING APOLLO,14.99,2006,,70,0.99
English,929,5,PG-13,A Touching Display of a Explorer And a Lumberjack who must Fight a Forensic Psychologist in A Shark Tank,USUAL UNTOUCHABLES,21.99,2006,,128,4.99
English,261,5,G,A Emotional Display of a Boat And a Explorer who must Challenge a Madman in A MySQL Convention,DUFFEL APOCALYPSE,13.99,2006,,171,0.99
English,728,3,R,A Unbelieveable Documentary of a Database Administrator And a Frisbee who must Redeem a Mad Scientist in A Baloon Factory,REUNION WITCHES,26.99,2006,,63,0.99
English,637,7,PG,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,OPEN AFRICAN,16.99,2006,,131,4.99
English,973,3,NC-17,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,WIFE TURN,27.99,2006,,183,4.99
English,63,6,PG,A Astounding Character Study of a Madman And a Robot who must Meet a Mad Scientist in An Abandoned Fun House,BEDAZZLED MARRIED,21.99,2006,,73,0.99
English,256,6,R,A Fanciful Documentary of a Husband And a Explorer who must Reach a Madman in Ancient China,DROP WATERFRONT,20.99,2006,,178,4.99
English,839,5,PG-13,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,STALLION SUNDANCE,23.99,2006,,130,0.99
English,529,3,G,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,LONELY ELEPHANT,12.99,2006,,67,2.99
English,950,7,PG,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,VOLUME HOUSE,12.99,2006,,132,4.99
English,602,5,PG,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,MOURNING PURPLE,14.99,2006,,146,0.99
English,435,6,PG-13,A Thrilling Yarn of a Pastry Chef And a A Shark who must Challenge a Mad Scientist in The Outback,HOTEL HAPPINESS,28.99,2006,,181,4.99
