assays_ss_d,assays_ss_sbclllr_frctn,assays_cll_d,assays_td,assays_cnfdnc_scr,assays_src_d,assays_src_ss_d,assays_ss_strn,assays_ss_rgnsm,assays_dc_d,assays_chmbl_d,assays_ss_cll_tp,assays_rltnshp_tp,assays_crtd_b,assays_b_frmt,assays_tss_d,assays_vrnt_d
9439,,,50597,1,1,,,Rattus norvegicus,1435,CHEMBL627895,,N,Intermediate,BAO_0000218,1969.0,
9440,,,50597,1,1,,,Rattus norvegicus,5206,CHEMBL627896,,N,Intermediate,BAO_0000218,,
9441,,,50597,1,1,,,Rattus norvegicus,6080,CHEMBL627897,,N,Intermediate,BAO_0000218,1969.0,
9442,,,50597,1,1,,,Rattus norvegicus,4449,CHEMBL627898,,N,Intermediate,BAO_0000218,,
9443,,,50597,1,1,,,Rattus norvegicus,6057,CHEMBL627899,,N,Intermediate,BAO_0000218,,
9444,,,50597,1,1,,,Rattus norvegicus,6057,CHEMBL873823,,N,Intermediate,BAO_0000218,,
9445,,,50597,1,1,,,Rattus norvegicus,3747,CHEMBL627900,,N,Intermediate,BAO_0000218,,
9446,,,50597,1,1,,,Rattus norvegicus,17858,CHEMBL627901,,N,Intermediate,BAO_0000218,,
9447,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL627902,,N,Intermediate,BAO_0000218,,
9448,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL627903,,N,Intermediate,BAO_0000218,,
9449,,,50597,1,1,,,Rattus norvegicus,5031,CHEMBL627904,,N,Intermediate,BAO_0000218,,
9450,,,50597,1,1,,,Rattus norvegicus,4722,CHEMBL627905,,N,Intermediate,BAO_0000218,,
9451,,,50597,1,1,,,Rattus norvegicus,6078,CHEMBL627906,,N,Intermediate,BAO_0000218,,
9452,,,50597,1,1,,,Rattus norvegicus,6078,CHEMBL627907,,N,Intermediate,BAO_0000218,,
9453,,,50597,1,1,,,Rattus norvegicus,6078,CHEMBL876783,,N,Intermediate,BAO_0000218,,
9454,,,50597,1,1,,,Rattus norvegicus,6078,CHEMBL627908,,N,Intermediate,BAO_0000218,,
9455,,,50597,1,1,,,Rattus norvegicus,17065,CHEMBL627909,,N,Intermediate,BAO_0000218,,
9456,,,50597,1,1,,,Rattus norvegicus,1353,CHEMBL627910,,N,Intermediate,BAO_0000218,,
9457,,,50597,1,1,,,Rattus norvegicus,1353,CHEMBL627911,,N,Intermediate,BAO_0000218,,
9458,,,50597,1,1,,,Rattus norvegicus,1353,CHEMBL627912,,N,Intermediate,BAO_0000218,,
9459,,,50597,1,1,,,Rattus norvegicus,1353,CHEMBL627913,,N,Intermediate,BAO_0000218,,
9460,,,50597,1,1,,,Rattus norvegicus,1353,CHEMBL627914,,N,Intermediate,BAO_0000218,,
9461,,,50597,1,1,,,Rattus norvegicus,16423,CHEMBL627915,,N,Intermediate,BAO_0000218,,
9462,,,50597,1,1,,,Rattus norvegicus,16423,CHEMBL627916,,N,Intermediate,BAO_0000218,,
9463,,,50597,1,1,,,Rattus norvegicus,6062,CHEMBL627917,,N,Intermediate,BAO_0000218,,
9464,,,50597,1,1,,,Rattus norvegicus,6056,CHEMBL627918,,N,Intermediate,BAO_0000218,,
9465,,,50597,1,1,,,Rattus norvegicus,5182,CHEMBL627919,,N,Intermediate,BAO_0000218,,
9466,,,50597,1,1,,,Rattus norvegicus,6410,CHEMBL627920,,N,Intermediate,BAO_0000218,,
9467,,,50597,1,1,,,Rattus norvegicus,6410,CHEMBL627921,,N,Intermediate,BAO_0000218,,
9468,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL627922,,N,Intermediate,BAO_0000218,,
9469,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL876784,,N,Intermediate,BAO_0000218,,
9470,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL627923,,N,Intermediate,BAO_0000218,,
9471,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL626208,,N,Intermediate,BAO_0000218,,
9472,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL626209,,N,Intermediate,BAO_0000218,,
9473,,,50597,1,1,,,Rattus norvegicus,4723,CHEMBL626210,,N,Intermediate,BAO_0000218,,
9474,,,50597,1,1,,,Rattus norvegicus,2463,CHEMBL627994,,N,Intermediate,BAO_0000218,1969.0,
9475,,,50597,1,1,,,Rattus norvegicus,4709,CHEMBL627995,,N,Intermediate,BAO_0000218,,
9476,,,50597,1,1,,,Rattus norvegicus,4075,CHEMBL627996,,N,Intermediate,BAO_0000218,,
9477,,,50597,1,1,,,Rattus norvegicus,5394,CHEMBL627997,,N,Intermediate,BAO_0000218,,
9478,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL627998,,N,Intermediate,BAO_0000218,,
9479,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL628640,,N,Intermediate,BAO_0000218,,
9480,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL628641,,N,Intermediate,BAO_0000218,,
9481,,,50597,1,1,,,Rattus norvegicus,2661,CHEMBL628642,,N,Intermediate,BAO_0000218,,
9482,,,50597,1,1,,,Rattus norvegicus,17791,CHEMBL628643,,N,Intermediate,BAO_0000218,,
9483,,,50597,1,1,,,Rattus norvegicus,2591,CHEMBL628644,,N,Intermediate,BAO_0000218,,
9484,,,50597,1,1,,,Rattus norvegicus,6567,CHEMBL628645,,N,Intermediate,BAO_0000218,,
9485,,,50597,1,1,,,Rattus norvegicus,6211,CHEMBL628646,,N,Intermediate,BAO_0000218,,
9486,,,50597,1,1,,,Rattus norvegicus,5529,CHEMBL628647,,N,Intermediate,BAO_0000218,,
9487,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL628648,,N,Intermediate,BAO_0000218,,
9488,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL625358,,N,Intermediate,BAO_0000218,,
9489,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL625359,,N,Intermediate,BAO_0000218,,
9490,,,50597,1,1,,,Rattus norvegicus,5408,CHEMBL625360,,N,Intermediate,BAO_0000218,,
9491,,,50597,1,1,,,Rattus norvegicus,429,CHEMBL625361,,N,Intermediate,BAO_0000218,,
9492,,,50597,1,1,,,Rattus norvegicus,429,CHEMBL625362,,N,Intermediate,BAO_0000218,,
9493,,,50597,1,1,,,Rattus norvegicus,429,CHEMBL625363,,N,Intermediate,BAO_0000218,,
9494,,,50597,1,1,,,Rattus norvegicus,4796,CHEMBL625364,,N,Intermediate,BAO_0000218,,
9495,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL625365,,N,Intermediate,BAO_0000218,,
9496,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL625366,,N,Intermediate,BAO_0000218,,
9497,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL625367,,N,Intermediate,BAO_0000218,,
9498,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625368,,N,Intermediate,BAO_0000218,2113.0,
9499,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625369,,N,Intermediate,BAO_0000218,2113.0,
9500,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625370,,N,Intermediate,BAO_0000218,2113.0,
9501,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625371,,N,Intermediate,BAO_0000218,2113.0,
9502,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625372,,N,Intermediate,BAO_0000218,2113.0,
9503,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625373,,N,Intermediate,BAO_0000218,2113.0,
9504,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625374,,N,Intermediate,BAO_0000218,2107.0,
9505,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL877593,,N,Intermediate,BAO_0000218,2107.0,
9506,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625375,,N,Intermediate,BAO_0000218,2107.0,
9507,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL625376,,N,Intermediate,BAO_0000218,2107.0,
9508,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL621973,,N,Intermediate,BAO_0000218,2107.0,
9509,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL621974,,N,Intermediate,BAO_0000218,2107.0,
9510,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL621975,,N,Intermediate,BAO_0000218,2048.0,
9511,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622166,,N,Intermediate,BAO_0000218,2048.0,
9512,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622167,,N,Intermediate,BAO_0000218,2048.0,
9513,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622168,,N,Intermediate,BAO_0000218,2048.0,
9514,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622169,,N,Intermediate,BAO_0000218,2048.0,
9515,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622170,,N,Intermediate,BAO_0000218,2048.0,
9516,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622171,,N,Intermediate,BAO_0000218,2046.0,
9517,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622172,,N,Intermediate,BAO_0000218,2046.0,
9518,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622173,,N,Intermediate,BAO_0000218,2046.0,
9519,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622174,,N,Intermediate,BAO_0000218,2046.0,
9520,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622175,,N,Intermediate,BAO_0000218,2046.0,
9521,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622176,,N,Intermediate,BAO_0000218,2046.0,
9522,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622177,,N,Intermediate,BAO_0000218,2046.0,
9523,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622178,,N,Intermediate,BAO_0000218,2046.0,
9524,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622179,,N,Intermediate,BAO_0000218,2046.0,
9525,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622180,,N,Intermediate,BAO_0000218,2046.0,
9526,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622181,,N,Intermediate,BAO_0000218,,
9527,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622182,,N,Intermediate,BAO_0000218,,
9528,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622183,,N,Intermediate,BAO_0000218,,
9529,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622184,,N,Intermediate,BAO_0000218,,
9530,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622185,,N,Intermediate,BAO_0000218,,
9531,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622186,,N,Intermediate,BAO_0000218,,
9532,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622187,,N,Intermediate,BAO_0000218,,
9533,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL625002,,N,Intermediate,BAO_0000218,,
9534,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622090,,N,Intermediate,BAO_0000218,,
9535,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622091,,N,Intermediate,BAO_0000218,,
9536,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622092,,N,Intermediate,BAO_0000218,,
9537,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622093,,N,Intermediate,BAO_0000218,,
9538,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622094,,N,Intermediate,BAO_0000218,,
9539,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622095,,N,Intermediate,BAO_0000218,,
9540,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL622264,,N,Intermediate,BAO_0000218,,
9541,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622265,,N,Intermediate,BAO_0000218,2106.0,
9542,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622266,,N,Intermediate,BAO_0000218,2106.0,
9543,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622267,,N,Intermediate,BAO_0000218,2106.0,
9544,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622268,,N,Intermediate,BAO_0000218,2106.0,
9545,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL622269,,N,Intermediate,BAO_0000218,2106.0,
9546,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL625071,,N,Intermediate,BAO_0000218,2106.0,
9547,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL621621,,N,Intermediate,BAO_0000218,2106.0,
9548,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL621622,,N,Intermediate,BAO_0000218,2106.0,
9549,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621623,,N,Intermediate,BAO_0000218,2106.0,
9550,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621624,,N,Intermediate,BAO_0000218,2106.0,
9551,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621625,,N,Intermediate,BAO_0000218,2106.0,
9552,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621626,,N,Intermediate,BAO_0000218,2106.0,
9553,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621627,,N,Intermediate,BAO_0000218,2106.0,
9554,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621628,,N,Intermediate,BAO_0000218,2106.0,
9555,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL875328,,N,Intermediate,BAO_0000218,2106.0,
9556,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621629,,N,Intermediate,BAO_0000218,2106.0,
9557,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL621630,,N,Intermediate,BAO_0000218,2106.0,
9558,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL621631,,N,Intermediate,BAO_0000218,2106.0,
9559,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL621632,,N,Intermediate,BAO_0000218,2106.0,
9560,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621633,,N,Intermediate,BAO_0000218,2106.0,
9561,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621634,,N,Intermediate,BAO_0000218,2106.0,
9562,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621635,,N,Intermediate,BAO_0000218,2106.0,
9563,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621636,,N,Intermediate,BAO_0000218,2106.0,
9564,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621637,,N,Intermediate,BAO_0000218,2106.0,
9565,,,50597,1,1,,,Rattus norvegicus,16435,CHEMBL621638,,N,Intermediate,BAO_0000218,2106.0,
9566,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL618883,,N,Intermediate,BAO_0000218,,
9567,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL618884,,N,Intermediate,BAO_0000218,,
9568,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL628627,,N,Intermediate,BAO_0000218,,
9569,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL628628,,N,Intermediate,BAO_0000218,,
9570,,,50597,1,1,,,Rattus norvegicus,16434,CHEMBL628629,,N,Intermediate,BAO_0000218,,
9571,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL628630,,N,Intermediate,BAO_0000218,,
9572,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL628631,,N,Intermediate,BAO_0000218,,
9573,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL628632,,N,Intermediate,BAO_0000218,,
9574,,,50597,1,1,,,Rattus norvegicus,526,CHEMBL628633,,N,Intermediate,BAO_0000218,,
9575,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL628634,,N,Intermediate,BAO_0000218,,
9576,,,50597,1,1,,,Rattus norvegicus,4368,CHEMBL627789,,N,Intermediate,BAO_0000218,,
9577,,,50597,1,1,,,Rattus norvegicus,3371,CHEMBL627790,,N,Intermediate,BAO_0000218,,
9578,,,50597,1,1,,,Rattus norvegicus,6448,CHEMBL627791,,N,Intermediate,BAO_0000218,,
9579,,,50597,1,1,,,Rattus norvegicus,6453,CHEMBL627792,,N,Intermediate,BAO_0000218,,
9580,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL627793,,N,Intermediate,BAO_0000218,,
9581,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL627794,,N,Intermediate,BAO_0000218,1969.0,
9582,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL627795,,N,Intermediate,BAO_0000218,,
9583,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL627796,,N,Intermediate,BAO_0000218,,
9584,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL875335,,N,Intermediate,BAO_0000218,1969.0,
9585,,,50597,1,1,,,Rattus norvegicus,4353,CHEMBL627797,,N,Intermediate,BAO_0000218,1969.0,
9586,,,50597,1,1,,,Rattus norvegicus,5789,CHEMBL627798,,N,Intermediate,BAO_0000218,,
9587,,,50597,1,1,,,Rattus norvegicus,17686,CHEMBL627799,,N,Intermediate,BAO_0000218,,
9588,,,50597,1,1,,,Rattus norvegicus,6495,CHEMBL627800,,N,Intermediate,BAO_0000218,,
9589,,,50597,1,1,,,Rattus norvegicus,484,CHEMBL627801,,N,Intermediate,BAO_0000218,,
9590,,,50597,1,1,,,Rattus norvegicus,6467,CHEMBL627802,,N,Intermediate,BAO_0000218,,
9591,,,50597,1,1,,,Rattus norvegicus,6642,CHEMBL627803,,N,Expert,BAO_0000218,,
9592,,,50597,1,1,,,Rattus norvegicus,16367,CHEMBL873820,,N,Intermediate,BAO_0000218,,
9593,,,50597,1,1,,,Rattus norvegicus,1369,CHEMBL627804,,N,Intermediate,BAO_0000218,,
9594,,,50597,1,1,,,Rattus norvegicus,5472,CHEMBL627805,,N,Intermediate,BAO_0000218,,
9595,,,50597,1,1,,,Rattus norvegicus,6049,CHEMBL627806,,N,Intermediate,BAO_0000218,,
9596,,,50597,1,1,,,Rattus norvegicus,5472,CHEMBL627107,,N,Intermediate,BAO_0000218,,
9597,,,50597,1,1,,,Rattus norvegicus,16366,CHEMBL627108,,N,Intermediate,BAO_0000218,,
9598,,,50597,1,1,,,Rattus norvegicus,11149,CHEMBL627109,,N,Intermediate,BAO_0000218,,
9599,,,50597,1,1,,,Rattus norvegicus,11149,CHEMBL627110,,N,Intermediate,BAO_0000218,178.0,
9600,,,22224,0,1,,,Primates,2891,CHEMBL627111,,U,Intermediate,BAO_0000218,,
9601,,,22224,0,1,,,Primates,2891,CHEMBL627112,,U,Intermediate,BAO_0000218,,
9602,,,22224,0,1,,,Rattus norvegicus,2891,CHEMBL627113,,U,Intermediate,BAO_0000218,,
9603,,,22224,0,1,,,Rattus norvegicus,2891,CHEMBL627114,,U,Intermediate,BAO_0000218,,
9604,,,50597,1,1,,,Rattus norvegicus,4026,CHEMBL627115,,N,Intermediate,BAO_0000218,,
9605,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL627116,,N,Intermediate,BAO_0000218,,
9606,,,50597,1,1,,,Rattus norvegicus,4527,CHEMBL627117,,N,Intermediate,BAO_0000218,,
9607,,,50597,1,1,,,Rattus norvegicus,5503,CHEMBL627118,,N,Intermediate,BAO_0000218,,
9608,,,50597,1,1,,,Rattus norvegicus,4426,CHEMBL627119,,N,Intermediate,BAO_0000218,,
9609,,,50597,1,1,,,Rattus norvegicus,4426,CHEMBL627120,,N,Intermediate,BAO_0000218,,
9610,,,50597,1,1,,,Rattus norvegicus,6109,CHEMBL626922,,N,Intermediate,BAO_0000218,,
9611,,,50597,1,1,,,Rattus norvegicus,5654,CHEMBL626923,,N,Intermediate,BAO_0000218,,
9612,,,50597,1,1,,,Rattus norvegicus,5654,CHEMBL626924,,N,Intermediate,BAO_0000218,,
9613,,,50597,1,1,,,Rattus norvegicus,4755,CHEMBL626925,,N,Intermediate,BAO_0000218,1969.0,
9614,,,50597,1,1,,,Rattus norvegicus,5862,CHEMBL626926,,N,Intermediate,BAO_0000218,,
9615,,,50597,1,1,,,Rattus norvegicus,1515,CHEMBL626927,,N,Intermediate,BAO_0000218,1969.0,
9616,,,50597,1,1,,,Rattus norvegicus,1515,CHEMBL626928,,N,Intermediate,BAO_0000218,1969.0,
9617,,,50597,1,1,,,Rattus norvegicus,1515,CHEMBL626929,,N,Intermediate,BAO_0000218,1969.0,
9618,,,50597,1,1,,,Rattus norvegicus,1515,CHEMBL626930,,N,Intermediate,BAO_0000218,1969.0,
9619,,,50597,1,1,,,Rattus norvegicus,5960,CHEMBL626931,,N,Intermediate,BAO_0000218,,
9620,,,50597,1,1,,,Rattus norvegicus,6103,CHEMBL626932,,N,Intermediate,BAO_0000218,,
9621,,,50597,1,1,,,Rattus norvegicus,6317,CHEMBL626933,,N,Intermediate,BAO_0000218,,
9622,,,50597,1,1,,,Rattus norvegicus,6644,CHEMBL873826,,N,Intermediate,BAO_0000218,,
9623,,,50597,1,1,,,Rattus norvegicus,6644,CHEMBL626934,,N,Intermediate,BAO_0000218,,
9624,,,50597,1,1,,,Rattus norvegicus,6644,CHEMBL626935,,N,Intermediate,BAO_0000218,,
9625,,,50597,1,1,,,Rattus norvegicus,6644,CHEMBL626936,,N,Intermediate,BAO_0000218,,
9626,,,50597,1,1,,,Rattus norvegicus,5974,CHEMBL626937,,N,Intermediate,BAO_0000218,,
9627,,,50597,1,1,,,Rattus norvegicus,6295,CHEMBL625906,,N,Intermediate,BAO_0000218,,
9628,,,50597,1,1,,,Rattus norvegicus,6296,CHEMBL625907,,N,Intermediate,BAO_0000218,,
9629,,,50597,1,1,,,Rattus norvegicus,16427,CHEMBL625908,,N,Intermediate,BAO_0000218,,
9630,,,50597,1,1,,,Rattus norvegicus,16367,CHEMBL625909,,N,Intermediate,BAO_0000218,,
9631,,,50597,1,1,,,Rattus norvegicus,16367,CHEMBL625910,,N,Intermediate,BAO_0000218,,
9632,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL625911,,N,Intermediate,BAO_0000218,,
9633,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL625912,,N,Intermediate,BAO_0000218,,
9634,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL626538,,N,Intermediate,BAO_0000218,,
9635,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL876794,,N,Intermediate,BAO_0000218,,
9636,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL626539,,N,Intermediate,BAO_0000218,,
9637,,,50597,1,1,,,Rattus norvegicus,16365,CHEMBL626540,,N,Intermediate,BAO_0000218,,
9638,,,50597,1,1,,,Rattus norvegicus,5394,CHEMBL626541,,N,Intermediate,BAO_0000218,,
9639,,,50597,1,1,,,Rattus norvegicus,5394,CHEMBL626542,,N,Intermediate,BAO_0000218,,
9640,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL626543,,N,Intermediate,BAO_0000218,,
9641,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL626544,,N,Intermediate,BAO_0000218,,
9642,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL626545,,N,Intermediate,BAO_0000218,,
9643,,,50597,1,1,,,Rattus norvegicus,2792,CHEMBL626546,,N,Intermediate,BAO_0000218,,
9644,,,50597,1,1,,,Rattus norvegicus,5334,CHEMBL626547,,N,Intermediate,BAO_0000218,,
9645,,,50597,1,1,,,Rattus norvegicus,4408,CHEMBL626548,,N,Intermediate,BAO_0000218,,
9646,,,50597,1,1,,,Rattus norvegicus,5983,CHEMBL626549,,N,Intermediate,BAO_0000218,,
9647,,,50597,1,1,,,Rattus norvegicus,4397,CHEMBL626550,,N,Intermediate,BAO_0000218,,
9648,,,50597,1,1,,,Rattus norvegicus,4397,CHEMBL626551,,N,Intermediate,BAO_0000218,,
9649,,,50597,1,1,,,Rattus norvegicus,5491,CHEMBL623777,,N,Intermediate,BAO_0000218,,
9650,,,50597,1,1,,,Rattus norvegicus,5491,CHEMBL623778,,N,Intermediate,BAO_0000218,,
9651,,,50597,1,1,,,Rattus norvegicus,5491,CHEMBL623779,,N,Intermediate,BAO_0000218,,
9652,,,50597,1,1,,,Rattus norvegicus,4199,CHEMBL623780,,N,Intermediate,BAO_0000218,1969.0,
9653,,,50597,1,1,,,Rattus norvegicus,4199,CHEMBL622015,,N,Intermediate,BAO_0000218,1969.0,
9654,,,50597,1,1,,,Rattus norvegicus,4199,CHEMBL622016,,N,Intermediate,BAO_0000218,1969.0,
9655,,,50597,1,1,,,Rattus norvegicus,5173,CHEMBL622017,,N,Intermediate,BAO_0000218,,
9656,,,50597,1,1,,,Rattus norvegicus,5173,CHEMBL622018,,N,Intermediate,BAO_0000218,,
9657,,,50597,1,1,,,Rattus norvegicus,5173,CHEMBL622019,,N,Intermediate,BAO_0000218,,
9658,,,50597,1,1,,,Rattus norvegicus,5173,CHEMBL622020,,N,Intermediate,BAO_0000218,,
9659,,,50597,1,1,,,Rattus norvegicus,16366,CHEMBL622021,,N,Intermediate,BAO_0000218,,
9660,,,50597,1,1,,,Rattus norvegicus,16366,CHEMBL622022,,N,Intermediate,BAO_0000218,,
9661,,,50597,1,1,,,Rattus norvegicus,5327,CHEMBL622023,,N,Intermediate,BAO_0000218,,
9662,,,50597,1,1,,,Rattus norvegicus,6681,CHEMBL622024,,N,Intermediate,BAO_0000218,,
9663,,,50597,1,1,,,Rattus norvegicus,12873,CHEMBL622693,,N,Intermediate,BAO_0000218,,
9664,,,50597,1,1,,,Rattus norvegicus,12873,CHEMBL622694,,N,Intermediate,BAO_0000218,,
9665,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL622695,,N,Intermediate,BAO_0000218,,
9666,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL622696,,N,Intermediate,BAO_0000218,,
9667,,,50597,1,1,,,Rattus norvegicus,6685,CHEMBL622697,,N,Intermediate,BAO_0000218,,
9668,,,50597,1,1,,,Rattus norvegicus,6619,CHEMBL622874,,N,Intermediate,BAO_0000218,,
9669,,,50597,1,1,,,Rattus norvegicus,6619,CHEMBL622875,,N,Intermediate,BAO_0000218,,
9670,,,50597,1,1,,,Rattus norvegicus,10363,CHEMBL622876,,N,Intermediate,BAO_0000218,,
9671,,,50597,1,1,,,Rattus norvegicus,4796,CHEMBL622877,,N,Intermediate,BAO_0000218,,
9672,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL622878,,N,Intermediate,BAO_0000218,,
9673,,,50597,1,1,,,Rattus norvegicus,4910,CHEMBL622879,,N,Intermediate,BAO_0000218,1969.0,
9674,,,50597,1,1,,,Rattus norvegicus,4839,CHEMBL877602,,N,Intermediate,BAO_0000218,,
9675,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622880,,N,Intermediate,BAO_0000218,,
9676,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622881,,N,Intermediate,BAO_0000218,,
9677,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622882,,N,Intermediate,BAO_0000218,,
9678,,,50597,1,1,,,Rattus norvegicus,15078,CHEMBL622883,,N,Intermediate,BAO_0000218,,
9679,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622884,,N,Intermediate,BAO_0000218,2046.0,
9680,,,50597,1,1,,,Rattus norvegicus,11450,CHEMBL622885,,N,Intermediate,BAO_0000218,2046.0,
9681,,,50597,1,1,,,Rattus norvegicus,8151,CHEMBL622886,,N,Intermediate,BAO_0000218,,
9682,,,50597,1,1,,,Rattus norvegicus,8151,CHEMBL622887,,N,Intermediate,BAO_0000218,,
9683,,,50597,1,1,,,Rattus norvegicus,8151,CHEMBL622888,,N,Intermediate,BAO_0000218,1088.0,
9684,,,50597,1,1,,,Rattus norvegicus,8677,CHEMBL622889,,N,Intermediate,BAO_0000218,178.0,
