Fiscal year,Participatory development and good governance,Branch ID,Branch name,CountryRegion ID,Continent name,Organisation sub-class,Section ID,Fund centre name,Regional program (marker),Organisation class,PBA type,Bilateral aid (international marker),Sector name,Climate change adaptation (marker),Project number,Status,Maximum CIDA contribution (project-level),Division ID,Division name,Section name,Fund centre ID,Untied amount(Project-level budget),FSTC percent,IRTC percent,CFLI (marker),CIDA business delivery model (old),Programming process (new),Enviromental sustainability (marker),Climate change mitigation (marker),Desertification (marker),Trade development (marker),Biodiversity (marker)
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Public sector policy and administrative management,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,80,Africa,CONSULTING SERVICES,S4249,Central & West Africa Regional Program,1,Civil Society,Pooled funding,1,Democratic participation and civil society,0,A031974001,Closed,5413006.82,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,5413006.82,0.0,0.0,0,Core Funding,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CV,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,GH,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,GM,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,GN,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,GW,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,ML,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,MR,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,NG,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SL,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,SN,Africa,FEDERAL,S4281,Canada Fund for Africa Secretariat,1,Governmental,Not PBA,1,Security system management and reform,0,A031988001,Closed,426214.72,D4270,WED Southern & Eastern Africa,"AHSI, Extractives, Special Initiatives",4315,426214.72,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,BF,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Not PBA,1,Public sector policy and administrative management,0,A031988003,Closed,3749951.8,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,3749951.8,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,BJ,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Not PBA,1,Public sector policy and administrative management,0,A031988003,Closed,3749951.8,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,3749951.8,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
2009/2010,0,B4200,WGM Sub-Saharan Africa,CI,Africa,REGIONAL ORGANIZATION,S4249,Central & West Africa Regional Program,1,Multilateral,Not PBA,1,Public sector policy and administrative management,0,A031988003,Closed,3749951.8,D4207,WWD West & Central Africa,Gulf of Guinea Program,4310,3749951.8,1.0,0.0,0,Responsive,Uncoded: Pre-APP,0,0,0,0,0
