Fiscal year,Fund centre name,Biodiversity (marker),CountryRegion ID,Organisation type,Organisation name,Desertification (marker),Sector name,CountryRegion percent,CountryRegion name,Fund centre ID,CFLI (marker),Youth issues (marker),Organisation class,Urban issues (marker),Project number,Status,Maximum CIDA contribution (project-level),Branch ID,Branch name,Division ID,Division name,Section ID,Section name,Regional program (marker),Untied amount(Project-level budget),FSTC percent,IRTC percent,CIDA business delivery model (old),Programming process (new),Bilateral aid (international marker),PBA type,Enviromental sustainability (marker)
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public finance management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Urban development and management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Urban development and management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Urban development and management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public finance management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public finance management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public finance management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Urban development and management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Urban development and management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Urban development and management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public finance management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public finance management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public finance management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Urban development and management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Urban development and management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Urban development and management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Advanced technical and managerial training,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public sector policy and administrative management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Public finance management,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Foreign Non-Profit Making,Partenariat pour le D�veloppement Municipal,0,Public finance management,0.05,Western Africa,4310,0,0,Civil Society,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Profit Making,Information not available,0,Public finance management,0.05,Western Africa,4310,0,0,Individual,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
2009/2010,Central & West Africa Regional Program,0,80,Canadian Non-Profit Making,Department of Foreign Affairs and International Trade,0,Democratic participation and civil society,0.05,Western Africa,4310,0,0,Governmental,1,A032226001,Closed,3867664.46,B4200,WGM Sub-Saharan Africa,D4207,WWD West & Central Africa,S4249,Gulf of Guinea Program,1,3867664.46,1.0,0.0,Responsive,Uncoded: Pre-APP,1,Other PBA,0
