ss_d,tss_d,crtd_b,ss_tss,td,dscrptn,chmbl_d,rltnshp_tp,cnfdnc_scr,cll_d,ss_cll_tp,ss_strn,ss_sbclllr_frctn,src_d,src_ss_d,b_frmt,vrnt_d
2620,,Expert,,12687,Binding affinity against rat brain 5-hydroxytryptamine 2A receptor,CHEMBL621532,D,9,,,,,1,,BAO_0000019,
2621,,Expert,,12687,Binding affinity at cloned rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,CHEMBL621533,H,8,,,,,1,,BAO_0000357,
2622,,Expert,,12687,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells,CHEMBL621534,H,8,449.0,CHO,,,1,,BAO_0000219,
2623,,Autocuration,,12687,Binding affinity measured at the 5-hydroxytryptamine 2A receptor by the inhibition of [3H]ketanserin binding to rat cortex using unlabeled mianserin for nonspecific binding.,CHEMBL621535,H,8,,,,,1,,BAO_0000019,
2624,,Autocuration,,12687,Binding affinity of [3H]- ketanserin labelled towards Rat cortical 5-hydroxytryptamine 2A receptor using radioligand binding assay,CHEMBL621536,H,8,,,,,1,,BAO_0000357,
2625,,Autocuration,,12687,Binding affinity of compound was tested for 5-hydroxytryptamine 2A receptor,CHEMBL621537,H,8,,,,,1,,BAO_0000357,
2626,,Expert,,12687,Binding affinity for 5-hydroxytryptamine 2A receptor,CHEMBL621538,D,9,,,,,1,,BAO_0000357,
2627,,Autocuration,,12687,Binding affinity against 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as the radioligand.,CHEMBL621539,H,8,,,,,1,,BAO_0000019,
2628,,Autocuration,,12687,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex,CHEMBL621540,H,8,,,,,1,,BAO_0000019,
2629,,Autocuration,,12687,Binding affinity against 5-hydroxytryptamine 2A receptor of rat pre-frontal cortex.,CHEMBL621541,H,8,,,,,1,,BAO_0000019,
2630,,Autocuration,,12687,Binding affinity towards 5-HT 2A receptor in rat cerebral frontal cortex membranes using [3H]ketanserin as radioligand,CHEMBL621542,H,8,,,,,1,,BAO_0000019,
2631,,Expert,,12687,Binding affinity at 5-hydroxytryptamine 2A receptor of rat.,CHEMBL621543,H,8,,,,,1,,BAO_0000357,
2632,,Expert,,12687,Binding affinity towards 5-hydroxytryptamine 2A receptor sites by using [3H]ketanserin as radioligand,CHEMBL621544,H,8,,,,,1,,BAO_0000357,
2633,,Expert,,12687,Binding affinity for 5-hydroxytryptamine 2A serotonin receptor,CHEMBL621545,D,9,,,,,1,,BAO_0000357,
2634,,Autocuration,,12687,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,CHEMBL621546,H,8,,,,,1,,BAO_0000357,
2635,,Autocuration,,12687,Binding affinity towards rat cortical 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand; Not tested,CHEMBL621547,H,8,,,,,1,,BAO_0000357,
2636,,Expert,,12687,Displacement of [3H]ketanserin from NIH3T3 cells stably expressing rat 5-hydroxytryptamine 2A receptor,CHEMBL618692,H,8,723.0,NIH3T3,,,1,,BAO_0000219,
2637,,Autocuration,,12687,Binding affinity towards 5-hydroxytryptamine 2A receptor,CHEMBL618693,H,8,,,,,1,,BAO_0000357,
2638,,Autocuration,,12687,Binding affinity towards 5-hydroxytryptamine 2A receptor using [125I]DOI as radioligand,CHEMBL872922,H,8,,,,,1,,BAO_0000357,
2639,,Autocuration,,12687,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor from fundus tissue was determined using [3H]mesulergine as radioligand,CHEMBL618694,H,8,,,,,1,,BAO_0000357,
2640,,Expert,,12687,Binding affinity for rat 5-hydroxytryptamine 2A receptor using [3H]DOB,CHEMBL618695,D,9,,,,,1,,BAO_0000357,
2641,,Autocuration,,12687,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor was determined using [3H]DOB as radioligand; ND=No data,CHEMBL618696,H,8,,,,,1,,BAO_0000357,
2642,,Expert,,12687,Binding affinity towards cloned rat 5-hydroxytryptamine 2A receptor by [3H]ketanserin displacement.,CHEMBL618697,H,8,,,,,1,,BAO_0000357,
2643,,Autocuration,,12687,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]DOB as radioligand,CHEMBL618892,H,8,,,,,1,,BAO_0000357,
2644,,Autocuration,,12687,Binding affinity towards cloned rat Inhibition of binding towards 5-hydroxytryptamine 2A receptor at 100 nM concentration was determined using [3H]ketanserin as radioligand,CHEMBL618893,H,8,,,,,1,,BAO_0000357,
2645,,Autocuration,,12687,Binding affinity towards rat 5-hydroxytryptamine 2A receptor,CHEMBL618894,H,8,,,,,1,,BAO_0000357,
2646,,Expert,,12687,Binding affinity towards rat 5-hydroxytryptamine 2A receptor expressed in NIH3T3 cells using [3H]ketanserin as radioligand,CHEMBL618895,H,8,723.0,NIH3T3,,,1,,BAO_0000219,
2647,,Expert,,12687,Binding affinity was measured against 5-hydroxytryptamine 2A receptor by displacement of [3H]- ketanserin by lysergic acid amides,CHEMBL618896,D,9,,,,,1,,BAO_0000357,
2648,5383.0,Autocuration,Caudate-putamen,12687,Compound was evaluated for affinity towards cerebral 5-hydroxytryptamine 2A receptor in homogenate of caudate putamen tissue from rat brain,CHEMBL618897,H,8,,,,,1,,BAO_0000019,
2649,,Autocuration,,12687,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand,CHEMBL618898,H,8,,,,,1,,BAO_0000357,
2650,,Autocuration,,12687,Compound was evaluated for binding affinity against 5-hydroxytryptamine 2A receptor using [3H]ketanserin as a radioligand; Not determined,CHEMBL618899,H,8,,,,,1,,BAO_0000357,
2651,,Autocuration,,12687,Compound was evaluated for its ability to displace (+/-)[125I]-DOI from 5-hydroxytryptamine 2A receptor in cloned rat cell culture,CHEMBL618900,H,8,,,,,1,,BAO_0000357,
2652,,Autocuration,,12687,Compound was evaluated for its ability to displace [125I](R)-DOI from 5-hydroxytryptamine 2A receptor in cloned rat prefrontal cortex homogenate,CHEMBL618901,H,8,,,,,1,,BAO_0000019,
2653,,Autocuration,,12687,Compound was evaluated for its binding affinity for rat 5-hydroxytryptamine 2A receptor,CHEMBL618902,H,8,,,,,1,,BAO_0000357,
2654,10000000.0,Expert,Hippocampus,12687,Displacement of [3H]8-OH-DPAT from rat hippocampus membrane 5-hydroxytryptamine 2A receptor,CHEMBL618903,D,9,,,,,1,,BAO_0000221,
2655,,Autocuration,,12687,Compound was evaluated for its binding affinity towards rat 5-hydroxytryptamine 2A receptor,CHEMBL618904,H,8,,,,,1,,BAO_0000357,
2656,,Autocuration,,12687,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]ketanserin radioligand.,CHEMBL618905,H,8,,,,,1,,BAO_0000357,
2657,,Autocuration,,12687,Compound was evaluated for the binding affinity towards 5-hydroxytryptamine 2A receptor using [3H]-ketanserin radioligand.,CHEMBL618906,H,8,,,,,1,,BAO_0000357,
2658,,Expert,,12687,Binding affinity against rat 5-hydroxytryptamine 2A receptor in NIH3T3 cells.,CHEMBL618907,H,8,723.0,NIH3T3,,,1,,BAO_0000219,
2659,,Autocuration,,12687,Compound was tested for the Binding affinity against rat frontal cortex 5-hydroxytryptamine 2A receptor by Radio ligand [3H]ketanserin binding assay.,CHEMBL618908,H,8,,,,,1,,BAO_0000019,
2660,,Autocuration,,12687,Evaluated for the binding constant at [125I]-DOI-labeled rat 5-hydroxytryptamine 2A receptor,CHEMBL617909,H,8,,,,,1,,BAO_0000357,
2661,,Expert,,12687,Half-maximal inhibition of [3H]ketanserin binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex homogenate,CHEMBL617910,H,8,,,,,1,,BAO_0000019,
2662,955.0,Autocuration,Brain,12687,In vitro ability to displace [3H]ketanserin from 5-hydroxytryptamine 2A receptor in rat brain.,CHEMBL617911,H,8,,,,,1,,BAO_0000221,
2663,,Autocuration,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,CHEMBL872923,H,8,,,,,1,,BAO_0000249,
2664,,Autocuration,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,CHEMBL617912,H,8,,,,,1,,BAO_0000249,
2665,,Expert,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor by displacement of [3H]ketanserin from rat cortex,CHEMBL617913,D,9,,,,,1,,BAO_0000019,
2666,,Expert,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,CHEMBL617914,H,8,,,,,1,,BAO_0000249,
2667,,Autocuration,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane,CHEMBL617915,H,8,,,,,1,,BAO_0000249,
2668,,Autocuration,,12687,In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane,CHEMBL617916,H,8,,,,,1,,BAO_0000249,
2669,,Expert,,12687,Displacement of [3H]- Ketanserin from rat cortex 5-hydroxytryptamine 2A receptor,CHEMBL617917,D,9,,,,,1,,BAO_0000019,
2670,,Expert,,12687,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand,CHEMBL617918,H,8,,,,,1,,BAO_0000019,
2671,,Autocuration,,12687,In vitro binding affinity towards 5-hydroxytryptamine 2A receptor in rat tissue homogenate using [3H]ketanserin as radioligand; Not active at 10-5 M,CHEMBL617919,H,8,,,,,1,,BAO_0000019,
2672,,Expert,,12687,In vitro inhibitory constant against [125I]DOI binding to 5-hydroxytryptamine 2A receptor in rat cerebral cortex,CHEMBL617920,D,9,,,,,1,,BAO_0000019,
2673,,Expert,,12687,Displacement of [3H]ketanserin from 5-hydroxytryptamine 2A receptor of rat brain cortex,CHEMBL617921,D,9,,,,,1,,BAO_0000019,
2674,,Expert,,105102,"Relative binding affinity for D2 receptor and 5-hydroxytryptamine 2A receptor, ratio of Ki",CHEMBL617922,D,5,,,,,1,,BAO_0000224,
2675,,Autocuration,,12687,Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]DOB as radioligand,CHEMBL617923,H,8,,,,,1,,BAO_0000357,
2676,,Autocuration,,12687,Tested for binding affinity towards rat 5-hydroxytryptamine 2A receptor using [3H]ketanserin as radioligand,CHEMBL617924,H,8,,,,,1,,BAO_0000357,
2677,,Autocuration,,12687,Tested in vitro for its ability to bind to 5-hydroxytryptamine 2A receptor using [125 I]-DOI as radioligand,CHEMBL617925,H,8,,,,,1,,BAO_0000357,
2678,,Expert,,12687,In vitro binding to 5-hydroxytryptamine 2A receptor using [125 I]-DOI,CHEMBL617926,D,9,,,,,1,,BAO_0000357,
2679,,Autocuration,,12687,The binding affinity at 5-hydroxytryptamine 2A receptor was determined using [3H]ketanserin,CHEMBL617927,H,8,,,,,1,,BAO_0000357,
2680,,Autocuration,,12687,The compound was tested for binding affinity against 5-hydroxytryptamine 2A receptor,CHEMBL617928,H,8,,,,,1,,BAO_0000357,
2681,,Expert,,12687,Binding affinity for 5-hydroxytryptamine 2A receptor in rat cortex using [3H]ketanserin,CHEMBL617929,D,9,,,,,1,,BAO_0000019,
2682,,Expert,,12687,Binding affinity to 5-hydroxytryptamine 2A receptor from rat cortex assayed using [3H]ketanserin as radioligand.,CHEMBL617930,H,8,,,,,1,,BAO_0000019,
2683,,Autocuration,,12687,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat cortex using [3H]ketanserin as radioligand.; Nonactive at 10 uM,CHEMBL617931,H,8,,,,,1,,BAO_0000019,
2684,,Autocuration,,12687,The compound was tested for its binding affinity towards 5-hydroxytryptamine 2A receptor from rat cortex using [3H]-ketanserin as radioligand; Nonactive at 10 uM,CHEMBL617932,H,8,,,,,1,,BAO_0000019,
2685,,Autocuration,,12687,Binding affinity for displacement of [3H]ketanserin to rat 5-hydroxytryptamine 2A receptor stably expressed in CHO cells; ND is No Data,CHEMBL617933,H,8,449.0,CHO,,,1,,BAO_0000219,
2686,,Autocuration,,12687,In vitro binding affinity at 5-hydroxytryptamine 2A receptor in rat cortical membrane; ND means no data,CHEMBL617934,H,8,,,,,1,,BAO_0000019,
2687,,Autocuration,,12687,In vitro binding affinity at serotonin 5-hydroxytryptamine 2A receptor in rat cortical membrane; ND means no data,CHEMBL617935,H,8,,,,,1,,BAO_0000019,
2688,,Autocuration,,12687,Tested for its ability to activate phospholipase C by quantification of IP3 at cloned rat 5-hydroxytryptamine 2A receptor; Not determined,CHEMBL617936,H,8,,,,,1,,BAO_0000357,
2689,,Autocuration,,12687,Ability to displace [3H]ketanserin (0.5 nM) from cerebral cortex of rat 5-hydroxytryptamine 2A receptor; NT=not tested,CHEMBL617937,H,8,,,,,1,,BAO_0000019,
2690,,Autocuration,,12687,Binding affinity against 5-hydroxytryptamine 2A receptor by displacement of [3H]-ketanserin from rat prefrontal cerebral cortex mambranes; Not tested,CHEMBL617938,H,8,,,,,1,,BAO_0000019,
2691,,Autocuration,,12687,Compound was evaluated for effective dose measured in nmol/kg following a dose of 0.04 mg/kg and 0.093 uM/kg (95%CI); range 32-63,CHEMBL617939,H,8,,,,,1,,BAO_0000218,
2692,,Autocuration,,12687,Compound was evaluated for the percentage of rats disrupted following a dose of 0.04 mg/kg and 0.097 uM/kg,CHEMBL617940,H,8,,,,,1,,BAO_0000218,
2693,,Autocuration,,12687,Compound was evaluated for the percentage of rats disrupted following a dose of 0.08 mg/kg and 0.194 uM/kg,CHEMBL617941,H,8,,,,,1,,BAO_0000218,
2694,,Expert,,12687,Ratio of pKi of 5-HT2A to that of 5-HT2C receptor,CHEMBL617942,H,8,,,,,1,,BAO_0000357,
2695,,Expert,,12687,Ratio of pKi of 5-HT2A to that of D2 receptor,CHEMBL617943,H,8,,,,,1,,BAO_0000357,
2696,,Expert,,105093,Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,CHEMBL617944,H,4,,,,,1,,BAO_0000224,
2697,,Expert,,105093,Selectivity ratio towards KB of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2B receptor,CHEMBL617945,H,4,,,,,1,,BAO_0000224,
2698,,Expert,,105075,Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor,CHEMBL617946,H,4,,,,,1,,BAO_0000224,
2699,,Autocuration,,12687,Selectivity ratio towards Ki of 5-hydroxytryptamine 2A receptor to 5-hydroxytryptamine 2C receptor; ND is no data,CHEMBL617947,H,8,,,,,1,,BAO_0000357,
2700,,Expert,,12687,Percent maximal 5-HT stimulation at cloned rat 5-hydroxytryptamine 2A receptor (phosphoinositide hydrolysis study) at a conc of 100 uM,CHEMBL617948,H,8,,,,,1,,BAO_0000357,
2701,,Autocuration,,12687,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat,CHEMBL858116,H,8,,,,,1,,BAO_0000019,
2702,,Autocuration,,12687,Compound was evaluated for its antagonist affinity towards 5-hydroxytryptamine 2A receptor of rat; ND means not done,CHEMBL617949,H,8,,,,,1,,BAO_0000019,
2703,,Autocuration,,12687,Effectiveness of compound in blocking 5-hydroxytryptamine 2A receptor-mediated contractions of rat tail artery,CHEMBL617950,H,8,,,,,1,,BAO_0000019,
2704,1515.0,Expert,Thoracic aorta,12687,Negative log concentration of antagonist on 5-hydroxytryptamine 2A receptor in rat thoracic aorta,CHEMBL617951,H,8,,,,,1,,BAO_0000019,
2705,1515.0,Expert,Thoracic aorta,12687,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta,CHEMBL617952,H,8,,,,,1,,BAO_0000019,
2706,1515.0,Autocuration,Thoracic aorta,12687,Negative log concentration of antagonistic compound was determined on 5-hydroxytryptamine 2A receptor of Rat thoracic aorta; ND is not determined.,CHEMBL617953,H,8,,,,,1,,BAO_0000019,
2707,,Autocuration,,12687,Binding activity radioligand.,CHEMBL617954,H,8,,,,,1,,BAO_0000357,
2708,,Expert,,12687,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand.,CHEMBL617955,H,8,,,,,1,,BAO_0000019,
2709,,Autocuration,,12687,Binding activity against 5-hydroxytryptamine 2C receptor from pig cortex membrane using [3H]mesulergine as radioligand; NA Not Available,CHEMBL857071,H,8,,,,,1,,BAO_0000019,
2710,,Expert,,12687,Displacement of [3H]DOB binding to 5-hydroxytryptamine 2A receptor from rat cortex homogenate,CHEMBL617270,H,8,,,,,1,,BAO_0000019,
2711,,Autocuration,,12687,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930,CHEMBL617271,H,8,339.0,N1E-115,,,1,,BAO_0000219,
2712,,Autocuration,,12687,Binding affinity towards 5-hydroxytryptamine 3 receptor in membranes of N1E-115 neuroblastoma cells using [3H]-ICS 205-930; Not determined,CHEMBL617272,H,8,339.0,N1E-115,,,1,,BAO_0000219,
2713,,Autocuration,,12687,Binding affinity was evaluated by 5-hydroxytryptamine 2A receptor agonism in the rat cortex by displacing ketanserin,CHEMBL617273,H,8,,,,,1,,BAO_0000019,
2714,,Expert,,12687,Agonistic activity against 5-hydroxytryptamine 2A receptor in rat cortex using [3H]-ketanserin,CHEMBL617274,D,9,,,,,1,,BAO_0000019,
2715,,Autocuration,,108,Binding affinity towards human serotonin 5-hydroxytryptamine 2C receptor,CHEMBL617275,H,8,,,,,1,,BAO_0000357,
2716,,Autocuration,,108,Binding affinity towards 5-hydroxytryptamine 2C receptor,CHEMBL617276,H,8,,,,,1,,BAO_0000357,
2717,,Autocuration,,108,Binding affinity towards human 5-hydroxytryptamine 2C receptor,CHEMBL617277,H,8,,,,,1,,BAO_0000357,
2718,,Expert,,108,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,CHEMBL617278,H,8,,,,,1,,BAO_0000019,
2719,,Expert,,108,Binding affinity using [125I]DOI as radioligand with membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor; Not determined,CHEMBL617279,H,8,,,,,1,,BAO_0000019,
2720,,Expert,,108,Binding affinity using [3H]mesulergine as radioligand with receptor membranes isolated from a CHO-k cell line expressing the human 5-hydroxytryptamine 2C receptor,CHEMBL617280,H,8,,,,,1,,BAO_0000019,
2721,,Autocuration,,108,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,CHEMBL617281,H,8,,,,,1,,BAO_0000357,
2722,,Autocuration,,108,Compound was tested for the displacement of [125I]DOI from cloned human 5-hydroxytryptamine 2C receptor,CHEMBL617282,H,8,,,,,1,,BAO_0000357,
2723,,Expert,,108,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]mesulergine,CHEMBL617283,H,8,,,,,1,,BAO_0000019,
2724,,Expert,,108,Tested on transfected cell membranes selectively expressing human 5-hydroxytryptamine 2C receptor using [3H]-mesulergine; ND is No Data.,CHEMBL617284,H,8,,,,,1,,BAO_0000019,
2725,,Autocuration,,108,In vitro binding affinity towards human 5-hydroxytryptamine 2C receptor expressed in HEK293 cells was determined using [3H]mesulergine as radioligand,CHEMBL617285,H,8,722.0,HEK293,,,1,,BAO_0000219,
2726,,Autocuration,,108,In vitro binding affinity by radioligand binding assay using cell line expressing human 5-hydroxytryptamine 2C receptor,CHEMBL617286,H,8,,,,,1,,BAO_0000019,
2727,,Expert,,108,Inhibitory constant against cloned human 5-hydroxytryptamine 2C receptor using with [125I]- DOI radioligand,CHEMBL617287,D,9,,,,,1,,BAO_0000357,
2728,,Expert,,108,Binding affinity towards human 5-hydroxytryptamine 2C receptor.,CHEMBL617288,H,8,,,,,1,,BAO_0000357,
2729,,Autocuration,,108,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]DOB as radioligand,CHEMBL617289,H,8,,,,,1,,BAO_0000357,
2730,,Autocuration,,108,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]mesulergine as radioligand,CHEMBL872917,H,8,,,,,1,,BAO_0000357,
2731,,Autocuration,,108,Tested for binding affinity towards human 5-hydroxytryptamine 2C receptor using [3H]5-HT as radioligand,CHEMBL617290,H,8,,,,,1,,BAO_0000357,
2732,,Autocuration,,108,Binding affinity for displacement of [3H]mesulergine to human 5-hydroxytryptamine 2C receptor stably expressed in CHO cells,CHEMBL617291,H,8,449.0,CHO,,,1,,BAO_0000219,
