assays_ss_d,assays_cnfdnc_scr,assays_vrnt_d,assays_ss_ctgr,assays_tss_d,assays_ss_sbclllr_frctn,assays_ss_tst_tp,assays_ss_rgnsm,assays_src_ss_d,assays_src_d,assays_rltnshp_tp,assays_ss_cll_tp,assays_td,assays_crtd_b,assays_chmbl_d,assays_cll_d,assays_b_frmt
8318,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621883,,BAO_0000218
8319,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621884,,BAO_0000218
8320,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621885,,BAO_0000218
8321,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621886,,BAO_0000218
8322,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621887,,BAO_0000218
8323,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621888,,BAO_0000218
8324,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621889,,BAO_0000218
8325,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621890,,BAO_0000218
8326,1,,,2107.0,Microsomes,In vitro,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621891,,BAO_0000218
8327,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621892,,BAO_0000218
8328,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621893,,BAO_0000218
8329,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621894,,BAO_0000218
8330,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621895,,BAO_0000218
8331,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875284,,BAO_0000218
8332,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618699,,BAO_0000218
8333,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618700,,BAO_0000218
8334,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618701,,BAO_0000218
8335,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876600,,BAO_0000218
8336,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618702,,BAO_0000218
8337,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618703,,BAO_0000218
8338,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618704,,BAO_0000218
8339,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618705,,BAO_0000218
8340,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618706,,BAO_0000218
8341,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618707,,BAO_0000218
8342,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618708,,BAO_0000218
8343,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618709,,BAO_0000218
8344,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618710,,BAO_0000218
8345,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618711,,BAO_0000218
8346,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618712,,BAO_0000218
8347,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618713,,BAO_0000218
8348,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618714,,BAO_0000218
8349,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618715,,BAO_0000218
8350,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618716,,BAO_0000218
8351,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876601,,BAO_0000218
8352,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618717,,BAO_0000218
8353,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618718,,BAO_0000218
8354,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618719,,BAO_0000218
8355,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618720,,BAO_0000218
8356,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618721,,BAO_0000218
8357,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621477,,BAO_0000218
8358,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621478,,BAO_0000218
8359,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621479,,BAO_0000218
8360,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621480,,BAO_0000218
8361,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621481,,BAO_0000218
8362,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621482,,BAO_0000218
8363,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621483,,BAO_0000218
8364,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621484,,BAO_0000218
8365,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621485,,BAO_0000218
8366,1,,,948.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621486,,BAO_0000218
8367,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621487,,BAO_0000218
8368,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621488,,BAO_0000218
8369,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621489,,BAO_0000218
8370,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621490,,BAO_0000218
8371,1,,,160.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621491,,BAO_0000218
8372,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621492,,BAO_0000218
8373,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621493,,BAO_0000218
8374,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621494,,BAO_0000218
8375,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621495,,BAO_0000218
8376,1,,,2113.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621496,,BAO_0000218
8377,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621497,,BAO_0000218
8378,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621498,,BAO_0000218
8379,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621499,,BAO_0000218
8380,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618634,,BAO_0000218
8381,1,,,2107.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618635,,BAO_0000218
8382,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL618636,,BAO_0000218
8383,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619737,,BAO_0000218
8384,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL619738,,BAO_0000218
8385,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624329,,BAO_0000218
8386,1,,,2048.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624330,,BAO_0000218
8387,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624331,,BAO_0000218
8388,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624332,,BAO_0000218
8389,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624333,,BAO_0000218
8390,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624334,,BAO_0000218
8391,1,,,2385.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624335,,BAO_0000218
8392,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620016,,BAO_0000218
8393,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620169,,BAO_0000218
8394,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620170,,BAO_0000218
8395,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620171,,BAO_0000218
8396,1,,,2106.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620172,,BAO_0000218
8397,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620173,,BAO_0000218
8398,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620174,,BAO_0000218
8399,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620175,,BAO_0000218
8400,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620176,,BAO_0000218
8401,1,,,945.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620177,,BAO_0000218
8402,1,,,2037.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620178,,BAO_0000218
8403,1,,,2037.0,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620179,,BAO_0000218
8404,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620180,,BAO_0000218
8405,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620181,,BAO_0000218
8406,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620182,,BAO_0000218
8407,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620183,,BAO_0000218
8408,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620184,,BAO_0000218
8409,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620185,,BAO_0000218
8410,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620186,,BAO_0000218
8411,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620187,,BAO_0000218
8412,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620188,,BAO_0000218
8413,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620189,,BAO_0000218
8414,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620190,,BAO_0000218
8415,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620191,,BAO_0000218
8416,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620192,,BAO_0000218
8417,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620193,,BAO_0000218
8418,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620194,,BAO_0000218
8419,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876730,,BAO_0000218
8420,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620195,,BAO_0000218
8421,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620196,,BAO_0000218
8422,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620197,,BAO_0000218
8423,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620198,,BAO_0000218
8424,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620199,,BAO_0000218
8425,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620200,,BAO_0000218
8426,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620201,,BAO_0000218
8427,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620202,,BAO_0000218
8428,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620203,,BAO_0000218
8429,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620204,,BAO_0000218
8430,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620205,,BAO_0000218
8431,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624664,,BAO_0000218
8432,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624665,,BAO_0000218
8433,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624666,,BAO_0000218
8434,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624667,,BAO_0000218
8435,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624668,,BAO_0000218
8436,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624669,,BAO_0000218
8437,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624670,,BAO_0000218
8438,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624671,,BAO_0000218
8439,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624672,,BAO_0000218
8440,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624673,,BAO_0000218
8441,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624674,,BAO_0000218
8442,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL624675,,BAO_0000218
8443,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621728,,BAO_0000218
8444,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621729,,BAO_0000218
8445,1,,,,,,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621730,,BAO_0000218
8446,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621731,,BAO_0000218
8447,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621732,,BAO_0000218
8448,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621908,,BAO_0000218
8449,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL875347,,BAO_0000218
8450,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621909,,BAO_0000218
8451,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621910,,BAO_0000218
8452,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621911,,BAO_0000218
8453,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621912,,BAO_0000218
8454,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621913,,BAO_0000218
8455,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621914,,BAO_0000218
8456,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621915,,BAO_0000218
8457,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL621916,,BAO_0000218
8458,1,,,2107.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621917,,BAO_0000218
8459,1,,,2107.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621918,,BAO_0000218
8460,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621919,,BAO_0000218
8461,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621920,,BAO_0000218
8462,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL621921,,BAO_0000218
8463,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622401,,BAO_0000218
8464,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL875348,,BAO_0000218
8465,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622402,,BAO_0000218
8466,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622403,,BAO_0000218
8467,1,,,178.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622404,,BAO_0000218
8468,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622405,,BAO_0000218
8469,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622406,,BAO_0000218
8470,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622407,,BAO_0000218
8471,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622408,,BAO_0000218
8472,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622409,,BAO_0000218
8473,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622410,,BAO_0000218
8474,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL622411,,BAO_0000218
8475,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627864,,BAO_0000218
8476,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627865,,BAO_0000218
8477,1,,,2107.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627866,,BAO_0000218
8478,1,,,2107.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627751,,BAO_0000218
8479,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627752,,BAO_0000218
8480,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627753,,BAO_0000218
8481,1,,,2106.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627754,,BAO_0000218
8482,1,,,,,,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627755,,BAO_0000218
8483,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627756,,BAO_0000218
8484,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627757,,BAO_0000218
8485,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627758,,BAO_0000218
8486,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627759,,BAO_0000218
8487,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627760,,BAO_0000218
8488,1,,,955.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627761,,BAO_0000218
8489,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL876811,,BAO_0000218
8490,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627762,,BAO_0000218
8491,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627763,,BAO_0000218
8492,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627764,,BAO_0000218
8493,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627765,,BAO_0000218
8494,1,,,948.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627766,,BAO_0000218
8495,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627767,,BAO_0000218
8496,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL627768,,BAO_0000218
8497,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL628422,,BAO_0000218
8498,1,,,2113.0,,In vivo,Mus musculus,,1,N,,50594,Intermediate,CHEMBL628423,,BAO_0000218
8499,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628424,,BAO_0000218
8500,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628425,,BAO_0000218
8501,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628426,,BAO_0000218
8502,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL628427,,BAO_0000218
8503,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626938,,BAO_0000218
8504,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626939,,BAO_0000218
8505,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626940,,BAO_0000218
8506,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626941,,BAO_0000218
8507,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626942,,BAO_0000218
8508,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL876812,,BAO_0000218
8509,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626943,,BAO_0000218
8510,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626944,,BAO_0000218
8511,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626945,,BAO_0000218
8512,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626946,,BAO_0000218
8513,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626856,,BAO_0000218
8514,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626857,,BAO_0000218
8515,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL626858,,BAO_0000218
8516,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL627018,,BAO_0000218
8517,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625331,,BAO_0000218
8518,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625332,,BAO_0000218
8519,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL877590,,BAO_0000218
8520,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625333,,BAO_0000218
8521,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625334,,BAO_0000218
8522,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625335,,BAO_0000218
8523,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625336,,BAO_0000218
8524,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625337,,BAO_0000218
8525,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625338,,BAO_0000218
8526,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625339,,BAO_0000218
8527,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625340,,BAO_0000218
8528,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL625341,,BAO_0000218
8529,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622687,,BAO_0000218
8530,1,,,1969.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622688,,BAO_0000218
8531,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL622689,,BAO_0000218
8532,1,,,178.0,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620295,,BAO_0000218
8533,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620296,,BAO_0000218
8534,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620297,,BAO_0000218
8535,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620298,,BAO_0000218
8536,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620299,,BAO_0000218
8537,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620300,,BAO_0000218
8538,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620301,,BAO_0000218
8539,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620302,,BAO_0000218
8540,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620303,,BAO_0000218
8541,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620304,,BAO_0000218
8542,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620305,,BAO_0000218
8543,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620306,,BAO_0000218
8544,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620307,,BAO_0000218
8545,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620308,,BAO_0000218
8546,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620309,,BAO_0000218
8547,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620310,,BAO_0000218
8548,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620311,,BAO_0000218
8549,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620312,,BAO_0000218
8550,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620313,,BAO_0000218
8551,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620314,,BAO_0000218
8552,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620315,,BAO_0000218
8553,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620316,,BAO_0000218
8554,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620317,,BAO_0000218
8555,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620318,,BAO_0000218
8556,1,,,,,In vivo,Rattus norvegicus,,1,N,,50597,Intermediate,CHEMBL620319,,BAO_0000218
