Fiscal year,ICT as a tool for development (marker),Fund centre ID,Biodiversity (marker),Organisation sub-class,CountryRegion percent,Branch ID,Organisation name,Division name,Maximum CIDA contribution (project-level),Status,Section name,Climate change mitigation (marker),Organisation ID,Continent ID,CIDA business delivery model (old),Enviromental sustainability (marker),CFLI (marker),CountryRegion ID,Trade development (marker),CountryRegion name,Desertification (marker),Regional program (marker),Project number,Untied amount(Project-level budget),Branch name,Division ID,Section ID,Fund centre name,FSTC percent,IRTC percent,Programming process (new),Bilateral aid (international marker),PBA type,Climate change adaptation (marker),Participatory development and good governance,Urban issues (marker),Children issues (marker)
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,CONSULTING SERVICES,0.2,B4100,Salasan Consulting Inc.,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,1000524,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,CONSULTING SERVICES,0.2,B4100,Salasan Consulting Inc.,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,1000524,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,CONSULTING SERVICES,0.2,B4100,Salasan Consulting Inc.,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,1000524,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,CONSULTING SERVICES,0.2,B4100,Salasan Consulting Inc.,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,1000524,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,CONSULTING SERVICES,0.2,B4100,Salasan Consulting Inc.,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,1000524,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4105,0,COOPERANT,0.2,B4100,Information not available,OAD Asia Programming,10596841.9,Closed,OAI Indonesia and SEA Regional,0,Information not available,3,Directive,0,0,170,0,South-Eastern Asia,0,1,A031101001,10596841.9,OGM Asia Pacific,D4100,S4126,SEA Regional,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4128,0,FEDERAL,1.0,B4100,Department of Foreign Affairs and International Trade,OAD Asia Programming,6638554.49,Closed,Philippines and Mongolia,0,10050,3,Directive,0,0,PH,0,Philippines,0,0,A031102001,6638554.49,OGM Asia Pacific,D4100,S4130,Philippines,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,0
2009/2010,0,4302,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4565415.22,Closed,Central Africa & Great Lakes Program,0,1000929,2,Responsive,0,0,RW,0,Rwanda,0,0,A031111001,0.0,WGM Sub-Saharan Africa,D4207,S4287,Rwanda,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,0,4302,0,NGO,1.0,B4200,D�veloppement international Desjardins,WWD West & Central Africa,4565415.22,Closed,Central Africa & Great Lakes Program,0,1000929,2,Responsive,0,0,RW,0,Rwanda,0,0,A031111001,0.0,WGM Sub-Saharan Africa,D4207,S4287,Rwanda,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4438,0,FEDERAL,1.0,B4400,Department of Foreign Affairs and International Trade,NDD Americas Programming,5000000.0,Operational,Caricom - Adm,0,10050,1,Directive,0,0,GY,0,Guyana,0,0,A031116001,5000000.0,NGM Americas,D4400,S4429,Caribbean Regional - Guyana,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4438,0,CONSULTING SERVICES,1.0,B4400,New Era Consulting,NDD Americas Programming,5000000.0,Operational,Caricom - Adm,0,1012182,1,Directive,0,0,GY,0,Guyana,0,0,A031116001,5000000.0,NGM Americas,D4400,S4429,Caribbean Regional - Guyana,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4438,0,Unknown,1.0,B4400,Information not available,NDD Americas Programming,5000000.0,Operational,Caricom - Adm,0,Information not available,1,Directive,0,0,GY,0,Guyana,0,0,A031116001,5000000.0,NGM Americas,D4400,S4429,Caribbean Regional - Guyana,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4263,0,NGO,1.0,B3100,Foundation for International Training,EDD Europe-Middle East Programming,4825980.75,Terminating,Middle East and North Africa,0,1000136,2,Directive,0,0,EG,0,Egypt,0,0,A031124001,4825980.75,"EGM Europe, Middle East and Maghreb",D3100,S4256,Egypt,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,1,4263,0,NGO,1.0,B3100,Foundation for International Training,EDD Europe-Middle East Programming,4825980.75,Terminating,Middle East and North Africa,0,1000136,2,Directive,0,0,EG,0,Egypt,0,0,A031124001,4825980.75,"EGM Europe, Middle East and Maghreb",D3100,S4256,Egypt,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,1,0,1
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.131,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,30,0,Central America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.044000000000000004,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.052000000000000005,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.078,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.083,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.08900000000000001,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.111,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.15,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,40,0,Caribbean,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,0,4434,0,IFI,0.262,B4400,CDB - Caribbean Development Bank,NDD Americas Programming,37750230.09,Operational,Caricom - Adm,0,1002420,1,Responsive,0,0,50,0,South America,0,1,A031129001,37750230.09,NGM Americas,D4400,S4429,Caribbean Region,1.0,0.0,Uncoded: Pre-APP,1,Pooled funding,0,1,0,0
2009/2010,1,4289,0,SPECIALIZED INSTITUTE,1.0,B4200,LearnSphere CANADA SavoirSph�re CANADA,WWD West & Central Africa,2773257.49,Closed,Central Africa & Great Lakes Program,0,1001354,2,Responsive,0,0,CM,0,Cameroon,0,0,A031136001,0.0,WGM Sub-Saharan Africa,D4207,S4287,Cameroon,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
2009/2010,1,4289,0,SPECIALIZED INSTITUTE,1.0,B4200,LearnSphere CANADA SavoirSph�re CANADA,WWD West & Central Africa,2773257.49,Closed,Central Africa & Great Lakes Program,0,1001354,2,Responsive,0,0,CM,0,Cameroon,0,0,A031136001,0.0,WGM Sub-Saharan Africa,D4207,S4287,Cameroon,1.0,0.0,Uncoded: Pre-APP,1,Not PBA,0,0,0,0
